ID;Perioden;AmerikaanseDollarPer1_1;AustralischeDollarPer100_2;BelgischeFrankPer100_3;CanadeseDollarPer1_4;DeenseKroonPer100_5;DuitseMarkPer100_6;EuropeseRekeneenheidPer1_7;FinseMarkPer100_8;FranseFrankPer100_9;GriekseDrachmePer100_10;HongKongDollarPer100_11;IersePondPer1_12;ItaliaanseLirePer10000_13;JapanseYenPer10000_14;NieuwzeelandseDollarPer100_15;NoorseKroonPer100_16;OostenrijkseShillingPer100_17;PondSterlingPer1_18;PortugeseEscudoPer100_19;SpaansePesetaPer100_20;ZuidafrikaanseRandPer1_21;ZweedseKroonPer100_22;ZwitserseFrankPer100_23
387;1991 november;1.83;143.84;5.47;1.62;29.02;112.69;2.3;43.58;32.98;1.0;23.63;3.01;14.96;141.05;102.98;28.69;16.01;3.25;1.29;1.78;0.66;30.83;127.33
388;1991 december;1.77;136.45;5.47;1.55;28.96;112.7;2.29;41.52;32.98;0.98;22.85;3.0;14.9;137.82;98.03;28.61;16.01;3.22;1.27;1.77;0.64;30.8;127.24
389;1991;1.88;146.54;5.47;1.64;29.22;112.69;2.31;46.26;33.14;1.02;24.22;3.01;15.07;139.78;108.66;28.83;16.01;3.3;1.3;1.8;0.68;30.94;130.43
390;1992 januari;1.78;132.73;5.47;1.54;29.02;112.62;2.3;41.38;33.02;0.98;22.81;3.0;14.94;141.85;96.23;28.65;16.0;3.22;1.3;1.78;0.64;30.93;126.74
391;1992 februari;1.82;136.98;5.47;1.54;29.03;112.54;2.3;41.21;33.06;0.97;23.47;3.0;14.98;142.85;98.73;28.71;15.99;3.24;1.31;1.79;0.65;31.01;125.11
392;1992 maart;1.87;141.82;5.47;1.57;29.01;112.56;2.3;41.27;33.16;0.97;24.14;3.0;14.98;140.72;102.45;28.69;16.0;3.22;1.31;1.78;0.65;31.04;123.97
393;1992 april;1.85;141.49;5.47;1.56;29.05;112.58;2.31;41.24;33.28;0.96;23.96;3.0;14.95;139.01;100.53;28.73;16.0;3.26;1.32;1.79;0.65;31.1;122.36
394;1992 mei;1.83;138.04;5.47;1.52;29.14;112.57;2.31;41.44;33.48;0.95;23.61;3.01;14.96;139.61;97.8;28.85;16.0;3.3;1.35;1.8;0.64;31.25;122.44
395;1992 juni;1.77;134.01;5.47;1.48;29.25;112.66;2.31;41.36;33.47;0.93;22.98;3.01;14.9;139.74;96.13;28.82;16.01;3.29;1.36;1.79;0.63;31.21;124.37
396;1992 juli;1.68;125.22;5.47;1.41;29.3;112.76;2.3;41.21;33.42;0.92;21.76;3.01;14.88;133.72;91.81;28.71;16.02;3.22;1.33;1.77;0.61;31.1;126.04
397;1992 augustus;1.64;118.65;5.47;1.38;29.22;112.74;2.29;41.05;33.23;0.91;21.22;2.99;14.84;129.56;88.49;28.57;16.02;3.17;1.31;1.76;0.59;30.95;125.87
398;1992 september;1.63;117.79;5.46;1.34;29.08;112.64;2.24;36.93;33.1;0.9;21.11;2.97;13.99;132.88;88.18;28.15;16.01;3.02;1.28;1.68;0.58;30.46;127.81
399;1992 oktober;1.67;119.41;5.47;1.34;29.17;112.56;2.2;35.45;33.18;0.87;21.6;2.96;12.77;137.75;90.1;27.59;16.0;2.76;1.26;1.58;0.58;29.85;126.81
400;1992 november;1.79;123.18;5.47;1.41;29.21;112.49;2.21;35.38;33.26;0.87;23.09;2.97;13.09;144.14;92.95;27.59;15.99;2.73;1.26;1.57;0.6;28.79;124.9
401;1992 december;1.78;122.5;5.46;1.4;29.06;112.43;2.2;34.59;32.97;0.85;22.95;2.97;12.6;143.28;91.66;26.6;15.98;2.76;1.25;1.57;0.59;25.8;125.15
402;1992;1.76;129.1;5.47;1.45;29.13;112.6;2.27;39.35;33.22;0.92;22.69;2.99;14.31;138.69;94.49;28.3;16.0;3.1;1.3;1.72;0.62;30.29;125.19
403;1993 januari;1.82;122.42;5.46;1.42;29.14;112.44;2.2;33.48;33.16;0.84;23.47;2.97;12.18;145.25;93.22;26.44;15.98;2.78;1.25;1.58;0.59;25.04;122.87
404;1993 februari;1.85;126.03;5.46;1.47;29.31;112.56;2.19;31.62;33.23;0.84;23.91;2.74;11.94;153.01;95.4;26.47;16.0;2.66;1.23;1.57;0.59;24.52;121.68
405;1993 maart;1.85;131.13;5.46;1.49;29.27;112.41;2.18;30.98;33.08;0.83;23.95;2.73;11.62;158.29;98.16;26.44;15.98;2.7;1.22;1.57;0.58;23.93;121.81
406;1993 april;1.79;127.81;5.46;1.42;29.25;112.38;2.19;32.04;33.23;0.82;23.21;2.74;11.68;159.78;96.73;26.49;15.97;2.77;1.21;1.55;0.57;24.09;122.87
407;1993 mei;1.8;125.95;5.46;1.42;29.2;112.18;2.19;32.85;33.27;0.83;23.32;2.73;12.21;163.2;97.87;26.5;15.95;2.79;1.19;1.49;0.57;24.59;124.38
408;1993 juni;1.85;125.06;5.46;1.45;29.29;112.16;2.19;33.28;33.32;0.82;23.95;2.74;12.34;172.68;99.99;26.53;15.94;2.8;1.18;1.46;0.57;24.92;125.63
409;1993 juli;1.93;130.6;5.44;1.5;29.03;112.46;2.19;33.38;33.02;0.82;24.86;2.72;12.18;179.16;105.73;26.39;15.98;2.89;1.15;1.43;0.58;24.21;127.26
410;1993 augustus;1.91;129.37;5.31;1.46;27.6;112.51;2.15;32.71;32.15;0.8;24.61;2.65;11.88;183.79;105.41;25.92;15.99;2.85;1.1;1.37;0.57;23.66;127.41
411;1993 september;1.82;118.72;5.23;1.38;27.41;112.31;2.13;31.51;32.09;0.78;23.53;2.61;11.61;172.8;100.44;25.73;15.96;2.78;1.1;1.39;0.53;22.74;128.4
412;1993 oktober;1.84;121.85;5.17;1.39;27.78;112.4;2.13;32.02;32.03;0.78;23.82;2.64;11.5;172.15;101.85;25.69;15.98;2.77;1.09;1.39;0.54;22.97;127.78
413;1993 november;1.91;126.91;5.27;1.45;28.2;112.22;2.15;32.88;32.3;0.78;24.7;2.68;11.45;176.95;104.58;25.82;15.96;2.83;1.1;1.39;0.57;23.09;127.44
414;1993 december;1.91;128.92;5.36;1.44;28.58;112.07;2.16;33.29;32.75;0.78;24.79;2.72;11.35;174.31;106.47;25.82;15.93;2.86;1.1;1.37;0.57;22.93;130.86
415;1993;1.86;126.28;5.38;1.44;28.66;112.34;2.17;32.5;32.79;0.81;24.03;2.72;11.82;168.0;100.65;26.18;15.97;2.79;1.16;1.46;0.57;23.87;125.78
416;1994 januari;1.95;135.81;5.39;1.48;28.83;111.97;2.17;34.3;32.96;0.78;25.26;2.79;11.48;175.19;109.82;25.99;15.93;2.91;1.11;1.36;0.57;24.02;132.64
417;1994 februari;1.95;139.47;5.44;1.45;28.75;112.14;2.18;34.89;33.0;0.78;25.18;2.76;11.55;183.24;111.92;25.99;15.95;2.88;1.11;1.38;0.56;24.38;133.58
418;1994 maart;1.9;135.29;5.45;1.39;28.68;112.38;2.17;34.36;32.97;0.77;24.6;2.73;11.4;180.86;108.62;25.89;15.97;2.84;1.09;1.37;0.54;24.06;133.01
419;1994 april;1.91;136.59;5.45;1.38;28.64;112.29;2.17;34.74;32.78;0.77;24.7;2.74;11.73;184.49;108.59;25.89;15.96;2.83;1.1;1.38;0.54;24.19;132.56
420;1994 mei;1.86;134.87;5.45;1.35;28.67;112.22;2.16;34.39;32.77;0.76;24.09;2.74;11.67;179.47;108.64;25.89;15.96;2.8;1.09;1.36;0.52;24.11;131.66
421;1994 juni;1.83;134.03;5.44;1.32;28.59;112.09;2.16;33.71;32.81;0.75;23.63;2.73;11.46;177.96;108.06;25.81;15.93;2.79;1.08;1.36;0.51;23.4;132.83
422;1994 juli;1.76;129.35;5.44;1.27;28.55;112.16;2.14;33.88;32.73;0.74;22.79;2.69;11.26;178.63;105.79;25.65;15.94;2.72;1.09;1.36;0.48;22.71;132.94
423;1994 augustus;1.76;130.07;5.45;1.27;28.4;112.28;2.14;34.19;32.77;0.74;22.74;2.68;11.1;175.89;105.71;25.6;15.96;2.71;1.1;1.35;0.49;22.71;133.26
424;1994 september;1.74;128.96;5.45;1.28;28.45;112.1;2.14;35.0;32.78;0.74;22.51;2.69;11.1;175.97;104.87;25.56;15.93;2.72;1.1;1.35;0.49;23.09;134.66
425;1994 oktober;1.7;125.73;5.44;1.26;28.62;112.03;2.14;36.43;32.73;0.73;22.04;2.7;11.0;172.98;103.68;25.73;15.92;2.74;1.1;1.35;0.48;23.46;134.69
426;1994 november;1.73;130.22;5.45;1.26;28.64;112.08;2.13;36.55;32.65;0.73;22.32;2.7;10.9;176.06;107.12;25.65;15.92;2.74;1.1;1.35;0.49;23.47;133.22
427;1994 december;1.76;136.43;5.45;1.27;28.57;111.97;2.13;36.31;32.51;0.73;22.77;2.7;10.78;175.86;112.25;25.68;15.91;2.75;1.09;1.33;0.49;23.43;132.43
428;1994;1.82;132.97;5.44;1.33;28.61;112.15;2.15;34.89;32.79;0.75;23.53;2.72;11.28;177.97;107.85;25.77;15.94;2.78;1.1;1.36;0.51;23.57;133.14
429;1995 januari;1.72;131.48;5.44;1.22;28.45;112.1;2.12;36.26;32.42;0.72;22.19;2.67;10.66;172.25;110.03;25.63;15.93;2.7;1.09;1.3;0.49;23.0;133.35
430;1995 februari;1.68;125.34;5.44;1.2;28.4;112.1;2.11;36.27;32.23;0.71;21.78;2.63;10.4;171.38;106.79;25.53;15.93;2.65;1.08;1.29;0.47;22.79;132.45
431;1995 maart;1.58;115.93;5.43;1.12;28.0;112.13;2.05;36.0;31.65;0.69;20.41;2.52;9.34;174.2;101.97;25.14;15.93;2.52;1.07;1.23;0.44;21.69;134.61
432;1995 april;1.55;113.81;5.45;1.12;28.43;111.98;2.05;36.19;31.9;0.69;20.01;2.52;9.03;184.43;103.16;25.94;15.91;2.49;1.06;1.24;0.43;21.05;135.9
433;1995 mei;1.58;114.76;5.44;1.16;28.6;111.95;2.06;36.51;31.65;0.69;20.4;2.56;9.54;185.71;105.3;25.05;15.92;2.51;1.06;1.28;0.43;21.61;135.01
434;1995 juni;1.57;112.87;5.45;1.14;28.67;111.92;2.07;36.47;31.88;0.69;20.26;2.56;9.56;185.34;104.98;25.15;15.92;2.5;1.06;1.29;0.43;21.59;135.36
435;1995 juli;1.56;113.07;5.45;1.14;28.76;112.03;2.07;36.65;32.19;0.69;20.11;2.55;9.67;178.41;104.85;25.21;15.93;2.48;1.07;1.3;0.43;21.68;134.59
436;1995 augustus;1.62;120.05;5.45;1.19;28.89;111.99;2.1;37.62;32.56;0.7;20.91;2.6;10.08;171.12;106.41;25.32;15.92;2.54;1.08;1.31;0.44;22.38;135.29
437;1995 september;1.64;123.57;5.45;1.21;28.89;112.02;2.09;37.46;32.48;0.69;21.17;2.6;10.14;163.19;107.47;25.58;15.93;2.55;1.07;1.3;0.45;22.95;137.68
438;1995 oktober;1.58;120.05;5.44;1.18;28.84;112.01;2.06;37.13;32.07;0.68;20.49;2.56;9.87;157.3;104.4;25.4;15.92;2.5;1.06;1.29;0.43;23.2;138.33
439;1995 november;1.59;118.29;5.45;1.17;28.9;112.0;2.06;37.42;32.47;0.68;20.52;2.55;9.96;155.82;103.63;25.39;15.92;2.48;1.07;1.3;0.44;24.06;138.85
440;1995 december;1.61;119.6;5.45;1.18;28.91;111.97;2.06;37.26;32.48;0.68;20.87;2.57;10.12;158.71;104.96;25.39;15.91;2.48;1.07;1.32;0.44;24.34;138.57
441;1995;1.61;119.13;5.45;1.17;28.64;112.02;2.08;36.78;32.17;0.69;20.76;2.57;9.87;171.39;105.34;25.33;15.92;2.53;1.07;1.29;0.44;22.53;135.81
442;1996 januari;1.64;121.33;5.45;1.2;28.95;111.99;2.07;36.84;32.69;0.68;21.16;2.59;10.33;154.92;108.29;25.51;15.92;2.5;1.08;1.33;0.45;24.33;138.74
443;1996 februari;1.64;124.01;5.45;1.19;28.95;111.98;2.06;36.06;32.56;0.68;21.23;2.6;10.44;155.41;110.84;25.52;15.92;2.52;1.08;1.33;0.44;23.86;137.34
444;1996 maart;1.65;127.57;5.45;1.21;28.98;111.93;2.07;35.93;32.69;0.68;21.39;2.6;10.58;156.21;112.68;25.53;15.92;2.53;1.08;1.33;0.42;24.56;138.29
445;1996 april;1.68;132.34;5.44;1.24;28.98;111.82;2.09;35.59;32.95;0.7;21.76;2.63;10.75;156.75;114.73;25.54;15.9;2.55;1.09;1.34;0.4;25.05;138.04
446;1996 mei;1.71;136.68;5.44;1.25;28.97;111.81;2.11;36.0;33.04;0.7;22.16;2.68;11.0;161.33;117.59;25.55;15.89;2.6;1.09;1.34;0.39;25.21;136.68
447;1996 juni;1.71;135.38;5.45;1.25;29.05;112.02;2.12;36.64;33.05;0.71;22.1;2.71;11.09;157.16;115.9;25.56;15.92;2.64;1.09;1.33;0.39;25.61;136.14
448;1996 juli;1.69;133.25;5.45;1.23;29.11;112.23;2.12;36.8;33.14;0.71;21.82;2.71;11.06;154.51;116.4;25.57;15.95;2.62;1.09;1.33;0.38;25.41;136.91
449;1996 augustus;1.66;130.25;5.44;1.21;29.02;112.17;2.11;37.14;32.85;0.7;21.5;2.68;10.97;154.18;114.57;25.58;15.94;2.58;1.09;1.32;0.37;25.12;138.26
450;1996 september;1.69;133.9;5.44;1.23;29.11;112.11;2.13;37.2;32.92;0.71;21.84;2.72;11.11;153.67;117.64;25.59;15.93;2.63;1.1;1.33;0.38;25.43;137.07
451;1996 oktober;1.71;135.74;5.45;1.27;29.26;112.18;2.15;37.51;33.18;0.71;22.17;2.76;11.24;152.59;120.17;25.6;15.95;2.72;1.11;1.33;0.37;25.97;136.25
452;1996 november;1.7;135.1;5.44;1.27;29.2;112.16;2.15;37.25;33.14;0.71;21.93;2.82;11.21;151.05;120.42;25.61;15.94;2.82;1.11;1.33;0.36;25.59;133.06
453;1996 december;1.74;138.84;5.44;1.28;29.32;112.21;2.16;37.55;33.21;0.71;22.51;2.89;11.39;153.08;122.72;25.62;15.95;2.89;1.11;1.33;0.37;25.53;131.32
454;1996;1.69;131.95;5.44;1.24;29.07;112.05;2.11;36.72;32.95;0.7;21.79;2.7;10.93;155.04;115.95;25.63;15.93;2.63;1.09;1.33;0.39;25.14;136.56
455;1997 januari;1.8;140.02;5.45;1.33;29.44;112.3;2.18;37.79;33.27;0.72;23.27;2.94;11.49;152.84;126.29;27.92;15.96;2.99;1.12;1.34;0.39;25.52;129.5
456;1997 februari;1.88;144.48;5.44;1.39;29.45;112.33;2.18;37.79;33.27;0.72;24.29;2.99;11.37;153.06;130.02;28.36;15.96;3.06;1.12;1.33;0.42;25.41;129.43
457;1997 maart;1.91;150.53;5.45;1.39;29.5;112.53;2.18;37.66;33.36;0.72;24.65;2.99;11.27;155.78;133.32;28.03;15.99;3.07;1.12;1.33;0.43;24.93;130.33
458;1997 april;1.92;149.8;5.45;1.38;29.52;112.46;2.19;37.51;33.39;0.71;24.82;2.99;11.36;153.21;133.15;27.58;15.98;3.13;1.12;1.33;0.43;25.06;131.6
459;1997 mei;1.92;148.41;5.45;1.39;29.53;112.47;2.19;37.29;33.35;0.71;24.75;2.9;11.38;161.2;132.56;27.11;15.98;3.13;1.12;1.33;0.43;24.95;133.86
460;1997 juni;1.94;146.51;5.45;1.4;29.55;112.51;2.2;37.55;33.33;0.71;25.09;2.93;11.47;170.06;133.6;26.92;15.99;3.2;1.11;1.33;0.43;25.08;134.74
461;1997 juli;2.02;149.68;5.45;1.47;29.56;112.6;2.22;37.99;33.37;0.72;26.04;3.02;11.57;175.18;133.48;27.1;16.0;3.37;1.12;1.33;0.44;25.82;136.21
462;1997 augustus;2.07;153.69;5.45;1.49;29.57;112.63;2.22;37.67;33.42;0.72;26.78;3.01;11.53;175.87;133.16;27.19;16.01;3.32;1.11;1.33;0.44;25.91;137.0
463;1997 september;2.02;145.91;5.46;1.45;29.58;112.63;2.21;37.62;33.5;0.71;26.02;2.98;11.54;166.94;128.2;27.54;16.0;3.22;1.11;1.33;0.43;26.16;136.86
464;1997 oktober;1.98;142.74;5.46;1.43;29.59;112.67;2.21;37.59;33.58;0.72;25.58;2.91;11.5;163.61;125.89;27.97;16.01;3.23;1.11;1.33;0.42;26.14;136.36
465;1997 november;1.95;135.63;5.46;1.38;29.61;112.71;2.23;37.59;33.66;0.72;25.26;2.93;11.5;156.01;121.85;27.66;16.01;3.3;1.1;1.33;0.4;25.81;138.78
466;1997 december;2.0;132.85;5.46;1.4;29.59;112.69;2.23;37.29;33.66;0.72;25.85;2.92;11.5;154.69;118.65;27.62;16.02;3.33;1.1;1.33;0.41;25.73;139.32
467;1997;1.95;145.05;5.45;1.41;29.54;112.54;2.2;37.6;33.43;0.71;25.21;2.96;11.46;161.78;129.2;27.58;15.99;3.2;1.11;1.33;0.42;25.56;134.54
468;1998 januari;2.05;134.51;5.46;1.42;29.59;112.69;2.23;37.23;33.65;0.71;26.44;2.83;11.45;158.15;118.72;27.3;16.02;3.35;1.1;1.33;0.41;25.54;138.8
469;1998 februari;2.05;137.91;5.46;1.43;29.58;112.71;2.23;37.16;33.63;0.71;26.42;2.81;11.42;162.76;119.28;27.05;16.02;3.35;1.1;1.33;0.41;25.31;139.76
470;1998 maart;2.06;137.88;5.46;1.45;29.57;112.71;2.24;37.14;33.62;0.67;26.57;2.82;11.45;159.59;117.97;27.15;16.02;3.42;1.1;1.33;0.41;25.84;138.32
471;1998 april;2.04;133.39;5.46;1.43;29.53;112.61;2.23;37.1;33.59;0.65;26.38;2.84;11.4;154.73;113.15;27.12;16.01;3.42;1.1;1.33;0.41;26.12;135.71
472;1998 mei;2.0;126.19;5.46;1.39;29.57;112.69;2.22;37.08;33.6;0.65;25.82;2.84;11.43;148.38;107.78;26.86;16.01;3.28;1.1;1.33;0.39;25.99;135.27
473;1998 juni;2.02;121.96;5.46;1.38;29.59;112.72;2.23;37.09;33.62;0.66;26.07;2.84;11.44;144.15;103.42;26.66;16.02;3.34;1.1;1.33;0.38;25.53;135.19
474;1998 juli;2.03;125.3;5.47;1.37;29.58;112.74;2.23;37.09;33.63;0.68;26.16;2.84;11.43;144.16;105.14;26.59;16.02;3.33;1.1;1.33;0.32;25.37;133.91
475;1998 augustus;2.02;118.96;5.47;1.32;29.61;112.77;2.22;37.08;33.64;0.67;26.03;2.83;11.43;139.4;101.17;26.12;16.03;3.29;1.1;1.33;0.32;24.8;134.94
476;1998 september;1.92;112.92;5.47;1.26;29.62;112.8;2.22;37.06;33.64;0.66;24.78;2.82;11.42;142.69;96.83;25.34;16.03;3.23;1.1;1.33;0.31;24.29;136.97
477;1998 oktober;1.85;114.27;5.47;1.2;29.66;112.77;2.22;37.06;33.63;0.66;23.85;2.81;11.4;153.46;96.65;24.85;16.03;3.13;1.1;1.33;0.32;23.56;138.27
478;1998 november;1.9;120.44;5.47;1.23;29.66;112.75;2.22;37.08;33.63;0.67;24.49;2.8;11.39;157.63;101.29;25.46;16.03;3.15;1.1;1.33;0.34;23.72;136.97
479;1998 december;1.88;116.54;5.46;1.22;29.62;112.7;2.21;37.07;33.61;0.67;24.29;2.8;11.38;160.38;98.33;24.75;16.02;3.14;1.1;1.32;0.32;23.34;138.42
480;1998;1.98;124.86;5.46;1.34;29.6;112.72;2.22;37.1;33.62;0.67;25.6;2.82;11.42;152.01;106.49;26.26;16.02;3.29;1.1;1.33;0.36;24.94;136.87
481;1999 januari;1.9;119.88;5.46;1.26;29.62;112.67;2.2;37.06;33.6;0.68;24.28;2.8;11.38;167.79;102.1;25.47;16.02;3.13;1.1;1.32;0.33;24.26;137.27
482;1999 februari;1.96;125.83;5.46;1.32;29.64;112.67;2.2;37.06;33.6;0.68;26.0;2.8;11.38;168.56;106.88;25.48;16.02;3.2;1.1;1.32;0.32;24.75;137.91
483;1999 maart;2.03;127.71;5.46;1.34;29.64;112.67;2.2;37.06;33.6;0.68;26.04;2.8;11.38;169.29;107.76;25.92;16.02;3.28;1.1;1.32;0.33;24.66;138.13
484;1999 april;2.05;132.16;5.46;1.39;29.64;112.67;2.2;37.06;33.6;0.68;26.55;2.8;11.38;172.18;111.82;26.49;16.02;3.31;1.1;1.32;0.33;24.77;137.6
485;1999 mei;2.07;137.29;5.46;1.41;29.64;112.67;2.2;37.06;33.6;0.68;26.75;2.8;11.38;169.4;114.48;26.75;16.02;3.35;1.1;1.32;0.33;24.57;137.51
486;1999 juni;2.12;141.28;5.46;1.48;29.64;112.67;2.2;37.06;33.6;0.68;27.55;2.8;11.38;177.55;113.58;27.26;16.02;3.39;1.1;1.32;0.35;25.28;137.36
487;1999 juli;2.14;139.98;5.46;1.43;29.62;112.67;2.2;37.06;33.6;0.68;27.44;2.8;11.38;178.08;112.1;26.95;16.02;3.35;1.1;1.32;0.35;25.21;137.38
488;1999 augustus;2.07;133.96;5.46;1.39;29.62;112.67;2.2;37.06;33.6;0.68;26.75;2.8;11.38;183.57;109.33;26.66;16.02;3.33;1.1;1.32;0.33;25.19;137.71
489;1999 september;2.09;136.19;5.46;1.41;29.64;112.67;2.2;37.06;33.6;0.68;27.02;2.8;11.38;196.26;109.7;26.8;16.02;3.42;1.1;1.32;0.35;25.59;137.6
490;1999 oktober;2.05;134.27;5.46;1.39;29.64;112.67;2.2;37.06;33.6;0.66;26.49;2.8;11.38;194.17;105.98;26.6;16.02;3.42;1.1;1.32;0.33;25.25;138.24
491;1999 november;2.14;136.23;5.46;1.45;29.64;112.67;2.2;37.06;33.6;0.66;27.41;2.8;11.38;203.67;109.24;26.91;16.02;3.46;1.1;1.32;0.35;25.52;137.29
492;1999 december;2.18;139.56;5.46;1.48;29.62;112.67;2.2;37.06;33.6;0.67;28.05;2.8;11.38;212.64;110.85;27.22;16.02;3.53;1.1;1.32;0.35;25.67;137.64
493;1999;2.07;133.66;5.46;1.39;29.64;112.67;2.2;37.06;33.6;0.68;26.55;2.8;11.38;183.04;109.44;26.53;16.02;3.35;1.1;1.32;0.33;25.06;137.71
494;2000 januari;2.17;142.93;5.46;1.5;29.6;112.67;2.2;37.06;33.6;0.67;27.99;2.8;11.38;206.91;111.77;27.15;16.02;3.56;1.1;1.32;0.36;25.64;136.86
495;2000 februari;2.24;141.31;5.46;1.54;29.6;112.67;2.2;37.06;33.6;0.66;28.81;2.8;11.38;204.81;109.89;27.21;16.02;3.59;1.1;1.32;0.35;25.89;137.15
496;2000 maart;2.29;141.08;5.46;1.57;29.59;112.67;2.2;37.06;33.6;0.66;29.37;2.8;11.38;214.89;112.03;27.17;16.01;3.61;1.1;1.32;0.35;26.27;137.37
497;2000 april;2.33;138.81;5.46;1.59;29.58;112.67;2.2;37.06;33.6;0.66;29.87;2.8;11.38;220.59;115.41;27.02;16.01;3.69;1.1;1.32;0.35;26.66;140.01
498;2000 mei;2.43;140.45;5.46;1.63;29.55;112.67;2.2;37.06;33.6;0.65;31.17;2.8;11.38;224.75;114.16;26.91;16.01;3.67;1.1;1.32;0.35;26.76;141.56
499;2000 juni;2.32;138.23;5.46;1.57;29.54;112.67;2.2;37.06;33.6;0.65;29.75;2.8;11.38;218.72;109.28;26.74;16.01;3.5;1.1;1.32;0.34;26.5;141.23
500;2000 juli;2.35;137.97;5.46;1.59;29.54;112.67;2.2;37.06;33.6;0.65;30.07;2.8;11.38;217.37;108.06;26.95;16.01;3.54;1.1;1.32;0.34;26.21;142.13
501;2000 augustus;2.44;141.59;5.46;1.64;29.55;112.67;2.2;37.06;33.6;0.65;31.24;2.8;11.38;225.24;108.72;27.23;16.01;3.63;1.1;1.32;0.35;26.27;142.0
502;2000 september;2.53;140.36;5.46;1.71;29.54;112.67;2.2;37.06;33.6;0.65;32.89;2.8;11.38;235.79;105.44;27.44;16.01;3.61;1.1;1.32;0.35;26.2;144.03
503;2000 oktober;2.58;136.37;5.46;1.7;29.59;112.67;2.2;37.06;33.6;0.65;33.04;2.8;11.38;237.53;103.21;27.54;16.01;3.74;1.1;1.32;0.34;25.89;145.65
504;2000 november;2.57;134.49;5.46;1.67;29.55;112.67;2.2;37.06;33.6;0.65;32.99;2.8;11.38;236.42;102.82;27.56;16.01;3.67;1.1;1.32;0.33;25.54;144.9
505;2000 december;2.46;134.23;5.46;1.61;29.55;112.67;2.2;37.06;33.6;0.65;31.49;2.8;11.38;219.02;105.41;27.09;16.01;3.59;1.1;1.32;0.32;25.44;145.59
506;2000;2.39;138.76;5.46;1.61;29.55;112.67;2.2;37.06;33.6;0.65;30.68;2.8;11.38;221.88;108.85;27.17;16.01;3.62;1.1;1.32;0.35;26.11;145.54
507;2001 januari;2.35;130.46;5.46;1.56;29.52;112.67;2.2;37.06;33.6;0.65;30.11;2.8;11.38;201.12;104.42;26.76;16.01;3.47;1.1;1.32;0.3;24.74;144.12
508;2001 februari;2.39;127.85;5.46;1.57;29.53;112.67;2.2;37.06;33.6;0.65;30.65;2.8;11.38;205.8;104.01;26.83;16.01;3.48;1.1;1.32;0.31;24.55;143.49
509;2001 maart;2.42;121.93;5.46;1.55;29.52;112.67;2.2;37.06;33.6;0.65;31.05;2.8;11.38;199.66;101.38;27.0;16.01;3.5;1.1;1.32;0.31;24.15;143.49
510;2001 april;2.47;123.37;5.46;1.58;29.53;112.67;2.2;37.06;33.6;0.65;31.67;2.8;11.38;199.62;100.18;27.15;16.01;3.55;1.1;1.32;0.31;24.18;144.2
511;2001 mei;2.52;130.85;5.46;1.63;29.53;112.67;2.2;37.06;33.6;0.65;32.3;2.8;11.38;206.66;106.14;27.56;16.01;3.59;1.1;1.32;0.32;24.32;143.7
512;2001 juni;2.58;133.9;5.46;1.69;29.57;112.67;2.2;37.06;33.6;0.65;33.12;2.8;11.38;211.05;107.05;27.78;16.01;3.62;1.1;1.32;0.32;23.93;144.74
513;2001 juli;2.56;130.63;5.46;1.68;29.6;112.67;2.2;37.06;33.6;0.65;32.85;2.8;11.38;205.73;104.62;27.65;16.01;3.62;1.1;1.32;0.31;23.78;145.51
514;2001 augustus;2.45;128.35;5.46;1.59;29.6;112.67;2.2;37.06;33.6;0.65;31.38;2.8;11.38;201.55;105.46;27.36;16.01;3.52;1.1;1.32;0.29;23.67;145.52
515;2001 september;2.42;122.2;5.46;1.55;29.61;112.67;2.2;37.06;33.6;6.5;31.23;2.8;11.38;203.64;101.21;27.55;16.01;3.54;1.1;1.32;0.28;22.78;147.78
516;2001 oktober;2.43;122.73;5.46;1.55;29.63;112.67;2.2;37.06;33.6;0.65;31.19;2.8;11.38;200.6;100.8;27.56;16.01;3.53;1.1;1.32;0.26;22.99;148.98
517;2001 november;2.48;128.08;5.46;1.56;29.6;112.67;2.2;37.06;33.6;0.65;31.79;2.8;11.38;202.66;103.18;27.8;16.01;3.57;1.1;1.32;0.25;23.4;150.32
518;2001 december;2.47;127.03;5.46;1.57;29.61;112.67;2.2;37.06;33.6;0.65;31.66;2.8;11.38;194.36;102.71;27.58;16.01;3.56;1.1;1.32;0.22;23.37;149.4
519;2001;2.46;127.28;5.46;1.59;29.57;112.67;2.2;37.06;33.6;0.65;31.58;2.8;11.38;202.7;103.43;27.38;16.01;3.55;1.1;1.32;0.29;23.82;145.94
