ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
525;Total male and female;Total;Angolan;1998;1679.0
526;Total male and female;Total;Angolan;1999;1609.0
527;Total male and female;Total;Angolan;2000;1184.0
528;Total male and female;Total;Angolan;2001;982.0
529;Total male and female;Total;Angolan;2002;946.0
530;Total male and female;Total;Angolan;2003;1009.0
531;Total male and female;Total;Angolan;2004;993.0
532;Total male and female;Total;Angolan;2005;930.0
533;Total male and female;Total;Angolan;2006;834.0
534;Total male and female;Total;Angolan;2007;746.0
535;Total male and female;Total;Angolan;2008;701.0
536;Total male and female;Total;Angolan;2009;680.0
537;Total male and female;Total;Angolan;2010;711.0
538;Total male and female;Total;Angolan;2011;753.0
539;Total male and female;Total;Angolan;2012;751.0
540;Total male and female;Total;Angolan;2013;815.0
541;Total male and female;Total;Angolan;2014;802.0
542;Total male and female;Total;Angolan;2015;756.0
543;Total male and female;Total;Angolan;2016;768.0
544;Total male and female;Total;Angolan;2017;729.0
545;Total male and female;Total;Angolan;2018;763.0
546;Total male and female;Total;Angolan;2019;787.0
547;Total male and female;Total;Angolan;2020;824.0
548;Total male and female;Total;Angolan;2021;796.0
549;Total male and female;Total;Angolan;2022;773.0
550;Total male and female;Total;Angolan;2023;737.0
551;Total male and female;Total;Antiguan and Bermudan;1995;0.0
552;Total male and female;Total;Antiguan and Bermudan;1996;1.0
553;Total male and female;Total;Antiguan and Bermudan;1997;0.0
554;Total male and female;Total;Antiguan and Bermudan;1998;0.0
555;Total male and female;Total;Antiguan and Bermudan;1999;0.0
556;Total male and female;Total;Antiguan and Bermudan;2000;1.0
557;Total male and female;Total;Antiguan and Bermudan;2001;1.0
558;Total male and female;Total;Antiguan and Bermudan;2002;1.0
559;Total male and female;Total;Antiguan and Bermudan;2003;1.0
560;Total male and female;Total;Antiguan and Bermudan;2004;1.0
561;Total male and female;Total;Antiguan and Bermudan;2005;1.0
562;Total male and female;Total;Antiguan and Bermudan;2006;1.0
563;Total male and female;Total;Antiguan and Bermudan;2007;0.0
564;Total male and female;Total;Antiguan and Bermudan;2008;0.0
565;Total male and female;Total;Antiguan and Bermudan;2009;1.0
566;Total male and female;Total;Antiguan and Bermudan;2010;0.0
567;Total male and female;Total;Antiguan and Bermudan;2011;0.0
568;Total male and female;Total;Antiguan and Bermudan;2012;0.0
569;Total male and female;Total;Antiguan and Bermudan;2013;0.0
570;Total male and female;Total;Antiguan and Bermudan;2014;0.0
571;Total male and female;Total;Antiguan and Bermudan;2015;1.0
572;Total male and female;Total;Antiguan and Bermudan;2016;2.0
573;Total male and female;Total;Antiguan and Bermudan;2017;2.0
574;Total male and female;Total;Antiguan and Bermudan;2018;2.0
575;Total male and female;Total;Antiguan and Bermudan;2019;4.0
576;Total male and female;Total;Antiguan and Bermudan;2020;5.0
577;Total male and female;Total;Antiguan and Bermudan;2021;6.0
578;Total male and female;Total;Antiguan and Bermudan;2022;6.0
579;Total male and female;Total;Antiguan and Bermudan;2023;8.0
580;Total male and female;Total;Argentinian;1995;465.0
581;Total male and female;Total;Argentinian;1996;424.0
582;Total male and female;Total;Argentinian;1997;389.0
583;Total male and female;Total;Argentinian;1998;391.0
584;Total male and female;Total;Argentinian;1999;368.0
585;Total male and female;Total;Argentinian;2000;338.0
586;Total male and female;Total;Argentinian;2001;363.0
587;Total male and female;Total;Argentinian;2002;421.0
588;Total male and female;Total;Argentinian;2003;514.0
589;Total male and female;Total;Argentinian;2004;587.0
590;Total male and female;Total;Argentinian;2005;620.0
591;Total male and female;Total;Argentinian;2006;598.0
592;Total male and female;Total;Argentinian;2007;571.0
593;Total male and female;Total;Argentinian;2008;538.0
594;Total male and female;Total;Argentinian;2009;546.0
595;Total male and female;Total;Argentinian;2010;574.0
596;Total male and female;Total;Argentinian;2011;572.0
597;Total male and female;Total;Argentinian;2012;569.0
598;Total male and female;Total;Argentinian;2013;569.0
599;Total male and female;Total;Argentinian;2014;609.0
600;Total male and female;Total;Argentinian;2015;643.0
601;Total male and female;Total;Argentinian;2016;661.0
602;Total male and female;Total;Argentinian;2017;727.0
603;Total male and female;Total;Argentinian;2018;803.0
604;Total male and female;Total;Argentinian;2019;947.0
605;Total male and female;Total;Argentinian;2020;1152.0
606;Total male and female;Total;Argentinian;2021;1171.0
607;Total male and female;Total;Argentinian;2022;1356.0
608;Total male and female;Total;Argentinian;2023;1608.0
609;Total male and female;Total;Armenian;1995;395.0
610;Total male and female;Total;Armenian;1996;633.0
611;Total male and female;Total;Armenian;1997;661.0
612;Total male and female;Total;Armenian;1998;699.0
613;Total male and female;Total;Armenian;1999;622.0
614;Total male and female;Total;Armenian;2000;387.0
615;Total male and female;Total;Armenian;2001;357.0
616;Total male and female;Total;Armenian;2002;364.0
617;Total male and female;Total;Armenian;2003;374.0
618;Total male and female;Total;Armenian;2004;395.0
619;Total male and female;Total;Armenian;2005;416.0
620;Total male and female;Total;Armenian;2006;416.0
621;Total male and female;Total;Armenian;2007;424.0
622;Total male and female;Total;Armenian;2008;432.0
623;Total male and female;Total;Armenian;2009;512.0
624;Total male and female;Total;Armenian;2010;632.0
625;Total male and female;Total;Armenian;2011;705.0
626;Total male and female;Total;Armenian;2012;779.0
627;Total male and female;Total;Armenian;2013;894.0
628;Total male and female;Total;Armenian;2014;968.0
629;Total male and female;Total;Armenian;2015;1038.0
630;Total male and female;Total;Armenian;2016;1079.0
631;Total male and female;Total;Armenian;2017;1136.0
632;Total male and female;Total;Armenian;2018;1175.0
633;Total male and female;Total;Armenian;2019;1232.0
634;Total male and female;Total;Armenian;2020;1357.0
635;Total male and female;Total;Armenian;2021;1351.0
636;Total male and female;Total;Armenian;2022;1327.0
637;Total male and female;Total;Armenian;2023;1439.0
638;Total male and female;Total;Australian;1995;2038.0
639;Total male and female;Total;Australian;1996;2013.0
640;Total male and female;Total;Australian;1997;1970.0
641;Total male and female;Total;Australian;1998;2031.0
642;Total male and female;Total;Australian;1999;2244.0
643;Total male and female;Total;Australian;2000;2522.0
644;Total male and female;Total;Australian;2001;2802.0
645;Total male and female;Total;Australian;2002;3201.0
646;Total male and female;Total;Australian;2003;3352.0
647;Total male and female;Total;Australian;2004;3383.0
648;Total male and female;Total;Australian;2005;3333.0
649;Total male and female;Total;Australian;2006;3213.0
650;Total male and female;Total;Australian;2007;3179.0
651;Total male and female;Total;Australian;2008;3097.0
652;Total male and female;Total;Australian;2009;3090.0
653;Total male and female;Total;Australian;2010;2982.0
654;Total male and female;Total;Australian;2011;3030.0
655;Total male and female;Total;Australian;2012;3009.0
656;Total male and female;Total;Australian;2013;2943.0
657;Total male and female;Total;Australian;2014;2933.0
658;Total male and female;Total;Australian;2015;3034.0
659;Total male and female;Total;Australian;2016;3289.0
660;Total male and female;Total;Australian;2017;3532.0
661;Total male and female;Total;Australian;2018;3720.0
662;Total male and female;Total;Australian;2019;3931.0
663;Total male and female;Total;Australian;2020;4148.0
664;Total male and female;Total;Australian;2021;3709.0
665;Total male and female;Total;Australian;2022;3584.0
666;Total male and female;Total;Australian;2023;3900.0
667;Total male and female;Total;Austrian;1995;2992.0
668;Total male and female;Total;Austrian;1996;2999.0
669;Total male and female;Total;Austrian;1997;3035.0
670;Total male and female;Total;Austrian;1998;3125.0
671;Total male and female;Total;Austrian;1999;3268.0
672;Total male and female;Total;Austrian;2000;3330.0
673;Total male and female;Total;Austrian;2001;3366.0
674;Total male and female;Total;Austrian;2002;3454.0
675;Total male and female;Total;Austrian;2003;3543.0
676;Total male and female;Total;Austrian;2004;3593.0
677;Total male and female;Total;Austrian;2005;3558.0
678;Total male and female;Total;Austrian;2006;3540.0
679;Total male and female;Total;Austrian;2007;3604.0
680;Total male and female;Total;Austrian;2008;3629.0
681;Total male and female;Total;Austrian;2009;3752.0
682;Total male and female;Total;Austrian;2010;3784.0
683;Total male and female;Total;Austrian;2011;3888.0
684;Total male and female;Total;Austrian;2012;3971.0
685;Total male and female;Total;Austrian;2013;3993.0
686;Total male and female;Total;Austrian;2014;3988.0
687;Total male and female;Total;Austrian;2015;4071.0
688;Total male and female;Total;Austrian;2016;4141.0
689;Total male and female;Total;Austrian;2017;4277.0
690;Total male and female;Total;Austrian;2018;4457.0
691;Total male and female;Total;Austrian;2019;4671.0
692;Total male and female;Total;Austrian;2020;4886.0
693;Total male and female;Total;Austrian;2021;4917.0
694;Total male and female;Total;Austrian;2022;5191.0
695;Total male and female;Total;Austrian;2023;5400.0
696;Total male and female;Total;Azerbaijani;1995;34.0
697;Total male and female;Total;Azerbaijani;1996;108.0
698;Total male and female;Total;Azerbaijani;1997;131.0
699;Total male and female;Total;Azerbaijani;1998;154.0
700;Total male and female;Total;Azerbaijani;1999;178.0
701;Total male and female;Total;Azerbaijani;2000;181.0
702;Total male and female;Total;Azerbaijani;2001;180.0
703;Total male and female;Total;Azerbaijani;2002;223.0
704;Total male and female;Total;Azerbaijani;2003;243.0
705;Total male and female;Total;Azerbaijani;2004;287.0
706;Total male and female;Total;Azerbaijani;2005;278.0
707;Total male and female;Total;Azerbaijani;2006;272.0
708;Total male and female;Total;Azerbaijani;2007;279.0
709;Total male and female;Total;Azerbaijani;2008;258.0
710;Total male and female;Total;Azerbaijani;2009;267.0
711;Total male and female;Total;Azerbaijani;2010;279.0
712;Total male and female;Total;Azerbaijani;2011;315.0
713;Total male and female;Total;Azerbaijani;2012;346.0
714;Total male and female;Total;Azerbaijani;2013;391.0
715;Total male and female;Total;Azerbaijani;2014;431.0
716;Total male and female;Total;Azerbaijani;2015;499.0
717;Total male and female;Total;Azerbaijani;2016;553.0
718;Total male and female;Total;Azerbaijani;2017;623.0
719;Total male and female;Total;Azerbaijani;2018;706.0
720;Total male and female;Total;Azerbaijani;2019;788.0
721;Total male and female;Total;Azerbaijani;2020;985.0
722;Total male and female;Total;Azerbaijani;2021;1035.0
723;Total male and female;Total;Azerbaijani;2022;1231.0
724;Total male and female;Total;Azerbaijani;2023;1560.0
725;Total male and female;Total;Bahamian;1995;13.0
726;Total male and female;Total;Bahamian;1996;11.0
727;Total male and female;Total;Bahamian;1997;7.0
728;Total male and female;Total;Bahamian;1998;11.0
729;Total male and female;Total;Bahamian;1999;12.0
730;Total male and female;Total;Bahamian;2000;7.0
731;Total male and female;Total;Bahamian;2001;7.0
732;Total male and female;Total;Bahamian;2002;11.0
733;Total male and female;Total;Bahamian;2003;7.0
734;Total male and female;Total;Bahamian;2004;10.0
735;Total male and female;Total;Bahamian;2005;12.0
736;Total male and female;Total;Bahamian;2006;10.0
737;Total male and female;Total;Bahamian;2007;10.0
738;Total male and female;Total;Bahamian;2008;11.0
739;Total male and female;Total;Bahamian;2009;9.0
740;Total male and female;Total;Bahamian;2010;8.0
741;Total male and female;Total;Bahamian;2011;5.0
742;Total male and female;Total;Bahamian;2012;6.0
743;Total male and female;Total;Bahamian;2013;5.0
744;Total male and female;Total;Bahamian;2014;8.0
745;Total male and female;Total;Bahamian;2015;10.0
746;Total male and female;Total;Bahamian;2016;10.0
747;Total male and female;Total;Bahamian;2017;10.0
748;Total male and female;Total;Bahamian;2018;11.0
