ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;TotaalBevolkingsgroep_1;k_0Tot5_2;k_5Tot15_3;k_15Tot50_4;MeerDan50_5;Eenpersoonshuishouden_6;PaarZonderKinderen_7;PaarMetKinderen_8;Eenouderhuishouden_9;InstitutioneelHuishouden_10;OverigeTypenHuishouden_11;OnbekendTypeHuishouden_12;HeeftGeenWerk_13;HeeftWelWerk_14;HeeftGeenUitkering_15;HeeftWelUitkering_16;TotaalBevolkingsgroep_17;k_0Tot5_18;k_5Tot15_19;k_15Tot50_20;MeerDan50_21;Eenpersoonshuishouden_22;PaarZonderKinderen_23;PaarMetKinderen_24;Eenouderhuishouden_25;InstitutioneelHuishouden_26;OverigeTypenHuishouden_27;OnbekendTypeHuishouden_28;HeeftGeenWerk_29;HeeftWelWerk_30;HeeftGeenUitkering_31;HeeftWelUitkering_32
5598;Nederlandse Antillen en Aruba;12 tot 25 jaar;Totaal mannen en vrouwen;2005;8.9;5.1;7.7;9.8;11.7;8.0;6.0;5.5;11.7;23.9;9.9;12.2;10.2;6.1;8.2;16.6;9.0;4.9;7.8;10.0;11.8;8.2;6.2;5.3;11.7;24.6;10.2;12.1;10.1;6.2;8.3;16.7
5599;Nederlandse Antillen en Aruba;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;8.6;;;;;;;;;;;;;;;;8.6;;;;;;;;;;;;;;;
5600;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;1999;11.3;6.0;9.2;13.8;18.2;14.1;8.2;5.7;13.6;27.4;12.7;13.7;12.8;8.8;9.7;25.5;11.2;5.9;9.2;13.8;18.0;14.2;8.2;5.7;13.5;27.6;12.7;13.5;12.6;8.8;9.7;25.4
5601;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2000;10.4;6.1;8.4;12.7;14.8;12.8;9.0;5.3;12.7;24.7;11.0;12.1;11.5;8.8;9.2;23.8;10.3;6.0;8.3;12.6;14.6;12.9;9.0;5.2;12.5;24.7;11.1;11.9;11.2;8.8;9.1;23.6
5602;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2001;10.9;5.7;9.0;12.8;15.7;12.8;8.8;6.3;13.1;24.3;10.9;14.1;12.3;8.7;9.9;22.1;10.7;5.5;8.9;12.7;15.6;12.8;8.9;6.1;13.0;25.0;10.9;13.7;12.0;8.7;9.9;21.8
5603;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2002;12.1;7.1;10.3;14.0;15.8;14.5;8.5;6.8;14.7;22.2;12.5;17.7;13.6;9.5;11.2;24.6;11.9;6.8;10.2;13.8;15.5;14.5;8.7;6.6;14.5;22.7;12.8;17.5;13.2;9.6;11.1;24.3
5604;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2003;12.0;6.8;9.9;14.0;15.7;12.9;11.0;7.2;14.6;23.9;13.7;16.8;13.3;9.4;11.0;24.0;11.8;6.6;9.8;13.8;15.5;13.0;11.0;7.0;14.3;24.0;14.0;16.2;12.9;9.5;10.9;23.8
5605;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2004;13.0;6.9;10.7;15.0;18.2;13.8;10.5;7.5;16.9;30.7;14.7;13.8;14.5;9.8;12.0;24.9;12.9;6.6;10.5;14.9;18.1;13.9;10.6;7.2;16.7;31.2;14.9;13.5;14.2;9.8;11.9;24.8
5606;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2005;13.9;8.2;12.4;15.4;17.5;13.5;10.4;8.5;17.8;30.7;16.9;18.9;15.6;10.1;12.9;25.1;13.8;7.8;12.3;15.4;17.5;13.6;10.6;8.2;17.8;31.1;16.9;18.4;15.3;10.1;12.9;25.0
5607;Nederlandse Antillen en Aruba;12 tot 25 jaar;Mannen;2006*;13.2;;;;;;;;;;;;;;;;13.1;;;;;;;;;;;;;;;
5608;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;1999;3.5;1.4;2.2;4.7;7.0;3.9;1.6;1.4;5.2;;4.1;5.4;4.2;2.3;2.6;9.9;3.5;1.4;2.2;4.7;6.9;4.0;;1.3;5.1;;4.1;5.2;4.1;2.2;2.6;9.9
5609;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2000;2.9;1.4;2.0;3.7;4.9;3.0;2.0;1.1;4.4;;3.6;2.2;3.3;2.2;2.1;8.2;2.9;1.3;2.0;3.6;4.7;3.0;2.0;1.1;4.2;;3.7;;3.2;2.2;2.1;8.2
5610;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2001;3.6;1.8;2.4;4.4;6.0;3.5;1.9;1.2;5.8;6.9;3.5;3.9;4.3;2.5;2.7;10.0;3.6;1.8;2.4;4.3;5.8;3.5;1.9;1.2;5.6;;3.6;4.0;4.1;2.5;2.7;9.9
5611;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2002;3.6;1.8;2.5;4.4;5.1;3.2;2.1;1.5;5.6;10.6;3.5;2.7;4.2;2.4;2.8;9.7;3.5;1.7;2.5;4.4;5.0;3.2;2.1;1.5;5.4;;3.6;;4.1;2.5;2.8;9.7
5612;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2003;3.6;1.7;2.8;4.2;5.6;3.0;2.4;2.1;5.5;7.9;2.2;3.7;4.5;1.9;2.9;9.6;3.6;1.6;2.7;4.1;5.4;3.0;2.5;2.0;5.2;;;;4.3;1.9;2.9;9.5
5613;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2004;3.6;1.4;3.0;4.1;5.3;2.9;2.1;1.9;5.2;12.0;3.9;5.6;4.4;1.9;2.9;10.0;3.6;1.4;2.9;4.0;5.2;2.9;2.1;1.9;5.0;;4.0;5.5;4.2;1.9;2.9;9.9
5614;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2005;3.9;1.7;2.8;4.5;5.9;2.4;2.2;2.1;6.1;10.9;2.9;5.1;4.7;2.0;3.3;9.4;3.9;1.6;2.9;4.5;6.0;2.5;2.3;2.1;6.0;11.5;3.2;5.4;4.7;2.1;3.4;9.3
5615;Nederlandse Antillen en Aruba;12 tot 25 jaar;Vrouwen;2006*;3.9;;;;;;;;;;;;;;;;3.9;;;;;;;;;;;;;;;
5616;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5617;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5618;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2001;3.7;;;;;;;;;;;;;;3.8;;3.9;;;;;;;;;;;;;;4.0;
5619;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2002;4.0;;;;;;;;;;;;3.3;;4.1;;3.9;;;;;;;;;;;;;;4.0;
5620;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2003;2.7;;;;;;;;;;;;2.7;;2.7;;2.6;;;;;;;;;;;;;;2.7;
5621;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2004;2.5;;;;;;;;;;;;2.4;;2.5;;2.5;;;;;;;;;;;;;;2.5;
5622;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2005;3.2;;;;;;;;;;;;2.8;;3.1;;3.2;;;;;;;;;;;;2.8;;3.1;
5623;Nigeria;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;3.0;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
5624;Nigeria;12 tot 18 jaar;Mannen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5625;Nigeria;12 tot 18 jaar;Mannen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5626;Nigeria;12 tot 18 jaar;Mannen;2001;;;;;;;;;;;;;;;;;6.3;;;;;;;;;;;;;;6.6;
5627;Nigeria;12 tot 18 jaar;Mannen;2002;6.0;;;;;;;;;;;;;;6.3;;6.0;;;;;;;;;;;;;;6.2;
5628;Nigeria;12 tot 18 jaar;Mannen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5629;Nigeria;12 tot 18 jaar;Mannen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5630;Nigeria;12 tot 18 jaar;Mannen;2005;4.3;;;;;;;;;;;;3.6;;4.1;;;;;;;;;;;;;;;;;
5631;Nigeria;12 tot 18 jaar;Mannen;2006*;4.2;;;;;;;;;;;;;;;;4.2;;;;;;;;;;;;;;;
5632;Nigeria;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5633;Nigeria;12 tot 18 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5634;Nigeria;12 tot 18 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5635;Nigeria;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5636;Nigeria;12 tot 18 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5637;Nigeria;12 tot 18 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5638;Nigeria;12 tot 18 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5639;Nigeria;12 tot 18 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5640;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;1999;4.9;;;;;;;;;;;;5.5;;4.6;;4.9;;;;;;;;;;;;5.6;;4.7;
5641;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2000;3.7;;;;;;;;;;;;;;3.8;;3.7;;;;;;;;;;;;;;3.8;
5642;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2001;4.9;;;;;;;;;;;;4.6;;4.6;;4.9;;;;;;;;;;;;;;4.6;
5643;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2002;6.1;;;;;7.7;;;;;;;6.3;;5.6;;6.2;;;;;7.8;;;;;;;6.4;;5.7;
5644;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2003;6.4;;;7.4;;5.7;;;;;;;6.6;6.0;6.6;;6.5;;;7.4;;;;;;;;;6.7;;6.7;
5645;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2004;7.2;;;7.3;;8.3;;;;;;;7.0;7.5;6.4;;7.3;;;7.4;;8.5;;;;;;;7.2;7.6;6.6;
5646;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2005;7.5;;;8.4;;8.1;;;;;;;7.4;7.7;7.2;;7.6;;;8.5;;8.3;;;;;;;7.4;8.0;7.3;
5647;Nigeria;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;4.4;;;;;;;;;;;;;;;;4.5;;;;;;;;;;;;;;;
5648;Nigeria;18 tot 25 jaar;Mannen;1999;6.3;;;;;;;;;;;;;;;;6.3;;;;;;;;;;;;;;;
5649;Nigeria;18 tot 25 jaar;Mannen;2000;5.7;;;;;;;;;;;;;;;;5.7;;;;;;;;;;;;;;;
5650;Nigeria;18 tot 25 jaar;Mannen;2001;6.3;;;;;;;;;;;;;;5.8;;6.3;;;;;;;;;;;;;;;
5651;Nigeria;18 tot 25 jaar;Mannen;2002;8.5;;;;;10.6;;;;;;;;;7.8;;8.5;;;;;10.6;;;;;;;;;7.8;
5652;Nigeria;18 tot 25 jaar;Mannen;2003;9.8;;;;;;;;;;;;9.9;;10.2;;9.8;;;;;;;;;;;;9.9;;10.2;
5653;Nigeria;18 tot 25 jaar;Mannen;2004;11.6;;;12.0;;12.2;;;;;;;12.8;;10.0;;11.6;;;;;12.2;;;;;;;12.8;;10.0;
5654;Nigeria;18 tot 25 jaar;Mannen;2005;9.9;;;;;10.3;;;;;;;8.6;11.9;8.7;;9.9;;;;;10.3;;;;;;;8.6;11.9;8.7;
5655;Nigeria;18 tot 25 jaar;Mannen;2006*;5.8;;;;;;;;;;;;;;;;5.8;;;;;;;;;;;;;;;
5656;Nigeria;18 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5657;Nigeria;18 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5658;Nigeria;18 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5659;Nigeria;18 tot 25 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5660;Nigeria;18 tot 25 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5661;Nigeria;18 tot 25 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5662;Nigeria;18 tot 25 jaar;Vrouwen;2005;5.3;;;;;;;;;;;;6.3;;5.7;;5.3;;;;;;;;;;;;;;5.7;
5663;Nigeria;18 tot 25 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5664;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;1999;5.0;3.1;4.7;5.9;5.9;6.1;3.2;4.7;;;;;6.2;4.1;4.4;8.6;4.3;;4.2;5.3;;5.5;;4.0;;;;;5.0;3.7;3.9;7.2
5665;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2000;4.8;2.7;5.0;5.7;4.1;6.5;3.2;3.8;;;;;5.1;4.5;4.5;6.9;4.1;;4.5;4.9;;6.0;;3.1;;;;;4.4;3.9;3.9;
5666;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2001;4.9;4.7;5.0;4.7;5.3;6.5;4.7;4.3;;;;;5.7;4.3;4.4;8.4;4.2;;4.3;3.9;5.0;5.8;4.2;3.7;;;;;4.7;3.7;3.8;6.9
5667;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2002;4.7;3.1;4.4;4.9;6.0;7.1;3.7;2.8;;;11.0;;5.6;4.0;4.3;7.1;4.2;;3.9;4.3;5.6;6.5;3.8;2.6;;;;;4.7;3.8;3.9;6.0
5668;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2003;4.9;3.3;4.1;6.0;4.6;6.7;3.6;3.8;4.9;;;;5.7;4.1;4.1;9.4;4.4;;3.5;5.4;4.4;6.2;;3.3;;;;;5.0;3.8;3.6;8.4
5669;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2004;4.2;2.7;5.1;4.0;4.1;5.9;4.5;2.9;;;;;4.3;4.1;3.9;5.7;3.8;;4.7;3.6;4.0;5.6;4.1;2.8;;;;;3.9;3.7;3.6;4.9
5670;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2005;4.3;2.3;3.1;5.5;5.2;5.6;3.3;3.3;5.2;;;;4.5;4.1;3.9;6.5;4.0;;2.9;5.2;4.8;5.4;;3.1;;;;;4.1;3.9;3.6;6.1
5671;Nigeria;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;3.9;;;;;;;;;;;;;;;;3.7;;;;;;;;;;;;;;;
5672;Nigeria;25 tot 45 jaar;Mannen;1999;6.2;4.6;5.6;7.0;7.3;6.9;4.5;5.8;;;;;8.7;4.6;5.4;11.3;6.2;;5.6;7.0;;6.9;;5.8;;;;;8.7;4.6;5.4;
5673;Nigeria;25 tot 45 jaar;Mannen;2000;6.1;4.2;5.9;7.3;5.0;7.1;4.2;5.3;;;;;7.0;5.6;5.7;9.6;6.1;;5.9;7.3;;7.1;;5.3;;;;;7.0;5.6;5.7;
5674;Nigeria;25 tot 45 jaar;Mannen;2001;6.4;6.9;6.5;6.4;5.8;7.6;6.0;5.7;;;;;8.0;5.5;5.7;12.0;6.4;;6.5;6.4;;7.6;;5.7;;;;;8.0;5.5;5.7;
5675;Nigeria;25 tot 45 jaar;Mannen;2002;5.9;;5.7;6.4;6.9;8.1;3.3;3.6;;;13.3;;8.2;4.5;5.3;10.2;5.9;;5.7;6.4;;8.1;;3.6;;;;;8.2;4.5;5.3;
5676;Nigeria;25 tot 45 jaar;Mannen;2003;6.3;4.2;5.9;7.7;5.0;7.9;3.8;5.3;;;;;8.2;5.0;5.3;12.6;6.3;;5.9;7.7;;7.9;;5.3;;;;;8.2;5.0;5.3;12.6
5677;Nigeria;25 tot 45 jaar;Mannen;2004;5.4;;6.8;5.4;4.6;6.5;6.2;3.4;;;;;5.9;5.0;4.8;8.6;5.4;;6.8;5.4;;6.5;;3.4;;;;;5.9;5.0;4.8;8.6
5678;Nigeria;25 tot 45 jaar;Mannen;2005;5.7;;3.8;7.0;7.2;6.5;4.9;4.4;;;;;6.6;5.0;5.2;8.4;5.7;;;7.0;7.2;6.5;;4.4;;;;;6.6;5.0;5.2;8.4
5679;Nigeria;25 tot 45 jaar;Mannen;2006*;5.1;;;;;;;;;;;;;;;;5.1;;;;;;;;;;;;;;;
5680;Nigeria;25 tot 45 jaar;Vrouwen;1999;2.4;;;;;;;;;;;;2.4;;2.2;;2.4;;;;;;;;;;;;;;2.2;
5681;Nigeria;25 tot 45 jaar;Vrouwen;2000;2.0;;;;;;;;;;;;2.6;;1.9;;2.0;;;;;;;;;;;;;;1.9;
5682;Nigeria;25 tot 45 jaar;Vrouwen;2001;1.9;;;;;;;;;;;;2.5;;1.7;;1.9;;;;;;;;;;;;;;1.7;
5683;Nigeria;25 tot 45 jaar;Vrouwen;2002;2.5;;;;;;4.2;;;;;;2.3;2.7;2.4;;2.5;;;;;;;;;;;;;;2.4;
5684;Nigeria;25 tot 45 jaar;Vrouwen;2003;2.4;;;2.9;;;;;;;;;2.7;;1.8;4.9;2.4;;;;;;;;;;;;2.7;;1.8;
5685;Nigeria;25 tot 45 jaar;Vrouwen;2004;2.2;;;;;;;2.2;;;;;2.3;;2.3;;2.2;;;;;;;;;;;;2.3;;2.3;
5686;Nigeria;25 tot 45 jaar;Vrouwen;2005;2.3;;;3.2;;;;1.9;;;;;2.3;2.2;1.9;4.0;2.3;;;3.2;;;;;;;;;2.3;;1.9;
5687;Nigeria;25 tot 45 jaar;Vrouwen;2006*;2.2;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;
5688;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;1999;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;
5689;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2000;;;;;;;;;;;;;;;;;1.8;;;4.1;4.4;2.2;6.4;;;;;;2.4;1.3;1.6;2.6
5690;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2001;;;;;;;;;;;;;;;;;2.4;;2.5;4.0;;5.0;;;;;;;3.8;;1.0;7.0
5691;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2002;;;;;;;;;;;;;;;;;1.7;;2.0;;3.5;;5.4;;;;;;1.4;2.0;0.9;4.3
5692;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2003;2.6;;;;;;;;;;;;;;;;1.7;;;1.7;4.0;2.4;;1.7;;;;;1.9;1.6;0.9;4.9
5693;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2004;;;;;;;;;;;;;;;;;1.4;;1.6;;;4.4;;;;;;;2.6;;;4.7
5694;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2005;2.2;;;;;;;;;;;;;;;;1.7;;1.2;3.2;;2.4;;1.5;;;;;2.2;1.2;0.9;4.1
5695;Nigeria;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;3.7;;;;;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;
5696;Nigeria;45 tot 80 jaar;Mannen;1999;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;
5697;Nigeria;45 tot 80 jaar;Mannen;2000;;;;;;;;;;;;;;;;;2.0;;;;8.3;3.9;;;;;;;;2.2;;6.9
5698;Nigeria;45 tot 80 jaar;Mannen;2001;;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;2.0;
5699;Nigeria;45 tot 80 jaar;Mannen;2002;;;;;;;;;;;;;;;;;2.3;;3.8;;;;;;;;;;3.7;;1.7;
5700;Nigeria;45 tot 80 jaar;Mannen;2003;3.5;;;;;;;;;;;;;;;;3.5;;;3.3;6.6;3.9;;3.4;;;;;4.6;2.8;1.7;10.9
5701;Nigeria;45 tot 80 jaar;Mannen;2004;;;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;;;;
5702;Nigeria;45 tot 80 jaar;Mannen;2005;2.7;;;;;;;;;;;;;;;;2.7;;2.7;3.8;;3.7;;;;;;;3.1;2.4;1.8;5.6
5703;Nigeria;45 tot 80 jaar;Mannen;2006*;4.7;;;;;;;;;;;;;;;;4.7;;;;;;;;;;;;;;;
5704;Nigeria;45 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5705;Nigeria;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;1.7;;;5.9;;;11.1;;;;;;2.8;;2.4;
5706;Nigeria;45 tot 80 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;2.7;;4.0;4.5;;10.0;;;;;;;4.3;;;9.5
5707;Nigeria;45 tot 80 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;1.2;;;;7.1;;8.3;;;;;;;2.7;;4.3
5708;Nigeria;45 tot 80 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5709;Nigeria;45 tot 80 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;1.7;;;;;7.4;;;;;;;3.1;;;6.7
5710;Nigeria;45 tot 80 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5711;Nigeria;45 tot 80 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5712;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;1999;4.6;2.9;4.1;5.7;5.5;5.1;3.0;4.4;5.7;;;;5.4;3.9;4.1;7.9;2.7;2.4;2.0;3.7;2.5;2.8;;2.8;3.0;;;;3.0;2.3;2.5;3.5
5713;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2000;4.4;2.3;4.2;5.4;4.8;5.6;3.3;3.5;6.0;;;;4.3;4.4;4.1;6.2;3.0;;2.0;4.4;4.6;3.5;4.3;2.1;3.0;;;;3.1;2.8;2.9;3.4
5714;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2001;4.6;3.7;4.4;5.0;5.2;5.7;4.8;3.8;4.0;;;;5.0;4.3;4.2;7.7;3.4;2.3;3.2;4.5;2.8;5.0;3.4;2.5;3.2;;;;4.1;2.7;2.7;6.8
5715;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2002;4.6;2.6;4.3;4.8;6.5;6.8;3.8;2.5;5.5;;10.1;;5.1;4.0;4.2;6.9;3.2;2.3;3.2;2.8;5.4;4.3;4.6;1.5;3.4;;;;3.3;3.1;2.8;5.1
5716;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2003;4.6;3.6;3.6;5.7;4.9;6.2;3.3;3.5;5.2;;6.8;;5.2;4.0;4.0;8.6;3.2;3.1;1.9;3.9;4.5;4.2;2.2;2.5;3.8;;;;3.6;2.7;2.6;6.0
5717;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2004;4.0;3.1;4.4;3.9;4.4;5.9;3.8;2.7;3.2;;;;4.1;3.9;3.7;5.9;2.9;2.8;3.0;2.9;2.9;5.4;1.8;1.7;2.1;;;;3.5;2.1;2.4;5.2
5718;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2005;4.2;2.5;3.0;5.5;5.3;5.5;3.0;3.0;5.8;;;;4.3;4.1;3.8;6.4;3.2;1.8;2.2;4.6;3.4;4.2;2.0;2.4;4.3;;;;3.5;2.8;2.7;5.1
5719;Nigeria;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;3.8;;;;;;;;;;;;;;;;3.2;;;;;;;;;;;;;;;
5720;Nigeria;12 tot 80 jaar;Mannen;1999;5.8;4.3;5.0;6.7;7.1;6.1;4.2;5.5;;;;;7.7;4.4;5.1;10.5;4.0;4.9;2.5;5.3;;4.0;;4.0;;;;;5.2;3.0;3.5;7.0
5721;Nigeria;12 tot 80 jaar;Mannen;2000;5.7;3.3;4.9;7.1;6.0;6.5;4.1;4.8;11.8;;;;5.9;5.5;5.3;8.9;4.1;;2.4;5.4;7.7;5.1;;3.2;;;;;3.9;4.2;3.5;7.6
5722;Nigeria;12 tot 80 jaar;Mannen;2001;6.1;5.8;5.8;6.3;6.3;6.9;6.0;5.1;;;;;7.0;5.5;5.5;10.6;4.5;5.0;3.6;5.4;4.2;4.2;5.0;4.0;9.3;;;;5.1;4.1;4.3;6.2
5723;Nigeria;12 tot 80 jaar;Mannen;2002;5.8;3.2;5.7;6.0;7.7;8.0;3.4;3.3;8.1;;11.6;;7.4;4.6;5.3;9.4;4.5;4.5;5.0;3.8;5.3;6.3;;2.4;;;;;5.9;3.5;4.2;6.6
5724;Nigeria;12 tot 80 jaar;Mannen;2003;6.1;5.6;4.8;7.4;6.0;7.6;3.7;4.9;7.6;;9.0;;7.4;5.0;5.3;11.7;5.1;6.4;3.0;5.9;6.7;6.1;;4.2;;;;;6.3;4.1;4.1;11.0
5725;Nigeria;12 tot 80 jaar;Mannen;2004;5.2;4.3;5.3;5.2;5.4;6.6;5.0;3.1;7.1;;;;5.7;4.6;4.6;8.3;3.8;5.2;3.3;3.5;4.3;5.3;;2.2;;;;;4.6;3.0;3.4;5.7
5726;Nigeria;12 tot 80 jaar;Mannen;2005;5.4;3.5;3.7;6.9;6.8;6.4;4.6;3.8;9.4;;;;5.8;5.0;4.9;8.4;4.6;;3.3;6.0;5.0;5.5;4.0;2.9;10.2;;;;4.9;4.2;4.0;7.3
5727;Nigeria;12 tot 80 jaar;Mannen;2006*;5.0;;;;;;;;;;;;;;;;4.9;;;;;;;;;;;;;;;
5728;Nigeria;12 tot 80 jaar;Vrouwen;1999;2.4;;;3.6;;;;;;;;;2.4;2.4;2.2;;1.4;;;2.1;;;;;;;;;1.4;;1.4;
5729;Nigeria;12 tot 80 jaar;Vrouwen;2000;2.0;;2.8;;;;;;;;;;2.3;;2.0;;1.9;;;3.4;;;5.3;;;;;;2.4;;2.2;
5730;Nigeria;12 tot 80 jaar;Vrouwen;2001;2.0;;;2.6;;;;;;;;;2.7;;1.8;;2.3;;2.7;3.6;;6.1;;;;;;;3.4;;1.1;7.3
5731;Nigeria;12 tot 80 jaar;Vrouwen;2002;2.5;;2.1;2.6;;;4.3;;4.3;;;;2.4;2.6;2.3;;1.9;;;1.6;5.6;;5.9;;2.5;;;;1.4;2.6;1.4;4.0
5732;Nigeria;12 tot 80 jaar;Vrouwen;2003;2.2;;;3.0;;;;;4.3;;;;2.5;1.8;1.8;4.5;1.2;;;1.8;;;;;2.6;;;;1.5;;1.1;
5733;Nigeria;12 tot 80 jaar;Vrouwen;2004;2.2;;3.0;1.8;;3.5;;2.1;;;;;2.3;2.1;2.2;;2.0;;2.7;2.2;;5.6;;1.2;;;;;2.6;;1.3;4.8
5734;Nigeria;12 tot 80 jaar;Vrouwen;2005;2.5;;2.0;3.4;;;;1.9;4.3;;;;2.6;2.2;2.3;3.7;1.8;;;3.1;;;;1.9;2.6;;;;2.3;1.0;1.4;3.1
5735;Nigeria;12 tot 80 jaar;Vrouwen;2006*;2.1;;;;;;;;;;;;;;;;1.5;;;;;;;;;;;;;;;
