ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
152;Totaal overheidsinstellingen;Waterlopen en vijvers;Totaal;2013;31
153;Totaal overheidsinstellingen;Waterlopen en vijvers;Totaal;2018;1
154;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;1992;3752
155;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;1995;557
156;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;2001;0
157;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;2005;6
158;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;2009;9
159;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;2013;31
160;Totaal overheidsinstellingen;Waterlopen en vijvers;Herbiciden;2018;1
161;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;1992;0
162;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;1995;0
163;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;2001;0
164;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;2005;0
165;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;2009;0
166;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;2013;0
167;Totaal overheidsinstellingen;Waterlopen en vijvers;Insecticiden;2018;0
168;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;1992;0
169;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;1995;0
170;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;2001;0
171;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;2005;0
172;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;2009;0
173;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;2013;0
174;Totaal overheidsinstellingen;Waterlopen en vijvers;Fungiciden;2018;0
175;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;1992;9
176;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;1995;0
177;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;2001;0
178;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;2005;0
179;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;2009;0
180;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;2013;0
181;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige stoffen;2018;0
182;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;1992;60
183;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;1995;0
184;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;2001;0
185;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;2005;0
186;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;2009;0
187;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;2013;0
188;Totaal overheidsinstellingen;Waterlopen en vijvers;2,4-D;2018;0
189;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;1992;0
190;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;1995;0
191;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;2001;0
192;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;2005;0
193;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;2009;0
194;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;2013;0
195;Totaal overheidsinstellingen;Waterlopen en vijvers;Amitrol;2018;0
196;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;1992;3036
197;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;1995;418
198;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;2001;0
199;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;2005;0
200;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;2009;0
201;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;2013;0
202;Totaal overheidsinstellingen;Waterlopen en vijvers;Dalapon;2018;0
203;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;1992;0
204;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;1995;0
205;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2001;0
206;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2005;0
207;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2009;0
208;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2013;0
209;Totaal overheidsinstellingen;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2018;0
210;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;1992;0
211;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;1995;0
212;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;2001;0
213;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;2005;0
214;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;2009;0
215;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;2013;0
216;Totaal overheidsinstellingen;Waterlopen en vijvers;Dicamba;2018;0
217;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;1992;181
218;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;1995;0
219;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;2001;0
220;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;2005;0
221;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;2009;0
222;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;2013;0
223;Totaal overheidsinstellingen;Waterlopen en vijvers;Dichlobenil;2018;0
224;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;1992;4
225;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;1995;25
226;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;2001;0
227;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;2005;0
228;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;2009;0
229;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;2013;0
230;Totaal overheidsinstellingen;Waterlopen en vijvers;Diuron;2018;0
231;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;1992;0
232;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;1995;0
233;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;2001;0
234;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;2005;0
235;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;2009;0
236;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;2013;0
237;Totaal overheidsinstellingen;Waterlopen en vijvers;Fluroxypyr-meptyl;2018;0
238;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;1992;149
239;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;1995;54
240;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;2001;0
241;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;2005;5
242;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;2009;6
243;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;2013;24
244;Totaal overheidsinstellingen;Waterlopen en vijvers;Glyfosaat;2018;1
245;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;1992;0
246;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;1995;0
247;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;2001;0
248;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;2005;0
249;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;2009;0
250;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;2013;0
251;Totaal overheidsinstellingen;Waterlopen en vijvers;Glufosinaat-ammonium;2018;0
252;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;1992;206
253;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;1995;56
254;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;2001;0
255;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;2005;1
256;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;2009;3
257;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;2013;7
258;Totaal overheidsinstellingen;Waterlopen en vijvers;MCPA;2018;0
259;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;1992;101
260;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;1995;2
261;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;2001;0
262;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;2005;0
263;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;2009;0
264;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;2013;0
265;Totaal overheidsinstellingen;Waterlopen en vijvers;Mecoprop-P;2018;0
266;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;1992;2
267;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;1995;0
268;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;2001;0
269;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;2005;0
270;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;2009;0
271;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;2013;0
272;Totaal overheidsinstellingen;Waterlopen en vijvers;Simazin;2018;0
273;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;1992;0
274;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;1995;0
275;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;2001;0
276;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;2005;0
277;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;2009;0
278;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;2013;0
279;Totaal overheidsinstellingen;Waterlopen en vijvers;Triclopyr;2018;0
280;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;1992;73
281;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;1995;2
282;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;2001;0
283;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;2005;0
284;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;2009;0
285;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;2013;0
286;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige herbiciden;2018;0
287;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;1992;0
288;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;1995;0
289;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;2001;0
290;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;2005;0
291;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;2009;0
292;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;2013;0
293;Totaal overheidsinstellingen;Waterlopen en vijvers;Overige insecticiden;2018;0
294;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;1992;19075
295;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;1995;11073
296;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;2001;10222
297;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;2005;12107
298;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;2009;3574
299;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;2013;3085
300;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Totaal;2018;132
301;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;1992;18328
302;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;1995;10904
303;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;2001;10177
304;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;2005;12089
305;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;2009;3475
306;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;2013;3080
307;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Herbiciden;2018;74
308;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;1992;355
309;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;1995;52
310;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;2001;36
311;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;2005;6
312;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;2009;92
313;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;2013;1
314;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Insecticiden;2018;58
315;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;1992;119
316;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;1995;75
317;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;2001;7
318;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;2005;12
319;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;2009;8
320;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;2013;1
321;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fungiciden;2018;0
322;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;1992;273
323;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;1995;0
324;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;2001;0
325;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;2005;0
326;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;2009;0
327;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;2013;2
328;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige stoffen;2018;0
329;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;1992;152
330;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;1995;18
331;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;2001;35
332;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;2005;126
333;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;2009;27
334;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;2013;27
335;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;2,4-D;2018;1
336;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;1992;145
337;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;1995;153
338;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;2001;3
339;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;2005;0
340;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;2009;0
341;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;2013;2
342;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Amitrol;2018;0
343;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;1992;3625
344;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;1995;163
345;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;2001;0
346;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;2005;0
347;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;2009;0
348;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;2013;0
349;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dalapon;2018;0
350;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1992;0
351;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1995;0
352;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2001;0
353;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2005;0
354;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2009;0
355;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2013;0
356;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2018;58
357;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;1992;0
358;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;1995;4
359;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;2001;6
360;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;2005;21
361;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;2009;7
362;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;2013;6
363;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dicamba;2018;0
364;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;1992;8398
365;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;1995;5468
366;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;2001;7933
367;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;2005;9105
368;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;2009;0
369;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;2013;0
370;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Dichlobenil;2018;0
371;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;1992;1906
372;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;1995;1565
373;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;2001;6
374;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;2005;0
375;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;2009;0
376;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;2013;0
377;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Diuron;2018;0
378;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;1992;0
379;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;1995;0
380;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2001;0
381;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2005;0
382;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2009;0
383;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2013;0
384;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2018;2
385;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;1992;1254
386;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;1995;1397
387;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;2001;1244
388;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;2005;1782
389;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;2009;2307
390;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;2013;1846
391;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glyfosaat;2018;54
392;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;1992;381
393;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;1995;170
394;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2001;63
395;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2005;40
396;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2009;9
397;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2013;0
398;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2018;0
399;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;1992;292
400;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;1995;253
401;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;2001;253
402;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;2005;542
403;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;2009;451
404;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;2013;453
405;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;MCPA;2018;16
406;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;1992;110
407;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;1995;91
408;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;2001;68
409;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;2005;173
410;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;2009;67
411;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;2013;75
412;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Mecoprop-P;2018;0
413;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;1992;1424
414;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;1995;757
415;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;2001;2
416;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;2005;0
417;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;2009;0
418;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;2013;0
419;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Simazin;2018;0
420;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;1992;0
421;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;1995;0
422;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;2001;0
423;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;2005;0
424;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;2009;0
425;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;2013;0
426;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Triclopyr;2018;1
427;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;1992;793
428;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;1995;865
429;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;2001;566
430;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;2005;300
431;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;2009;575
432;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;2013;670
433;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige herbiciden;2018;1
434;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;1992;0
435;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;1995;0
436;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;2001;0
437;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;2005;0
438;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;2009;0
439;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;2013;0
440;Totaal overheidsinstellingen;Beplantingen binnen de bebouwde kom;Overige insecticiden;2018;0
441;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;1992;1158
442;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;1995;434
443;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;2001;192
444;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;2005;592
445;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;2009;164
446;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;2013;116
447;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Totaal;2018;126
448;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;1992;1090
449;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;1995;405
450;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;2001;187
451;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;2005;574
452;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;2009;120
453;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;2013;116
454;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Herbiciden;2018;22
455;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;1992;6
456;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;1995;0
457;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;2001;5
458;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;2005;10
459;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;2009;44
460;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;2013;0
461;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Insecticiden;2018;104
462;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Fungiciden;1992;5
463;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Fungiciden;1995;28
464;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Fungiciden;2001;0
465;Totaal overheidsinstellingen;Beplantingen buiten de bebouwde kom;Fungiciden;2005;8
