ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
3820;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Marokko;2009;535;0.48;27;51;0.24
3821;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Marokko;2010;525;0.46;32;62;0.28
3822;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2004;455;0.38;16;35;0.13
3823;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2005;555;0.45;18;33;0.15
3824;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2006;625;0.51;22;35;0.18
3825;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2007;650;0.52;23;36;0.19
3826;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2008;665;0.51;20;30;0.15
3827;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2009;580;0.43;20;34;0.15
3828;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Turkije;2010;555;0.4;20;36;0.14
3829;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2004;775;0.72;37;48;0.34
3830;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2005;850;0.77;41;48;0.37
3831;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2006;930;0.83;43;46;0.39
3832;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2007;910;0.81;43;47;0.38
3833;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2008;865;0.75;36;41;0.31
3834;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2009;685;0.58;28;41;0.24
3835;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Suriname;2010;650;0.54;28;44;0.24
3836;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2004;215;0.53;8;36;0.19
3837;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2005;230;0.57;11;49;0.28
3838;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2006;250;0.61;8;34;0.21
3839;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2007;240;0.58;9;37;0.21
3840;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2008;230;0.52;9;37;0.19
3841;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2009;195;0.43;8;41;0.18
3842;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederlandse Antillen en Aruba;2010;180;0.39;9;49;0.19
3843;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2004;600;0.33;24;41;0.13
3844;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2005;665;0.36;23;35;0.13
3845;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2006;675;0.37;25;37;0.14
3846;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2007;710;0.39;28;39;0.15
3847;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2008;695;0.36;26;37;0.13
3848;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2009;575;0.28;22;39;0.11
3849;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overige niet-westers;2010;600;0.28;27;46;0.13
3850;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2004;36670;0.7;3432;94;0.66
3851;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2005;36665;0.7;3421;93;0.66
3852;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2006;37875;0.73;3611;95;0.69
3853;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2007;38410;0.74;3689;96;0.71
3854;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2008;40235;0.77;3936;98;0.75
3855;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2009;39220;0.75;4077;104;0.78
3856;Mannen;18 tot 65 jaar;0;Totaal herkomstgroeperingen;2010;40515;0.77;4422;109;0.84
3857;Mannen;18 tot 65 jaar;0;Autochtoon;2004;30840;0.73;2928;95;0.69
3858;Mannen;18 tot 65 jaar;0;Autochtoon;2005;30580;0.72;2901;95;0.69
3859;Mannen;18 tot 65 jaar;0;Autochtoon;2006;31745;0.75;3051;96;0.72
3860;Mannen;18 tot 65 jaar;0;Autochtoon;2007;32190;0.77;3112;97;0.74
3861;Mannen;18 tot 65 jaar;0;Autochtoon;2008;33445;0.8;3303;99;0.79
3862;Mannen;18 tot 65 jaar;0;Autochtoon;2009;32560;0.78;3404;105;0.81
3863;Mannen;18 tot 65 jaar;0;Autochtoon;2010;33335;0.8;3631;109;0.87
3864;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2004;5835;0.59;505;87;0.51
3865;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2005;6085;0.61;521;86;0.53
3866;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2006;6130;0.62;560;91;0.57
3867;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2007;6220;0.63;577;93;0.59
3868;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2008;6790;0.67;633;93;0.62
3869;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2009;6660;0.64;674;101;0.65
3870;Mannen;18 tot 65 jaar;0;Totaal allochtoon;2010;7180;0.68;791;110;0.75
3871;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2004;3420;0.74;303;89;0.65
3872;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2005;3455;0.75;296;86;0.65
3873;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2006;3460;0.76;311;90;0.69
3874;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2007;3395;0.76;304;89;0.68
3875;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2008;3665;0.8;341;93;0.74
3876;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2009;3515;0.75;349;99;0.75
3877;Mannen;18 tot 65 jaar;0;Westerse allochtoon;2010;3660;0.78;397;108;0.85
3878;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2004;2415;0.46;202;84;0.38
3879;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2005;2625;0.49;225;85;0.42
3880;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2006;2665;0.5;250;94;0.47
3881;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2007;2820;0.53;274;97;0.51
3882;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2008;3125;0.56;292;93;0.52
3883;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2009;3145;0.54;325;103;0.56
3884;Mannen;18 tot 65 jaar;0;Totaal Niet-westerse allochtoon;2010;3520;0.59;395;112;0.67
3885;Mannen;18 tot 65 jaar;0;Marokko;2004;355;0.38;24;68;0.26
3886;Mannen;18 tot 65 jaar;0;Marokko;2005;375;0.39;28;74;0.29
3887;Mannen;18 tot 65 jaar;0;Marokko;2006;420;0.44;42;100;0.44
3888;Mannen;18 tot 65 jaar;0;Marokko;2007;425;0.44;50;119;0.52
3889;Mannen;18 tot 65 jaar;0;Marokko;2008;440;0.44;45;101;0.45
3890;Mannen;18 tot 65 jaar;0;Marokko;2009;435;0.43;51;117;0.5
3891;Mannen;18 tot 65 jaar;0;Marokko;2010;480;0.47;68;141;0.66
3892;Mannen;18 tot 65 jaar;0;Turkije;2004;435;0.39;29;67;0.26
3893;Mannen;18 tot 65 jaar;0;Turkije;2005;470;0.41;31;65;0.27
3894;Mannen;18 tot 65 jaar;0;Turkije;2006;460;0.4;34;75;0.3
3895;Mannen;18 tot 65 jaar;0;Turkije;2007;465;0.4;39;84;0.33
3896;Mannen;18 tot 65 jaar;0;Turkije;2008;535;0.44;37;69;0.3
3897;Mannen;18 tot 65 jaar;0;Turkije;2009;540;0.43;43;80;0.35
3898;Mannen;18 tot 65 jaar;0;Turkije;2010;575;0.45;48;84;0.38
3899;Mannen;18 tot 65 jaar;0;Suriname;2004;725;0.71;71;98;0.7
3900;Mannen;18 tot 65 jaar;0;Suriname;2005;785;0.76;77;99;0.75
3901;Mannen;18 tot 65 jaar;0;Suriname;2006;780;0.75;82;105;0.79
3902;Mannen;18 tot 65 jaar;0;Suriname;2007;815;0.78;85;104;0.81
3903;Mannen;18 tot 65 jaar;0;Suriname;2008;905;0.84;95;105;0.88
3904;Mannen;18 tot 65 jaar;0;Suriname;2009;890;0.81;98;111;0.9
3905;Mannen;18 tot 65 jaar;0;Suriname;2010;1010;0.91;113;112;1.02
3906;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2004;240;0.61;21;89;0.55
3907;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2005;255;0.65;28;109;0.7
3908;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2006;265;0.67;24;92;0.61
3909;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2007;270;0.68;25;93;0.63
3910;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2008;305;0.72;29;96;0.69
3911;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2009;300;0.69;31;102;0.71
3912;Mannen;18 tot 65 jaar;0;Nederlandse Antillen en Aruba;2010;300;0.67;35;119;0.8
3913;Mannen;18 tot 65 jaar;0;Overige niet-westers;2004;655;0.37;56;85;0.31
3914;Mannen;18 tot 65 jaar;0;Overige niet-westers;2005;745;0.42;61;82;0.34
3915;Mannen;18 tot 65 jaar;0;Overige niet-westers;2006;740;0.42;67;90;0.38
3916;Mannen;18 tot 65 jaar;0;Overige niet-westers;2007;850;0.48;74;87;0.42
3917;Mannen;18 tot 65 jaar;0;Overige niet-westers;2008;940;0.5;86;91;0.46
3918;Mannen;18 tot 65 jaar;0;Overige niet-westers;2009;985;0.5;102;103;0.51
3919;Mannen;18 tot 65 jaar;0;Overige niet-westers;2010;1155;0.56;130;113;0.63
3920;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2004;6365;0.12;533;84;0.1
3921;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2005;9610;0.18;912;95;0.17
3922;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2006;10980;0.21;1060;96;0.2
3923;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2007;11620;0.22;1119;96;0.22
3924;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2008;12405;0.24;1251;101;0.24
3925;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2009;13715;0.26;1447;106;0.28
3926;Mannen;18 tot 65 jaar;1;Totaal herkomstgroeperingen;2010;15365;0.29;1658;108;0.32
3927;Mannen;18 tot 65 jaar;1;Autochtoon;2004;5495;0.13;460;84;0.11
3928;Mannen;18 tot 65 jaar;1;Autochtoon;2005;8105;0.19;778;96;0.18
3929;Mannen;18 tot 65 jaar;1;Autochtoon;2006;9200;0.22;893;97;0.21
3930;Mannen;18 tot 65 jaar;1;Autochtoon;2007;9735;0.23;944;97;0.23
3931;Mannen;18 tot 65 jaar;1;Autochtoon;2008;10280;0.24;1054;103;0.25
3932;Mannen;18 tot 65 jaar;1;Autochtoon;2009;11220;0.27;1202;107;0.29
3933;Mannen;18 tot 65 jaar;1;Autochtoon;2010;12470;0.3;1369;110;0.33
3934;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2004;870;0.09;73;83;0.07
3935;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2005;1505;0.15;134;89;0.14
3936;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2006;1780;0.18;166;93;0.17
3937;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2007;1885;0.19;175;93;0.18
3938;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2008;2130;0.21;197;93;0.19
3939;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2009;2495;0.24;245;98;0.24
3940;Mannen;18 tot 65 jaar;1;Totaal allochtoon;2010;2900;0.27;290;100;0.27
3941;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2004;560;0.12;46;83;0.1
3942;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2005;875;0.19;79;90;0.17
3943;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2006;1040;0.23;100;97;0.22
3944;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2007;1055;0.24;101;95;0.22
3945;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2008;1150;0.25;113;98;0.25
3946;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2009;1315;0.28;136;103;0.29
3947;Mannen;18 tot 65 jaar;1;Westerse allochtoon;2010;1425;0.3;150;105;0.32
3948;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2004;310;0.06;26;84;0.05
3949;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2005;630;0.12;55;87;0.1
3950;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2006;740;0.14;66;89;0.12
3951;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2007;830;0.15;74;89;0.14
3952;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2008;980;0.18;84;86;0.15
3953;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2009;1175;0.2;110;93;0.19
3954;Mannen;18 tot 65 jaar;1;Totaal Niet-westerse allochtoon;2010;1475;0.25;140;95;0.24
3955;Mannen;18 tot 65 jaar;1;Marokko;2004;25;0.03;2;94;0.03
3956;Mannen;18 tot 65 jaar;1;Marokko;2005;50;0.05;4;81;0.04
3957;Mannen;18 tot 65 jaar;1;Marokko;2006;65;0.07;5;77;0.05
3958;Mannen;18 tot 65 jaar;1;Marokko;2007;70;0.07;5;74;0.05
3959;Mannen;18 tot 65 jaar;1;Marokko;2008;85;0.08;6;74;0.06
3960;Mannen;18 tot 65 jaar;1;Marokko;2009;110;0.11;10;89;0.1
3961;Mannen;18 tot 65 jaar;1;Marokko;2010;145;0.14;14;95;0.13
3962;Mannen;18 tot 65 jaar;1;Turkije;2004;55;0.05;4;64;0.03
3963;Mannen;18 tot 65 jaar;1;Turkije;2005;80;0.07;6;78;0.06
3964;Mannen;18 tot 65 jaar;1;Turkije;2006;90;0.08;7;78;0.06
3965;Mannen;18 tot 65 jaar;1;Turkije;2007;95;0.08;9;94;0.07
3966;Mannen;18 tot 65 jaar;1;Turkije;2008;115;0.09;10;87;0.08
3967;Mannen;18 tot 65 jaar;1;Turkije;2009;155;0.13;15;95;0.12
3968;Mannen;18 tot 65 jaar;1;Turkije;2010;190;0.15;17;89;0.13
3969;Mannen;18 tot 65 jaar;1;Suriname;2004;105;0.1;10;101;0.1
3970;Mannen;18 tot 65 jaar;1;Suriname;2005;255;0.25;24;94;0.23
3971;Mannen;18 tot 65 jaar;1;Suriname;2006;295;0.28;28;95;0.27
3972;Mannen;18 tot 65 jaar;1;Suriname;2007;310;0.29;29;93;0.27
3973;Mannen;18 tot 65 jaar;1;Suriname;2008;345;0.32;31;89;0.28
3974;Mannen;18 tot 65 jaar;1;Suriname;2009;390;0.36;35;90;0.32
3975;Mannen;18 tot 65 jaar;1;Suriname;2010;485;0.44;47;97;0.43
3976;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2004;35;0.08;2;65;0.05
3977;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2005;70;0.18;6;87;0.15
3978;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2006;70;0.17;7;96;0.16
3979;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2007;80;0.2;7;84;0.17
3980;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2008;95;0.23;9;89;0.2
3981;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2009;110;0.26;11;99;0.26
3982;Mannen;18 tot 65 jaar;1;Nederlandse Antillen en Aruba;2010;125;0.29;12;94;0.27
3983;Mannen;18 tot 65 jaar;1;Overige niet-westers;2004;90;0.05;8;83;0.04
3984;Mannen;18 tot 65 jaar;1;Overige niet-westers;2005;175;0.1;15;85;0.08
3985;Mannen;18 tot 65 jaar;1;Overige niet-westers;2006;225;0.13;19;87;0.11
3986;Mannen;18 tot 65 jaar;1;Overige niet-westers;2007;280;0.16;25;89;0.14
3987;Mannen;18 tot 65 jaar;1;Overige niet-westers;2008;340;0.18;29;85;0.16
3988;Mannen;18 tot 65 jaar;1;Overige niet-westers;2009;405;0.2;39;95;0.19
3989;Mannen;18 tot 65 jaar;1;Overige niet-westers;2010;525;0.26;50;96;0.24
3990;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2004;3355;0.06;242;72;0.05
3991;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2005;2005;0.04;136;68;0.03
3992;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2006;2185;0.04;118;54;0.02
3993;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2007;3030;0.06;177;58;0.03
3994;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2008;4480;0.09;237;53;0.05
3995;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2009;4875;0.09;266;55;0.05
3996;Mannen;18 tot 65 jaar;2;Totaal herkomstgroeperingen;2010;5670;0.11;316;56;0.06
3997;Mannen;18 tot 65 jaar;2;Autochtoon;2004;2830;0.07;211;75;0.05
3998;Mannen;18 tot 65 jaar;2;Autochtoon;2005;1680;0.04;116;69;0.03
3999;Mannen;18 tot 65 jaar;2;Autochtoon;2006;1825;0.04;95;52;0.02
4000;Mannen;18 tot 65 jaar;2;Autochtoon;2007;2530;0.06;147;58;0.04
4001;Mannen;18 tot 65 jaar;2;Autochtoon;2008;3675;0.09;193;52;0.05
4002;Mannen;18 tot 65 jaar;2;Autochtoon;2009;3970;0.09;206;52;0.05
4003;Mannen;18 tot 65 jaar;2;Autochtoon;2010;4590;0.11;235;51;0.06
4004;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2004;525;0.05;31;60;0.03
4005;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2005;330;0.03;20;60;0.02
4006;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2006;360;0.04;23;64;0.02
4007;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2007;495;0.05;29;59;0.03
4008;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2008;805;0.08;44;55;0.04
4009;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2009;905;0.09;60;66;0.06
4010;Mannen;18 tot 65 jaar;2;Totaal allochtoon;2010;1080;0.1;81;75;0.08
4011;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2004;290;0.06;20;68;0.04
4012;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2005;170;0.04;9;55;0.02
4013;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2006;205;0.05;6;31;0.01
4014;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2007;240;0.05;8;35;0.02
4015;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2008;365;0.08;13;35;0.03
4016;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2009;400;0.09;20;51;0.04
4017;Mannen;18 tot 65 jaar;2;Westerse allochtoon;2010;470;0.1;25;52;0.05
4018;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2004;235;0.04;12;50;0.02
4019;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2005;155;0.03;10;66;0.02
4020;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2006;155;0.03;17;108;0.03
4021;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2007;255;0.05;21;82;0.04
4022;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2008;440;0.08;31;72;0.06
4023;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2009;505;0.09;39;78;0.07
4024;Mannen;18 tot 65 jaar;2;Totaal Niet-westerse allochtoon;2010;610;0.1;56;92;0.09
4025;Mannen;18 tot 65 jaar;2;Marokko;2004;35;0.04;2;52;0.02
4026;Mannen;18 tot 65 jaar;2;Marokko;2005;30;0.03;4;128;0.04
4027;Mannen;18 tot 65 jaar;2;Marokko;2006;50;0.05;9;187;0.09
4028;Mannen;18 tot 65 jaar;2;Marokko;2007;75;0.08;11;150;0.12
4029;Mannen;18 tot 65 jaar;2;Marokko;2008;95;0.1;12;122;0.12
4030;Mannen;18 tot 65 jaar;2;Marokko;2009;100;0.1;15;149;0.15
4031;Mannen;18 tot 65 jaar;2;Marokko;2010;120;0.12;23;185;0.22
4032;Mannen;18 tot 65 jaar;2;Turkije;2004;45;0.04;2;49;0.02
4033;Mannen;18 tot 65 jaar;2;Turkije;2005;35;0.03;2;60;0.02
4034;Mannen;18 tot 65 jaar;2;Turkije;2006;30;0.03;3;86;0.02
4035;Mannen;18 tot 65 jaar;2;Turkije;2007;35;0.03;2;63;0.02
4036;Mannen;18 tot 65 jaar;2;Turkije;2008;95;0.08;5;56;0.04
4037;Mannen;18 tot 65 jaar;2;Turkije;2009;95;0.07;8;82;0.06
4038;Mannen;18 tot 65 jaar;2;Turkije;2010;110;0.09;8;75;0.07
4039;Mannen;18 tot 65 jaar;2;Suriname;2004;75;0.07;4;51;0.04
4040;Mannen;18 tot 65 jaar;2;Suriname;2005;35;0.04;2;43;0.02
4041;Mannen;18 tot 65 jaar;2;Suriname;2006;25;0.02;2;67;0.02
4042;Mannen;18 tot 65 jaar;2;Suriname;2007;60;0.06;3;59;0.03
4043;Mannen;18 tot 65 jaar;2;Suriname;2008;90;0.08;6;64;0.05
4044;Mannen;18 tot 65 jaar;2;Suriname;2009;110;0.1;7;59;0.06
4045;Mannen;18 tot 65 jaar;2;Suriname;2010;140;0.13;9;60;0.08
4046;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2004;15;0.04;1;69;0.02
4047;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2005;10;0.03;0;31;0.01
4048;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2006;10;0.02;0;54;0.01
4049;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2007;25;0.06;1;39;0.02
4050;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2008;40;0.09;1;31;0.03
4051;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2009;45;0.1;1;20;0.02
4052;Mannen;18 tot 65 jaar;2;Nederlandse Antillen en Aruba;2010;50;0.11;3;59;0.07
4053;Mannen;18 tot 65 jaar;2;Overige niet-westers;2004;65;0.04;3;45;0.02
4054;Mannen;18 tot 65 jaar;2;Overige niet-westers;2005;50;0.03;3;57;0.02
4055;Mannen;18 tot 65 jaar;2;Overige niet-westers;2006;40;0.02;3;65;0.02
4056;Mannen;18 tot 65 jaar;2;Overige niet-westers;2007;60;0.03;3;48;0.02
4057;Mannen;18 tot 65 jaar;2;Overige niet-westers;2008;120;0.06;8;64;0.04
4058;Mannen;18 tot 65 jaar;2;Overige niet-westers;2009;155;0.08;9;60;0.05
4059;Mannen;18 tot 65 jaar;2;Overige niet-westers;2010;185;0.09;13;73;0.07
4060;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2004;12150;0.23;251;21;0.05
4061;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2005;11360;0.22;178;16;0.03
4062;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2006;11545;0.22;181;16;0.03
4063;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2007;11125;0.21;191;17;0.04
4064;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2008;10880;0.21;197;18;0.04
4065;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2009;8790;0.17;157;18;0.03
4066;Mannen;18 tot 65 jaar;3;Totaal herkomstgroeperingen;2010;7410;0.14;124;17;0.02
4067;Mannen;18 tot 65 jaar;3;Autochtoon;2004;10135;0.24;212;21;0.05
4068;Mannen;18 tot 65 jaar;3;Autochtoon;2005;9375;0.22;143;15;0.03
4069;Mannen;18 tot 65 jaar;3;Autochtoon;2006;9600;0.23;150;16;0.04
4070;Mannen;18 tot 65 jaar;3;Autochtoon;2007;9285;0.22;160;17;0.04
4071;Mannen;18 tot 65 jaar;3;Autochtoon;2008;9010;0.21;164;18;0.04
4072;Mannen;18 tot 65 jaar;3;Autochtoon;2009;7335;0.18;131;18;0.03
4073;Mannen;18 tot 65 jaar;3;Autochtoon;2010;6145;0.15;100;16;0.02
4074;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2004;2015;0.2;39;19;0.04
4075;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2005;1985;0.2;34;17;0.03
4076;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2006;1940;0.2;31;16;0.03
4077;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2007;1840;0.19;31;17;0.03
4078;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2008;1870;0.18;33;18;0.03
4079;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2009;1455;0.14;26;18;0.02
4080;Mannen;18 tot 65 jaar;3;Totaal allochtoon;2010;1260;0.12;24;19;0.02
4081;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2004;1175;0.25;24;20;0.05
4082;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2005;1080;0.24;17;15;0.04
4083;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2006;1050;0.23;15;15;0.03
4084;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2007;985;0.22;15;16;0.03
4085;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2008;1030;0.22;18;18;0.04
4086;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2009;780;0.17;13;17;0.03
4087;Mannen;18 tot 65 jaar;3;Westerse allochtoon;2010;675;0.14;11;17;0.02
4088;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2004;835;0.16;15;18;0.03
4089;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2005;905;0.17;18;20;0.03
4090;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2006;890;0.17;15;17;0.03
4091;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2007;855;0.16;15;18;0.03
4092;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2008;835;0.15;15;18;0.03
4093;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2009;675;0.12;13;19;0.02
4094;Mannen;18 tot 65 jaar;3;Totaal Niet-westerse allochtoon;2010;585;0.1;13;22;0.02
4095;Mannen;18 tot 65 jaar;3;Marokko;2004;170;0.18;3;15;0.03
4096;Mannen;18 tot 65 jaar;3;Marokko;2005;165;0.17;2;12;0.02
4097;Mannen;18 tot 65 jaar;3;Marokko;2006;160;0.17;2;15;0.03
4098;Mannen;18 tot 65 jaar;3;Marokko;2007;150;0.15;3;19;0.03
4099;Mannen;18 tot 65 jaar;3;Marokko;2008;125;0.13;2;16;0.02
