ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
8110;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2008;20;0.83;3;136;1.13
8111;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2009;10;0.4;2;169;0.68
8112;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2010;10;0.39;2;174;0.68
8113;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2004;15;0.34;1;91;0.31
8114;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2005;25;0.52;3;133;0.69
8115;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2006;35;0.63;5;152;0.96
8116;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2007;35;0.67;6;154;1.03
8117;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2008;25;0.38;4;156;0.59
8118;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2009;15;0.23;3;180;0.41
8119;Vrouwen;65 tot 80 jaar;5;Overige niet-westers;2010;15;0.21;2;116;0.24
8120;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2004;12700;1.34;1415;111;1.49
8121;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2005;11670;1.22;973;83;1.01
8122;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2006;11110;1.15;998;90;1.03
8123;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2007;13135;1.34;1312;100;1.34
8124;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2008;12525;1.26;1299;104;1.31
8125;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2009;11555;1.14;1256;109;1.24
8126;Vrouwen;65 tot 80 jaar;6;Totaal herkomstgroeperingen;2010;11720;1.14;1300;111;1.26
8127;Vrouwen;65 tot 80 jaar;6;Autochtoon;2004;11290;1.35;1236;109;1.48
8128;Vrouwen;65 tot 80 jaar;6;Autochtoon;2005;10395;1.24;838;81;1.0
8129;Vrouwen;65 tot 80 jaar;6;Autochtoon;2006;9750;1.16;862;88;1.02
8130;Vrouwen;65 tot 80 jaar;6;Autochtoon;2007;11410;1.34;1118;98;1.31
8131;Vrouwen;65 tot 80 jaar;6;Autochtoon;2008;10815;1.25;1092;101;1.26
8132;Vrouwen;65 tot 80 jaar;6;Autochtoon;2009;10040;1.14;1058;105;1.2
8133;Vrouwen;65 tot 80 jaar;6;Autochtoon;2010;10150;1.14;1081;107;1.21
8134;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2004;1410;1.23;179;127;1.56
8135;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2005;1275;1.07;135;106;1.13
8136;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2006;1360;1.11;136;100;1.11
8137;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2007;1725;1.37;194;113;1.54
8138;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2008;1710;1.32;207;121;1.6
8139;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2009;1520;1.14;198;130;1.48
8140;Vrouwen;65 tot 80 jaar;6;Totaal allochtoon;2010;1570;1.14;219;140;1.6
8141;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2004;1205;1.29;149;123;1.59
8142;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2005;1045;1.09;103;98;1.07
8143;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2006;1080;1.1;94;87;0.96
8144;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2007;1340;1.35;139;104;1.4
8145;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2008;1255;1.24;136;109;1.35
8146;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2009;1090;1.06;125;115;1.22
8147;Vrouwen;65 tot 80 jaar;6;Westerse allochtoon;2010;1130;1.09;135;120;1.31
8148;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2004;205;0.97;30;149;1.44
8149;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2005;230;0.99;32;138;1.37
8150;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2006;280;1.14;42;149;1.7
8151;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2007;385;1.45;55;142;2.06
8152;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2008;455;1.59;71;156;2.47
8153;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2009;430;1.38;73;170;2.34
8154;Vrouwen;65 tot 80 jaar;6;Totaal Niet-westerse allochtoon;2010;440;1.31;84;190;2.49
8155;Vrouwen;65 tot 80 jaar;6;Marokko;2004;30;1.02;2;79;0.81
8156;Vrouwen;65 tot 80 jaar;6;Marokko;2005;45;1.14;6;133;1.51
8157;Vrouwen;65 tot 80 jaar;6;Marokko;2006;65;1.57;11;168;2.65
8158;Vrouwen;65 tot 80 jaar;6;Marokko;2007;95;2.02;21;222;4.49
8159;Vrouwen;65 tot 80 jaar;6;Marokko;2008;105;2.09;21;200;4.17
8160;Vrouwen;65 tot 80 jaar;6;Marokko;2009;115;2.15;25;219;4.7
8161;Vrouwen;65 tot 80 jaar;6;Marokko;2010;110;1.96;29;263;5.17
8162;Vrouwen;65 tot 80 jaar;6;Turkije;2004;30;0.68;3;92;0.63
8163;Vrouwen;65 tot 80 jaar;6;Turkije;2005;45;0.95;3;64;0.6
8164;Vrouwen;65 tot 80 jaar;6;Turkije;2006;50;0.96;4;79;0.76
8165;Vrouwen;65 tot 80 jaar;6;Turkije;2007;80;1.36;8;96;1.31
8166;Vrouwen;65 tot 80 jaar;6;Turkije;2008;115;1.8;17;149;2.69
8167;Vrouwen;65 tot 80 jaar;6;Turkije;2009;105;1.52;16;152;2.32
8168;Vrouwen;65 tot 80 jaar;6;Turkije;2010;105;1.35;18;175;2.37
8169;Vrouwen;65 tot 80 jaar;6;Suriname;2004;75;1.03;17;217;2.23
8170;Vrouwen;65 tot 80 jaar;6;Suriname;2005;80;1.02;16;203;2.07
8171;Vrouwen;65 tot 80 jaar;6;Suriname;2006;90;1.11;18;199;2.21
8172;Vrouwen;65 tot 80 jaar;6;Suriname;2007;105;1.23;15;139;1.71
8173;Vrouwen;65 tot 80 jaar;6;Suriname;2008;125;1.41;20;158;2.23
8174;Vrouwen;65 tot 80 jaar;6;Suriname;2009;115;1.19;18;155;1.85
8175;Vrouwen;65 tot 80 jaar;6;Suriname;2010;105;1.02;19;182;1.86
8176;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2004;20;1.25;3;132;1.65
8177;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2005;20;1.13;3;143;1.62
8178;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2006;30;1.48;4;137;2.02
8179;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2007;35;1.72;4;101;1.74
8180;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2008;30;1.35;5;174;2.36
8181;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2009;25;1.05;4;148;1.54
8182;Vrouwen;65 tot 80 jaar;6;Nederlandse Antillen en Aruba;2010;35;1.29;5;146;1.87
8183;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2004;45;0.97;6;127;1.23
8184;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2005;40;0.82;4;97;0.79
8185;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2006;45;0.88;5;109;0.96
8186;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2007;70;1.3;8;114;1.48
8187;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2008;80;1.31;8;96;1.27
8188;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2009;65;1.01;10;145;1.47
8189;Vrouwen;65 tot 80 jaar;6;Overige niet-westers;2010;85;1.16;12;142;1.65
8190;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2004;32055;3.38;8208;256;8.64
8191;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2005;31440;3.28;8568;272;8.93
8192;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2006;30815;3.19;9016;293;9.33
8193;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2007;25805;2.64;7917;307;8.1
8194;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2008;21125;2.13;6630;314;6.67
8195;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2009;17850;1.76;5679;318;5.6
8196;Vrouwen;65 tot 80 jaar;7;Totaal herkomstgroeperingen;2010;16025;1.56;5120;319;4.97
8197;Vrouwen;65 tot 80 jaar;7;Autochtoon;2004;28355;3.4;7223;255;8.65
8198;Vrouwen;65 tot 80 jaar;7;Autochtoon;2005;27875;3.32;7544;271;8.98
8199;Vrouwen;65 tot 80 jaar;7;Autochtoon;2006;27145;3.22;7859;290;9.31
8200;Vrouwen;65 tot 80 jaar;7;Autochtoon;2007;22580;2.65;6897;305;8.1
8201;Vrouwen;65 tot 80 jaar;7;Autochtoon;2008;18345;2.12;5730;312;6.63
8202;Vrouwen;65 tot 80 jaar;7;Autochtoon;2009;15490;1.76;4897;316;5.55
8203;Vrouwen;65 tot 80 jaar;7;Autochtoon;2010;13850;1.55;4393;317;4.92
8204;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2004;3700;3.23;985;266;8.58
8205;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2005;3565;3.0;1024;287;8.61
8206;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2006;3670;3.0;1158;315;9.46
8207;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2007;3230;2.56;1020;316;8.08
8208;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2008;2785;2.15;900;323;6.94
8209;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2009;2360;1.77;782;331;5.86
8210;Vrouwen;65 tot 80 jaar;7;Totaal allochtoon;2010;2175;1.58;727;334;5.29
8211;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2004;3005;3.21;794;264;8.49
8212;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2005;2945;3.08;828;281;8.65
8213;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2006;2915;2.99;906;311;9.28
8214;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2007;2470;2.48;767;311;7.71
8215;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2008;2115;2.09;678;321;6.71
8216;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2009;1820;1.78;586;322;5.72
8217;Vrouwen;65 tot 80 jaar;7;Westerse allochtoon;2010;1650;1.59;526;319;5.08
8218;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2004;695;3.28;190;274;9.0
8219;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2005;620;2.68;195;315;8.43
8220;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2006;755;3.05;252;334;10.19
8221;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2007;760;2.84;252;333;9.45
8222;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2008;670;2.33;222;331;7.71
8223;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2009;540;1.75;196;363;6.34
8224;Vrouwen;65 tot 80 jaar;7;Totaal Niet-westerse allochtoon;2010;525;1.56;201;382;5.96
8225;Vrouwen;65 tot 80 jaar;7;Marokko;2004;35;1.12;6;183;2.05
8226;Vrouwen;65 tot 80 jaar;7;Marokko;2005;35;0.95;12;324;3.09
8227;Vrouwen;65 tot 80 jaar;7;Marokko;2006;85;2.01;34;411;8.26
8228;Vrouwen;65 tot 80 jaar;7;Marokko;2007;100;2.11;45;460;9.7
8229;Vrouwen;65 tot 80 jaar;7;Marokko;2008;80;1.63;38;473;7.69
8230;Vrouwen;65 tot 80 jaar;7;Marokko;2009;75;1.44;37;479;6.89
8231;Vrouwen;65 tot 80 jaar;7;Marokko;2010;70;1.24;35;506;6.26
8232;Vrouwen;65 tot 80 jaar;7;Turkije;2004;75;1.85;16;212;3.91
8233;Vrouwen;65 tot 80 jaar;7;Turkije;2005;85;1.77;20;235;4.16
8234;Vrouwen;65 tot 80 jaar;7;Turkije;2006;115;2.22;33;289;6.4
8235;Vrouwen;65 tot 80 jaar;7;Turkije;2007;115;2.0;34;293;5.85
8236;Vrouwen;65 tot 80 jaar;7;Turkije;2008;110;1.76;28;251;4.41
8237;Vrouwen;65 tot 80 jaar;7;Turkije;2009;85;1.25;25;291;3.64
8238;Vrouwen;65 tot 80 jaar;7;Turkije;2010;90;1.21;29;314;3.8
8239;Vrouwen;65 tot 80 jaar;7;Suriname;2004;420;5.6;130;310;17.36
8240;Vrouwen;65 tot 80 jaar;7;Suriname;2005;355;4.59;124;347;15.9
8241;Vrouwen;65 tot 80 jaar;7;Suriname;2006;385;4.72;138;358;16.92
8242;Vrouwen;65 tot 80 jaar;7;Suriname;2007;400;4.64;132;330;15.3
8243;Vrouwen;65 tot 80 jaar;7;Suriname;2008;335;3.69;115;346;12.76
8244;Vrouwen;65 tot 80 jaar;7;Suriname;2009;255;2.68;99;385;10.32
8245;Vrouwen;65 tot 80 jaar;7;Suriname;2010;225;2.17;95;428;9.28
8246;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2004;55;3.01;11;217;6.52
8247;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2005;45;2.32;12;281;6.52
8248;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2006;65;3.36;16;236;7.94
8249;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2007;65;3.06;18;279;8.54
8250;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2008;55;2.45;18;325;7.96
8251;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2009;50;2.01;18;359;7.21
8252;Vrouwen;65 tot 80 jaar;7;Nederlandse Antillen en Aruba;2010;60;2.18;19;309;6.73
8253;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2004;110;2.35;26;238;5.57
8254;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2005;100;2.0;28;280;5.6
8255;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2006;105;1.97;30;294;5.8
8256;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2007;80;1.44;23;293;4.22
8257;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2008;90;1.44;22;252;3.63
8258;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2009;70;1.07;18;251;2.68
8259;Vrouwen;65 tot 80 jaar;7;Overige niet-westers;2010;80;1.08;22;279;3.01
8260;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2004;133860;14.09;12341;92;12.99
8261;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2005;131295;13.69;14940;114;15.57
8262;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2006;131165;13.57;15593;119;16.13
8263;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2007;124365;12.72;15152;122;15.5
8264;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2008;121840;12.26;14995;123;15.08
8265;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2009;120240;11.85;15263;127;15.04
8266;Vrouwen;65 tot 80 jaar;8;Totaal herkomstgroeperingen;2010;116495;11.31;14989;129;14.55
8267;Vrouwen;65 tot 80 jaar;8;Autochtoon;2004;117800;14.11;10851;92;12.99
8268;Vrouwen;65 tot 80 jaar;8;Autochtoon;2005;114965;13.68;13069;114;15.55
8269;Vrouwen;65 tot 80 jaar;8;Autochtoon;2006;114410;13.55;13571;119;16.08
8270;Vrouwen;65 tot 80 jaar;8;Autochtoon;2007;108095;12.7;13162;122;15.46
8271;Vrouwen;65 tot 80 jaar;8;Autochtoon;2008;105395;12.19;12984;123;15.02
8272;Vrouwen;65 tot 80 jaar;8;Autochtoon;2009;103560;11.75;13163;127;14.93
8273;Vrouwen;65 tot 80 jaar;8;Autochtoon;2010;99620;11.16;12838;129;14.38
8274;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2004;16055;14.0;1489;93;12.98
8275;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2005;16330;13.73;1871;115;15.73
8276;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2006;16760;13.7;2022;121;16.53
8277;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2007;16275;12.89;1989;122;15.76
8278;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2008;16445;12.68;2011;122;15.5
8279;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2009;16680;12.5;2100;126;15.74
8280;Vrouwen;65 tot 80 jaar;8;Totaal allochtoon;2010;16875;12.29;2151;127;15.66
8281;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2004;13000;13.89;1207;93;12.9
8282;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2005;13055;13.63;1495;114;15.61
8283;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2006;13070;13.39;1585;121;16.23
8284;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2007;12435;12.5;1534;123;15.42
8285;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2008;12370;12.25;1547;125;15.32
8286;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2009;12360;12.06;1587;128;15.49
8287;Vrouwen;65 tot 80 jaar;8;Westerse allochtoon;2010;12115;11.69;1569;130;15.14
8288;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2004;3055;14.46;282;92;13.37
8289;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2005;3275;14.14;376;115;16.23
8290;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2006;3685;14.93;437;119;17.7
8291;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2007;3840;14.36;455;119;17.03
8292;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2008;4075;14.16;464;114;16.14
8293;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2009;4320;13.95;513;119;16.56
8294;Vrouwen;65 tot 80 jaar;8;Totaal Niet-westerse allochtoon;2010;4765;14.15;582;122;17.29
8295;Vrouwen;65 tot 80 jaar;8;Marokko;2004;100;3.26;5;53;1.72
8296;Vrouwen;65 tot 80 jaar;8;Marokko;2005;130;3.49;13;97;3.4
8297;Vrouwen;65 tot 80 jaar;8;Marokko;2006;235;5.74;27;113;6.51
8298;Vrouwen;65 tot 80 jaar;8;Marokko;2007;270;5.85;34;126;7.35
8299;Vrouwen;65 tot 80 jaar;8;Marokko;2008;300;6.0;33;111;6.63
8300;Vrouwen;65 tot 80 jaar;8;Marokko;2009;355;6.61;47;132;8.7
8301;Vrouwen;65 tot 80 jaar;8;Marokko;2010;390;6.93;53;136;9.39
8302;Vrouwen;65 tot 80 jaar;8;Turkije;2004;385;9.42;27;70;6.61
8303;Vrouwen;65 tot 80 jaar;8;Turkije;2005;435;9.2;41;94;8.63
8304;Vrouwen;65 tot 80 jaar;8;Turkije;2006;510;9.83;53;103;10.17
8305;Vrouwen;65 tot 80 jaar;8;Turkije;2007;570;9.84;61;106;10.46
8306;Vrouwen;65 tot 80 jaar;8;Turkije;2008;635;9.97;60;94;9.4
8307;Vrouwen;65 tot 80 jaar;8;Turkije;2009;660;9.48;68;104;9.82
8308;Vrouwen;65 tot 80 jaar;8;Turkije;2010;845;11.1;88;104;11.58
8309;Vrouwen;65 tot 80 jaar;8;Suriname;2004;1900;25.32;196;103;26.2
8310;Vrouwen;65 tot 80 jaar;8;Suriname;2005;1970;25.34;247;125;31.74
8311;Vrouwen;65 tot 80 jaar;8;Suriname;2006;2115;25.89;273;129;33.39
8312;Vrouwen;65 tot 80 jaar;8;Suriname;2007;2175;25.17;275;126;31.79
8313;Vrouwen;65 tot 80 jaar;8;Suriname;2008;2205;24.44;273;124;30.23
8314;Vrouwen;65 tot 80 jaar;8;Suriname;2009;2260;23.7;286;126;29.96
8315;Vrouwen;65 tot 80 jaar;8;Suriname;2010;2330;22.68;309;132;30.05
8316;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2004;200;11.36;15;77;8.7
8317;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2005;225;12.21;22;97;11.83
8318;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2006;265;13.59;27;102;13.9
8319;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2007;255;12.09;27;107;12.92
8320;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2008;275;12.02;30;107;12.91
8321;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2009;300;11.98;33;111;13.27
8322;Vrouwen;65 tot 80 jaar;8;Nederlandse Antillen en Aruba;2010;355;12.72;39;109;13.86
8323;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2004;475;10.0;38;81;8.11
8324;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2005;510;10.19;53;105;10.65
8325;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2006;555;10.62;57;102;10.88
8326;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2007;570;10.25;59;103;10.58
8327;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2008;660;10.8;69;105;11.3
8328;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2009;750;11.3;79;106;11.93
8329;Vrouwen;65 tot 80 jaar;8;Overige niet-westers;2010;840;11.46;93;111;12.7
8330;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2004;89495;9.42;7648;85;8.05
8331;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2005;68125;7.1;5389;79;5.62
8332;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2006;64090;6.63;5395;84;5.58
8333;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2007;64820;6.63;5596;86;5.73
8334;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2008;66900;6.73;6094;91;6.13
8335;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2009;67595;6.66;6346;94;6.25
8336;Vrouwen;65 tot 80 jaar;9;Totaal herkomstgroeperingen;2010;69745;6.77;6684;96;6.49
8337;Vrouwen;65 tot 80 jaar;9;Autochtoon;2004;78585;9.41;6779;86;8.12
8338;Vrouwen;65 tot 80 jaar;9;Autochtoon;2005;60220;7.17;4779;79;5.69
8339;Vrouwen;65 tot 80 jaar;9;Autochtoon;2006;56520;6.7;4736;84;5.61
8340;Vrouwen;65 tot 80 jaar;9;Autochtoon;2007;56895;6.68;4897;86;5.75
8341;Vrouwen;65 tot 80 jaar;9;Autochtoon;2008;58425;6.76;5283;90;6.11
8342;Vrouwen;65 tot 80 jaar;9;Autochtoon;2009;58900;6.68;5475;93;6.21
8343;Vrouwen;65 tot 80 jaar;9;Autochtoon;2010;60520;6.78;5719;95;6.4
8344;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2004;10905;9.51;869;80;7.57
8345;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2005;7905;6.65;610;77;5.13
8346;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2006;7570;6.19;659;87;5.38
8347;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2007;7925;6.28;699;88;5.54
8348;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2008;8470;6.53;811;96;6.25
8349;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2009;8695;6.52;871;100;6.53
8350;Vrouwen;65 tot 80 jaar;9;Totaal allochtoon;2010;9230;6.72;965;105;7.03
8351;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2004;8670;9.27;715;82;7.64
8352;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2005;6475;6.76;505;78;5.27
8353;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2006;6100;6.24;520;85;5.32
8354;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2007;6285;6.32;536;85;5.38
8355;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2008;6580;6.52;604;92;5.98
8356;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2009;6695;6.54;637;95;6.22
8357;Vrouwen;65 tot 80 jaar;9;Westerse allochtoon;2010;6970;6.72;673;97;6.49
8358;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2004;2235;10.58;154;69;7.28
8359;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2005;1430;6.18;105;73;4.52
8360;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2006;1475;5.97;139;94;5.62
8361;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2007;1640;6.13;163;100;6.1
8362;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2008;1890;6.58;207;109;7.18
8363;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2009;2000;6.45;234;117;7.55
8364;Vrouwen;65 tot 80 jaar;9;Totaal Niet-westerse allochtoon;2010;2260;6.71;292;129;8.69
8365;Vrouwen;65 tot 80 jaar;9;Marokko;2004;110;3.65;5;42;1.54
8366;Vrouwen;65 tot 80 jaar;9;Marokko;2005;100;2.64;8;83;2.2
8367;Vrouwen;65 tot 80 jaar;9;Marokko;2006;190;4.63;23;122;5.63
8368;Vrouwen;65 tot 80 jaar;9;Marokko;2007;265;5.68;40;152;8.61
8369;Vrouwen;65 tot 80 jaar;9;Marokko;2008;305;6.16;49;159;9.8
8370;Vrouwen;65 tot 80 jaar;9;Marokko;2009;345;6.48;58;168;10.89
8371;Vrouwen;65 tot 80 jaar;9;Marokko;2010;400;7.03;71;179;12.61
8372;Vrouwen;65 tot 80 jaar;9;Turkije;2004;295;7.2;15;50;3.61
8373;Vrouwen;65 tot 80 jaar;9;Turkije;2005;220;4.66;11;48;2.23
8374;Vrouwen;65 tot 80 jaar;9;Turkije;2006;240;4.59;18;74;3.41
8375;Vrouwen;65 tot 80 jaar;9;Turkije;2007;290;5.03;22;76;3.8
8376;Vrouwen;65 tot 80 jaar;9;Turkije;2008;380;5.96;36;94;5.61
8377;Vrouwen;65 tot 80 jaar;9;Turkije;2009;415;5.94;41;100;5.95
8378;Vrouwen;65 tot 80 jaar;9;Turkije;2010;470;6.19;54;115;7.09
8379;Vrouwen;65 tot 80 jaar;9;Suriname;2004;1325;17.69;101;76;13.45
8380;Vrouwen;65 tot 80 jaar;9;Suriname;2005;730;9.39;61;83;7.79
8381;Vrouwen;65 tot 80 jaar;9;Suriname;2006;685;8.36;71;104;8.71
8382;Vrouwen;65 tot 80 jaar;9;Suriname;2007;700;8.13;71;101;8.22
8383;Vrouwen;65 tot 80 jaar;9;Suriname;2008;760;8.42;84;110;9.3
