ID;HarmonizedSystem;Periods;BalassaIndex_1;ShareOfChapterInTotalExports_2;ExportsOfDutchProducts_3;ReExports_4
782;30 Pharmaceutical products;1998;0.7;1.7;;
783;30 Pharmaceutical products;1999;0.6;1.8;;
784;30 Pharmaceutical products;2000;0.7;2.0;;
785;30 Pharmaceutical products;2001;0.6;2.3;;
786;30 Pharmaceutical products;2002;0.6;2.8;48.5;51.5
787;30 Pharmaceutical products;2003;0.6;3.0;45.5;54.5
788;30 Pharmaceutical products;2004;0.6;3.1;41.3;58.7
789;30 Pharmaceutical products;2005;0.6;3.1;39.4;60.6
790;30 Pharmaceutical products;2006;0.6;3.1;35.8;64.2
791;30 Pharmaceutical products;2007;0.6;3.4;31.5;68.5
792;30 Pharmaceutical products;2008;0.9;4.6;34.6;65.4
793;30 Pharmaceutical products;2009;0.9;6.2;27.5;72.5
794;30 Pharmaceutical products;2010;0.8;5.6;44.0;56.0
795;30 Pharmaceutical products;2011;0.7;4.3;32.0;68.0
796;30 Pharmaceutical products;2012;0.7;4.2;26.4;73.6
797;30 Pharmaceutical products;2013;0.7;4.0;22.5;77.5
798;30 Pharmaceutical products;2014;0.7;4.6;24.8;75.2
799;30 Pharmaceutical products;2015;0.8;5.6;35.6;64.4
800;30 Pharmaceutical products;2016;0.7;5.0;31.0;69.0
801;30 Pharmaceutical products;2017;0.8;4.9;38.5;61.5
802;30 Pharmaceutical products;2018;0.8;4.8;39.7;60.3
803;30 Pharmaceutical products;2019;0.8;5.2;41.1;58.9
804;30 Pharmaceutical products;2020;0.8;6.2;37.0;63.0
805;30 Pharmaceutical products;2021;0.7;5.3;37.8;62.2
806;31 Fertilisers;1996;3.1;0.5;;
807;31 Fertilisers;1997;2.9;0.5;;
808;31 Fertilisers;1998;2.5;0.4;;
809;31 Fertilisers;1999;2.7;0.4;;
810;31 Fertilisers;2000;2.8;0.4;;
811;31 Fertilisers;2001;2.7;0.4;;
812;31 Fertilisers;2002;2.7;0.3;84.7;15.3
813;31 Fertilisers;2003;3.0;0.4;80.7;19.3
814;31 Fertilisers;2004;3.2;0.4;85.3;14.7
815;31 Fertilisers;2005;2.8;0.4;83.5;16.5
816;31 Fertilisers;2006;2.9;0.4;82.5;17.5
817;31 Fertilisers;2007;2.9;0.4;81.6;18.4
818;31 Fertilisers;2008;2.5;0.6;83.1;16.9
819;31 Fertilisers;2009;2.3;0.4;84.4;15.6
820;31 Fertilisers;2010;2.1;0.4;81.9;18.1
821;31 Fertilisers;2011;2.2;0.5;83.5;16.5
822;31 Fertilisers;2012;2.4;0.5;79.9;20.1
823;31 Fertilisers;2013;2.4;0.5;79.3;20.7
824;31 Fertilisers;2014;2.5;0.5;74.9;25.1
825;31 Fertilisers;2015;2.5;0.5;74.8;25.2
826;31 Fertilisers;2016;2.5;0.4;74.3;25.7
827;31 Fertilisers;2017;2.0;0.4;76.9;23.1
828;31 Fertilisers;2018;1.7;0.3;81.5;18.5
829;31 Fertilisers;2019;1.9;0.4;84.2;15.8
830;31 Fertilisers;2020;1.7;0.4;84.2;15.8
831;31 Fertilisers;2021;1.7;0.4;87.3;12.7
832;"32 Tanning or dyeing extracts; tannin...";1996;1.2;1.1;;
833;"32 Tanning or dyeing extracts; tannin...";1997;1.2;1.1;;
834;"32 Tanning or dyeing extracts; tannin...";1998;1.2;1.0;;
835;"32 Tanning or dyeing extracts; tannin...";1999;1.2;1.0;;
836;"32 Tanning or dyeing extracts; tannin...";2000;1.1;0.9;;
837;"32 Tanning or dyeing extracts; tannin...";2001;1.1;0.9;;
838;"32 Tanning or dyeing extracts; tannin...";2002;1.1;0.9;63.7;36.3
839;"32 Tanning or dyeing extracts; tannin...";2003;1.1;0.9;64.2;35.8
840;"32 Tanning or dyeing extracts; tannin...";2004;1.0;0.8;63.1;36.9
841;"32 Tanning or dyeing extracts; tannin...";2005;1.0;0.8;62.3;37.7
842;"32 Tanning or dyeing extracts; tannin...";2006;1.0;0.8;61.7;38.3
843;"32 Tanning or dyeing extracts; tannin...";2007;1.0;0.7;56.6;43.4
844;"32 Tanning or dyeing extracts; tannin...";2008;1.0;0.7;52.8;47.2
845;"32 Tanning or dyeing extracts; tannin...";2009;1.1;0.9;50.1;49.9
846;"32 Tanning or dyeing extracts; tannin...";2010;1.0;0.8;56.5;43.5
847;"32 Tanning or dyeing extracts; tannin...";2011;0.9;0.7;56.9;43.1
848;"32 Tanning or dyeing extracts; tannin...";2012;1.0;0.7;57.4;42.6
849;"32 Tanning or dyeing extracts; tannin...";2013;1.0;0.8;53.2;46.8
850;"32 Tanning or dyeing extracts; tannin...";2014;1.0;0.8;57.4;42.6
851;"32 Tanning or dyeing extracts; tannin...";2015;1.0;0.8;62.7;37.3
852;"32 Tanning or dyeing extracts; tannin...";2016;1.0;0.8;58.3;41.7
853;"32 Tanning or dyeing extracts; tannin...";2017;1.1;0.8;58.4;41.6
854;"32 Tanning or dyeing extracts; tannin...";2018;1.1;0.8;57.1;42.9
855;"32 Tanning or dyeing extracts; tannin...";2019;1.2;0.8;56.1;43.9
856;"32 Tanning or dyeing extracts; tannin...";2020;1.2;0.8;49.3;50.7
857;"32 Tanning or dyeing extracts; tannin...";2021;1.2;0.8;54.2;45.8
858;"33 Essential oils and resinoids; perf...";1996;0.5;0.5;;
859;"33 Essential oils and resinoids; perf...";1997;0.5;0.5;;
860;"33 Essential oils and resinoids; perf...";1998;0.5;0.5;;
861;"33 Essential oils and resinoids; perf...";1999;0.5;0.5;;
862;"33 Essential oils and resinoids; perf...";2000;0.5;0.5;;
863;"33 Essential oils and resinoids; perf...";2001;0.5;0.5;;
864;"33 Essential oils and resinoids; perf...";2002;0.6;0.6;69.5;30.5
865;"33 Essential oils and resinoids; perf...";2003;0.6;0.6;66.7;33.3
866;"33 Essential oils and resinoids; perf...";2004;0.6;0.6;57.9;42.1
867;"33 Essential oils and resinoids; perf...";2005;0.5;0.6;51.0;49.0
868;"33 Essential oils and resinoids; perf...";2006;0.5;0.5;52.9;47.1
869;"33 Essential oils and resinoids; perf...";2007;0.4;0.5;50.1;49.9
870;"33 Essential oils and resinoids; perf...";2008;0.4;0.5;49.9;50.1
871;"33 Essential oils and resinoids; perf...";2009;0.4;0.5;52.7;47.3
872;"33 Essential oils and resinoids; perf...";2010;0.4;0.5;52.6;47.4
873;"33 Essential oils and resinoids; perf...";2011;0.4;0.5;63.3;36.7
874;"33 Essential oils and resinoids; perf...";2012;0.4;0.5;59.5;40.5
875;"33 Essential oils and resinoids; perf...";2013;0.5;0.6;59.4;40.6
876;"33 Essential oils and resinoids; perf...";2014;0.5;0.6;60.1;39.9
877;"33 Essential oils and resinoids; perf...";2015;0.5;0.7;62.3;37.7
878;"33 Essential oils and resinoids; perf...";2016;0.6;0.7;65.5;34.5
879;"33 Essential oils and resinoids; perf...";2017;0.6;0.7;65.8;34.2
880;"33 Essential oils and resinoids; perf...";2018;0.5;0.7;62.1;37.9
881;"33 Essential oils and resinoids; perf...";2019;0.6;0.7;62.2;37.8
882;"33 Essential oils and resinoids; perf...";2020;0.6;0.8;65.3;34.7
883;"33 Essential oils and resinoids; perf...";2021;0.6;0.8;67.4;32.6
884;34 Soap, organic surface-active agent...;1996;1.2;0.5;;
885;34 Soap, organic surface-active agent...;1997;1.1;0.5;;
886;34 Soap, organic surface-active agent...;1998;1.1;0.5;;
887;34 Soap, organic surface-active agent...;1999;1.1;0.5;;
888;34 Soap, organic surface-active agent...;2000;1.1;0.5;;
889;34 Soap, organic surface-active agent...;2001;1.1;0.5;;
890;34 Soap, organic surface-active agent...;2002;1.1;0.5;70.8;29.2
891;34 Soap, organic surface-active agent...;2003;1.1;0.5;73.8;26.2
892;34 Soap, organic surface-active agent...;2004;1.1;0.5;74.2;25.8
893;34 Soap, organic surface-active agent...;2005;1.1;0.5;76.1;23.9
894;34 Soap, organic surface-active agent...;2006;1.0;0.5;75.8;24.2
895;34 Soap, organic surface-active agent...;2007;1.0;0.5;73.0;27.0
896;34 Soap, organic surface-active agent...;2008;1.0;0.5;69.6;30.4
897;34 Soap, organic surface-active agent...;2009;0.9;0.5;67.8;32.2
898;34 Soap, organic surface-active agent...;2010;1.0;0.5;65.6;34.4
899;34 Soap, organic surface-active agent...;2011;1.1;0.5;71.1;28.9
900;34 Soap, organic surface-active agent...;2012;1.1;0.5;64.7;35.3
901;34 Soap, organic surface-active agent...;2013;1.1;0.5;65.5;34.5
902;34 Soap, organic surface-active agent...;2014;1.0;0.5;66.3;33.7
903;34 Soap, organic surface-active agent...;2015;1.1;0.6;75.5;24.5
904;34 Soap, organic surface-active agent...;2016;1.1;0.6;74.7;25.3
905;34 Soap, organic surface-active agent...;2017;1.1;0.6;76.0;24.0
906;34 Soap, organic surface-active agent...;2018;1.0;0.5;73.9;26.1
907;34 Soap, organic surface-active agent...;2019;1.0;0.5;72.6;27.4
908;34 Soap, organic surface-active agent...;2020;1.0;0.6;73.4;26.6
909;34 Soap, organic surface-active agent...;2021;0.9;0.5;72.7;27.3
910;"35 Albuminoidal substances; modified ...";1996;2.1;0.5;;
911;"35 Albuminoidal substances; modified ...";1997;2.2;0.5;;
912;"35 Albuminoidal substances; modified ...";1998;2.1;0.5;;
913;"35 Albuminoidal substances; modified ...";1999;2.0;0.5;;
914;"35 Albuminoidal substances; modified ...";2000;2.1;0.5;;
915;"35 Albuminoidal substances; modified ...";2001;2.0;0.5;;
916;"35 Albuminoidal substances; modified ...";2002;2.1;0.5;74.9;25.1
917;"35 Albuminoidal substances; modified ...";2003;1.9;0.5;75.5;24.5
918;"35 Albuminoidal substances; modified ...";2004;1.9;0.4;74.3;25.7
919;"35 Albuminoidal substances; modified ...";2005;1.7;0.4;74.8;25.2
920;"35 Albuminoidal substances; modified ...";2006;1.8;0.4;75.5;24.5
921;"35 Albuminoidal substances; modified ...";2007;1.7;0.4;70.8;29.2
922;"35 Albuminoidal substances; modified ...";2008;1.4;0.3;79.9;20.1
923;"35 Albuminoidal substances; modified ...";2009;1.4;0.4;78.3;21.7
924;"35 Albuminoidal substances; modified ...";2010;1.4;0.3;81.6;18.4
925;"35 Albuminoidal substances; modified ...";2011;1.5;0.3;80.1;19.9
926;"35 Albuminoidal substances; modified ...";2012;1.4;0.4;80.3;19.7
927;"35 Albuminoidal substances; modified ...";2013;1.6;0.4;79.3;20.7
928;"35 Albuminoidal substances; modified ...";2014;1.5;0.4;78.4;21.6
929;"35 Albuminoidal substances; modified ...";2015;1.6;0.4;77.2;22.8
930;"35 Albuminoidal substances; modified ...";2016;1.7;0.4;74.4;25.6
931;"35 Albuminoidal substances; modified ...";2017;1.8;0.4;72.2;27.8
932;"35 Albuminoidal substances; modified ...";2018;1.8;0.4;69.2;30.8
933;"35 Albuminoidal substances; modified ...";2019;1.9;0.4;68.4;31.6
934;"35 Albuminoidal substances; modified ...";2020;1.9;0.5;68.0;32.0
935;"35 Albuminoidal substances; modified ...";2021;1.7;0.5;71.2;28.8
936;"36 Explosives; pyrotechnic products; ...";1996;0.5;0.0;;
937;"36 Explosives; pyrotechnic products; ...";1997;0.5;0.0;;
938;"36 Explosives; pyrotechnic products; ...";1998;0.5;0.0;;
939;"36 Explosives; pyrotechnic products; ...";1999;0.6;0.0;;
940;"36 Explosives; pyrotechnic products; ...";2000;0.9;0.0;;
941;"36 Explosives; pyrotechnic products; ...";2001;1.1;0.0;;
942;"36 Explosives; pyrotechnic products; ...";2002;1.3;0.0;78.8;21.2
943;"36 Explosives; pyrotechnic products; ...";2003;1.1;0.0;68.7;31.3
944;"36 Explosives; pyrotechnic products; ...";2004;0.8;0.0;52.0;48.0
945;"36 Explosives; pyrotechnic products; ...";2005;0.8;0.0;52.5;47.5
946;"36 Explosives; pyrotechnic products; ...";2006;0.6;0.0;61.3;38.7
947;"36 Explosives; pyrotechnic products; ...";2007;0.6;0.0;64.1;35.9
948;"36 Explosives; pyrotechnic products; ...";2008;0.7;0.0;54.8;45.2
949;"36 Explosives; pyrotechnic products; ...";2009;0.7;0.0;53.9;46.1
950;"36 Explosives; pyrotechnic products; ...";2010;0.7;0.0;57.3;42.7
951;"36 Explosives; pyrotechnic products; ...";2011;0.6;0.0;48.4;51.6
952;"36 Explosives; pyrotechnic products; ...";2012;0.6;0.0;57.8;42.2
953;"36 Explosives; pyrotechnic products; ...";2013;0.7;0.0;58.7;41.3
954;"36 Explosives; pyrotechnic products; ...";2014;0.9;0.0;63.8;36.2
955;"36 Explosives; pyrotechnic products; ...";2015;0.4;0.0;82.0;18.0
956;"36 Explosives; pyrotechnic products; ...";2016;0.4;0.0;79.3;20.7
957;"36 Explosives; pyrotechnic products; ...";2017;0.3;0.0;78.2;21.8
958;"36 Explosives; pyrotechnic products; ...";2018;0.4;0.0;80.8;19.2
959;"36 Explosives; pyrotechnic products; ...";2019;0.5;0.0;62.7;37.3
960;"36 Explosives; pyrotechnic products; ...";2020;0.5;0.0;67.7;32.3
961;"36 Explosives; pyrotechnic products; ...";2021;0.5;0.0;71.4;28.6
962;37 Photographic or cinematographic goods;1996;2.1;0.8;;
963;37 Photographic or cinematographic goods;1997;2.1;0.8;;
964;37 Photographic or cinematographic goods;1998;2.2;0.8;;
965;37 Photographic or cinematographic goods;1999;1.9;0.7;;
966;37 Photographic or cinematographic goods;2000;1.8;0.6;;
967;37 Photographic or cinematographic goods;2001;1.9;0.6;;
968;37 Photographic or cinematographic goods;2002;2.2;0.6;69.8;30.2
969;37 Photographic or cinematographic goods;2003;2.0;0.6;67.0;33.0
970;37 Photographic or cinematographic goods;2004;2.0;0.5;62.6;37.4
971;37 Photographic or cinematographic goods;2005;2.1;0.5;53.1;46.9
972;37 Photographic or cinematographic goods;2006;1.8;0.4;59.6;40.4
973;37 Photographic or cinematographic goods;2007;1.7;0.3;64.8;35.2
974;37 Photographic or cinematographic goods;2008;1.9;0.3;64.5;35.5
975;37 Photographic or cinematographic goods;2009;1.9;0.3;64.5;35.5
976;37 Photographic or cinematographic goods;2010;2.1;0.3;62.6;37.4
977;37 Photographic or cinematographic goods;2011;2.2;0.3;57.5;42.5
978;37 Photographic or cinematographic goods;2012;2.5;0.3;56.5;43.5
979;37 Photographic or cinematographic goods;2013;2.8;0.3;54.0;46.0
980;37 Photographic or cinematographic goods;2014;2.9;0.3;53.3;46.7
981;37 Photographic or cinematographic goods;2015;3.0;0.3;50.0;50.0
982;37 Photographic or cinematographic goods;2016;3.0;0.3;51.1;48.9
983;37 Photographic or cinematographic goods;2017;3.9;0.2;51.5;48.5
984;37 Photographic or cinematographic goods;2018;3.6;0.2;52.5;47.5
985;37 Photographic or cinematographic goods;2019;3.5;0.2;50.6;49.4
986;37 Photographic or cinematographic goods;2020;2.6;0.1;59.9;40.1
987;37 Photographic or cinematographic goods;2021;2.4;0.1;66.9;33.1
988;38 Miscellaneous chemical products;1996;1.0;1.4;;
989;38 Miscellaneous chemical products;1997;1.0;1.3;;
990;38 Miscellaneous chemical products;1998;1.0;1.3;;
991;38 Miscellaneous chemical products;1999;0.9;1.2;;
992;38 Miscellaneous chemical products;2000;1.0;1.2;;
993;38 Miscellaneous chemical products;2001;1.0;1.3;;
994;38 Miscellaneous chemical products;2002;1.0;1.4;66.7;33.3
995;38 Miscellaneous chemical products;2003;1.1;1.4;64.4;35.6
996;38 Miscellaneous chemical products;2004;1.1;1.4;65.0;35.0
997;38 Miscellaneous chemical products;2005;1.1;1.5;68.1;31.9
998;38 Miscellaneous chemical products;2006;1.1;1.5;70.1;29.9
999;38 Miscellaneous chemical products;2007;1.0;1.4;70.8;29.2
1000;38 Miscellaneous chemical products;2008;1.1;1.6;63.7;36.3
1001;38 Miscellaneous chemical products;2009;1.1;1.7;62.5;37.5
1002;38 Miscellaneous chemical products;2010;1.1;1.7;67.2;32.8
1003;38 Miscellaneous chemical products;2011;1.2;1.8;64.5;35.5
1004;38 Miscellaneous chemical products;2012;1.1;1.7;47.8;52.2
1005;38 Miscellaneous chemical products;2013;1.1;1.7;55.0;45.0
1006;38 Miscellaneous chemical products;2014;1.1;1.7;53.5;46.5
1007;38 Miscellaneous chemical products;2015;1.0;1.7;55.4;44.6
1008;38 Miscellaneous chemical products;2016;1.1;1.8;54.5;45.5
1009;38 Miscellaneous chemical products;2017;1.2;1.9;55.7;44.3
1010;38 Miscellaneous chemical products;2018;1.3;2.0;58.1;41.9
1011;38 Miscellaneous chemical products;2019;1.3;2.0;51.5;48.5
1012;38 Miscellaneous chemical products;2020;1.5;2.5;47.9;52.1
1013;38 Miscellaneous chemical products;2021;1.6;2.8;39.5;60.5
1014;39 Plastics and articles thereof;1996;1.6;6.0;;
1015;39 Plastics and articles thereof;1997;1.5;5.9;;
1016;39 Plastics and articles thereof;1998;1.5;5.6;;
1017;39 Plastics and articles thereof;1999;1.4;5.4;;
1018;39 Plastics and articles thereof;2000;1.4;5.2;;
1019;39 Plastics and articles thereof;2001;1.3;4.9;;
1020;39 Plastics and articles thereof;2002;1.4;5.1;80.3;19.7
1021;39 Plastics and articles thereof;2003;1.3;5.1;80.2;19.8
1022;39 Plastics and articles thereof;2004;1.3;5.2;80.8;19.2
1023;39 Plastics and articles thereof;2005;1.2;5.1;80.7;19.3
1024;39 Plastics and articles thereof;2006;1.2;4.9;81.1;18.9
1025;39 Plastics and articles thereof;2007;1.1;4.8;80.1;19.9
1026;39 Plastics and articles thereof;2008;1.1;4.4;78.2;21.8
1027;39 Plastics and articles thereof;2009;1.1;4.4;78.1;21.9
1028;39 Plastics and articles thereof;2010;1.0;4.4;78.9;21.1
1029;39 Plastics and articles thereof;2011;1.1;4.5;79.2;20.8
1030;39 Plastics and articles thereof;2012;1.1;4.4;79.7;20.3
1031;39 Plastics and articles thereof;2013;1.1;4.5;79.8;20.2
1032;39 Plastics and articles thereof;2014;1.1;4.6;79.8;20.2
1033;39 Plastics and articles thereof;2015;1.1;4.7;80.0;20.0
1034;39 Plastics and articles thereof;2016;1.1;4.6;78.6;21.4
1035;39 Plastics and articles thereof;2017;1.1;4.5;77.7;22.3
1036;39 Plastics and articles thereof;2018;1.1;4.4;76.0;24.0
1037;39 Plastics and articles thereof;2019;1.0;4.2;74.4;25.6
1038;39 Plastics and articles thereof;2020;1.0;4.3;74.6;25.4
1039;39 Plastics and articles thereof;2021;1.0;4.6;75.2;24.8
1040;40 Rubber and articles thereof;1996;0.9;1.0;;
1041;40 Rubber and articles thereof;1997;0.9;0.9;;
1042;40 Rubber and articles thereof;1998;0.8;0.9;;
1043;40 Rubber and articles thereof;1999;0.8;0.9;;
1044;40 Rubber and articles thereof;2000;0.8;0.8;;
1045;40 Rubber and articles thereof;2001;0.8;0.8;;
1046;40 Rubber and articles thereof;2002;0.9;0.8;44.4;55.6
1047;40 Rubber and articles thereof;2003;0.8;0.8;42.9;57.1
1048;40 Rubber and articles thereof;2004;0.8;0.8;41.1;58.9
1049;40 Rubber and articles thereof;2005;0.8;0.8;46.1;53.9
1050;40 Rubber and articles thereof;2006;0.7;0.8;44.6;55.4
1051;40 Rubber and articles thereof;2007;0.7;0.8;44.7;55.3
1052;40 Rubber and articles thereof;2008;0.7;0.7;40.7;59.3
1053;40 Rubber and articles thereof;2009;0.8;0.8;41.2;58.8
1054;40 Rubber and articles thereof;2010;0.7;0.9;35.7;64.3
1055;40 Rubber and articles thereof;2011;0.8;0.9;37.8;62.2
1056;40 Rubber and articles thereof;2012;0.7;0.8;40.1;59.9
1057;40 Rubber and articles thereof;2013;0.7;0.8;45.9;54.1
1058;40 Rubber and articles thereof;2014;0.8;0.8;39.9;60.1
1059;40 Rubber and articles thereof;2015;0.8;0.8;46.1;53.9
1060;40 Rubber and articles thereof;2016;0.8;0.9;46.0;54.0
1061;40 Rubber and articles thereof;2017;0.7;0.8;46.6;53.4
1062;40 Rubber and articles thereof;2018;0.7;0.8;48.6;51.4
1063;40 Rubber and articles thereof;2019;0.7;0.8;44.8;55.2
1064;40 Rubber and articles thereof;2020;0.7;0.8;44.8;55.2
1065;40 Rubber and articles thereof;2021;0.7;0.8;40.6;59.4
1066;41 Raw hides and skins (other than fu...;1996;0.7;0.3;;
1067;41 Raw hides and skins (other than fu...;1997;0.7;0.3;;
1068;41 Raw hides and skins (other than fu...;1998;0.6;0.2;;
1069;41 Raw hides and skins (other than fu...;1999;0.6;0.2;;
1070;41 Raw hides and skins (other than fu...;2000;0.5;0.2;;
1071;41 Raw hides and skins (other than fu...;2001;0.5;0.2;;
1072;41 Raw hides and skins (other than fu...;2002;0.5;0.2;59.6;40.4
1073;41 Raw hides and skins (other than fu...;2003;0.5;0.2;64.6;35.4
1074;41 Raw hides and skins (other than fu...;2004;0.5;0.1;61.2;38.8
1075;41 Raw hides and skins (other than fu...;2005;0.5;0.1;60.6;39.4
1076;41 Raw hides and skins (other than fu...;2006;0.5;0.1;56.8;43.2
1077;41 Raw hides and skins (other than fu...;2007;0.4;0.1;57.8;42.2
1078;41 Raw hides and skins (other than fu...;2008;0.4;0.1;57.5;42.5
1079;41 Raw hides and skins (other than fu...;2009;0.5;0.1;49.6;50.4
1080;41 Raw hides and skins (other than fu...;2010;0.4;0.1;48.2;51.8
1081;41 Raw hides and skins (other than fu...;2011;0.5;0.1;49.9;50.1
1082;41 Raw hides and skins (other than fu...;2012;0.5;0.1;61.6;38.4
1083;41 Raw hides and skins (other than fu...;2013;0.4;0.1;59.7;40.3
1084;41 Raw hides and skins (other than fu...;2014;0.5;0.1;62.0;38.0
1085;41 Raw hides and skins (other than fu...;2015;0.5;0.1;60.6;39.4
1086;41 Raw hides and skins (other than fu...;2016;0.5;0.1;55.2;44.8
1087;41 Raw hides and skins (other than fu...;2017;0.5;0.1;57.9;42.1
1088;41 Raw hides and skins (other than fu...;2018;0.4;0.1;62.6;37.4
1089;41 Raw hides and skins (other than fu...;2019;0.4;0.1;69.5;30.5
1090;41 Raw hides and skins (other than fu...;2020;0.4;0.1;69.0;31.0
1091;41 Raw hides and skins (other than fu...;2021;0.4;0.0;60.0;40.0
1092;"42 Articles of leather; saddlery and ...";1996;0.6;0.2;;
1093;"42 Articles of leather; saddlery and ...";1997;0.7;0.2;;
1094;"42 Articles of leather; saddlery and ...";1998;0.7;0.2;;
1095;"42 Articles of leather; saddlery and ...";1999;0.7;0.2;;
1096;"42 Articles of leather; saddlery and ...";2000;0.6;0.2;;
1097;"42 Articles of leather; saddlery and ...";2001;0.5;0.2;;
1098;"42 Articles of leather; saddlery and ...";2002;0.5;0.2;28.0;72.0
1099;"42 Articles of leather; saddlery and ...";2003;0.5;0.2;31.8;68.2
1100;"42 Articles of leather; saddlery and ...";2004;0.5;0.1;30.9;69.1
1101;"42 Articles of leather; saddlery and ...";2005;0.5;0.2;28.1;71.9
1102;"42 Articles of leather; saddlery and ...";2006;0.5;0.2;27.0;73.0
1103;"42 Articles of leather; saddlery and ...";2007;0.5;0.2;26.9;73.1
1104;"42 Articles of leather; saddlery and ...";2008;0.4;0.2;32.5;67.5
1105;"42 Articles of leather; saddlery and ...";2009;0.5;0.2;39.1;60.9
1106;"42 Articles of leather; saddlery and ...";2010;0.5;0.2;36.6;63.4
1107;"42 Articles of leather; saddlery and ...";2011;0.5;0.2;39.1;60.9
1108;"42 Articles of leather; saddlery and ...";2012;0.4;0.2;41.8;58.2
1109;"42 Articles of leather; saddlery and ...";2013;0.5;0.2;35.5;64.5
1110;"42 Articles of leather; saddlery and ...";2014;0.5;0.2;33.1;66.9
1111;"42 Articles of leather; saddlery and ...";2015;0.6;0.3;26.4;73.6
1112;"42 Articles of leather; saddlery and ...";2016;0.6;0.3;42.1;57.9
1113;"42 Articles of leather; saddlery and ...";2017;0.7;0.4;34.1;65.9
1114;"42 Articles of leather; saddlery and ...";2018;0.7;0.4;41.2;58.8
1115;"42 Articles of leather; saddlery and ...";2019;0.7;0.4;40.6;59.4
1116;"42 Articles of leather; saddlery and ...";2020;0.6;0.3;33.7;66.3
1117;"42 Articles of leather; saddlery and ...";2021;0.5;0.3;38.4;61.6
1118;"43 Furskins and artificial fur; manuf...";1996;0.2;0.0;;
1119;"43 Furskins and artificial fur; manuf...";1997;0.3;0.0;;
1120;"43 Furskins and artificial fur; manuf...";1998;0.2;0.0;;
1121;"43 Furskins and artificial fur; manuf...";1999;0.4;0.0;;
1122;"43 Furskins and artificial fur; manuf...";2000;0.4;0.0;;
1123;"43 Furskins and artificial fur; manuf...";2001;0.3;0.0;;
1124;"43 Furskins and artificial fur; manuf...";2002;0.5;0.0;56.8;43.2
1125;"43 Furskins and artificial fur; manuf...";2003;0.5;0.0;63.3;36.7
1126;"43 Furskins and artificial fur; manuf...";2004;0.5;0.0;74.8;25.2
1127;"43 Furskins and artificial fur; manuf...";2005;0.6;0.0;81.1;18.9
1128;"43 Furskins and artificial fur; manuf...";2006;0.5;0.0;79.6;20.4
1129;"43 Furskins and artificial fur; manuf...";2007;0.5;0.0;82.5;17.5
1130;"43 Furskins and artificial fur; manuf...";2008;0.6;0.0;78.7;21.3
1131;"43 Furskins and artificial fur; manuf...";2009;0.6;0.0;83.8;16.2
1132;"43 Furskins and artificial fur; manuf...";2010;0.4;0.0;67.7;32.3
1133;"43 Furskins and artificial fur; manuf...";2011;0.5;0.0;72.2;27.8
1134;"43 Furskins and artificial fur; manuf...";2012;0.5;0.0;77.0;23.0
1135;"43 Furskins and artificial fur; manuf...";2013;0.5;0.1;81.7;18.3
1136;"43 Furskins and artificial fur; manuf...";2014;0.6;0.1;89.0;11.0
1137;"43 Furskins and artificial fur; manuf...";2015;0.4;0.0;69.1;30.9
1138;"43 Furskins and artificial fur; manuf...";2016;0.5;0.0;66.6;33.4
1139;"43 Furskins and artificial fur; manuf...";2017;0.4;0.0;65.8;34.2
1140;"43 Furskins and artificial fur; manuf...";2018;0.4;0.0;71.5;28.5
1141;"43 Furskins and artificial fur; manuf...";2019;0.3;0.0;70.0;30.0
1142;"43 Furskins and artificial fur; manuf...";2020;0.3;0.0;69.4;30.6
1143;"43 Furskins and artificial fur; manuf...";2021;0.3;0.0;55.6;44.4
1144;"44 Wood and articles of wood; wood ch...";1996;0.5;0.5;;
1145;"44 Wood and articles of wood; wood ch...";1997;0.5;0.5;;
1146;"44 Wood and articles of wood; wood ch...";1998;0.5;0.4;;
1147;"44 Wood and articles of wood; wood ch...";1999;0.5;0.4;;
1148;"44 Wood and articles of wood; wood ch...";2000;0.4;0.4;;
1149;"44 Wood and articles of wood; wood ch...";2001;0.4;0.4;;
1150;"44 Wood and articles of wood; wood ch...";2002;0.4;0.3;51.8;48.2
1151;"44 Wood and articles of wood; wood ch...";2003;0.4;0.3;54.5;45.5
1152;"44 Wood and articles of wood; wood ch...";2004;0.4;0.4;51.8;48.2
1153;"44 Wood and articles of wood; wood ch...";2005;0.4;0.3;56.9;43.1
1154;"44 Wood and articles of wood; wood ch...";2006;0.4;0.3;55.9;44.1
1155;"44 Wood and articles of wood; wood ch...";2007;0.4;0.3;52.6;47.4
1156;"44 Wood and articles of wood; wood ch...";2008;0.3;0.3;47.8;52.2
1157;"44 Wood and articles of wood; wood ch...";2009;0.3;0.3;54.6;45.4
1158;"44 Wood and articles of wood; wood ch...";2010;0.3;0.2;58.7;41.3
1159;"44 Wood and articles of wood; wood ch...";2011;0.3;0.2;56.9;43.1
1160;"44 Wood and articles of wood; wood ch...";2012;0.3;0.2;57.9;42.1
1161;"44 Wood and articles of wood; wood ch...";2013;0.3;0.2;58.8;41.2
1162;"44 Wood and articles of wood; wood ch...";2014;0.4;0.3;60.7;39.3
1163;"44 Wood and articles of wood; wood ch...";2015;0.4;0.3;63.1;36.9
1164;"44 Wood and articles of wood; wood ch...";2016;0.4;0.3;62.4;37.6
1165;"44 Wood and articles of wood; wood ch...";2017;0.3;0.3;60.2;39.8
