ID;AantalVertrekken;AantalPersonenPerVertrek;MetOfZonderBedsteden;Regio;Woningen_1
5599;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 1001 - 2000 inw.;0
5600;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Overijssel, gem. 501 - 1000 inw.;0
5601;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 50001 - 100000 inw.;19
5602;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Apeldoorn;6
5603;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Arnhem;7
5604;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Nijmegen;6
5605;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 20001 - 50000 inw.;4
5606;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Ede;3
5607;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Rheden;1
5608;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 10001 - 20000 inw.;21
5609;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 5001 - 10000 inw.;18
5610;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 2001 - 5000 inw.;14
5611;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 1001 - 2000 inw.;9
5612;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 501 - 1000 inw.;0
5613;Woningen met 1 vertrek;Won. met meer dan 3 t/m 4 pers./vertrek;Woningen zonder bedsteden;Gelderland, gem. 500 en minder inw.;0
