ID;Multinationality;SIC2008;Periods;Production_1;AddedValue_2;ImportOfGoods_3;ImportsOfServices_4;DomesticExports_5;ReExports_6;ExportOfServices_7;ExportEarnings_8;LabourVolume_9;LabourVolumeForExports_10
1658;Small Dutch multinational;46 Wholesale trade (no motor vehicles);2021;9673.2;6157.2;198.5;749.2;2194.0;2665.8;467.7;4814.4;41.2;28.5
1659;Small Dutch multinational;47 Retail trade (not in motor vehicles);2015;527.3;329.7;12.2;31.9;50.8;7.3;25.5;59.7;5.0;0.9
1660;Small Dutch multinational;47 Retail trade (not in motor vehicles);2016;454.8;236.0;14.0;54.2;60.5;4.4;69.8;74.8;4.2;1.3
1661;Small Dutch multinational;47 Retail trade (not in motor vehicles);2017;444.4;240.4;13.0;44.6;58.8;5.0;26.6;53.3;3.4;0.7
1662;Small Dutch multinational;47 Retail trade (not in motor vehicles);2018;448.6;241.3;16.1;54.9;64.2;4.7;45.7;66.3;3.6;1.0
1663;Small Dutch multinational;47 Retail trade (not in motor vehicles);2019;707.6;397.1;18.0;44.9;55.5;8.6;49.0;71.6;5.5;1.0
1664;Small Dutch multinational;47 Retail trade (not in motor vehicles);2020;530.3;280.6;8.3;40.8;49.7;6.7;19.1;45.7;3.9;0.6
1665;Small Dutch multinational;47 Retail trade (not in motor vehicles);2021;637.8;356.9;11.7;43.0;66.4;8.5;24.4;64.0;4.5;0.8
1666;Small Dutch multinational;H Transportation and storage;2015;5572.4;1737.5;362.8;1011.4;218.8;212.2;3165.5;1544.8;17.2;14.4
1667;Small Dutch multinational;H Transportation and storage;2016;5903.6;1765.1;901.4;1070.8;265.3;261.8;2884.1;1528.0;18.6;15.2
1668;Small Dutch multinational;H Transportation and storage;2017;5884.7;1847.2;331.5;1157.4;247.1;251.9;3208.9;1615.5;18.1;15.0
1669;Small Dutch multinational;H Transportation and storage;2018;6192.1;1819.1;253.6;1479.6;251.2;256.2;3540.0;1560.4;17.7;14.4
1670;Small Dutch multinational;H Transportation and storage;2019;6012.5;1789.6;344.3;1422.4;210.6;234.8;3422.1;1560.7;15.6;13.0
1671;Small Dutch multinational;H Transportation and storage;2020;6119.3;1901.6;132.9;1736.5;239.2;249.5;3441.5;1636.6;15.9;13.1
1672;Small Dutch multinational;H Transportation and storage;2021;6336.3;1744.4;95.3;1583.9;263.5;286.4;3498.0;1516.0;15.1;12.6
1673;Small Dutch multinational;I Accommodation and food serving;2015;175.0;66.5;57.5;14.2;0.0;0.0;87.8;37.7;1.9;1.0
1674;Small Dutch multinational;I Accommodation and food serving;2016;330.2;133.2;59.1;17.2;0.0;0.0;168.3;81.2;2.7;1.6
1675;Small Dutch multinational;I Accommodation and food serving;2017;428.2;161.4;125.6;17.9;0.0;0.0;214.8;91.1;3.6;1.8
1676;Small Dutch multinational;I Accommodation and food serving;2018;306.2;127.0;71.3;4.1;0.0;0.0;64.0;38.9;2.2;0.6
1677;Small Dutch multinational;I Accommodation and food serving;2019;252.6;109.6;47.4;5.5;0.0;0.0;66.3;40.7;1.8;0.6
1678;Small Dutch multinational;I Accommodation and food serving;2020;303.5;74.3;34.4;5.0;0.0;0.0;59.3;22.1;2.0;0.7
1679;Small Dutch multinational;I Accommodation and food serving;2021;648.6;449.9;15.4;3.0;0.0;0.0;37.2;113.8;5.2;0.7
1680;Small Dutch multinational;J Information and communication;2015;3084.9;1444.1;85.8;553.7;88.6;49.5;1373.7;906.4;15.0;9.3
1681;Small Dutch multinational;J Information and communication;2016;3995.9;1852.4;97.8;757.1;105.9;68.7;1714.8;1134.3;16.8;10.3
1682;Small Dutch multinational;J Information and communication;2017;3253.5;1809.6;107.2;633.6;66.2;44.4;1251.8;1077.3;16.8;9.9
1683;Small Dutch multinational;J Information and communication;2018;3235.1;1797.2;107.0;711.0;89.7;36.3;1389.3;1131.3;17.4;10.9
1684;Small Dutch multinational;J Information and communication;2019;4240.0;2254.6;138.4;749.9;88.2;54.7;1397.5;1274.5;19.9;11.2
1685;Small Dutch multinational;J Information and communication;2020;3990.7;2005.5;117.2;662.7;125.9;48.2;1202.4;1122.9;18.6;10.3
1686;Small Dutch multinational;J Information and communication;2021;3524.4;1984.4;132.8;522.8;48.5;49.0;872.5;1004.8;16.5;8.3
1687;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2015;294.4;101.9;12.9;46.7;31.3;0.0;119.3;57.3;0.9;0.5
1688;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2016;240.2;84.8;16.4;21.7;45.8;0.0;41.3;43.6;1.0;0.5
1689;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2017;155.4;82.5;12.3;21.7;36.1;0.0;55.1;65.0;0.7;0.5
1690;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2018;193.0;84.3;16.0;33.4;35.9;0.0;71.8;57.0;1.0;0.6
1691;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2019;384.7;143.2;16.0;39.2;26.2;0.0;107.2;73.7;1.3;0.7
1692;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2020;255.2;112.1;15.7;45.6;27.2;0.0;83.0;68.9;1.0;0.6
1693;Small Dutch multinational;58-60 Publishing, movie, radio and  TV;2021;258.6;85.8;20.0;34.4;24.1;0.0;66.4;51.2;0.9;0.5
1694;Small Dutch multinational;61 Telecommunications;2015;222.4;81.7;31.5;108.8;0.0;0.0;222.4;82.2;0.7;0.7
1695;Small Dutch multinational;61 Telecommunications;2016;252.6;71.2;33.1;147.8;0.0;0.0;252.6;71.7;0.8;0.8
1696;Small Dutch multinational;61 Telecommunications;2017;291.8;87.0;64.3;130.1;0.0;0.0;276.5;83.7;0.7;0.6
1697;Small Dutch multinational;61 Telecommunications;2018;297.4;80.2;55.0;161.7;0.0;0.0;297.4;80.7;0.8;0.8
1698;Small Dutch multinational;61 Telecommunications;2019;311.1;107.9;80.4;112.3;0.0;0.0;308.8;107.9;0.9;0.9
1699;Small Dutch multinational;61 Telecommunications;2020;337.1;87.2;80.6;47.8;0.0;0.0;152.1;46.6;1.0;0.5
1700;Small Dutch multinational;61 Telecommunications;2021;382.4;179.3;88.0;47.4;0.0;0.0;131.2;79.4;0.7;0.3
1701;Small Dutch multinational;62-63 IT- and information services;2015;2568.2;1260.5;41.4;398.2;57.2;49.5;1032.0;767.0;13.4;8.1
1702;Small Dutch multinational;62-63 IT- and information services;2016;3503.1;1696.3;48.3;587.5;60.1;68.7;1420.8;1019.0;15.0;9.0
1703;Small Dutch multinational;62-63 IT- and information services;2017;2806.3;1640.0;30.5;481.9;30.1;44.4;920.2;928.6;15.4;8.7
1704;Small Dutch multinational;62-63 IT- and information services;2018;2744.7;1632.7;36.0;516.0;53.8;36.3;1020.1;993.7;15.6;9.5
1705;Small Dutch multinational;62-63 IT- and information services;2019;3544.3;2003.5;42.0;598.4;62.1;54.7;981.5;1093.0;17.7;9.6
1706;Small Dutch multinational;62-63 IT- and information services;2020;3398.4;1806.2;21.0;569.4;98.6;48.2;967.4;1007.4;16.6;9.2
1707;Small Dutch multinational;62-63 IT- and information services;2021;2883.4;1719.3;24.8;441.1;24.4;49.0;674.9;874.2;14.8;7.5
1708;Small Dutch multinational;K Financial institutions;2015;;;;;;;;;;
1709;Small Dutch multinational;K Financial institutions;2016;;;;;;;;;;
1710;Small Dutch multinational;K Financial institutions;2017;;;;;;;;;;
1711;Small Dutch multinational;K Financial institutions;2018;;;;;;;;;;
1712;Small Dutch multinational;K Financial institutions;2019;;;;;;;;;;
1713;Small Dutch multinational;K Financial institutions;2020;;;;;;;;;;
1714;Small Dutch multinational;K Financial institutions;2021;;;;;;;;;;
1715;Small Dutch multinational;64 Financial institutions, no insurance;2015;;;;;;;;;;
1716;Small Dutch multinational;64 Financial institutions, no insurance;2016;;;;;;;;;;
1717;Small Dutch multinational;64 Financial institutions, no insurance;2017;;;;;;;;;;
1718;Small Dutch multinational;64 Financial institutions, no insurance;2018;;;;;;;;;;
1719;Small Dutch multinational;64 Financial institutions, no insurance;2019;;;;;;;;;;
1720;Small Dutch multinational;64 Financial institutions, no insurance;2020;;;;;;;;;;
1721;Small Dutch multinational;64 Financial institutions, no insurance;2021;;;;;;;;;;
1722;Small Dutch multinational;65 Insurance and pension funding;2015;;;;;;;;;;
1723;Small Dutch multinational;65 Insurance and pension funding;2016;;;;;;;;;;
1724;Small Dutch multinational;65 Insurance and pension funding;2017;;;;;;;;;;
1725;Small Dutch multinational;65 Insurance and pension funding;2018;;;;;;;;;;
1726;Small Dutch multinational;65 Insurance and pension funding;2019;;;;;;;;;;
1727;Small Dutch multinational;65 Insurance and pension funding;2020;;;;;;;;;;
1728;Small Dutch multinational;65 Insurance and pension funding;2021;;;;;;;;;;
1729;Small Dutch multinational;66 Other financial services;2015;;;;;;;;;;
1730;Small Dutch multinational;66 Other financial services;2016;;;;;;;;;;
1731;Small Dutch multinational;66 Other financial services;2017;;;;;;;;;;
1732;Small Dutch multinational;66 Other financial services;2018;;;;;;;;;;
1733;Small Dutch multinational;66 Other financial services;2019;;;;;;;;;;
1734;Small Dutch multinational;66 Other financial services;2020;;;;;;;;;;
1735;Small Dutch multinational;66 Other financial services;2021;;;;;;;;;;
1736;Small Dutch multinational;L Renting, buying, selling real estate;2015;733.2;516.5;19.7;134.7;0.0;0.0;18.2;52.1;0.6;0.1
1737;Small Dutch multinational;L Renting, buying, selling real estate;2016;1570.1;1000.8;40.9;187.1;0.0;0.0;110.6;260.5;0.7;0.1
1738;Small Dutch multinational;L Renting, buying, selling real estate;2017;862.0;547.0;48.3;98.5;0.0;0.0;247.1;214.3;0.5;0.2
1739;Small Dutch multinational;L Renting, buying, selling real estate;2018;1203.0;834.0;42.4;98.7;0.0;0.0;17.1;133.3;0.8;0.2
1740;Small Dutch multinational;L Renting, buying, selling real estate;2019;433.1;265.1;42.3;21.5;0.0;0.0;14.3;60.1;0.3;0.1
1741;Small Dutch multinational;L Renting, buying, selling real estate;2020;483.8;355.2;19.7;21.8;0.0;0.0;14.8;92.9;0.3;0.1
1742;Small Dutch multinational;L Renting, buying, selling real estate;2021;682.9;342.8;21.9;30.1;0.0;0.0;13.0;90.8;0.5;0.1
1743;Small Dutch multinational;68 Renting, buying, selling real estate;2015;733.2;516.5;19.7;134.7;0.0;0.0;18.2;52.1;0.6;0.1
1744;Small Dutch multinational;68 Renting, buying, selling real estate;2016;1570.1;1000.8;40.9;187.1;0.0;0.0;110.6;260.5;0.7;0.1
1745;Small Dutch multinational;68 Renting, buying, selling real estate;2017;862.0;547.0;48.3;98.5;0.0;0.0;247.1;214.3;0.5;0.2
1746;Small Dutch multinational;68 Renting, buying, selling real estate;2018;1203.0;834.0;42.4;98.7;0.0;0.0;17.1;133.3;0.8;0.2
1747;Small Dutch multinational;68 Renting, buying, selling real estate;2019;433.1;265.1;42.3;21.5;0.0;0.0;14.3;60.1;0.3;0.1
1748;Small Dutch multinational;68 Renting, buying, selling real estate;2020;483.8;355.2;19.7;21.8;0.0;0.0;14.8;92.9;0.3;0.1
1749;Small Dutch multinational;68 Renting, buying, selling real estate;2021;682.9;342.8;21.9;30.1;0.0;0.0;13.0;90.8;0.5;0.1
1750;Small Dutch multinational;M-N Business services;2015;6163.6;3261.9;225.1;1013.7;31.4;5.5;2547.2;1974.5;57.5;31.1
1751;Small Dutch multinational;M-N Business services;2016;5875.2;2982.3;255.5;1011.3;45.3;3.8;2442.3;1818.1;43.0;22.2
1752;Small Dutch multinational;M-N Business services;2017;7031.5;3087.8;255.5;1150.3;59.1;5.1;2705.7;1794.3;55.1;29.3
1753;Small Dutch multinational;M-N Business services;2018;6661.4;3253.3;289.8;1065.9;44.5;6.2;2452.7;1924.5;47.4;24.4
1754;Small Dutch multinational;M-N Business services;2019;11809.8;4693.3;340.3;1859.7;85.6;36.2;3155.3;2660.8;83.4;43.8
1755;Small Dutch multinational;M-N Business services;2020;8305.6;3176.8;311.8;1338.7;81.0;20.6;2448.7;1656.2;40.7;20.6
1756;Small Dutch multinational;M-N Business services;2021;7615.0;3343.9;329.1;1598.7;73.8;21.3;2849.7;1751.9;19.4;11.1
1757;Small Dutch multinational;M Other specialised business services;2015;2774.7;1357.5;118.9;505.7;28.3;4.7;1119.2;787.2;23.8;14.6
1758;Small Dutch multinational;M Other specialised business services;2016;2692.7;1435.7;133.3;496.5;41.8;3.4;1200.8;864.7;14.9;8.4
1759;Small Dutch multinational;M Other specialised business services;2017;3665.7;1221.7;161.9;754.4;55.3;4.5;1648.9;671.5;16.7;10.9
1760;Small Dutch multinational;M Other specialised business services;2018;3324.2;1533.2;191.9;490.5;41.3;5.6;1212.1;880.0;18.1;9.8
1761;Small Dutch multinational;M Other specialised business services;2019;7687.0;2923.8;219.5;704.3;81.9;35.1;1390.6;1520.4;51.7;27.9
1762;Small Dutch multinational;M Other specialised business services;2020;4981.0;1729.5;215.9;641.5;77.7;19.5;1453.3;911.7;18.7;9.7
1763;Small Dutch multinational;M Other specialised business services;2021;4499.1;1785.2;222.5;666.0;69.6;20.5;1448.0;884.0;17.2;8.4
1764;Small Dutch multinational;69-70 Legal and management consultancy;2015;834.8;492.9;20.2;181.8;6.5;0.3;551.6;405.3;3.7;2.9
1765;Small Dutch multinational;69-70 Legal and management consultancy;2016;696.3;537.9;22.5;95.7;7.1;0.0;510.3;465.0;3.8;2.8
1766;Small Dutch multinational;69-70 Legal and management consultancy;2017;1892.9;445.3;48.9;436.1;14.1;3.3;826.6;292.5;7.6;5.3
1767;Small Dutch multinational;69-70 Legal and management consultancy;2018;964.1;651.2;28.9;226.2;11.3;0.3;663.7;537.5;5.7;4.4
1768;Small Dutch multinational;69-70 Legal and management consultancy;2019;5100.0;2048.9;61.4;404.9;31.8;28.5;872.9;1179.4;39.1;22.4
1769;Small Dutch multinational;69-70 Legal and management consultancy;2020;2914.8;953.6;56.1;406.4;31.9;13.4;1006.1;618.8;6.9;4.4
1770;Small Dutch multinational;69-70 Legal and management consultancy;2021;1994.7;671.8;79.8;366.8;27.3;5.0;973.8;433.4;5.2;3.5
1771;Small Dutch multinational;71 Architects, technical services etc.;2015;1001.2;543.8;39.4;49.4;16.8;0.5;142.5;170.0;7.0;2.2
1772;Small Dutch multinational;71 Architects, technical services etc.;2016;1022.1;539.8;39.0;17.0;30.5;0.3;65.8;129.1;5.6;1.3
1773;Small Dutch multinational;71 Architects, technical services etc.;2017;679.5;460.4;37.6;13.6;33.7;0.0;75.8;127.3;3.4;0.9
1774;Small Dutch multinational;71 Architects, technical services etc.;2018;1160.4;573.5;63.7;19.4;24.1;0.9;109.4;153.6;6.7;1.8
1775;Small Dutch multinational;71 Architects, technical services etc.;2019;1082.9;532.5;70.1;18.6;44.1;0.5;110.0;147.5;6.0;1.7
1776;Small Dutch multinational;71 Architects, technical services etc.;2020;913.4;498.2;54.2;29.3;42.1;0.7;112.1;146.2;5.4;1.6
1777;Small Dutch multinational;71 Architects, technical services etc.;2021;940.8;537.2;54.5;35.0;35.0;0.5;107.7;154.4;5.5;1.6
1778;Small Dutch multinational;72 Research and development;2015;265.8;80.7;23.5;118.9;2.2;3.0;170.4;61.9;10.2;7.7
1779;Small Dutch multinational;72 Research and development;2016;293.5;66.5;28.9;170.6;1.4;3.0;194.2;51.9;2.1;1.6
1780;Small Dutch multinational;72 Research and development;2017;317.2;39.3;24.8;76.8;2.7;1.1;274.1;36.4;2.2;2.0
1781;Small Dutch multinational;72 Research and development;2018;274.0;15.3;41.4;75.3;2.8;3.9;151.1;11.1;1.7;1.2
1782;Small Dutch multinational;72 Research and development;2019;334.6;30.7;45.7;71.3;2.8;5.1;161.8;20.3;2.3;1.5
1783;Small Dutch multinational;72 Research and development;2020;375.2;18.3;63.1;94.2;2.5;4.9;189.5;12.6;2.5;1.7
1784;Small Dutch multinational;72 Research and development;2021;725.3;320.4;39.5;102.1;5.2;14.8;170.2;149.7;3.0;1.4
1785;Small Dutch multinational;73-75 Advertising, design and other;2015;672.9;240.1;35.9;155.6;2.9;0.8;254.7;150.0;3.0;1.9
1786;Small Dutch multinational;73-75 Advertising, design and other;2016;680.8;291.5;43.0;213.2;2.8;0.1;430.5;218.6;3.4;2.7
1787;Small Dutch multinational;73-75 Advertising, design and other;2017;776.1;276.8;50.7;227.9;4.8;0.1;472.3;215.3;3.5;2.7
1788;Small Dutch multinational;73-75 Advertising, design and other;2018;925.7;293.1;57.9;169.6;3.1;0.5;287.8;177.9;4.0;2.4
1789;Small Dutch multinational;73-75 Advertising, design and other;2019;1169.6;311.6;42.3;209.4;3.3;0.9;245.9;173.1;4.4;2.4
1790;Small Dutch multinational;73-75 Advertising, design and other;2020;777.5;259.4;42.5;111.6;1.3;0.4;145.6;134.1;3.9;2.0
1791;Small Dutch multinational;73-75 Advertising, design and other;2021;838.3;255.8;48.7;162.1;2.0;0.3;196.4;146.5;3.5;2.0
1792;Small Dutch multinational;N Renting and other business support;2015;3388.9;1904.4;106.1;508.1;3.2;0.8;1428.0;1187.3;33.8;16.5
1793;Small Dutch multinational;N Renting and other business support;2016;3182.4;1546.7;122.2;514.7;3.5;0.4;1241.5;953.4;28.1;13.8
1794;Small Dutch multinational;N Renting and other business support;2017;3365.8;1866.2;93.5;395.9;3.7;0.6;1056.8;1122.8;38.4;18.4
1795;Small Dutch multinational;N Renting and other business support;2018;3337.2;1720.1;97.9;575.4;3.3;0.6;1240.6;1044.4;29.4;14.6
1796;Small Dutch multinational;N Renting and other business support;2019;4122.8;1769.5;120.8;1155.5;3.7;1.1;1764.7;1140.4;31.6;15.9
1797;Small Dutch multinational;N Renting and other business support;2020;3324.6;1447.3;95.9;697.2;3.3;1.2;995.4;744.5;22.1;10.9
1798;Small Dutch multinational;N Renting and other business support;2021;3115.9;1558.7;106.6;932.7;4.2;0.8;1401.7;867.9;2.2;2.7
1799;Small Dutch multinational;77 Renting and leasing of tangible goods;2015;1197.4;580.6;19.4;343.3;0.0;0.0;1191.2;594.2;2.1;2.0
1800;Small Dutch multinational;77 Renting and leasing of tangible goods;2016;1028.1;509.8;28.8;301.5;0.0;0.0;919.3;490.1;2.0;1.9
1801;Small Dutch multinational;77 Renting and leasing of tangible goods;2017;865.7;507.1;26.1;262.7;0.0;0.0;859.0;517.9;2.2;2.2
1802;Small Dutch multinational;77 Renting and leasing of tangible goods;2018;928.4;480.8;15.7;406.3;0.0;0.0;883.7;471.8;2.5;2.4
1803;Small Dutch multinational;77 Renting and leasing of tangible goods;2019;1537.4;604.6;10.0;900.4;0.0;0.0;1521.2;618.9;3.1;3.1
1804;Small Dutch multinational;77 Renting and leasing of tangible goods;2020;731.9;266.3;0.4;446.4;0.0;0.0;648.7;218.1;2.0;2.0
1805;Small Dutch multinational;77 Renting and leasing of tangible goods;2021;1061.8;285.6;1.0;738.8;0.0;0.0;990.9;260.6;1.9;1.9
1806;Small Dutch multinational;78 Employment activities;2015;1060.1;1055.4;0.1;8.1;0.3;0.7;18.1;475.1;29.3;13.2
1807;Small Dutch multinational;78 Employment activities;2016;934.1;752.7;5.5;45.5;0.1;0.2;15.0;330.7;21.3;9.3
1808;Small Dutch multinational;78 Employment activities;2017;1115.7;1096.7;1.2;16.3;0.5;0.5;20.1;486.4;32.2;14.2
1809;Small Dutch multinational;78 Employment activities;2018;901.1;863.0;1.7;35.1;0.1;0.5;16.5;380.1;22.3;9.8
1810;Small Dutch multinational;78 Employment activities;2019;1341.4;862.4;4.3;44.5;0.2;0.7;25.9;373.8;23.8;10.3
1811;Small Dutch multinational;78 Employment activities;2020;1847.1;960.1;4.4;68.4;0.6;1.0;22.2;393.3;14.7;6.0
1812;Small Dutch multinational;78 Employment activities;2021;1197.5;922.4;2.4;65.8;0.4;0.6;29.5;390.3;-3.7;-1.6
1813;Small Dutch multinational;79 Travel agencies, tour operators etc;2015;584.4;107.6;2.5;119.4;0.0;0.0;26.2;20.7;1.3;0.2
1814;Small Dutch multinational;79 Travel agencies, tour operators etc;2016;779.5;122.7;3.9;129.0;0.0;0.0;38.0;24.9;1.3;0.3
1815;Small Dutch multinational;79 Travel agencies, tour operators etc;2017;830.3;86.5;2.7;90.8;0.0;0.0;7.6;19.2;1.0;0.2
1816;Small Dutch multinational;79 Travel agencies, tour operators etc;2018;1010.1;129.3;3.5;109.7;0.0;0.0;128.9;37.7;1.5;0.5
1817;Small Dutch multinational;79 Travel agencies, tour operators etc;2019;726.9;70.1;2.9;69.2;0.0;0.0;2.0;16.1;0.8;0.2
1818;Small Dutch multinational;79 Travel agencies, tour operators etc;2020;177.0;-31.3;2.4;131.2;0.0;0.0;30.2;-19.2;1.0;0.4
1819;Small Dutch multinational;79 Travel agencies, tour operators etc;2021;205.5;42.5;2.5;66.1;0.0;0.0;39.9;15.9;1.0;0.4
1820;Small Dutch multinational;900011  tekst not available;2015;547.1;160.9;84.1;37.3;2.9;0.1;192.4;97.2;1.1;1.0
1821;Small Dutch multinational;900011  tekst not available;2016;440.8;161.5;84.1;38.8;3.4;0.2;269.1;107.7;3.5;2.3
1822;Small Dutch multinational;900011  tekst not available;2017;554.1;175.8;63.5;26.1;3.3;0.1;170.1;99.3;3.1;1.7
1823;Small Dutch multinational;900011  tekst not available;2018;497.6;247.0;77.0;24.3;3.1;0.1;211.4;154.8;3.1;1.9
1824;Small Dutch multinational;900011  tekst not available;2019;517.1;232.5;103.6;141.4;3.5;0.4;215.5;131.6;3.9;2.3
1825;Small Dutch multinational;900011  tekst not available;2020;568.6;252.2;88.8;51.1;2.7;0.2;294.3;152.3;4.4;2.5
1826;Small Dutch multinational;900011  tekst not available;2021;651.2;308.2;100.7;61.9;3.9;0.2;341.5;201.1;3.0;2.0
1827;Small Dutch multinational;O-U Noncommercial services;2015;;;;;;;;;;
1828;Small Dutch multinational;O-U Noncommercial services;2016;;;;;;;;;;
1829;Small Dutch multinational;O-U Noncommercial services;2017;;;;;;;;;;
1830;Small Dutch multinational;O-U Noncommercial services;2018;;;;;;;;;;
1831;Small Dutch multinational;O-U Noncommercial services;2019;;;;;;;;;;
1832;Small Dutch multinational;O-U Noncommercial services;2020;;;;;;;;;;
1833;Small Dutch multinational;O-U Noncommercial services;2021;;;;;;;;;;
1834;Small Dutch multinational;O-Q Government and care;2015;;;;;;;;;;
1835;Small Dutch multinational;O-Q Government and care;2016;;;;;;;;;;
1836;Small Dutch multinational;O-Q Government and care;2017;;;;;;;;;;
1837;Small Dutch multinational;O-Q Government and care;2018;;;;;;;;;;
1838;Small Dutch multinational;O-Q Government and care;2019;;;;;;;;;;
1839;Small Dutch multinational;O-Q Government and care;2020;;;;;;;;;;
1840;Small Dutch multinational;O-Q Government and care;2021;;;;;;;;;;
1841;Small Dutch multinational;O Public administration and services;2015;;;;;;;;;;
1842;Small Dutch multinational;O Public administration and services;2016;;;;;;;;;;
1843;Small Dutch multinational;O Public administration and services;2017;;;;;;;;;;
1844;Small Dutch multinational;O Public administration and services;2018;;;;;;;;;;
1845;Small Dutch multinational;O Public administration and services;2019;;;;;;;;;;
1846;Small Dutch multinational;O Public administration and services;2020;;;;;;;;;;
1847;Small Dutch multinational;O Public administration and services;2021;;;;;;;;;;
1848;Small Dutch multinational;84 Public administration and services;2015;;;;;;;;;;
1849;Small Dutch multinational;84 Public administration and services;2016;;;;;;;;;;
1850;Small Dutch multinational;84 Public administration and services;2017;;;;;;;;;;
1851;Small Dutch multinational;84 Public administration and services;2018;;;;;;;;;;
1852;Small Dutch multinational;84 Public administration and services;2019;;;;;;;;;;
1853;Small Dutch multinational;84 Public administration and services;2020;;;;;;;;;;
1854;Small Dutch multinational;84 Public administration and services;2021;;;;;;;;;;
1855;Small Dutch multinational;P Education;2015;;;;;;;;;;
1856;Small Dutch multinational;P Education;2016;;;;;;;;;;
1857;Small Dutch multinational;P Education;2017;;;;;;;;;;
1858;Small Dutch multinational;P Education;2018;;;;;;;;;;
1859;Small Dutch multinational;P Education;2019;;;;;;;;;;
1860;Small Dutch multinational;P Education;2020;;;;;;;;;;
1861;Small Dutch multinational;P Education;2021;;;;;;;;;;
1862;Small Dutch multinational;85 Education;2015;;;;;;;;;;
1863;Small Dutch multinational;85 Education;2016;;;;;;;;;;
1864;Small Dutch multinational;85 Education;2017;;;;;;;;;;
1865;Small Dutch multinational;85 Education;2018;;;;;;;;;;
1866;Small Dutch multinational;85 Education;2019;;;;;;;;;;
1867;Small Dutch multinational;85 Education;2020;;;;;;;;;;
1868;Small Dutch multinational;85 Education;2021;;;;;;;;;;
1869;Small Dutch multinational;Q Health and social work activities;2015;;;;;;;;;;
1870;Small Dutch multinational;Q Health and social work activities;2016;;;;;;;;;;
1871;Small Dutch multinational;Q Health and social work activities;2017;;;;;;;;;;
1872;Small Dutch multinational;Q Health and social work activities;2018;;;;;;;;;;
1873;Small Dutch multinational;Q Health and social work activities;2019;;;;;;;;;;
1874;Small Dutch multinational;Q Health and social work activities;2020;;;;;;;;;;
1875;Small Dutch multinational;Q Health and social work activities;2021;;;;;;;;;;
1876;Small Dutch multinational;86 Human health activities;2015;;;;;;;;;;
1877;Small Dutch multinational;86 Human health activities;2016;;;;;;;;;;
1878;Small Dutch multinational;86 Human health activities;2017;;;;;;;;;;
1879;Small Dutch multinational;86 Human health activities;2018;;;;;;;;;;
1880;Small Dutch multinational;86 Human health activities;2019;;;;;;;;;;
1881;Small Dutch multinational;86 Human health activities;2020;;;;;;;;;;
1882;Small Dutch multinational;86 Human health activities;2021;;;;;;;;;;
1883;Small Dutch multinational;87-88 Care and social work;2015;;;;;;;;;;
1884;Small Dutch multinational;87-88 Care and social work;2016;;;;;;;;;;
1885;Small Dutch multinational;87-88 Care and social work;2017;;;;;;;;;;
1886;Small Dutch multinational;87-88 Care and social work;2018;;;;;;;;;;
1887;Small Dutch multinational;87-88 Care and social work;2019;;;;;;;;;;
1888;Small Dutch multinational;87-88 Care and social work;2020;;;;;;;;;;
1889;Small Dutch multinational;87-88 Care and social work;2021;;;;;;;;;;
1890;Small Dutch multinational;R-U Culture, recreation, other services;2015;;;;;;;;;;
1891;Small Dutch multinational;R-U Culture, recreation, other services;2016;;;;;;;;;;
1892;Small Dutch multinational;R-U Culture, recreation, other services;2017;;;;;;;;;;
1893;Small Dutch multinational;R-U Culture, recreation, other services;2018;;;;;;;;;;
1894;Small Dutch multinational;R-U Culture, recreation, other services;2019;;;;;;;;;;
1895;Small Dutch multinational;R-U Culture, recreation, other services;2020;;;;;;;;;;
1896;Small Dutch multinational;R-U Culture, recreation, other services;2021;;;;;;;;;;
1897;Small Dutch multinational;R Culture, sports and recreation;2015;;;;;;;;;;
1898;Small Dutch multinational;R Culture, sports and recreation;2016;;;;;;;;;;
1899;Small Dutch multinational;R Culture, sports and recreation;2017;;;;;;;;;;
1900;Small Dutch multinational;R Culture, sports and recreation;2018;;;;;;;;;;
1901;Small Dutch multinational;R Culture, sports and recreation;2019;;;;;;;;;;
1902;Small Dutch multinational;R Culture, sports and recreation;2020;;;;;;;;;;
1903;Small Dutch multinational;R Culture, sports and recreation;2021;;;;;;;;;;
1904;Small Dutch multinational;900048  tekst not available;2015;;;;;;;;;;
1905;Small Dutch multinational;900048  tekst not available;2016;;;;;;;;;;
1906;Small Dutch multinational;900048  tekst not available;2017;;;;;;;;;;
1907;Small Dutch multinational;900048  tekst not available;2018;;;;;;;;;;
1908;Small Dutch multinational;900048  tekst not available;2019;;;;;;;;;;
1909;Small Dutch multinational;900048  tekst not available;2020;;;;;;;;;;
1910;Small Dutch multinational;900048  tekst not available;2021;;;;;;;;;;
1911;Small Dutch multinational;93 Sports and recreation;2015;;;;;;;;;;
1912;Small Dutch multinational;93 Sports and recreation;2016;;;;;;;;;;
1913;Small Dutch multinational;93 Sports and recreation;2017;;;;;;;;;;
1914;Small Dutch multinational;93 Sports and recreation;2018;;;;;;;;;;
