ID;Regions;Periods;GDPVolumeChanges_1;TotalEconomicActivities_2;AgricultureForestryAndFishing_3;MiningAndQuarrying_4;ManufacturingPublicUtilities_5;Construction_6;TradeRepairConsumerArticles_7;HotelsAndRestaurants_8;TransportStorageAndCommunication_9;FinancialIntermediation_10;RentingAndBusinessActivities_11;GovernmentDefenceSocialSecurity_12;Education_13;HealthAndSocialWork_14;EnvironmentCultureOtherServices_15
382;Zuidoost-Drenthe;2003;-3.02;-2.88;4.23;-6.99;-0.63;-14.96;-0.87;-9.4;-3.5;11.1;-9.71;5.5;2.23;7.79;-4.57
383;Zuidoost-Drenthe;2004;-0.59;-0.5;7.44;-16.4;0.56;0.32;-1.25;-8.72;0.15;3.98;5.24;-4.51;0.39;3.87;2.43
384;Zuidoost-Drenthe;2005;0.72;0.75;-1.56;3.84;-4.59;3.43;0.29;-4.36;6.78;19.24;3.49;-1.45;-1.57;5.56;-6.2
385;Zuidoost-Drenthe;2006;1.2;1.1;0.5;-29.6;12.0;7.5;4.5;4.5;5.1;7.8;3.2;-0.4;-0.4;1.6;-9.3
386;Zuidoost-Drenthe;2007;8.3;8.3;26.7;16.2;9.8;11.7;-0.7;-4.7;14.2;5.0;6.9;3.1;-2.4;2.9;15.7
387;Zuidoost-Drenthe;2008;-1.0;-0.9;1.4;-18.6;-0.5;1.5;1.8;-2.6;-6.4;13.9;2.8;3.7;-0.1;2.5;-5.7
388;Zuidoost-Drenthe;2009;-5.2;-4.7;;;;;;;;;;;;;
389;Zuidoost-Drenthe;2010;1.5;1.8;;;;;;;;;;;;;
390;Zuidwest-Drenthe;1996;3.19;2.81;-3.07;-7.72;3.23;9.97;4.13;2.71;-5.32;18.99;4.13;-0.56;0.27;-1.85;2.83
391;Zuidwest-Drenthe;1997;5.07;5.01;12.47;-6.31;-7.71;5.92;8.59;11.06;11.12;33.35;13.09;4.1;-3.88;0.85;4.07
392;Zuidwest-Drenthe;1998;-11.01;-11.12;-39.15;10.61;0.83;-25.24;-5.72;-16.08;4.83;-5.61;-14.08;-13.36;-6.75;-1.35;-32.34
393;Zuidwest-Drenthe;1999;1.25;1.12;5.85;5.54;-8.56;8.33;2.75;9.02;10.07;8.62;3.4;-0.25;1.93;3.1;2.14
394;Zuidwest-Drenthe;2000;4.25;4.31;1.02;-32.91;4.36;3.67;7.45;8.13;14.69;-3.27;6.88;1.42;-0.6;1.87;2.82
395;Zuidwest-Drenthe;2001;-0.06;-0.11;-8.09;-37.3;-0.7;13.23;-1.7;-1.94;-3.12;-4.69;-6.52;-0.58;0.06;3.76;32.82
396;Zuidwest-Drenthe;2002;1.85;1.97;0.27;117.4;3.15;-6.45;-5.75;-5.44;-2.53;-3.29;8.87;2.01;-2.92;4.88;17.54
397;Zuidwest-Drenthe;2003;0.74;0.9;3.5;-22.54;-0.72;-4.39;2.79;-8.9;-0.15;32.24;-3.94;1.98;-2.68;2.39;-3.21
398;Zuidwest-Drenthe;2004;0.81;0.9;9.56;-79.2;6.32;3.98;2.54;6.97;7.29;5.68;-9.5;-2.48;1.95;0.15;-2.76
399;Zuidwest-Drenthe;2005;3.83;3.86;-0.68;7.03;13.02;-2.58;0.96;-4.08;2.23;5.49;3.77;-0.65;-0.44;6.54;-2.83
400;Zuidwest-Drenthe;2006;3.0;2.9;2.9;-100.0;0.4;-2.2;4.8;9.8;2.0;8.5;3.8;-0.3;-0.4;2.7;11.4
401;Zuidwest-Drenthe;2007;3.5;3.6;7.3;;8.2;2.4;0.9;8.4;10.7;0.0;3.2;2.0;-0.7;2.4;-1.2
402;Zuidwest-Drenthe;2008;5.7;5.9;3.3;;1.6;10.4;2.3;-4.7;-1.1;43.5;3.5;4.1;-2.7;7.2;-1.6
403;Zuidwest-Drenthe;2009;-3.8;-3.3;;;;;;;;;;;;;
404;Zuidwest-Drenthe;2010;1.5;1.8;;;;;;;;;;;;;
405;Noord-Overijssel;1996;1.8;1.42;-4.06;-39.24;3.57;-2.07;3.93;6.92;1.21;-3.68;5.64;0.31;0.22;-1.01;-2.19
406;Noord-Overijssel;1997;7.2;7.13;7.32;-27.97;12.79;5.84;16.45;13.08;10.91;15.45;-1.49;-1.92;-2.55;2.94;4.61
407;Noord-Overijssel;1998;6.86;6.72;-7.1;78.81;2.48;3.39;5.78;7.47;21.67;11.03;12.22;4.76;4.17;5.19;9.82
408;Noord-Overijssel;1999;4.57;4.44;3.53;48.97;-0.43;5.39;6.55;-2.03;17.3;8.21;4.93;2.22;3.07;1.13;0.53
409;Noord-Overijssel;2000;4.63;4.68;0.69;4.06;7.22;3.99;6.42;4.57;3.65;-3.05;6.86;1.62;0.43;3.89;6.82
410;Noord-Overijssel;2001;0.34;0.28;-13.46;-11.35;4.31;-0.19;-2.55;-7.65;2.1;-4.35;0.18;1.21;-0.68;6.94;-0.76
411;Noord-Overijssel;2002;-1.07;-0.96;3.43;-3.5;-6.97;-1.51;-2.4;-8.09;-3.9;3.96;2.95;-0.42;1.97;6.07;-2.25
412;Noord-Overijssel;2003;0.8;0.96;6.28;-58.01;2.0;-4.39;2.82;-14.53;8.51;-11.29;-3.64;5.27;1.72;11.09;0.51
413;Noord-Overijssel;2004;1.93;2.02;6.92;19.12;6.33;-1.63;4.12;-1.41;0.51;1.58;-2.21;2.77;1.99;2.29;-4.42
414;Noord-Overijssel;2005;4.2;4.23;1.68;-44.52;8.73;4.47;6.03;14.22;0.98;1.78;4.15;-0.24;1.57;2.34;4.21
415;Noord-Overijssel;2006;3.2;3.1;3.7;-27.7;0.4;7.3;9.1;-10.0;1.5;7.7;3.5;0.4;-0.4;2.5;4.7
416;Noord-Overijssel;2007;3.3;3.4;10.4;76.5;-0.2;7.1;2.2;12.2;1.1;1.7;5.3;4.2;2.8;2.4;7.3
417;Noord-Overijssel;2008;1.9;2.1;3.1;15.5;1.5;6.8;1.2;-3.6;2.8;7.6;3.1;2.6;-0.5;-1.2;0.2
418;Noord-Overijssel;2009;-4.5;-4.0;;;;;;;;;;;;;
419;Noord-Overijssel;2010;1.4;1.7;;;;;;;;;;;;;
420;Zuidwest-Overijssel;1996;3.26;2.88;0.85;-42.48;4.61;-0.79;5.69;0.51;2.76;9.89;8.8;-0.09;0.21;-1.59;-7.77
421;Zuidwest-Overijssel;1997;0.93;0.87;4.67;-4.03;-1.44;5.24;2.83;9.5;8.67;13.36;-3.27;-6.14;4.26;3.58;-4.18
422;Zuidwest-Overijssel;1998;3.41;3.27;-5.11;135.19;2.67;-3.28;1.13;0.62;-7.59;13.57;11.27;1.57;-10.57;2.04;6.86
423;Zuidwest-Overijssel;1999;5.34;5.21;3.05;8.67;4.62;10.42;5.88;9.52;16.82;12.69;6.64;5.75;-10.26;-0.23;7.76
424;Zuidwest-Overijssel;2000;2.83;2.89;11.86;-43.62;5.16;2.96;2.43;1.29;1.31;0.59;4.31;5.13;1.92;-1.45;2.99
425;Zuidwest-Overijssel;2001;2.9;2.85;6.88;-21.79;3.99;2.08;7.34;-17.62;-17.12;-8.48;7.65;6.56;-7.55;2.58;7.45
426;Zuidwest-Overijssel;2002;0.22;0.34;0.59;37.75;7.23;-2.69;-0.31;0.97;15.38;-0.96;-6.35;-1.55;-3.77;3.86;-14.1
427;Zuidwest-Overijssel;2003;-0.81;-0.66;6.74;-21.53;-0.72;-6.69;4.31;-3.46;-6.2;3.78;-4.13;9.63;-1.79;-0.19;0.44
428;Zuidwest-Overijssel;2004;1.45;1.53;-2.42;53.22;6.28;6.09;1.93;-4.94;-12.8;6.81;-1.63;-1.42;-11.71;1.47;7.05
429;Zuidwest-Overijssel;2005;-1.67;-1.64;-3.51;-100.0;-7.27;1.22;2.69;-0.49;-1.16;3.15;3.53;-0.41;-5.19;2.75;6.47
430;Zuidwest-Overijssel;2006;2.4;2.3;3.8;;1.9;3.1;1.9;16.1;-7.5;7.3;3.2;1.0;-0.4;2.4;0.6
431;Zuidwest-Overijssel;2007;2.9;2.9;3.0;-100.0;0.2;10.6;7.7;-7.9;-0.5;6.1;4.0;-6.4;0.0;2.2;6.1
432;Zuidwest-Overijssel;2008;3.0;3.2;3.1;;-1.1;6.3;1.3;-3.9;15.8;18.6;1.8;4.3;-6.4;12.7;0.5
433;Zuidwest-Overijssel;2009;-3.9;-3.4;;;;;;;;;;;;;
434;Zuidwest-Overijssel;2010;0.9;1.2;;;;;;;;;;;;;
435;Twente;1996;3.37;2.99;0.55;5.72;2.04;-2.8;3.3;14.13;7.9;6.5;8.6;-0.7;0.21;-0.23;3.83
436;Twente;1997;1.15;1.08;7.38;2.37;-0.91;2.39;7.9;11.19;-0.96;9.44;-4.39;0.75;-1.39;1.89;1.38
437;Twente;1998;2.42;2.28;-13.25;53.06;0.05;-0.63;7.4;4.91;7.09;0.86;3.78;-2.03;1.33;3.92;4.95
438;Twente;1999;4.27;4.14;5.43;50.0;1.69;3.27;6.5;0.8;2.62;5.28;7.04;1.89;0.91;0.77;6.62
439;Twente;2000;5.4;5.46;-2.53;-23.53;8.36;8.05;5.76;5.06;10.61;6.6;6.61;0.71;-0.63;2.75;4.3
440;Twente;2001;2.59;2.53;-1.01;3.63;-0.93;0.07;-1.41;4.17;15.47;5.54;5.6;3.47;4.94;2.84;6.43
441;Twente;2002;-0.5;-0.39;-2.51;-17.66;0.95;-4.69;-0.76;-5.0;4.41;-2.23;-4.26;0.57;-0.67;5.3;12.24
442;Twente;2003;1.15;1.3;0.52;4.32;2.87;-3.13;3.74;0.18;-3.21;0.48;-1.93;6.67;0.19;7.15;-4.43
443;Twente;2004;0.82;0.91;8.67;-1.23;0.86;-4.62;2.31;1.66;1.39;2.64;1.55;-0.09;2.23;1.65;-2.4
444;Twente;2005;1.8;1.83;-2.08;-13.0;1.0;3.66;3.44;2.28;-1.99;3.97;3.68;-0.66;-1.01;3.84;0.21
445;Twente;2006;3.0;2.9;-1.8;-49.9;0.9;3.6;9.4;9.3;-3.6;7.5;5.8;-0.1;-0.5;2.3;2.6
446;Twente;2007;5.5;5.6;0.1;-31.7;9.5;9.7;8.8;1.7;2.1;5.4;4.1;4.1;0.4;2.3;2.5
447;Twente;2008;1.7;1.9;-8.2;0.9;-1.2;7.9;3.0;-4.8;2.2;17.2;2.7;-1.4;2.2;2.3;-2.4
448;Twente;2009;-4.5;-4.1;;;;;;;;;;;;;
449;Twente;2010;1.0;1.3;;;;;;;;;;;;;
450;Veluwe;1996;3.47;3.09;-9.46;140.25;3.21;-4.06;5.38;3.16;5.66;-0.93;10.75;-3.42;0.28;1.88;4.79
451;Veluwe;1997;5.8;5.73;18.47;11.96;4.47;6.06;5.68;14.42;4.57;9.87;9.58;2.38;4.96;0.19;0.05
452;Veluwe;1998;3.28;3.14;21.45;-81.4;0.02;2.95;11.15;4.27;10.89;18.54;-3.8;-0.12;-0.63;2.66;2.91
453;Veluwe;1999;3.1;2.97;5.23;50.16;-0.15;10.47;4.77;6.48;-2.86;5.67;4.53;0.05;0.97;1.21;3.1
454;Veluwe;2000;3.57;3.63;0.43;-10.79;3.58;7.06;6.09;8.49;7.24;4.2;2.59;0.25;-0.07;1.47;6.16
455;Veluwe;2001;2.74;2.68;-7.41;-45.05;3.41;3.82;-0.52;-1.17;10.89;-6.4;7.11;1.22;1.34;7.49;-0.8
456;Veluwe;2002;-0.38;-0.27;-10.66;-54.61;-2.67;-5.6;0.78;-2.97;8.0;-2.0;-2.91;1.15;2.8;5.88;7.17
457;Veluwe;2003;0.86;1.02;4.75;115.85;1.11;-6.55;0.76;-8.32;-2.03;7.0;0.01;5.57;1.66;5.14;-5.71
458;Veluwe;2004;2.34;2.43;17.53;106.58;5.86;-0.51;3.79;0.59;-9.23;6.23;3.27;-0.12;1.27;2.98;-5.83
459;Veluwe;2005;0.42;0.45;-3.31;-3.19;0.83;2.82;0.54;1.89;2.36;3.68;-4.3;0.63;-0.91;1.94;8.48
460;Veluwe;2006;7.3;7.3;-3.3;1.3;12.0;10.2;10.0;2.3;5.8;7.8;11.4;1.4;-0.4;2.7;3.0
461;Veluwe;2007;3.7;3.7;1.6;-1.4;5.5;3.8;12.5;-0.4;7.5;0.4;1.8;1.7;-1.7;2.4;-1.2
462;Veluwe;2008;1.9;2.1;-14.9;-20.9;2.2;4.6;-2.4;-5.5;3.4;8.5;2.0;1.8;0.8;7.3;0.6
463;Veluwe;2009;-3.5;-3.0;;;;;;;;;;;;;
464;Veluwe;2010;1.0;1.3;;;;;;;;;;;;;
465;Achterhoek;1996;2.6;2.22;1.93;20.53;1.84;-1.54;4.44;-0.08;3.6;7.46;4.74;0.42;0.26;-0.74;-0.3
466;Achterhoek;1997;5.23;5.17;5.06;-12.19;3.63;-1.94;8.67;17.29;5.25;23.85;7.29;4.26;0.03;1.28;5.89
467;Achterhoek;1998;2.07;1.94;-13.72;-14.87;2.66;5.08;3.77;7.26;12.19;7.21;-0.43;4.4;0.3;3.55;0.86
468;Achterhoek;1999;1.12;0.99;4.83;-5.04;-2.02;-0.08;4.1;2.12;-4.74;5.87;2.82;1.92;0.89;1.23;1.0
469;Achterhoek;2000;3.61;3.67;0.93;-46.74;5.45;4.91;4.07;5.81;7.39;3.58;2.65;0.8;2.13;1.33;3.3
470;Achterhoek;2001;-0.42;-0.47;-5.76;-17.53;-0.81;0.38;-2.03;-3.06;-9.62;-9.18;1.43;2.03;5.3;5.15;4.36
471;Achterhoek;2002;0.15;0.26;-2.42;37.34;-2.69;-2.08;1.22;3.68;3.48;-0.6;1.36;0.05;-1.96;4.87;4.74
472;Achterhoek;2003;-0.02;0.13;-2.63;-52.77;1.05;-7.91;0.17;-7.68;-0.21;0.9;3.29;5.36;-3.15;-0.41;3.46
473;Achterhoek;2004;1.62;1.71;9.58;-2.46;1.77;-0.45;3.49;-3.74;1.11;4.4;-0.39;0.24;1.08;1.89;4.55
474;Achterhoek;2005;6.29;6.32;-0.37;46.78;7.05;7.96;6.63;3.75;13.97;14.51;6.5;-0.67;5.4;4.64;4.26
475;Achterhoek;2006;3.2;3.1;0.1;-35.0;-2.0;3.8;11.6;15.0;0.7;7.2;4.7;-0.2;-0.5;2.4;2.1
476;Achterhoek;2007;4.7;4.7;1.2;-11.1;6.4;7.7;5.3;2.4;7.8;4.9;4.9;1.7;0.6;2.4;2.3
477;Achterhoek;2008;1.3;1.5;-3.8;134.5;-0.8;5.8;-2.1;1.1;0.5;14.9;1.0;0.1;-2.4;9.1;2.9
478;Achterhoek;2009;-5.0;-4.5;;;;;;;;;;;;;
479;Achterhoek;2010;1.1;1.4;;;;;;;;;;;;;
480;Aggl. Arnhem/Nijmegen;1996;2.17;1.8;-1.49;-6.65;-0.3;-4.2;6.03;0.95;1.56;3.37;4.29;-1.37;0.24;1.37;5.18
481;Aggl. Arnhem/Nijmegen;1997;3.82;3.76;11.48;37.19;-4.46;1.78;8.31;9.58;7.59;6.92;5.46;0.09;4.93;6.55;2.38
482;Aggl. Arnhem/Nijmegen;1998;3.71;3.57;-6.84;-35.73;5.11;1.4;3.48;3.36;14.5;4.59;0.82;6.82;-1.09;3.77;4.94
483;Aggl. Arnhem/Nijmegen;1999;2.69;2.56;-2.46;27.72;1.94;10.04;5.98;9.08;-9.4;1.63;4.53;2.54;-2.58;2.6;1.48
484;Aggl. Arnhem/Nijmegen;2000;4.06;4.12;1.98;-5.67;10.26;5.55;4.99;2.74;6.4;-3.36;4.65;2.4;-1.42;1.47;0.03
485;Aggl. Arnhem/Nijmegen;2001;1.18;1.13;-5.2;-11.68;-4.13;1.75;2.25;-2.39;7.61;-3.83;1.94;4.65;2.63;4.42;0.78
486;Aggl. Arnhem/Nijmegen;2002;-0.66;-0.55;-3.05;-2.65;-3.13;-6.12;-3.12;-5.74;4.9;-2.99;1.16;2.54;1.34;4.76;-6.32
487;Aggl. Arnhem/Nijmegen;2003;0.99;1.14;3.8;8.42;1.94;-4.71;0.25;-4.07;-3.36;3.9;2.21;-1.0;1.86;3.48;2.83
488;Aggl. Arnhem/Nijmegen;2004;-0.89;-0.8;4.99;-22.15;-3.05;-5.01;1.68;0.8;10.3;4.51;-6.02;-1.64;0.78;2.35;-2.26
489;Aggl. Arnhem/Nijmegen;2005;0.85;0.88;-7.61;-4.45;-1.24;1.84;-1.02;3.03;3.99;3.54;3.53;-1.8;0.47;0.99;-1.09
490;Aggl. Arnhem/Nijmegen;2006;4.1;4.0;12.2;64.5;4.6;-3.9;13.7;-1.9;2.4;7.5;4.0;-0.3;-0.5;2.2;2.6
491;Aggl. Arnhem/Nijmegen;2007;2.3;2.4;1.8;-14.0;0.2;7.9;1.6;6.6;-4.5;2.6;4.8;-1.9;1.1;2.6;9.1
492;Aggl. Arnhem/Nijmegen;2008;-0.7;-0.6;-7.7;-0.3;-4.0;4.6;2.0;-6.8;-2.0;4.3;0.2;1.6;3.0;-6.0;2.1
493;Aggl. Arnhem/Nijmegen;2009;-3.2;-2.7;;;;;;;;;;;;;
494;Aggl. Arnhem/Nijmegen;2010;1.2;1.5;;;;;;;;;;;;;
495;Zuidwest-Gelderland;1996;4.43;4.05;-3.95;-13.23;5.78;1.95;8.98;-14.33;0.76;7.64;6.13;0.35;0.26;6.6;0.8
496;Zuidwest-Gelderland;1997;6.72;6.65;13.22;26.94;-2.59;-2.66;15.0;25.06;3.72;25.36;17.08;-3.98;-3.37;-6.41;-5.32
497;Zuidwest-Gelderland;1998;6.21;6.07;-7.65;-2.99;10.45;13.53;7.07;39.02;7.52;1.95;4.68;0.62;3.37;3.87;5.4
498;Zuidwest-Gelderland;1999;7.76;7.63;12.56;1.19;12.58;6.03;2.83;-20.15;14.58;12.64;10.55;6.45;-1.2;4.29;-0.02
499;Zuidwest-Gelderland;2000;4.97;5.03;5.51;-4.49;4.26;5.36;9.01;3.46;1.32;4.06;6.72;1.21;1.29;-1.3;-0.99
500;Zuidwest-Gelderland;2001;4.24;4.19;-0.31;21.71;3.27;0.14;3.4;-1.53;1.66;0.19;5.65;5.73;2.58;4.4;37.06
501;Zuidwest-Gelderland;2002;-4.02;-3.91;1.09;2.2;-3.36;-9.66;-4.37;0.02;-2.19;-9.21;-7.37;3.49;-0.19;5.2;-5.87
502;Zuidwest-Gelderland;2003;-1.6;-1.45;5.06;3.69;-11.15;-3.44;-2.34;-7.71;5.65;24.13;-2.33;5.2;-0.43;8.0;-1.27
503;Zuidwest-Gelderland;2004;2.84;2.93;13.55;-10.79;2.6;-5.33;-2.64;20.29;3.86;8.71;8.14;1.93;0.43;2.31;-4.29
504;Zuidwest-Gelderland;2005;2.96;2.99;0.42;8.94;-3.87;1.37;9.37;8.35;2.3;-5.54;4.57;2.16;0.06;3.65;6.68
505;Zuidwest-Gelderland;2006;6.2;6.1;6.4;-28.8;4.2;8.7;9.8;-16.5;28.1;7.2;5.0;2.2;-0.7;1.8;-6.5
506;Zuidwest-Gelderland;2007;6.5;6.6;13.1;-44.7;9.2;-1.5;15.3;-16.3;-0.1;6.2;5.2;3.4;-3.9;1.9;11.8
507;Zuidwest-Gelderland;2008;3.3;3.5;-1.8;-16.6;4.0;7.0;2.2;-5.6;-8.1;22.2;1.7;1.7;1.4;27.2;3.2
508;Zuidwest-Gelderland;2009;-5.2;-4.7;;;;;;;;;;;;;
509;Zuidwest-Gelderland;2010;0.7;1.0;;;;;;;;;;;;;
510;Utrecht;1996;4.58;4.19;-3.85;-32.33;2.47;2.43;4.71;0.78;-0.9;2.43;11.87;-1.55;0.22;1.45;2.3
511;Utrecht;1997;4.63;4.56;5.68;14.14;-0.1;6.29;3.3;-2.2;14.5;16.7;2.84;0.97;1.1;2.64;1.86
512;Utrecht;1998;7.3;7.16;-0.88;227.74;4.01;6.24;13.64;8.19;13.84;4.86;9.67;2.75;-2.3;1.94;2.82
513;Utrecht;1999;6.68;6.55;1.3;27.69;5.11;5.2;10.46;4.33;12.43;7.5;7.56;2.4;-0.53;0.12;7.02
514;Utrecht;2000;3.19;3.25;-0.24;-10.58;4.67;2.79;3.68;3.49;17.88;-2.53;2.97;1.64;-1.34;1.78;3.62
515;Utrecht;2001;3.62;3.57;-6.01;-9.41;1.71;1.65;-2.73;-5.8;7.91;2.64;7.57;3.81;0.86;-0.44;21.06
516;Utrecht;2002;-1.21;-1.1;3.1;-3.45;-2.78;1.74;-2.45;-1.67;-3.91;0.35;-4.94;7.24;0.72;5.19;5.22
517;Utrecht;2003;-1.37;-1.22;2.79;32.96;-1.47;-6.08;3.83;-7.09;5.66;-8.78;-5.17;1.44;1.39;5.06;4.71
518;Utrecht;2004;1.81;1.9;3.66;-0.65;-0.46;-2.26;6.71;-6.55;6.45;6.58;-0.62;-2.17;0.97;2.43;0.49
519;Utrecht;2005;2.18;2.21;2.04;-29.04;1.34;4.62;3.01;10.75;-3.61;5.54;2.74;-1.32;-0.85;2.22;2.27
520;Utrecht;2006;3.9;3.9;-0.7;-38.9;2.3;0.6;6.3;-0.1;7.2;7.5;3.9;0.9;-0.4;2.1;2.6
521;Utrecht;2007;4.6;4.7;6.5;-55.6;7.3;5.5;6.2;0.3;3.2;2.5;6.8;2.4;0.2;2.5;2.0
522;Utrecht;2008;2.1;2.3;-0.8;-18.1;0.5;4.0;-0.5;-5.1;0.7;0.7;3.8;3.3;1.8;7.8;1.4
523;Utrecht;2009;-3.2;-2.7;;;;;;;;;;;;;
524;Utrecht;2010;0.9;1.2;;;;;;;;;;;;;
525;Kop van Noord-Holland;1996;0.97;0.6;-6.52;1.16;2.74;-2.47;2.62;-2.97;13.29;3.13;8.78;-5.89;0.25;1.69;3.33
526;Kop van Noord-Holland;1997;3.8;3.74;-1.62;-8.17;2.83;9.59;11.84;14.97;-1.13;13.41;6.32;-0.1;-4.14;-2.38;4.11
527;Kop van Noord-Holland;1998;2.26;2.13;-1.3;-7.11;7.56;5.58;-1.79;5.66;13.02;1.5;1.86;0.37;2.82;1.81;3.5
528;Kop van Noord-Holland;1999;4.96;4.83;6.46;58.42;11.63;-0.5;7.51;3.41;10.44;9.11;4.25;0.89;-0.98;-1.26;1.12
529;Kop van Noord-Holland;2000;3.16;3.22;0.13;-7.54;4.61;5.7;6.6;8.14;-0.03;1.1;4.88;-0.48;5.17;1.44;6.11
530;Kop van Noord-Holland;2001;2.03;1.98;-0.19;-6.37;4.67;1.47;1.53;0.54;3.32;1.08;1.9;1.58;-2.85;8.85;-0.23
531;Kop van Noord-Holland;2002;-0.52;-0.41;0.59;-7.57;-3.8;-0.46;2.12;-12.1;0.23;-6.2;-3.31;2.22;-0.34;5.88;2.64
532;Kop van Noord-Holland;2003;3.3;3.46;9.44;21.31;-7.45;-1.59;2.46;-0.16;20.51;18.81;4.03;2.31;0.4;4.03;2.79
533;Kop van Noord-Holland;2004;0.15;0.24;1.75;-11.29;-0.16;-1.15;4.71;-0.38;-4.14;5.33;-1.38;-0.99;1.4;2.65;-3.68
534;Kop van Noord-Holland;2005;1.89;1.92;-0.13;-4.57;5.36;4.49;-0.53;-1.69;13.75;2.14;2.31;-1.43;0.93;6.56;-6.51
535;Kop van Noord-Holland;2006;2.7;2.7;-2.3;-14.0;-0.6;4.8;9.8;0.5;5.4;8.1;2.3;0.5;-0.5;2.1;2.9
536;Kop van Noord-Holland;2007;4.0;4.1;2.3;-19.0;13.5;1.1;1.1;9.2;9.1;6.5;8.3;0.9;-1.9;2.3;1.9
537;Kop van Noord-Holland;2008;1.4;1.5;11.3;-19.2;-2.7;9.0;1.3;-9.3;0.3;14.3;1.0;-0.9;-1.6;0.8;-0.9
538;Kop van Noord-Holland;2009;-2.7;-2.2;;;;;;;;;;;;;
539;Kop van Noord-Holland;2010;0.2;0.5;;;;;;;;;;;;;
540;Alkmaar en omgeving;1996;2.96;2.58;-6.25;-3.67;6.12;-1.88;2.24;6.06;6.64;1.5;6.77;0.47;0.28;-0.37;0.17
541;Alkmaar en omgeving;1997;3.26;3.19;10.1;5.53;-7.0;-7.88;5.27;10.01;-0.11;16.95;4.5;1.48;-1.18;8.21;13.56
542;Alkmaar en omgeving;1998;4.07;3.94;-0.53;-35.19;2.15;3.74;7.79;7.36;9.73;10.2;4.6;7.27;7.15;0.09;-0.01
543;Alkmaar en omgeving;1999;3.72;3.59;4.37;-4.77;9.03;0.64;5.6;2.9;-3.31;6.42;4.36;1.58;-0.05;-0.13;4.07
544;Alkmaar en omgeving;2000;3.1;3.16;2.57;21.68;5.14;5.07;7.21;6.47;3.46;-5.04;4.89;-0.71;0.05;-1.56;0.11
545;Alkmaar en omgeving;2001;1.54;1.48;-3.56;-3.3;3.58;-2.35;-4.34;5.17;12.08;-4.19;2.36;2.24;-0.82;9.12;5.71
546;Alkmaar en omgeving;2002;-1.52;-1.41;-2.23;-5.95;-3.13;-5.41;-1.69;-8.94;4.4;4.6;-5.28;2.55;-5.18;4.77;2.95
547;Alkmaar en omgeving;2003;1.51;1.66;-2.75;-24.69;0.37;-3.09;4.43;2.45;8.02;8.45;-2.72;8.99;1.35;3.55;-3.8
548;Alkmaar en omgeving;2004;0.82;0.91;17.5;-20.57;-0.37;2.36;0.51;-16.44;9.13;11.25;-1.43;-0.82;-1.83;0.07;0.63
549;Alkmaar en omgeving;2005;2.53;2.56;0.98;-9.5;3.18;9.48;4.54;11.82;1.9;1.03;1.9;0.05;1.8;2.99;-3.87
550;Alkmaar en omgeving;2006;2.3;2.2;3.8;-41.6;-3.5;-6.7;5.6;-1.8;5.8;5.9;5.5;-0.2;-0.3;2.5;11.5
551;Alkmaar en omgeving;2007;5.3;5.4;1.4;-6.1;16.1;8.9;10.7;3.5;6.3;1.9;1.7;1.4;0.4;2.5;4.6
552;Alkmaar en omgeving;2008;1.0;1.2;3.4;50.2;-3.3;-1.7;-0.4;-6.1;-5.6;17.1;0.3;2.5;1.0;1.3;2.4
553;Alkmaar en omgeving;2009;-3.1;-2.7;;;;;;;;;;;;;
554;Alkmaar en omgeving;2010;1.2;1.5;;;;;;;;;;;;;
555;IJmond;1996;1.05;0.68;-0.85;2.41;-2.47;3.39;4.85;18.51;1.01;6.9;5.23;-0.72;0.27;0.48;-1.52
556;IJmond;1997;9.55;9.48;-4.08;-6.25;9.02;-1.91;7.13;21.42;8.3;15.71;30.88;-0.42;-0.51;-4.42;8.46
557;IJmond;1998;-0.49;-0.62;-0.48;30.13;-1.46;1.89;4.4;5.87;4.15;-12.19;-4.52;-1.62;-5.36;0.46;-5.07
558;IJmond;1999;-1.75;-1.87;7.91;10.09;-6.22;-3.84;5.51;1.99;-3.55;14.97;-2.22;0.32;1.4;0.17;4.18
559;IJmond;2000;2.75;2.81;-1.07;-32.94;5.49;1.77;3.98;5.97;2.24;-1.52;1.64;1.68;2.72;1.88;4.23
560;IJmond;2001;0.66;0.61;-3.01;17.95;-1.79;5.05;2.3;5.41;7.62;-2.19;1.22;1.72;2.82;-5.72;-1.41
561;IJmond;2002;3.53;3.64;11.31;-26.62;4.26;4.08;2.87;-5.96;4.55;3.69;3.73;3.62;5.9;5.52;8.95
562;IJmond;2003;0.69;0.84;9.25;22.03;7.51;-5.65;-0.45;0.56;-24.65;19.97;1.23;2.98;-3.3;0.11;7.39
563;IJmond;2004;2.77;2.86;5.9;-21.8;8.85;5.1;0.65;-2.65;0.3;4.83;-1.75;-1.6;1.02;1.42;0.35
564;IJmond;2005;2.74;2.77;-4.89;7.42;2.87;5.4;5.18;-2.11;0.72;-2.09;4.66;0.51;0.71;-0.35;3.42
565;IJmond;2006;0.6;0.5;0.8;-18.0;-3.7;3.3;7.9;6.2;-4.9;6.5;6.7;-0.4;-0.5;2.8;-2.9
566;IJmond;2007;4.8;4.9;-3.7;-7.4;7.9;3.1;8.2;-4.3;10.2;6.9;0.5;1.3;-0.5;2.7;3.7
567;IJmond;2008;2.9;3.0;2.1;-43.2;-1.6;9.3;-2.0;3.0;7.5;18.5;7.6;-3.7;0.9;20.6;-0.4
