ID;Vervoerstroom;ContainerGrootte;Perioden;OvergeslagenContainers_1;BrutoplusgewichtOvergeslagenContainers_2
694;Afvoer naar buitenland;40 voet containers;2019 3e kwartaal;1123;12455
695;Afvoer naar buitenland;40 voet containers;2019 4e kwartaal;1265;13473
696;Afvoer naar buitenland;40 voet containers;2019;4871;51102
697;Afvoer naar buitenland;40 voet containers;2020 1e kwartaal;1240;13289
698;Afvoer naar buitenland;40 voet containers;2020 2e kwartaal;1171;12429
699;Afvoer naar buitenland;40 voet containers;2020 3e kwartaal;1410;13617
700;Afvoer naar buitenland;40 voet containers;2020 4e kwartaal;1295;14153
701;Afvoer naar buitenland;40 voet containers;2020;5116;53488
702;Afvoer naar buitenland;40 voet containers;2021 1e kwartaal;1295;13135
703;Afvoer naar buitenland;40 voet containers;2021 2e kwartaal;1346;13950
704;Afvoer naar buitenland;40 voet containers;2021 3e kwartaal;1347;13443
705;Afvoer naar buitenland;40 voet containers;2021 4e kwartaal;1349;13009
706;Afvoer naar buitenland;40 voet containers;2021;5337;53536
707;Afvoer naar buitenland;40 voet containers;2022 1e kwartaal;1301;11580
708;Afvoer naar buitenland;40 voet containers;2022 2e kwartaal;1248;11076
709;Afvoer naar buitenland;40 voet containers;2022 3e kwartaal;1324;11513
710;Afvoer naar buitenland;40 voet containers;2022 4e kwartaal;1349;11369
711;Afvoer naar buitenland;40 voet containers;2022;5223;45539
712;Afvoer naar buitenland;40 voet containers;2023 1e kwartaal;1126;10106
713;Afvoer naar buitenland;40 voet containers;2023 2e kwartaal;1198;10114
714;Afvoer naar buitenland;40 voet containers;2023 3e kwartaal;1278;11011
715;Afvoer naar buitenland;40 voet containers;2023 4e kwartaal;1162;10887
716;Afvoer naar buitenland;40 voet containers;2023;4763;42118
717;Afvoer naar buitenland;40 voet containers;2024 1e kwartaal;1108;10605
718;Afvoer naar buitenland;40 voet containers;2024 2e kwartaal;1127;10740
719;Afvoer naar buitenland;40 voet containers;2024 3e kwartaal;1243;10807
720;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2015 1e kwartaal;11;140
721;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2015 2e kwartaal;7;106
722;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2015 3e kwartaal;7;107
723;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2015 4e kwartaal;8;108
724;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2015;33;461
725;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2016 1e kwartaal;8;112
726;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2016 2e kwartaal;7;109
727;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2016 3e kwartaal;8;121
728;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2016 4e kwartaal;8;115
729;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2016;31;459
730;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2017 1e kwartaal;8;117
731;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2017 2e kwartaal;10;120
732;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2017 3e kwartaal;9;135
733;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2017 4e kwartaal;11;152
734;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2017;37;524
735;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2018 1e kwartaal;8;125
736;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2018 2e kwartaal;8;119
737;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2018 3e kwartaal;8;134
738;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2018 4e kwartaal;8;128
739;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2018;32;507
740;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2019 1e kwartaal;10;164
741;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2019 2e kwartaal;9;132
742;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2019 3e kwartaal;9;134
743;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2019 4e kwartaal;9;140
744;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2019;38;570
745;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2020 1e kwartaal;7;119
746;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2020 2e kwartaal;6;106
747;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2020 3e kwartaal;7;110
748;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2020 4e kwartaal;8;125
749;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2020;28;461
750;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2021 1e kwartaal;9;159
751;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2021 2e kwartaal;11;161
752;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2021 3e kwartaal;10;161
753;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2021 4e kwartaal;9;155
754;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2021;40;635
755;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2022 1e kwartaal;10;166
756;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2022 2e kwartaal;9;156
757;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2022 3e kwartaal;8;142
758;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2022 4e kwartaal;8;148
759;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2022;35;612
760;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2023 1e kwartaal;8;144
761;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2023 2e kwartaal;7;119
762;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2023 3e kwartaal;12;149
763;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2023 4e kwartaal;7;119
764;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2023;34;531
765;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2024 1e kwartaal;5;88
766;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2024 2e kwartaal;11;116
767;Afvoer naar buitenland;Containers tussen 20 en 40 voet;2024 3e kwartaal;8;103
768;Afvoer naar buitenland;Containers > 40 voet;2015 1e kwartaal;197;2127
769;Afvoer naar buitenland;Containers > 40 voet;2015 2e kwartaal;206;2233
770;Afvoer naar buitenland;Containers > 40 voet;2015 3e kwartaal;227;2465
771;Afvoer naar buitenland;Containers > 40 voet;2015 4e kwartaal;215;2332
772;Afvoer naar buitenland;Containers > 40 voet;2015;846;9157
773;Afvoer naar buitenland;Containers > 40 voet;2016 1e kwartaal;205;2242
774;Afvoer naar buitenland;Containers > 40 voet;2016 2e kwartaal;229;2517
775;Afvoer naar buitenland;Containers > 40 voet;2016 3e kwartaal;229;2490
776;Afvoer naar buitenland;Containers > 40 voet;2016 4e kwartaal;238;2548
777;Afvoer naar buitenland;Containers > 40 voet;2016;901;9797
778;Afvoer naar buitenland;Containers > 40 voet;2017 1e kwartaal;223;2397
779;Afvoer naar buitenland;Containers > 40 voet;2017 2e kwartaal;236;2569
780;Afvoer naar buitenland;Containers > 40 voet;2017 3e kwartaal;235;2557
781;Afvoer naar buitenland;Containers > 40 voet;2017 4e kwartaal;237;2565
782;Afvoer naar buitenland;Containers > 40 voet;2017;930;10088
783;Afvoer naar buitenland;Containers > 40 voet;2018 1e kwartaal;224;2416
784;Afvoer naar buitenland;Containers > 40 voet;2018 2e kwartaal;231;2509
785;Afvoer naar buitenland;Containers > 40 voet;2018 3e kwartaal;250;2701
786;Afvoer naar buitenland;Containers > 40 voet;2018 4e kwartaal;251;2654
787;Afvoer naar buitenland;Containers > 40 voet;2018;956;10280
788;Afvoer naar buitenland;Containers > 40 voet;2019 1e kwartaal;247;2614
789;Afvoer naar buitenland;Containers > 40 voet;2019 2e kwartaal;245;2517
790;Afvoer naar buitenland;Containers > 40 voet;2019 3e kwartaal;249;2626
791;Afvoer naar buitenland;Containers > 40 voet;2019 4e kwartaal;247;2505
792;Afvoer naar buitenland;Containers > 40 voet;2019;989;10261
793;Afvoer naar buitenland;Containers > 40 voet;2020 1e kwartaal;238;2400
794;Afvoer naar buitenland;Containers > 40 voet;2020 2e kwartaal;216;2231
795;Afvoer naar buitenland;Containers > 40 voet;2020 3e kwartaal;245;2486
796;Afvoer naar buitenland;Containers > 40 voet;2020 4e kwartaal;258;2636
797;Afvoer naar buitenland;Containers > 40 voet;2020;957;9754
798;Afvoer naar buitenland;Containers > 40 voet;2021 1e kwartaal;216;2131
799;Afvoer naar buitenland;Containers > 40 voet;2021 2e kwartaal;256;2505
800;Afvoer naar buitenland;Containers > 40 voet;2021 3e kwartaal;246;2405
801;Afvoer naar buitenland;Containers > 40 voet;2021 4e kwartaal;237;2300
802;Afvoer naar buitenland;Containers > 40 voet;2021;955;9342
803;Afvoer naar buitenland;Containers > 40 voet;2022 1e kwartaal;233;2270
804;Afvoer naar buitenland;Containers > 40 voet;2022 2e kwartaal;246;2327
805;Afvoer naar buitenland;Containers > 40 voet;2022 3e kwartaal;235;2227
806;Afvoer naar buitenland;Containers > 40 voet;2022 4e kwartaal;234;2191
807;Afvoer naar buitenland;Containers > 40 voet;2022;948;9015
808;Afvoer naar buitenland;Containers > 40 voet;2023 1e kwartaal;221;2009
809;Afvoer naar buitenland;Containers > 40 voet;2023 2e kwartaal;225;2097
810;Afvoer naar buitenland;Containers > 40 voet;2023 3e kwartaal;210;1984
811;Afvoer naar buitenland;Containers > 40 voet;2023 4e kwartaal;202;1897
812;Afvoer naar buitenland;Containers > 40 voet;2023;857;7987
813;Afvoer naar buitenland;Containers > 40 voet;2024 1e kwartaal;235;2164
814;Afvoer naar buitenland;Containers > 40 voet;2024 2e kwartaal;230;2227
815;Afvoer naar buitenland;Containers > 40 voet;2024 3e kwartaal;234;2195
816;Afvoer naar buitenland;Containers met onbekende omvang;2015 1e kwartaal;0;0
817;Afvoer naar buitenland;Containers met onbekende omvang;2015 2e kwartaal;0;0
818;Afvoer naar buitenland;Containers met onbekende omvang;2015 3e kwartaal;0;0
819;Afvoer naar buitenland;Containers met onbekende omvang;2015 4e kwartaal;0;0
820;Afvoer naar buitenland;Containers met onbekende omvang;2015;0;0
821;Afvoer naar buitenland;Containers met onbekende omvang;2016 1e kwartaal;0;0
822;Afvoer naar buitenland;Containers met onbekende omvang;2016 2e kwartaal;0;0
823;Afvoer naar buitenland;Containers met onbekende omvang;2016 3e kwartaal;0;0
824;Afvoer naar buitenland;Containers met onbekende omvang;2016 4e kwartaal;0;0
825;Afvoer naar buitenland;Containers met onbekende omvang;2016;0;0
826;Afvoer naar buitenland;Containers met onbekende omvang;2017 1e kwartaal;0;0
827;Afvoer naar buitenland;Containers met onbekende omvang;2017 2e kwartaal;0;0
828;Afvoer naar buitenland;Containers met onbekende omvang;2017 3e kwartaal;0;0
829;Afvoer naar buitenland;Containers met onbekende omvang;2017 4e kwartaal;0;0
830;Afvoer naar buitenland;Containers met onbekende omvang;2017;0;0
831;Afvoer naar buitenland;Containers met onbekende omvang;2018 1e kwartaal;0;0
832;Afvoer naar buitenland;Containers met onbekende omvang;2018 2e kwartaal;0;0
833;Afvoer naar buitenland;Containers met onbekende omvang;2018 3e kwartaal;0;0
834;Afvoer naar buitenland;Containers met onbekende omvang;2018 4e kwartaal;0;0
835;Afvoer naar buitenland;Containers met onbekende omvang;2018;0;0
836;Afvoer naar buitenland;Containers met onbekende omvang;2019 1e kwartaal;0;0
837;Afvoer naar buitenland;Containers met onbekende omvang;2019 2e kwartaal;0;0
838;Afvoer naar buitenland;Containers met onbekende omvang;2019 3e kwartaal;0;0
839;Afvoer naar buitenland;Containers met onbekende omvang;2019 4e kwartaal;0;0
840;Afvoer naar buitenland;Containers met onbekende omvang;2019;0;0
841;Afvoer naar buitenland;Containers met onbekende omvang;2020 1e kwartaal;0;0
842;Afvoer naar buitenland;Containers met onbekende omvang;2020 2e kwartaal;0;0
843;Afvoer naar buitenland;Containers met onbekende omvang;2020 3e kwartaal;0;0
844;Afvoer naar buitenland;Containers met onbekende omvang;2020 4e kwartaal;0;0
845;Afvoer naar buitenland;Containers met onbekende omvang;2020;0;0
846;Afvoer naar buitenland;Containers met onbekende omvang;2021 1e kwartaal;0;0
847;Afvoer naar buitenland;Containers met onbekende omvang;2021 2e kwartaal;0;0
848;Afvoer naar buitenland;Containers met onbekende omvang;2021 3e kwartaal;0;0
849;Afvoer naar buitenland;Containers met onbekende omvang;2021 4e kwartaal;0;0
850;Afvoer naar buitenland;Containers met onbekende omvang;2021;0;0
851;Afvoer naar buitenland;Containers met onbekende omvang;2022 1e kwartaal;0;0
852;Afvoer naar buitenland;Containers met onbekende omvang;2022 2e kwartaal;0;0
853;Afvoer naar buitenland;Containers met onbekende omvang;2022 3e kwartaal;0;0
854;Afvoer naar buitenland;Containers met onbekende omvang;2022 4e kwartaal;0;0
855;Afvoer naar buitenland;Containers met onbekende omvang;2022;0;0
856;Afvoer naar buitenland;Containers met onbekende omvang;2023 1e kwartaal;0;0
857;Afvoer naar buitenland;Containers met onbekende omvang;2023 2e kwartaal;0;0
858;Afvoer naar buitenland;Containers met onbekende omvang;2023 3e kwartaal;0;0
859;Afvoer naar buitenland;Containers met onbekende omvang;2023 4e kwartaal;0;1
860;Afvoer naar buitenland;Containers met onbekende omvang;2023;0;1
861;Afvoer naar buitenland;Containers met onbekende omvang;2024 1e kwartaal;0;0
862;Afvoer naar buitenland;Containers met onbekende omvang;2024 2e kwartaal;0;0
863;Afvoer naar buitenland;Containers met onbekende omvang;2024 3e kwartaal;0;0
