ID;Perioden;Totaal1564JaarBeroepsbevolking_1;Mannen1564JaarBeroepsbevolking_2;Vrouwen1564JaarBeroepsbevolking_3;MannenEnVrouwenAlleLeeftijden_4;MannenEnVrouwenJongerDan14Jaar_5;MannenEnVrouwen1419Jaar_6;MannenEnVrouwen2024Jaar_7;MannenEnVrouwen2539Jaar_8;MannenEnVrouwen4049Jaar_9;MannenEnVrouwen5064Jaar_10;MannenEnVrouwen65JaarEnOuder_11;MannenAlleLeeftijden_12;MannenJongerDan14Jaar_13;Mannen1419Jaar_14;Mannen2024Jaar_15;Mannen2539Jaar_16;Mannen4049Jaar_17;Mannen5064Jaar_18;Mannen65JaarEnOuder_19;VrouwenAlleLeeftijden_20;VrouwenJongerDan14Jaar_21;Vrouwen1419Jaar_22;Vrouwen2024Jaar_23;Vrouwen2539Jaar_24;Vrouwen4049Jaar_25;Vrouwen5064Jaar_26;Vrouwen65JaarEnOuder_27;Totaal1564JaarWerkzameBeroepsbev_28;Mannen1564JaarWerkzameBeroepsbev_29;Vrouwen1564JaarWerkzameBeroepsbev_30;AlleLeeftijdenMannenEnVrouwen_31;LandbouwEnVisserij_32;Delfstoffenwinning_33;Industrie_34;OpenbareNutsbedrijven_35;BouwnijverheidEnInstallatiebedrijven_36;HandelEnHoreca_37;TransportOpslagEnCommunicatie_38;BankVerzekeringswezenZakelijkeDienst_39;DienstverleningTotaal_40;OverigeEconomischeActiviteiten_41;HuiselijkeDiensten_42;AlleLeeftijdenMannen_43;LandbouwEnVisserij_44;Delfstoffenwinning_45;Industrie_46;OpenbareNutsbedrijven_47;BouwnijverheidEnInstallatiebedrijven_48;HandelEnHoreca_49;TransportOpslagEnCommunicatie_50;BankVerzekeringswezenZakelijkeDienst_51;DienstverleningTotaal_52;HuiselijkeDiensten_53;OverigeEconomischeActiviteiten_54;AlleLeeftijdenVrouwen_55;LandbouwEnVisserij_56;Delfstoffenwinning_57;Industrie_58;OpenbareNutsbedrijven_59;BouwnijverheidEnInstallatiebedrijven_60;HandelEnHoreca_61;TransportOpslagEnCommunicatie_62;BankVerzekeringswezenZakelijkeDienst_63;DienstverleningTotaal_64;HuiselijkeDiensten_65;OverigeEconomischeActiviteiten_66;LandbouwEnVisserij_67;Delfstoffenwinning_68;Industrie_69;OpenbareNutsbedrijven_70;BouwnijverheidEnInstallatiebedrijven_71;HandelEnHoreca_72;TransportOpslagEnCommunicatie_73;BankVerzekeringswezenZakelijkeDienst_74;DienstverleningTotaal_75;HuiselijkeDiensten_76;OverigeEconomischeActiviteiten_77;LandbouwEnVisserij_78;Delfstoffenwinning_79;Industrie_80;OpenbareNutsbedrijven_81;BouwnijverheidEnInstallatiebedrijven_82;HandelEnHoreca_83;TransportOpslagEnCommunicatie_84;BankVerzekeringswezenZakelijkeDienst_85;DienstverleningTotaal_86;HuiselijkeDiensten_87;OverigeEconomischeActiviteiten_88;LandbouwEnVisserij_89;Delfstoffenwinning_90;Industrie_91;OpenbareNutsbedrijven_92;BouwnijverheidEnInstallatiebedrijven_93;HandelEnHoreca_94;TransportOpslagEnCommunicatie_95;BankVerzekeringswezenZakelijkeDienst_96;DienstverleningTotaal_97;HuiselijkeDiensten_98;OverigeEconomischeActiviteiten_99;WerklozeBeroepsbevolkingTotaal_100;WerklozeBeroepsbevolkingMannen_101;WerklozeBeroepsbevolkingVrouwen_102;BeroepsdeelnemingTotaal_103;Beroepsdeelneming1419Jaar_104;Beroepsdeelneming2024Jaar_105;Beroepsdeelneming2539Jaar_106;Beroepsdeelneming4049Jaar_107;Beroepsdeelneming5064Jaar_108;Beroepsdeelneming65JaarEnOuder_109;BeroepsdeelnemingTotaalMannen_110;Beroepsdeelneming1419JaarMannen_111;Beroepsdeelneming2024JaarMannen_112;Beroepsdeelneming2539JaarMannen_113;Beroepsdeelneming4049JaarMannen_114;Beroepsdeelneming5064JaarMannen_115;Beroepsdeelneming65JaarEnOuderMan_116;BeroepsdeelnemingTotaalVrouwen_117;Beroepsdeelneming1419JaarVrouwen_118;Beroepsdeelneming2024JaarVrouwen_119;Beroepsdeelneming2539JaarVrouwen_120;Beroepsdeelneming4049JaarVrouwen_121;Beroepsdeelneming5064JaarVrouwen_122;Beroepsdeelneming65JaarEnOuderVrouw_123;GeregistreerdeWerklozenTotaal_124;GeregistreerdeWerklozenMannen_125;GeregistreerdeWerklozenVrouwen_126;GeregistreerdeWerklozenBeroepsbev_127;Banen_128;Arbeidsjaren_129;Banen_130;Arbeidsjaren_131;ArbeidsduurVoltijdersInUren_132;ArbeidsvolumeInUren_133;Banen_134;Arbeidsjaren_135;PerWeekOvereengekomenArbeidsduur_136;VakantiedagenPerJaar_137;TewerkgesteldenOpAanvullendeWerken_138;IndexcijfersCaoLonenTotaal_139;IndexCaoLonenTotaalPartBedrijven_140;IndexCaoLonenLandbouwEnVisserij_141;IndexCaoLonenIndustrie_142;IndexCaoLonenBouwnijverheid_143;IndexCaoLonenFinZakelijkeDienst_144;IndexCaoLonenOverheid_145;IndexCaoLonenGesubsidieerdeSector_146;UurloonNijverheidsarbeiders_147;MaandloonTotaal_148;MaandloonMannen_149;MaandloonVrouwen_150;MaandloonNijverheid_151;MaandloonHandel_152;MaandloonTransport_153;MaandloonBankEnVerzekeringswezen_154;MaandloonOverigeDienstverlening_155;LandbouwVisserijNijverheidEnOverig_156;BrutoUurloonNijverheidsarbeiders_157;LoonkostenPerGewerktUurNijverheid_158;Minimumloon_159
59;1990;6063.0;3865.0;2198.0;6104.0;;4.0;13.8;45.1;23.2;13.2;0.7;3897.0;;3.3;11.0;44.6;24.7;15.6;0.8;2206.0;;5.1;18.9;46.0;20.6;9.0;0.4;5644.0;3686.0;1958.0;5685.0;251.0;10.0;1225.0;27.0;296.0;1006.0;378.0;615.0;1546.0;332.0;7.0;3718.0;186.0;9.0;991.0;23.0;282.0;592.0;298.0;340.0;751.0;0.0;246.0;1967.0;65.0;1.0;234.0;3.0;14.0;414.0;80.0;275.0;795.0;7.0;86.0;4.4;0.2;21.5;0.5;5.2;17.7;6.6;10.8;27.2;0.1;5.8;5.0;0.2;26.6;0.6;7.6;15.9;8.0;;;;;3.3;0.1;11.9;0.2;0.7;21.1;4.1;14.0;40.4;0.3;4.4;419.0;179.0;240.0;51.0;22.8;67.4;74.9;68.6;37.1;2.4;66.1;24.0;67.2;92.8;90.8;56.6;4.5;36.4;21.6;67.7;56.3;45.3;18.0;0.9;358.0;209.0;149.0;5.9;6559.0;5257.0;5714.0;4702.0;1741.0;8185.0;846.0;555.0;38.6;31.1;;230.0;247.0;276.0;238.0;278.0;261.0;192.0;114.0;8.9;1668.0;1754.0;1231.0;1679.0;1461.0;1768.0;1854.0;1744.0;1681.0;;18.3;910.0
60;1991;6189.0;3912.0;2277.0;6225.0;;3.6;13.4;45.3;24.1;13.1;0.6;3941.0;;2.9;10.8;44.7;25.4;15.5;0.7;2284.0;;4.6;17.8;46.3;21.9;9.0;0.3;5790.0;3732.0;2057.0;5826.0;239.0;13.0;1235.0;28.0;300.0;1043.0;400.0;611.0;1668.0;289.0;6.0;3761.0;179.0;12.0;995.0;24.0;284.0;613.0;313.0;339.0;786.0;0.0;218.0;2065.0;61.0;1.0;241.0;3.0;16.0;430.0;87.0;272.0;882.0;5.0;72.0;4.1;0.2;21.2;0.5;5.1;17.9;6.9;10.5;28.6;0.1;5.0;4.7;0.3;26.4;0.6;7.6;16.3;8.3;9.0;20.9;0.0;5.8;2.9;0.1;11.7;0.2;0.8;20.8;4.2;13.2;42.7;0.3;3.5;400.0;180.0;220.0;51.7;22.0;66.7;76.1;70.0;37.2;2.1;66.3;22.7;67.2;93.3;91.1;55.9;4.0;37.4;21.3;66.1;58.3;47.8;18.7;0.7;334.0;190.0;145.0;5.4;6689.0;5327.0;5843.0;4772.0;1740.0;8303.0;846.0;555.0;38.5;31.1;;239.0;256.0;286.0;247.0;289.0;270.0;198.0;118.0;9.3;1717.0;1805.0;1284.0;1707.0;1528.0;1835.0;1939.0;1836.0;1742.0;;19.0;938.0
61;1992;6296.0;3967.0;2330.0;6331.0;;3.1;13.0;45.3;24.8;13.2;0.5;3995.0;;2.7;10.5;44.6;26.0;15.5;0.7;2336.0;;4.0;17.3;46.5;22.8;9.3;0.3;5885.0;3781.0;2105.0;5920.0;228.0;9.0;1221.0;26.0;283.0;1065.0;413.0;640.0;1690.0;345.0;7.0;3809.0;176.0;8.0;984.0;23.0;267.0;623.0;327.0;342.0;807.0;0.0;253.0;2111.0;52.0;1.0;237.0;3.0;16.0;441.0;86.0;298.0;884.0;7.0;93.0;3.9;0.2;20.6;0.4;4.8;18.0;7.0;10.8;28.6;0.1;5.8;4.6;0.2;25.8;0.6;7.0;16.4;8.6;9.0;21.2;0.0;6.6;2.5;0.1;11.2;0.2;0.8;20.9;4.1;14.1;41.9;0.3;4.4;411.0;186.0;225.0;52.2;20.8;66.0;77.0;71.3;37.7;1.9;66.7;21.9;66.3;93.8;91.8;56.5;3.9;38.0;19.6;65.7;59.5;49.6;19.4;0.6;336.0;195.0;141.0;5.3;6787.0;5398.0;5928.0;4821.0;1740.0;8388.0;859.0;577.0;38.5;30.2;;248.0;268.0;301.0;258.0;303.0;282.0;204.0;122.0;9.8;1801.0;1895.0;1359.0;1793.0;1591.0;1905.0;2053.0;1919.0;1827.0;;19.9;968.0
62;1993;6406.0;3999.0;2407.0;6442.0;;2.8;12.5;45.5;25.2;13.4;0.6;4028.0;;2.6;10.2;44.6;26.1;15.8;0.7;2414.0;;3.2;16.3;47.1;23.7;9.4;0.3;5925.0;3771.0;2154.0;5961.0;224.0;11.0;1190.0;21.0;286.0;1090.0;406.0;648.0;1739.0;347.0;9.0;3800.0;173.0;8.0;960.0;19.0;270.0;633.0;315.0;340.0;822.0;0.0;260.0;2161.0;51.0;1.0;230.0;3.0;16.0;457.0;90.0;308.0;917.0;9.0;87.0;3.8;0.2;20.0;0.4;4.8;18.3;6.8;10.9;29.2;0.2;5.8;4.6;0.2;25.3;0.5;7.1;16.7;8.3;9.0;21.6;0.0;6.8;2.3;0.1;10.6;0.2;0.7;21.2;4.2;14.2;42.4;0.4;4.0;481.0;228.0;253.0;52.6;19.7;65.4;78.0;72.2;38.2;1.9;66.5;22.0;65.6;93.6;91.8;56.2;3.8;39.0;17.3;65.2;61.7;51.9;20.1;0.6;415.0;240.0;175.0;6.5;6804.0;5393.0;5934.0;4798.0;1740.0;8348.0;870.0;595.0;38.5;;;256.0;276.0;309.0;266.0;315.0;290.0;209.0;127.0;10.0;1860.0;1953.0;1426.0;1851.0;1644.0;1970.0;2106.0;1982.0;1885.0;;20.6;982.0
63;1994;6466.0;4014.0;2452.0;6500.0;;2.6;11.9;45.7;25.4;13.8;0.5;4042.0;;2.4;9.8;44.6;26.5;16.1;0.7;2458.0;;3.1;15.4;47.6;23.5;10.2;0.2;5920.0;3747.0;2172.0;5953.0;225.0;9.0;1139.0;27.0;291.0;1119.0;418.0;652.0;1734.0;328.0;10.0;3776.0;172.0;8.0;919.0;23.0;273.0;654.0;321.0;346.0;815.0;0.0;243.0;2178.0;53.0;1.0;220.0;4.0;17.0;465.0;98.0;307.0;919.0;10.0;85.0;3.9;0.2;19.5;0.5;5.0;19.2;7.2;11.2;29.7;0.2;5.6;4.6;0.2;24.8;0.6;7.4;17.6;8.6;9.3;22.0;0.0;6.6;2.5;0.0;10.3;0.2;0.8;21.9;4.6;14.4;43.2;0.5;4.0;547.0;266.0;280.0;52.8;18.8;65.1;78.2;72.6;39.1;1.8;66.4;20.5;65.5;93.0;92.3;56.5;3.7;39.4;17.1;64.7;62.7;52.1;21.8;0.5;486.0;283.0;203.0;7.5;6854.0;5373.0;5962.0;4759.0;1739.0;8277.0;892.0;614.0;;;;260.0;281.0;316.0;271.0;321.0;294.0;211.0;128.0;;;;;;;;;;1923.0;;20.8;982.0
64;1995;6596.0;4067.0;2529.0;6626.0;;2.5;11.0;45.9;25.9;14.3;0.4;4092.0;;2.3;9.1;44.8;26.7;16.4;0.6;2534.0;;2.9;13.9;47.6;24.5;10.9;0.2;6063.0;3814.0;2249.0;6093.0;;;;;;;;;;;;3839.0;;;;;;;;;;;;2254.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;533.0;253.0;281.0;53.6;18.6;65.3;79.2;74.1;40.6;1.6;67.0;20.7;66.2;93.4;93.0;57.5;3.2;40.5;16.6;64.4;64.3;54.6;23.6;0.4;464.0;260.0;204.0;7.0;6975.0;5450.0;6076.0;4828.0;1737.0;8405.0;798.0;574.0;0.0;0.0;0.0;263.0;284.0;324.0;274.0;327.0;297.0;213.0;128.0;;;;;;;;;;;;21.2;982.0
65;1996;6686.0;4098.0;2588.0;;;;;;;;;;;;;;;;;;;;;;;;;6185.0;3870.0;2315.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;501.0;228.0;273.0;;;;;;;;;;;;;;;;;;;;;;440.0;240.0;201.0;6.6;7146.0;5540.0;6216.0;4905.0;1739.0;8525.0;825.0;588.0;0.0;0.0;0.0;267.0;290.0;328.0;280.0;334.0;302.0;216.0;130.0;;;;;;;;;;;;21.6;996.0
66;1997;6832.0;4140.0;2692.0;;;;;;;;;;;;;;;;;;;;;;;;;6384.0;3940.0;2444.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;448.0;200.0;248.0;;;;;;;;;;;;;;;;;;;;;;375.0;199.0;176.0;5.5;;;;;1733.0;;;;0.0;0.0;;272.0;296.0;334.0;287.0;342.0;308.0;221.0;130.0;;;;;;;;;;;;22.3;1013.0
67;1998;6941.0;4190.0;2751.0;;;;;;;;;;;;;;;;;;;;;;;;;6587.0;4036.0;2551.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;354.0;153.0;201.0;;;;;;;;;;;;;;;;;;;;;;287.0;155.0;132.0;4.1;0.0;0.0;0.0;0.0;1721.0;0.0;0.0;0.0;0.0;0.0;0.0;280.0;306.0;345.0;296.0;353.0;317.0;226.0;134.0;;;;;;;;;;;;22.8;1040.0
68;1999;7069.0;4233.0;2836.0;;;;;;;;;;;;;;;;;;;;;;;;;6768.0;4105.0;2663.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;301.0;128.0;173.0;;;;;;;;;;;;;;;;;;;;;;221.0;115.0;105.0;3.1;;;;;1717.0;;;;0.0;0.0;;289.0;314.0;355.0;305.0;365.0;325.0;233.0;138.0;;;;;;;;;;;;;
69;2000;7187.0;4275.0;2912.0;;;;;;;;;;;;;;;;;;;;;;;;;6917.0;4161.0;2755.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270.0;114.0;157.0;;;;;;;;;;;;;;;;;;;;;;188.0;98.0;90.0;2.6;;;;;1717.0;;;;0.0;0.0;;298.0;324.0;369.0;315.0;375.0;335.0;240.0;142.0;;;;;;;;;;;;;
70;2001;7314.0;4317.0;2997.0;;;;;;;;;;;;;;;;;;;;;;;;;7062.0;4209.0;2853.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;252.0;109.0;143.0;;;;;;;;;;;;;;;;;;;;;;146.0;77.0;69.0;2.0;;;;;1715.0;;;;0.0;0.0;;312.0;339.0;381.0;328.0;394.0;354.0;251.0;150.0;;;;;;;;;;;;;
71;2002;7427.0;4358.0;3069.0;;;;;;;;;;;;;;;;;;;;;;;;;7125.0;4211.0;2914.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302.0;147.0;155.0;;;;;;;;;;;;;;;;;;;;;;170.0;91.0;79.0;2.3;;;;;1718.0;;;;0.0;0.0;;323.0;351.0;398.0;340.0;410.0;366.0;261.0;156.0;;;;;;;;;;;;;
72;2003;7510.0;4368.0;3142.0;;;;;;;;;;;;;;;;;;;;;;;;;7114.0;4162.0;2952.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;396.0;206.0;190.0;;;;;;;;;;;;;;;;;;;;;;255.0;144.0;111.0;3.4;;;;;1719.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;
73;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1720.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;
74;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1720.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;
