ID;BedrijfstakkenBranches;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
830;73 Reclamewezen en marktonderzoek;2015 1e kwartaal;81.1;0.7
831;73 Reclamewezen en marktonderzoek;2015 2e kwartaal;91.8;0.3
832;73 Reclamewezen en marktonderzoek;2015 3e kwartaal;86.5;6.8
833;73 Reclamewezen en marktonderzoek;2015 4e kwartaal;111.2;4.8
834;73 Reclamewezen en marktonderzoek;2015;92.6;3.2
835;73 Reclamewezen en marktonderzoek;2016 1e kwartaal;86.1;6.1
836;73 Reclamewezen en marktonderzoek;2016 2e kwartaal;95.2;3.7
837;73 Reclamewezen en marktonderzoek;2016 3e kwartaal;87.4;1.1
838;73 Reclamewezen en marktonderzoek;2016 4e kwartaal;113.8;2.4
839;73 Reclamewezen en marktonderzoek;2016;95.6;3.2
840;73 Reclamewezen en marktonderzoek;2017 1e kwartaal;87.3;1.5
841;73 Reclamewezen en marktonderzoek;2017 2e kwartaal;95.1;-0.1
842;73 Reclamewezen en marktonderzoek;2017 3e kwartaal;88.5;1.2
843;73 Reclamewezen en marktonderzoek;2017 4e kwartaal;116.3;2.2
844;73 Reclamewezen en marktonderzoek;2017;96.8;1.2
845;731 Reclamewezen;2005 1e kwartaal;101.6;
846;731 Reclamewezen;2005 2e kwartaal;120.6;
847;731 Reclamewezen;2005 3e kwartaal;110.4;
848;731 Reclamewezen;2005 4e kwartaal;148.3;
849;731 Reclamewezen;2005;120.2;
850;731 Reclamewezen;2006 1e kwartaal;104.1;2.5
851;731 Reclamewezen;2006 2e kwartaal;119.7;-0.8
852;731 Reclamewezen;2006 3e kwartaal;106.6;-3.5
853;731 Reclamewezen;2006 4e kwartaal;152.4;2.8
854;731 Reclamewezen;2006;120.7;0.4
855;731 Reclamewezen;2007 1e kwartaal;102.6;-1.5
856;731 Reclamewezen;2007 2e kwartaal;120.1;0.4
857;731 Reclamewezen;2007 3e kwartaal;105.3;-1.2
858;731 Reclamewezen;2007 4e kwartaal;149.3;-2.0
859;731 Reclamewezen;2007;119.3;-1.2
860;731 Reclamewezen;2008 1e kwartaal;101.6;-1.0
861;731 Reclamewezen;2008 2e kwartaal;121.0;0.7
862;731 Reclamewezen;2008 3e kwartaal;108.2;2.8
863;731 Reclamewezen;2008 4e kwartaal;143.5;-3.9
864;731 Reclamewezen;2008;118.5;-0.6
865;731 Reclamewezen;2009 1e kwartaal;93.4;-8.0
866;731 Reclamewezen;2009 2e kwartaal;102.7;-15.1
867;731 Reclamewezen;2009 3e kwartaal;90.0;-16.8
868;731 Reclamewezen;2009 4e kwartaal;120.2;-16.2
869;731 Reclamewezen;2009;101.6;-14.3
870;731 Reclamewezen;2010 1e kwartaal;84.2;-9.9
871;731 Reclamewezen;2010 2e kwartaal;101.6;-1.0
872;731 Reclamewezen;2010 3e kwartaal;93.1;3.4
873;731 Reclamewezen;2010 4e kwartaal;121.1;0.8
874;731 Reclamewezen;2010;100.0;-1.5
875;731 Reclamewezen;2011 1e kwartaal;86.6;3.0
876;731 Reclamewezen;2011 2e kwartaal;94.3;-7.2
877;731 Reclamewezen;2011 3e kwartaal;87.9;-5.5
878;731 Reclamewezen;2011 4e kwartaal;113.0;-6.7
879;731 Reclamewezen;2011;95.5;-4.5
880;731 Reclamewezen;2012 1e kwartaal;81.7;-5.7
881;731 Reclamewezen;2012 2e kwartaal;93.7;-0.6
882;731 Reclamewezen;2012 3e kwartaal;82.6;-6.1
883;731 Reclamewezen;2012 4e kwartaal;103.3;-8.6
884;731 Reclamewezen;2012;90.3;-5.4
885;731 Reclamewezen;2013 1e kwartaal;74.7;-8.5
886;731 Reclamewezen;2013 2e kwartaal;88.1;-6.0
887;731 Reclamewezen;2013 3e kwartaal;78.1;-5.4
888;731 Reclamewezen;2013 4e kwartaal;103.6;0.4
889;731 Reclamewezen;2013;86.1;-4.6
890;731 Reclamewezen;2014 1e kwartaal;78.2;4.7
891;731 Reclamewezen;2014 2e kwartaal;90.9;3.2
892;731 Reclamewezen;2014 3e kwartaal;79.3;1.5
893;731 Reclamewezen;2014 4e kwartaal;104.7;1.0
894;731 Reclamewezen;2014;88.3;2.5
895;731 Reclamewezen;2015 1e kwartaal;78.5;0.3
896;731 Reclamewezen;2015 2e kwartaal;89.9;-1.1
897;731 Reclamewezen;2015 3e kwartaal;83.7;5.5
898;731 Reclamewezen;2015 4e kwartaal;108.3;3.5
899;731 Reclamewezen;2015;90.1;2.1
900;731 Reclamewezen;2016 1e kwartaal;83.7;6.7
901;731 Reclamewezen;2016 2e kwartaal;92.4;2.8
902;731 Reclamewezen;2016 3e kwartaal;83.9;0.3
903;731 Reclamewezen;2016 4e kwartaal;110.1;1.6
904;731 Reclamewezen;2016;92.5;2.7
905;731 Reclamewezen;2017 1e kwartaal;83.9;0.2
906;731 Reclamewezen;2017 2e kwartaal;91.0;-1.5
907;731 Reclamewezen;2017 3e kwartaal;84.5;0.7
908;731 Reclamewezen;2017 4e kwartaal;112.7;2.4
909;731 Reclamewezen;2017;93.0;0.5
910;732 Markt- en opinieonderzoek;2005 1e kwartaal;55.4;
911;732 Markt- en opinieonderzoek;2005 2e kwartaal;59.1;
912;732 Markt- en opinieonderzoek;2005 3e kwartaal;57.5;
913;732 Markt- en opinieonderzoek;2005 4e kwartaal;69.6;
914;732 Markt- en opinieonderzoek;2005;60.4;
915;732 Markt- en opinieonderzoek;2006 1e kwartaal;63.0;13.7
916;732 Markt- en opinieonderzoek;2006 2e kwartaal;73.0;23.5
917;732 Markt- en opinieonderzoek;2006 3e kwartaal;68.2;18.7
918;732 Markt- en opinieonderzoek;2006 4e kwartaal;84.6;21.6
919;732 Markt- en opinieonderzoek;2006;72.2;19.6
920;732 Markt- en opinieonderzoek;2007 1e kwartaal;69.7;10.7
921;732 Markt- en opinieonderzoek;2007 2e kwartaal;77.2;5.7
922;732 Markt- en opinieonderzoek;2007 3e kwartaal;76.3;11.8
923;732 Markt- en opinieonderzoek;2007 4e kwartaal;97.2;14.9
924;732 Markt- en opinieonderzoek;2007;80.1;10.9
925;732 Markt- en opinieonderzoek;2008 1e kwartaal;81.5;16.9
926;732 Markt- en opinieonderzoek;2008 2e kwartaal;93.6;21.3
927;732 Markt- en opinieonderzoek;2008 3e kwartaal;88.7;16.3
928;732 Markt- en opinieonderzoek;2008 4e kwartaal;108.7;11.8
929;732 Markt- en opinieonderzoek;2008;93.1;16.3
930;732 Markt- en opinieonderzoek;2009 1e kwartaal;89.5;9.8
931;732 Markt- en opinieonderzoek;2009 2e kwartaal;98.2;4.9
932;732 Markt- en opinieonderzoek;2009 3e kwartaal;92.0;3.7
933;732 Markt- en opinieonderzoek;2009 4e kwartaal;112.1;3.1
934;732 Markt- en opinieonderzoek;2009;97.9;5.2
935;732 Markt- en opinieonderzoek;2010 1e kwartaal;88.5;-1.1
936;732 Markt- en opinieonderzoek;2010 2e kwartaal;98.0;-0.2
937;732 Markt- en opinieonderzoek;2010 3e kwartaal;95.9;4.2
938;732 Markt- en opinieonderzoek;2010 4e kwartaal;117.6;4.9
939;732 Markt- en opinieonderzoek;2010;100.0;2.1
940;732 Markt- en opinieonderzoek;2011 1e kwartaal;96.2;8.7
941;732 Markt- en opinieonderzoek;2011 2e kwartaal;102.9;5.0
942;732 Markt- en opinieonderzoek;2011 3e kwartaal;96.1;0.2
943;732 Markt- en opinieonderzoek;2011 4e kwartaal;112.5;-4.3
944;732 Markt- en opinieonderzoek;2011;101.9;1.9
945;732 Markt- en opinieonderzoek;2012 1e kwartaal;87.8;-8.7
946;732 Markt- en opinieonderzoek;2012 2e kwartaal;94.6;-8.1
947;732 Markt- en opinieonderzoek;2012 3e kwartaal;93.3;-2.9
948;732 Markt- en opinieonderzoek;2012 4e kwartaal;110.5;-1.8
949;732 Markt- en opinieonderzoek;2012;96.5;-5.3
950;732 Markt- en opinieonderzoek;2013 1e kwartaal;86.6;-1.3
951;732 Markt- en opinieonderzoek;2013 2e kwartaal;92.1;-2.6
952;732 Markt- en opinieonderzoek;2013 3e kwartaal;89.1;-4.5
953;732 Markt- en opinieonderzoek;2013 4e kwartaal;109.2;-1.2
954;732 Markt- en opinieonderzoek;2013;94.3;-2.4
955;732 Markt- en opinieonderzoek;2014 1e kwartaal;88.7;2.3
956;732 Markt- en opinieonderzoek;2014 2e kwartaal;94.1;2.2
957;732 Markt- en opinieonderzoek;2014 3e kwartaal;86.8;-2.7
958;732 Markt- en opinieonderzoek;2014 4e kwartaal;110.9;1.6
959;732 Markt- en opinieonderzoek;2014;95.1;0.9
960;732 Markt- en opinieonderzoek;2015 1e kwartaal;90.4;2.0
961;732 Markt- en opinieonderzoek;2015 2e kwartaal;98.7;5.0
962;732 Markt- en opinieonderzoek;2015 3e kwartaal;96.2;10.9
963;732 Markt- en opinieonderzoek;2015 4e kwartaal;121.2;9.2
964;732 Markt- en opinieonderzoek;2015;101.6;6.9
965;732 Markt- en opinieonderzoek;2016 1e kwartaal;94.3;4.3
966;732 Markt- en opinieonderzoek;2016 2e kwartaal;105.0;6.3
967;732 Markt- en opinieonderzoek;2016 3e kwartaal;99.7;3.7
968;732 Markt- en opinieonderzoek;2016 4e kwartaal;127.1;4.9
969;732 Markt- en opinieonderzoek;2016;106.5;4.8
970;732 Markt- en opinieonderzoek;2017 1e kwartaal;99.4;5.4
971;732 Markt- en opinieonderzoek;2017 2e kwartaal;109.2;4.0
972;732 Markt- en opinieonderzoek;2017 3e kwartaal;102.7;2.9
973;732 Markt- en opinieonderzoek;2017 4e kwartaal;128.8;1.3
974;732 Markt- en opinieonderzoek;2017;110.0;3.3
975;74 Design, fotografie, vertaalbureaus;2005 1e kwartaal;75.7;
976;74 Design, fotografie, vertaalbureaus;2005 2e kwartaal;91.7;
977;74 Design, fotografie, vertaalbureaus;2005 3e kwartaal;85.6;
978;74 Design, fotografie, vertaalbureaus;2005 4e kwartaal;95.3;
979;74 Design, fotografie, vertaalbureaus;2005;87.1;
980;74 Design, fotografie, vertaalbureaus;2006 1e kwartaal;83.7;10.6
981;74 Design, fotografie, vertaalbureaus;2006 2e kwartaal;95.7;4.3
982;74 Design, fotografie, vertaalbureaus;2006 3e kwartaal;89.0;4.0
983;74 Design, fotografie, vertaalbureaus;2006 4e kwartaal;99.8;4.7
984;74 Design, fotografie, vertaalbureaus;2006;92.0;5.7
985;74 Design, fotografie, vertaalbureaus;2007 1e kwartaal;86.7;3.6
986;74 Design, fotografie, vertaalbureaus;2007 2e kwartaal;98.0;2.4
987;74 Design, fotografie, vertaalbureaus;2007 3e kwartaal;94.2;5.9
988;74 Design, fotografie, vertaalbureaus;2007 4e kwartaal;103.2;3.4
989;74 Design, fotografie, vertaalbureaus;2007;95.5;3.8
990;74 Design, fotografie, vertaalbureaus;2008 1e kwartaal;91.0;5.0
991;74 Design, fotografie, vertaalbureaus;2008 2e kwartaal;102.7;4.9
992;74 Design, fotografie, vertaalbureaus;2008 3e kwartaal;96.2;2.0
993;74 Design, fotografie, vertaalbureaus;2008 4e kwartaal;105.6;2.3
994;74 Design, fotografie, vertaalbureaus;2008;98.9;3.5
995;74 Design, fotografie, vertaalbureaus;2009 1e kwartaal;93.4;2.6
996;74 Design, fotografie, vertaalbureaus;2009 2e kwartaal;102.1;-0.7
997;74 Design, fotografie, vertaalbureaus;2009 3e kwartaal;96.4;0.3
998;74 Design, fotografie, vertaalbureaus;2009 4e kwartaal;106.7;1.0
999;74 Design, fotografie, vertaalbureaus;2009;99.6;0.8
1000;74 Design, fotografie, vertaalbureaus;2010 1e kwartaal;92.5;-0.9
1001;74 Design, fotografie, vertaalbureaus;2010 2e kwartaal;102.4;0.3
1002;74 Design, fotografie, vertaalbureaus;2010 3e kwartaal;97.2;0.8
1003;74 Design, fotografie, vertaalbureaus;2010 4e kwartaal;107.9;1.2
1004;74 Design, fotografie, vertaalbureaus;2010;100.0;0.4
1005;74 Design, fotografie, vertaalbureaus;2011 1e kwartaal;97.5;5.3
1006;74 Design, fotografie, vertaalbureaus;2011 2e kwartaal;104.6;2.2
1007;74 Design, fotografie, vertaalbureaus;2011 3e kwartaal;97.9;0.8
1008;74 Design, fotografie, vertaalbureaus;2011 4e kwartaal;108.2;0.3
1009;74 Design, fotografie, vertaalbureaus;2011;102.1;2.1
1010;74 Design, fotografie, vertaalbureaus;2012 1e kwartaal;98.4;1.0
1011;74 Design, fotografie, vertaalbureaus;2012 2e kwartaal;103.6;-1.0
1012;74 Design, fotografie, vertaalbureaus;2012 3e kwartaal;101.9;4.1
1013;74 Design, fotografie, vertaalbureaus;2012 4e kwartaal;111.7;3.2
1014;74 Design, fotografie, vertaalbureaus;2012;103.9;1.8
1015;74 Design, fotografie, vertaalbureaus;2013 1e kwartaal;94.0;-4.5
1016;74 Design, fotografie, vertaalbureaus;2013 2e kwartaal;98.8;-4.6
1017;74 Design, fotografie, vertaalbureaus;2013 3e kwartaal;102.7;0.7
1018;74 Design, fotografie, vertaalbureaus;2013 4e kwartaal;112.8;1.0
1019;74 Design, fotografie, vertaalbureaus;2013;102.1;-1.8
1020;74 Design, fotografie, vertaalbureaus;2014 1e kwartaal;97.6;3.9
1021;74 Design, fotografie, vertaalbureaus;2014 2e kwartaal;102.9;4.1
1022;74 Design, fotografie, vertaalbureaus;2014 3e kwartaal;106.7;4.0
1023;74 Design, fotografie, vertaalbureaus;2014 4e kwartaal;120.2;6.5
1024;74 Design, fotografie, vertaalbureaus;2014;106.9;4.7
1025;74 Design, fotografie, vertaalbureaus;2015 1e kwartaal;105.6;8.2
1026;74 Design, fotografie, vertaalbureaus;2015 2e kwartaal;111.7;8.5
1027;74 Design, fotografie, vertaalbureaus;2015 3e kwartaal;114.0;6.8
1028;74 Design, fotografie, vertaalbureaus;2015 4e kwartaal;134.5;11.9
1029;74 Design, fotografie, vertaalbureaus;2015;116.4;9.0
1030;74 Design, fotografie, vertaalbureaus;2016 1e kwartaal;116.1;10.0
1031;74 Design, fotografie, vertaalbureaus;2016 2e kwartaal;124.9;11.8
1032;74 Design, fotografie, vertaalbureaus;2016 3e kwartaal;125.0;9.7
1033;74 Design, fotografie, vertaalbureaus;2016 4e kwartaal;149.2;10.9
1034;74 Design, fotografie, vertaalbureaus;2016;128.8;10.6
1035;74 Design, fotografie, vertaalbureaus;2017 1e kwartaal;127.8;10.0
1036;74 Design, fotografie, vertaalbureaus;2017 2e kwartaal;132.9;6.4
1037;74 Design, fotografie, vertaalbureaus;2017 3e kwartaal;134.5;7.6
1038;74 Design, fotografie, vertaalbureaus;2017 4e kwartaal;157.0;5.2
1039;74 Design, fotografie, vertaalbureaus;2017;138.0;7.2
1040;75 Veterinaire dienstverlening;2005 1e kwartaal;;
1041;75 Veterinaire dienstverlening;2005 2e kwartaal;;
1042;75 Veterinaire dienstverlening;2005 3e kwartaal;;
1043;75 Veterinaire dienstverlening;2005 4e kwartaal;;
1044;75 Veterinaire dienstverlening;2005;;
1045;75 Veterinaire dienstverlening;2006 1e kwartaal;;
1046;75 Veterinaire dienstverlening;2006 2e kwartaal;;
1047;75 Veterinaire dienstverlening;2006 3e kwartaal;;
1048;75 Veterinaire dienstverlening;2006 4e kwartaal;;
1049;75 Veterinaire dienstverlening;2006;;
1050;75 Veterinaire dienstverlening;2007 1e kwartaal;;
1051;75 Veterinaire dienstverlening;2007 2e kwartaal;;
1052;75 Veterinaire dienstverlening;2007 3e kwartaal;;
1053;75 Veterinaire dienstverlening;2007 4e kwartaal;;
1054;75 Veterinaire dienstverlening;2007;;
1055;75 Veterinaire dienstverlening;2008 1e kwartaal;;
1056;75 Veterinaire dienstverlening;2008 2e kwartaal;;
1057;75 Veterinaire dienstverlening;2008 3e kwartaal;;
1058;75 Veterinaire dienstverlening;2008 4e kwartaal;;
1059;75 Veterinaire dienstverlening;2008;;
1060;75 Veterinaire dienstverlening;2009 1e kwartaal;;
1061;75 Veterinaire dienstverlening;2009 2e kwartaal;;
1062;75 Veterinaire dienstverlening;2009 3e kwartaal;;
1063;75 Veterinaire dienstverlening;2009 4e kwartaal;;
1064;75 Veterinaire dienstverlening;2009;;
1065;75 Veterinaire dienstverlening;2010 1e kwartaal;;
1066;75 Veterinaire dienstverlening;2010 2e kwartaal;;
1067;75 Veterinaire dienstverlening;2010 3e kwartaal;;
1068;75 Veterinaire dienstverlening;2010 4e kwartaal;;
1069;75 Veterinaire dienstverlening;2010;;
1070;75 Veterinaire dienstverlening;2011 1e kwartaal;;
1071;75 Veterinaire dienstverlening;2011 2e kwartaal;;
1072;75 Veterinaire dienstverlening;2011 3e kwartaal;;
1073;75 Veterinaire dienstverlening;2011 4e kwartaal;;
1074;75 Veterinaire dienstverlening;2011;;
1075;75 Veterinaire dienstverlening;2012 1e kwartaal;105.2;
1076;75 Veterinaire dienstverlening;2012 2e kwartaal;115.3;
1077;75 Veterinaire dienstverlening;2012 3e kwartaal;112.0;
1078;75 Veterinaire dienstverlening;2012 4e kwartaal;108.1;
1079;75 Veterinaire dienstverlening;2012;110.1;
1080;75 Veterinaire dienstverlening;2013 1e kwartaal;102.8;-2.3
1081;75 Veterinaire dienstverlening;2013 2e kwartaal;114.4;-0.8
1082;75 Veterinaire dienstverlening;2013 3e kwartaal;111.7;-0.3
1083;75 Veterinaire dienstverlening;2013 4e kwartaal;113.7;5.2
1084;75 Veterinaire dienstverlening;2013;110.6;0.4
1085;75 Veterinaire dienstverlening;2014 1e kwartaal;107.8;4.9
1086;75 Veterinaire dienstverlening;2014 2e kwartaal;118.6;3.7
1087;75 Veterinaire dienstverlening;2014 3e kwartaal;116.7;4.5
1088;75 Veterinaire dienstverlening;2014 4e kwartaal;118.3;4.1
1089;75 Veterinaire dienstverlening;2014;115.4;4.3
1090;75 Veterinaire dienstverlening;2015 1e kwartaal;110.1;2.2
1091;75 Veterinaire dienstverlening;2015 2e kwartaal;121.7;2.6
1092;75 Veterinaire dienstverlening;2015 3e kwartaal;120.2;3.0
1093;75 Veterinaire dienstverlening;2015 4e kwartaal;121.9;3.0
1094;75 Veterinaire dienstverlening;2015;118.5;2.7
1095;75 Veterinaire dienstverlening;2016 1e kwartaal;114.9;4.3
1096;75 Veterinaire dienstverlening;2016 2e kwartaal;127.9;5.0
1097;75 Veterinaire dienstverlening;2016 3e kwartaal;125.0;4.0
1098;75 Veterinaire dienstverlening;2016 4e kwartaal;124.0;1.7
1099;75 Veterinaire dienstverlening;2016;122.9;3.8
1100;75 Veterinaire dienstverlening;2017 1e kwartaal;116.6;1.5
1101;75 Veterinaire dienstverlening;2017 2e kwartaal;131.2;2.6
1102;75 Veterinaire dienstverlening;2017 3e kwartaal;127.3;1.8
1103;75 Veterinaire dienstverlening;2017 4e kwartaal;125.8;1.4
1104;75 Veterinaire dienstverlening;2017;125.2;1.9
1105;N Verhuur en overige zakelijke diensten;2005 1e kwartaal;66.3;
1106;N Verhuur en overige zakelijke diensten;2005 2e kwartaal;75.8;
1107;N Verhuur en overige zakelijke diensten;2005 3e kwartaal;82.1;
1108;N Verhuur en overige zakelijke diensten;2005 4e kwartaal;82.1;
1109;N Verhuur en overige zakelijke diensten;2005;76.6;
1110;N Verhuur en overige zakelijke diensten;2006 1e kwartaal;75.8;14.4
1111;N Verhuur en overige zakelijke diensten;2006 2e kwartaal;85.9;13.3
1112;N Verhuur en overige zakelijke diensten;2006 3e kwartaal;94.9;15.6
1113;N Verhuur en overige zakelijke diensten;2006 4e kwartaal;95.5;16.2
1114;N Verhuur en overige zakelijke diensten;2006;88.0;14.9
1115;N Verhuur en overige zakelijke diensten;2007 1e kwartaal;89.5;18.0
1116;N Verhuur en overige zakelijke diensten;2007 2e kwartaal;97.4;13.4
1117;N Verhuur en overige zakelijke diensten;2007 3e kwartaal;104.8;10.4
1118;N Verhuur en overige zakelijke diensten;2007 4e kwartaal;106.7;11.8
1119;N Verhuur en overige zakelijke diensten;2007;99.6;13.1
1120;N Verhuur en overige zakelijke diensten;2008 1e kwartaal;98.5;10.1
1121;N Verhuur en overige zakelijke diensten;2008 2e kwartaal;106.6;9.5
1122;N Verhuur en overige zakelijke diensten;2008 3e kwartaal;111.3;6.2
1123;N Verhuur en overige zakelijke diensten;2008 4e kwartaal;110.3;3.3
1124;N Verhuur en overige zakelijke diensten;2008;106.7;7.1
1125;N Verhuur en overige zakelijke diensten;2009 1e kwartaal;96.8;-1.8
1126;N Verhuur en overige zakelijke diensten;2009 2e kwartaal;99.2;-6.9
1127;N Verhuur en overige zakelijke diensten;2009 3e kwartaal;105.1;-5.6
1128;N Verhuur en overige zakelijke diensten;2009 4e kwartaal;100.8;-8.6
1129;N Verhuur en overige zakelijke diensten;2009;100.4;-5.8
1130;N Verhuur en overige zakelijke diensten;2010 1e kwartaal;88.7;-8.3
1131;N Verhuur en overige zakelijke diensten;2010 2e kwartaal;97.7;-1.5
1132;N Verhuur en overige zakelijke diensten;2010 3e kwartaal;108.3;3.1
1133;N Verhuur en overige zakelijke diensten;2010 4e kwartaal;105.3;4.5
1134;N Verhuur en overige zakelijke diensten;2010;100.0;-0.4
1135;N Verhuur en overige zakelijke diensten;2011 1e kwartaal;94.7;6.7
1136;N Verhuur en overige zakelijke diensten;2011 2e kwartaal;105.3;7.8
1137;N Verhuur en overige zakelijke diensten;2011 3e kwartaal;112.8;4.1
1138;N Verhuur en overige zakelijke diensten;2011 4e kwartaal;109.1;3.6
1139;N Verhuur en overige zakelijke diensten;2011;105.5;5.5
1140;N Verhuur en overige zakelijke diensten;2012 1e kwartaal;96.7;2.1
1141;N Verhuur en overige zakelijke diensten;2012 2e kwartaal;109.0;3.5
1142;N Verhuur en overige zakelijke diensten;2012 3e kwartaal;118.5;5.1
1143;N Verhuur en overige zakelijke diensten;2012 4e kwartaal;109.4;0.3
1144;N Verhuur en overige zakelijke diensten;2012;108.4;2.8
1145;N Verhuur en overige zakelijke diensten;2013 1e kwartaal;96.6;-0.1
1146;N Verhuur en overige zakelijke diensten;2013 2e kwartaal;109.7;0.6
1147;N Verhuur en overige zakelijke diensten;2013 3e kwartaal;116.8;-1.5
1148;N Verhuur en overige zakelijke diensten;2013 4e kwartaal;111.1;1.6
1149;N Verhuur en overige zakelijke diensten;2013;108.5;0.1
1150;N Verhuur en overige zakelijke diensten;2014 1e kwartaal;98.9;2.4
1151;N Verhuur en overige zakelijke diensten;2014 2e kwartaal;113.1;3.1
1152;N Verhuur en overige zakelijke diensten;2014 3e kwartaal;123.7;5.9
1153;N Verhuur en overige zakelijke diensten;2014 4e kwartaal;118.3;6.5
1154;N Verhuur en overige zakelijke diensten;2014;113.5;4.6
1155;N Verhuur en overige zakelijke diensten;2015 1e kwartaal;106.8;8.0
1156;N Verhuur en overige zakelijke diensten;2015 2e kwartaal;125.8;11.2
1157;N Verhuur en overige zakelijke diensten;2015 3e kwartaal;140.0;13.2
1158;N Verhuur en overige zakelijke diensten;2015 4e kwartaal;134.4;13.6
1159;N Verhuur en overige zakelijke diensten;2015;126.8;11.7
1160;N Verhuur en overige zakelijke diensten;2016 1e kwartaal;120.6;12.9
1161;N Verhuur en overige zakelijke diensten;2016 2e kwartaal;136.7;8.7
1162;N Verhuur en overige zakelijke diensten;2016 3e kwartaal;152.3;8.8
1163;N Verhuur en overige zakelijke diensten;2016 4e kwartaal;145.2;8.1
1164;N Verhuur en overige zakelijke diensten;2016;138.7;9.4
1165;N Verhuur en overige zakelijke diensten;2017 1e kwartaal;131.1;8.7
1166;N Verhuur en overige zakelijke diensten;2017 2e kwartaal;149.1;9.0
1167;N Verhuur en overige zakelijke diensten;2017 3e kwartaal;163.4;7.3
1168;N Verhuur en overige zakelijke diensten;2017 4e kwartaal;152.5;5.0
1169;N Verhuur en overige zakelijke diensten;2017;149.0;7.4
1170;77 Verhuur van roerende goederen;2005 1e kwartaal;;
1171;77 Verhuur van roerende goederen;2005 2e kwartaal;;
1172;77 Verhuur van roerende goederen;2005 3e kwartaal;;
1173;77 Verhuur van roerende goederen;2005 4e kwartaal;;
1174;77 Verhuur van roerende goederen;2005;;
1175;77 Verhuur van roerende goederen;2006 1e kwartaal;;
1176;77 Verhuur van roerende goederen;2006 2e kwartaal;;
1177;77 Verhuur van roerende goederen;2006 3e kwartaal;;
1178;77 Verhuur van roerende goederen;2006 4e kwartaal;;
1179;77 Verhuur van roerende goederen;2006;;
1180;77 Verhuur van roerende goederen;2007 1e kwartaal;;
1181;77 Verhuur van roerende goederen;2007 2e kwartaal;;
1182;77 Verhuur van roerende goederen;2007 3e kwartaal;;
1183;77 Verhuur van roerende goederen;2007 4e kwartaal;;
1184;77 Verhuur van roerende goederen;2007;;
1185;77 Verhuur van roerende goederen;2008 1e kwartaal;;
1186;77 Verhuur van roerende goederen;2008 2e kwartaal;;
1187;77 Verhuur van roerende goederen;2008 3e kwartaal;;
1188;77 Verhuur van roerende goederen;2008 4e kwartaal;;
1189;77 Verhuur van roerende goederen;2008;;
1190;77 Verhuur van roerende goederen;2009 1e kwartaal;;
1191;77 Verhuur van roerende goederen;2009 2e kwartaal;;
1192;77 Verhuur van roerende goederen;2009 3e kwartaal;;
1193;77 Verhuur van roerende goederen;2009 4e kwartaal;;
1194;77 Verhuur van roerende goederen;2009;;
1195;77 Verhuur van roerende goederen;2010 1e kwartaal;;
1196;77 Verhuur van roerende goederen;2010 2e kwartaal;;
1197;77 Verhuur van roerende goederen;2010 3e kwartaal;;
1198;77 Verhuur van roerende goederen;2010 4e kwartaal;;
1199;77 Verhuur van roerende goederen;2010;;
1200;77 Verhuur van roerende goederen;2011 1e kwartaal;;
1201;77 Verhuur van roerende goederen;2011 2e kwartaal;;
1202;77 Verhuur van roerende goederen;2011 3e kwartaal;;
1203;77 Verhuur van roerende goederen;2011 4e kwartaal;;
1204;77 Verhuur van roerende goederen;2011;;
1205;77 Verhuur van roerende goederen;2012 1e kwartaal;;
1206;77 Verhuur van roerende goederen;2012 2e kwartaal;;
1207;77 Verhuur van roerende goederen;2012 3e kwartaal;;
1208;77 Verhuur van roerende goederen;2012 4e kwartaal;;
1209;77 Verhuur van roerende goederen;2012;;
1210;77 Verhuur van roerende goederen;2013 1e kwartaal;;
1211;77 Verhuur van roerende goederen;2013 2e kwartaal;;
1212;77 Verhuur van roerende goederen;2013 3e kwartaal;;
1213;77 Verhuur van roerende goederen;2013 4e kwartaal;;
1214;77 Verhuur van roerende goederen;2013;;
1215;77 Verhuur van roerende goederen;2014 1e kwartaal;;
1216;77 Verhuur van roerende goederen;2014 2e kwartaal;;
1217;77 Verhuur van roerende goederen;2014 3e kwartaal;;
1218;77 Verhuur van roerende goederen;2014 4e kwartaal;;
1219;77 Verhuur van roerende goederen;2014;;
1220;77 Verhuur van roerende goederen;2015 1e kwartaal;;
1221;77 Verhuur van roerende goederen;2015 2e kwartaal;;
1222;77 Verhuur van roerende goederen;2015 3e kwartaal;;
1223;77 Verhuur van roerende goederen;2015 4e kwartaal;;
1224;77 Verhuur van roerende goederen;2015;;
1225;77 Verhuur van roerende goederen;2016 1e kwartaal;;
1226;77 Verhuur van roerende goederen;2016 2e kwartaal;;
1227;77 Verhuur van roerende goederen;2016 3e kwartaal;;
1228;77 Verhuur van roerende goederen;2016 4e kwartaal;;
1229;77 Verhuur van roerende goederen;2016;;
1230;77 Verhuur van roerende goederen;2017 1e kwartaal;;
1231;77 Verhuur van roerende goederen;2017 2e kwartaal;;
1232;77 Verhuur van roerende goederen;2017 3e kwartaal;;
1233;77 Verhuur van roerende goederen;2017 4e kwartaal;;
1234;77 Verhuur van roerende goederen;2017;;
1235;78 Uitzendbureaus en arbeidsbemiddeling;2005 1e kwartaal;59.8;
1236;78 Uitzendbureaus en arbeidsbemiddeling;2005 2e kwartaal;69.3;
1237;78 Uitzendbureaus en arbeidsbemiddeling;2005 3e kwartaal;72.6;
