ID;Leeftijd;Marges;RegioS;ErvarenGezondheidGoedZeerGoed_1;EenOfMeerLangdurigeAandoeningen_2;EenOfMeerLichamelijkeBeperkingen_3;BeperkingInHoren_4;BeperkingInZien_5;BeperkingInBewegen_6;Ondergewicht_7;NormaalGewicht_8;Overgewicht_9;MatigOvergewicht_10;ErnstigOvergewichtObesitas_11;VoldoetAanBeweegrichtlijn_12;WekelijksSporter_13;Mantelzorger_14;ZwaarBelasteMantelzorgers_15;UrenMantelzorgPerWeek_16;Rokers_17;VoldoetAanRichtlijnAlcoholgebruik_18;ZwareDrinker_19;OvermatigDrinker_20
3250;65 jaar of ouder;Bovengrens 95%-interval;Boxtel;74.5;47.8;27.6;12.5;9.0;19.4;1.4;47.0;61.1;45.9;18.7;50.9;49.3;22.6;;;14.6;51.8;10.2;11.0
3251;65 jaar of ouder;Bovengrens 95%-interval;Breda;68.0;47.7;30.8;8.8;9.6;23.9;2.1;44.1;59.2;41.6;19.5;40.1;41.0;16.9;16.7;21.2;12.4;53.8;6.3;9.2
3252;65 jaar of ouder;Bovengrens 95%-interval;Brielle;73.0;50.8;30.7;11.3;6.5;25.7;1.5;44.6;65.2;44.5;25.4;38.8;41.4;15.1;;;12.9;59.3;9.3;11.1
3253;65 jaar of ouder;Bovengrens 95%-interval;Bronckhorst;77.4;48.3;21.7;6.7;5.3;17.2;2.5;44.0;63.6;47.9;19.2;45.2;40.6;16.6;;;10.0;55.9;6.2;7.8
3254;65 jaar of ouder;Bovengrens 95%-interval;Brummen;77.1;47.1;28.9;9.3;6.9;23.6;2.4;44.9;62.6;43.3;23.2;49.3;41.9;16.2;;;10.5;56.1;7.3;9.8
3255;65 jaar of ouder;Bovengrens 95%-interval;Brunssum;59.1;64.0;42.1;12.6;13.4;34.5;2.1;37.9;68.7;46.3;26.2;33.7;34.2;18.6;26.2;;16.9;59.9;6.7;9.2
3256;65 jaar of ouder;Bovengrens 95%-interval;Bunnik;77.6;49.4;23.3;7.6;9.9;16.3;2.0;55.0;53.7;39.2;18.2;;;22.1;;;8.2;56.2;5.4;8.3
3257;65 jaar of ouder;Bovengrens 95%-interval;Bunschoten;76.6;46.2;30.4;9.8;9.5;24.5;2.3;38.5;69.9;50.6;23.9;;;21.9;;;11.2;56.1;4.6;6.9
3258;65 jaar of ouder;Bovengrens 95%-interval;Buren;72.0;51.9;27.5;13.1;7.5;21.2;1.4;41.9;66.7;51.0;19.8;39.8;35.1;19.1;;;14.1;60.2;7.0;8.4
3259;65 jaar of ouder;Bovengrens 95%-interval;Capelle aan den IJssel;66.9;56.8;29.7;11.1;7.1;24.9;2.8;47.6;61.8;43.8;22.6;32.5;38.6;18.7;;;14.5;63.4;7.4;9.6
3260;65 jaar of ouder;Bovengrens 95%-interval;Castricum;74.8;47.9;23.4;7.5;6.3;18.5;3.7;54.1;53.2;42.8;13.5;50.6;49.0;15.0;;;10.6;53.9;7.3;11.0
3261;65 jaar of ouder;Bovengrens 95%-interval;Coevorden;72.1;50.5;28.2;8.6;10.0;21.4;0.9;40.0;69.5;52.8;21.4;45.4;31.9;12.0;;;12.8;58.4;7.4;6.9
3262;65 jaar of ouder;Bovengrens 95%-interval;Cranendonck;73.7;51.8;28.2;11.5;10.5;20.3;3.7;50.2;59.6;46.3;17.8;50.3;49.5;15.8;;;14.9;55.5;10.5;10.8
3263;65 jaar of ouder;Bovengrens 95%-interval;Cuijk;71.3;48.7;31.9;10.1;11.9;25.5;2.0;47.8;60.0;43.9;19.5;48.2;45.3;20.8;;;9.2;57.0;4.5;6.3
3264;65 jaar of ouder;Bovengrens 95%-interval;Culemborg;71.7;51.0;27.5;10.8;10.3;20.2;3.4;44.0;63.5;47.3;20.3;45.6;38.7;13.4;;;11.6;58.7;5.7;8.3
3265;65 jaar of ouder;Bovengrens 95%-interval;Dalfsen;79.4;44.6;27.5;9.8;6.1;21.4;1.2;43.9;63.8;46.5;20.8;45.2;37.1;20.4;21.0;15.7;9.2;58.0;6.5;5.8
3266;65 jaar of ouder;Bovengrens 95%-interval;Dantumadiel;72.2;51.5;36.1;12.9;13.3;27.8;;43.6;66.6;49.1;22.2;42.3;26.4;15.7;;;10.0;66.6;5.3;4.6
3267;65 jaar of ouder;Bovengrens 95%-interval;Delft;66.9;54.0;28.5;8.5;9.0;23.7;2.7;45.7;58.7;40.8;20.5;38.3;36.2;17.6;24.4;22.3;11.8;59.7;6.1;7.6
3268;65 jaar of ouder;Bovengrens 95%-interval;Delfzijl;72.6;53.5;28.8;9.4;8.2;25.4;2.8;42.0;67.8;44.7;28.5;39.3;34.2;19.1;;;10.1;65.6;4.8;5.0
3269;65 jaar of ouder;Bovengrens 95%-interval;Deurne;69.6;49.2;33.5;13.0;9.7;23.8;1.8;40.2;69.0;54.7;18.8;48.9;40.8;22.0;;;13.1;59.0;6.2;6.4
3270;65 jaar of ouder;Bovengrens 95%-interval;Deventer;71.1;53.7;29.7;8.4;9.7;23.4;1.9;44.3;62.8;44.8;21.5;40.9;39.3;18.2;;;12.8;54.9;7.3;9.1
3271;65 jaar of ouder;Bovengrens 95%-interval;Diemen;64.7;51.5;31.9;9.8;12.7;25.6;3.0;43.5;63.5;42.5;25.1;36.1;40.3;13.9;;;14.5;63.2;7.4;9.9
3272;65 jaar of ouder;Bovengrens 95%-interval;Dinkelland;76.0;43.5;27.1;9.6;7.4;21.0;1.3;41.5;66.5;52.5;17.6;47.5;41.9;17.4;;;11.6;51.8;9.9;10.1
3273;65 jaar of ouder;Bovengrens 95%-interval;Doesburg;74.3;50.0;25.9;7.3;8.1;19.0;2.3;44.8;63.5;45.2;22.6;49.7;43.6;19.5;;;14.5;52.5;7.9;11.9
3274;65 jaar of ouder;Bovengrens 95%-interval;Doetinchem;74.6;54.1;27.4;9.3;8.5;20.7;1.9;41.9;66.0;48.6;21.2;50.9;45.0;17.8;;;11.7;55.6;8.7;9.2
3275;65 jaar of ouder;Bovengrens 95%-interval;Dongen;74.9;49.1;28.8;10.8;10.0;19.9;3.2;43.3;64.5;48.4;20.2;44.7;49.6;16.0;;;13.7;57.0;6.9;5.7
3276;65 jaar of ouder;Bovengrens 95%-interval;Dordrecht;67.6;52.4;32.4;9.7;10.6;24.6;2.6;47.2;61.4;43.0;22.5;37.1;40.4;19.0;;;13.9;64.4;7.9;9.2
3277;65 jaar of ouder;Bovengrens 95%-interval;Drechterland;78.0;45.7;20.7;6.6;6.0;15.0;2.8;49.1;59.8;45.6;18.1;52.6;46.3;16.0;;;8.5;58.6;6.1;7.9
3278;65 jaar of ouder;Bovengrens 95%-interval;Drimmelen;73.5;44.6;28.0;12.8;11.5;18.5;1.0;43.5;66.4;47.9;23.5;44.5;39.9;20.1;;;12.7;51.0;9.3;10.4
3279;65 jaar of ouder;Bovengrens 95%-interval;Dronten;75.6;48.5;24.6;9.3;7.2;18.2;2.6;44.3;62.9;47.2;19.1;45.5;36.0;18.2;;;10.0;62.0;4.9;7.2
3280;65 jaar of ouder;Bovengrens 95%-interval;Druten;66.8;49.7;30.8;11.5;10.1;23.6;2.2;40.0;68.8;52.2;20.8;39.2;37.4;17.0;;;13.7;55.1;10.0;9.6
3281;65 jaar of ouder;Bovengrens 95%-interval;Duiven;75.7;48.2;32.0;10.4;10.5;23.9;2.2;46.0;62.0;41.0;25.1;45.7;37.6;16.7;;;9.7;53.8;7.1;10.5
3282;65 jaar of ouder;Bovengrens 95%-interval;Echt-Susteren;67.4;53.8;32.9;12.2;10.4;25.6;1.6;41.5;65.4;46.4;22.5;45.3;34.6;19.4;23.2;28.6;13.0;58.2;7.1;7.0
3283;65 jaar of ouder;Bovengrens 95%-interval;Edam-Volendam;71.4;54.0;28.9;7.0;12.3;21.4;1.8;41.0;67.4;53.2;18.2;40.8;38.7;17.9;;;8.9;50.7;9.8;8.9
3284;65 jaar of ouder;Bovengrens 95%-interval;Ede;74.7;51.7;26.3;8.2;9.5;20.8;2.5;45.0;61.5;41.8;23.1;44.1;37.0;20.2;23.0;28.5;10.7;60.2;6.6;8.2
3285;65 jaar of ouder;Bovengrens 95%-interval;Eemnes;78.6;51.2;22.0;11.5;7.2;15.8;2.5;46.5;61.9;49.6;15.9;;;22.3;;;10.8;46.6;7.6;13.9
3286;65 jaar of ouder;Bovengrens 95%-interval;Eersel;70.5;49.6;31.6;11.2;10.9;24.8;3.6;48.3;60.8;51.1;13.4;46.9;48.7;15.2;;;12.3;59.2;5.0;8.7
3287;65 jaar of ouder;Bovengrens 95%-interval;Eijsden-Margraten;71.4;49.2;26.5;9.5;7.4;20.3;2.4;43.2;62.6;45.4;20.2;46.0;36.8;18.1;26.2;19.7;11.2;49.5;7.3;11.2
3288;65 jaar of ouder;Bovengrens 95%-interval;Eindhoven;65.5;49.4;31.1;9.2;9.0;24.7;1.6;43.3;60.0;41.7;20.0;37.2;37.9;15.3;16.0;19.4;13.3;55.6;7.6;9.9
3289;65 jaar of ouder;Bovengrens 95%-interval;Elburg;75.2;50.6;29.7;10.4;8.3;21.9;1.9;44.3;64.1;46.2;22.1;43.3;35.6;19.3;;;9.6;64.8;4.2;7.9
3290;65 jaar of ouder;Bovengrens 95%-interval;Emmen;71.4;53.6;36.0;12.7;13.0;30.4;3.3;42.8;65.8;47.8;22.6;36.4;27.5;14.5;;;14.6;64.4;4.8;6.9
3291;65 jaar of ouder;Bovengrens 95%-interval;Enkhuizen;74.1;53.6;31.0;8.9;11.8;24.8;3.9;45.4;63.5;44.3;23.9;45.3;38.5;18.8;;;10.3;52.0;11.5;10.5
3292;65 jaar of ouder;Bovengrens 95%-interval;Enschede;66.0;54.7;36.3;11.3;12.3;30.5;3.4;38.2;68.6;48.5;24.5;44.7;35.9;20.2;;;13.8;61.8;7.6;9.9
3293;65 jaar of ouder;Bovengrens 95%-interval;Epe;79.1;46.2;29.0;11.6;7.2;21.9;2.7;45.6;62.0;45.9;19.9;43.4;40.9;14.8;;;9.6;58.2;6.9;8.8
3294;65 jaar of ouder;Bovengrens 95%-interval;Ermelo;75.5;51.7;27.2;10.0;8.1;21.1;1.8;48.1;60.3;45.9;18.3;41.9;39.9;16.0;;;10.4;62.3;7.2;9.4
3295;65 jaar of ouder;Bovengrens 95%-interval;Etten-Leur;71.8;46.9;34.1;10.9;12.1;25.9;3.1;40.1;64.9;47.0;20.8;42.9;38.3;20.2;20.4;27.1;10.0;58.6;7.3;8.4
3296;65 jaar of ouder;Bovengrens 95%-interval;De Fryske Marren;77.5;51.2;29.0;7.9;7.9;23.5;2.9;46.9;61.5;44.7;20.8;51.1;37.0;16.8;;;11.2;60.8;7.0;9.5
3297;65 jaar of ouder;Bovengrens 95%-interval;Geertruidenberg;72.0;45.0;29.2;10.2;9.0;22.7;2.4;41.2;67.7;49.5;22.8;48.7;40.9;16.7;;;11.2;57.1;8.3;12.0
3298;65 jaar of ouder;Bovengrens 95%-interval;Geldrop-Mierlo;72.8;52.1;32.3;10.3;12.7;23.1;3.3;42.9;64.4;45.7;22.9;46.0;41.8;18.6;;;12.4;55.7;9.6;11.9
3299;65 jaar of ouder;Bovengrens 95%-interval;Gemert-Bakel;70.1;50.6;29.5;11.2;10.3;23.0;3.0;42.9;65.1;49.2;19.8;53.3;45.4;19.0;;;9.7;51.8;9.8;10.3
3300;65 jaar of ouder;Bovengrens 95%-interval;Gennep;73.6;51.5;38.5;9.4;19.2;24.6;1.5;47.7;66.5;53.6;17.4;53.2;34.3;19.6;;;13.1;61.6;7.4;8.3
3301;65 jaar of ouder;Bovengrens 95%-interval;Gilze en Rijen;66.4;49.8;29.9;12.2;11.9;22.6;2.2;37.3;70.5;52.6;22.2;43.6;47.6;16.3;;;11.3;57.5;6.8;7.8
3302;65 jaar of ouder;Bovengrens 95%-interval;Goeree-Overflakkee;72.6;45.0;30.4;9.5;9.0;23.7;2.6;37.9;70.9;46.3;29.9;34.3;30.0;18.4;;;14.3;64.4;8.2;9.4
3303;65 jaar of ouder;Bovengrens 95%-interval;Goes;69.2;49.6;27.3;8.1;12.0;23.6;3.2;47.4;59.9;48.0;15.2;46.3;37.8;19.0;;;11.5;64.8;6.1;8.0
3304;65 jaar of ouder;Bovengrens 95%-interval;Goirle;71.0;53.4;28.5;9.6;10.5;23.7;1.4;41.0;67.6;47.5;24.4;46.7;46.7;21.6;;;8.5;55.1;8.6;10.0
3305;65 jaar of ouder;Bovengrens 95%-interval;Gooise Meren;76.2;51.6;24.0;6.2;7.4;18.7;2.1;55.1;50.1;39.7;12.5;44.4;44.9;18.6;15.3;14.3;11.1;51.3;5.2;11.3
3306;65 jaar of ouder;Bovengrens 95%-interval;Gorinchem;69.0;53.4;32.7;8.3;10.2;27.7;2.4;43.9;63.3;41.0;26.2;35.0;31.8;16.6;;;13.3;66.5;4.8;6.8
3307;65 jaar of ouder;Bovengrens 95%-interval;Gouda;71.1;53.8;28.8;8.3;8.4;24.2;2.0;45.4;59.0;42.7;18.7;41.2;36.6;15.9;15.3;18.5;11.6;61.0;6.3;7.6
3308;65 jaar of ouder;Bovengrens 95%-interval;Grave;73.8;53.0;33.6;11.8;9.6;26.2;3.2;48.4;61.9;46.8;20.1;48.4;46.5;21.3;;;12.4;51.6;10.0;15.9
3309;65 jaar of ouder;Bovengrens 95%-interval;'s-Gravenhage (gemeente);61.1;55.7;34.4;9.4;13.0;28.5;2.7;42.9;60.0;41.2;20.8;32.4;32.1;15.3;19.8;20.1;13.6;61.8;6.5;8.3
3310;65 jaar of ouder;Bovengrens 95%-interval;Groningen (gemeente);69.6;48.7;29.4;7.7;10.3;24.7;2.0;47.4;58.7;40.8;20.8;42.3;37.6;17.3;22.0;26.5;15.0;60.1;6.1;8.5
3311;65 jaar of ouder;Bovengrens 95%-interval;Gulpen-Wittem;67.9;50.7;30.7;11.3;11.4;22.8;3.8;44.4;63.4;46.9;20.7;36.7;35.8;19.0;;;13.3;53.6;8.6;11.3
3312;65 jaar of ouder;Bovengrens 95%-interval;Haaksbergen;73.4;48.7;28.2;8.5;7.6;22.1;1.3;44.0;63.9;47.5;20.0;50.0;41.8;17.8;;;11.8;48.8;6.7;8.3
3313;65 jaar of ouder;Bovengrens 95%-interval;Haaren;76.0;43.6;25.7;7.0;9.8;18.9;3.6;45.9;62.3;48.5;17.9;47.2;47.2;20.1;;;11.5;56.1;6.0;8.4
3314;65 jaar of ouder;Bovengrens 95%-interval;Haarlem;70.3;50.5;28.0;8.1;9.4;23.5;2.4;47.3;56.4;42.0;16.3;48.1;42.7;18.4;17.5;20.4;12.0;52.8;9.0;13.0
3315;65 jaar of ouder;Bovengrens 95%-interval;Haarlemmermeer;72.7;49.9;24.7;7.5;7.6;18.4;2.3;43.7;60.2;44.0;18.4;47.0;40.0;18.7;17.4;19.2;10.0;52.0;6.8;10.5
3316;65 jaar of ouder;Bovengrens 95%-interval;Halderberge;70.9;46.7;34.7;11.7;12.8;26.0;4.2;39.9;69.2;48.2;26.7;42.4;44.9;13.6;;;12.4;60.5;10.0;12.1
3317;65 jaar of ouder;Bovengrens 95%-interval;Hardenberg;74.2;49.0;29.1;11.5;8.2;21.4;1.2;40.3;65.5;45.9;22.5;40.4;31.1;13.7;16.6;19.3;11.5;57.7;5.6;7.1
3318;65 jaar of ouder;Bovengrens 95%-interval;Harderwijk;74.2;57.5;25.2;6.6;5.5;21.1;2.6;43.4;64.0;48.3;19.3;46.0;41.7;17.1;;;8.9;63.6;5.6;8.8
3319;65 jaar of ouder;Bovengrens 95%-interval;Hardinxveld-Giessendam;69.0;51.6;34.5;11.2;9.9;28.6;;38.1;70.7;49.3;26.0;28.9;26.2;21.1;;;10.8;72.2;5.7;5.9
3320;65 jaar of ouder;Bovengrens 95%-interval;Harlingen;74.9;50.8;30.8;8.9;10.5;25.1;3.3;45.1;63.8;46.5;21.7;50.8;33.8;17.4;;;16.2;64.3;7.3;7.5
3321;65 jaar of ouder;Bovengrens 95%-interval;Hattem;75.8;51.8;29.0;9.8;8.9;22.1;2.0;45.5;63.0;45.3;21.8;48.3;36.9;17.1;;;9.4;62.4;7.3;7.3
3322;65 jaar of ouder;Bovengrens 95%-interval;Heemskerk;72.9;54.1;30.8;9.5;8.4;25.9;3.4;43.5;64.9;47.7;21.6;46.2;43.8;21.7;;;10.3;57.4;11.2;10.6
3323;65 jaar of ouder;Bovengrens 95%-interval;Heemstede;76.8;50.7;23.5;7.5;5.7;20.3;1.6;55.7;53.8;44.4;12.8;53.4;55.3;19.2;;;12.1;46.3;6.8;13.2
3324;65 jaar of ouder;Bovengrens 95%-interval;Heerde;74.8;56.8;29.2;9.9;7.5;23.2;2.5;40.6;67.6;48.2;23.9;45.2;33.8;17.2;;;8.9;65.3;8.1;10.7
3325;65 jaar of ouder;Bovengrens 95%-interval;Heerenveen;73.9;47.1;29.9;9.8;11.1;23.7;3.0;46.6;61.2;46.5;18.4;49.2;40.1;16.5;;;11.5;61.9;6.2;5.3
3326;65 jaar of ouder;Bovengrens 95%-interval;Heerhugowaard;74.4;52.7;24.2;10.2;6.0;17.8;1.4;47.3;60.8;46.1;18.1;48.9;45.7;18.8;;;10.7;55.0;5.7;8.5
3327;65 jaar of ouder;Bovengrens 95%-interval;Heerlen;58.0;59.8;39.1;10.3;12.7;32.9;2.0;40.7;63.0;41.5;23.6;29.8;27.6;17.0;18.7;24.4;15.3;62.2;6.3;7.1
3328;65 jaar of ouder;Bovengrens 95%-interval;Heeze-Leende;76.6;44.3;26.0;10.6;7.0;19.1;3.5;46.8;62.5;49.4;17.6;50.2;49.4;19.0;;;12.3;55.7;7.5;7.7
3329;65 jaar of ouder;Bovengrens 95%-interval;Heiloo;80.2;48.2;19.6;7.9;8.2;15.6;2.1;57.2;52.1;41.6;14.2;57.6;54.3;16.9;;;7.4;58.1;5.5;8.5
3330;65 jaar of ouder;Bovengrens 95%-interval;Den Helder;69.3;56.2;32.0;7.7;11.6;26.8;1.8;39.7;67.3;48.1;23.0;40.8;29.5;15.0;;;15.1;60.1;7.4;9.1
3331;65 jaar of ouder;Bovengrens 95%-interval;Hellendoorn;76.9;51.7;27.9;8.9;8.9;21.8;1.9;38.7;68.6;51.9;20.6;46.0;39.7;20.8;;;11.7;57.2;8.6;9.0
3332;65 jaar of ouder;Bovengrens 95%-interval;Hellevoetsluis;72.4;54.7;35.0;11.4;12.3;27.9;3.0;40.5;68.6;49.2;24.4;40.2;37.9;16.5;;;15.4;55.5;7.5;12.8
3333;65 jaar of ouder;Bovengrens 95%-interval;Helmond;67.1;51.4;30.6;8.8;9.1;23.9;1.5;42.0;63.7;44.3;22.2;38.4;39.4;19.7;17.5;20.5;13.7;58.6;7.7;10.1
3334;65 jaar of ouder;Bovengrens 95%-interval;Hendrik-Ido-Ambacht;69.6;49.8;29.5;7.9;9.3;24.8;2.3;38.7;69.0;48.7;24.6;34.3;33.1;22.8;27.7;;8.6;63.4;4.5;7.8
3335;65 jaar of ouder;Bovengrens 95%-interval;Hengelo (O.);71.0;49.5;27.3;8.2;7.9;21.3;1.4;40.6;63.2;43.9;21.3;46.1;38.3;17.5;14.7;18.4;12.0;53.7;6.8;9.8
3336;65 jaar of ouder;Bovengrens 95%-interval;'s-Hertogenbosch;70.2;47.0;28.7;8.8;9.0;22.2;1.5;43.3;60.5;43.3;19.1;39.9;41.6;17.3;16.9;19.5;12.9;50.0;7.7;10.6
3337;65 jaar of ouder;Bovengrens 95%-interval;Heumen;76.6;54.5;26.7;9.8;10.0;17.6;3.5;55.5;55.2;40.1;19.9;48.6;55.7;22.4;;;11.3;53.5;7.6;10.9
3338;65 jaar of ouder;Bovengrens 95%-interval;Heusden;71.6;45.8;27.7;10.5;11.9;21.6;2.6;47.7;60.3;43.9;20.1;39.1;45.7;18.4;21.1;21.7;9.8;58.6;6.1;8.8
3339;65 jaar of ouder;Bovengrens 95%-interval;Hillegom;78.4;47.1;28.1;11.1;9.2;19.4;2.0;48.2;61.4;47.8;18.1;51.9;47.1;18.7;;;10.9;47.7;7.3;14.4
3340;65 jaar of ouder;Bovengrens 95%-interval;Hilvarenbeek;74.7;47.4;31.3;11.6;11.6;22.7;2.8;45.0;62.7;45.5;21.1;47.6;47.4;20.7;;;8.9;50.1;9.6;11.3
3341;65 jaar of ouder;Bovengrens 95%-interval;Hilversum;69.6;51.2;27.8;8.1;7.5;22.3;2.0;49.4;55.3;42.3;15.2;42.3;39.8;18.3;20.1;24.2;12.7;54.3;7.1;10.8
3342;65 jaar of ouder;Bovengrens 95%-interval;Hoeksche Waard;75.5;47.1;26.2;8.8;6.3;21.3;1.5;43.1;65.0;49.4;19.3;38.7;35.4;18.2;;;9.5;60.9;6.4;7.9
3343;65 jaar of ouder;Bovengrens 95%-interval;Hof van Twente;75.1;44.6;27.1;8.5;6.4;22.0;2.0;42.1;62.3;45.5;19.3;45.9;37.6;18.0;16.3;24.6;9.3;51.1;6.7;8.6
3344;65 jaar of ouder;Bovengrens 95%-interval;Het Hogeland;74.1;47.7;27.2;8.6;7.1;22.5;1.9;46.3;60.2;45.0;18.2;41.5;31.0;14.1;;;12.1;60.0;6.0;8.2
3345;65 jaar of ouder;Bovengrens 95%-interval;Hollands Kroon;73.9;50.7;28.0;9.5;6.9;22.3;2.1;46.6;62.1;43.7;22.4;44.1;34.2;13.9;;;11.1;60.6;5.8;5.7
3346;65 jaar of ouder;Bovengrens 95%-interval;Hoogeveen;67.6;61.3;34.8;12.7;8.2;25.9;2.9;47.9;61.9;45.9;20.5;40.5;35.7;15.1;;;15.7;64.1;8.2;11.6
3347;65 jaar of ouder;Bovengrens 95%-interval;Hoorn;72.4;53.2;23.7;7.5;7.2;17.7;2.0;47.2;60.5;44.4;19.7;43.4;41.9;19.3;23.4;17.8;12.7;54.6;7.7;11.8
3348;65 jaar of ouder;Bovengrens 95%-interval;Horst aan de Maas;70.7;49.2;27.3;10.4;8.4;18.1;2.5;41.6;64.5;48.9;18.7;53.0;46.2;17.9;14.9;15.7;8.7;54.6;7.1;8.0
3349;65 jaar of ouder;Bovengrens 95%-interval;Houten;73.5;49.8;27.3;8.8;7.8;22.2;1.7;44.7;62.2;46.3;19.1;;;20.5;24.1;18.0;9.3;58.5;5.7;7.5
3350;65 jaar of ouder;Bovengrens 95%-interval;Huizen;75.7;52.4;24.9;6.7;6.0;19.4;1.5;51.1;55.6;43.7;14.5;42.4;42.9;16.7;25.7;;13.8;50.5;6.1;11.9
3351;65 jaar of ouder;Bovengrens 95%-interval;Hulst;70.1;45.0;29.8;9.2;10.1;24.5;3.4;37.7;69.7;50.9;23.2;42.5;33.3;18.3;;;14.5;58.3;7.8;7.8
3352;65 jaar of ouder;Bovengrens 95%-interval;IJsselstein;69.3;52.0;29.9;10.9;10.8;23.8;2.2;44.3;63.5;47.0;20.1;;;23.0;21.3;20.5;16.2;54.1;8.6;14.1
3353;65 jaar of ouder;Bovengrens 95%-interval;Kaag en Braassem;77.7;47.0;24.1;8.0;8.2;18.1;0.9;43.7;64.7;48.0;20.6;48.1;43.6;19.5;6.7;14.2;9.6;46.8;8.0;11.8
3354;65 jaar of ouder;Bovengrens 95%-interval;Kampen;73.0;47.9;29.3;10.0;9.6;22.4;1.5;42.0;64.5;43.9;24.0;44.2;32.1;17.6;22.3;23.8;13.2;64.0;6.3;7.6
3355;65 jaar of ouder;Bovengrens 95%-interval;Kapelle;72.6;49.3;31.0;9.4;5.9;24.7;2.3;42.6;65.7;47.4;22.4;46.4;36.9;22.8;;;9.0;63.0;5.4;6.4
3356;65 jaar of ouder;Bovengrens 95%-interval;Katwijk;71.7;50.4;33.1;11.8;9.2;25.6;1.8;40.9;67.3;44.0;27.6;42.2;29.0;19.9;;;12.9;54.3;7.4;10.3
3357;65 jaar of ouder;Bovengrens 95%-interval;Kerkrade;59.6;54.0;36.4;9.1;10.1;30.8;2.5;35.1;69.5;47.8;24.7;30.1;29.3;17.6;21.6;26.2;18.7;61.5;6.2;5.8
3358;65 jaar of ouder;Bovengrens 95%-interval;Koggenland;79.7;45.3;23.8;8.2;7.6;18.5;3.2;48.6;59.8;44.2;19.8;51.5;45.6;19.0;;;10.6;47.0;7.5;11.0
3359;65 jaar of ouder;Bovengrens 95%-interval;Krimpen aan den IJssel;73.4;51.1;26.7;10.3;9.5;20.1;3.3;40.0;68.5;50.7;22.5;36.8;35.3;23.1;;;9.9;63.5;6.7;9.1
3360;65 jaar of ouder;Bovengrens 95%-interval;Krimpenerwaard;74.1;46.6;27.1;9.0;7.4;21.6;2.8;44.1;61.6;44.9;19.8;40.2;34.0;18.3;27.3;32.2;9.4;59.4;5.6;9.0
3361;65 jaar of ouder;Bovengrens 95%-interval;Laarbeek;74.1;47.5;26.4;9.3;7.1;21.2;2.5;44.3;64.7;49.3;19.7;47.2;45.6;19.6;;;12.6;54.3;9.8;9.7
3362;65 jaar of ouder;Bovengrens 95%-interval;Landerd;70.7;43.6;30.9;11.9;10.3;22.0;3.4;42.6;65.1;48.9;20.4;52.0;38.7;20.4;;;8.4;59.9;6.7;8.2
3363;65 jaar of ouder;Bovengrens 95%-interval;Landgraaf;59.6;57.4;36.7;11.2;12.1;29.9;1.3;37.0;68.8;46.1;25.8;31.5;32.2;15.7;21.4;23.7;14.3;63.2;4.8;6.0
3364;65 jaar of ouder;Bovengrens 95%-interval;Landsmeer;70.3;55.5;28.0;7.2;8.7;22.1;2.6;48.8;60.3;46.1;18.2;43.4;46.6;20.6;;;11.4;54.4;9.2;12.3
3365;65 jaar of ouder;Bovengrens 95%-interval;Langedijk;79.0;42.9;25.6;8.3;7.4;19.5;2.3;47.6;60.8;48.2;16.3;52.9;45.6;13.8;;;10.2;52.5;6.7;8.7
3366;65 jaar of ouder;Bovengrens 95%-interval;Lansingerland;78.6;47.3;23.7;10.4;9.4;18.8;2.6;47.9;60.7;45.0;19.9;42.5;39.2;17.6;;;10.8;59.1;9.9;10.4
3367;65 jaar of ouder;Bovengrens 95%-interval;Laren (NH.);81.5;49.0;21.9;5.1;8.8;17.3;3.7;56.5;51.7;44.6;10.3;49.2;53.7;18.5;;;11.4;37.6;8.7;18.6
3368;65 jaar of ouder;Bovengrens 95%-interval;Leeuwarden;70.4;54.8;28.7;7.1;10.3;22.6;2.8;44.7;61.4;44.6;20.2;46.8;39.6;16.9;16.6;32.0;13.9;58.3;7.2;7.5
3369;65 jaar of ouder;Bovengrens 95%-interval;Leiden;67.4;54.9;30.5;8.5;10.3;24.2;2.5;46.0;58.5;42.8;18.1;44.1;40.2;15.2;26.9;24.1;10.9;55.4;8.0;11.3
3370;65 jaar of ouder;Bovengrens 95%-interval;Leiderdorp;76.0;49.7;28.2;8.4;11.0;22.5;3.6;50.8;58.7;42.6;20.4;45.1;47.0;21.0;;;11.0;58.1;9.5;13.7
3371;65 jaar of ouder;Bovengrens 95%-interval;Leidschendam-Voorburg;70.3;50.5;27.0;7.8;8.1;20.5;2.0;45.2;58.2;44.0;16.0;34.4;37.2;15.7;15.2;15.8;12.0;56.4;5.1;8.5
3372;65 jaar of ouder;Bovengrens 95%-interval;Lelystad;70.3;53.5;34.3;12.0;12.7;27.6;2.7;41.9;67.4;44.8;28.3;44.7;35.7;20.2;;;12.8;59.6;8.3;11.6
3373;65 jaar of ouder;Bovengrens 95%-interval;Leudal;68.6;47.4;28.7;10.9;8.8;20.6;1.8;43.9;62.5;48.3;17.2;49.8;35.3;16.9;20.4;19.9;11.4;62.5;8.2;7.7
3374;65 jaar of ouder;Bovengrens 95%-interval;Leusden;77.1;47.8;24.4;9.8;6.3;18.4;3.1;50.7;56.0;42.5;16.6;;;20.0;15.7;30.0;9.0;56.6;3.5;8.1
3375;65 jaar of ouder;Bovengrens 95%-interval;Lingewaard;73.0;50.2;27.5;9.5;10.6;21.0;2.4;43.3;63.2;47.3;19.3;50.1;44.5;18.4;26.2;28.1;10.4;52.6;9.3;10.7
