ID;RegioS;SamenstellingVanHetHuishouden;Totaal_1;Totaal_2;HuishoudensMetEenLaagInkomen_3;HuishOnderOfRondHetSociaalMinimum_4;Totaal_5;HuishMetEenLangdurigLaagInkomen_6;HuishLangdurigOnderOfRondSocMin_7
855;Brunssum;Totaal particulier huishouden;13.2;12.7;11.0;10.0;11.4;4.0;4.0
856;Brunssum;Eenpersoonshuishouden;4.3;4.1;19.0;16.0;3.7;6.0;6.0
857;Brunssum;Paar zonder kinderen;4.1;4.0;4.0;3.0;3.7;;
858;Brunssum;Paar met kinderen;3.5;3.3;7.0;5.0;2.9;2.0;
859;Brunssum;Eenoudergezin;0.9;0.8;28.0;35.0;0.6;13.0;18.0
860;Bunnik;Totaal particulier huishouden;5.5;5.5;4.0;3.0;5.1;;
861;Bunnik;Eenpersoonshuishouden;1.3;1.3;7.0;6.0;1.2;;
862;Bunnik;Paar zonder kinderen;1.9;1.9;;;1.8;;
863;Bunnik;Paar met kinderen;1.9;1.9;;;1.7;;
864;Bunnik;Eenoudergezin;0.3;0.3;;;0.2;;
865;Bunschoten;Totaal particulier huishouden;6.7;6.5;4.0;4.0;6.0;;
866;Bunschoten;Eenpersoonshuishouden;1.3;1.2;7.0;7.0;1.2;;
867;Bunschoten;Paar zonder kinderen;1.7;1.7;;;1.7;;
868;Bunschoten;Paar met kinderen;3.1;3.1;3.0;;2.8;;
869;Bunschoten;Eenoudergezin;0.3;0.3;;;0.2;;
870;Buren;Totaal particulier huishouden;9.7;9.5;7.0;7.0;8.7;1.0;1.0
871;Buren;Eenpersoonshuishouden;2.0;1.9;16.0;15.0;1.8;;
872;Buren;Paar zonder kinderen;3.2;3.2;4.0;4.0;3.0;;
873;Buren;Paar met kinderen;3.7;3.7;5.0;4.0;3.3;;
874;Buren;Eenoudergezin;0.3;0.3;;;0.3;;
875;Bussum;Totaal particulier huishouden;14.0;13.6;9.0;8.0;12.1;3.0;2.0
876;Bussum;Eenpersoonshuishouden;5.6;5.4;15.0;14.0;4.8;4.0;4.0
877;Bussum;Paar zonder kinderen;3.6;3.6;2.0;2.0;3.3;;
878;Bussum;Paar met kinderen;3.7;3.6;6.0;4.0;3.1;;
879;Bussum;Eenoudergezin;0.7;0.7;21.0;21.0;0.5;;
880;Capelle aan den IJssel;Totaal particulier huishouden;28.1;27.1;9.0;9.0;24.2;3.0;3.0
881;Capelle aan den IJssel;Eenpersoonshuishouden;9.2;8.8;15.0;14.0;8.0;5.0;6.0
882;Capelle aan den IJssel;Paar zonder kinderen;7.7;7.6;3.0;3.0;7.2;;
883;Capelle aan den IJssel;Paar met kinderen;7.8;7.6;4.0;2.0;6.7;1.0;
884;Capelle aan den IJssel;Eenoudergezin;2.4;2.2;27.0;28.0;1.7;8.0;9.0
885;Castricum;Totaal particulier huishouden;14.2;13.9;5.0;4.0;12.9;1.0;1.0
886;Castricum;Eenpersoonshuishouden;4.1;3.9;9.0;8.0;3.7;3.0;2.0
887;Castricum;Paar zonder kinderen;4.6;4.5;;;4.3;;
888;Castricum;Paar met kinderen;4.7;4.6;3.0;2.0;4.2;;
889;Castricum;Eenoudergezin;0.7;0.6;14.0;16.0;0.5;;
890;Coevorden;Totaal particulier huishouden;14.6;14.1;9.0;8.0;12.8;3.0;2.0
891;Coevorden;Eenpersoonshuishouden;3.6;3.4;14.0;12.0;3.1;4.0;3.0
892;Coevorden;Paar zonder kinderen;5.1;5.1;4.0;4.0;4.7;;
893;Coevorden;Paar met kinderen;4.8;4.6;9.0;6.0;4.0;3.0;2.0
894;Coevorden;Eenoudergezin;0.6;0.6;26.0;30.0;0.5;;
895;Cranendonck;Totaal particulier huishouden;8.1;7.9;7.0;6.0;7.2;2.0;2.0
896;Cranendonck;Eenpersoonshuishouden;2.0;1.9;14.0;11.0;1.7;4.0;4.0
897;Cranendonck;Paar zonder kinderen;2.8;2.8;3.0;3.0;2.6;;
898;Cranendonck;Paar met kinderen;2.7;2.6;5.0;3.0;2.4;;
899;Cranendonck;Eenoudergezin;0.4;0.3;;;0.3;;
900;Cromstrijen;Totaal particulier huishouden;5.3;5.1;6.0;6.0;4.7;;
901;Cromstrijen;Eenpersoonshuishouden;1.3;1.2;13.0;12.0;1.1;;
902;Cromstrijen;Paar zonder kinderen;1.8;1.8;;;1.7;;
903;Cromstrijen;Paar met kinderen;1.8;1.7;;;1.6;;
904;Cromstrijen;Eenoudergezin;0.2;0.2;;;0.2;;
905;Cuijk;Totaal particulier huishouden;9.6;9.4;8.0;7.0;8.4;2.0;2.0
906;Cuijk;Eenpersoonshuishouden;2.4;2.3;15.0;15.0;2.1;4.0;5.0
907;Cuijk;Paar zonder kinderen;3.1;3.1;3.0;3.0;2.9;;
908;Cuijk;Paar met kinderen;3.2;3.1;5.0;3.0;2.7;;
909;Cuijk;Eenoudergezin;0.5;0.5;28.0;27.0;0.4;;
910;Culemborg;Totaal particulier huishouden;10.7;10.3;7.0;6.0;9.2;2.0;1.0
911;Culemborg;Eenpersoonshuishouden;2.9;2.8;12.0;11.0;2.5;3.0;4.0
912;Culemborg;Paar zonder kinderen;3.0;2.9;;;2.7;;
913;Culemborg;Paar met kinderen;3.8;3.7;6.0;3.0;3.2;;
914;Culemborg;Eenoudergezin;0.5;0.5;25.0;27.0;0.4;;
915;Dalfsen;Totaal particulier huishouden;9.7;9.5;6.0;5.0;8.8;1.0;
916;Dalfsen;Eenpersoonshuishouden;2.1;2.0;12.0;12.0;2.0;;
917;Dalfsen;Paar zonder kinderen;3.0;3.0;2.0;3.0;2.8;;
918;Dalfsen;Paar met kinderen;3.9;3.9;4.0;2.0;3.5;;
919;Dalfsen;Eenoudergezin;0.4;0.4;;;0.3;;
920;Dantumadeel;Totaal particulier huishouden;7.4;7.2;9.0;8.0;6.5;2.0;2.0
921;Dantumadeel;Eenpersoonshuishouden;1.8;1.8;16.0;16.0;1.6;6.0;6.0
922;Dantumadeel;Paar zonder kinderen;2.3;2.3;5.0;5.0;2.1;;
923;Dantumadeel;Paar met kinderen;2.8;2.7;7.0;4.0;2.3;;
924;Dantumadeel;Eenoudergezin;0.3;0.3;;28.0;0.2;;
925;De Bilt;Totaal particulier huishouden;17.6;17.0;5.0;4.0;15.6;1.0;1.0
926;De Bilt;Eenpersoonshuishouden;5.9;5.6;7.0;7.0;5.3;2.0;2.0
927;De Bilt;Paar zonder kinderen;5.3;5.3;2.0;2.0;5.0;;
928;De Bilt;Paar met kinderen;5.0;4.9;4.0;3.0;4.3;;
929;De Bilt;Eenoudergezin;0.9;0.7;11.0;12.0;0.6;;
930;De Marne;Totaal particulier huishouden;4.7;4.6;11.0;10.0;4.2;3.0;3.0
931;De Marne;Eenpersoonshuishouden;1.5;1.5;14.0;13.0;1.4;;
932;De Marne;Paar zonder kinderen;1.4;1.4;7.0;6.0;1.3;;
933;De Marne;Paar met kinderen;1.4;1.4;12.0;8.0;1.2;;
934;De Marne;Eenoudergezin;0.2;0.2;;;0.2;;
935;De Ronde Venen;Totaal particulier huishouden;13.3;12.9;6.0;5.0;11.8;1.0;1.0
936;De Ronde Venen;Eenpersoonshuishouden;3.3;3.2;9.0;9.0;2.9;;2.0
937;De Ronde Venen;Paar zonder kinderen;3.9;3.8;3.0;3.0;3.6;;
938;De Ronde Venen;Paar met kinderen;4.9;4.8;4.0;3.0;4.4;;
939;De Ronde Venen;Eenoudergezin;0.8;0.7;21.0;21.0;0.6;;
940;De Wolden;Totaal particulier huishouden;9.1;8.9;7.0;7.0;8.2;2.0;1.0
941;De Wolden;Eenpersoonshuishouden;2.0;1.9;10.0;12.0;1.8;;
942;De Wolden;Paar zonder kinderen;3.2;3.1;5.0;5.0;3.0;;
943;De Wolden;Paar met kinderen;3.3;3.2;6.0;5.0;2.9;;
944;De Wolden;Eenoudergezin;0.4;0.4;;21.0;0.3;;
945;Delft;Totaal particulier huishouden;40.3;38.3;11.0;10.0;33.0;4.0;4.0
946;Delft;Eenpersoonshuishouden;16.8;15.7;16.0;15.0;13.4;6.0;6.0
947;Delft;Paar zonder kinderen;10.7;10.5;3.0;3.0;9.3;1.0;1.0
948;Delft;Paar met kinderen;8.8;8.5;7.0;3.0;7.4;3.0;1.0
949;Delft;Eenoudergezin;2.7;2.5;23.0;26.0;2.0;8.0;9.0
950;Delfzijl;Totaal particulier huishouden;11.8;11.4;12.0;11.0;10.4;4.0;4.0
951;Delfzijl;Eenpersoonshuishouden;3.4;3.3;20.0;19.0;3.0;8.0;8.0
952;Delfzijl;Paar zonder kinderen;3.9;3.9;4.0;4.0;3.7;;
953;Delfzijl;Paar met kinderen;3.4;3.2;9.0;5.0;2.9;3.0;
954;Delfzijl;Eenoudergezin;0.7;0.6;35.0;39.0;0.5;;
955;Den Helder;Totaal particulier huishouden;25.9;25.0;10.0;9.0;22.6;3.0;3.0
956;Den Helder;Eenpersoonshuishouden;8.8;8.3;17.0;15.0;7.6;7.0;6.0
957;Den Helder;Paar zonder kinderen;7.7;7.6;2.0;2.0;7.1;;
958;Den Helder;Paar met kinderen;6.7;6.6;5.0;3.0;5.7;;
959;Den Helder;Eenoudergezin;2.0;1.9;32.0;31.0;1.5;9.0;8.0
960;Deurne;Totaal particulier huishouden;12.0;11.8;6.0;5.0;10.9;1.0;2.0
961;Deurne;Eenpersoonshuishouden;2.7;2.6;11.0;12.0;2.5;4.0;4.0
962;Deurne;Paar zonder kinderen;3.8;3.8;2.0;2.0;3.6;;
963;Deurne;Paar met kinderen;4.4;4.3;4.0;2.0;3.9;;
964;Deurne;Eenoudergezin;0.7;0.6;19.0;19.0;0.6;;
965;Deventer;Totaal particulier huishouden;39.6;37.8;10.0;8.0;33.4;3.0;2.0
966;Deventer;Eenpersoonshuishouden;12.7;11.9;15.0;14.0;10.5;5.0;4.0
967;Deventer;Paar zonder kinderen;11.8;11.6;4.0;3.0;10.6;1.0;1.0
968;Deventer;Paar met kinderen;11.4;11.0;7.0;4.0;9.6;2.0;
969;Deventer;Eenoudergezin;2.3;2.0;30.0;32.0;1.6;9.0;9.0
970;Diemen;Totaal particulier huishouden;10.0;9.5;9.0;8.0;8.3;3.0;3.0
971;Diemen;Eenpersoonshuishouden;3.4;3.1;14.0;13.0;2.8;6.0;6.0
972;Diemen;Paar zonder kinderen;2.6;2.6;3.0;4.0;2.4;;
973;Diemen;Paar met kinderen;2.8;2.7;8.0;5.0;2.3;;
974;Diemen;Eenoudergezin;0.8;0.8;17.0;19.0;0.6;;
975;Dinkelland;Totaal particulier huishouden;9.3;9.1;7.0;6.0;8.3;1.0;1.0
976;Dinkelland;Eenpersoonshuishouden;2.0;2.0;14.0;14.0;1.8;;
977;Dinkelland;Paar zonder kinderen;2.7;2.7;3.0;;2.6;;
978;Dinkelland;Paar met kinderen;3.7;3.6;4.0;3.0;3.3;;
979;Dinkelland;Eenoudergezin;0.4;0.3;;;0.3;;
980;Dirksland;Totaal particulier huishouden;3.2;3.1;5.0;5.0;2.8;;
981;Dirksland;Eenpersoonshuishouden;0.8;0.8;11.0;11.0;0.7;;
982;Dirksland;Paar zonder kinderen;1.1;1.0;;;1.0;;
983;Dirksland;Paar met kinderen;1.1;1.1;;;1.0;;
984;Dirksland;Eenoudergezin;0.1;0.1;;;0.1;;
985;Doesburg;Totaal particulier huishouden;4.7;4.5;9.0;7.0;4.1;3.0;2.0
986;Doesburg;Eenpersoonshuishouden;1.3;1.2;18.0;15.0;1.1;;
987;Doesburg;Paar zonder kinderen;1.5;1.5;;;1.4;;
988;Doesburg;Paar met kinderen;1.5;1.4;5.0;;1.2;;
989;Doesburg;Eenoudergezin;0.3;0.2;;;0.2;;
990;Doetinchem;Totaal particulier huishouden;23.4;22.7;9.0;8.0;20.4;3.0;2.0
991;Doetinchem;Eenpersoonshuishouden;6.8;6.6;16.0;14.0;5.9;6.0;5.0
992;Doetinchem;Paar zonder kinderen;7.3;7.2;3.0;4.0;6.7;;
993;Doetinchem;Paar met kinderen;7.3;7.1;6.0;4.0;6.3;1.0;
994;Doetinchem;Eenoudergezin;1.2;1.0;24.0;23.0;0.8;;
995;Dongen;Totaal particulier huishouden;9.8;9.6;6.0;6.0;8.8;1.0;1.0
996;Dongen;Eenpersoonshuishouden;2.3;2.2;10.0;10.0;2.1;;
997;Dongen;Paar zonder kinderen;3.2;3.2;3.0;3.0;3.0;;
998;Dongen;Paar met kinderen;3.5;3.4;4.0;3.0;3.1;;
999;Dongen;Eenoudergezin;0.5;0.5;22.0;22.0;0.4;;
1000;Dongeradeel;Totaal particulier huishouden;10.0;9.6;11.0;10.0;8.8;3.0;3.0
1001;Dongeradeel;Eenpersoonshuishouden;2.9;2.8;18.0;19.0;2.6;7.0;6.0
1002;Dongeradeel;Paar zonder kinderen;3.0;2.9;6.0;7.0;2.8;;
1003;Dongeradeel;Paar met kinderen;3.4;3.3;8.0;4.0;2.9;3.0;
1004;Dongeradeel;Eenoudergezin;0.4;0.4;20.0;26.0;0.3;;
1005;Dordrecht;Totaal particulier huishouden;51.0;48.7;12.0;11.0;43.0;4.0;4.0
1006;Dordrecht;Eenpersoonshuishouden;17.6;16.5;19.0;17.0;14.7;7.0;7.0
1007;Dordrecht;Paar zonder kinderen;13.6;13.5;4.0;4.0;12.4;1.0;1.0
1008;Dordrecht;Paar met kinderen;14.0;13.6;7.0;4.0;11.9;2.0;1.0
1009;Dordrecht;Eenoudergezin;3.7;3.3;30.0;32.0;2.6;10.0;11.0
1010;Drechterland;Totaal particulier huishouden;7.0;6.9;7.0;6.0;6.3;1.0;2.0
1011;Drechterland;Eenpersoonshuishouden;1.6;1.6;14.0;14.0;1.4;;6.0
1012;Drechterland;Paar zonder kinderen;2.3;2.3;3.0;4.0;2.2;;
1013;Drechterland;Paar met kinderen;2.7;2.6;5.0;3.0;2.4;;
1014;Drechterland;Eenoudergezin;0.3;0.2;;;0.2;;
1015;Drimmelen;Totaal particulier huishouden;10.4;10.2;5.0;5.0;9.3;1.0;1.0
1016;Drimmelen;Eenpersoonshuishouden;2.2;2.1;10.0;10.0;2.0;;
1017;Drimmelen;Paar zonder kinderen;3.7;3.6;3.0;3.0;3.5;;
1018;Drimmelen;Paar met kinderen;3.8;3.8;4.0;2.0;3.4;;
1019;Drimmelen;Eenoudergezin;0.4;0.4;;;0.3;;
1020;Dronten;Totaal particulier huishouden;14.2;13.6;9.0;8.0;12.1;2.0;1.0
1021;Dronten;Eenpersoonshuishouden;3.2;2.9;14.0;13.0;2.6;4.0;3.0
1022;Dronten;Paar zonder kinderen;4.6;4.5;4.0;3.0;4.2;;
1023;Dronten;Paar met kinderen;5.2;5.1;8.0;5.0;4.4;;
1024;Dronten;Eenoudergezin;0.8;0.7;27.0;30.0;0.5;;
1025;Druten;Totaal particulier huishouden;6.8;6.6;7.0;5.0;5.9;1.0;
1026;Druten;Eenpersoonshuishouden;1.5;1.4;14.0;11.0;1.2;;
1027;Druten;Paar zonder kinderen;2.2;2.2;;;2.0;;
1028;Druten;Paar met kinderen;2.5;2.5;3.0;;2.2;;
1029;Druten;Eenoudergezin;0.4;0.3;;;0.3;;
1030;Duiven;Totaal particulier huishouden;9.7;9.5;7.0;6.0;8.7;1.0;1.0
1031;Duiven;Eenpersoonshuishouden;2.0;1.9;14.0;11.0;1.8;;
1032;Duiven;Paar zonder kinderen;3.0;3.0;2.0;3.0;2.9;;
1033;Duiven;Paar met kinderen;3.9;3.8;5.0;3.0;3.4;;
1034;Duiven;Eenoudergezin;0.5;0.4;21.0;24.0;0.3;;
1035;Echt-Susteren;Totaal particulier huishouden;13.1;12.7;8.0;6.0;11.5;2.0;2.0
1036;Echt-Susteren;Eenpersoonshuishouden;3.3;3.2;15.0;11.0;2.9;5.0;4.0
1037;Echt-Susteren;Paar zonder kinderen;4.4;4.4;4.0;3.0;4.1;;
1038;Echt-Susteren;Paar met kinderen;4.2;4.0;5.0;4.0;3.6;;
1039;Echt-Susteren;Eenoudergezin;0.6;0.6;20.0;24.0;0.5;;
1040;Edam-Volendam;Totaal particulier huishouden;10.9;10.7;5.0;4.0;9.9;1.0;1.0
1041;Edam-Volendam;Eenpersoonshuishouden;2.7;2.6;13.0;10.0;2.5;4.0;5.0
1042;Edam-Volendam;Paar zonder kinderen;3.0;3.0;;;2.9;;
1043;Edam-Volendam;Paar met kinderen;4.5;4.4;3.0;;4.1;;
1044;Edam-Volendam;Eenoudergezin;0.5;0.4;19.0;18.0;0.4;;
1045;Ede;Totaal particulier huishouden;40.4;39.2;8.0;6.0;35.4;2.0;2.0
1046;Ede;Eenpersoonshuishouden;10.9;10.4;13.0;11.0;9.6;4.0;4.0
1047;Ede;Paar zonder kinderen;11.8;11.7;3.0;3.0;10.9;;
1048;Ede;Paar met kinderen;13.8;13.5;5.0;3.0;11.9;1.0;
1049;Ede;Eenoudergezin;2.0;1.9;20.0;22.0;1.6;6.0;8.0
1050;Eemnes;Totaal particulier huishouden;3.5;3.4;7.0;5.0;3.0;;
1051;Eemnes;Eenpersoonshuishouden;0.8;0.8;14.0;9.0;0.7;;
1052;Eemnes;Paar zonder kinderen;1.0;1.0;;;0.9;;
1053;Eemnes;Paar met kinderen;1.3;1.3;;;1.2;;
1054;Eemnes;Eenoudergezin;0.2;0.2;;;0.1;;
1055;Eemsmond;Totaal particulier huishouden;6.8;6.6;12.0;10.0;5.9;4.0;3.0
1056;Eemsmond;Eenpersoonshuishouden;2.0;1.9;16.0;14.0;1.7;7.0;5.0
1057;Eemsmond;Paar zonder kinderen;2.2;2.2;6.0;6.0;2.0;;
1058;Eemsmond;Paar met kinderen;2.1;2.1;11.0;7.0;1.8;;
1059;Eemsmond;Eenoudergezin;0.3;0.3;36.0;38.0;0.2;;
1060;Eersel;Totaal particulier huishouden;6.8;6.7;6.0;6.0;6.1;2.0;1.0
1061;Eersel;Eenpersoonshuishouden;1.5;1.5;11.0;10.0;1.4;;
1062;Eersel;Paar zonder kinderen;2.2;2.2;;;2.1;;
1063;Eersel;Paar met kinderen;2.5;2.5;5.0;3.0;2.2;;
1064;Eersel;Eenoudergezin;0.2;0.2;;;0.2;;
1065;Eijsden;Totaal particulier huishouden;4.5;4.4;7.0;6.0;4.0;;
1066;Eijsden;Eenpersoonshuishouden;0.8;0.8;15.0;17.0;0.8;;
1067;Eijsden;Paar zonder kinderen;1.5;1.5;;;1.4;;
1068;Eijsden;Paar met kinderen;1.7;1.7;;;1.5;;
1069;Eijsden;Eenoudergezin;0.2;0.2;;;0.2;;
1070;Eindhoven;Totaal particulier huishouden;93.7;89.4;11.0;10.0;76.6;4.0;3.0
1071;Eindhoven;Eenpersoonshuishouden;37.2;34.8;17.0;15.0;29.5;6.0;5.0
1072;Eindhoven;Paar zonder kinderen;26.5;26.1;4.0;4.0;23.4;1.0;1.0
1073;Eindhoven;Paar met kinderen;21.1;20.4;7.0;4.0;17.6;2.0;1.0
1074;Eindhoven;Eenoudergezin;5.6;5.1;28.0;30.0;3.9;9.0;10.0
1075;Elburg;Totaal particulier huishouden;8.1;7.9;7.0;6.0;7.2;1.0;
1076;Elburg;Eenpersoonshuishouden;2.0;1.9;15.0;15.0;1.8;;
1077;Elburg;Paar zonder kinderen;2.4;2.4;;;2.2;;
1078;Elburg;Paar met kinderen;3.2;3.1;5.0;3.0;2.7;;
1079;Elburg;Eenoudergezin;0.4;0.3;;22.0;0.3;;
1080;Emmen;Totaal particulier huishouden;45.1;43.6;11.0;9.0;38.8;3.0;2.0
1081;Emmen;Eenpersoonshuishouden;12.7;12.2;18.0;17.0;11.0;5.0;4.0
1082;Emmen;Paar zonder kinderen;14.8;14.6;4.0;4.0;13.6;1.0;1.0
1083;Emmen;Paar met kinderen;13.6;13.1;8.0;4.0;11.1;2.0;1.0
1084;Emmen;Eenoudergezin;2.4;2.2;24.0;29.0;1.8;8.0;9.0
1085;Enkhuizen;Totaal particulier huishouden;7.5;7.3;8.0;7.0;6.5;2.0;2.0
1086;Enkhuizen;Eenpersoonshuishouden;2.4;2.2;12.0;9.0;2.0;4.0;
1087;Enkhuizen;Paar zonder kinderen;2.3;2.3;5.0;5.0;2.1;;
1088;Enkhuizen;Paar met kinderen;2.2;2.2;5.0;;1.9;;
1089;Enkhuizen;Eenoudergezin;0.4;0.4;25.0;28.0;0.3;;
1090;Enschede;Totaal particulier huishouden;63.5;60.2;14.0;12.0;52.1;5.0;4.0
1091;Enschede;Eenpersoonshuishouden;22.0;20.5;22.0;20.0;17.8;8.0;7.0
1092;Enschede;Paar zonder kinderen;18.3;18.0;6.0;6.0;16.2;2.0;2.0
1093;Enschede;Paar met kinderen;16.9;16.0;10.0;5.0;13.8;3.0;1.0
1094;Enschede;Eenoudergezin;4.0;3.5;36.0;37.0;2.7;11.0;11.0
1095;Epe;Totaal particulier huishouden;13.2;12.8;8.0;6.0;11.6;2.0;1.0
1096;Epe;Eenpersoonshuishouden;3.5;3.3;14.0;11.0;3.0;4.0;3.0
1097;Epe;Paar zonder kinderen;4.3;4.3;4.0;3.0;4.0;;
1098;Epe;Paar met kinderen;4.2;4.1;5.0;3.0;3.6;;
1099;Epe;Eenoudergezin;0.6;0.5;26.0;26.0;0.4;;
1100;Ermelo;Totaal particulier huishouden;10.4;10.1;9.0;7.0;9.3;3.0;2.0
1101;Ermelo;Eenpersoonshuishouden;3.4;3.3;17.0;14.0;3.1;6.0;3.0
1102;Ermelo;Paar zonder kinderen;2.9;2.9;3.0;3.0;2.7;;
1103;Ermelo;Paar met kinderen;3.2;3.2;5.0;3.0;2.8;;
1104;Ermelo;Eenoudergezin;0.4;0.4;20.0;24.0;0.3;;
1105;Etten-Leur;Totaal particulier huishouden;16.2;15.7;8.0;7.0;14.1;2.0;2.0
1106;Etten-Leur;Eenpersoonshuishouden;4.2;4.0;15.0;13.0;3.6;4.0;4.0
1107;Etten-Leur;Paar zonder kinderen;5.1;5.1;3.0;3.0;4.7;;
1108;Etten-Leur;Paar met kinderen;5.5;5.3;4.0;3.0;4.8;;
1109;Etten-Leur;Eenoudergezin;0.9;0.8;26.0;28.0;0.7;;
1110;Ferwerderadiel;Totaal particulier huishouden;3.5;3.4;10.0;8.0;3.1;3.0;
1111;Ferwerderadiel;Eenpersoonshuishouden;0.9;0.9;18.0;16.0;0.8;;
1112;Ferwerderadiel;Paar zonder kinderen;1.1;1.1;;;1.0;;
1113;Ferwerderadiel;Paar met kinderen;1.2;1.2;9.0;;1.0;;
1114;Ferwerderadiel;Eenoudergezin;0.2;0.2;;;0.1;;
1115;Franekeradeel;Totaal particulier huishouden;8.4;8.2;11.0;11.0;7.3;2.0;2.0
1116;Franekeradeel;Eenpersoonshuishouden;2.5;2.4;19.0;20.0;2.2;4.0;4.0
1117;Franekeradeel;Paar zonder kinderen;2.6;2.6;5.0;5.0;2.4;;
1118;Franekeradeel;Paar met kinderen;2.7;2.6;6.0;4.0;2.2;;
1119;Franekeradeel;Eenoudergezin;0.5;0.5;31.0;33.0;0.4;;
1120;GaasterlÔn-Sleat;Totaal particulier huishouden;4.1;4.0;7.0;7.0;3.7;;
1121;GaasterlÔn-Sleat;Eenpersoonshuishouden;1.1;1.1;11.0;13.0;1.0;;
1122;GaasterlÔn-Sleat;Paar zonder kinderen;1.4;1.4;;;1.3;;
1123;GaasterlÔn-Sleat;Paar met kinderen;1.3;1.3;;;1.2;;
1124;GaasterlÔn-Sleat;Eenoudergezin;0.2;0.2;;;0.1;;
1125;Geertruidenberg;Totaal particulier huishouden;8.4;8.2;6.0;6.0;7.6;2.0;2.0
1126;Geertruidenberg;Eenpersoonshuishouden;2.0;1.9;13.0;13.0;1.8;5.0;5.0
1127;Geertruidenberg;Paar zonder kinderen;2.7;2.7;;3.0;2.6;;
1128;Geertruidenberg;Paar met kinderen;2.9;2.9;4.0;3.0;2.6;;
1129;Geertruidenberg;Eenoudergezin;0.5;0.5;;;0.4;;
1130;Geldermalsen;Totaal particulier huishouden;9.9;9.8;5.0;5.0;8.9;;1.0
1131;Geldermalsen;Eenpersoonshuishouden;2.3;2.2;11.0;11.0;2.1;;
1132;Geldermalsen;Paar zonder kinderen;3.0;3.0;;;2.8;;
1133;Geldermalsen;Paar met kinderen;3.9;3.9;4.0;3.0;3.5;;
1134;Geldermalsen;Eenoudergezin;0.4;0.4;;;0.3;;
1135;Geldrop-Mierlo;Totaal particulier huishouden;15.7;15.2;8.0;6.0;13.9;3.0;2.0
1136;Geldrop-Mierlo;Eenpersoonshuishouden;4.5;4.3;14.0;13.0;4.0;6.0;5.0
1137;Geldrop-Mierlo;Paar zonder kinderen;4.9;4.9;3.0;3.0;4.6;;
1138;Geldrop-Mierlo;Paar met kinderen;5.1;5.0;5.0;3.0;4.4;;
1139;Geldrop-Mierlo;Eenoudergezin;0.8;0.7;20.0;20.0;0.5;;
1140;Gemert-Bakel;Totaal particulier huishouden;10.6;10.2;7.0;7.0;9.4;2.0;2.0
1141;Gemert-Bakel;Eenpersoonshuishouden;2.5;2.4;16.0;16.0;2.2;6.0;6.0
1142;Gemert-Bakel;Paar zonder kinderen;3.3;3.2;2.0;3.0;3.1;;
1143;Gemert-Bakel;Paar met kinderen;4.0;3.8;5.0;3.0;3.5;;
1144;Gemert-Bakel;Eenoudergezin;0.5;0.5;19.0;19.0;0.4;;
1145;Gennep;Totaal particulier huishouden;6.5;6.4;7.0;6.0;5.7;;1.0
1146;Gennep;Eenpersoonshuishouden;1.8;1.7;13.0;10.0;1.5;;
1147;Gennep;Paar zonder kinderen;2.1;2.1;;;1.9;;
1148;Gennep;Paar met kinderen;2.1;2.1;4.0;4.0;1.9;;
1149;Gennep;Eenoudergezin;0.3;0.3;;;0.2;;
1150;Giessenlanden;Totaal particulier huishouden;5.4;5.3;5.0;4.0;4.9;;
1151;Giessenlanden;Eenpersoonshuishouden;1.1;1.1;12.0;12.0;1.0;;
1152;Giessenlanden;Paar zonder kinderen;1.8;1.8;;;1.7;;
1153;Giessenlanden;Paar met kinderen;2.1;2.1;;;1.9;;
1154;Giessenlanden;Eenoudergezin;0.2;0.2;;;0.2;;
1155;Gilze en Rijen;Totaal particulier huishouden;9.9;9.6;6.0;5.0;8.9;2.0;1.0
1156;Gilze en Rijen;Eenpersoonshuishouden;2.3;2.2;10.0;10.0;2.1;;
1157;Gilze en Rijen;Paar zonder kinderen;3.2;3.2;;;3.0;;
1158;Gilze en Rijen;Paar met kinderen;3.6;3.5;5.0;2.0;3.1;;
1159;Gilze en Rijen;Eenoudergezin;0.4;0.4;22.0;23.0;0.3;;
1160;Goedereede;Totaal particulier huishouden;4.4;4.3;7.0;7.0;3.9;;
1161;Goedereede;Eenpersoonshuishouden;1.0;1.0;14.0;16.0;0.9;;
1162;Goedereede;Paar zonder kinderen;1.4;1.3;;;1.3;;
1163;Goedereede;Paar met kinderen;1.7;1.7;5.0;;1.5;;
1164;Goedereede;Eenoudergezin;0.2;0.2;;;0.1;;
1165;Goes;Totaal particulier huishouden;15.5;15.1;8.0;7.0;13.8;2.0;2.0
1166;Goes;Eenpersoonshuishouden;5.1;4.9;15.0;13.0;4.5;5.0;4.0
1167;Goes;Paar zonder kinderen;4.8;4.8;3.0;3.0;4.5;;
1168;Goes;Paar met kinderen;4.4;4.3;4.0;3.0;3.9;;
1169;Goes;Eenoudergezin;0.8;0.7;25.0;28.0;0.6;;
1170;Goirle;Totaal particulier huishouden;8.6;8.4;6.0;5.0;7.8;1.0;1.0
1171;Goirle;Eenpersoonshuishouden;1.9;1.8;9.0;11.0;1.7;;
1172;Goirle;Paar zonder kinderen;3.0;2.9;3.0;3.0;2.8;;
1173;Goirle;Paar met kinderen;3.1;3.1;4.0;3.0;2.8;;
1174;Goirle;Eenoudergezin;0.4;0.4;23.0;20.0;0.3;;
1175;Gorinchem;Totaal particulier huishouden;14.5;14.1;9.0;8.0;12.5;2.0;2.0
