ID;BedrijfstakkenBranchesSBI2008;Perioden;Arbeidsinkomensquote_1;BeloningWerknemers_2;ToegerekendArbeidsinkomen_3;NettoExploitatieoverschotGemengdIn_4;TotaleBeloningVanArbeid_5;TotaleBeloningVanArbeidEnKapitaal_6
749;T Huishoudens;2019;100.0;850;0;0;850;850
750;T Huishoudens;2020;100.0;954;0;0;954;954
751;T Huishoudens;2021;100.0;1023;0;0;1023;1023
752;T Huishoudens;2022;100.0;1044;0;0;1044;1044
753;T Huishoudens;2023;100.0;1172;0;0;1172;1172
754;U Extraterritoriale organisaties;1995;0.0;0;0;0;0;0
755;U Extraterritoriale organisaties;1996;0.0;0;0;0;0;0
756;U Extraterritoriale organisaties;1997;0.0;0;0;0;0;0
757;U Extraterritoriale organisaties;1998;0.0;0;0;0;0;0
758;U Extraterritoriale organisaties;1999;0.0;0;0;0;0;0
759;U Extraterritoriale organisaties;2000;0.0;0;0;0;0;0
760;U Extraterritoriale organisaties;2001;0.0;0;0;0;0;0
761;U Extraterritoriale organisaties;2002;0.0;0;0;0;0;0
762;U Extraterritoriale organisaties;2003;0.0;0;0;0;0;0
763;U Extraterritoriale organisaties;2004;0.0;0;0;0;0;0
764;U Extraterritoriale organisaties;2005;0.0;0;0;0;0;0
765;U Extraterritoriale organisaties;2006;0.0;0;0;0;0;0
766;U Extraterritoriale organisaties;2007;0.0;0;0;0;0;0
767;U Extraterritoriale organisaties;2008;0.0;0;0;0;0;0
768;U Extraterritoriale organisaties;2009;0.0;0;0;0;0;0
769;U Extraterritoriale organisaties;2010;0.0;0;0;0;0;0
770;U Extraterritoriale organisaties;2011;0.0;0;0;0;0;0
771;U Extraterritoriale organisaties;2012;0.0;0;0;0;0;0
772;U Extraterritoriale organisaties;2013;0.0;0;0;0;0;0
773;U Extraterritoriale organisaties;2014;0.0;0;0;0;0;0
774;U Extraterritoriale organisaties;2015;0.0;0;0;0;0;0
775;U Extraterritoriale organisaties;2016;0.0;0;0;0;0;0
776;U Extraterritoriale organisaties;2017;0.0;0;0;0;0;0
777;U Extraterritoriale organisaties;2018;0.0;0;0;0;0;0
778;U Extraterritoriale organisaties;2019;0.0;0;0;0;0;0
779;U Extraterritoriale organisaties;2020;0.0;0;0;0;0;0
780;U Extraterritoriale organisaties;2021;0.0;0;0;0;0;0
781;U Extraterritoriale organisaties;2022;0.0;0;0;0;0;0
782;U Extraterritoriale organisaties;2023;0.0;0;0;0;0;0
783;68A Toeger. huurwaarde eigen woningbezit;1995;0.0;0;0;3367;0;3367
784;68A Toeger. huurwaarde eigen woningbezit;1996;0.0;0;0;3525;0;3525
785;68A Toeger. huurwaarde eigen woningbezit;1997;0.0;0;0;3812;0;3812
786;68A Toeger. huurwaarde eigen woningbezit;1998;0.0;0;0;4233;0;4233
787;68A Toeger. huurwaarde eigen woningbezit;1999;0.0;0;0;4394;0;4394
788;68A Toeger. huurwaarde eigen woningbezit;2000;0.0;0;0;5091;0;5091
789;68A Toeger. huurwaarde eigen woningbezit;2001;0.0;0;0;-2126;0;-2126
790;68A Toeger. huurwaarde eigen woningbezit;2002;0.0;0;0;-1628;0;-1628
791;68A Toeger. huurwaarde eigen woningbezit;2003;0.0;0;0;-348;0;-348
792;68A Toeger. huurwaarde eigen woningbezit;2004;0.0;0;0;542;0;542
793;68A Toeger. huurwaarde eigen woningbezit;2005;0.0;0;0;170;0;170
794;68A Toeger. huurwaarde eigen woningbezit;2006;0.0;0;0;3609;0;3609
795;68A Toeger. huurwaarde eigen woningbezit;2007;0.0;0;0;7266;0;7266
796;68A Toeger. huurwaarde eigen woningbezit;2008;0.0;0;0;7177;0;7177
797;68A Toeger. huurwaarde eigen woningbezit;2009;0.0;0;0;-2977;0;-2977
798;68A Toeger. huurwaarde eigen woningbezit;2010;0.0;0;0;-6018;0;-6018
799;68A Toeger. huurwaarde eigen woningbezit;2011;0.0;0;0;-4309;0;-4309
800;68A Toeger. huurwaarde eigen woningbezit;2012;0.0;0;0;-8262;0;-8262
801;68A Toeger. huurwaarde eigen woningbezit;2013;0.0;0;0;-6133;0;-6133
802;68A Toeger. huurwaarde eigen woningbezit;2014;0.0;0;0;-4182;0;-4182
803;68A Toeger. huurwaarde eigen woningbezit;2015;0.0;0;0;-3831;0;-3831
804;68A Toeger. huurwaarde eigen woningbezit;2016;0.0;0;0;-3264;0;-3264
805;68A Toeger. huurwaarde eigen woningbezit;2017;0.0;0;0;-222;0;-222
806;68A Toeger. huurwaarde eigen woningbezit;2018;0.0;0;0;2119;0;2119
807;68A Toeger. huurwaarde eigen woningbezit;2019;0.0;0;0;1140;0;1140
808;68A Toeger. huurwaarde eigen woningbezit;2020;0.0;0;0;803;0;803
809;68A Toeger. huurwaarde eigen woningbezit;2021;0.0;0;0;1971;0;1971
810;68A Toeger. huurwaarde eigen woningbezit;2022;0.0;0;0;10254;0;10254
811;68A Toeger. huurwaarde eigen woningbezit;2023;0.0;0;0;22933;0;22933
812;68B Exploitatie o.g. excl. woningbezit;1995;44.5;1746;2297;7332;4043;9078
813;68B Exploitatie o.g. excl. woningbezit;1996;41.4;1846;2201;7921;4047;9767
814;68B Exploitatie o.g. excl. woningbezit;1997;37.4;1941;2087;8835;4028;10776
815;68B Exploitatie o.g. excl. woningbezit;1998;36.2;2192;1956;9267;4148;11459
816;68B Exploitatie o.g. excl. woningbezit;1999;34.5;2404;1732;9571;4136;11975
817;68B Exploitatie o.g. excl. woningbezit;2000;33.8;2671;1457;9526;4128;12197
818;68B Exploitatie o.g. excl. woningbezit;2001;32.8;2740;1186;9230;3926;11970
819;68B Exploitatie o.g. excl. woningbezit;2002;31.6;2949;865;9112;3814;12061
820;68B Exploitatie o.g. excl. woningbezit;2003;31.1;3205;563;8916;3768;12121
821;68B Exploitatie o.g. excl. woningbezit;2004;27.3;3171;284;9495;3455;12666
822;68B Exploitatie o.g. excl. woningbezit;2005;25.1;3223;2;9619;3225;12842
823;68B Exploitatie o.g. excl. woningbezit;2006;22.5;3304;-333;9898;2971;13202
824;68B Exploitatie o.g. excl. woningbezit;2007;21.3;3485;-659;9782;2826;13267
825;68B Exploitatie o.g. excl. woningbezit;2008;20.8;3715;-1039;9177;2676;12892
826;68B Exploitatie o.g. excl. woningbezit;2009;19.9;3744;-1320;8458;2424;12202
827;68B Exploitatie o.g. excl. woningbezit;2010;16.9;3641;-1505;9018;2136;12659
828;68B Exploitatie o.g. excl. woningbezit;2011;18.2;3673;-1416;8722;2257;12395
829;68B Exploitatie o.g. excl. woningbezit;2012;19.5;3654;-1300;8442;2354;12096
830;68B Exploitatie o.g. excl. woningbezit;2013;19.3;3587;-1400;7768;2187;11355
831;68B Exploitatie o.g. excl. woningbezit;2014;19.6;3537;-1443;7166;2094;10703
832;68B Exploitatie o.g. excl. woningbezit;2015;18.3;3471;-1412;7808;2059;11279
833;68B Exploitatie o.g. excl. woningbezit;2016;19.0;3505;-1351;7814;2154;11319
834;68B Exploitatie o.g. excl. woningbezit;2017;19.9;3587;-1302;7887;2285;11474
835;68B Exploitatie o.g. excl. woningbezit;2018;22.0;3761;-1349;7221;2412;10982
836;68B Exploitatie o.g. excl. woningbezit;2019;24.2;3942;-1263;7111;2679;11053
837;68B Exploitatie o.g. excl. woningbezit;2020;22.6;4115;-1773;6245;2342;10360
838;68B Exploitatie o.g. excl. woningbezit;2021;18.5;4199;-2398;5535;1801;9734
839;68B Exploitatie o.g. excl. woningbezit;2022;15.1;4451;-3041;4895;1410;9346
840;68B Exploitatie o.g. excl. woningbezit;2023;14.2;4728;-3236;5789;1492;10517
841;A-U (excl. O en P);1995;74.5;135528;25340;80321;160868;215849
842;A-U (excl. O en P);1996;74.0;141761;26213;85150;167974;226911
843;A-U (excl. O en P);1997;72.8;150196;28527;95207;178723;245403
844;A-U (excl. O en P);1998;72.4;161809;29557;102357;191366;264166
845;A-U (excl. O en P);1999;73.6;175048;30973;104694;206021;279742
846;A-U (excl. O en P);2000;73.9;190199;32708;111338;222907;301537
847;A-U (excl. O en P);2001;74.0;200007;35140;117938;235147;317945
848;A-U (excl. O en P);2002;74.2;209044;34774;119502;243818;328546
849;A-U (excl. O en P);2003;74.4;213493;34512;119862;248005;333355
850;A-U (excl. O en P);2004;72.8;216256;33993;127552;250249;343808
851;A-U (excl. O en P);2005;71.1;219734;34840;138238;254574;357972
852;A-U (excl. O en P);2006;69.2;227521;37445;155530;264966;383051
853;A-U (excl. O en P);2007;68.5;241518;39416;168441;280934;409959
854;A-U (excl. O en P);2008;69.2;255754;39949;171746;295703;427500
855;A-U (excl. O en P);2009;73.1;257467;39009;148305;296476;405772
856;A-U (excl. O en P);2010;71.7;255709;40616;157595;296325;413304
857;A-U (excl. O en P);2011;71.8;263708;42004;161806;305712;425514
858;A-U (excl. O en P);2012;72.6;267631;42259;159235;309890;426866
859;A-U (excl. O en P);2013;72.6;268604;42619;159971;311223;428575
860;A-U (excl. O en P);2014;72.8;272150;44885;163258;317035;435408
861;A-U (excl. O en P);2015;71.0;274307;47413;178905;321720;453212
862;A-U (excl. O en P);2016;72.3;284657;51765;180977;336422;465634
863;A-U (excl. O en P);2017;71.6;295060;54696;193715;349756;488775
864;A-U (excl. O en P);2018;72.1;310869;58249;201254;369118;512123
865;A-U (excl. O en P);2019;72.2;327952;61124;211253;389076;539205
866;A-U (excl. O en P);2020;73.6;337722;59451;201572;397173;539294
867;A-U (excl. O en P);2021;70.7;352573;65954;239275;418527;591848
868;A-U (excl. O en P);2022;67.8;377237;69308;281666;446545;658903
869;A-U (excl. O en P);2023;67.6;405558;75043;305157;480601;710715
870;A-U (excl. B, K, L, O, P en Q);1995;81.4;108165;21060;50527;129225;158692
871;A-U (excl. B, K, L, O, P en Q);1996;81.2;113006;21970;53272;134976;166278
872;A-U (excl. B, K, L, O, P en Q);1997;79.3;119731;24223;61803;143954;181534
873;A-U (excl. B, K, L, O, P en Q);1998;77.9;128791;25300;68970;154091;197761
874;A-U (excl. B, K, L, O, P en Q);1999;78.9;139376;26829;71226;166205;210602
875;A-U (excl. B, K, L, O, P en Q);2000;79.7;151599;28695;74562;180294;226161
876;A-U (excl. B, K, L, O, P en Q);2001;78.1;158498;31074;84305;189572;242803
877;A-U (excl. B, K, L, O, P en Q);2002;78.1;162811;30932;85322;193743;248133
878;A-U (excl. B, K, L, O, P en Q);2003;79.0;164490;30681;82529;195171;247019
879;A-U (excl. B, K, L, O, P en Q);2004;77.3;165761;30146;87548;195907;253309
880;A-U (excl. B, K, L, O, P en Q);2005;75.2;167702;31069;96772;198771;264474
881;A-U (excl. B, K, L, O, P en Q);2006;73.7;173405;33622;107524;207027;280929
882;A-U (excl. B, K, L, O, P en Q);2007;72.5;184220;35402;118656;219622;302876
883;A-U (excl. B, K, L, O, P en Q);2008;74.2;195586;35639;116237;231225;311823
884;A-U (excl. B, K, L, O, P en Q);2009;77.7;195885;33981;100007;229866;295892
885;A-U (excl. B, K, L, O, P en Q);2010;76.9;192415;34661;102825;227076;295240
886;A-U (excl. B, K, L, O, P en Q);2011;77.1;198244;35743;105353;233987;303597
887;A-U (excl. B, K, L, O, P en Q);2012;78.2;200941;35981;102060;236922;303001
888;A-U (excl. B, K, L, O, P en Q);2013;78.0;200077;36776;103452;236853;303529
889;A-U (excl. B, K, L, O, P en Q);2014;77.7;203177;38818;108387;241995;311564
890;A-U (excl. B, K, L, O, P en Q);2015;74.8;206215;42591;126454;248806;332669
891;A-U (excl. B, K, L, O, P en Q);2016;74.5;215304;46005;135265;261309;350569
892;A-U (excl. B, K, L, O, P en Q);2017;73.7;224793;48903;146757;273696;371550
893;A-U (excl. B, K, L, O, P en Q);2018;74.3;238600;52197;152823;290797;391423
894;A-U (excl. B, K, L, O, P en Q);2019;73.5;251588;54559;165063;306147;416651
895;A-U (excl. B, K, L, O, P en Q);2020;74.4;255846;52823;158849;308669;414695
896;A-U (excl. B, K, L, O, P en Q);2021;70.5;267247;58207;194170;325454;461417
897;A-U (excl. B, K, L, O, P en Q);2022;69.4;288065;61664;215721;349729;503786
898;A-U (excl. B, K, L, O, P en Q);2023;69.0;310027;66965;236310;376992;546337
