ID;TypeGefailleerde;Perioden;FaillissementenZittingsdaggecorrigeerd_1
867;Natuurlijk persoon zonder eenmanszaak;1987 november;46
868;Natuurlijk persoon zonder eenmanszaak;1987 december;38
869;Natuurlijk persoon zonder eenmanszaak;1987 4e kwartaal;135
870;Natuurlijk persoon zonder eenmanszaak;1987;584
871;Natuurlijk persoon zonder eenmanszaak;1988 januari;50
872;Natuurlijk persoon zonder eenmanszaak;1988 februari;69
873;Natuurlijk persoon zonder eenmanszaak;1988 maart;47
874;Natuurlijk persoon zonder eenmanszaak;1988 1e kwartaal;166
875;Natuurlijk persoon zonder eenmanszaak;1988 april;43
876;Natuurlijk persoon zonder eenmanszaak;1988 mei;37
877;Natuurlijk persoon zonder eenmanszaak;1988 juni;39
878;Natuurlijk persoon zonder eenmanszaak;1988 2e kwartaal;119
879;Natuurlijk persoon zonder eenmanszaak;1988 juli;42
880;Natuurlijk persoon zonder eenmanszaak;1988 augustus;41
881;Natuurlijk persoon zonder eenmanszaak;1988 september;49
882;Natuurlijk persoon zonder eenmanszaak;1988 3e kwartaal;132
883;Natuurlijk persoon zonder eenmanszaak;1988 oktober;51
884;Natuurlijk persoon zonder eenmanszaak;1988 november;40
885;Natuurlijk persoon zonder eenmanszaak;1988 december;38
886;Natuurlijk persoon zonder eenmanszaak;1988 4e kwartaal;129
887;Natuurlijk persoon zonder eenmanszaak;1988;546
888;Natuurlijk persoon zonder eenmanszaak;1989 januari;40
889;Natuurlijk persoon zonder eenmanszaak;1989 februari;52
890;Natuurlijk persoon zonder eenmanszaak;1989 maart;43
891;Natuurlijk persoon zonder eenmanszaak;1989 1e kwartaal;135
892;Natuurlijk persoon zonder eenmanszaak;1989 april;50
893;Natuurlijk persoon zonder eenmanszaak;1989 mei;53
894;Natuurlijk persoon zonder eenmanszaak;1989 juni;46
895;Natuurlijk persoon zonder eenmanszaak;1989 2e kwartaal;149
896;Natuurlijk persoon zonder eenmanszaak;1989 juli;40
897;Natuurlijk persoon zonder eenmanszaak;1989 augustus;46
898;Natuurlijk persoon zonder eenmanszaak;1989 september;44
899;Natuurlijk persoon zonder eenmanszaak;1989 3e kwartaal;130
900;Natuurlijk persoon zonder eenmanszaak;1989 oktober;62
901;Natuurlijk persoon zonder eenmanszaak;1989 november;56
902;Natuurlijk persoon zonder eenmanszaak;1989 december;43
903;Natuurlijk persoon zonder eenmanszaak;1989 4e kwartaal;161
904;Natuurlijk persoon zonder eenmanszaak;1989;575
905;Natuurlijk persoon zonder eenmanszaak;1990 januari;50
906;Natuurlijk persoon zonder eenmanszaak;1990 februari;45
907;Natuurlijk persoon zonder eenmanszaak;1990 maart;60
908;Natuurlijk persoon zonder eenmanszaak;1990 1e kwartaal;155
909;Natuurlijk persoon zonder eenmanszaak;1990 april;44
910;Natuurlijk persoon zonder eenmanszaak;1990 mei;49
911;Natuurlijk persoon zonder eenmanszaak;1990 juni;51
912;Natuurlijk persoon zonder eenmanszaak;1990 2e kwartaal;144
913;Natuurlijk persoon zonder eenmanszaak;1990 juli;41
914;Natuurlijk persoon zonder eenmanszaak;1990 augustus;29
915;Natuurlijk persoon zonder eenmanszaak;1990 september;49
916;Natuurlijk persoon zonder eenmanszaak;1990 3e kwartaal;119
917;Natuurlijk persoon zonder eenmanszaak;1990 oktober;59
918;Natuurlijk persoon zonder eenmanszaak;1990 november;53
919;Natuurlijk persoon zonder eenmanszaak;1990 december;28
920;Natuurlijk persoon zonder eenmanszaak;1990 4e kwartaal;140
921;Natuurlijk persoon zonder eenmanszaak;1990;558
922;Natuurlijk persoon zonder eenmanszaak;1991 januari;34
923;Natuurlijk persoon zonder eenmanszaak;1991 februari;42
924;Natuurlijk persoon zonder eenmanszaak;1991 maart;56
925;Natuurlijk persoon zonder eenmanszaak;1991 1e kwartaal;132
926;Natuurlijk persoon zonder eenmanszaak;1991 april;37
927;Natuurlijk persoon zonder eenmanszaak;1991 mei;50
928;Natuurlijk persoon zonder eenmanszaak;1991 juni;41
929;Natuurlijk persoon zonder eenmanszaak;1991 2e kwartaal;128
930;Natuurlijk persoon zonder eenmanszaak;1991 juli;45
931;Natuurlijk persoon zonder eenmanszaak;1991 augustus;37
932;Natuurlijk persoon zonder eenmanszaak;1991 september;41
933;Natuurlijk persoon zonder eenmanszaak;1991 3e kwartaal;123
934;Natuurlijk persoon zonder eenmanszaak;1991 oktober;53
935;Natuurlijk persoon zonder eenmanszaak;1991 november;63
936;Natuurlijk persoon zonder eenmanszaak;1991 december;42
937;Natuurlijk persoon zonder eenmanszaak;1991 4e kwartaal;158
938;Natuurlijk persoon zonder eenmanszaak;1991;541
939;Natuurlijk persoon zonder eenmanszaak;1992 januari;39
940;Natuurlijk persoon zonder eenmanszaak;1992 februari;60
941;Natuurlijk persoon zonder eenmanszaak;1992 maart;54
942;Natuurlijk persoon zonder eenmanszaak;1992 1e kwartaal;153
943;Natuurlijk persoon zonder eenmanszaak;1992 april;64
944;Natuurlijk persoon zonder eenmanszaak;1992 mei;46
945;Natuurlijk persoon zonder eenmanszaak;1992 juni;55
946;Natuurlijk persoon zonder eenmanszaak;1992 2e kwartaal;165
947;Natuurlijk persoon zonder eenmanszaak;1992 juli;55
948;Natuurlijk persoon zonder eenmanszaak;1992 augustus;45
949;Natuurlijk persoon zonder eenmanszaak;1992 september;68
950;Natuurlijk persoon zonder eenmanszaak;1992 3e kwartaal;168
951;Natuurlijk persoon zonder eenmanszaak;1992 oktober;64
952;Natuurlijk persoon zonder eenmanszaak;1992 november;61
953;Natuurlijk persoon zonder eenmanszaak;1992 december;65
954;Natuurlijk persoon zonder eenmanszaak;1992 4e kwartaal;190
955;Natuurlijk persoon zonder eenmanszaak;1992;676
956;Natuurlijk persoon zonder eenmanszaak;1993 januari;77
957;Natuurlijk persoon zonder eenmanszaak;1993 februari;89
958;Natuurlijk persoon zonder eenmanszaak;1993 maart;65
959;Natuurlijk persoon zonder eenmanszaak;1993 1e kwartaal;231
960;Natuurlijk persoon zonder eenmanszaak;1993 april;68
961;Natuurlijk persoon zonder eenmanszaak;1993 mei;87
962;Natuurlijk persoon zonder eenmanszaak;1993 juni;64
963;Natuurlijk persoon zonder eenmanszaak;1993 2e kwartaal;219
964;Natuurlijk persoon zonder eenmanszaak;1993 juli;70
965;Natuurlijk persoon zonder eenmanszaak;1993 augustus;78
966;Natuurlijk persoon zonder eenmanszaak;1993 september;75
967;Natuurlijk persoon zonder eenmanszaak;1993 3e kwartaal;223
968;Natuurlijk persoon zonder eenmanszaak;1993 oktober;81
969;Natuurlijk persoon zonder eenmanszaak;1993 november;88
970;Natuurlijk persoon zonder eenmanszaak;1993 december;74
971;Natuurlijk persoon zonder eenmanszaak;1993 4e kwartaal;243
972;Natuurlijk persoon zonder eenmanszaak;1993;916
973;Natuurlijk persoon zonder eenmanszaak;1994 januari;102
974;Natuurlijk persoon zonder eenmanszaak;1994 februari;102
975;Natuurlijk persoon zonder eenmanszaak;1994 maart;121
976;Natuurlijk persoon zonder eenmanszaak;1994 1e kwartaal;325
977;Natuurlijk persoon zonder eenmanszaak;1994 april;92
978;Natuurlijk persoon zonder eenmanszaak;1994 mei;60
979;Natuurlijk persoon zonder eenmanszaak;1994 juni;104
980;Natuurlijk persoon zonder eenmanszaak;1994 2e kwartaal;256
981;Natuurlijk persoon zonder eenmanszaak;1994 juli;87
982;Natuurlijk persoon zonder eenmanszaak;1994 augustus;94
983;Natuurlijk persoon zonder eenmanszaak;1994 september;100
984;Natuurlijk persoon zonder eenmanszaak;1994 3e kwartaal;281
985;Natuurlijk persoon zonder eenmanszaak;1994 oktober;85
986;Natuurlijk persoon zonder eenmanszaak;1994 november;104
987;Natuurlijk persoon zonder eenmanszaak;1994 december;80
988;Natuurlijk persoon zonder eenmanszaak;1994 4e kwartaal;269
989;Natuurlijk persoon zonder eenmanszaak;1994;1131
990;Natuurlijk persoon zonder eenmanszaak;1995 januari;102
991;Natuurlijk persoon zonder eenmanszaak;1995 februari;75
992;Natuurlijk persoon zonder eenmanszaak;1995 maart;102
993;Natuurlijk persoon zonder eenmanszaak;1995 1e kwartaal;279
994;Natuurlijk persoon zonder eenmanszaak;1995 april;101
995;Natuurlijk persoon zonder eenmanszaak;1995 mei;65
996;Natuurlijk persoon zonder eenmanszaak;1995 juni;59
997;Natuurlijk persoon zonder eenmanszaak;1995 2e kwartaal;225
998;Natuurlijk persoon zonder eenmanszaak;1995 juli;92
999;Natuurlijk persoon zonder eenmanszaak;1995 augustus;93
1000;Natuurlijk persoon zonder eenmanszaak;1995 september;103
1001;Natuurlijk persoon zonder eenmanszaak;1995 3e kwartaal;288
1002;Natuurlijk persoon zonder eenmanszaak;1995 oktober;92
1003;Natuurlijk persoon zonder eenmanszaak;1995 november;103
1004;Natuurlijk persoon zonder eenmanszaak;1995 december;77
1005;Natuurlijk persoon zonder eenmanszaak;1995 4e kwartaal;272
1006;Natuurlijk persoon zonder eenmanszaak;1995;1064
1007;Natuurlijk persoon zonder eenmanszaak;1996 januari;76
1008;Natuurlijk persoon zonder eenmanszaak;1996 februari;74
1009;Natuurlijk persoon zonder eenmanszaak;1996 maart;90
1010;Natuurlijk persoon zonder eenmanszaak;1996 1e kwartaal;240
1011;Natuurlijk persoon zonder eenmanszaak;1996 april;72
1012;Natuurlijk persoon zonder eenmanszaak;1996 mei;81
1013;Natuurlijk persoon zonder eenmanszaak;1996 juni;88
1014;Natuurlijk persoon zonder eenmanszaak;1996 2e kwartaal;241
1015;Natuurlijk persoon zonder eenmanszaak;1996 juli;74
1016;Natuurlijk persoon zonder eenmanszaak;1996 augustus;91
1017;Natuurlijk persoon zonder eenmanszaak;1996 september;94
1018;Natuurlijk persoon zonder eenmanszaak;1996 3e kwartaal;259
1019;Natuurlijk persoon zonder eenmanszaak;1996 oktober;93
1020;Natuurlijk persoon zonder eenmanszaak;1996 november;107
1021;Natuurlijk persoon zonder eenmanszaak;1996 december;103
1022;Natuurlijk persoon zonder eenmanszaak;1996 4e kwartaal;303
1023;Natuurlijk persoon zonder eenmanszaak;1996;1043
1024;Natuurlijk persoon zonder eenmanszaak;1997 januari;101
1025;Natuurlijk persoon zonder eenmanszaak;1997 februari;96
1026;Natuurlijk persoon zonder eenmanszaak;1997 maart;110
1027;Natuurlijk persoon zonder eenmanszaak;1997 1e kwartaal;307
1028;Natuurlijk persoon zonder eenmanszaak;1997 april;97
1029;Natuurlijk persoon zonder eenmanszaak;1997 mei;104
1030;Natuurlijk persoon zonder eenmanszaak;1997 juni;96
1031;Natuurlijk persoon zonder eenmanszaak;1997 2e kwartaal;297
1032;Natuurlijk persoon zonder eenmanszaak;1997 juli;84
1033;Natuurlijk persoon zonder eenmanszaak;1997 augustus;82
1034;Natuurlijk persoon zonder eenmanszaak;1997 september;90
1035;Natuurlijk persoon zonder eenmanszaak;1997 3e kwartaal;256
1036;Natuurlijk persoon zonder eenmanszaak;1997 oktober;97
1037;Natuurlijk persoon zonder eenmanszaak;1997 november;92
1038;Natuurlijk persoon zonder eenmanszaak;1997 december;89
1039;Natuurlijk persoon zonder eenmanszaak;1997 4e kwartaal;278
1040;Natuurlijk persoon zonder eenmanszaak;1997;1138
1041;Natuurlijk persoon zonder eenmanszaak;1998 januari;93
1042;Natuurlijk persoon zonder eenmanszaak;1998 februari;92
1043;Natuurlijk persoon zonder eenmanszaak;1998 maart;114
1044;Natuurlijk persoon zonder eenmanszaak;1998 1e kwartaal;299
1045;Natuurlijk persoon zonder eenmanszaak;1998 april;103
1046;Natuurlijk persoon zonder eenmanszaak;1998 mei;81
1047;Natuurlijk persoon zonder eenmanszaak;1998 juni;87
1048;Natuurlijk persoon zonder eenmanszaak;1998 2e kwartaal;271
1049;Natuurlijk persoon zonder eenmanszaak;1998 juli;91
1050;Natuurlijk persoon zonder eenmanszaak;1998 augustus;59
1051;Natuurlijk persoon zonder eenmanszaak;1998 september;92
1052;Natuurlijk persoon zonder eenmanszaak;1998 3e kwartaal;242
1053;Natuurlijk persoon zonder eenmanszaak;1998 oktober;65
1054;Natuurlijk persoon zonder eenmanszaak;1998 november;109
1055;Natuurlijk persoon zonder eenmanszaak;1998 december;30
1056;Natuurlijk persoon zonder eenmanszaak;1998 4e kwartaal;204
1057;Natuurlijk persoon zonder eenmanszaak;1998;1016
1058;Natuurlijk persoon zonder eenmanszaak;1999 januari;58
1059;Natuurlijk persoon zonder eenmanszaak;1999 februari;45
1060;Natuurlijk persoon zonder eenmanszaak;1999 maart;43
1061;Natuurlijk persoon zonder eenmanszaak;1999 1e kwartaal;146
1062;Natuurlijk persoon zonder eenmanszaak;1999 april;54
1063;Natuurlijk persoon zonder eenmanszaak;1999 mei;35
1064;Natuurlijk persoon zonder eenmanszaak;1999 juni;41
1065;Natuurlijk persoon zonder eenmanszaak;1999 2e kwartaal;130
1066;Natuurlijk persoon zonder eenmanszaak;1999 juli;49
1067;Natuurlijk persoon zonder eenmanszaak;1999 augustus;38
1068;Natuurlijk persoon zonder eenmanszaak;1999 september;63
1069;Natuurlijk persoon zonder eenmanszaak;1999 3e kwartaal;150
1070;Natuurlijk persoon zonder eenmanszaak;1999 oktober;69
1071;Natuurlijk persoon zonder eenmanszaak;1999 november;57
1072;Natuurlijk persoon zonder eenmanszaak;1999 december;50
1073;Natuurlijk persoon zonder eenmanszaak;1999 4e kwartaal;176
1074;Natuurlijk persoon zonder eenmanszaak;1999;602
1075;Natuurlijk persoon zonder eenmanszaak;2000 januari;72
1076;Natuurlijk persoon zonder eenmanszaak;2000 februari;60
1077;Natuurlijk persoon zonder eenmanszaak;2000 maart;64
1078;Natuurlijk persoon zonder eenmanszaak;2000 1e kwartaal;196
1079;Natuurlijk persoon zonder eenmanszaak;2000 april;64
1080;Natuurlijk persoon zonder eenmanszaak;2000 mei;70
1081;Natuurlijk persoon zonder eenmanszaak;2000 juni;71
1082;Natuurlijk persoon zonder eenmanszaak;2000 2e kwartaal;205
1083;Natuurlijk persoon zonder eenmanszaak;2000 juli;78
1084;Natuurlijk persoon zonder eenmanszaak;2000 augustus;80
1085;Natuurlijk persoon zonder eenmanszaak;2000 september;75
1086;Natuurlijk persoon zonder eenmanszaak;2000 3e kwartaal;233
1087;Natuurlijk persoon zonder eenmanszaak;2000 oktober;91
1088;Natuurlijk persoon zonder eenmanszaak;2000 november;101
1089;Natuurlijk persoon zonder eenmanszaak;2000 december;93
1090;Natuurlijk persoon zonder eenmanszaak;2000 4e kwartaal;285
1091;Natuurlijk persoon zonder eenmanszaak;2000;919
1092;Natuurlijk persoon zonder eenmanszaak;2001 januari;107
1093;Natuurlijk persoon zonder eenmanszaak;2001 februari;114
1094;Natuurlijk persoon zonder eenmanszaak;2001 maart;124
1095;Natuurlijk persoon zonder eenmanszaak;2001 1e kwartaal;345
1096;Natuurlijk persoon zonder eenmanszaak;2001 april;126
1097;Natuurlijk persoon zonder eenmanszaak;2001 mei;105
1098;Natuurlijk persoon zonder eenmanszaak;2001 juni;126
1099;Natuurlijk persoon zonder eenmanszaak;2001 2e kwartaal;357
1100;Natuurlijk persoon zonder eenmanszaak;2001 juli;157
1101;Natuurlijk persoon zonder eenmanszaak;2001 augustus;119
1102;Natuurlijk persoon zonder eenmanszaak;2001 september;123
1103;Natuurlijk persoon zonder eenmanszaak;2001 3e kwartaal;399
1104;Natuurlijk persoon zonder eenmanszaak;2001 oktober;148
1105;Natuurlijk persoon zonder eenmanszaak;2001 november;140
1106;Natuurlijk persoon zonder eenmanszaak;2001 december;115
1107;Natuurlijk persoon zonder eenmanszaak;2001 4e kwartaal;403
1108;Natuurlijk persoon zonder eenmanszaak;2001;1504
1109;Natuurlijk persoon zonder eenmanszaak;2002 januari;140
1110;Natuurlijk persoon zonder eenmanszaak;2002 februari;146
1111;Natuurlijk persoon zonder eenmanszaak;2002 maart;118
1112;Natuurlijk persoon zonder eenmanszaak;2002 1e kwartaal;404
1113;Natuurlijk persoon zonder eenmanszaak;2002 april;132
1114;Natuurlijk persoon zonder eenmanszaak;2002 mei;130
1115;Natuurlijk persoon zonder eenmanszaak;2002 juni;124
1116;Natuurlijk persoon zonder eenmanszaak;2002 2e kwartaal;386
1117;Natuurlijk persoon zonder eenmanszaak;2002 juli;138
1118;Natuurlijk persoon zonder eenmanszaak;2002 augustus;138
1119;Natuurlijk persoon zonder eenmanszaak;2002 september;197
1120;Natuurlijk persoon zonder eenmanszaak;2002 3e kwartaal;473
1121;Natuurlijk persoon zonder eenmanszaak;2002 oktober;156
1122;Natuurlijk persoon zonder eenmanszaak;2002 november;212
1123;Natuurlijk persoon zonder eenmanszaak;2002 december;177
1124;Natuurlijk persoon zonder eenmanszaak;2002 4e kwartaal;545
1125;Natuurlijk persoon zonder eenmanszaak;2002;1808
1126;Natuurlijk persoon zonder eenmanszaak;2003 januari;175
1127;Natuurlijk persoon zonder eenmanszaak;2003 februari;163
1128;Natuurlijk persoon zonder eenmanszaak;2003 maart;163
1129;Natuurlijk persoon zonder eenmanszaak;2003 1e kwartaal;501
1130;Natuurlijk persoon zonder eenmanszaak;2003 april;157
1131;Natuurlijk persoon zonder eenmanszaak;2003 mei;188
1132;Natuurlijk persoon zonder eenmanszaak;2003 juni;216
1133;Natuurlijk persoon zonder eenmanszaak;2003 2e kwartaal;561
1134;Natuurlijk persoon zonder eenmanszaak;2003 juli;164
1135;Natuurlijk persoon zonder eenmanszaak;2003 augustus;177
1136;Natuurlijk persoon zonder eenmanszaak;2003 september;257
1137;Natuurlijk persoon zonder eenmanszaak;2003 3e kwartaal;598
1138;Natuurlijk persoon zonder eenmanszaak;2003 oktober;222
1139;Natuurlijk persoon zonder eenmanszaak;2003 november;274
1140;Natuurlijk persoon zonder eenmanszaak;2003 december;206
1141;Natuurlijk persoon zonder eenmanszaak;2003 4e kwartaal;702
1142;Natuurlijk persoon zonder eenmanszaak;2003;2362
1143;Natuurlijk persoon zonder eenmanszaak;2004 januari;197
1144;Natuurlijk persoon zonder eenmanszaak;2004 februari;227
1145;Natuurlijk persoon zonder eenmanszaak;2004 maart;194
1146;Natuurlijk persoon zonder eenmanszaak;2004 1e kwartaal;618
1147;Natuurlijk persoon zonder eenmanszaak;2004 april;277
1148;Natuurlijk persoon zonder eenmanszaak;2004 mei;273
1149;Natuurlijk persoon zonder eenmanszaak;2004 juni;199
1150;Natuurlijk persoon zonder eenmanszaak;2004 2e kwartaal;749
1151;Natuurlijk persoon zonder eenmanszaak;2004 juli;209
1152;Natuurlijk persoon zonder eenmanszaak;2004 augustus;192
1153;Natuurlijk persoon zonder eenmanszaak;2004 september;244
1154;Natuurlijk persoon zonder eenmanszaak;2004 3e kwartaal;645
1155;Natuurlijk persoon zonder eenmanszaak;2004 oktober;232
1156;Natuurlijk persoon zonder eenmanszaak;2004 november;241
1157;Natuurlijk persoon zonder eenmanszaak;2004 december;216
1158;Natuurlijk persoon zonder eenmanszaak;2004 4e kwartaal;689
1159;Natuurlijk persoon zonder eenmanszaak;2004;2701
1160;Natuurlijk persoon zonder eenmanszaak;2005 januari;279
1161;Natuurlijk persoon zonder eenmanszaak;2005 februari;263
1162;Natuurlijk persoon zonder eenmanszaak;2005 maart;286
1163;Natuurlijk persoon zonder eenmanszaak;2005 1e kwartaal;828
1164;Natuurlijk persoon zonder eenmanszaak;2005 april;290
1165;Natuurlijk persoon zonder eenmanszaak;2005 mei;315
1166;Natuurlijk persoon zonder eenmanszaak;2005 juni;279
1167;Natuurlijk persoon zonder eenmanszaak;2005 2e kwartaal;884
1168;Natuurlijk persoon zonder eenmanszaak;2005 juli;300
1169;Natuurlijk persoon zonder eenmanszaak;2005 augustus;220
1170;Natuurlijk persoon zonder eenmanszaak;2005 september;244
1171;Natuurlijk persoon zonder eenmanszaak;2005 3e kwartaal;764
1172;Natuurlijk persoon zonder eenmanszaak;2005 oktober;302
1173;Natuurlijk persoon zonder eenmanszaak;2005 november;271
1174;Natuurlijk persoon zonder eenmanszaak;2005 december;253
1175;Natuurlijk persoon zonder eenmanszaak;2005 4e kwartaal;826
1176;Natuurlijk persoon zonder eenmanszaak;2005;3302
1177;Natuurlijk persoon zonder eenmanszaak;2006 januari;262
1178;Natuurlijk persoon zonder eenmanszaak;2006 februari;267
1179;Natuurlijk persoon zonder eenmanszaak;2006 maart;339
1180;Natuurlijk persoon zonder eenmanszaak;2006 1e kwartaal;868
1181;Natuurlijk persoon zonder eenmanszaak;2006 april;268
1182;Natuurlijk persoon zonder eenmanszaak;2006 mei;300
1183;Natuurlijk persoon zonder eenmanszaak;2006 juni;247
1184;Natuurlijk persoon zonder eenmanszaak;2006 2e kwartaal;815
1185;Natuurlijk persoon zonder eenmanszaak;2006 juli;295
1186;Natuurlijk persoon zonder eenmanszaak;2006 augustus;193
1187;Natuurlijk persoon zonder eenmanszaak;2006 september;289
1188;Natuurlijk persoon zonder eenmanszaak;2006 3e kwartaal;777
1189;Natuurlijk persoon zonder eenmanszaak;2006 oktober;270
1190;Natuurlijk persoon zonder eenmanszaak;2006 november;241
1191;Natuurlijk persoon zonder eenmanszaak;2006 december;267
1192;Natuurlijk persoon zonder eenmanszaak;2006 4e kwartaal;778
1193;Natuurlijk persoon zonder eenmanszaak;2006;3238
1194;Natuurlijk persoon zonder eenmanszaak;2007 januari;314
1195;Natuurlijk persoon zonder eenmanszaak;2007 februari;317
1196;Natuurlijk persoon zonder eenmanszaak;2007 maart;340
1197;Natuurlijk persoon zonder eenmanszaak;2007 1e kwartaal;971
1198;Natuurlijk persoon zonder eenmanszaak;2007 april;320
1199;Natuurlijk persoon zonder eenmanszaak;2007 mei;263
1200;Natuurlijk persoon zonder eenmanszaak;2007 juni;289
1201;Natuurlijk persoon zonder eenmanszaak;2007 2e kwartaal;872
1202;Natuurlijk persoon zonder eenmanszaak;2007 juli;308
1203;Natuurlijk persoon zonder eenmanszaak;2007 augustus;226
1204;Natuurlijk persoon zonder eenmanszaak;2007 september;251
1205;Natuurlijk persoon zonder eenmanszaak;2007 3e kwartaal;785
1206;Natuurlijk persoon zonder eenmanszaak;2007 oktober;291
1207;Natuurlijk persoon zonder eenmanszaak;2007 november;249
1208;Natuurlijk persoon zonder eenmanszaak;2007 december;182
1209;Natuurlijk persoon zonder eenmanszaak;2007 4e kwartaal;722
1210;Natuurlijk persoon zonder eenmanszaak;2007;3350
1211;Natuurlijk persoon zonder eenmanszaak;2008 januari;327
1212;Natuurlijk persoon zonder eenmanszaak;2008 februari;172
1213;Natuurlijk persoon zonder eenmanszaak;2008 maart;155
1214;Natuurlijk persoon zonder eenmanszaak;2008 1e kwartaal;654
1215;Natuurlijk persoon zonder eenmanszaak;2008 april;172
1216;Natuurlijk persoon zonder eenmanszaak;2008 mei;159
1217;Natuurlijk persoon zonder eenmanszaak;2008 juni;185
1218;Natuurlijk persoon zonder eenmanszaak;2008 2e kwartaal;516
1219;Natuurlijk persoon zonder eenmanszaak;2008 juli;177
1220;Natuurlijk persoon zonder eenmanszaak;2008 augustus;172
1221;Natuurlijk persoon zonder eenmanszaak;2008 september;158
1222;Natuurlijk persoon zonder eenmanszaak;2008 3e kwartaal;507
1223;Natuurlijk persoon zonder eenmanszaak;2008 oktober;148
1224;Natuurlijk persoon zonder eenmanszaak;2008 november;209
1225;Natuurlijk persoon zonder eenmanszaak;2008 december;176
1226;Natuurlijk persoon zonder eenmanszaak;2008 4e kwartaal;533
1227;Natuurlijk persoon zonder eenmanszaak;2008;2210
1228;Natuurlijk persoon zonder eenmanszaak;2009 januari;233
1229;Natuurlijk persoon zonder eenmanszaak;2009 februari;178
1230;Natuurlijk persoon zonder eenmanszaak;2009 maart;248
1231;Natuurlijk persoon zonder eenmanszaak;2009 1e kwartaal;659
1232;Natuurlijk persoon zonder eenmanszaak;2009 april;247
1233;Natuurlijk persoon zonder eenmanszaak;2009 mei;191
1234;Natuurlijk persoon zonder eenmanszaak;2009 juni;208
1235;Natuurlijk persoon zonder eenmanszaak;2009 2e kwartaal;646
1236;Natuurlijk persoon zonder eenmanszaak;2009 juli;187
1237;Natuurlijk persoon zonder eenmanszaak;2009 augustus;199
1238;Natuurlijk persoon zonder eenmanszaak;2009 september;174
1239;Natuurlijk persoon zonder eenmanszaak;2009 3e kwartaal;560
1240;Natuurlijk persoon zonder eenmanszaak;2009 oktober;221
1241;Natuurlijk persoon zonder eenmanszaak;2009 november;212
1242;Natuurlijk persoon zonder eenmanszaak;2009 december;186
1243;Natuurlijk persoon zonder eenmanszaak;2009 4e kwartaal;619
1244;Natuurlijk persoon zonder eenmanszaak;2009;2484
1245;Natuurlijk persoon zonder eenmanszaak;2010 januari;215
1246;Natuurlijk persoon zonder eenmanszaak;2010 februari;193
1247;Natuurlijk persoon zonder eenmanszaak;2010 maart;219
1248;Natuurlijk persoon zonder eenmanszaak;2010 1e kwartaal;627
1249;Natuurlijk persoon zonder eenmanszaak;2010 april;222
1250;Natuurlijk persoon zonder eenmanszaak;2010 mei;148
1251;Natuurlijk persoon zonder eenmanszaak;2010 juni;209
1252;Natuurlijk persoon zonder eenmanszaak;2010 2e kwartaal;579
1253;Natuurlijk persoon zonder eenmanszaak;2010 juli;193
1254;Natuurlijk persoon zonder eenmanszaak;2010 augustus;189
1255;Natuurlijk persoon zonder eenmanszaak;2010 september;196
1256;Natuurlijk persoon zonder eenmanszaak;2010 3e kwartaal;578
1257;Natuurlijk persoon zonder eenmanszaak;2010 oktober;191
1258;Natuurlijk persoon zonder eenmanszaak;2010 november;204
1259;Natuurlijk persoon zonder eenmanszaak;2010 december;165
1260;Natuurlijk persoon zonder eenmanszaak;2010 4e kwartaal;560
1261;Natuurlijk persoon zonder eenmanszaak;2010;2344
1262;Natuurlijk persoon zonder eenmanszaak;2011 januari;191
1263;Natuurlijk persoon zonder eenmanszaak;2011 februari;232
1264;Natuurlijk persoon zonder eenmanszaak;2011 maart;229
1265;Natuurlijk persoon zonder eenmanszaak;2011 1e kwartaal;652
1266;Natuurlijk persoon zonder eenmanszaak;2011 april;220
1267;Natuurlijk persoon zonder eenmanszaak;2011 mei;233
1268;Natuurlijk persoon zonder eenmanszaak;2011 juni;201
1269;Natuurlijk persoon zonder eenmanszaak;2011 2e kwartaal;654
1270;Natuurlijk persoon zonder eenmanszaak;2011 juli;212
1271;Natuurlijk persoon zonder eenmanszaak;2011 augustus;192
1272;Natuurlijk persoon zonder eenmanszaak;2011 september;219
1273;Natuurlijk persoon zonder eenmanszaak;2011 3e kwartaal;623
1274;Natuurlijk persoon zonder eenmanszaak;2011 oktober;233
1275;Natuurlijk persoon zonder eenmanszaak;2011 november;278
1276;Natuurlijk persoon zonder eenmanszaak;2011 december;208
1277;Natuurlijk persoon zonder eenmanszaak;2011 4e kwartaal;719
1278;Natuurlijk persoon zonder eenmanszaak;2011;2648
1279;Natuurlijk persoon zonder eenmanszaak;2012 januari;222
1280;Natuurlijk persoon zonder eenmanszaak;2012 februari;290
1281;Natuurlijk persoon zonder eenmanszaak;2012 maart;255
1282;Natuurlijk persoon zonder eenmanszaak;2012 1e kwartaal;767
1283;Natuurlijk persoon zonder eenmanszaak;2012 april;215
1284;Natuurlijk persoon zonder eenmanszaak;2012 mei;232
1285;Natuurlijk persoon zonder eenmanszaak;2012 juni;239
1286;Natuurlijk persoon zonder eenmanszaak;2012 2e kwartaal;686
1287;Natuurlijk persoon zonder eenmanszaak;2012 juli;246
1288;Natuurlijk persoon zonder eenmanszaak;2012 augustus;244
1289;Natuurlijk persoon zonder eenmanszaak;2012 september;261
1290;Natuurlijk persoon zonder eenmanszaak;2012 3e kwartaal;751
1291;Natuurlijk persoon zonder eenmanszaak;2012 oktober;237
1292;Natuurlijk persoon zonder eenmanszaak;2012 november;285
1293;Natuurlijk persoon zonder eenmanszaak;2012 december;276
1294;Natuurlijk persoon zonder eenmanszaak;2012 4e kwartaal;798
