ID;UitgaveVoorAanschafEnBezit;Perioden;Prijsindex_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3
667;Doorlopende kosten: groot onderhoud;2023 3e kwartaal;121.3;0.8;10.0
668;Doorlopende kosten: groot onderhoud;2023 4e kwartaal;121.8;0.4;8.9
669;Doorlopende kosten: groot onderhoud;2023;120.6;9.9;9.9
670;Doorlopende kosten: groot onderhoud;2024 1e kwartaal;125.4;3.0;5.4
671;Doorlopende kosten: groot onderhoud;2024 2e kwartaal;125.8;0.3;4.6
672;Doorlopende kosten: groot onderhoud;2024 3e kwartaal;127.7;1.5;5.3
673;Doorlopende kosten: groot onderhoud;2024 4e kwartaal;129.0;1.0;5.9
674;Doorlopende kosten: groot onderhoud;2024;127.0;5.3;5.3
675;Doorlopende kosten: opstalverzekeringen;2010 1e kwartaal;77.8;;
676;Doorlopende kosten: opstalverzekeringen;2010 2e kwartaal;75.5;-3.0;
677;Doorlopende kosten: opstalverzekeringen;2010 3e kwartaal;74.2;-1.7;
678;Doorlopende kosten: opstalverzekeringen;2010 4e kwartaal;76.7;3.4;
679;Doorlopende kosten: opstalverzekeringen;2010;76.1;;
680;Doorlopende kosten: opstalverzekeringen;2011 1e kwartaal;77.9;1.5;0.0
681;Doorlopende kosten: opstalverzekeringen;2011 2e kwartaal;77.6;-0.3;2.8
682;Doorlopende kosten: opstalverzekeringen;2011 3e kwartaal;77.3;-0.3;4.2
683;Doorlopende kosten: opstalverzekeringen;2011 4e kwartaal;77.0;-0.4;0.4
684;Doorlopende kosten: opstalverzekeringen;2011;77.5;1.8;1.8
685;Doorlopende kosten: opstalverzekeringen;2012 1e kwartaal;78.3;1.7;0.6
686;Doorlopende kosten: opstalverzekeringen;2012 2e kwartaal;78.3;0.0;1.0
687;Doorlopende kosten: opstalverzekeringen;2012 3e kwartaal;77.3;-1.4;-0.1
688;Doorlopende kosten: opstalverzekeringen;2012 4e kwartaal;76.4;-1.1;-0.8
689;Doorlopende kosten: opstalverzekeringen;2012;77.6;0.2;0.2
690;Doorlopende kosten: opstalverzekeringen;2013 1e kwartaal;77.6;1.6;-0.9
691;Doorlopende kosten: opstalverzekeringen;2013 2e kwartaal;78.0;0.5;-0.5
692;Doorlopende kosten: opstalverzekeringen;2013 3e kwartaal;78.4;0.6;1.5
693;Doorlopende kosten: opstalverzekeringen;2013 4e kwartaal;77.5;-1.2;1.4
694;Doorlopende kosten: opstalverzekeringen;2013;77.9;0.4;0.4
695;Doorlopende kosten: opstalverzekeringen;2014 1e kwartaal;80.1;3.4;3.2
696;Doorlopende kosten: opstalverzekeringen;2014 2e kwartaal;78.9;-1.6;1.2
697;Doorlopende kosten: opstalverzekeringen;2014 3e kwartaal;78.7;-0.2;0.4
698;Doorlopende kosten: opstalverzekeringen;2014 4e kwartaal;79.1;0.5;2.1
699;Doorlopende kosten: opstalverzekeringen;2014;79.2;1.7;1.7
700;Doorlopende kosten: opstalverzekeringen;2015 1e kwartaal;80.7;2.0;0.7
701;Doorlopende kosten: opstalverzekeringen;2015 2e kwartaal;81.2;0.6;2.9
702;Doorlopende kosten: opstalverzekeringen;2015 3e kwartaal;81.8;0.8;3.9
703;Doorlopende kosten: opstalverzekeringen;2015 4e kwartaal;82.8;1.1;4.6
704;Doorlopende kosten: opstalverzekeringen;2015;81.6;3.1;3.1
705;Doorlopende kosten: opstalverzekeringen;2016 1e kwartaal;83.6;1.0;3.6
706;Doorlopende kosten: opstalverzekeringen;2016 2e kwartaal;84.1;0.7;3.6
707;Doorlopende kosten: opstalverzekeringen;2016 3e kwartaal;83.5;-0.8;2.0
708;Doorlopende kosten: opstalverzekeringen;2016 4e kwartaal;83.7;0.2;1.1
709;Doorlopende kosten: opstalverzekeringen;2016;83.7;2.6;2.6
710;Doorlopende kosten: opstalverzekeringen;2017 1e kwartaal;85.3;2.0;2.1
711;Doorlopende kosten: opstalverzekeringen;2017 2e kwartaal;87.7;2.8;4.2
712;Doorlopende kosten: opstalverzekeringen;2017 3e kwartaal;87.4;-0.3;4.7
713;Doorlopende kosten: opstalverzekeringen;2017 4e kwartaal;89.7;2.7;7.2
714;Doorlopende kosten: opstalverzekeringen;2017;87.5;4.5;4.5
715;Doorlopende kosten: opstalverzekeringen;2018 1e kwartaal;88.2;-1.7;3.4
716;Doorlopende kosten: opstalverzekeringen;2018 2e kwartaal;91.4;3.6;4.2
717;Doorlopende kosten: opstalverzekeringen;2018 3e kwartaal;92.0;0.7;5.2
718;Doorlopende kosten: opstalverzekeringen;2018 4e kwartaal;94.6;2.9;5.4
719;Doorlopende kosten: opstalverzekeringen;2018;91.6;4.6;4.6
720;Doorlopende kosten: opstalverzekeringen;2019 1e kwartaal;97.5;3.1;10.5
721;Doorlopende kosten: opstalverzekeringen;2019 2e kwartaal;99.5;2.0;8.9
722;Doorlopende kosten: opstalverzekeringen;2019 3e kwartaal;97.7;-1.8;6.2
723;Doorlopende kosten: opstalverzekeringen;2019 4e kwartaal;98.2;0.5;3.8
724;Doorlopende kosten: opstalverzekeringen;2019;98.2;7.3;7.3
725;Doorlopende kosten: opstalverzekeringen;2020 1e kwartaal;98.9;0.7;1.5
726;Doorlopende kosten: opstalverzekeringen;2020 2e kwartaal;99.7;0.8;0.3
727;Doorlopende kosten: opstalverzekeringen;2020 3e kwartaal;100.4;0.6;2.8
728;Doorlopende kosten: opstalverzekeringen;2020 4e kwartaal;100.9;0.6;2.8
729;Doorlopende kosten: opstalverzekeringen;2020;100.0;1.8;1.8
730;Doorlopende kosten: opstalverzekeringen;2021 1e kwartaal;101.4;0.5;2.6
731;Doorlopende kosten: opstalverzekeringen;2021 2e kwartaal;101.8;0.4;2.1
732;Doorlopende kosten: opstalverzekeringen;2021 3e kwartaal;102.0;0.2;1.6
733;Doorlopende kosten: opstalverzekeringen;2021 4e kwartaal;101.9;-0.1;1.0
734;Doorlopende kosten: opstalverzekeringen;2021;101.8;1.8;1.8
735;Doorlopende kosten: opstalverzekeringen;2022 1e kwartaal;101.9;0.0;0.5
736;Doorlopende kosten: opstalverzekeringen;2022 2e kwartaal;102.7;0.7;0.9
737;Doorlopende kosten: opstalverzekeringen;2022 3e kwartaal;103.8;1.1;1.8
738;Doorlopende kosten: opstalverzekeringen;2022 4e kwartaal;105.0;1.1;3.0
739;Doorlopende kosten: opstalverzekeringen;2022;103.4;1.5;1.5
740;Doorlopende kosten: opstalverzekeringen;2023 1e kwartaal;106.4;1.3;4.4
741;Doorlopende kosten: opstalverzekeringen;2023 2e kwartaal;110.9;4.2;7.9
742;Doorlopende kosten: opstalverzekeringen;2023 3e kwartaal;112.4;1.4;8.3
743;Doorlopende kosten: opstalverzekeringen;2023 4e kwartaal;114.4;1.7;8.9
744;Doorlopende kosten: opstalverzekeringen;2023;111.0;7.4;7.4
745;Doorlopende kosten: opstalverzekeringen;2024 1e kwartaal;117.0;2.2;9.9
746;Doorlopende kosten: opstalverzekeringen;2024 2e kwartaal;120.3;2.9;8.5
747;Doorlopende kosten: opstalverzekeringen;2024 3e kwartaal;124.1;3.1;10.4
748;Doorlopende kosten: opstalverzekeringen;2024 4e kwartaal;126.9;2.2;10.9
749;Doorlopende kosten: opstalverzekeringen;2024;122.1;10.0;10.0
