ID;Regions;Periods;TotalPronouncedBankruptcies_1;BankruptciesOfLegalPersons_2;TotalNaturalPersons_3;WithoutSingleOwnerCompany_4;WithSingleOwnerCompany_5
4963;Province of Zuid-Holland;2008 March;90.0;57.0;33.0;20.0;13.0
4964;Province of Zuid-Holland;2008 1st quarter;373.0;172.0;201.0;155.0;46.0
4965;Province of Zuid-Holland;2008 April;108.0;51.0;57.0;41.0;16.0
4966;Province of Zuid-Holland;2008 May;88.0;49.0;39.0;25.0;14.0
4967;Province of Zuid-Holland;2008 June;100.0;55.0;45.0;30.0;15.0
4968;Province of Zuid-Holland;2008 2nd quarter;296.0;155.0;141.0;96.0;45.0
4969;Province of Zuid-Holland;2008 July;122.0;61.0;61.0;48.0;13.0
4970;Province of Zuid-Holland;2008 August;96.0;37.0;59.0;43.0;16.0
4971;Province of Zuid-Holland;2008 September;119.0;69.0;50.0;37.0;13.0
4972;Province of Zuid-Holland;2008 3rd quarter;337.0;167.0;170.0;128.0;42.0
4973;Province of Zuid-Holland;2008 October;92.0;55.0;37.0;22.0;15.0
4974;Province of Zuid-Holland;2008 November;139.0;102.0;37.0;22.0;15.0
4975;Province of Zuid-Holland;2008 December;104.0;70.0;34.0;27.0;7.0
4976;Province of Zuid-Holland;2008 4th quarter;335.0;227.0;108.0;71.0;37.0
4977;Province of Zuid-Holland;2008;1341.0;721.0;620.0;450.0;170.0
4978;Province of Zuid-Holland;2009 January;143.0;82.0;61.0;48.0;13.0
4979;Province of Zuid-Holland;2009 February;130.0;88.0;42.0;25.0;17.0
4980;Province of Zuid-Holland;2009 March;194.0;128.0;66.0;45.0;21.0
4981;Province of Zuid-Holland;2009 1st quarter;467.0;298.0;169.0;118.0;51.0
4982;Province of Zuid-Holland;2009 April;165.0;108.0;57.0;42.0;15.0
4983;Province of Zuid-Holland;2009 May;160.0;110.0;50.0;31.0;19.0
4984;Province of Zuid-Holland;2009 June;205.0;140.0;65.0;45.0;20.0
4985;Province of Zuid-Holland;2009 2nd quarter;530.0;358.0;172.0;118.0;54.0
4986;Province of Zuid-Holland;2009 July;148.0;104.0;44.0;29.0;15.0
4987;Province of Zuid-Holland;2009 August;142.0;101.0;41.0;25.0;16.0
4988;Province of Zuid-Holland;2009 September;171.0;122.0;49.0;31.0;18.0
4989;Province of Zuid-Holland;2009 3rd quarter;461.0;327.0;134.0;85.0;49.0
4990;Province of Zuid-Holland;2009 October;188.0;117.0;71.0;55.0;16.0
4991;Province of Zuid-Holland;2009 November;145.0;112.0;33.0;23.0;10.0
4992;Province of Zuid-Holland;2009 December;196.0;147.0;49.0;28.0;21.0
4993;Province of Zuid-Holland;2009 4th quarter;529.0;376.0;153.0;106.0;47.0
4994;Province of Zuid-Holland;2009;1987.0;1359.0;628.0;427.0;201.0
4995;Province of Zuid-Holland;2010 January;161.0;94.0;67.0;43.0;24.0
4996;Province of Zuid-Holland;2010 February;178.0;120.0;58.0;39.0;19.0
4997;Province of Zuid-Holland;2010 March;220.0;148.0;72.0;51.0;21.0
4998;Province of Zuid-Holland;2010 1st quarter;559.0;362.0;197.0;133.0;64.0
4999;Province of Zuid-Holland;2010 April;156.0;109.0;47.0;32.0;15.0
5000;Province of Zuid-Holland;2010 May;132.0;90.0;42.0;29.0;13.0
5001;Province of Zuid-Holland;2010 June;196.0;145.0;51.0;37.0;14.0
5002;Province of Zuid-Holland;2010 2nd quarter;484.0;344.0;140.0;98.0;42.0
5003;Province of Zuid-Holland;2010 July;139.0;100.0;39.0;30.0;9.0
5004;Province of Zuid-Holland;2010 August;164.0;109.0;55.0;34.0;21.0
5005;Province of Zuid-Holland;2010 September;130.0;82.0;48.0;36.0;12.0
5006;Province of Zuid-Holland;2010 3rd quarter;433.0;291.0;142.0;100.0;42.0
5007;Province of Zuid-Holland;2010 October;148.0;106.0;42.0;33.0;9.0
5008;Province of Zuid-Holland;2010 November;188.0;131.0;57.0;38.0;19.0
5009;Province of Zuid-Holland;2010 December;118.0;91.0;27.0;17.0;10.0
5010;Province of Zuid-Holland;2010 4th quarter;454.0;328.0;126.0;88.0;38.0
5011;Province of Zuid-Holland;2010;1930.0;1325.0;605.0;419.0;186.0
5012;Province of Zuid-Holland;2011 January;140.0;86.0;54.0;39.0;15.0
5013;Province of Zuid-Holland;2011 February;180.0;137.0;43.0;33.0;10.0
5014;Province of Zuid-Holland;2011 March;167.0;120.0;47.0;27.0;20.0
5015;Province of Zuid-Holland;2011 1st quarter;487.0;343.0;144.0;99.0;45.0
5016;Province of Zuid-Holland;2011 April;122.0;84.0;38.0;27.0;11.0
5017;Province of Zuid-Holland;2011 May;197.0;129.0;68.0;53.0;15.0
5018;Province of Zuid-Holland;2011 June;134.0;103.0;31.0;22.0;9.0
5019;Province of Zuid-Holland;2011 2nd quarter;453.0;316.0;137.0;102.0;35.0
5020;Province of Zuid-Holland;2011 July;159.0;115.0;44.0;34.0;10.0
5021;Province of Zuid-Holland;2011 August;146.0;107.0;39.0;24.0;15.0
5022;Province of Zuid-Holland;2011 September;177.0;121.0;56.0;35.0;21.0
5023;Province of Zuid-Holland;2011 3rd Quarter;482.0;343.0;139.0;93.0;46.0
5024;Province of Zuid-Holland;2011 October;146.0;94.0;52.0;40.0;12.0
5025;Province of Zuid-Holland;2011 November;183.0;123.0;60.0;46.0;14.0
5026;Province of Zuid-Holland;2011 December;124.0;86.0;38.0;20.0;18.0
5027;Province of Zuid-Holland;2011 4th Quarter;453.0;303.0;150.0;106.0;44.0
5028;Province of Zuid-Holland;2011;1875.0;1305.0;570.0;400.0;170.0
5029;Province of Zuid-Holland;2012 January;184.0;139.0;45.0;30.0;15.0
5030;Province of Zuid-Holland;2012 February;163.0;108.0;55.0;37.0;18.0
5031;Province of Zuid-Holland;2012 March;184.0;127.0;57.0;36.0;21.0
5032;Province of Zuid-Holland;2012 1st Quarter;531.0;374.0;157.0;103.0;54.0
5033;Province of Zuid-Holland;2012 April;130.0;94.0;36.0;17.0;19.0
5034;Province of Zuid-Holland;2012 May;187.0;128.0;59.0;48.0;11.0
5035;Province of Zuid-Holland;2012 June;154.0;114.0;40.0;24.0;16.0
5036;Province of Zuid-Holland;2012 2nd Quarter;471.0;336.0;135.0;89.0;46.0
5037;Province of Zuid-Holland;2012 July;184.0;117.0;67.0;41.0;26.0
5038;Province of Zuid-Holland;2012 August;127.0;83.0;44.0;28.0;16.0
5039;Province of Zuid-Holland;2012 September;160.0;98.0;62.0;30.0;32.0
5040;Province of Zuid-Holland;2012 3rd Quarter;471.0;298.0;173.0;99.0;74.0
5041;Province of Zuid-Holland;2012 October;187.0;126.0;61.0;32.0;29.0
5042;Province of Zuid-Holland;2012 November;144.0;100.0;44.0;27.0;17.0
5043;Province of Zuid-Holland;2012 December;177.0;134.0;39.0;22.0;17.0
5044;Province of Zuid-Holland;2012 4th Quarter;508.0;360.0;148.0;81.0;67.0
5045;Province of Zuid-Holland;2012;1981.0;1368.0;613.0;372.0;241.0
5046;Province of Zuid-Holland;2013 January;197.0;129.0;68.0;48.0;20.0
5047;Province of Zuid-Holland;2013 February;177.0;128.0;49.0;30.0;19.0
5048;Province of Zuid-Holland;2013 March;171.0;126.0;45.0;35.0;10.0
5049;Province of Zuid-Holland;2013 1st Quarter;545.0;383.0;162.0;113.0;49.0
5050;Province of Zuid-Holland;2013 April;180.0;120.0;60.0;41.0;19.0
5051;Province of Zuid-Holland;2013 May;218.0;156.0;62.0;44.0;18.0
5052;Province of Zuid-Holland;2013 June;173.0;124.0;49.0;35.0;14.0
5053;Province of Zuid-Holland;2013 2nd Quarter;571.0;400.0;171.0;120.0;51.0
5054;Province of Zuid-Holland;2013 July;216.0;166.0;50.0;31.0;19.0
5055;Province of Zuid-Holland;2013 August;187.0;141.0;46.0;27.0;19.0
5056;Province of Zuid-Holland;2013 September;170.0;124.0;46.0;29.0;17.0
5057;Province of Zuid-Holland;2013 3rd Quarter;573.0;431.0;142.0;87.0;55.0
5058;Province of Zuid-Holland;2013 October;198.0;131.0;67.0;44.0;23.0
5059;Province of Zuid-Holland;2013 November;133.0;91.0;42.0;27.0;15.0
5060;Province of Zuid-Holland;2013 December;178.0;119.0;59.0;45.0;14.0
5061;Province of Zuid-Holland;2013 4th Quarter;509.0;341.0;168.0;116.0;52.0
5062;Province of Zuid-Holland;2013;2198.0;1555.0;643.0;436.0;207.0
5063;Province of Zuid-Holland;2014 January;163.0;98.0;65.0;46.0;19.0
5064;Province of Zuid-Holland;2014 February;163.0;108.0;55.0;38.0;17.0
5065;Province of Zuid-Holland;2014 March;165.0;111.0;54.0;41.0;13.0
5066;Province of Zuid-Holland;2014 1st Quarter;491.0;317.0;174.0;125.0;49.0
5067;Province of Zuid-Holland;2014 April;187.0;138.0;49.0;31.0;18.0
5068;Province of Zeeland;1993 January;1.0;;1.0;1.0;
5069;Province of Zeeland;1993 February;5.0;1.0;4.0;1.0;3.0
5070;Province of Zeeland;1993 March;5.0;4.0;1.0;;1.0
5071;Province of Zeeland;1993 1st quarter;11.0;5.0;6.0;2.0;4.0
5072;Province of Zeeland;1993 April;8.0;2.0;6.0;1.0;5.0
5073;Province of Zeeland;1993 May;4.0;3.0;1.0;1.0;
5074;Province of Zeeland;1993 June;17.0;8.0;9.0;2.0;7.0
5075;Province of Zeeland;1993 2nd quarter;29.0;13.0;16.0;4.0;12.0
5076;Province of Zeeland;1993 July;11.0;7.0;4.0;1.0;3.0
5077;Province of Zeeland;1993 August;11.0;7.0;4.0;;4.0
5078;Province of Zeeland;1993 September;19.0;7.0;12.0;5.0;7.0
5079;Province of Zeeland;1993 3rd quarter;41.0;21.0;20.0;6.0;14.0
5080;Province of Zeeland;1993 October;11.0;2.0;9.0;2.0;7.0
5081;Province of Zeeland;1993 November;10.0;3.0;7.0;3.0;4.0
5082;Province of Zeeland;1993 December;6.0;2.0;4.0;1.0;3.0
5083;Province of Zeeland;1993 4th quarter;27.0;7.0;20.0;6.0;14.0
5084;Province of Zeeland;1993;108.0;46.0;62.0;18.0;44.0
5085;Province of Zeeland;1994 January;14.0;4.0;10.0;6.0;4.0
5086;Province of Zeeland;1994 February;8.0;3.0;5.0;1.0;4.0
5087;Province of Zeeland;1994 March;13.0;6.0;7.0;6.0;1.0
5088;Province of Zeeland;1994 1st quarter;35.0;13.0;22.0;13.0;9.0
5089;Province of Zeeland;1994 April;18.0;6.0;12.0;4.0;8.0
5090;Province of Zeeland;1994 May;10.0;4.0;6.0;4.0;2.0
5091;Province of Zeeland;1994 June;7.0;3.0;4.0;1.0;3.0
5092;Province of Zeeland;1994 2nd quarter;35.0;13.0;22.0;9.0;13.0
5093;Province of Zeeland;1994 July;5.0;3.0;2.0;;2.0
5094;Province of Zeeland;1994 August;10.0;3.0;7.0;3.0;4.0
5095;Province of Zeeland;1994 September;8.0;3.0;5.0;4.0;1.0
5096;Province of Zeeland;1994 3rd quarter;23.0;9.0;14.0;7.0;7.0
5097;Province of Zeeland;1994 October;11.0;7.0;4.0;2.0;2.0
5098;Province of Zeeland;1994 November;6.0;2.0;4.0;2.0;2.0
5099;Province of Zeeland;1994 December;6.0;1.0;5.0;2.0;3.0
5100;Province of Zeeland;1994 4th quarter;23.0;10.0;13.0;6.0;7.0
5101;Province of Zeeland;1994;116.0;45.0;71.0;35.0;36.0
5102;Province of Zeeland;1995 January;9.0;3.0;6.0;3.0;3.0
5103;Province of Zeeland;1995 February;7.0;2.0;5.0;1.0;4.0
5104;Province of Zeeland;1995 March;8.0;3.0;5.0;2.0;3.0
5105;Province of Zeeland;1995 1st quarter;24.0;8.0;16.0;6.0;10.0
5106;Province of Zeeland;1995 April;7.0;3.0;4.0;2.0;2.0
5107;Province of Zeeland;1995 May;10.0;1.0;9.0;5.0;4.0
5108;Province of Zeeland;1995 June;6.0;3.0;3.0;2.0;1.0
5109;Province of Zeeland;1995 2nd quarter;23.0;7.0;16.0;9.0;7.0
5110;Province of Zeeland;1995 July;11.0;4.0;7.0;5.0;2.0
5111;Province of Zeeland;1995 August;5.0;3.0;2.0;;2.0
5112;Province of Zeeland;1995 September;4.0;3.0;1.0;;1.0
5113;Province of Zeeland;1995 3rd quarter;20.0;10.0;10.0;5.0;5.0
5114;Province of Zeeland;1995 October;8.0;3.0;5.0;2.0;3.0
5115;Province of Zeeland;1995 November;12.0;9.0;3.0;2.0;1.0
5116;Province of Zeeland;1995 December;5.0;1.0;4.0;2.0;2.0
5117;Province of Zeeland;1995 4th quarter;25.0;13.0;12.0;6.0;6.0
5118;Province of Zeeland;1995;92.0;38.0;54.0;26.0;28.0
5119;Province of Zeeland;1996 January;15.0;2.0;13.0;7.0;6.0
5120;Province of Zeeland;1996 February;13.0;8.0;5.0;;5.0
5121;Province of Zeeland;1996 March;7.0;3.0;4.0;3.0;1.0
5122;Province of Zeeland;1996 1st quarter;35.0;13.0;22.0;10.0;12.0
5123;Province of Zeeland;1996 April;9.0;3.0;6.0;1.0;5.0
5124;Province of Zeeland;1996 May;6.0;4.0;2.0;2.0;
5125;Province of Zeeland;1996 June;16.0;7.0;9.0;6.0;3.0
5126;Province of Zeeland;1996 2nd quarter;31.0;14.0;17.0;9.0;8.0
5127;Province of Zeeland;1996 July;11.0;6.0;5.0;4.0;1.0
5128;Province of Zeeland;1996 August;12.0;4.0;8.0;8.0;
5129;Province of Zeeland;1996 September;10.0;4.0;6.0;4.0;2.0
5130;Province of Zeeland;1996 3rd quarter;33.0;14.0;19.0;16.0;3.0
5131;Province of Zeeland;1996 October;7.0;5.0;2.0;;2.0
5132;Province of Zeeland;1996 November;14.0;10.0;4.0;3.0;1.0
5133;Province of Zeeland;1996 December;6.0;1.0;5.0;1.0;4.0
5134;Province of Zeeland;1996 4th quarter;27.0;16.0;11.0;4.0;7.0
5135;Province of Zeeland;1996;126.0;57.0;69.0;39.0;30.0
5136;Province of Zeeland;1997 January;19.0;9.0;10.0;3.0;7.0
5137;Province of Zeeland;1997 February;12.0;4.0;8.0;6.0;2.0
5138;Province of Zeeland;1997 March;6.0;3.0;3.0;2.0;1.0
5139;Province of Zeeland;1997 1st quarter;37.0;16.0;21.0;11.0;10.0
5140;Province of Zeeland;1997 April;6.0;3.0;3.0;1.0;2.0
5141;Province of Zeeland;1997 May;13.0;7.0;6.0;1.0;5.0
5142;Province of Zeeland;1997 June;2.0;1.0;1.0;1.0;
5143;Province of Zeeland;1997 2nd quarter;21.0;11.0;10.0;3.0;7.0
5144;Province of Zeeland;1997 July;9.0;4.0;5.0;2.0;3.0
5145;Province of Zeeland;1997 August;4.0;2.0;2.0;1.0;1.0
5146;Province of Zeeland;1997 September;12.0;5.0;7.0;6.0;1.0
5147;Province of Zeeland;1997 3rd quarter;25.0;11.0;14.0;9.0;5.0
5148;Province of Zeeland;1997 October;8.0;4.0;4.0;3.0;1.0
5149;Province of Zeeland;1997 November;14.0;8.0;6.0;3.0;3.0
5150;Province of Zeeland;1997 December;7.0;4.0;3.0;;3.0
5151;Province of Zeeland;1997 4th quarter;29.0;16.0;13.0;6.0;7.0
5152;Province of Zeeland;1997;112.0;54.0;58.0;29.0;29.0
5153;Province of Zeeland;1998 January;3.0;1.0;2.0;2.0;
5154;Province of Zeeland;1998 February;9.0;6.0;3.0;1.0;2.0
5155;Province of Zeeland;1998 March;16.0;8.0;8.0;7.0;1.0
5156;Province of Zeeland;1998 1st quarter;28.0;15.0;13.0;10.0;3.0
5157;Province of Zeeland;1998 April;7.0;2.0;5.0;2.0;3.0
5158;Province of Zeeland;1998 May;8.0;3.0;5.0;2.0;3.0
5159;Province of Zeeland;1998 June;6.0;4.0;2.0;;2.0
5160;Province of Zeeland;1998 2nd quarter;21.0;9.0;12.0;4.0;8.0
5161;Province of Zeeland;1998 July;15.0;5.0;10.0;5.0;5.0
5162;Province of Zeeland;1998 August;8.0;3.0;5.0;4.0;1.0
5163;Province of Zeeland;1998 September;6.0;2.0;4.0;1.0;3.0
5164;Province of Zeeland;1998 3rd quarter;29.0;10.0;19.0;10.0;9.0
5165;Province of Zeeland;1998 October;6.0;2.0;4.0;;4.0
5166;Province of Zeeland;1998 November;4.0;;4.0;;4.0
5167;Province of Zeeland;1998 December;3.0;1.0;2.0;2.0;
5168;Province of Zeeland;1998 4th quarter;13.0;3.0;10.0;2.0;8.0
5169;Province of Zeeland;1998;91.0;37.0;54.0;26.0;28.0
5170;Province of Zeeland;1999 January;4.0;2.0;2.0;1.0;1.0
5171;Province of Zeeland;1999 February;;;;;
5172;Province of Zeeland;1999 March;7.0;3.0;4.0;1.0;3.0
5173;Province of Zeeland;1999 1st quarter;11.0;5.0;6.0;2.0;4.0
5174;Province of Zeeland;1999 April;5.0;3.0;2.0;1.0;1.0
5175;Province of Zeeland;1999 May;6.0;6.0;;;
5176;Province of Zeeland;1999 June;4.0;1.0;3.0;1.0;2.0
5177;Province of Zeeland;1999 2nd quarter;15.0;10.0;5.0;2.0;3.0
5178;Province of Zeeland;1999 July;3.0;2.0;1.0;;1.0
5179;Province of Zeeland;1999 August;6.0;4.0;2.0;;2.0
5180;Province of Zeeland;1999 September;5.0;4.0;1.0;;1.0
5181;Province of Zeeland;1999 3rd quarter;14.0;10.0;4.0;0.0;4.0
5182;Province of Zeeland;1999 October;3.0;1.0;2.0;1.0;1.0
5183;Province of Zeeland;1999 November;8.0;4.0;4.0;1.0;3.0
5184;Province of Zeeland;1999 December;9.0;4.0;5.0;1.0;4.0
5185;Province of Zeeland;1999 4th quarter;20.0;9.0;11.0;3.0;8.0
5186;Province of Zeeland;1999;60.0;34.0;26.0;7.0;19.0
5187;Province of Zeeland;2000 January;4.0;3.0;1.0;;1.0
5188;Province of Zeeland;2000 February;7.0;2.0;5.0;4.0;1.0
5189;Province of Zeeland;2000 March;6.0;2.0;4.0;2.0;2.0
5190;Province of Zeeland;2000 1st quarter;17.0;7.0;10.0;6.0;4.0
5191;Province of Zeeland;2000 April;6.0;3.0;3.0;;3.0
5192;Province of Zeeland;2000 May;7.0;3.0;4.0;3.0;1.0
5193;Province of Zeeland;2000 June;6.0;2.0;4.0;2.0;2.0
5194;Province of Zeeland;2000 2nd quarter;19.0;8.0;11.0;5.0;6.0
5195;Province of Zeeland;2000 July;13.0;4.0;9.0;7.0;2.0
5196;Province of Zeeland;2000 August;13.0;3.0;10.0;4.0;6.0
5197;Province of Zeeland;2000 September;8.0;3.0;5.0;3.0;2.0
5198;Province of Zeeland;2000 3rd quarter;34.0;10.0;24.0;14.0;10.0
5199;Province of Zeeland;2000 October;9.0;1.0;8.0;7.0;1.0
5200;Province of Zeeland;2000 November;9.0;;9.0;6.0;3.0
5201;Province of Zeeland;2000 December;11.0;3.0;8.0;8.0;
5202;Province of Zeeland;2000 4th quarter;29.0;4.0;25.0;21.0;4.0
5203;Province of Zeeland;2000;99.0;29.0;70.0;46.0;24.0
5204;Province of Zeeland;2001 January;8.0;1.0;7.0;3.0;4.0
5205;Province of Zeeland;2001 February;15.0;6.0;9.0;7.0;2.0
5206;Province of Zeeland;2001 March;10.0;5.0;5.0;2.0;3.0
5207;Province of Zeeland;2001 1st quarter;33.0;12.0;21.0;12.0;9.0
5208;Province of Zeeland;2001 April;3.0;2.0;1.0;1.0;
5209;Province of Zeeland;2001 May;7.0;2.0;5.0;3.0;2.0
5210;Province of Zeeland;2001 June;9.0;2.0;7.0;6.0;1.0
5211;Province of Zeeland;2001 2nd quarter;19.0;6.0;13.0;10.0;3.0
5212;Province of Zeeland;2001 July;5.0;2.0;3.0;1.0;2.0
5213;Province of Zeeland;2001 August;10.0;3.0;7.0;5.0;2.0
5214;Province of Zeeland;2001 September;6.0;1.0;5.0;5.0;
5215;Province of Zeeland;2001 3rd quarter;21.0;6.0;15.0;11.0;4.0
5216;Province of Zeeland;2001 October;13.0;6.0;7.0;6.0;1.0
5217;Province of Zeeland;2001 November;16.0;5.0;11.0;11.0;
5218;Province of Zeeland;2001 December;5.0;1.0;4.0;4.0;
5219;Province of Zeeland;2001 4th quarter;34.0;12.0;22.0;21.0;1.0
5220;Province of Zeeland;2001;107.0;36.0;71.0;54.0;17.0
5221;Province of Zeeland;2002 January;9.0;;9.0;7.0;2.0
5222;Province of Zeeland;2002 February;9.0;4.0;5.0;5.0;
5223;Province of Zeeland;2002 March;15.0;1.0;14.0;7.0;7.0
5224;Province of Zeeland;2002 1st quarter;33.0;5.0;28.0;19.0;9.0
5225;Province of Zeeland;2002 April;9.0;1.0;8.0;7.0;1.0
5226;Province of Zeeland;2002 May;7.0;3.0;4.0;4.0;
5227;Province of Zeeland;2002 June;9.0;5.0;4.0;4.0;
5228;Province of Zeeland;2002 2nd quarter;25.0;9.0;16.0;15.0;1.0
5229;Province of Zeeland;2002 July;18.0;14.0;4.0;3.0;1.0
5230;Province of Zeeland;2002 August;15.0;4.0;11.0;10.0;1.0
5231;Province of Zeeland;2002 September;15.0;8.0;7.0;7.0;
5232;Province of Zeeland;2002 3rd quarter;48.0;26.0;22.0;20.0;2.0
5233;Province of Zeeland;2002 October;8.0;3.0;5.0;5.0;
5234;Province of Zeeland;2002 November;23.0;3.0;20.0;19.0;1.0
5235;Province of Zeeland;2002 December;8.0;1.0;7.0;7.0;
5236;Province of Zeeland;2002 4th quarter;39.0;7.0;32.0;31.0;1.0
5237;Province of Zeeland;2002;145.0;47.0;98.0;85.0;13.0
5238;Province of Zeeland;2003 January;15.0;5.0;10.0;8.0;2.0
5239;Province of Zeeland;2003 February;8.0;4.0;4.0;4.0;
5240;Province of Zeeland;2003 March;7.0;2.0;5.0;5.0;
5241;Province of Zeeland;2003 1st quarter;30.0;11.0;19.0;17.0;2.0
5242;Province of Zeeland;2003 April;22.0;6.0;16.0;14.0;2.0
5243;Province of Zeeland;2003 May;18.0;6.0;12.0;11.0;1.0
5244;Province of Zeeland;2003 June;10.0;5.0;5.0;5.0;
5245;Province of Zeeland;2003 2nd quarter;50.0;17.0;33.0;30.0;3.0
5246;Province of Zeeland;2003 July;30.0;12.0;18.0;17.0;1.0
5247;Province of Zeeland;2003 August;9.0;;9.0;7.0;2.0
5248;Province of Zeeland;2003 September;19.0;6.0;13.0;12.0;1.0
5249;Province of Zeeland;2003 3rd quarter;58.0;18.0;40.0;36.0;4.0
5250;Province of Zeeland;2003 October;13.0;4.0;9.0;9.0;
5251;Province of Zeeland;2003 November;16.0;4.0;12.0;12.0;
5252;Province of Zeeland;2003 December;13.0;4.0;9.0;9.0;
5253;Province of Zeeland;2003 4th quarter;42.0;12.0;30.0;30.0;
5254;Province of Zeeland;2003;180.0;58.0;122.0;113.0;9.0
5255;Province of Zeeland;2004 January;10.0;4.0;6.0;3.0;3.0
5256;Province of Zeeland;2004 February;20.0;7.0;13.0;12.0;1.0
5257;Province of Zeeland;2004 March;19.0;9.0;10.0;7.0;3.0
5258;Province of Zeeland;2004 1st quarter;49.0;20.0;29.0;22.0;7.0
5259;Province of Zeeland;2004 April;19.0;3.0;16.0;16.0;
5260;Province of Zeeland;2004 May;11.0;1.0;10.0;7.0;3.0
5261;Province of Zeeland;2004 June;14.0;4.0;10.0;9.0;1.0
5262;Province of Zeeland;2004 2nd quarter;44.0;8.0;36.0;32.0;4.0
5263;Province of Zeeland;2004 July;14.0;3.0;11.0;11.0;
5264;Province of Zeeland;2004 August;9.0;3.0;6.0;5.0;1.0
5265;Province of Zeeland;2004 September;4.0;;4.0;2.0;2.0
5266;Province of Zeeland;2004 3rd quarter;27.0;6.0;21.0;18.0;3.0
5267;Province of Zeeland;2004 October;13.0;3.0;10.0;8.0;2.0
5268;Province of Zeeland;2004 November;20.0;13.0;7.0;6.0;1.0
5269;Province of Zeeland;2004 December;18.0;6.0;12.0;12.0;
5270;Province of Zeeland;2004 4th quarter;51.0;22.0;29.0;26.0;3.0
5271;Province of Zeeland;2004;171.0;56.0;115.0;98.0;17.0
5272;Province of Zeeland;2005 January;17.0;7.0;10.0;7.0;3.0
5273;Province of Zeeland;2005 February;15.0;3.0;12.0;12.0;
5274;Province of Zeeland;2005 March;10.0;6.0;4.0;2.0;2.0
5275;Province of Zeeland;2005 1st quarter;42.0;16.0;26.0;21.0;5.0
5276;Province of Zeeland;2005 April;17.0;6.0;11.0;11.0;
5277;Province of Zeeland;2005 May;18.0;3.0;15.0;13.0;2.0
5278;Province of Zeeland;2005 June;10.0;4.0;6.0;6.0;
5279;Province of Zeeland;2005 2nd quarter;45.0;13.0;32.0;30.0;2.0
5280;Province of Zeeland;2005 July;14.0;6.0;8.0;5.0;3.0
5281;Province of Zeeland;2005 August;15.0;7.0;8.0;8.0;
5282;Province of Zeeland;2005 September;10.0;3.0;7.0;6.0;1.0
5283;Province of Zeeland;2005 3rd quarter;39.0;16.0;23.0;19.0;4.0
5284;Province of Zeeland;2005 October;17.0;4.0;13.0;7.0;6.0
5285;Province of Zeeland;2005 November;15.0;4.0;11.0;11.0;
5286;Province of Zeeland;2005 December;17.0;1.0;16.0;12.0;4.0
5287;Province of Zeeland;2005 4th quarter;49.0;9.0;40.0;30.0;10.0
5288;Province of Zeeland;2005;175.0;54.0;121.0;100.0;21.0
5289;Province of Zeeland;2006 January;16.0;4.0;12.0;9.0;3.0
5290;Province of Zeeland;2006 February;15.0;2.0;13.0;12.0;1.0
5291;Province of Zeeland;2006 March;15.0;2.0;13.0;13.0;
5292;Province of Zeeland;2006 1st quarter;46.0;8.0;38.0;34.0;4.0
5293;Province of Zeeland;2006 April;10.0;3.0;7.0;4.0;3.0
5294;Province of Zeeland;2006 May;11.0;3.0;8.0;7.0;1.0
5295;Province of Zeeland;2006 June;11.0;6.0;5.0;5.0;
5296;Province of Zeeland;2006 2nd quarter;32.0;12.0;20.0;16.0;4.0
5297;Province of Zeeland;2006 July;15.0;7.0;8.0;5.0;3.0
5298;Province of Zeeland;2006 August;9.0;4.0;5.0;5.0;
5299;Province of Zeeland;2006 September;19.0;3.0;16.0;12.0;4.0
5300;Province of Zeeland;2006 3rd quarter;43.0;14.0;29.0;22.0;7.0
5301;Province of Zeeland;2006 October;14.0;;14.0;13.0;1.0
5302;Province of Zeeland;2006 November;14.0;2.0;12.0;9.0;3.0
