ID;SeizoenEnWerkdagcorrectie;Perioden;BrutoBinnenlandsProduct_1;BrutoExploitatieoverschot_2;SaldoPrimaireInkomensBruto_3;BrutoBeschikbaarInkomen_4;BrutoBesparingen_5;Vorderingensaldo_6;BrutoToegevoegdeWaarde_7;BrutoExploitatieoverschot_8;InvesteringenInVasteActivaBruto_9;BeloningVanWerknemers_10;ConsumptieveBestedingen_11;InvesteringenInVasteActivaBruto_12;TotaalInkomsten_13;TotaalUitgaven_14;VorderingensaldoEMUSaldo_15;BeloningVanWerknemers_16;InkomenUitVermogen_17;SocialeUitkeringenInGeld_18;OverigeInkomensoverdrachten_19;CorrectieMutatiesInPensioenrechten_20;ConsumptieveBestedingen_21;InvesteringenInVasteActivaBruto_22;InkomenUitVermogen_23;BelastingenOpInkomenEnVermogen_24;SocialePremies_25;OverigeInkomensoverdrachten_26;CorrectieMutatiesInPensioenrechten_27;BrutoExploitatieoverschot_28;BrutoBeschikbaarInkomen_29;BrutoBesparingen_30;InvoerUitHetBuitenland_31;OntvangenPrimaireInkomens_32;OntvangenInkomensoverdrachten_33;CorrectieMutatiesInPensioenrechten_34;OntvangenKapitaaloverdrachten_35;UitvoerNaarHetBuitenland_36;BetaaldePrimaireInkomens_37;BetaaldeInkomensoverdrachten_38;CorrectieMutatiesInPensioenrechten_39;BetaaldeKapitaaloverdrachten_40
168;Seizoen- en werkdaggecorrigeerde cijfers;2016 1e kwartaal;174910;72046;169879;167641;46434;10461;100167;39811;18053;60665;43231;6163;75217;77638;-2421;82314;14208;31444;6041;5815;78121;9760;1755;13556;43991;5996;0;19051;88025;15679;118276;68779;5355;-46;757;136736;63946;3012;0;237
169;Seizoen- en werkdaggecorrigeerde cijfers;2016 2e kwartaal;175776;72349;171464;170230;47921;12088;101426;40627;18321;61175;43704;6141;78425;77547;878;83114;14062;31806;6181;5360;78439;10111;1561;13685;43812;6021;0;19131;89285;16164;121882;68595;5401;-51;351;139543;63907;3595;0;263
170;Seizoen- en werkdaggecorrigeerde cijfers;2016 3e kwartaal;177794;73262;173095;170531;47822;10315;101848;40476;18552;61667;43871;6196;78802;78204;599;83800;14427;31861;6088;5570;79140;10330;1470;15135;43446;6018;0;19604;90088;16543;123311;70059;5687;-53;258;141337;65555;3334;0;219
171;Seizoen- en werkdaggecorrigeerde cijfers;2016 4e kwartaal;179697;74577;176531;177462;52914;16140;103014;40956;17784;62281;44087;6162;78177;75850;2327;84272;14257;32034;6162;5415;80392;10202;1616;14564;43543;6066;0;20639;91088;16276;126911;70586;1804;-57;677;144805;67380;3193;0;304
172;Seizoen- en werkdaggecorrigeerde cijfers;2017 1e kwartaal;181045;75236;180257;179415;54349;17399;104605;42185;18376;62668;44153;6250;79543;77315;2228;84718;14143;32205;6422;5328;80624;9968;1559;16528;42844;6360;0;20503;90916;15527;131564;66808;4374;-63;554;151223;65322;3122;0;219
173;Seizoen- en werkdaggecorrigeerde cijfers;2017 2e kwartaal;184071;76643;179543;178083;51760;14183;105769;42684;18706;63559;44866;6058;80190;78312;1877;85936;13573;32381;6382;5196;81446;10379;1645;15345;44677;6311;0;20973;91243;14669;132567;69912;5038;-59;198;153269;65521;3238;0;237
174;Seizoen- en werkdaggecorrigeerde cijfers;2017 3e kwartaal;185656;77413;183664;181852;54952;15564;106911;42746;20266;64491;44903;6491;81433;78975;2458;86761;13794;32534;6401;4966;82592;10613;1814;17240;43576;6370;0;21448;92071;14682;134440;67791;4787;-63;267;154007;66644;3193;0;200
175;Seizoen- en werkdaggecorrigeerde cijfers;2017 4e kwartaal;188116;78375;186105;184844;56513;18192;108322;43246;18718;65393;45608;6566;82696;78750;3946;87850;14106;32517;6469;5293;82673;11001;1798;19546;42610;6432;0;22054;93013;15882;138159;67268;4343;-64;325;157830;66085;3656;0;342
176;Seizoen- en werkdaggecorrigeerde cijfers;2018 1e kwartaal;191113;79595;190504;189473;57773;17233;109922;43931;20324;66200;46583;6338;84453;79965;4488;88744;13927;32739;6331;5323;84417;11111;2076;14944;47101;6282;0;22722;94324;15082;141954;75379;5117;-46;326;161606;73633;3459;0;238
177;Seizoen- en werkdaggecorrigeerde cijfers;2018 2e kwrataal;192138;79955;190440;189135;57770;16521;111019;44203;20250;67125;46561;6446;84524;81277;3247;89635;14745;32778;6449;5714;85104;11644;2090;18782;43185;6368;0;23029;95967;16131;141945;78131;5355;-51;329;162192;76627;3618;0;306
178;Seizoen- en werkdaggecorrigeerde cijfers;2018 3e kwartaal;194444;80461;192406;190837;58475;17922;112037;44363;19312;68246;47346;6658;85834;82129;3705;91206;14764;33024;6624;5614;85731;11809;2231;16698;46055;6372;0;23289;97190;17439;145144;79778;4937;-52;173;166874;78593;3794;0;273
179;Seizoen- en werkdaggecorrigeerde cijfers;2018 4e kwartaal;196421;81183;197677;194845;60287;19811;113512;44875;19698;68828;48143;6983;84138;83635;503;91946;14487;33290;6543;5591;86413;12442;2216;17077;46241;6442;0;23892;97990;17717;144559;73465;5832;-51;482;164357;75170;3714;0;249
180;Seizoen- en werkdaggecorrigeerde cijfers;2019 1e kwartaal;201353;83183;198477;197025;59380;14731;115308;45428;20846;70178;49388;6963;90343;84747;5596;93167;15421;33440;6526;6171;87215;12837;2011;17463;47549;6468;0;24346;99517;17890;147936;69783;5899;-59;436;167819;66562;3789;0;222
181;Seizoen- en werkdaggecorrigeerde cijfers;2019 2e kwartaal;201867;82965;195734;194366;56972;11952;116483;45637;21041;71019;49778;7009;88345;85164;3181;94225;16041;33824;6488;6942;88009;13160;1851;19699;46240;6482;0;24444;101073;19511;147061;73226;5688;-60;336;167334;66671;3916;0;301
182;Seizoen- en werkdaggecorrigeerde cijfers;2019 3e kwartaal;203604;84034;200867;199102;61196;15127;117414;46638;22133;71650;50256;6906;88918;87055;1862;95019;16306;33769;6783;7032;88553;13244;1545;17859;48514;6622;0;24252;101033;20146;147979;71267;5823;-64;262;167752;68979;4509;0;307
183;Seizoen- en werkdaggecorrigeerde cijfers;2019 4e kwartaal;205684;84080;201612;199097;58569;13957;118836;46389;22819;72607;50646;6726;89063;85224;3839;96380;17553;34692;6512;7137;89883;13388;1445;19716;48257;6538;0;25044;103791;21916;147534;74808;6049;-61;503;166725;70695;4209;0;293
184;Seizoen- en werkdaggecorrigeerde cijfers;2020 1e kwartaal;204509;82023;199294;194994;55365;9821;115623;43195;22391;73407;51420;7124;90935;87956;2979;97578;14947;35160;6703;6152;87304;13680;1329;21101;46557;6467;0;25697;104859;22641;146566;58101;9461;-60;384;166576;52843;4594;0;232
185;Seizoen- en werkdaggecorrigeerde cijfers;2020 2e kwartaal;187376;78842;182468;180055;52053;11089;104800;41252;18731;71782;50303;7269;81250;98902;-17652;96171;13579;35156;6830;5922;77803;12979;1453;17766;47690;6593;0;24136;102770;29983;123503;56600;5885;-59;225;142244;51567;3270;0;268
186;Seizoen- en werkdaggecorrigeerde cijfers;2020 3e kwartaal;200883;81990;191492;188999;52313;9773;113365;44214;20799;73257;52625;7125;88468;94788;-6320;97782;14960;36161;6738;6595;84927;13906;1261;19534;48327;6289;0;25751;106024;28348;134305;62671;6114;-61;189;155869;54061;3957;0;326
187;Seizoen- en werkdaggecorrigeerde cijfers;2020 4e kwartaal;203215;84963;197587;193424;54720;10180;116908;47282;21117;76173;53032;7733;90110;98351;-8240;101359;14764;36214;6881;6313;85540;14112;1164;20083;48057;6310;0;25459;108257;30209;138070;57906;7722;-66;497;157364;50559;4196;0;274
188;Seizoen- en werkdaggecorrigeerde cijfers;2021 1e kwartaal;208154;88920;211418;210212;72023;25585;118472;49755;21990;74383;53956;7503;92885;100493;-7608;99356;14306;36392;6927;6023;82837;14528;1258;18914;48728;6597;0;26392;108612;30532;148252;57307;6481;-65;267;172131;61465;4577;0;254
189;Seizoen- en werkdaggecorrigeerde cijfers;2021 2e kwartaal;215423;92283;223841;221371;77197;32054;123879;52154;21877;76059;55647;7506;92567;99795;-7227;101274;14447;36950;7005;6118;89335;14746;1399;17160;51354;6545;0;27814;111137;27502;152479;58741;6271;-67;272;178150;67133;3696;0;307
190;Seizoen- en werkdaggecorrigeerde cijfers;2021 3e kwartaal;221736;94650;223246;221389;72794;24369;128100;54120;22185;77408;56579;7334;96284;99095;-2812;102998;14817;37300;6742;6525;93431;15249;1391;22849;48199;6536;0;28669;112251;25843;163448;59592;6321;-63;265;188137;62433;4890;0;226
191;Seizoen- en werkdaggecorrigeerde cijfers;2021 4e kwartaal;224766;97854;226284;225097;71343;24056;131814;57673;23064;78900;57799;7539;99339;101150;-1811;104920;15246;37159;6807;6407;95372;15460;1542;21560;48992;6529;0;28828;113471;25675;169032;71409;5742;-69;331;191999;70162;5006;0;357
192;Seizoen- en werkdaggecorrigeerde cijfers;2022 1e kwartaal;231556;98345;231742;230987;74691;25115;134704;56358;22948;80508;58546;7548;99515;99867;-352;107029;14899;37822;6904;7186;96321;15995;1664;20616;52446;6347;0;29613;115862;25544;183375;76006;5482;-49;468;209881;75747;3959;0;221
193;Seizoen- en werkdaggecorrigeerde cijfers;2022 2e kwartaal;236574;102750;232699;231508;72815;115140;138040;59597;24741;81657;59213;7464;103143;100854;2289;108333;15773;38714;6676;6000;100245;16528;2858;20785;51662;6380;0;31429;119145;24804;200607;75258;5836;-69;410;225736;72964;4504;0;253
194;Seizoen- en werkdaggecorrigeerde cijfers;2022 3e kwartaal;242406;106260;241933;240321;77426;28182;141741;61334;24660;83453;60451;7585;104190;107112;-2922;111219;16268;39436;6943;5542;104019;16683;3709;19988;52701;6406;0;32593;123759;25176;204459;74964;6030;-73;227;229977;75819;4675;0;271
195;Seizoen- en werkdaggecorrigeerde cijfers;2022 4e kwartaal;248356;108248;243691;241297;67786;26625;143833;60527;25253;84947;62063;7648;108717;108700;17;113329;17425;39779;10198;5514;110575;17123;5834;21609;52856;6519;0;34528;127673;23674;206487;92434;6708;-76;704;232760;85637;4902;0;302
196;Seizoen- en werkdaggecorrigeerde cijfers;2023 1e kwartaal;253651;110971;251976;251316;75226;24738;147634;61569;26588;86782;63254;7808;107255;110043;-2788;115421;20737;42139;7069;5765;111585;17581;6337;23211;53497;6532;0;36096;132401;25206;200879;83643;5811;-72;607;228720;80712;4446;0;237
197;Seizoen- en werkdaggecorrigeerde cijfers;2023 2e kwartaal;257381;112090;257127;255565;80788;26129;148055;61429;26877;88061;64579;8008;112130;112442;-313;117126;21353;42525;7629;5351;111161;17427;6842;24725;54071;6518;0;36108;132609;27637;193141;97234;6263;-92;1157;222300;99536;4601;0;281
198;Seizoen- en werkdaggecorrigeerde cijfers;2023 3e kwartaal;260191;112540;260171;258745;82013;29667;149093;61348;26004;89439;66503;8180;112796;113114;-318;119351;22565;43651;7196;5095;112034;17378;7695;26772;53969;6667;0;36676;135060;27435;184879;100847;6040;-91;561;215201;102781;4741;0;217
199;Seizoen- en werkdaggecorrigeerde cijfers;2023 4e kwartaal;263844;113968;259288;257897;74303;21700;151368;61805;24718;91007;67078;8070;113568;113690;-123;121661;23293;45508;7355;5471;115211;17697;7421;26816;56579;6530;0;37450;136693;27788;186390;94441;5834;-92;1259;214508;87690;5035;0;304
