ID;UitgaveVoorAanschafEnBezit;Perioden;Prijsindex_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3
663;Doorlopende kosten: opstalverzekeringen;2020 2e kwartaal;119.0;-1.3;0.3
664;Doorlopende kosten: opstalverzekeringen;2020 3e kwartaal;119.5;0.4;1.5
665;Doorlopende kosten: opstalverzekeringen;2020 4e kwartaal;120.1;0.5;4.6
666;Doorlopende kosten: opstalverzekeringen;2020;119.8;2.3;2.3
667;Doorlopende kosten: opstalverzekeringen;2021 1e kwartaal;127.0;5.8;5.3
668;Doorlopende kosten: opstalverzekeringen;2021 2e kwartaal;123.3;-3.0;3.6
669;Doorlopende kosten: opstalverzekeringen;2021 3e kwartaal;123.6;0.3;3.4
670;Doorlopende kosten: opstalverzekeringen;2021 4e kwartaal;123.5;-0.1;2.9
671;Doorlopende kosten: opstalverzekeringen;2021;124.3;3.8;3.8
672;Doorlopende kosten: opstalverzekeringen;2022 1e kwartaal;122.1;-1.1;-3.8
673;Doorlopende kosten: opstalverzekeringen;2022 2e kwartaal;124.4;1.8;0.9
674;Doorlopende kosten: opstalverzekeringen;2022 3e kwartaal;132.1;6.2;6.9
675;Doorlopende kosten: opstalverzekeringen;2022 4e kwartaal;133.1;0.8;7.8
676;Doorlopende kosten: opstalverzekeringen;2022;127.9;2.9;2.9
677;Doorlopende kosten: opstalverzekeringen;2023 1e kwartaal;134.9;1.3;10.5
678;Doorlopende kosten: opstalverzekeringen;2023 2e kwartaal;136.9;1.4;10.0
679;Doorlopende kosten: opstalverzekeringen;2023 3e kwartaal;138.5;1.2;4.8
