ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
5784;Total male and female;5 to 9 years;St Eustatius;Bonaire;2013;0
5785;Total male and female;5 to 9 years;St Eustatius;Bonaire;2014;0
5786;Total male and female;5 to 9 years;St Eustatius;Bonaire;2015;0
5787;Total male and female;5 to 9 years;St Eustatius;Bonaire;2016;0
5788;Total male and female;5 to 9 years;St Eustatius;Bonaire;2017;0
5789;Total male and female;5 to 9 years;St Eustatius;Bonaire;2018;0
5790;Total male and female;5 to 9 years;St Eustatius;Bonaire;2019;1
5791;Total male and female;5 to 9 years;St Eustatius;Bonaire;2020;0
5792;Total male and female;5 to 9 years;St Eustatius;Bonaire;2021;0
5793;Total male and female;5 to 9 years;St Eustatius;Bonaire;2022;0
5794;Total male and female;5 to 9 years;St Eustatius;Bonaire;2023;1
5795;Total male and female;5 to 9 years;St Eustatius;Bonaire;2024;1
5796;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2011;114
5797;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2012;103
5798;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2013;87
5799;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2014;77
5800;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2015;80
5801;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2016;83
5802;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2017;79
5803;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2018;79
5804;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2019;95
5805;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2020;86
5806;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2021;71
5807;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2022;64
5808;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2023;56
5809;Total male and female;5 to 9 years;St Eustatius;St Eustatius;2024;42
5810;Total male and female;5 to 9 years;St Eustatius;Saba;2011;0
5811;Total male and female;5 to 9 years;St Eustatius;Saba;2012;0
5812;Total male and female;5 to 9 years;St Eustatius;Saba;2013;0
5813;Total male and female;5 to 9 years;St Eustatius;Saba;2014;0
5814;Total male and female;5 to 9 years;St Eustatius;Saba;2015;1
5815;Total male and female;5 to 9 years;St Eustatius;Saba;2016;2
5816;Total male and female;5 to 9 years;St Eustatius;Saba;2017;1
5817;Total male and female;5 to 9 years;St Eustatius;Saba;2018;1
5818;Total male and female;5 to 9 years;St Eustatius;Saba;2019;1
5819;Total male and female;5 to 9 years;St Eustatius;Saba;2020;0
5820;Total male and female;5 to 9 years;St Eustatius;Saba;2021;0
5821;Total male and female;5 to 9 years;St Eustatius;Saba;2022;0
5822;Total male and female;5 to 9 years;St Eustatius;Saba;2023;0
5823;Total male and female;5 to 9 years;St Eustatius;Saba;2024;0
5824;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2011;21
5825;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2012;27
5826;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2013;26
5827;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2014;27
5828;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2015;25
5829;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2016;21
5830;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2017;16
5831;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2018;13
5832;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2019;10
5833;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2020;8
5834;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2021;9
5835;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2022;8
5836;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2023;12
5837;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2024;15
5838;Total male and female;5 to 9 years;Saba;Bonaire;2011;0
5839;Total male and female;5 to 9 years;Saba;Bonaire;2012;0
5840;Total male and female;5 to 9 years;Saba;Bonaire;2013;0
5841;Total male and female;5 to 9 years;Saba;Bonaire;2014;0
5842;Total male and female;5 to 9 years;Saba;Bonaire;2015;0
5843;Total male and female;5 to 9 years;Saba;Bonaire;2016;0
5844;Total male and female;5 to 9 years;Saba;Bonaire;2017;0
5845;Total male and female;5 to 9 years;Saba;Bonaire;2018;0
5846;Total male and female;5 to 9 years;Saba;Bonaire;2019;1
5847;Total male and female;5 to 9 years;Saba;Bonaire;2020;1
5848;Total male and female;5 to 9 years;Saba;Bonaire;2021;1
5849;Total male and female;5 to 9 years;Saba;Bonaire;2022;1
5850;Total male and female;5 to 9 years;Saba;Bonaire;2023;1
5851;Total male and female;5 to 9 years;Saba;Bonaire;2024;0
5852;Total male and female;5 to 9 years;Saba;St Eustatius;2011;0
5853;Total male and female;5 to 9 years;Saba;St Eustatius;2012;0
5854;Total male and female;5 to 9 years;Saba;St Eustatius;2013;0
5855;Total male and female;5 to 9 years;Saba;St Eustatius;2014;0
5856;Total male and female;5 to 9 years;Saba;St Eustatius;2015;1
5857;Total male and female;5 to 9 years;Saba;St Eustatius;2016;0
5858;Total male and female;5 to 9 years;Saba;St Eustatius;2017;0
5859;Total male and female;5 to 9 years;Saba;St Eustatius;2018;1
5860;Total male and female;5 to 9 years;Saba;St Eustatius;2019;1
5861;Total male and female;5 to 9 years;Saba;St Eustatius;2020;1
5862;Total male and female;5 to 9 years;Saba;St Eustatius;2021;1
5863;Total male and female;5 to 9 years;Saba;St Eustatius;2022;1
5864;Total male and female;5 to 9 years;Saba;St Eustatius;2023;0
5865;Total male and female;5 to 9 years;Saba;St Eustatius;2024;0
5866;Total male and female;5 to 9 years;Saba;Saba;2011;21
5867;Total male and female;5 to 9 years;Saba;Saba;2012;27
5868;Total male and female;5 to 9 years;Saba;Saba;2013;26
5869;Total male and female;5 to 9 years;Saba;Saba;2014;27
5870;Total male and female;5 to 9 years;Saba;Saba;2015;24
5871;Total male and female;5 to 9 years;Saba;Saba;2016;21
5872;Total male and female;5 to 9 years;Saba;Saba;2017;16
5873;Total male and female;5 to 9 years;Saba;Saba;2018;12
5874;Total male and female;5 to 9 years;Saba;Saba;2019;8
5875;Total male and female;5 to 9 years;Saba;Saba;2020;6
5876;Total male and female;5 to 9 years;Saba;Saba;2021;7
5877;Total male and female;5 to 9 years;Saba;Saba;2022;6
5878;Total male and female;5 to 9 years;Saba;Saba;2023;11
5879;Total male and female;5 to 9 years;Saba;Saba;2024;15
5880;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2011;2
5881;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2012;3
5882;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2013;4
5883;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2014;2
5884;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2015;3
5885;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2016;2
5886;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2017;3
5887;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2018;3
5888;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2019;0
5889;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2020;3
5890;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2021;3
5891;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2022;0
5892;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2023;1
5893;Total male and female;5 to 9 years;Canada;Caribbean Netherlands;2024;1
5894;Total male and female;5 to 9 years;Canada;Bonaire;2011;0
5895;Total male and female;5 to 9 years;Canada;Bonaire;2012;0
5896;Total male and female;5 to 9 years;Canada;Bonaire;2013;0
5897;Total male and female;5 to 9 years;Canada;Bonaire;2014;0
5898;Total male and female;5 to 9 years;Canada;Bonaire;2015;0
5899;Total male and female;5 to 9 years;Canada;Bonaire;2016;0
5900;Total male and female;5 to 9 years;Canada;Bonaire;2017;0
5901;Total male and female;5 to 9 years;Canada;Bonaire;2018;0
5902;Total male and female;5 to 9 years;Canada;Bonaire;2019;0
5903;Total male and female;5 to 9 years;Canada;Bonaire;2020;0
5904;Total male and female;5 to 9 years;Canada;Bonaire;2021;0
5905;Total male and female;5 to 9 years;Canada;Bonaire;2022;0
5906;Total male and female;5 to 9 years;Canada;Bonaire;2023;0
5907;Total male and female;5 to 9 years;Canada;Bonaire;2024;0
5908;Total male and female;5 to 9 years;Canada;St Eustatius;2011;2
5909;Total male and female;5 to 9 years;Canada;St Eustatius;2012;3
5910;Total male and female;5 to 9 years;Canada;St Eustatius;2013;3
5911;Total male and female;5 to 9 years;Canada;St Eustatius;2014;1
5912;Total male and female;5 to 9 years;Canada;St Eustatius;2015;1
5913;Total male and female;5 to 9 years;Canada;St Eustatius;2016;0
5914;Total male and female;5 to 9 years;Canada;St Eustatius;2017;0
5915;Total male and female;5 to 9 years;Canada;St Eustatius;2018;0
5916;Total male and female;5 to 9 years;Canada;St Eustatius;2019;0
5917;Total male and female;5 to 9 years;Canada;St Eustatius;2020;0
5918;Total male and female;5 to 9 years;Canada;St Eustatius;2021;0
5919;Total male and female;5 to 9 years;Canada;St Eustatius;2022;0
5920;Total male and female;5 to 9 years;Canada;St Eustatius;2023;1
5921;Total male and female;5 to 9 years;Canada;St Eustatius;2024;1
5922;Total male and female;5 to 9 years;Canada;Saba;2011;0
5923;Total male and female;5 to 9 years;Canada;Saba;2012;0
5924;Total male and female;5 to 9 years;Canada;Saba;2013;1
5925;Total male and female;5 to 9 years;Canada;Saba;2014;1
5926;Total male and female;5 to 9 years;Canada;Saba;2015;2
5927;Total male and female;5 to 9 years;Canada;Saba;2016;2
5928;Total male and female;5 to 9 years;Canada;Saba;2017;3
5929;Total male and female;5 to 9 years;Canada;Saba;2018;3
5930;Total male and female;5 to 9 years;Canada;Saba;2019;0
5931;Total male and female;5 to 9 years;Canada;Saba;2020;3
5932;Total male and female;5 to 9 years;Canada;Saba;2021;3
5933;Total male and female;5 to 9 years;Canada;Saba;2022;0
5934;Total male and female;5 to 9 years;Canada;Saba;2023;0
5935;Total male and female;5 to 9 years;Canada;Saba;2024;0
5936;Total male and female;5 to 9 years;China;Caribbean Netherlands;2011;1
5937;Total male and female;5 to 9 years;China;Caribbean Netherlands;2012;2
5938;Total male and female;5 to 9 years;China;Caribbean Netherlands;2013;1
5939;Total male and female;5 to 9 years;China;Caribbean Netherlands;2014;1
5940;Total male and female;5 to 9 years;China;Caribbean Netherlands;2015;1
5941;Total male and female;5 to 9 years;China;Caribbean Netherlands;2016;1
5942;Total male and female;5 to 9 years;China;Caribbean Netherlands;2017;0
5943;Total male and female;5 to 9 years;China;Caribbean Netherlands;2018;1
5944;Total male and female;5 to 9 years;China;Caribbean Netherlands;2019;1
5945;Total male and female;5 to 9 years;China;Caribbean Netherlands;2020;1
5946;Total male and female;5 to 9 years;China;Caribbean Netherlands;2021;1
5947;Total male and female;5 to 9 years;China;Caribbean Netherlands;2022;0
5948;Total male and female;5 to 9 years;China;Caribbean Netherlands;2023;0
5949;Total male and female;5 to 9 years;China;Caribbean Netherlands;2024;1
5950;Total male and female;5 to 9 years;China;Bonaire;2011;1
5951;Total male and female;5 to 9 years;China;Bonaire;2012;2
5952;Total male and female;5 to 9 years;China;Bonaire;2013;1
5953;Total male and female;5 to 9 years;China;Bonaire;2014;1
5954;Total male and female;5 to 9 years;China;Bonaire;2015;1
5955;Total male and female;5 to 9 years;China;Bonaire;2016;1
5956;Total male and female;5 to 9 years;China;Bonaire;2017;0
5957;Total male and female;5 to 9 years;China;Bonaire;2018;1
5958;Total male and female;5 to 9 years;China;Bonaire;2019;1
5959;Total male and female;5 to 9 years;China;Bonaire;2020;1
5960;Total male and female;5 to 9 years;China;Bonaire;2021;1
5961;Total male and female;5 to 9 years;China;Bonaire;2022;0
5962;Total male and female;5 to 9 years;China;Bonaire;2023;0
5963;Total male and female;5 to 9 years;China;Bonaire;2024;1
5964;Total male and female;5 to 9 years;China;St Eustatius;2011;0
5965;Total male and female;5 to 9 years;China;St Eustatius;2012;0
5966;Total male and female;5 to 9 years;China;St Eustatius;2013;0
5967;Total male and female;5 to 9 years;China;St Eustatius;2014;0
5968;Total male and female;5 to 9 years;China;St Eustatius;2015;0
5969;Total male and female;5 to 9 years;China;St Eustatius;2016;0
5970;Total male and female;5 to 9 years;China;St Eustatius;2017;0
5971;Total male and female;5 to 9 years;China;St Eustatius;2018;0
5972;Total male and female;5 to 9 years;China;St Eustatius;2019;0
5973;Total male and female;5 to 9 years;China;St Eustatius;2020;0
5974;Total male and female;5 to 9 years;China;St Eustatius;2021;0
5975;Total male and female;5 to 9 years;China;St Eustatius;2022;0
5976;Total male and female;5 to 9 years;China;St Eustatius;2023;0
5977;Total male and female;5 to 9 years;China;St Eustatius;2024;0
5978;Total male and female;5 to 9 years;China;Saba;2011;0
5979;Total male and female;5 to 9 years;China;Saba;2012;0
5980;Total male and female;5 to 9 years;China;Saba;2013;0
5981;Total male and female;5 to 9 years;China;Saba;2014;0
5982;Total male and female;5 to 9 years;China;Saba;2015;0
5983;Total male and female;5 to 9 years;China;Saba;2016;0
5984;Total male and female;5 to 9 years;China;Saba;2017;0
5985;Total male and female;5 to 9 years;China;Saba;2018;0
5986;Total male and female;5 to 9 years;China;Saba;2019;0
5987;Total male and female;5 to 9 years;China;Saba;2020;0
5988;Total male and female;5 to 9 years;China;Saba;2021;0
5989;Total male and female;5 to 9 years;China;Saba;2022;0
5990;Total male and female;5 to 9 years;China;Saba;2023;0
5991;Total male and female;5 to 9 years;China;Saba;2024;0
5992;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2011;18
5993;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2012;14
5994;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2013;14
5995;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2014;17
5996;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2015;17
5997;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2016;22
5998;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2017;21
5999;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2018;24
6000;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2019;33
6001;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2020;39
6002;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2021;37
6003;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2022;48
6004;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2023;42
6005;Total male and female;5 to 9 years;Colombia;Caribbean Netherlands;2024;46
6006;Total male and female;5 to 9 years;Colombia;Bonaire;2011;15
6007;Total male and female;5 to 9 years;Colombia;Bonaire;2012;12
6008;Total male and female;5 to 9 years;Colombia;Bonaire;2013;14
6009;Total male and female;5 to 9 years;Colombia;Bonaire;2014;16
6010;Total male and female;5 to 9 years;Colombia;Bonaire;2015;15
6011;Total male and female;5 to 9 years;Colombia;Bonaire;2016;19
6012;Total male and female;5 to 9 years;Colombia;Bonaire;2017;17
6013;Total male and female;5 to 9 years;Colombia;Bonaire;2018;19
6014;Total male and female;5 to 9 years;Colombia;Bonaire;2019;27
6015;Total male and female;5 to 9 years;Colombia;Bonaire;2020;34
6016;Total male and female;5 to 9 years;Colombia;Bonaire;2021;32
6017;Total male and female;5 to 9 years;Colombia;Bonaire;2022;40
6018;Total male and female;5 to 9 years;Colombia;Bonaire;2023;35
6019;Total male and female;5 to 9 years;Colombia;Bonaire;2024;41
6020;Total male and female;5 to 9 years;Colombia;St Eustatius;2011;0
6021;Total male and female;5 to 9 years;Colombia;St Eustatius;2012;0
6022;Total male and female;5 to 9 years;Colombia;St Eustatius;2013;0
6023;Total male and female;5 to 9 years;Colombia;St Eustatius;2014;0
6024;Total male and female;5 to 9 years;Colombia;St Eustatius;2015;0
6025;Total male and female;5 to 9 years;Colombia;St Eustatius;2016;0
6026;Total male and female;5 to 9 years;Colombia;St Eustatius;2017;0
6027;Total male and female;5 to 9 years;Colombia;St Eustatius;2018;0
6028;Total male and female;5 to 9 years;Colombia;St Eustatius;2019;0
6029;Total male and female;5 to 9 years;Colombia;St Eustatius;2020;0
6030;Total male and female;5 to 9 years;Colombia;St Eustatius;2021;0
6031;Total male and female;5 to 9 years;Colombia;St Eustatius;2022;2
6032;Total male and female;5 to 9 years;Colombia;St Eustatius;2023;1
6033;Total male and female;5 to 9 years;Colombia;St Eustatius;2024;2
6034;Total male and female;5 to 9 years;Colombia;Saba;2011;3
6035;Total male and female;5 to 9 years;Colombia;Saba;2012;2
6036;Total male and female;5 to 9 years;Colombia;Saba;2013;0
6037;Total male and female;5 to 9 years;Colombia;Saba;2014;1
6038;Total male and female;5 to 9 years;Colombia;Saba;2015;2
6039;Total male and female;5 to 9 years;Colombia;Saba;2016;3
6040;Total male and female;5 to 9 years;Colombia;Saba;2017;4
6041;Total male and female;5 to 9 years;Colombia;Saba;2018;5
6042;Total male and female;5 to 9 years;Colombia;Saba;2019;6
6043;Total male and female;5 to 9 years;Colombia;Saba;2020;5
