ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
4714;  Oost Europa            per touringcar;  juni      1987;;
4715;  Oost Europa            per touringcar;  juli      1987;;
4716;  Oost Europa            per touringcar;  augustus  1987;;
4717;  Oost Europa            per touringcar;  september 1987;;
4718;  Oost Europa            per touringcar;  oktober   1987;;
4719;  Oost Europa            per touringcar;winter  1988;;
4720;  Oost Europa            per touringcar;  december  1987;;
4721;  Oost Europa            per touringcar;  januari   1988;;
4722;  Oost Europa            per touringcar;  februari  1988;;
4723;  Oost Europa            per touringcar;  maart     1988;;
4724;  Oost Europa            per touringcar;zomer   1988;;
4725;  Oost Europa            per touringcar;  april     1988;;
4726;  Oost Europa            per touringcar;  mei       1988;;
4727;  Oost Europa            per touringcar;  juni      1988;;
4728;  Oost Europa            per touringcar;  juli      1988;;
4729;  Oost Europa            per touringcar;  augustus  1988;;
4730;  Oost Europa            per touringcar;  september 1988;;
4731;  Oost Europa            per touringcar;  oktober   1988;;
4732;  Oost Europa            per touringcar;winter  1989;;
4733;  Oost Europa            per touringcar;  december  1988;;
4734;  Oost Europa            per touringcar;  januari   1989;;
4735;  Oost Europa            per touringcar;  februari  1989;;
4736;  Oost Europa            per touringcar;  maart     1989;;
4737;  Oost Europa            per touringcar;zomer   1989;;
4738;  Oost Europa            per touringcar;  april     1989;;
4739;  Oost Europa            per touringcar;  mei       1989;;
4740;  Oost Europa            per touringcar;  juni      1989;;
4741;  Oost Europa            per touringcar;  juli      1989;;
4742;  Oost Europa            per touringcar;  augustus  1989;;
4743;  Oost Europa            per touringcar;  september 1989;;
4744;  Oost Europa            per touringcar;  oktober   1989;;
4745;  Oost Europa            per touringcar;winter  1990;;
4746;  Oost Europa            per touringcar;  december  1989;;
4747;  Oost Europa            per touringcar;  januari   1990;;
4748;  Oost Europa            per touringcar;  februari  1990;;
4749;  Oost Europa            per touringcar;  maart     1990;;
4750;  Oost Europa            per touringcar;zomer   1990;7.0;100.0
4751;  Oost Europa            per touringcar;  april     1990;7.0;100.0
4752;  Oost Europa            per touringcar;  mei       1990;7.0;100.0
4753;  Oost Europa            per touringcar;  juni      1990;7.0;100.0
4754;  Oost Europa            per touringcar;  juli      1990;7.0;100.0
4755;  Oost Europa            per touringcar;  augustus  1990;7.0;100.0
4756;  Oost Europa            per touringcar;  september 1990;7.0;100.0
4757;  Oost Europa            per touringcar;  oktober   1990;7.0;100.0
4758;  Oost Europa            per touringcar;winter  1991;;
4759;  Oost Europa            per touringcar;  december  1990;;
4760;  Oost Europa            per touringcar;  januari   1991;;
4761;  Oost Europa            per touringcar;  februari  1991;;
4762;  Oost Europa            per touringcar;  maart     1991;;
4763;  Oost Europa            per touringcar;zomer   1991;7.0;104.0
4764;  Oost Europa            per touringcar;  april     1991;7.0;104.0
4765;  Oost Europa            per touringcar;  mei       1991;7.0;104.0
4766;  Oost Europa            per touringcar;  juni      1991;7.0;105.0
4767;  Oost Europa            per touringcar;  juli      1991;7.0;106.0
4768;  Oost Europa            per touringcar;  augustus  1991;7.0;106.0
4769;  Oost Europa            per touringcar;  september 1991;7.0;104.0
4770;  Oost Europa            per touringcar;  oktober   1991;7.0;102.0
4771;  Oost Europa            per touringcar;winter  1992;;
4772;  Oost Europa            per touringcar;  december  1991;;
4773;  Oost Europa            per touringcar;  januari   1992;;
4774;  Oost Europa            per touringcar;  februari  1992;;
4775;  Oost Europa            per touringcar;  maart     1992;;
4776;  Oost Europa            per touringcar;zomer   1992;7.0;110.0
4777;  Oost Europa            per touringcar;  april     1992;7.0;104.0
4778;  Oost Europa            per touringcar;  mei       1992;7.0;110.0
4779;  Oost Europa            per touringcar;  juni      1992;7.0;111.0
4780;  Oost Europa            per touringcar;  juli      1992;7.0;111.0
4781;  Oost Europa            per touringcar;  augustus  1992;7.0;111.0
4782;  Oost Europa            per touringcar;  september 1992;7.0;110.0
4783;  Oost Europa            per touringcar;  oktober   1992;7.0;110.0
4784;  Oost Europa            per touringcar;winter  1993;;
4785;  Oost Europa            per touringcar;  december  1992;;
4786;  Oost Europa            per touringcar;  januari   1993;;
4787;  Oost Europa            per touringcar;  februari  1993;;
4788;  Oost Europa            per touringcar;  maart     1993;;
4789;  Oost Europa            per touringcar;zomer   1993;7.0;108.0
4790;  Oost Europa            per touringcar;  april     1993;7.0;110.0
4791;  Oost Europa            per touringcar;  mei       1993;7.0;108.0
4792;  Oost Europa            per touringcar;  juni      1993;7.0;109.0
4793;  Oost Europa            per touringcar;  juli      1993;7.0;109.0
4794;  Oost Europa            per touringcar;  augustus  1993;7.0;109.0
4795;  Oost Europa            per touringcar;  september 1993;7.0;108.0
4796;  Oost Europa            per touringcar;  oktober   1993;7.0;105.0
4797;  Oost Europa            per touringcar;winter  1994;;
4798;  Oost Europa            per touringcar;  december  1993;;
4799;  Oost Europa            per touringcar;  januari   1994;;
4800;  Oost Europa            per touringcar;  februari  1994;;
4801;  Oost Europa            per touringcar;  maart     1994;;
4802;  Oost Europa            per touringcar;zomer   1994;7.0;112.0
4803;  Oost Europa            per touringcar;  april     1994;7.0;110.0
4804;  Oost Europa            per touringcar;  mei       1994;7.0;109.0
4805;  Oost Europa            per touringcar;  juni      1994;7.0;114.0
4806;  Oost Europa            per touringcar;  juli      1994;7.0;114.0
4807;  Oost Europa            per touringcar;  augustus  1994;7.0;114.0
4808;  Oost Europa            per touringcar;  september 1994;7.0;113.0
4809;  Oost Europa            per touringcar;  oktober   1994;7.0;107.0
4810;  Oost Europa            per touringcar;winter  1995;;
4811;  Oost Europa            per touringcar;  december  1994;;
4812;  Oost Europa            per touringcar;  januari   1995;;
4813;  Oost Europa            per touringcar;  februari  1995;;
4814;  Oost Europa            per touringcar;  maart     1995;;
4815;  Oost Europa            per touringcar;zomer   1995;7.0;114.0
4816;  Oost Europa            per touringcar;  april     1995;7.0;105.0
4817;  Oost Europa            per touringcar;  mei       1995;7.0;109.0
4818;  Oost Europa            per touringcar;  juni      1995;7.0;116.0
4819;  Oost Europa            per touringcar;  juli      1995;7.0;127.0
4820;  Oost Europa            per touringcar;  augustus  1995;7.0;123.0
4821;  Oost Europa            per touringcar;  september 1995;7.0;112.0
4822;  Oost Europa            per touringcar;  oktober   1995;7.0;109.0
4823;  Oost Europa            per touringcar;winter  1996;;
4824;  Oost Europa            per touringcar;  december  1995;;
4825;  Oost Europa            per touringcar;  januari   1996;;
4826;  Oost Europa            per touringcar;  februari  1996;;
4827;  Oost Europa            per touringcar;  maart     1996;;
4828;  Oost Europa            per touringcar;zomer   1996;7.0;113.0
4829;  Oost Europa            per touringcar;  april     1996;7.0;105.0
4830;  Oost Europa            per touringcar;  mei       1996;7.0;107.0
4831;  Oost Europa            per touringcar;  juni      1996;7.0;112.0
4832;  Oost Europa            per touringcar;  juli      1996;7.0;123.0
4833;  Oost Europa            per touringcar;  augustus  1996;7.0;118.0
4834;  Oost Europa            per touringcar;  september 1996;7.0;113.0
4835;  Oost Europa            per touringcar;  oktober   1996;7.0;114.0
4836;  Oost Europa            per vliegtuig;winter  1985;;
4837;  Oost Europa            per vliegtuig;  december  1984;;
4838;  Oost Europa            per vliegtuig;  januari   1985;;
4839;  Oost Europa            per vliegtuig;  februari  1985;;
4840;  Oost Europa            per vliegtuig;  maart     1985;;
4841;  Oost Europa            per vliegtuig;zomer   1985;;
4842;  Oost Europa            per vliegtuig;  april     1985;;
4843;  Oost Europa            per vliegtuig;  mei       1985;;
4844;  Oost Europa            per vliegtuig;  juni      1985;;
4845;  Oost Europa            per vliegtuig;  juli      1985;;
4846;  Oost Europa            per vliegtuig;  augustus  1985;;
4847;  Oost Europa            per vliegtuig;  september 1985;;
4848;  Oost Europa            per vliegtuig;  oktober   1985;;
4849;  Oost Europa            per vliegtuig;winter  1986;;
4850;  Oost Europa            per vliegtuig;  december  1985;;
4851;  Oost Europa            per vliegtuig;  januari   1986;;
4852;  Oost Europa            per vliegtuig;  februari  1986;;
4853;  Oost Europa            per vliegtuig;  maart     1986;;
4854;  Oost Europa            per vliegtuig;zomer   1986;;
4855;  Oost Europa            per vliegtuig;  april     1986;;
4856;  Oost Europa            per vliegtuig;  mei       1986;;
4857;  Oost Europa            per vliegtuig;  juni      1986;;
4858;  Oost Europa            per vliegtuig;  juli      1986;;
4859;  Oost Europa            per vliegtuig;  augustus  1986;;
4860;  Oost Europa            per vliegtuig;  september 1986;;
4861;  Oost Europa            per vliegtuig;  oktober   1986;;
4862;  Oost Europa            per vliegtuig;winter  1987;;
4863;  Oost Europa            per vliegtuig;  december  1986;;
4864;  Oost Europa            per vliegtuig;  januari   1987;;
4865;  Oost Europa            per vliegtuig;  februari  1987;;
4866;  Oost Europa            per vliegtuig;  maart     1987;;
4867;  Oost Europa            per vliegtuig;zomer   1987;;
4868;  Oost Europa            per vliegtuig;  april     1987;;
4869;  Oost Europa            per vliegtuig;  mei       1987;;
4870;  Oost Europa            per vliegtuig;  juni      1987;;
4871;  Oost Europa            per vliegtuig;  juli      1987;;
4872;  Oost Europa            per vliegtuig;  augustus  1987;;
4873;  Oost Europa            per vliegtuig;  september 1987;;
4874;  Oost Europa            per vliegtuig;  oktober   1987;;
4875;  Oost Europa            per vliegtuig;winter  1988;;
4876;  Oost Europa            per vliegtuig;  december  1987;;
4877;  Oost Europa            per vliegtuig;  januari   1988;;
4878;  Oost Europa            per vliegtuig;  februari  1988;;
4879;  Oost Europa            per vliegtuig;  maart     1988;;
4880;  Oost Europa            per vliegtuig;zomer   1988;;
4881;  Oost Europa            per vliegtuig;  april     1988;;
4882;  Oost Europa            per vliegtuig;  mei       1988;;
4883;  Oost Europa            per vliegtuig;  juni      1988;;
4884;  Oost Europa            per vliegtuig;  juli      1988;;
4885;  Oost Europa            per vliegtuig;  augustus  1988;;
4886;  Oost Europa            per vliegtuig;  september 1988;;
4887;  Oost Europa            per vliegtuig;  oktober   1988;;
4888;  Oost Europa            per vliegtuig;winter  1989;;
4889;  Oost Europa            per vliegtuig;  december  1988;;
4890;  Oost Europa            per vliegtuig;  januari   1989;;
4891;  Oost Europa            per vliegtuig;  februari  1989;;
4892;  Oost Europa            per vliegtuig;  maart     1989;;
4893;  Oost Europa            per vliegtuig;zomer   1989;;
4894;  Oost Europa            per vliegtuig;  april     1989;;
4895;  Oost Europa            per vliegtuig;  mei       1989;;
4896;  Oost Europa            per vliegtuig;  juni      1989;;
4897;  Oost Europa            per vliegtuig;  juli      1989;;
4898;  Oost Europa            per vliegtuig;  augustus  1989;;
4899;  Oost Europa            per vliegtuig;  september 1989;;
4900;  Oost Europa            per vliegtuig;  oktober   1989;;
4901;  Oost Europa            per vliegtuig;winter  1990;;
4902;  Oost Europa            per vliegtuig;  december  1989;;
4903;  Oost Europa            per vliegtuig;  januari   1990;;
4904;  Oost Europa            per vliegtuig;  februari  1990;;
4905;  Oost Europa            per vliegtuig;  maart     1990;;
4906;  Oost Europa            per vliegtuig;zomer   1990;10.0;100.0
4907;  Oost Europa            per vliegtuig;  april     1990;10.0;100.0
4908;  Oost Europa            per vliegtuig;  mei       1990;10.0;100.0
4909;  Oost Europa            per vliegtuig;  juni      1990;10.0;100.0
4910;  Oost Europa            per vliegtuig;  juli      1990;10.0;100.0
4911;  Oost Europa            per vliegtuig;  augustus  1990;10.0;100.0
4912;  Oost Europa            per vliegtuig;  september 1990;10.0;100.0
4913;  Oost Europa            per vliegtuig;  oktober   1990;10.0;100.0
4914;  Oost Europa            per vliegtuig;winter  1991;;
4915;  Oost Europa            per vliegtuig;  december  1990;;
4916;  Oost Europa            per vliegtuig;  januari   1991;;
4917;  Oost Europa            per vliegtuig;  februari  1991;;
4918;  Oost Europa            per vliegtuig;  maart     1991;;
4919;  Oost Europa            per vliegtuig;zomer   1991;10.0;103.0
4920;  Oost Europa            per vliegtuig;  april     1991;10.0;113.0
4921;  Oost Europa            per vliegtuig;  mei       1991;10.0;96.0
4922;  Oost Europa            per vliegtuig;  juni      1991;10.0;106.0
4923;  Oost Europa            per vliegtuig;  juli      1991;10.0;116.0
4924;  Oost Europa            per vliegtuig;  augustus  1991;10.0;109.0
4925;  Oost Europa            per vliegtuig;  september 1991;10.0;96.0
4926;  Oost Europa            per vliegtuig;  oktober   1991;10.0;89.0
4927;  Oost Europa            per vliegtuig;winter  1992;;
4928;  Oost Europa            per vliegtuig;  december  1991;;
4929;  Oost Europa            per vliegtuig;  januari   1992;;
4930;  Oost Europa            per vliegtuig;  februari  1992;;
4931;  Oost Europa            per vliegtuig;  maart     1992;;
4932;  Oost Europa            per vliegtuig;zomer   1992;10.0;99.0
4933;  Oost Europa            per vliegtuig;  april     1992;10.0;90.0
4934;  Oost Europa            per vliegtuig;  mei       1992;10.0;93.0
4935;  Oost Europa            per vliegtuig;  juni      1992;10.0;104.0
4936;  Oost Europa            per vliegtuig;  juli      1992;10.0;112.0
4937;  Oost Europa            per vliegtuig;  augustus  1992;10.0;106.0
4938;  Oost Europa            per vliegtuig;  september 1992;10.0;97.0
4939;  Oost Europa            per vliegtuig;  oktober   1992;10.0;90.0
4940;  Oost Europa            per vliegtuig;winter  1993;;
4941;  Oost Europa            per vliegtuig;  december  1992;;
4942;  Oost Europa            per vliegtuig;  januari   1993;;
4943;  Oost Europa            per vliegtuig;  februari  1993;;
4944;  Oost Europa            per vliegtuig;  maart     1993;;
4945;  Oost Europa            per vliegtuig;zomer   1993;10.0;99.0
4946;  Oost Europa            per vliegtuig;  april     1993;10.0;89.0
4947;  Oost Europa            per vliegtuig;  mei       1993;10.0;97.0
4948;  Oost Europa            per vliegtuig;  juni      1993;10.0;104.0
4949;  Oost Europa            per vliegtuig;  juli      1993;10.0;111.0
4950;  Oost Europa            per vliegtuig;  augustus  1993;10.0;106.0
4951;  Oost Europa            per vliegtuig;  september 1993;10.0;96.0
4952;  Oost Europa            per vliegtuig;  oktober   1993;10.0;90.0
4953;  Oost Europa            per vliegtuig;winter  1994;;
4954;  Oost Europa            per vliegtuig;  december  1993;;
4955;  Oost Europa            per vliegtuig;  januari   1994;;
4956;  Oost Europa            per vliegtuig;  februari  1994;;
4957;  Oost Europa            per vliegtuig;  maart     1994;;
4958;  Oost Europa            per vliegtuig;zomer   1994;10.0;103.0
4959;  Oost Europa            per vliegtuig;  april     1994;10.0;93.0
4960;  Oost Europa            per vliegtuig;  mei       1994;10.0;98.0
4961;  Oost Europa            per vliegtuig;  juni      1994;10.0;107.0
4962;  Oost Europa            per vliegtuig;  juli      1994;10.0;115.0
4963;  Oost Europa            per vliegtuig;  augustus  1994;10.0;109.0
4964;  Oost Europa            per vliegtuig;  september 1994;10.0;99.0
4965;  Oost Europa            per vliegtuig;  oktober   1994;10.0;99.0
4966;  Oost Europa            per vliegtuig;winter  1995;;
4967;  Oost Europa            per vliegtuig;  december  1994;;
4968;  Oost Europa            per vliegtuig;  januari   1995;;
4969;  Oost Europa            per vliegtuig;  februari  1995;;
4970;  Oost Europa            per vliegtuig;  maart     1995;;
4971;  Oost Europa            per vliegtuig;zomer   1995;10.0;109.0
4972;  Oost Europa            per vliegtuig;  april     1995;10.0;100.0
4973;  Oost Europa            per vliegtuig;  mei       1995;10.0;102.0
4974;  Oost Europa            per vliegtuig;  juni      1995;10.0;116.0
4975;  Oost Europa            per vliegtuig;  juli      1995;10.0;127.0
4976;  Oost Europa            per vliegtuig;  augustus  1995;10.0;118.0
4977;  Oost Europa            per vliegtuig;  september 1995;10.0;101.0
4978;  Oost Europa            per vliegtuig;  oktober   1995;10.0;101.0
4979;  Oost Europa            per vliegtuig;winter  1996;;
4980;  Oost Europa            per vliegtuig;  december  1995;;
4981;  Oost Europa            per vliegtuig;  januari   1996;;
4982;  Oost Europa            per vliegtuig;  februari  1996;;
4983;  Oost Europa            per vliegtuig;  maart     1996;;
4984;  Oost Europa            per vliegtuig;zomer   1996;10.0;105.0
4985;  Oost Europa            per vliegtuig;  april     1996;10.0;98.0
4986;  Oost Europa            per vliegtuig;  mei       1996;10.0;98.0
4987;  Oost Europa            per vliegtuig;  juni      1996;10.0;106.0
4988;  Oost Europa            per vliegtuig;  juli      1996;10.0;124.0
4989;  Oost Europa            per vliegtuig;  augustus  1996;10.0;117.0
4990;  Oost Europa            per vliegtuig;  september 1996;10.0;102.0
4991;  Oost Europa            per vliegtuig;  oktober   1996;10.0;89.0
4992;  Oostenrijk             per auto;winter  1985;121.0;81.0
4993;  Oostenrijk             per auto;  december  1984;121.0;81.0
4994;  Oostenrijk             per auto;  januari   1985;121.0;81.0
4995;  Oostenrijk             per auto;  februari  1985;121.0;81.0
4996;  Oostenrijk             per auto;  maart     1985;121.0;81.0
4997;  Oostenrijk             per auto;zomer   1985;12.0;86.0
4998;  Oostenrijk             per auto;  april     1985;12.0;86.0
4999;  Oostenrijk             per auto;  mei       1985;12.0;86.0
5000;  Oostenrijk             per auto;  juni      1985;12.0;86.0
5001;  Oostenrijk             per auto;  juli      1985;12.0;86.0
5002;  Oostenrijk             per auto;  augustus  1985;12.0;86.0
5003;  Oostenrijk             per auto;  september 1985;12.0;86.0
5004;  Oostenrijk             per auto;  oktober   1985;12.0;86.0
5005;  Oostenrijk             per auto;winter  1986;121.0;88.0
5006;  Oostenrijk             per auto;  december  1985;121.0;92.0
5007;  Oostenrijk             per auto;  januari   1986;121.0;82.0
5008;  Oostenrijk             per auto;  februari  1986;121.0;95.0
5009;  Oostenrijk             per auto;  maart     1986;121.0;81.0
5010;  Oostenrijk             per auto;zomer   1986;12.0;91.0
5011;  Oostenrijk             per auto;  april     1986;12.0;82.0
5012;  Oostenrijk             per auto;  mei       1986;12.0;86.0
5013;  Oostenrijk             per auto;  juni      1986;12.0;92.0
5014;  Oostenrijk             per auto;  juli      1986;12.0;110.0
5015;  Oostenrijk             per auto;  augustus  1986;12.0;95.0
5016;  Oostenrijk             per auto;  september 1986;12.0;86.0
5017;  Oostenrijk             per auto;  oktober   1986;12.0;86.0
5018;  Oostenrijk             per auto;winter  1987;121.0;89.0
5019;  Oostenrijk             per auto;  december  1986;121.0;99.0
5020;  Oostenrijk             per auto;  januari   1987;121.0;80.0
5021;  Oostenrijk             per auto;  februari  1987;121.0;95.0
5022;  Oostenrijk             per auto;  maart     1987;121.0;82.0
5023;  Oostenrijk             per auto;zomer   1987;12.0;93.0
5024;  Oostenrijk             per auto;  april     1987;12.0;86.0
5025;  Oostenrijk             per auto;  mei       1987;12.0;90.0
5026;  Oostenrijk             per auto;  juni      1987;12.0;91.0
5027;  Oostenrijk             per auto;  juli      1987;12.0;106.0
5028;  Oostenrijk             per auto;  augustus  1987;12.0;98.0
5029;  Oostenrijk             per auto;  september 1987;12.0;90.0
5030;  Oostenrijk             per auto;  oktober   1987;12.0;90.0
5031;  Oostenrijk             per auto;winter  1988;121.0;99.0
5032;  Oostenrijk             per auto;  december  1987;121.0;110.0
5033;  Oostenrijk             per auto;  januari   1988;121.0;90.0
5034;  Oostenrijk             per auto;  februari  1988;121.0;106.0
5035;  Oostenrijk             per auto;  maart     1988;121.0;88.0
5036;  Oostenrijk             per auto;zomer   1988;12.0;94.0
5037;  Oostenrijk             per auto;  april     1988;12.0;88.0
5038;  Oostenrijk             per auto;  mei       1988;12.0;91.0
5039;  Oostenrijk             per auto;  juni      1988;12.0;92.0
5040;  Oostenrijk             per auto;  juli      1988;12.0;107.0
5041;  Oostenrijk             per auto;  augustus  1988;12.0;104.0
5042;  Oostenrijk             per auto;  september 1988;12.0;89.0
5043;  Oostenrijk             per auto;  oktober   1988;12.0;89.0
5044;  Oostenrijk             per auto;winter  1989;121.0;104.0
5045;  Oostenrijk             per auto;  december  1988;121.0;119.0
5046;  Oostenrijk             per auto;  januari   1989;121.0;93.0
5047;  Oostenrijk             per auto;  februari  1989;121.0;112.0
5048;  Oostenrijk             per auto;  maart     1989;121.0;93.0
5049;  Oostenrijk             per auto;zomer   1989;12.0;97.0
5050;  Oostenrijk             per auto;  april     1989;12.0;91.0
5051;  Oostenrijk             per auto;  mei       1989;12.0;91.0
5052;  Oostenrijk             per auto;  juni      1989;12.0;93.0
5053;  Oostenrijk             per auto;  juli      1989;12.0;109.0
5054;  Oostenrijk             per auto;  augustus  1989;12.0;110.0
5055;  Oostenrijk             per auto;  september 1989;12.0;91.0
5056;  Oostenrijk             per auto;  oktober   1989;12.0;91.0
5057;  Oostenrijk             per auto;winter  1990;121.0;100.0
5058;  Oostenrijk             per auto;  december  1989;;
5059;  Oostenrijk             per auto;  januari   1990;121.0;100.0
5060;  Oostenrijk             per auto;  februari  1990;121.0;100.0
5061;  Oostenrijk             per auto;  maart     1990;121.0;100.0
5062;  Oostenrijk             per auto;zomer   1990;12.0;100.0
5063;  Oostenrijk             per auto;  april     1990;12.0;100.0
5064;  Oostenrijk             per auto;  mei       1990;12.0;100.0
5065;  Oostenrijk             per auto;  juni      1990;12.0;100.0
5066;  Oostenrijk             per auto;  juli      1990;12.0;100.0
5067;  Oostenrijk             per auto;  augustus  1990;12.0;100.0
5068;  Oostenrijk             per auto;  september 1990;12.0;100.0
5069;  Oostenrijk             per auto;  oktober   1990;12.0;100.0
5070;  Oostenrijk             per auto;winter  1991;121.0;106.0
5071;  Oostenrijk             per auto;  december  1990;121.0;118.0
5072;  Oostenrijk             per auto;  januari   1991;121.0;93.0
5073;  Oostenrijk             per auto;  februari  1991;121.0;116.0
5074;  Oostenrijk             per auto;  maart     1991;121.0;98.0
5075;  Oostenrijk             per auto;zomer   1991;12.0;101.0
5076;  Oostenrijk             per auto;  april     1991;12.0;95.0
5077;  Oostenrijk             per auto;  mei       1991;12.0;94.0
5078;  Oostenrijk             per auto;  juni      1991;12.0;99.0
5079;  Oostenrijk             per auto;  juli      1991;12.0;123.0
5080;  Oostenrijk             per auto;  augustus  1991;12.0;110.0
5081;  Oostenrijk             per auto;  september 1991;12.0;95.0
5082;  Oostenrijk             per auto;  oktober   1991;12.0;95.0
5083;  Oostenrijk             per auto;winter  1992;121.0;109.0
5084;  Oostenrijk             per auto;  december  1991;121.0;121.0
5085;  Oostenrijk             per auto;  januari   1992;121.0;95.0
5086;  Oostenrijk             per auto;  februari  1992;121.0;120.0
5087;  Oostenrijk             per auto;  maart     1992;121.0;101.0
5088;  Oostenrijk             per auto;zomer   1992;12.0;111.0
5089;  Oostenrijk             per auto;  april     1992;12.0;98.0
5090;  Oostenrijk             per auto;  mei       1992;12.0;100.0
5091;  Oostenrijk             per auto;  juni      1992;12.0;109.0
5092;  Oostenrijk             per auto;  juli      1992;12.0;132.0
5093;  Oostenrijk             per auto;  augustus  1992;12.0;123.0
5094;  Oostenrijk             per auto;  september 1992;12.0;106.0
5095;  Oostenrijk             per auto;  oktober   1992;12.0;106.0
5096;  Oostenrijk             per auto;winter  1993;121.0;117.0
5097;  Oostenrijk             per auto;  december  1992;121.0;126.0
5098;  Oostenrijk             per auto;  januari   1993;121.0;103.0
5099;  Oostenrijk             per auto;  februari  1993;121.0;130.0
5100;  Oostenrijk             per auto;  maart     1993;121.0;107.0
5101;  Oostenrijk             per auto;zomer   1993;12.0;121.0
5102;  Oostenrijk             per auto;  april     1993;12.0;116.0
5103;  Oostenrijk             per auto;  mei       1993;12.0;114.0
5104;  Oostenrijk             per auto;  juni      1993;12.0;117.0
5105;  Oostenrijk             per auto;  juli      1993;12.0;141.0
5106;  Oostenrijk             per auto;  augustus  1993;12.0;131.0
5107;  Oostenrijk             per auto;  september 1993;12.0;114.0
5108;  Oostenrijk             per auto;  oktober   1993;12.0;114.0
5109;  Oostenrijk             per auto;winter  1994;121.0;122.0
5110;  Oostenrijk             per auto;  december  1993;121.0;131.0
5111;  Oostenrijk             per auto;  januari   1994;121.0;109.0
5112;  Oostenrijk             per auto;  februari  1994;121.0;135.0
5113;  Oostenrijk             per auto;  maart     1994;121.0;113.0
5114;  Oostenrijk             per auto;zomer   1994;12.0;127.0
5115;  Oostenrijk             per auto;  april     1994;12.0;120.0
5116;  Oostenrijk             per auto;  mei       1994;12.0;121.0
5117;  Oostenrijk             per auto;  juni      1994;12.0;123.0
5118;  Oostenrijk             per auto;  juli      1994;12.0;145.0
5119;  Oostenrijk             per auto;  augustus  1994;12.0;137.0
5120;  Oostenrijk             per auto;  september 1994;12.0;121.0
5121;  Oostenrijk             per auto;  oktober   1994;12.0;120.0
5122;  Oostenrijk             per auto;winter  1995;121.0;128.0
5123;  Oostenrijk             per auto;  december  1994;121.0;143.0
5124;  Oostenrijk             per auto;  januari   1995;121.0;113.0
5125;  Oostenrijk             per auto;  februari  1995;121.0;138.0
5126;  Oostenrijk             per auto;  maart     1995;121.0;118.0
5127;  Oostenrijk             per auto;zomer   1995;12.0;129.0
5128;  Oostenrijk             per auto;  april     1995;12.0;120.0
5129;  Oostenrijk             per auto;  mei       1995;12.0;126.0
5130;  Oostenrijk             per auto;  juni      1995;12.0;125.0
5131;  Oostenrijk             per auto;  juli      1995;12.0;149.0
5132;  Oostenrijk             per auto;  augustus  1995;12.0;142.0
5133;  Oostenrijk             per auto;  september 1995;12.0;123.0
5134;  Oostenrijk             per auto;  oktober   1995;12.0;122.0
5135;  Oostenrijk             per auto;winter  1996;;
5136;  Oostenrijk             per auto;  december  1995;121.0;135.0
5137;  Oostenrijk             per auto;  januari   1996;121.0;114.0
5138;  Oostenrijk             per auto;  februari  1996;121.0;139.0
5139;  Oostenrijk             per auto;  maart     1996;121.0;117.0
5140;  Oostenrijk             per auto;zomer   1996;12.0;132.0
5141;  Oostenrijk             per auto;  april     1996;12.0;124.0
5142;  Oostenrijk             per auto;  mei       1996;12.0;126.0
5143;  Oostenrijk             per auto;  juni      1996;12.0;128.0
5144;  Oostenrijk             per auto;  juli      1996;12.0;153.0
5145;  Oostenrijk             per auto;  augustus  1996;12.0;143.0
5146;  Oostenrijk             per auto;  september 1996;12.0;125.0
5147;  Oostenrijk             per auto;  oktober   1996;12.0;125.0
5148;  Oostenrijk             per touringcar;winter  1985;144.0;96.0
5149;  Oostenrijk             per touringcar;  december  1984;144.0;96.0
5150;  Oostenrijk             per touringcar;  januari   1985;144.0;96.0
5151;  Oostenrijk             per touringcar;  februari  1985;144.0;96.0
5152;  Oostenrijk             per touringcar;  maart     1985;144.0;96.0
5153;  Oostenrijk             per touringcar;zomer   1985;32.0;84.0
5154;  Oostenrijk             per touringcar;  april     1985;32.0;84.0
5155;  Oostenrijk             per touringcar;  mei       1985;32.0;84.0
5156;  Oostenrijk             per touringcar;  juni      1985;32.0;84.0
5157;  Oostenrijk             per touringcar;  juli      1985;32.0;84.0
5158;  Oostenrijk             per touringcar;  augustus  1985;32.0;84.0
5159;  Oostenrijk             per touringcar;  september 1985;32.0;84.0
5160;  Oostenrijk             per touringcar;  oktober   1985;32.0;84.0
5161;  Oostenrijk             per touringcar;winter  1986;144.0;100.0
5162;  Oostenrijk             per touringcar;  december  1985;144.0;103.0
5163;  Oostenrijk             per touringcar;  januari   1986;144.0;95.0
5164;  Oostenrijk             per touringcar;  februari  1986;144.0;110.0
5165;  Oostenrijk             per touringcar;  maart     1986;144.0;93.0
5166;  Oostenrijk             per touringcar;zomer   1986;32.0;88.0
5167;  Oostenrijk             per touringcar;  april     1986;32.0;84.0
5168;  Oostenrijk             per touringcar;  mei       1986;32.0;86.0
5169;  Oostenrijk             per touringcar;  juni      1986;32.0;90.0
5170;  Oostenrijk             per touringcar;  juli      1986;32.0;92.0
5171;  Oostenrijk             per touringcar;  augustus  1986;32.0;90.0
5172;  Oostenrijk             per touringcar;  september 1986;32.0;87.0
5173;  Oostenrijk             per touringcar;  oktober   1986;32.0;84.0
5174;  Oostenrijk             per touringcar;winter  1987;144.0;106.0
5175;  Oostenrijk             per touringcar;  december  1986;144.0;115.0
5176;  Oostenrijk             per touringcar;  januari   1987;144.0;99.0
5177;  Oostenrijk             per touringcar;  februari  1987;144.0;110.0
