ID;Geslacht;Leeftijd;SBI93;SocialeVerzekeringsdagen;Perioden;WerknemersTotaal_1;ZonderAndereInkomstenbron_2;MetAndereInkomstenbronTotaal_3;MetUitkeringTotaal_4;MetAOUitkering_5;MetWWUitkering_6;MetBijstandsuitkering_7;MetAndereUitkering_8;MetPensioen_9;MetArbeidAlsZelfstandige_10;WerknemersTotaal_11;ZonderAndereInkomstenbron_12;MetAndereInkomstenbronTotaal_13;MetUitkeringTotaal_14;MetAOUitkering_15;MetWWUitkering_16;MetBijstandsuitkering_17;MetAndereUitkering_18;MetPensioen_19;MetArbeidAlsZelfstandige_20
105;Totaal mannen en vrouwen;0;1;200 tot 260 SV-dagen;2004, vrijdag 24 september;14.7;12.8;1.9;0.8;0.4;0.1;0.0;0.3;0.4;0.8;17.4;17.9;14.6;14.1;13.2;14.3;;16.2;8.9;17.1
106;Totaal mannen en vrouwen;0;1;200 tot 260 SV-dagen;2005, vrijdag 30 september;12.0;10.5;1.5;0.6;0.3;0.1;0.0;0.3;0.4;0.6;14.2;14.6;11.3;11.1;9.8;12.3;;12.7;7.1;14.0
107;Totaal mannen en vrouwen;0;1;200 tot 260 SV-dagen;2006, vrijdag 29 september;15.2;13.1;2.1;0.9;0.4;0.1;0.0;0.5;0.4;0.9;19.8;20.2;17.8;15.9;13.9;14.2;;18.1;15.8;20.1
108;Totaal mannen en vrouwen;0;1;200 tot 260 SV-dagen;2007, vrijdag 28 september;13.8;11.9;1.9;0.8;0.4;0.1;0.0;0.4;;0.9;19.4;19.7;17.8;15.4;13.7;14.0;;17.8;;20.7
109;Totaal mannen en vrouwen;0;1;200 tot 260 SV-dagen;2008, vrijdag 26 september;13.4;11.5;1.9;0.8;0.4;0.1;0.0;0.4;0.4;0.8;20.1;20.3;19.0;16.7;13.8;24.5;;19.1;16.7;22.1
110;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;1999, vrijdag 24 september;52.9;47.1;5.9;2.2;1.5;0.1;0.1;0.6;0.7;3.1;22.1;22.6;18.4;16.7;16.8;13.4;9.5;17.9;12.2;21.1
111;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2000, vrijdag 29 september;54.3;48.3;6.0;2.3;1.6;0.1;0.1;0.6;0.8;3.1;22.8;23.3;19.1;17.2;17.0;15.6;9.8;18.7;12.7;22.2
112;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2001, vrijdag 28 september;51.9;46.1;5.8;2.2;1.5;0.1;0.1;0.6;0.9;2.9;24.2;24.7;20.2;18.2;17.8;14.0;13.3;20.1;13.3;23.8
113;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2002, vrijdag 27 september;53.4;47.3;6.1;2.4;1.7;0.1;0.1;0.6;1.1;2.9;25.1;25.7;20.8;19.2;18.4;16.6;13.0;21.7;13.2;25.0
114;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2003, vrijdag 26 september;55.8;49.5;6.3;2.4;1.7;0.1;0.1;0.7;1.3;2.9;26.1;26.8;21.0;19.4;18.5;17.0;11.5;21.8;13.6;25.4
115;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2004, vrijdag 24 september;56.4;50.3;6.1;2.3;1.6;0.1;0.0;0.7;1.5;2.6;26.1;26.8;20.5;19.1;18.3;12.8;;21.9;12.9;25.6
116;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2005, vrijdag 30 september;68.4;60.3;8.0;3.0;1.8;0.2;0.1;1.4;2.0;3.5;22.8;23.4;18.2;15.8;15.1;11.4;7.3;17.9;13.1;22.9
117;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2006, vrijdag 29 september;50.2;44.9;5.3;2.0;1.1;0.1;0.0;1.0;0.9;2.7;28.0;28.6;23.7;20.4;17.0;16.3;;24.3;19.1;26.8
118;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2007, vrijdag 28 september;52.3;46.5;5.8;2.4;1.3;0.1;0.0;1.2;;2.9;29.3;29.8;24.7;21.1;18.7;18.9;;24.2;;28.7
119;Totaal mannen en vrouwen;0;1;260 of meer SV-dagen;2008, vrijdag 26 september;51.9;46.2;5.7;2.2;1.2;0.0;0.0;1.1;1.1;2.8;30.5;31.1;25.9;22.2;18.6;;;26.5;20.7;29.9
120;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;1999, vrijdag 24 september;1420.0;1276.0;144.0;109.6;86.7;4.3;3.2;22.8;12.9;25.2;25.1;25.7;19.1;17.5;17.2;12.4;6.1;20.4;17.9;26.3
121;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2000, vrijdag 29 september;1424.6;1277.5;147.1;110.4;89.5;3.7;3.2;23.1;13.9;26.9;26.1;26.8;20.1;17.9;17.7;13.7;6.6;20.4;18.8;29.5
122;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2001, vrijdag 28 september;1421.8;1272.7;149.1;111.9;91.2;3.1;3.1;24.1;16.0;25.8;27.8;28.6;21.2;19.1;18.8;14.2;7.0;21.7;19.3;31.2
123;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2002, vrijdag 27 september;1381.9;1235.1;146.9;110.8;90.3;3.7;3.0;24.8;17.3;23.5;28.9;29.7;21.8;19.8;19.5;15.0;7.2;22.5;20.2;32.5
124;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2003, vrijdag 26 september;1327.4;1184.8;142.7;105.3;84.8;4.0;2.8;24.3;19.4;23.1;29.8;30.7;22.4;20.3;19.9;14.6;7.1;23.4;21.8;32.7
125;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2004, vrijdag 24 september;1281.1;1144.2;136.9;102.7;82.6;4.6;2.7;23.8;19.7;19.6;30.6;31.6;22.1;20.2;19.7;13.9;7.0;23.5;21.4;32.7
126;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2005, vrijdag 30 september;1251.9;1113.0;138.9;102.2;76.5;4.4;2.7;33.0;22.2;20.1;31.0;32.1;22.1;20.1;18.9;13.8;6.7;23.5;21.8;32.3
127;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2006, vrijdag 29 september;1208.5;1073.4;135.1;95.0;67.8;3.5;2.4;32.8;21.4;24.0;32.8;33.9;24.0;21.1;19.4;16.6;7.0;25.4;25.1;34.7
128;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2007, vrijdag 28 september;1218.8;1089.3;129.5;88.5;67.0;3.1;2.3;25.9;;23.0;33.6;34.8;23.7;20.7;19.3;17.9;7.2;25.4;;34.1
129;Totaal mannen en vrouwen;0;2;Totaal SV-dagen;2008, vrijdag 26 september;1222.7;1091.6;131.1;87.1;66.1;2.4;2.7;24.0;26.3;23.3;34.9;36.1;24.4;21.2;19.6;20.8;7.4;26.8;25.6;35.0
130;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;1999, vrijdag 24 september;10.4;8.4;2.0;1.3;0.6;0.2;0.4;0.4;0.4;0.3;1.2;1.1;1.9;1.8;2.0;2.1;1.3;1.9;2.0;2.5
131;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2000, vrijdag 29 september;10.3;8.4;1.9;1.2;0.6;0.1;0.3;0.3;0.5;0.4;1.4;1.1;2.4;1.9;2.2;2.0;1.3;2.0;3.0;3.4
132;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2001, vrijdag 28 september;9.9;8.0;1.9;1.2;0.6;0.1;0.3;0.4;0.5;0.3;1.7;1.5;2.7;2.3;2.8;2.8;1.6;2.1;3.6;3.0
133;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2002, vrijdag 27 september;8.5;6.7;1.8;1.1;0.6;0.1;0.2;0.3;0.5;0.3;1.7;1.3;2.9;2.7;3.0;4.6;1.7;2.5;3.3;3.4
134;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2003, vrijdag 26 september;7.8;6.1;1.7;1.0;0.5;0.2;0.1;0.3;0.5;0.3;1.8;1.4;3.2;2.9;3.1;3.8;1.8;2.4;4.0;3.1
135;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2004, vrijdag 24 september;7.8;6.1;1.7;1.0;0.5;0.2;0.1;0.3;0.6;0.2;2.1;1.8;3.1;2.6;2.8;3.0;1.7;2.8;3.7;3.4
136;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2005, vrijdag 30 september;8.2;6.3;1.9;1.0;0.5;0.2;0.2;0.4;0.8;0.2;2.1;1.8;3.1;2.4;2.8;2.7;1.5;2.3;4.0;4.5
137;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2006, vrijdag 29 september;8.9;7.0;1.9;0.9;0.4;0.2;0.2;0.4;0.9;0.3;2.9;2.6;4.1;3.2;3.3;3.1;1.7;3.8;4.3;7.1
138;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2007, vrijdag 28 september;9.5;7.2;2.3;1.2;0.3;0.1;0.2;0.7;;0.2;2.0;1.6;2.9;1.7;2.6;2.9;1.4;1.3;;4.8
139;Totaal mannen en vrouwen;0;2;0 tot 50 SV-dagen;2008, vrijdag 26 september;8.7;6.8;1.9;0.7;0.3;0.1;0.1;0.2;1.1;0.3;2.2;1.8;3.9;2.7;3.1;2.7;1.8;2.7;4.6;4.3
140;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;1999, vrijdag 24 september;28.0;22.3;5.6;3.6;1.7;0.5;0.7;1.1;1.0;1.3;3.3;3.0;4.6;3.9;3.9;5.1;3.1;4.2;5.3;6.3
141;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2000, vrijdag 29 september;28.2;22.5;5.8;3.5;1.8;0.4;0.7;1.1;1.2;1.4;3.8;3.4;5.3;4.4;4.2;5.8;3.1;5.2;6.6;6.9
142;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2001, vrijdag 28 september;28.1;22.6;5.5;3.3;1.8;0.3;0.6;1.0;1.3;1.2;4.2;3.9;5.1;4.4;4.6;6.3;3.3;4.7;5.4;6.8
143;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2002, vrijdag 27 september;27.2;21.3;5.9;3.7;2.0;0.6;0.6;1.1;1.4;1.1;4.1;3.7;5.6;5.0;5.1;7.6;3.5;4.8;6.6;7.0
144;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2003, vrijdag 26 september;26.8;21.3;5.5;3.2;1.7;0.5;0.4;1.1;1.5;1.1;4.4;4.1;5.6;4.8;4.6;6.2;3.6;5.1;6.6;6.9
145;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2004, vrijdag 24 september;26.3;20.9;5.4;3.2;1.5;0.7;0.4;1.1;1.5;1.0;4.6;4.2;6.1;5.4;5.2;7.5;3.2;5.7;6.9;7.3
146;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2005, vrijdag 30 september;27.0;21.3;5.6;3.3;1.5;0.6;0.4;1.3;1.8;0.9;4.7;4.5;5.6;4.9;4.4;5.8;3.3;5.7;6.4;7.1
147;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2006, vrijdag 29 september;25.7;19.7;6.0;2.9;1.2;0.4;0.4;1.3;2.4;1.0;5.3;4.8;7.1;5.8;5.7;7.5;4.0;5.9;8.0;9.3
148;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2007, vrijdag 28 september;25.3;19.2;6.2;2.6;1.2;0.3;0.3;1.0;;1.1;5.2;4.6;6.9;5.0;4.9;6.6;3.7;5.0;;9.4
149;Totaal mannen en vrouwen;0;2;50 tot 100 SV-dagen;2008, vrijdag 26 september;25.8;19.2;6.6;2.5;1.2;0.2;0.4;0.9;3.3;1.1;5.4;4.7;7.4;5.4;5.5;6.5;3.8;5.7;8.3;9.2
150;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;1999, vrijdag 24 september;99.2;83.0;16.2;10.3;5.9;1.2;1.0;3.2;2.3;4.2;10.7;10.7;10.6;9.2;9.2;10.2;5.6;10.0;10.3;14.1
151;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2000, vrijdag 29 september;97.3;80.6;16.7;10.1;6.0;1.1;1.0;3.3;2.6;4.6;11.4;11.3;11.5;9.6;9.6;11.3;5.9;10.4;12.5;15.0
152;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2001, vrijdag 28 september;94.3;77.9;16.4;9.8;6.1;0.8;0.9;3.3;3.0;4.2;11.9;11.8;12.3;10.4;10.4;12.1;6.2;11.4;13.9;15.6
153;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2002, vrijdag 27 september;100.6;83.6;17.0;10.6;6.6;1.1;0.9;3.5;3.3;4.0;12.9;12.9;12.7;11.2;11.0;13.8;6.5;12.2;13.8;16.2
154;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2003, vrijdag 26 september;100.2;83.3;16.9;10.4;6.3;1.3;0.8;3.5;3.5;3.8;13.7;13.8;13.2;11.6;11.5;12.8;6.3;12.9;14.3;16.7
155;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2004, vrijdag 24 september;99.3;82.3;17.0;10.4;6.3;1.4;0.8;3.5;3.9;3.5;13.9;14.0;13.4;11.7;11.4;13.1;6.4;12.9;14.7;17.1
156;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2005, vrijdag 30 september;100.2;81.8;18.4;11.6;5.7;1.4;0.7;5.4;4.2;3.5;14.5;14.6;14.2;12.9;11.1;12.4;6.1;15.5;15.3;17.4
157;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2006, vrijdag 29 september;98.9;78.9;20.0;10.8;5.3;1.2;0.7;5.0;5.5;4.8;15.4;15.2;16.1;13.5;11.8;14.6;6.8;15.8;17.9;20.1
158;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2007, vrijdag 28 september;97.8;78.6;19.2;9.2;5.4;0.9;0.7;3.5;;4.8;15.3;15.2;15.9;12.1;11.6;14.6;6.7;13.2;;20.7
159;Totaal mannen en vrouwen;0;2;100 tot 200 SV-dagen;2008, vrijdag 26 september;98.4;78.2;20.2;9.8;5.9;0.8;0.8;3.4;7.0;4.6;15.7;15.6;16.1;12.4;11.8;15.0;6.8;14.2;18.3;21.2
160;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;1999, vrijdag 24 september;331.5;306.1;25.4;19.3;14.2;0.8;0.4;5.7;1.6;5.0;22.4;22.7;19.0;18.1;17.1;14.3;9.1;21.6;17.2;22.8
161;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2000, vrijdag 29 september;345.1;318.6;26.4;20.1;15.7;0.7;0.4;5.8;1.8;5.2;23.3;23.6;19.2;17.7;17.3;14.9;9.7;20.1;19.3;24.6
162;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2001, vrijdag 28 september;322.1;295.5;26.5;20.0;15.9;0.5;0.5;5.8;2.2;4.9;24.7;25.1;19.9;18.5;18.0;15.6;9.8;21.0;19.9;25.6
163;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2002, vrijdag 27 september;317.9;291.0;26.9;20.6;16.6;0.6;0.5;6.0;2.4;4.6;26.2;26.7;21.2;19.6;19.2;17.0;9.3;22.3;21.7;28.0
164;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2003, vrijdag 26 september;312.9;286.1;26.8;20.3;16.2;0.7;0.5;6.1;2.7;4.6;27.3;27.8;21.9;20.2;19.6;18.2;8.6;23.5;23.0;28.6
165;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2004, vrijdag 24 september;287.9;262.6;25.3;19.4;15.7;0.7;0.5;5.6;2.9;3.8;28.0;28.6;21.6;19.9;19.3;16.0;8.8;23.9;23.4;29.0
166;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2005, vrijdag 30 september;221.6;198.1;23.6;18.0;12.7;0.7;0.4;6.7;2.9;3.5;27.8;28.5;21.6;19.7;18.0;17.1;8.2;23.5;23.7;29.2
167;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2006, vrijdag 29 september;314.0;277.6;36.4;27.0;18.9;0.8;0.5;10.7;4.5;6.2;30.3;31.2;23.8;20.9;18.5;20.5;8.6;25.5;29.7;32.6
168;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2007, vrijdag 28 september;268.4;243.1;25.3;17.8;13.2;0.6;0.4;6.1;;4.9;29.9;30.6;23.0;19.8;18.4;20.4;9.0;24.1;;31.1
169;Totaal mannen en vrouwen;0;2;200 tot 260 SV-dagen;2008, vrijdag 26 september;255.5;229.1;26.4;18.4;13.5;0.6;0.5;5.9;4.1;5.0;30.6;31.4;23.8;20.5;18.5;28.0;9.2;25.6;28.5;32.1
170;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;1999, vrijdag 24 september;951.0;856.2;94.8;75.0;64.3;1.6;0.7;12.4;7.6;14.4;28.4;29.1;21.7;19.4;18.5;16.3;10.5;24.6;22.8;33.3
171;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2000, vrijdag 29 september;943.6;847.3;96.3;75.5;65.4;1.4;0.8;12.6;7.8;15.3;29.6;30.3;23.1;20.0;19.1;17.7;10.8;25.0;23.5;38.1
172;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2001, vrijdag 28 september;967.4;868.6;98.8;77.5;66.9;1.3;0.9;13.6;8.9;15.1;31.4;32.2;24.3;21.2;20.2;17.8;10.4;26.5;24.0;40.1
173;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2002, vrijdag 27 september;927.7;832.4;95.3;74.9;64.6;1.3;0.9;13.8;9.6;13.6;32.5;33.3;25.0;22.1;21.1;19.3;10.3;27.2;24.9;41.4
174;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2003, vrijdag 26 september;879.7;787.9;91.7;70.4;60.2;1.3;1.0;13.3;11.1;13.3;33.6;34.5;25.7;22.5;21.4;19.3;9.6;28.0;26.9;41.3
175;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2004, vrijdag 24 september;859.8;772.2;87.6;68.7;58.6;1.5;0.9;13.2;10.8;11.1;34.5;35.5;25.3;22.4;21.2;18.3;9.0;28.2;26.3;41.8
176;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2005, vrijdag 30 september;894.9;805.5;89.4;68.3;56.1;1.5;0.9;19.2;12.6;11.9;34.7;35.7;25.3;22.4;20.5;18.3;9.0;27.4;26.7;40.1
177;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2006, vrijdag 29 september;761.1;690.3;70.8;53.3;42.0;1.0;0.6;15.3;8.2;11.8;37.4;38.3;28.3;23.9;21.4;22.2;9.2;30.7;34.8;44.5
178;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2007, vrijdag 28 september;817.8;741.3;76.4;57.7;46.8;1.2;0.8;14.6;;12.0;38.3;39.3;27.9;23.4;21.0;23.9;9.4;31.4;;43.5
179;Totaal mannen en vrouwen;0;2;260 of meer SV-dagen;2008, vrijdag 26 september;834.3;758.3;76.1;55.8;45.1;0.7;0.8;13.6;10.9;12.4;39.7;40.8;28.9;23.9;21.4;27.0;9.5;32.2;36.6;44.2
180;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;1999, vrijdag 24 september;9.5;8.9;0.6;0.3;0.2;0.0;0.0;0.1;0.1;0.2;44.5;44.7;42.4;34.1;33.2;;;37.7;33.9;55.2
181;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2000, vrijdag 29 september;9.5;8.8;0.7;0.3;0.2;0.0;0.0;0.1;0.1;0.3;46.8;46.7;48.5;36.8;34.7;;;40.4;33.6;62.6
182;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2001, vrijdag 28 september;9.2;8.6;0.6;0.3;0.2;0.0;0.0;0.1;0.1;0.3;50.7;50.6;52.0;39.9;38.4;;;42.4;32.1;69.1
183;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2002, vrijdag 27 september;9.1;8.4;0.6;0.3;0.2;0.0;0.0;0.1;0.1;0.3;52.9;53.0;52.3;40.5;38.1;;;44.1;36.7;69.1
184;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2003, vrijdag 26 september;8.9;8.3;0.6;0.3;0.2;0.0;0.0;0.1;0.1;0.2;54.5;54.7;51.8;41.4;38.3;;;46.8;37.5;68.7
185;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2004, vrijdag 24 september;8.7;8.1;0.5;0.3;0.2;0.0;0.0;0.1;0.1;0.2;56.6;56.8;52.8;42.4;39.6;;;46.0;45.2;70.4
186;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2005, vrijdag 30 september;8.6;8.1;0.5;0.2;0.1;0.0;0.0;0.1;0.1;0.2;58.4;58.8;53.2;42.3;38.1;;;45.6;50.3;68.7
187;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2006, vrijdag 29 september;7.1;6.6;0.5;0.2;0.1;0.0;0.0;0.1;0.1;0.2;64.1;64.9;54.1;40.7;41.4;;;41.4;58.2;63.8
188;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2007, vrijdag 28 september;7.2;6.8;0.5;0.2;0.1;0.0;0.0;0.1;;0.2;66.7;67.1;60.3;53.6;42.2;;;61.0;;61.6
189;Totaal mannen en vrouwen;0;3;Totaal SV-dagen;2008, vrijdag 26 september;7.2;6.8;0.5;0.2;0.1;0.0;0.0;0.1;0.2;0.2;69.2;69.9;59.1;53.4;42.0;;;58.9;59.7;62.4
190;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
191;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
192;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
193;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
194;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
195;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
196;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
197;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
198;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;;;;;;;
199;Totaal mannen en vrouwen;0;3;0 tot 50 SV-dagen;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
200;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;1999, vrijdag 24 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.7;7.7;;;;;;;;
201;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2000, vrijdag 29 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.6;19.1;;;;;;;;
202;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2001, vrijdag 28 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5;7.7;;;;;;;;
203;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2002, vrijdag 27 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;13.2;;;;;;;;
204;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2003, vrijdag 26 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.1;11.0;;;;;;;;
205;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2004, vrijdag 24 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.9;13.1;;;;;;;;
206;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2005, vrijdag 30 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.5;10.1;;;;;;;;
207;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2006, vrijdag 29 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;17.8;;;;;;;;
208;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2007, vrijdag 28 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;17.7;15.2;;;;;;;;
209;Totaal mannen en vrouwen;0;3;50 tot 100 SV-dagen;2008, vrijdag 26 september;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.6;26.6;;;;;;;;
210;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;1999, vrijdag 24 september;0.4;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.4;25.1;;;;;;;;
211;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2000, vrijdag 29 september;0.4;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;21.1;27.6;;;;;;;
212;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2001, vrijdag 28 september;0.4;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;23.7;25.7;;;;;;;
213;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2002, vrijdag 27 september;0.5;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.5;29.3;22.8;;;;;;;
214;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2003, vrijdag 26 september;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.4;23.9;;;;;;;;
215;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2004, vrijdag 24 september;0.4;0.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;28.2;26.6;;;;;;;
216;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2005, vrijdag 30 september;0.7;0.6;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;43.1;32.5;;;;;;;
217;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2006, vrijdag 29 september;0.6;0.6;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.2;42.4;31.8;;;;;;;
218;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2007, vrijdag 28 september;0.6;0.5;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;40.0;40.7;35.6;;;;;;;
219;Totaal mannen en vrouwen;0;3;100 tot 200 SV-dagen;2008, vrijdag 26 september;0.7;0.7;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.2;52.9;46.2;;;;;;;
