ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;Loonkosten_7;BeloningVanWerknemers_8;Lonen_9;Loonkosten_10;BeloningPerArbeidsjaar_11;LonenPerArbeidsjaar_12;LoonkostenPerArbeidsjaar_13;BeloningPerGewerktUur_14;LonenPerGewerktUur_15;LoonkostenPerGewerktUur_16;BeloningPerArbeidsjaar_17;LonenPerArbeidsjaar_18;LoonkostenPerArbeidsjaar_19;BeloningPerGewerktUur_20;LonenPerGewerktUur_21;LoonkostenPerGewerktUur_22;Arbeidsjaren_23;GewerkteUren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32
775;J Informatie en communicatie;2010;13768.0;;11230.0;;2538.0;;13615.0;-4.7;-2.5;-5.0;68.3;55.7;67.5;38.9;31.8;38.5;-0.2;2.2;-0.5;-0.5;1.8;-0.8;202;354;-4.5;-4.2;228;165;63;-4.1;-3.7;-5.0
776;J Informatie en communicatie;2011 1e kwartaal;3389.0;3481.0;2765.0;2866.0;624.0;615.0;3355.0;2.1;3.1;1.9;16.8;13.7;16.7;35.5;29.0;35.2;2.9;3.9;2.7;0.9;1.8;0.6;201;95;-0.8;1.2;229;166;63;-0.4;-0.1;-0.9
777;J Informatie en communicatie;2011 2e kwartaal;4015.0;3524.0;3362.0;2899.0;653.0;625.0;3960.0;2.1;2.8;2.0;19.8;16.6;19.5;47.1;39.4;46.5;1.7;2.3;1.5;-0.5;0.1;-0.6;203;85;0.4;2.6;231;167;64;0.9;1.0;0.4
778;J Informatie en communicatie;2011 3e kwartaal;3258.0;3551.0;2648.0;2915.0;610.0;636.0;3220.0;3.1;3.8;3.1;16.1;13.1;15.9;39.4;32.0;38.9;2.0;2.8;2.0;1.1;1.8;1.0;202;83;1.0;2.0;229;166;63;1.2;1.4;0.8
779;J Informatie en communicatie;2011 4e kwartaal;3466.0;3572.0;2832.0;2927.0;634.0;645.0;3419.0;3.3;3.9;3.2;16.9;13.8;16.7;36.5;29.9;36.0;1.2;1.9;1.1;3.8;4.5;3.7;205;95;2.0;-0.5;231;168;64;2.2;2.2;2.2
780;J Informatie en communicatie;2011;14128.0;;11607.0;;2521.0;;13954.0;2.6;3.4;2.5;69.6;57.2;68.8;39.4;32.4;39.0;1.9;2.7;1.8;1.3;2.1;1.2;203;358;0.7;1.3;230;166;63;1.0;1.1;0.6
781;J Informatie en communicatie;2012 1e kwartaal;3514.0;3605.0;2830.0;2928.0;684.0;677.0;3484.0;3.7;2.4;3.9;17.2;13.8;17.0;35.8;28.8;35.5;2.1;0.8;2.3;0.6;-0.7;0.8;205;98;1.6;3.1;231;168;63;1.1;1.2;0.8
782;J Informatie en communicatie;2012 2e kwartaal;4103.0;3615.0;3380.0;2933.0;723.0;683.0;4055.0;2.2;0.5;2.4;20.0;16.5;19.8;47.4;39.0;46.8;1.1;-0.5;1.3;0.6;-1.1;0.8;205;87;1.1;1.6;232;168;64;0.8;0.9;0.5
783;J Informatie en communicatie;2012 3e kwartaal;3354.0;3644.0;2682.0;2943.0;672.0;701.0;3324.0;2.9;1.2;3.2;16.4;13.1;16.2;41.4;33.1;41.0;1.8;0.1;2.0;5.0;3.3;5.3;205;81;1.1;-2.0;231;168;63;0.8;1.1;0.1
784;J Informatie en communicatie;2012 4e kwartaal;3542.0;3649.0;2852.0;2940.0;690.0;709.0;3500.0;2.2;0.7;2.4;17.3;13.9;17.1;38.1;30.6;37.6;2.4;0.9;2.5;4.2;2.6;4.3;204;93;-0.1;-1.9;231;168;63;0.0;0.3;-0.7
785;J Informatie en communicatie;2012;14513.0;;11744.0;;2769.0;;14363.0;2.7;1.2;2.9;70.9;57.4;70.2;40.4;32.7;40.0;1.8;0.3;2.0;2.5;0.9;2.7;205;359;0.9;0.3;231;168;63;0.7;0.9;0.2
786;J Informatie en communicatie;2013 1e kwartaal;3539.0;3623.0;2820.0;2910.0;719.0;714.0;3547.0;0.7;-0.3;1.8;17.5;13.9;17.5;37.3;29.7;37.3;1.8;0.7;2.9;4.2;3.1;5.3;202;95;-1.0;-3.4;228;166;62;-1.4;-0.7;-3.0
787;J Informatie en communicatie;2013 2e kwartaal;4060.0;3585.0;3322.0;2893.0;738.0;692.0;4011.0;-1.0;-1.8;-1.1;20.1;16.4;19.8;47.0;38.4;46.4;0.4;-0.3;0.4;-0.8;-1.5;-0.8;202;86;-1.5;-0.2;228;166;62;-1.8;-1.2;-3.4
788;J Informatie en communicatie;2013 3e kwartaal;3366.0;3654.0;2676.0;2932.0;690.0;722.0;3336.0;0.4;-0.2;0.4;16.8;13.4;16.7;41.5;33.0;41.2;2.7;2.2;2.7;0.4;-0.2;0.4;200;81;-2.3;0.0;225;164;61;-2.4;-2.1;-3.2
789;J Informatie en communicatie;2013 4e kwartaal;3493.0;3596.0;2842.0;2925.0;651.0;671.0;3452.0;-1.4;-0.4;-1.4;17.3;14.1;17.1;37.6;30.6;37.1;0.0;1.1;0.0;-1.3;-0.2;-1.2;201;93;-1.5;-0.2;227;165;61;-2.0;-1.6;-3.0
790;J Informatie en communicatie;2013;14458.0;;11660.0;;2798.0;;14346.0;-0.4;-0.7;-0.1;71.7;57.9;71.2;40.7;32.8;40.4;1.2;0.9;1.5;0.6;0.3;0.9;202;355;-1.6;-1.0;227;166;61;-1.9;-1.4;-3.2
791;J Informatie en communicatie;2014 1e kwartaal;3522.0;3597.0;2848.0;2930.0;674.0;667.0;3542.0;-0.5;1.0;-0.1;17.3;14.0;17.4;36.2;29.3;36.4;-1.3;0.2;-1.0;-2.8;-1.4;-2.4;204;97;0.8;2.4;228;167;61;0.1;0.3;-0.4
792;J Informatie en communicatie;2014 2e kwartaal;4085.0;3616.0;3373.0;2943.0;712.0;673.0;4035.0;0.6;1.5;0.6;19.9;16.4;19.6;46.4;38.3;45.8;-1.1;-0.1;-1.1;-1.2;-0.3;-1.3;206;88;1.7;1.9;230;168;62;0.9;1.2;0.0
793;J Informatie en communicatie;2014 3e kwartaal;3380.0;3672.0;2711.0;2976.0;669.0;696.0;3344.0;0.4;1.3;0.2;16.5;13.3;16.4;40.2;32.2;39.8;-1.8;-1.0;-2.0;-3.3;-2.4;-3.4;204;84;2.2;3.8;228;167;61;1.3;1.8;-0.2
794;J Informatie en communicatie;2014 4e kwartaal;3601.0;3703.0;2906.0;2989.0;695.0;714.0;3566.0;3.1;2.3;3.3;17.4;14.0;17.2;37.6;30.3;37.2;0.2;-0.6;0.4;0.0;-0.8;0.3;207;96;3.0;3.1;232;170;62;2.1;2.6;0.7
795;J Informatie en communicatie;2014;14588.0;;11838.0;;2750.0;;14487.0;0.9;1.5;1.0;71.0;57.6;70.5;40.0;32.4;39.7;-1.0;-0.4;-0.9;-1.8;-1.2;-1.7;205;365;1.9;2.8;229;168;61;1.1;1.5;0.1
796;J Informatie en communicatie;2015 1e kwartaal;3711.0;3785.0;2995.0;3075.0;716.0;710.0;3682.0;5.4;5.1;3.9;17.7;14.3;17.5;37.5;30.3;37.2;2.4;2.2;1.1;3.5;3.3;2.1;210;99;2.9;1.8;234;171;63;2.4;2.5;2.1
797;J Informatie en communicatie;2015 2e kwartaal;4312.0;3831.0;3565.0;3120.0;747.0;711.0;4263.0;5.6;5.7;5.6;20.4;16.9;20.2;48.2;39.9;47.7;2.7;2.9;2.8;3.9;4.1;4.0;211;89;2.8;1.6;236;173;63;2.5;2.6;2.4
798;J Informatie en communicatie;2015 3e kwartaal;3522.0;3836.0;2829.0;3118.0;693.0;718.0;3485.0;4.2;4.3;4.2;16.7;13.4;16.6;41.2;33.1;40.8;1.2;1.3;1.2;2.6;2.7;2.6;211;85;3.0;1.6;235;172;63;3.0;2.8;3.4
799;J Informatie en communicatie;2015 4e kwartaal;3753.0;3845.0;3035.0;3112.0;718.0;734.0;3710.0;4.2;4.4;4.0;17.5;14.2;17.3;37.3;30.1;36.8;0.8;1.0;0.7;-0.9;-0.7;-1.1;214;101;3.3;5.1;240;175;65;3.5;3.3;4.3
800;J Informatie en communicatie;2015;15298.0;;12424.0;;2874.0;;15140.0;4.9;4.9;4.5;72.3;58.7;71.6;40.8;33.2;40.4;1.8;1.9;1.5;2.2;2.3;1.9;212;374;3.0;2.5;236;173;63;2.9;2.8;3.1
801;J Informatie en communicatie;2016 1e kwartaal;3813.0;3885.0;3109.0;3187.0;704.0;698.0;3781.0;2.7;3.8;2.7;17.6;14.4;17.5;37.8;30.8;37.4;-0.2;0.8;-0.3;0.7;1.8;0.6;216;101;3.0;2.0;242;176;65;3.4;3.1;4.1
802;J Informatie en communicatie;2016 2e kwartaal;4411.0;3934.0;3686.0;3237.0;725.0;697.0;4352.0;2.3;3.4;2.1;20.1;16.8;19.9;46.2;38.6;45.6;-1.2;-0.2;-1.4;-4.2;-3.2;-4.3;219;95;3.6;6.8;245;179;67;3.9;3.5;5.2
803;J Informatie en communicatie;2016 3e kwartaal;3668.0;3999.0;2982.0;3292.0;686.0;707.0;3626.0;4.1;5.4;4.0;16.7;13.6;16.5;40.8;33.2;40.4;0.1;1.3;0.0;-0.9;0.3;-1.0;219;90;4.0;5.1;244;178;66;4.2;3.7;5.5
804;J Informatie en communicatie;2016 4e kwartaal;4018.0;4091.0;3295.0;3356.0;723.0;735.0;3970.0;7.1;8.6;7.0;17.9;14.7;17.7;38.8;31.8;38.3;2.3;3.7;2.2;4.0;5.5;4.0;224;104;4.7;2.9;251;182;68;4.6;4.1;5.9
805;J Informatie en communicatie;2016;15910.0;;13072.0;;2838.0;;15729.0;4.0;5.2;3.9;72.4;59.5;71.6;40.8;33.5;40.3;0.2;1.3;0.1;-0.1;1.1;-0.2;220;390;3.8;4.1;245;179;67;4.0;3.6;5.2
806;J Informatie en communicatie;2017 1e kwartaal;4056.0;4133.0;3325.0;3408.0;731.0;724.0;4024.0;6.4;7.0;6.5;17.9;14.6;17.7;36.9;30.3;36.6;1.3;1.9;1.4;-2.2;-1.7;-2.2;227;110;5.0;8.8;255;186;69;5.6;5.4;6.3
807;J Informatie en communicatie;2017 2e kwartaal;4683.0;4191.0;3915.0;3452.0;768.0;738.0;4627.0;6.1;6.2;6.3;20.4;17.0;20.1;47.8;39.9;47.2;1.1;1.2;1.3;3.3;3.4;3.5;230;98;5.0;2.7;258;188;70;5.4;5.3;5.6
808;J Informatie en communicatie;2017 3e kwartaal;3925.0;4281.0;3195.0;3528.0;730.0;753.0;3884.0;7.0;7.2;7.1;17.0;13.9;16.9;42.2;34.4;41.8;1.7;1.8;1.8;3.4;3.5;3.5;230;93;5.2;3.5;258;188;70;5.6;5.7;5.2
809;J Informatie en communicatie;2017 4e kwartaal;4317.0;4377.0;3543.0;3590.0;774.0;787.0;4265.0;7.5;7.6;7.5;18.3;15.1;18.1;40.6;33.3;40.1;2.5;2.5;2.5;4.7;4.8;4.7;235;106;4.9;2.7;264;192;71;5.2;5.5;4.5
810;J Informatie en communicatie;2017;16981.0;;13978.0;;3003.0;;16800.0;6.8;7.0;6.8;73.6;60.6;72.8;41.7;34.3;41.3;1.6;1.8;1.7;2.2;2.4;2.3;231;407;5.0;4.5;259;189;70;5.4;5.5;5.4
811;J Informatie en communicatie;2018 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;236;111;4.1;1.4;265;193;72;3.9;4.0;3.7
812;K Financiële dienstverlening;1995 1e kwartaal;2301.0;2272.0;1953.0;1935.0;348.0;337.0;2299.0;;;;11.1;9.4;11.1;24.8;21.1;24.8;;;;;;;207;93;;;232;130;103;;;
813;K Financiële dienstverlening;1995 2e kwartaal;2525.0;2288.0;2221.0;1952.0;304.0;336.0;2523.0;;;;12.3;10.9;12.3;30.8;27.1;30.8;;;;;;;205;82;;;230;128;101;;;
814;K Financiële dienstverlening;1995 3e kwartaal;2061.0;2326.0;1724.0;1990.0;337.0;337.0;2059.0;;;;10.1;8.4;10.1;27.4;22.9;27.4;;;;;;;204;75;;;230;128;101;;;
815;K Financiële dienstverlening;1995 4e kwartaal;2380.0;2380.0;2020.0;2041.0;360.0;339.0;2378.0;;;;11.7;9.9;11.6;25.0;21.2;24.9;;;;;;;204;95;;;229;128;101;;;
816;K Financiële dienstverlening;1995;9267.0;;7918.0;;1349.0;;9259.0;;;;45.2;38.6;45.2;26.8;22.9;26.8;;;;;;;205;345;;;230;128;102;;;
817;K Financiële dienstverlening;1996 1e kwartaal;2431.0;2399.0;2071.0;2052.0;360.0;347.0;2425.0;5.6;6.0;5.4;11.5;9.8;11.5;25.7;21.9;25.6;3.7;4.1;3.5;3.4;3.8;3.2;211;95;1.9;2.2;236;133;103;1.8;2.6;0.8
818;K Financiële dienstverlening;1996 2e kwartaal;2673.0;2420.0;2357.0;2068.0;316.0;353.0;2666.0;5.9;6.1;5.7;12.7;11.2;12.7;31.7;28.0;31.6;3.2;3.5;3.0;2.9;3.2;2.7;210;84;2.6;2.9;235;132;103;2.5;3.3;1.5
819;K Financiële dienstverlening;1996 3e kwartaal;2179.0;2456.0;1830.0;2111.0;349.0;345.0;2176.0;5.8;6.2;5.7;10.4;8.7;10.4;28.2;23.6;28.1;3.1;3.5;3.1;2.8;3.2;2.7;210;77;2.6;2.9;235;132;103;2.5;3.3;1.5
820;K Financiële dienstverlening;1996 4e kwartaal;2518.0;2526.0;2145.0;2173.0;373.0;353.0;2512.0;5.8;6.2;5.6;12.0;10.2;12.0;25.7;21.9;25.6;3.1;3.5;2.9;2.8;3.1;2.6;210;98;2.6;2.9;235;132;103;2.6;3.3;1.6
821;K Financiële dienstverlening;1996;9801.0;;8403.0;;1398.0;;9779.0;5.8;6.1;5.6;46.7;40.0;46.6;27.6;23.7;27.6;3.3;3.6;3.1;3.0;3.3;2.8;210;355;2.4;2.7;236;132;103;2.3;3.1;1.3
822;K Financiële dienstverlening;1997 1e kwartaal;2630.0;2588.0;2207.0;2181.0;423.0;407.0;2622.0;8.2;6.6;8.1;12.0;10.1;12.0;27.4;23.0;27.3;4.3;2.7;4.2;6.8;5.2;6.7;219;96;3.7;1.3;243;136;107;2.9;2.6;3.3
823;K Financiële dienstverlening;1997 2e kwartaal;2955.0;2670.0;2574.0;2248.0;381.0;422.0;2946.0;10.5;9.2;10.5;13.2;11.5;13.2;32.0;27.9;31.9;4.0;2.7;3.9;1.0;-0.2;1.0;223;92;6.3;9.4;248;139;109;5.5;5.1;5.9
824;K Financiële dienstverlening;1997 3e kwartaal;2429.0;2731.0;2006.0;2315.0;423.0;416.0;2422.0;11.5;9.6;11.3;10.8;8.9;10.7;29.7;24.5;29.6;3.7;1.9;3.5;5.4;3.6;5.3;226;82;7.6;5.8;251;141;110;6.7;6.4;7.1
825;K Financiële dienstverlening;1997 4e kwartaal;2818.0;2843.0;2364.0;2407.0;454.0;436.0;2810.0;11.9;10.2;11.9;12.4;10.4;12.4;27.0;22.7;26.9;3.1;1.6;3.1;5.3;3.7;5.2;227;104;8.5;6.3;253;142;111;7.6;7.3;8.1
826;K Financiële dienstverlening;1997;10832.0;;9151.0;;1681.0;;10800.0;10.5;8.9;10.4;48.4;40.9;48.3;28.9;24.4;28.8;3.7;2.2;3.7;4.7;3.1;4.6;224;374;6.5;5.6;249;140;109;5.7;5.3;6.1
827;K Financiële dienstverlening;1998 1e kwartaal;2877.0;2818.0;2289.0;2254.0;588.0;564.0;2866.0;9.4;3.8;9.3;12.3;9.8;12.2;27.3;21.7;27.2;2.1;-3.2;2.0;-0.3;-5.5;-0.4;234;105;7.2;9.8;261;147;115;7.4;7.5;7.4
828;K Financiële dienstverlening;1998 2e kwartaal;3159.0;2846.0;2629.0;2283.0;530.0;563.0;3148.0;6.9;2.1;6.9;13.3;11.1;13.3;32.6;27.1;32.5;0.6;-4.0;0.5;1.7;-2.9;1.7;237;97;6.3;5.1;265;148;116;6.6;6.7;6.5
829;K Financiële dienstverlening;1998 3e kwartaal;2630.0;2955.0;2041.0;2361.0;589.0;594.0;2620.0;8.2;1.7;8.1;11.1;8.6;11.1;30.4;23.6;30.2;3.0;-3.2;2.9;2.3;-3.9;2.2;237;87;5.1;5.8;264;148;116;5.4;5.4;5.3
830;K Financiële dienstverlening;1998 4e kwartaal;2977.0;3025.0;2355.0;2416.0;622.0;609.0;2969.0;5.6;-0.4;5.7;12.6;9.9;12.5;27.6;21.8;27.5;1.5;-4.3;1.5;2.1;-3.7;2.1;237;108;4.1;3.5;264;148;116;4.3;4.4;4.2
831;K Financiële dienstverlening;1998;11643.0;;9314.0;;2329.0;;11603.0;7.5;1.8;7.4;49.3;39.4;49.1;29.3;23.5;29.2;1.8;-3.7;1.7;1.4;-4.0;1.4;236;397;5.6;6.0;264;148;116;5.9;6.0;5.8
832;K Financiële dienstverlening;1999 1e kwartaal;3205.0;3121.0;2547.0;2497.0;658.0;624.0;3200.0;11.4;11.2;11.6;13.2;10.5;13.1;29.5;23.5;29.5;7.1;7.0;7.3;8.1;8.0;8.4;243;108;4.0;3.0;274;152;122;4.7;3.6;6.0
833;K Financiële dienstverlening;1999 2e kwartaal;3557.0;3198.0;2962.0;2558.0;595.0;640.0;3553.0;12.6;12.6;12.8;14.4;12.0;14.4;35.3;29.4;35.3;7.9;8.0;8.1;8.4;8.5;8.7;247;101;4.3;3.8;278;154;124;5.0;4.0;6.4
834;K Financiële dienstverlening;1999 3e kwartaal;2923.0;3291.0;2249.0;2616.0;674.0;676.0;2919.0;11.2;10.2;11.5;11.9;9.2;11.9;32.9;25.3;32.9;7.4;6.4;7.6;8.5;7.6;8.8;245;89;3.6;2.5;276;153;123;4.3;3.2;5.6
835;K Financiële dienstverlening;1999 4e kwartaal;3298.0;3372.0;2608.0;2696.0;690.0;676.0;3302.0;10.8;10.7;11.2;13.6;10.7;13.6;28.9;22.8;28.9;7.9;7.8;8.3;4.7;4.6;5.1;243;114;2.7;5.8;273;152;121;3.4;2.4;4.7
836;K Financiële dienstverlening;1999;12983.0;;10366.0;;2617.0;;12974.0;11.5;11.3;11.8;53.0;42.3;53.0;31.5;25.1;31.5;7.6;7.4;7.9;7.4;7.2;7.7;245;412;3.7;3.9;275;153;122;4.4;3.3;5.7
837;K Financiële dienstverlening;2000 1e kwartaal;3606.0;3493.0;2854.0;2786.0;752.0;708.0;3602.0;12.5;12.1;12.6;14.4;11.4;14.4;31.5;24.9;31.5;9.4;9.0;9.5;6.7;6.2;6.7;250;114;2.8;5.5;283;156;127;3.4;2.7;4.2
838;K Financiële dienstverlening;2000 2e kwartaal;3995.0;3604.0;3315.0;2862.0;680.0;741.0;3992.0;12.3;11.9;12.4;15.7;13.0;15.7;38.1;31.6;38.1;9.1;8.7;9.2;7.9;7.5;8.0;255;105;2.9;4.1;288;159;129;3.5;2.8;4.3
839;K Financiële dienstverlening;2000 3e kwartaal;3171.0;3587.0;2438.0;2851.0;733.0;736.0;3168.0;8.5;8.4;8.5;12.6;9.7;12.6;35.7;27.5;35.7;5.6;5.5;5.6;8.4;8.4;8.5;252;89;2.7;0.0;285;157;128;3.3;2.6;4.1
840;K Financiële dienstverlening;2000 4e kwartaal;3532.0;3621.0;2786.0;2894.0;746.0;727.0;3537.0;7.1;6.8;7.1;14.1;11.2;14.2;31.7;25.0;31.8;4.2;3.9;4.2;9.9;9.6;9.9;250;111;2.8;-2.5;282;156;126;3.3;2.6;4.2
841;K Financiële dienstverlening;2000;14304.0;;11393.0;;2911.0;;14299.0;10.2;9.9;10.2;56.8;45.2;56.8;34.1;27.2;34.1;7.2;6.9;7.2;8.3;8.0;8.3;252;419;2.8;1.7;284;157;127;3.4;2.7;4.2
842;K Financiële dienstverlening;2001 1e kwartaal;3718.0;3583.0;3024.0;2932.0;694.0;650.0;3718.0;3.1;6.0;3.2;14.8;12.0;14.8;32.9;26.8;32.9;2.8;5.7;2.9;4.5;7.4;4.6;251;113;0.3;-1.3;288;159;129;2.0;1.9;2.1
843;K Financiële dienstverlening;2001 2e kwartaal;4156.0;3775.0;3543.0;3070.0;613.0;705.0;4153.0;4.0;6.8;4.0;16.4;14.0;16.4;40.5;34.5;40.5;4.4;7.2;4.4;6.2;9.1;6.2;254;103;-0.3;-2.0;292;161;131;1.4;1.2;1.6
844;K Financiële dienstverlening;2001 3e kwartaal;3284.0;3717.0;2631.0;3078.0;653.0;638.0;3285.0;3.6;7.9;3.7;13.0;10.4;13.0;36.3;29.1;36.3;3.4;7.8;3.5;1.5;5.8;1.6;253;91;0.1;2.0;290;160;130;1.7;1.6;1.8
845;K Financiële dienstverlening;2001 4e kwartaal;3646.0;3730.0;2981.0;3099.0;665.0;631.0;3657.0;3.2;7.0;3.4;14.6;11.9;14.6;32.3;26.4;32.4;3.2;6.9;3.3;2.0;5.7;2.1;250;113;0.0;1.2;286;158;128;1.2;1.4;1.0
846;K Financiële dienstverlening;2001;14804.0;;12179.0;;2625.0;;14813.0;3.5;6.9;3.6;58.8;48.3;58.8;35.3;29.1;35.4;3.5;6.9;3.6;3.6;7.0;3.7;252;419;0.0;-0.1;289;159;130;1.6;1.5;1.6
847;K Financiële dienstverlening;2002 1e kwartaal;4358.0;4181.0;3309.0;3189.0;1049.0;992.0;4358.0;17.1;9.4;17.1;17.4;13.2;17.4;39.3;29.8;39.3;17.6;9.8;17.6;19.3;11.4;19.3;250;111;-0.4;-1.8;285;158;126;-1.2;-0.3;-2.3
848;K Financiële dienstverlening;2002 2e kwartaal;4463.0;4091.0;3596.0;3144.0;867.0;947.0;4461.0;7.5;1.6;7.5;17.8;14.3;17.8;44.3;35.7;44.3;8.9;2.8;8.9;9.4;3.4;9.5;251;101;-1.2;-1.8;286;159;127;-2.1;-1.0;-3.4
849;K Financiële dienstverlening;2002 3e kwartaal;3655.0;4121.0;2713.0;3165.0;942.0;956.0;3654.0;11.2;3.1;11.2;14.7;10.9;14.7;40.4;30.0;40.4;13.3;5.0;13.2;11.5;3.3;11.5;248;90;-1.8;-0.2;282;157;125;-2.6;-1.5;-3.9
850;K Financiële dienstverlening;2002 4e kwartaal;4048.0;4131.0;3097.0;3217.0;951.0;914.0;4057.0;11.0;3.9;11.0;16.4;12.5;16.4;36.5;27.9;36.6;12.3;5.0;12.2;13.0;5.7;12.9;247;111;-1.1;-1.7;281;157;124;-1.6;-0.5;-3.0
851;K Financiële dienstverlening;2002;16524.0;;12715.0;;3809.0;;16530.0;11.6;4.4;11.6;66.4;51.1;66.4;40.0;30.8;40.0;12.9;5.6;12.9;13.2;5.9;13.2;249;413;-1.1;-1.4;283;158;125;-1.9;-0.8;-3.2
852;K Financiële dienstverlening;2003 1e kwartaal;4283.0;4111.0;3375.0;3250.0;908.0;861.0;4282.0;-1.7;2.0;-1.7;17.6;13.9;17.6;39.3;31.0;39.3;1.0;4.8;1.0;0.0;3.8;0.0;244;109;-2.6;-1.7;279;155;123;-2.1;-1.8;-2.5
853;K Financiële dienstverlening;2003 2e kwartaal;4418.0;4073.0;3651.0;3217.0;767.0;856.0;4413.0;-1.1;1.5;-1.1;18.1;15.0;18.1;44.8;37.1;44.8;1.6;4.3;1.5;1.2;3.8;1.1;244;99;-2.6;-2.2;279;156;124;-2.2;-2.1;-2.3
854;K Financiële dienstverlening;2003 3e kwartaal;3612.0;4049.0;2773.0;3213.0;839.0;837.0;3610.0;-1.2;2.2;-1.2;14.9;11.4;14.9;40.4;31.0;40.4;1.0;4.4;0.9;0.0;3.4;-0.1;243;89;-2.1;-1.2;278;155;123;-1.6;-1.6;-1.6
855;K Financiële dienstverlening;2003 4e kwartaal;4016.0;4096.0;3156.0;3275.0;860.0;821.0;4020.0;-0.8;1.9;-0.9;16.6;13.0;16.6;37.1;29.1;37.1;1.2;4.0;1.1;1.5;4.2;1.4;242;108;-2.0;-2.2;277;155;122;-1.5;-1.5;-1.5
856;K Financiële dienstverlening;2003;16329.0;;12955.0;;3374.0;;16325.0;-1.2;1.9;-1.2;67.1;53.3;67.1;40.3;32.0;40.3;1.2;4.3;1.1;0.7;3.8;0.6;243;405;-2.3;-1.9;278;155;123;-1.8;-1.7;-2.0
857;K Financiële dienstverlening;2004 1e kwartaal;4252.0;4094.0;3379.0;3268.0;873.0;826.0;4246.0;-0.8;0.1;-0.9;17.9;14.2;17.8;39.4;31.3;39.3;1.6;2.4;1.5;0.3;1.1;0.2;238;108;-2.3;-1.0;272;151;121;-2.4;-2.8;-1.9
858;K Financiële dienstverlening;2004 2e kwartaal;4454.0;4085.0;3707.0;3253.0;747.0;832.0;4448.0;0.9;1.6;0.8;18.7;15.6;18.7;46.8;38.9;46.7;3.3;4.0;3.3;4.3;5.0;4.3;238;95;-2.4;-3.3;272;151;121;-2.5;-2.9;-1.9
859;K Financiële dienstverlening;2004 3e kwartaal;3770.0;4208.0;2922.0;3370.0;848.0;838.0;3763.0;4.4;5.4;4.3;15.9;12.3;15.9;43.1;33.4;43.1;6.8;7.8;6.6;6.7;7.7;6.6;237;87;-2.2;-2.1;271;150;121;-2.3;-2.7;-1.8
860;K Financiële dienstverlening;2004 4e kwartaal;4092.0;4181.0;3238.0;3355.0;854.0;826.0;4093.0;1.8;2.6;1.8;17.2;13.6;17.2;37.5;29.7;37.5;3.9;4.7;3.8;1.2;1.9;1.1;237;109;-2.0;0.7;271;151;121;-2.0;-2.7;-1.1
861;K Financiële dienstverlening;2004;16568.0;;13246.0;;3322.0;;16550.0;1.5;2.3;1.4;69.7;55.7;69.6;41.5;33.1;41.4;3.8;4.6;3.7;2.9;3.7;2.8;238;400;-2.2;-1.4;272;151;121;-2.3;-2.8;-1.7
862;K Financiële dienstverlening;2005 1e kwartaal;4378.0;4228.0;3431.0;3338.0;947.0;890.0;4379.0;3.0;1.5;3.1;18.4;14.4;18.4;41.4;32.5;41.4;3.2;1.8;3.4;5.1;3.7;5.3;237;106;-0.3;-2.0;271;152;120;-0.2;0.4;-0.9
863;K Financiële dienstverlening;2005 2e kwartaal;4625.0;4178.0;3810.0;3300.0;815.0;878.0;4625.0;3.8;2.7;3.9;19.4;16.0;19.4;48.1;39.7;48.1;3.9;2.9;4.1;3.0;1.9;3.1;238;96;-0.1;0.8;272;152;121;-0.1;0.2;-0.4
864;K Financiële dienstverlening;2005 3e kwartaal;3945.0;4426.0;3020.0;3503.0;925.0;923.0;3945.0;4.6;3.3;4.8;16.5;12.6;16.5;44.4;34.0;44.4;3.8;2.5;4.0;3.0;1.8;3.2;239;89;0.8;1.5;273;152;121;0.9;1.2;0.5
865;K Financiële dienstverlening;2005 4e kwartaal;4248.0;4364.0;3336.0;3455.0;912.0;908.0;4263.0;3.9;3.1;4.3;17.9;14.0;17.9;39.9;31.4;40.1;3.7;2.9;4.0;6.5;5.7;6.8;238;106;0.2;-2.4;274;149;124;0.9;-0.8;2.9
866;K Financiële dienstverlening;2005;17196.0;;13597.0;;3599.0;;17212.0;3.8;2.6;4.0;72.2;57.1;72.3;43.3;34.3;43.4;3.6;2.5;3.8;4.5;3.4;4.7;238;397;0.2;-0.7;273;151;121;0.4;0.3;0.5
867;K Financiële dienstverlening;2006 1e kwartaal;4465.0;4350.0;3603.0;3561.0;862.0;789.0;4467.0;2.0;5.0;2.0;18.1;14.6;18.1;39.2;31.6;39.2;-2.0;1.0;-1.9;-5.4;-2.6;-5.4;247;114;4.0;7.8;283;157;126;4.2;3.4;5.1
868;K Financiële dienstverlening;2006 2e kwartaal;5218.0;4649.0;4382.0;3751.0;836.0;898.0;5217.0;12.8;15.0;12.8;21.1;17.7;21.1;52.8;44.3;52.8;8.4;10.5;8.4;9.7;11.8;9.7;248;99;4.1;2.8;284;157;126;4.2;3.8;4.8
