ID;BalanceSheetItemsWaterBoards;WaterBoards;Periods;BalanceSheetItemsAtYearEnd_1
434;A - Assets;Waterschap Brabantse Delta (WS);2021;525.0
435;A - Assets;Waterschap Brabantse Delta (WS);2022;539.0
436;A - Assets;Waterschap Brabantse Delta (WS);2023;568.0
437;A - Assets;Wetterskip Fryslân (WS);2005;302.0
438;A - Assets;Wetterskip Fryslân (WS);2006;323.0
439;A - Assets;Wetterskip Fryslân (WS);2007;361.0
440;A - Assets;Wetterskip Fryslân (WS);2008;370.0
441;A - Assets;Wetterskip Fryslân (WS);2009;364.0
442;A - Assets;Wetterskip Fryslân (WS);2010;365.0
443;A - Assets;Wetterskip Fryslân (WS);2011;376.0
444;A - Assets;Wetterskip Fryslân (WS);2012;401.0
445;A - Assets;Wetterskip Fryslân (WS);2013;429.0
446;A - Assets;Wetterskip Fryslân (WS);2014;437.0
447;A - Assets;Wetterskip Fryslân (WS);2015;457.0
448;A - Assets;Wetterskip Fryslân (WS);2016;499.0
449;A - Assets;Wetterskip Fryslân (WS);2017;524.0
450;A - Assets;Wetterskip Fryslân (WS);2018;576.0
451;A - Assets;Wetterskip Fryslân (WS);2019;557.0
452;A - Assets;Wetterskip Fryslân (WS);2020;577.0
453;A - Assets;Wetterskip Fryslân (WS);2021;562.0
454;A - Assets;Wetterskip Fryslân (WS);2022;608.0
455;A - Assets;Wetterskip Fryslân (WS);2023;601.0
456;A - Assets;Waterschap Aa en Maas (WS);2005;264.0
457;A - Assets;Waterschap Aa en Maas (WS);2006;277.0
458;A - Assets;Waterschap Aa en Maas (WS);2007;295.0
459;A - Assets;Waterschap Aa en Maas (WS);2008;301.0
460;A - Assets;Waterschap Aa en Maas (WS);2009;301.0
461;A - Assets;Waterschap Aa en Maas (WS);2010;317.0
462;A - Assets;Waterschap Aa en Maas (WS);2011;328.0
463;A - Assets;Waterschap Aa en Maas (WS);2012;341.0
464;A - Assets;Waterschap Aa en Maas (WS);2013;361.0
465;A - Assets;Waterschap Aa en Maas (WS);2014;375.0
466;A - Assets;Waterschap Aa en Maas (WS);2015;394.0
467;A - Assets;Waterschap Aa en Maas (WS);2016;408.0
468;A - Assets;Waterschap Aa en Maas (WS);2017;428.0
469;A - Assets;Waterschap Aa en Maas (WS);2018;447.0
470;A - Assets;Waterschap Aa en Maas (WS);2019;468.0
471;A - Assets;Waterschap Aa en Maas (WS);2020;471.0
472;A - Assets;Waterschap Aa en Maas (WS);2021;475.0
473;A - Assets;Waterschap Aa en Maas (WS);2022;517.0
474;A - Assets;Waterschap Aa en Maas (WS);2023;565.0
475;A - Assets;Waterschap Hollandse Delta (WS);2005;338.0
476;A - Assets;Waterschap Hollandse Delta (WS);2006;349.0
477;A - Assets;Waterschap Hollandse Delta (WS);2007;366.0
478;A - Assets;Waterschap Hollandse Delta (WS);2008;362.0
479;A - Assets;Waterschap Hollandse Delta (WS);2009;378.0
480;A - Assets;Waterschap Hollandse Delta (WS);2010;370.0
481;A - Assets;Waterschap Hollandse Delta (WS);2011;358.0
482;A - Assets;Waterschap Hollandse Delta (WS);2012;326.0
483;A - Assets;Waterschap Hollandse Delta (WS);2013;334.0
484;A - Assets;Waterschap Hollandse Delta (WS);2014;332.0
485;A - Assets;Waterschap Hollandse Delta (WS);2015;339.0
486;A - Assets;Waterschap Hollandse Delta (WS);2016;369.0
487;A - Assets;Waterschap Hollandse Delta (WS);2017;356.0
488;A - Assets;Waterschap Hollandse Delta (WS);2018;345.0
489;A - Assets;Waterschap Hollandse Delta (WS);2019;332.0
490;A - Assets;Waterschap Hollandse Delta (WS);2020;374.0
491;A - Assets;Waterschap Hollandse Delta (WS);2021;386.0
492;A - Assets;Waterschap Hollandse Delta (WS);2022;393.0
493;A - Assets;Waterschap Hollandse Delta (WS);2023;428.0
494;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2005;192.0
495;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2006;187.0
496;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2007;197.0
497;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2008;193.0
498;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2009;195.0
499;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2010;203.0
500;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2011;218.0
501;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2012;220.0
502;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2013;231.0
503;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2014;249.0
504;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2015;256.0
505;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2016;259.0
506;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2017;252.0
507;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2018;239.0
508;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2019;230.0
509;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2020;237.0
510;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2021;240.0
511;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2022;243.0
512;A - Assets;Hhs van Schieland en Krimpenerwaard (WS);2023;256.0
513;A - Assets;Waterschap Scheldestromen (WS);2005;
514;A - Assets;Waterschap Scheldestromen (WS);2006;
515;A - Assets;Waterschap Scheldestromen (WS);2007;
516;A - Assets;Waterschap Scheldestromen (WS);2008;
517;A - Assets;Waterschap Scheldestromen (WS);2009;
518;A - Assets;Waterschap Scheldestromen (WS);2010;
519;A - Assets;Waterschap Scheldestromen (WS);2011;269.0
520;A - Assets;Waterschap Scheldestromen (WS);2012;273.0
521;A - Assets;Waterschap Scheldestromen (WS);2013;278.0
522;A - Assets;Waterschap Scheldestromen (WS);2014;297.0
523;A - Assets;Waterschap Scheldestromen (WS);2015;324.0
524;A - Assets;Waterschap Scheldestromen (WS);2016;319.0
525;A - Assets;Waterschap Scheldestromen (WS);2017;302.0
526;A - Assets;Waterschap Scheldestromen (WS);2018;323.0
527;A - Assets;Waterschap Scheldestromen (WS);2019;322.0
528;A - Assets;Waterschap Scheldestromen (WS);2020;325.0
529;A - Assets;Waterschap Scheldestromen (WS);2021;387.0
530;A - Assets;Waterschap Scheldestromen (WS);2022;413.0
531;A - Assets;Waterschap Scheldestromen (WS);2023;577.0
532;A - Assets;Waterschap Vallei en Veluwe (WS);2005;
533;A - Assets;Waterschap Vallei en Veluwe (WS);2006;
534;A - Assets;Waterschap Vallei en Veluwe (WS);2007;
535;A - Assets;Waterschap Vallei en Veluwe (WS);2008;
536;A - Assets;Waterschap Vallei en Veluwe (WS);2009;
537;A - Assets;Waterschap Vallei en Veluwe (WS);2010;
538;A - Assets;Waterschap Vallei en Veluwe (WS);2011;
539;A - Assets;Waterschap Vallei en Veluwe (WS);2012;
540;A - Assets;Waterschap Vallei en Veluwe (WS);2013;383.0
541;A - Assets;Waterschap Vallei en Veluwe (WS);2014;367.0
542;A - Assets;Waterschap Vallei en Veluwe (WS);2015;371.0
543;A - Assets;Waterschap Vallei en Veluwe (WS);2016;360.0
544;A - Assets;Waterschap Vallei en Veluwe (WS);2017;349.0
545;A - Assets;Waterschap Vallei en Veluwe (WS);2018;335.0
546;A - Assets;Waterschap Vallei en Veluwe (WS);2019;321.0
547;A - Assets;Waterschap Vallei en Veluwe (WS);2020;331.0
548;A - Assets;Waterschap Vallei en Veluwe (WS);2021;356.0
549;A - Assets;Waterschap Vallei en Veluwe (WS);2022;373.0
550;A - Assets;Waterschap Vallei en Veluwe (WS);2023;377.0
551;A - Assets;Waterschap Vechtstromen (WS);2005;
552;A - Assets;Waterschap Vechtstromen (WS);2006;
553;A - Assets;Waterschap Vechtstromen (WS);2007;
554;A - Assets;Waterschap Vechtstromen (WS);2008;
555;A - Assets;Waterschap Vechtstromen (WS);2009;
556;A - Assets;Waterschap Vechtstromen (WS);2010;
557;A - Assets;Waterschap Vechtstromen (WS);2011;
558;A - Assets;Waterschap Vechtstromen (WS);2012;
559;A - Assets;Waterschap Vechtstromen (WS);2013;
560;A - Assets;Waterschap Vechtstromen (WS);2014;472.0
561;A - Assets;Waterschap Vechtstromen (WS);2015;483.0
562;A - Assets;Waterschap Vechtstromen (WS);2016;488.0
563;A - Assets;Waterschap Vechtstromen (WS);2017;490.0
564;A - Assets;Waterschap Vechtstromen (WS);2018;490.0
565;A - Assets;Waterschap Vechtstromen (WS);2019;507.0
566;A - Assets;Waterschap Vechtstromen (WS);2020;543.0
567;A - Assets;Waterschap Vechtstromen (WS);2021;557.0
568;A - Assets;Waterschap Vechtstromen (WS);2022;565.0
569;A - Assets;Waterschap Vechtstromen (WS);2023;574.0
570;A - Assets;WS Drents Overijsselse Delta (WS);2005;
571;A - Assets;WS Drents Overijsselse Delta (WS);2006;
572;A - Assets;WS Drents Overijsselse Delta (WS);2007;
573;A - Assets;WS Drents Overijsselse Delta (WS);2008;
574;A - Assets;WS Drents Overijsselse Delta (WS);2009;
575;A - Assets;WS Drents Overijsselse Delta (WS);2010;
576;A - Assets;WS Drents Overijsselse Delta (WS);2011;
577;A - Assets;WS Drents Overijsselse Delta (WS);2012;
578;A - Assets;WS Drents Overijsselse Delta (WS);2013;
579;A - Assets;WS Drents Overijsselse Delta (WS);2014;
580;A - Assets;WS Drents Overijsselse Delta (WS);2015;
581;A - Assets;WS Drents Overijsselse Delta (WS);2016;323.0
582;A - Assets;WS Drents Overijsselse Delta (WS);2017;326.0
583;A - Assets;WS Drents Overijsselse Delta (WS);2018;343.0
584;A - Assets;WS Drents Overijsselse Delta (WS);2019;363.0
585;A - Assets;WS Drents Overijsselse Delta (WS);2020;389.0
586;A - Assets;WS Drents Overijsselse Delta (WS);2021;407.0
587;A - Assets;WS Drents Overijsselse Delta (WS);2022;444.0
588;A - Assets;WS Drents Overijsselse Delta (WS);2023;533.0
589;A - Assets;Waterschap Limburg (WS);2005;
590;A - Assets;Waterschap Limburg (WS);2006;
591;A - Assets;Waterschap Limburg (WS);2007;
592;A - Assets;Waterschap Limburg (WS);2008;
593;A - Assets;Waterschap Limburg (WS);2009;
594;A - Assets;Waterschap Limburg (WS);2010;
595;A - Assets;Waterschap Limburg (WS);2011;
596;A - Assets;Waterschap Limburg (WS);2012;
597;A - Assets;Waterschap Limburg (WS);2013;
598;A - Assets;Waterschap Limburg (WS);2014;
599;A - Assets;Waterschap Limburg (WS);2015;
600;A - Assets;Waterschap Limburg (WS);2016;
601;A - Assets;Waterschap Limburg (WS);2017;237.0
602;A - Assets;Waterschap Limburg (WS);2018;249.0
603;A - Assets;Waterschap Limburg (WS);2019;276.0
604;A - Assets;Waterschap Limburg (WS);2020;338.0
605;A - Assets;Waterschap Limburg (WS);2021;365.0
606;A - Assets;Waterschap Limburg (WS);2022;356.0
607;A - Assets;Waterschap Limburg (WS);2023;370.0
608;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2005;
609;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2006;
610;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2007;
611;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2008;
612;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2009;
613;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2010;
614;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2011;
615;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2012;
616;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2013;
617;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2014;
618;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2015;
619;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2016;
620;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2017;740.0
621;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2018;756.0
622;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2019;773.0
623;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2020;794.0
624;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2021;927.0
625;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2022;999.0
626;A - Assets;Waterschap Amstel, Gooi en Vecht (WS);2023;1085.0
627;A - Assets;Waterschapsbedrijf Limburg;2005;152.0
628;A - Assets;Waterschapsbedrijf Limburg;2006;151.0
629;A - Assets;Waterschapsbedrijf Limburg;2007;164.0
630;A - Assets;Waterschapsbedrijf Limburg;2008;177.0
631;A - Assets;Waterschapsbedrijf Limburg;2009;185.0
632;A - Assets;Waterschapsbedrijf Limburg;2010;227.0
633;A - Assets;Waterschapsbedrijf Limburg;2011;226.0
634;A - Assets;Waterschapsbedrijf Limburg;2012;229.0
635;A - Assets;Waterschapsbedrijf Limburg;2013;222.0
636;A - Assets;Waterschapsbedrijf Limburg;2014;213.0
637;A - Assets;Waterschapsbedrijf Limburg;2015;204.0
638;A - Assets;Waterschapsbedrijf Limburg;2016;201.0
639;A - Assets;Waterschapsbedrijf Limburg;2017;197.0
640;A - Assets;Waterschapsbedrijf Limburg;2018;203.0
641;A - Assets;Waterschapsbedrijf Limburg;2019;220.0
642;A - Assets;Waterschapsbedrijf Limburg;2020;254.0
643;A - Assets;Waterschapsbedrijf Limburg;2021;266.0
644;A - Assets;Waterschapsbedrijf Limburg;2022;264.0
645;A - Assets;Waterschapsbedrijf Limburg;2023;268.0
646;A1 - Fixed assets;The Netherlands;2005;5820.0
647;A1 - Fixed assets;The Netherlands;2006;6064.0
648;A1 - Fixed assets;The Netherlands;2007;6378.0
649;A1 - Fixed assets;The Netherlands;2008;6723.0
650;A1 - Fixed assets;The Netherlands;2009;6882.0
651;A1 - Fixed assets;The Netherlands;2010;7373.0
652;A1 - Fixed assets;The Netherlands;2011;7596.0
653;A1 - Fixed assets;The Netherlands;2012;7768.0
654;A1 - Fixed assets;The Netherlands;2013;7858.0
655;A1 - Fixed assets;The Netherlands;2014;7981.0
656;A1 - Fixed assets;The Netherlands;2015;8157.0
657;A1 - Fixed assets;The Netherlands;2016;8380.0
658;A1 - Fixed assets;The Netherlands;2017;8397.0
659;A1 - Fixed assets;The Netherlands;2018;8498.0
660;A1 - Fixed assets;The Netherlands;2019;8663.0
661;A1 - Fixed assets;The Netherlands;2020;8858.0
662;A1 - Fixed assets;The Netherlands;2021;9037.0
663;A1 - Fixed assets;The Netherlands;2022;9255.0
664;A1 - Fixed assets;The Netherlands;2023;9671.0
665;A1 - Fixed assets;Waterschap Groot Salland (WS);2005;154.0
666;A1 - Fixed assets;Waterschap Groot Salland (WS);2006;153.0
667;A1 - Fixed assets;Waterschap Groot Salland (WS);2007;152.0
668;A1 - Fixed assets;Waterschap Groot Salland (WS);2008;156.0
669;A1 - Fixed assets;Waterschap Groot Salland (WS);2009;160.0
670;A1 - Fixed assets;Waterschap Groot Salland (WS);2010;159.0
671;A1 - Fixed assets;Waterschap Groot Salland (WS);2011;165.0
672;A1 - Fixed assets;Waterschap Groot Salland (WS);2012;163.0
673;A1 - Fixed assets;Waterschap Groot Salland (WS);2013;157.0
674;A1 - Fixed assets;Waterschap Groot Salland (WS);2014;160.0
675;A1 - Fixed assets;Waterschap Groot Salland (WS);2015;173.0
676;A1 - Fixed assets;Waterschap Groot Salland (WS);2016;
677;A1 - Fixed assets;Waterschap Groot Salland (WS);2017;
678;A1 - Fixed assets;Waterschap Groot Salland (WS);2018;
679;A1 - Fixed assets;Waterschap Groot Salland (WS);2019;
680;A1 - Fixed assets;Waterschap Groot Salland (WS);2020;
681;A1 - Fixed assets;Waterschap Groot Salland (WS);2021;
682;A1 - Fixed assets;Waterschap Groot Salland (WS);2022;
683;A1 - Fixed assets;Waterschap Groot Salland (WS);2023;
684;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2005;254.0
685;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2006;267.0
686;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2007;277.0
687;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2008;294.0
688;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2009;300.0
689;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2010;310.0
690;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2011;329.0
691;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2012;339.0
692;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2013;350.0
693;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2014;358.0
694;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2015;363.0
695;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2016;364.0
696;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2017;373.0
697;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2018;380.0
698;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2019;393.0
699;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2020;394.0
700;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2021;385.0
701;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2022;372.0
702;A1 - Fixed assets;Waterschap Rijn en IJssel (WS);2023;380.0
703;A1 - Fixed assets;Waterschap Veluwe (WS);2005;101.0
704;A1 - Fixed assets;Waterschap Veluwe (WS);2006;104.0
705;A1 - Fixed assets;Waterschap Veluwe (WS);2007;121.0
706;A1 - Fixed assets;Waterschap Veluwe (WS);2008;129.0
707;A1 - Fixed assets;Waterschap Veluwe (WS);2009;133.0
708;A1 - Fixed assets;Waterschap Veluwe (WS);2010;195.0
709;A1 - Fixed assets;Waterschap Veluwe (WS);2011;205.0
710;A1 - Fixed assets;Waterschap Veluwe (WS);2012;192.0
711;A1 - Fixed assets;Waterschap Veluwe (WS);2013;
712;A1 - Fixed assets;Waterschap Veluwe (WS);2014;
713;A1 - Fixed assets;Waterschap Veluwe (WS);2015;
714;A1 - Fixed assets;Waterschap Veluwe (WS);2016;
715;A1 - Fixed assets;Waterschap Veluwe (WS);2017;
716;A1 - Fixed assets;Waterschap Veluwe (WS);2018;
717;A1 - Fixed assets;Waterschap Veluwe (WS);2019;
718;A1 - Fixed assets;Waterschap Veluwe (WS);2020;
719;A1 - Fixed assets;Waterschap Veluwe (WS);2021;
720;A1 - Fixed assets;Waterschap Veluwe (WS);2022;
721;A1 - Fixed assets;Waterschap Veluwe (WS);2023;
722;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2005;158.0
723;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2006;142.0
724;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2007;147.0
725;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2008;174.0
726;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2009;174.0
727;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2010;184.0
728;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2011;185.0
729;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2012;189.0
730;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2013;
731;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2014;
732;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2015;
733;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2016;
734;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2017;
735;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2018;
736;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2019;
737;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2020;
738;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2021;
739;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2022;
740;A1 - Fixed assets;Waterschap Vallei & Eem (WS);2023;
741;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2005;539.0
742;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2006;532.0
743;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2007;556.0
744;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2008;560.0
745;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2009;564.0
746;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2010;582.0
747;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2011;601.0
748;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2012;635.0
749;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2013;651.0
750;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2014;661.0
751;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2015;671.0
752;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2016;686.0
753;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2017;
754;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2018;
755;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2019;
756;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2020;
757;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2021;
758;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2022;
759;A1 - Fixed assets;Hhs Amstel, Gooi en Vecht (WS);2023;
760;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2005;209.0
761;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2006;224.0
762;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2007;241.0
763;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2008;248.0
764;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2009;260.0
765;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2010;266.0
766;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2011;279.0
767;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2012;291.0
768;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2013;310.0
769;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2014;
770;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2015;
771;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2016;
772;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2017;
773;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2018;
774;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2019;
775;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2020;
776;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2021;
777;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2022;
778;A1 - Fixed assets;Waterschap Regge & Dinkel (WS);2023;
779;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2005;680.0
780;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2006;760.0
781;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2007;896.0
782;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2008;941.0
783;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2009;961.0
784;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2010;944.0
785;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2011;935.0
786;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2012;917.0
787;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2013;909.0
788;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2014;912.0
789;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2015;911.0
790;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2016;944.0
791;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2017;826.0
792;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2018;812.0
793;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2019;788.0
794;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2020;779.0
795;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2021;765.0
796;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2022;741.0
797;A1 - Fixed assets;Hoogheemraadschap van Delfland (WS);2023;727.0
798;A1 - Fixed assets;Waterschap Zeeuws-Vlaanderen (WS);2005;49.0
