ID;BestemmingVanInvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
855;30 Overige transportmiddelenindustrie;1993;851.0;823.0;-6.4;103.4;802.0;750.0;-7.3;106.9;49.0;60.0;10.6;81.4
856;30 Overige transportmiddelenindustrie;1994;797.0;780.0;-5.3;102.2;753.0;712.0;-5.1;105.8;44.0;55.0;-8.2;79.6
857;30 Overige transportmiddelenindustrie;1995;840.0;822.0;5.4;102.2;794.0;747.0;4.9;106.3;46.0;63.0;13.6;73.2
858;30 Overige transportmiddelenindustrie;1996;724.0;742.0;-9.8;97.6;672.0;666.0;-10.8;100.9;52.0;68.0;8.7;76.2
859;30 Overige transportmiddelenindustrie;1997;799.0;817.0;10.2;97.8;723.0;716.0;7.4;101.0;76.0;100.0;46.2;76.2
860;30 Overige transportmiddelenindustrie;1998;957.0;954.0;16.8;100.3;842.0;814.0;13.7;103.5;115.0;146.0;46.1;78.9
861;30 Overige transportmiddelenindustrie;1999;947.0;946.0;-0.8;100.1;833.0;816.0;0.2;102.1;114.0;133.0;-8.7;85.7
862;30 Overige transportmiddelenindustrie;2000;1014.0;1011.0;6.9;100.3;891.0;874.0;7.2;101.9;123.0;139.0;4.4;88.5
863;30 Overige transportmiddelenindustrie;2001;1061.0;1021.0;1.0;103.9;932.0;880.0;0.7;105.9;129.0;143.0;3.3;89.9
864;30 Overige transportmiddelenindustrie;2002;1060.0;1025.0;0.4;103.4;932.0;893.0;1.5;104.3;128.0;132.0;-7.8;96.7
865;30 Overige transportmiddelenindustrie;2003;1003.0;995.0;-2.9;100.8;880.0;871.0;-2.5;101.0;123.0;124.0;-6.3;99.2
866;30 Overige transportmiddelenindustrie;2004;1022.0;1022.0;2.7;100.0;907.0;904.0;3.8;100.3;115.0;118.0;-4.9;97.5
867;30 Overige transportmiddelenindustrie;2005;1015.0;1015.0;-0.7;100.0;897.0;897.0;-0.8;100.0;118.0;118.0;0.0;100.0
868;30 Overige transportmiddelenindustrie;2006;1051.0;1039.0;2.4;101.2;937.0;927.0;3.3;101.1;114.0;112.0;-5.1;101.8
869;30 Overige transportmiddelenindustrie;2007;1267.0;1247.0;20.0;101.6;1114.0;1103.0;19.0;101.0;153.0;143.0;28.1;106.7
870;30 Overige transportmiddelenindustrie;2008;1389.0;1352.0;8.4;102.7;1225.0;1199.0;8.7;102.2;164.0;153.0;6.5;107.3
871;30 Overige transportmiddelenindustrie;2009;1331.0;1300.0;-3.8;102.4;1165.0;1147.0;-4.3;101.5;166.0;153.0;0.0;108.6
872;30 Overige transportmiddelenindustrie;2010;1283.0;1236.0;-5.0;103.8;1124.0;1093.0;-4.7;102.8;159.0;143.0;-6.6;111.4
873;30 Overige transportmiddelenindustrie;2011;1312.0;1247.0;0.9;105.2;1152.0;1104.0;1.0;104.4;160.0;144.0;0.6;111.4
874;30 Overige transportmiddelenindustrie;2012;1370.0;1293.0;3.7;106.0;1204.0;1143.0;3.6;105.3;166.0;150.0;4.4;110.8
875;31 Meubelindustrie;1988;540.0;626.0;;86.3;488.0;559.0;;87.3;52.0;66.0;;78.3
876;31 Meubelindustrie;1989;583.0;642.0;2.6;90.8;524.0;569.0;1.8;92.1;59.0;73.0;9.6;81.0
877;31 Meubelindustrie;1990;644.0;708.0;10.3;90.9;582.0;631.0;10.9;92.3;62.0;77.0;5.1;81.0
878;31 Meubelindustrie;1991;659.0;726.0;2.5;90.8;595.0;647.0;2.6;91.9;64.0;78.0;1.6;82.3
879;31 Meubelindustrie;1992;678.0;743.0;2.4;91.2;608.0;661.0;2.2;91.9;70.0;81.0;4.7;86.0
880;31 Meubelindustrie;1993;648.0;730.0;-1.8;88.7;572.0;647.0;-2.1;88.4;76.0;83.0;1.4;92.1
881;31 Meubelindustrie;1994;659.0;714.0;-2.2;92.2;585.0;632.0;-2.3;92.5;74.0;81.0;-1.3;90.8
882;31 Meubelindustrie;1995;702.0;771.0;7.9;91.1;621.0;682.0;7.9;91.0;81.0;88.0;8.1;92.0
883;31 Meubelindustrie;1996;722.0;784.0;1.7;92.1;653.0;709.0;3.9;92.2;69.0;75.0;-14.8;92.0
884;31 Meubelindustrie;1997;740.0;780.0;-0.6;94.9;671.0;706.0;-0.3;95.0;69.0;73.0;-2.9;94.7
885;31 Meubelindustrie;1998;810.0;841.0;7.8;96.3;742.0;770.0;8.9;96.4;68.0;71.0;-2.9;96.1
886;31 Meubelindustrie;1999;841.0;882.0;4.9;95.3;776.0;814.0;5.8;95.3;65.0;68.0;-4.4;96.1
887;31 Meubelindustrie;2000;875.0;892.0;1.1;98.1;809.0;819.0;0.6;98.7;66.0;72.0;6.2;91.9
888;31 Meubelindustrie;2001;832.0;817.0;-8.3;101.8;773.0;757.0;-7.7;102.2;59.0;60.0;-16.7;98.6
889;31 Meubelindustrie;2002;759.0;745.0;-8.9;101.9;697.0;680.0;-10.1;102.5;62.0;64.0;6.8;97.1
890;31 Meubelindustrie;2003;668.0;668.0;-10.3;100.0;602.0;604.0;-11.2;99.7;66.0;64.0;0.0;103.3
891;31 Meubelindustrie;2004;660.0;659.0;-1.3;100.1;600.0;599.0;-0.8;100.2;60.0;60.0;-6.1;100.0
892;31 Meubelindustrie;2005;711.0;711.0;7.9;100.0;652.0;652.0;8.8;100.0;59.0;59.0;-1.7;100.0
893;31 Meubelindustrie;2006;747.0;735.0;3.4;101.6;692.0;679.0;4.1;101.9;55.0;56.0;-5.1;98.2
894;31 Meubelindustrie;2007;814.0;773.0;5.2;105.3;758.0;714.0;5.2;106.1;56.0;59.0;5.5;94.8
895;31 Meubelindustrie;2008;813.0;754.0;-2.5;107.8;756.0;696.0;-2.5;108.6;57.0;58.0;-1.8;98.3
896;31 Meubelindustrie;2009;637.0;610.0;-19.2;104.5;584.0;558.0;-19.8;104.6;53.0;52.0;-10.5;102.1
897;31 Meubelindustrie;2010;649.0;612.0;0.5;106.0;591.0;558.0;0.0;105.9;58.0;55.0;5.7;105.8
898;31 Meubelindustrie;2011;681.0;619.0;1.1;110.0;625.0;567.0;1.5;110.3;56.0;53.0;-3.4;105.8
899;31 Meubelindustrie;2012;687.0;609.0;-1.6;112.8;627.0;555.0;-2.1;113.0;60.0;55.0;3.6;109.4
900;31-32 Meubel- en overige industrie;1988;1002.0;928.0;;108.0;908.0;824.0;;110.1;94.0;104.0;;90.3
901;31-32 Meubel- en overige industrie;1989;1085.0;973.0;4.9;111.5;977.0;860.0;4.3;113.6;108.0;115.0;10.6;93.7
902;31-32 Meubel- en overige industrie;1990;1213.0;1117.0;14.7;108.6;1097.0;995.0;15.8;110.2;116.0;122.0;5.6;95.4
903;31-32 Meubel- en overige industrie;1991;1273.0;1177.0;5.4;108.1;1149.0;1051.0;5.6;109.3;124.0;127.0;4.3;97.8
904;31-32 Meubel- en overige industrie;1992;1271.0;1191.0;1.2;106.7;1141.0;1062.0;1.0;107.5;130.0;130.0;2.4;100.1
905;31-32 Meubel- en overige industrie;1993;1242.0;1202.0;0.9;103.4;1097.0;1065.0;0.4;103.0;145.0;137.0;5.4;105.9
906;31-32 Meubel- en overige industrie;1994;1260.0;1224.0;1.9;103.0;1120.0;1081.0;1.5;103.6;140.0;144.0;4.8;97.5
907;31-32 Meubel- en overige industrie;1995;1289.0;1273.0;4.0;101.2;1152.0;1123.0;3.8;102.6;137.0;152.0;5.7;90.3
908;31-32 Meubel- en overige industrie;1996;1371.0;1349.0;6.0;101.6;1245.0;1207.0;7.6;103.1;126.0;141.0;-7.3;89.6
909;31-32 Meubel- en overige industrie;1997;1451.0;1403.0;3.9;103.5;1335.0;1267.0;5.0;105.3;116.0;132.0;-6.3;88.1
910;31-32 Meubel- en overige industrie;1998;1556.0;1489.0;6.1;104.5;1425.0;1341.0;5.8;106.2;131.0;144.0;9.5;90.8
911;31-32 Meubel- en overige industrie;1999;1587.0;1539.0;3.4;103.1;1452.0;1389.0;3.6;104.5;135.0;146.0;1.5;92.2
912;31-32 Meubel- en overige industrie;2000;1684.0;1572.0;2.1;107.1;1547.0;1418.0;2.1;109.1;137.0;151.0;3.0;90.9
913;31-32 Meubel- en overige industrie;2001;1632.0;1493.0;-5.0;109.3;1487.0;1341.0;-5.4;110.9;145.0;150.0;-0.7;96.9
914;31-32 Meubel- en overige industrie;2002;1491.0;1415.0;-5.2;105.4;1336.0;1259.0;-6.1;106.1;155.0;156.0;4.1;99.5
915;31-32 Meubel- en overige industrie;2003;1416.0;1394.0;-1.5;101.6;1258.0;1241.0;-1.4;101.4;158.0;153.0;-1.9;103.4
916;31-32 Meubel- en overige industrie;2004;1426.0;1410.0;1.1;101.1;1283.0;1270.0;2.3;101.0;143.0;140.0;-8.2;102.0
917;31-32 Meubel- en overige industrie;2005;1502.0;1502.0;6.5;100.0;1349.0;1349.0;6.2;100.0;153.0;153.0;9.1;100.0
918;31-32 Meubel- en overige industrie;2006;1539.0;1536.0;2.3;100.2;1382.0;1380.0;2.3;100.1;157.0;156.0;2.0;100.6
919;31-32 Meubel- en overige industrie;2007;1640.0;1626.0;5.8;100.9;1474.0;1461.0;5.9;100.9;166.0;165.0;5.7;100.6
920;31-32 Meubel- en overige industrie;2008;1671.0;1649.0;1.4;101.4;1495.0;1477.0;1.1;101.2;176.0;172.0;4.2;102.4
921;31-32 Meubel- en overige industrie;2009;1408.0;1444.0;-12.4;97.5;1236.0;1281.0;-13.2;96.5;172.0;163.0;-5.1;105.5
922;31-32 Meubel- en overige industrie;2010;1479.0;1492.0;3.3;99.2;1296.0;1322.0;3.2;98.1;183.0;170.0;4.1;107.8
923;31-32 Meubel- en overige industrie;2011;1524.0;1490.0;-0.1;102.3;1338.0;1319.0;-0.2;101.5;186.0;171.0;0.5;109.0
924;31-32 Meubel- en overige industrie;2012;1552.0;1501.0;0.8;103.4;1353.0;1322.0;0.3;102.3;199.0;178.0;4.3;111.8
925;31-33 Overige industrie en reparatie;1988;2085.0;2141.0;;97.4;1916.0;1925.0;;99.6;169.0;211.0;;79.9
926;31-33 Overige industrie en reparatie;1989;2334.0;2331.0;8.9;100.1;2138.0;2085.0;8.4;102.5;196.0;243.0;14.8;80.8
927;31-33 Overige industrie en reparatie;1990;2685.0;2680.0;15.0;100.2;2467.0;2411.0;15.6;102.3;218.0;261.0;7.7;83.4
928;31-33 Overige industrie en reparatie;1991;2836.0;2805.0;4.7;101.1;2600.0;2525.0;4.7;103.0;236.0;273.0;4.6;86.4
929;31-33 Overige industrie en reparatie;1992;2829.0;2805.0;0.0;100.8;2576.0;2517.0;-0.3;102.4;253.0;283.0;3.4;89.5
930;31-33 Overige industrie en reparatie;1993;2686.0;2703.0;-3.6;99.4;2448.0;2438.0;-3.1;100.4;238.0;258.0;-8.7;92.3
931;31-33 Overige industrie en reparatie;1994;2587.0;2616.0;-3.2;98.9;2356.0;2346.0;-3.8;100.4;231.0;263.0;2.1;87.7
932;31-33 Overige industrie en reparatie;1995;2689.0;2737.0;4.6;98.2;2456.0;2450.0;4.4;100.3;233.0;282.0;6.9;82.7
933;31-33 Overige industrie en reparatie;1996;2593.0;2636.0;-3.7;98.4;2355.0;2347.0;-4.2;100.3;238.0;286.0;1.7;83.1
934;31-33 Overige industrie en reparatie;1997;2776.0;2783.0;5.6;99.8;2533.0;2485.0;5.9;101.9;243.0;292.0;2.1;83.1
935;31-33 Overige industrie en reparatie;1998;2955.0;2960.0;6.4;99.8;2678.0;2635.0;6.0;101.6;277.0;321.0;9.9;86.2
936;31-33 Overige industrie en reparatie;1999;2987.0;3027.0;2.3;98.7;2705.0;2702.0;2.5;100.1;282.0;320.0;-0.4;88.1
937;31-33 Overige industrie en reparatie;2000;3258.0;3181.0;5.1;102.4;2955.0;2835.0;4.9;104.2;303.0;342.0;6.7;88.7
938;31-33 Overige industrie en reparatie;2001;3224.0;3067.0;-3.6;105.1;2896.0;2713.0;-4.3;106.7;328.0;353.0;3.3;92.9
939;31-33 Overige industrie en reparatie;2002;3273.0;3226.0;5.2;101.5;2916.0;2853.0;5.1;102.2;357.0;372.0;5.5;95.9
940;31-33 Overige industrie en reparatie;2003;3104.0;3137.0;-2.7;98.9;2739.0;2771.0;-2.9;98.9;365.0;366.0;-1.7;99.7
941;31-33 Overige industrie en reparatie;2004;3209.0;3209.0;2.3;100.0;2865.0;2867.0;3.5;99.9;344.0;342.0;-6.6;100.6
942;31-33 Overige industrie en reparatie;2005;3298.0;3298.0;2.8;100.0;2939.0;2939.0;2.5;100.0;359.0;359.0;4.9;100.0
943;31-33 Overige industrie en reparatie;2006;3561.0;3526.0;6.9;101.0;3174.0;3149.0;7.1;100.8;387.0;377.0;5.0;102.7
944;31-33 Overige industrie en reparatie;2007;3858.0;3782.0;7.3;102.0;3460.0;3395.0;7.8;101.9;398.0;388.0;2.8;102.7
945;31-33 Overige industrie en reparatie;2008;3897.0;3778.0;-0.1;103.2;3478.0;3383.0;-0.3;102.8;419.0;395.0;1.8;106.2
946;31-33 Overige industrie en reparatie;2009;3485.0;3439.0;-9.0;101.3;3069.0;3054.0;-9.7;100.5;416.0;384.0;-2.6;108.3
947;31-33 Overige industrie en reparatie;2010;3521.0;3413.0;-0.8;103.2;3087.0;3015.0;-1.3;102.4;434.0;396.0;3.1;109.5
948;31-33 Overige industrie en reparatie;2011;3730.0;3535.0;3.6;105.5;3277.0;3118.0;3.4;105.1;453.0;414.0;4.6;109.3
949;31-33 Overige industrie en reparatie;2012;3814.0;3586.0;1.4;106.4;3332.0;3147.0;0.9;105.9;482.0;436.0;5.3;110.4
950;32 Overige industrie;1988;462.0;339.0;;136.3;420.0;299.0;;140.2;42.0;38.0;;109.6
951;32 Overige industrie;1989;502.0;365.0;7.6;137.7;453.0;321.0;7.1;141.2;49.0;43.0;11.9;114.3
952;32 Overige industrie;1990;569.0;437.0;19.9;130.1;515.0;390.0;21.4;132.2;54.0;45.0;6.1;118.7
953;32 Overige industrie;1991;614.0;476.0;8.8;129.1;554.0;424.0;8.9;130.5;60.0;49.0;7.4;122.8
954;32 Overige industrie;1992;593.0;475.0;-0.2;124.9;533.0;424.0;-0.2;125.8;60.0;49.0;0.0;122.8
955;32 Overige industrie;1993;594.0;493.0;3.9;120.4;525.0;437.0;3.2;120.1;69.0;54.0;10.0;128.4
956;32 Overige industrie;1994;601.0;524.0;6.2;114.7;535.0;461.0;5.5;116.0;66.0;60.0;11.6;110.0
957;32 Overige industrie;1995;587.0;523.0;-0.2;112.2;531.0;459.0;-0.6;115.8;56.0;62.0;3.0;90.6
958;32 Overige industrie;1996;649.0;581.0;11.1;111.7;592.0;513.0;11.9;115.4;57.0;64.0;3.6;89.0
959;32 Overige industrie;1997;711.0;633.0;8.9;112.3;664.0;569.0;10.8;116.8;47.0;57.0;-10.5;82.1
960;32 Overige industrie;1998;746.0;661.0;4.4;112.9;683.0;584.0;2.7;117.0;63.0;73.0;27.7;86.2
961;32 Overige industrie;1999;746.0;672.0;1.7;111.0;676.0;591.0;1.2;114.4;70.0;79.0;7.9;88.7
962;32 Overige industrie;2000;809.0;695.0;3.4;116.5;738.0;613.0;3.7;120.5;71.0;79.0;0.0;90.0
963;32 Overige industrie;2001;800.0;684.0;-1.5;116.9;714.0;594.0;-3.0;120.1;86.0;90.0;14.1;95.5
964;32 Overige industrie;2002;732.0;675.0;-1.4;108.5;639.0;584.0;-1.8;109.5;93.0;92.0;2.3;100.9
965;32 Overige industrie;2003;748.0;727.0;7.7;103.0;656.0;637.0;9.2;102.9;92.0;89.0;-3.2;103.2
966;32 Overige industrie;2004;766.0;751.0;3.3;102.0;683.0;670.0;5.2;101.9;83.0;80.0;-9.8;103.2
967;32 Overige industrie;2005;791.0;791.0;5.4;100.0;697.0;697.0;4.0;100.0;94.0;94.0;16.9;100.0
968;32 Overige industrie;2006;792.0;801.0;1.3;98.9;690.0;701.0;0.6;98.4;102.0;100.0;6.4;102.0
969;32 Overige industrie;2007;826.0;853.0;6.4;96.9;716.0;747.0;6.5;95.9;110.0;106.0;5.9;103.9
970;32 Overige industrie;2008;858.0;897.0;5.2;95.7;739.0;783.0;4.9;94.4;119.0;114.0;7.3;104.8
971;32 Overige industrie;2009;771.0;844.0;-5.9;91.4;652.0;732.0;-6.5;89.0;119.0;111.0;-2.5;107.5
972;32 Overige industrie;2010;830.0;891.0;5.6;93.2;705.0;776.0;6.0;90.8;125.0;114.0;3.4;109.2
973;32 Overige industrie;2011;843.0;881.0;-1.1;95.7;713.0;763.0;-1.7;93.5;130.0;117.0;2.4;110.9
974;32 Overige industrie;2012;865.0;905.0;2.7;95.6;726.0;781.0;2.4;92.9;139.0;123.0;4.6;113.4
975;33 Reparatie en installatie van machines;1988;1083.0;1211.0;;89.4;1008.0;1096.0;;92.0;75.0;106.0;;70.6
976;33 Reparatie en installatie van machines;1989;1249.0;1363.0;12.6;91.6;1161.0;1227.0;12.0;94.6;88.0;127.0;20.0;69.0
977;33 Reparatie en installatie van machines;1990;1472.0;1569.0;15.1;93.8;1370.0;1417.0;15.5;96.7;102.0;140.0;10.2;72.6
978;33 Reparatie en installatie van machines;1991;1563.0;1633.0;4.1;95.7;1451.0;1474.0;4.0;98.4;112.0;147.0;4.9;76.0
979;33 Reparatie en installatie van machines;1992;1558.0;1617.0;-1.0;96.3;1435.0;1454.0;-1.4;98.7;123.0;154.0;4.5;79.9
980;33 Reparatie en installatie van machines;1993;1444.0;1499.0;-7.3;96.3;1351.0;1368.0;-5.9;98.8;93.0;118.0;-23.6;79.0
981;33 Reparatie en installatie van machines;1994;1327.0;1385.0;-7.6;95.8;1236.0;1259.0;-8.0;98.2;91.0;115.0;-2.2;79.0
982;33 Reparatie en installatie van machines;1995;1400.0;1457.0;5.2;96.1;1304.0;1321.0;4.9;98.7;96.0;125.0;8.8;76.7
983;33 Reparatie en installatie van machines;1996;1222.0;1274.0;-12.6;95.9;1110.0;1128.0;-14.6;98.4;112.0;144.0;14.6;78.0
984;33 Reparatie en installatie van machines;1997;1325.0;1368.0;7.4;96.9;1198.0;1207.0;6.9;99.3;127.0;160.0;11.6;79.3
985;33 Reparatie en installatie van machines;1998;1399.0;1458.0;6.6;95.9;1253.0;1282.0;6.3;97.7;146.0;177.0;10.2;82.7
986;33 Reparatie en installatie van machines;1999;1400.0;1473.0;1.0;95.0;1253.0;1299.0;1.4;96.4;147.0;173.0;-2.1;85.0
987;33 Reparatie en installatie van machines;2000;1574.0;1597.0;8.4;98.5;1408.0;1406.0;8.2;100.1;166.0;191.0;10.2;87.1
988;33 Reparatie en installatie van machines;2001;1592.0;1565.0;-2.0;101.7;1409.0;1363.0;-3.1;103.4;183.0;203.0;6.6;90.1
989;33 Reparatie en installatie van machines;2002;1782.0;1812.0;15.8;98.3;1580.0;1596.0;17.0;99.0;202.0;217.0;6.6;93.3
990;33 Reparatie en installatie van machines;2003;1688.0;1743.0;-3.8;96.8;1481.0;1530.0;-4.1;96.8;207.0;213.0;-1.5;97.0
991;33 Reparatie en installatie van machines;2004;1783.0;1800.0;3.3;99.1;1582.0;1598.0;4.5;99.0;201.0;202.0;-5.3;99.5
992;33 Reparatie en installatie van machines;2005;1796.0;1796.0;-0.2;100.0;1590.0;1590.0;-0.5;100.0;206.0;206.0;2.0;100.0
993;33 Reparatie en installatie van machines;2006;2022.0;1990.0;10.8;101.6;1792.0;1769.0;11.3;101.3;230.0;221.0;7.3;104.1
994;33 Reparatie en installatie van machines;2007;2218.0;2156.0;8.4;102.9;1986.0;1934.0;9.3;102.7;232.0;223.0;0.9;104.1
995;33 Reparatie en installatie van machines;2008;2226.0;2129.0;-1.3;104.6;1983.0;1907.0;-1.4;104.0;243.0;223.0;0.0;109.0
996;33 Reparatie en installatie van machines;2009;2077.0;1993.0;-6.4;104.2;1833.0;1772.0;-7.1;103.4;244.0;221.0;-0.8;110.4
997;33 Reparatie en installatie van machines;2010;2042.0;1923.0;-3.5;106.2;1791.0;1696.0;-4.3;105.6;251.0;227.0;2.5;110.8
998;33 Reparatie en installatie van machines;2011;2206.0;2044.0;6.3;107.9;1939.0;1799.0;6.1;107.8;267.0;244.0;7.6;109.6
999;33 Reparatie en installatie van machines;2012;2262.0;2083.0;1.9;108.6;1979.0;1823.0;1.3;108.6;283.0;258.0;6.0;109.6
1000;D Energievoorziening;1988;771.0;1248.0;;61.8;557.0;922.0;;60.4;214.0;295.0;;72.6
1001;D Energievoorziening;1989;811.0;1281.0;2.6;63.3;587.0;942.0;2.2;62.3;224.0;306.0;3.7;73.2
1002;D Energievoorziening;1990;939.0;1461.0;14.1;64.3;708.0;1122.0;19.1;63.1;231.0;309.0;0.9;74.9
1003;D Energievoorziening;1991;1042.0;1626.0;11.3;64.1;773.0;1242.0;10.7;62.2;269.0;349.0;13.0;77.2
1004;D Energievoorziening;1992;1020.0;1618.0;-0.5;63.0;748.0;1237.0;-0.4;60.5;272.0;346.0;-0.7;78.6
1005;D Energievoorziening;1993;1008.0;1653.0;2.2;61.0;728.0;1265.0;2.3;57.5;280.0;352.0;1.8;79.5
1006;D Energievoorziening;1994;1165.0;1805.0;9.2;64.5;879.0;1427.0;12.8;61.6;286.0;352.0;0.0;81.2
1007;D Energievoorziening;1995;1109.0;1753.0;-2.9;63.3;805.0;1352.0;-5.2;59.5;304.0;367.0;4.2;82.8
1008;D Energievoorziening;1996;1185.0;1881.0;7.3;63.0;840.0;1450.0;7.2;57.9;345.0;395.0;7.6;87.3
1009;D Energievoorziening;1997;1370.0;2111.0;12.2;64.9;995.0;1657.0;14.3;60.1;375.0;424.0;7.2;88.5
1010;D Energievoorziening;1998;1395.0;2169.0;2.8;64.3;1003.0;1687.0;1.8;59.5;392.0;446.0;5.3;87.9
1011;D Energievoorziening;1999;1438.0;2244.0;3.4;64.1;1053.0;1783.0;5.7;59.1;385.0;436.0;-2.3;88.3
1012;D Energievoorziening;2000;2067.0;2881.0;28.4;71.8;1650.0;2414.0;35.4;68.3;417.0;476.0;9.1;87.7
1013;D Energievoorziening;2001;2758.0;3098.0;7.5;89.0;2268.0;2559.0;6.0;88.6;490.0;541.0;13.7;90.6
1014;D Energievoorziening;2002;2799.0;3452.0;11.4;81.1;2114.0;2715.0;6.1;77.9;685.0;736.0;36.1;93.1
1015;D Energievoorziening;2003;3212.0;3971.0;15.0;80.9;2448.0;3186.0;17.4;76.8;764.0;794.0;7.9;96.2
1016;D Energievoorziening;2004;3356.0;4013.0;1.1;83.6;2553.0;3204.0;0.6;79.7;803.0;815.0;2.6;98.6
1017;D Energievoorziening;2005;4019.0;4019.0;0.1;100.0;3178.0;3178.0;-0.8;100.0;841.0;841.0;3.2;100.0
1018;D Energievoorziening;2006;5094.0;4218.0;5.0;120.8;4265.0;3407.0;7.2;125.2;829.0;811.0;-3.6;102.2
1019;D Energievoorziening;2007;5122.0;4275.0;1.4;119.8;4292.0;3474.0;2.0;123.5;830.0;796.0;-1.8;104.2
1020;D Energievoorziening;2008;6865.0;4462.0;4.4;153.9;5999.0;3649.0;5.0;164.4;866.0;804.0;1.0;107.7
1021;D Energievoorziening;2009;5092.0;3887.0;-12.9;131.0;4205.0;3109.0;-14.8;135.2;887.0;806.0;0.2;110.1
1022;D Energievoorziening;2010;5812.0;4159.0;7.0;139.7;4856.0;3332.0;7.2;145.7;956.0;857.0;6.3;111.6
1023;D Energievoorziening;2011;6543.0;4053.0;-2.5;161.4;5595.0;3248.0;-2.5;172.2;948.0;833.0;-2.7;113.7
1024;D Energievoorziening;2012;8471.0;5011.0;23.6;169.0;7478.0;4125.0;27.0;181.3;993.0;865.0;3.8;114.8
1025;35 Energiebedrijven;1988;771.0;1248.0;;61.8;557.0;922.0;;60.4;214.0;295.0;;72.6
1026;35 Energiebedrijven;1989;811.0;1281.0;2.6;63.3;587.0;942.0;2.2;62.3;224.0;306.0;3.7;73.2
1027;35 Energiebedrijven;1990;939.0;1461.0;14.1;64.3;708.0;1122.0;19.1;63.1;231.0;309.0;0.9;74.9
1028;35 Energiebedrijven;1991;1042.0;1626.0;11.3;64.1;773.0;1242.0;10.7;62.2;269.0;349.0;13.0;77.2
1029;35 Energiebedrijven;1992;1020.0;1618.0;-0.5;63.0;748.0;1237.0;-0.4;60.5;272.0;346.0;-0.7;78.6
1030;35 Energiebedrijven;1993;1008.0;1653.0;2.2;61.0;728.0;1265.0;2.3;57.5;280.0;352.0;1.8;79.5
1031;35 Energiebedrijven;1994;1165.0;1805.0;9.2;64.5;879.0;1427.0;12.8;61.6;286.0;352.0;0.0;81.2
1032;35 Energiebedrijven;1995;1109.0;1753.0;-2.9;63.3;805.0;1352.0;-5.2;59.5;304.0;367.0;4.2;82.8
1033;35 Energiebedrijven;1996;1185.0;1881.0;7.3;63.0;840.0;1450.0;7.2;57.9;345.0;395.0;7.6;87.3
1034;35 Energiebedrijven;1997;1370.0;2111.0;12.2;64.9;995.0;1657.0;14.3;60.1;375.0;424.0;7.2;88.5
1035;35 Energiebedrijven;1998;1395.0;2169.0;2.8;64.3;1003.0;1687.0;1.8;59.5;392.0;446.0;5.3;87.9
1036;35 Energiebedrijven;1999;1438.0;2244.0;3.4;64.1;1053.0;1783.0;5.7;59.1;385.0;436.0;-2.3;88.3
1037;35 Energiebedrijven;2000;2067.0;2881.0;28.4;71.8;1650.0;2414.0;35.4;68.3;417.0;476.0;9.1;87.7
1038;35 Energiebedrijven;2001;2758.0;3098.0;7.5;89.0;2268.0;2559.0;6.0;88.6;490.0;541.0;13.7;90.6
1039;35 Energiebedrijven;2002;2799.0;3452.0;11.4;81.1;2114.0;2715.0;6.1;77.9;685.0;736.0;36.1;93.1
1040;35 Energiebedrijven;2003;3212.0;3971.0;15.0;80.9;2448.0;3186.0;17.4;76.8;764.0;794.0;7.9;96.2
1041;35 Energiebedrijven;2004;3356.0;4013.0;1.1;83.6;2553.0;3204.0;0.6;79.7;803.0;815.0;2.6;98.6
1042;35 Energiebedrijven;2005;4019.0;4019.0;0.1;100.0;3178.0;3178.0;-0.8;100.0;841.0;841.0;3.2;100.0
1043;35 Energiebedrijven;2006;5094.0;4218.0;5.0;120.8;4265.0;3407.0;7.2;125.2;829.0;811.0;-3.6;102.2
1044;35 Energiebedrijven;2007;5122.0;4275.0;1.4;119.8;4292.0;3474.0;2.0;123.5;830.0;796.0;-1.8;104.2
1045;35 Energiebedrijven;2008;6865.0;4462.0;4.4;153.9;5999.0;3649.0;5.0;164.4;866.0;804.0;1.0;107.7
1046;35 Energiebedrijven;2009;5092.0;3887.0;-12.9;131.0;4205.0;3109.0;-14.8;135.2;887.0;806.0;0.2;110.1
1047;35 Energiebedrijven;2010;5812.0;4159.0;7.0;139.7;4856.0;3332.0;7.2;145.7;956.0;857.0;6.3;111.6
1048;35 Energiebedrijven;2011;6543.0;4053.0;-2.5;161.4;5595.0;3248.0;-2.5;172.2;948.0;833.0;-2.7;113.7
1049;35 Energiebedrijven;2012;8471.0;5011.0;23.6;169.0;7478.0;4125.0;27.0;181.3;993.0;865.0;3.8;114.8
1050;E Waterbedrijven en afvalbeheer;1988;129.0;90.0;;143.7;100.0;56.0;;177.8;29.0;39.0;;75.0
1051;E Waterbedrijven en afvalbeheer;1989;138.0;98.0;9.3;140.7;103.0;60.0;7.0;171.1;35.0;45.0;17.2;77.2
1052;E Waterbedrijven en afvalbeheer;1990;151.0;110.0;12.3;137.0;112.0;70.0;15.5;161.0;39.0;47.0;2.9;83.6
