ID;BestemmingVanInvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
1385;49 Vervoer over land;1998;835.0;1353.0;-0.1;61.7;307.0;598.0;-13.5;51.3;528.0;774.0;9.5;68.2
1386;49 Vervoer over land;1999;835.0;1308.0;-3.4;63.8;283.0;546.0;-8.8;51.8;552.0;772.0;-0.2;71.5
1387;49 Vervoer over land;2000;1040.0;1350.0;3.2;77.0;402.0;567.0;3.9;70.9;638.0;795.0;2.9;80.3
1388;49 Vervoer over land;2001;1072.0;1389.0;2.9;77.2;409.0;568.0;0.2;72.0;663.0;831.0;4.5;79.8
1389;49 Vervoer over land;2002;1287.0;1713.0;23.3;75.1;554.0;813.0;43.0;68.1;733.0;923.0;11.2;79.4
1390;49 Vervoer over land;2003;1214.0;1591.0;-7.1;76.3;461.0;672.0;-17.3;68.6;753.0;928.0;0.5;81.1
1391;49 Vervoer over land;2004;1505.0;1720.0;8.2;87.5;663.0;799.0;18.9;83.0;842.0;943.0;1.6;89.3
1392;49 Vervoer over land;2005;1326.0;1326.0;-22.9;100.0;376.0;376.0;-52.9;100.0;950.0;950.0;0.7;100.0
1393;49 Vervoer over land;2006;1896.0;1779.0;34.2;106.6;843.0;781.0;107.7;107.9;1053.0;998.0;5.1;105.5
1394;49 Vervoer over land;2007;1810.0;1660.0;-6.7;109.0;700.0;634.0;-18.9;110.5;1110.0;1028.0;3.0;107.9
1395;49 Vervoer over land;2008;1803.0;1526.0;-8.1;118.2;679.0;533.0;-15.9;127.3;1124.0;996.0;-3.2;112.9
1396;49 Vervoer over land;2009;1455.0;1400.0;-8.3;103.9;428.0;473.0;-11.3;90.5;1027.0;932.0;-6.4;110.2
1397;49 Vervoer over land;2010;1639.0;1499.0;7.1;109.3;546.0;531.0;12.4;102.8;1093.0;977.0;4.9;111.8
1398;49 Vervoer over land;2011;1772.0;1581.0;5.5;112.1;622.0;581.0;9.3;107.1;1150.0;1012.0;3.6;113.6
1399;49 Vervoer over land;2012;1898.0;1630.0;3.1;116.4;722.0;622.0;7.1;116.1;1176.0;1022.0;1.0;115.1
1400;50 Vervoer over water;1988;973.0;1258.0;;77.3;81.0;51.0;;157.6;892.0;1152.0;;77.5
1401;50 Vervoer over water;1989;1078.0;1393.0;10.7;77.4;65.0;39.0;-24.7;168.0;1013.0;1312.0;13.9;77.2
1402;50 Vervoer over water;1990;1129.0;1473.0;5.8;76.7;75.0;43.0;12.3;172.6;1054.0;1382.0;5.3;76.3
1403;50 Vervoer over water;1991;1203.0;1586.0;7.7;75.8;68.0;46.0;6.7;146.7;1135.0;1489.0;7.8;76.2
1404;50 Vervoer over water;1992;1270.0;1626.0;2.5;78.1;36.0;25.0;-45.6;142.7;1234.0;1569.0;5.4;78.6
1405;50 Vervoer over water;1993;1319.0;1657.0;1.9;79.6;38.0;36.0;41.7;106.3;1281.0;1581.0;0.7;81.0
1406;50 Vervoer over water;1994;1309.0;1697.0;2.4;77.1;26.0;73.0;105.3;35.4;1283.0;1571.0;-0.6;81.7
1407;50 Vervoer over water;1995;1409.0;1812.0;6.8;77.8;93.0;251.0;242.3;37.0;1316.0;1603.0;2.0;82.1
1408;50 Vervoer over water;1996;1423.0;1761.0;-2.8;80.8;127.0;219.0;-12.9;58.1;1296.0;1569.0;-2.1;82.6
1409;50 Vervoer over water;1997;1484.0;1815.0;3.1;81.8;106.0;188.0;-14.2;56.5;1378.0;1644.0;4.8;83.8
1410;50 Vervoer over water;1998;1563.0;1885.0;3.8;82.9;104.0;186.0;-0.9;55.9;1459.0;1713.0;4.2;85.2
1411;50 Vervoer over water;1999;1582.0;1895.0;0.5;83.5;95.0;163.0;-12.5;58.4;1487.0;1737.0;1.4;85.6
1412;50 Vervoer over water;2000;1772.0;1965.0;3.7;90.2;156.0;170.0;4.2;92.0;1616.0;1802.0;3.7;89.7
1413;50 Vervoer over water;2001;1942.0;2128.0;8.3;91.3;196.0;238.0;40.4;82.4;1746.0;1895.0;5.2;92.1
1414;50 Vervoer over water;2002;1933.0;2070.0;-2.7;93.4;159.0;208.0;-12.8;76.6;1774.0;1865.0;-1.6;95.1
1415;50 Vervoer over water;2003;2063.0;2154.0;4.0;95.8;159.0;200.0;-3.8;79.6;1904.0;1953.0;4.7;97.5
1416;50 Vervoer over water;2004;2106.0;2243.0;4.2;93.9;157.0;192.0;-3.8;81.7;1949.0;2048.0;4.8;95.2
1417;50 Vervoer over water;2005;2367.0;2367.0;5.5;100.0;229.0;229.0;19.1;100.0;2138.0;2138.0;4.4;100.0
1418;50 Vervoer over water;2006;1857.0;1811.0;-23.5;102.5;290.0;273.0;19.2;106.2;1567.0;1538.0;-28.1;101.9
1419;50 Vervoer over water;2007;1936.0;1869.0;3.2;103.6;239.0;216.0;-21.0;110.9;1697.0;1656.0;7.7;102.5
1420;50 Vervoer over water;2008;2140.0;1935.0;3.6;110.6;326.0;245.0;13.8;132.9;1814.0;1691.0;2.1;107.3
1421;50 Vervoer over water;2009;1845.0;1754.0;-9.3;105.2;222.0;220.0;-10.4;101.0;1623.0;1536.0;-9.2;105.7
1422;50 Vervoer over water;2010;1934.0;1765.0;0.6;109.6;296.0;221.0;0.5;134.1;1638.0;1546.0;0.6;106.0
1423;50 Vervoer over water;2011;2072.0;1780.0;0.9;116.4;393.0;230.0;4.4;170.5;1679.0;1549.0;0.2;108.4
1424;50 Vervoer over water;2012;2258.0;1908.0;7.2;118.3;479.0;272.0;18.1;176.1;1779.0;1621.0;4.6;109.7
1425;51 Vervoer door de lucht;1988;795.0;1389.0;;57.3;181.0;170.0;;106.4;614.0;1233.0;;49.8
1426;51 Vervoer door de lucht;1989;932.0;1476.0;6.3;63.1;137.0;127.0;-25.4;108.0;795.0;1426.0;15.6;55.7
1427;51 Vervoer door de lucht;1990;979.0;1462.0;-1.0;67.0;165.0;140.0;10.2;118.0;814.0;1385.0;-2.9;58.8
1428;51 Vervoer door de lucht;1991;1049.0;1508.0;3.2;69.6;156.0;131.0;-6.1;118.7;893.0;1455.0;5.0;61.4
1429;51 Vervoer door de lucht;1992;1117.0;1652.0;9.5;67.6;177.0;161.0;22.4;110.0;940.0;1561.0;7.3;60.2
1430;51 Vervoer door de lucht;1993;1220.0;1822.0;10.3;67.0;232.0;207.0;28.8;112.0;988.0;1667.0;6.8;59.3
1431;51 Vervoer door de lucht;1994;1327.0;2038.0;11.9;65.1;224.0;269.0;29.7;83.3;1103.0;1795.0;7.7;61.4
1432;51 Vervoer door de lucht;1995;1431.0;2199.0;7.9;65.1;235.0;293.0;8.9;80.2;1196.0;1933.0;7.7;61.9
1433;51 Vervoer door de lucht;1996;1653.0;2433.0;10.6;67.9;288.0;363.0;23.8;79.4;1365.0;2089.0;8.0;65.4
1434;51 Vervoer door de lucht;1997;1893.0;2702.0;11.1;70.0;324.0;404.0;11.5;80.2;1569.0;2318.0;11.0;67.7
1435;51 Vervoer door de lucht;1998;2012.0;2868.0;6.1;70.2;367.0;453.0;12.0;81.0;1645.0;2432.0;4.9;67.6
1436;51 Vervoer door de lucht;1999;2167.0;2966.0;3.4;73.1;402.0;487.0;7.6;82.5;1765.0;2492.0;2.5;70.8
1437;51 Vervoer door de lucht;2000;2668.0;3185.0;7.4;83.8;514.0;596.0;22.4;86.2;2154.0;2591.0;4.0;83.1
1438;51 Vervoer door de lucht;2001;2641.0;3144.0;-1.3;84.0;564.0;667.0;11.9;84.5;2077.0;2476.0;-4.5;83.9
1439;51 Vervoer door de lucht;2002;2612.0;3177.0;1.1;82.2;512.0;628.0;-5.9;81.5;2100.0;2549.0;2.9;82.4
1440;51 Vervoer door de lucht;2003;2590.0;3098.0;-2.5;83.6;510.0;625.0;-0.6;81.7;2080.0;2473.0;-3.0;84.1
1441;51 Vervoer door de lucht;2004;2859.0;3210.0;3.6;89.1;521.0;596.0;-4.5;87.4;2338.0;2612.0;5.6;89.5
1442;51 Vervoer door de lucht;2005;3454.0;3454.0;7.6;100.0;712.0;712.0;19.4;100.0;2742.0;2742.0;5.0;100.0
1443;51 Vervoer door de lucht;2006;4009.0;3814.0;10.4;105.1;941.0;883.0;24.0;106.6;3068.0;2931.0;6.9;104.7
1444;51 Vervoer door de lucht;2007;4069.0;3845.0;0.8;105.8;873.0;832.0;-5.7;104.9;3196.0;3014.0;2.8;106.0
1445;51 Vervoer door de lucht;2008;4332.0;3746.0;-2.6;115.6;902.0;727.0;-12.6;124.0;3430.0;3019.0;0.2;113.6
1446;51 Vervoer door de lucht;2009;3546.0;3439.0;-8.2;103.1;609.0;715.0;-1.8;85.2;2937.0;2720.0;-9.9;108.0
1447;51 Vervoer door de lucht;2010;3955.0;3765.0;9.5;105.0;605.0;662.0;-7.4;91.4;3350.0;3073.0;13.0;109.0
1448;51 Vervoer door de lucht;2011;4344.0;4017.0;6.7;108.1;721.0;716.0;8.3;100.6;3623.0;3271.0;6.4;110.8
1449;51 Vervoer door de lucht;2012;4560.0;4126.0;2.7;110.5;643.0;608.0;-15.1;105.7;3917.0;3475.0;6.2;112.7
1450;52 Opslag, dienstverlening voor vervoer;1988;112.0;134.0;;83.4;45.0;28.0;;160.0;67.0;109.0;;61.7
1451;52 Opslag, dienstverlening voor vervoer;1989;131.0;155.0;15.2;84.6;49.0;33.0;17.8;147.9;82.0;123.0;13.4;66.5
1452;52 Opslag, dienstverlening voor vervoer;1990;130.0;155.0;0.0;84.0;43.0;33.0;0.0;129.8;87.0;123.0;0.0;70.6
1453;52 Opslag, dienstverlening voor vervoer;1991;148.0;171.0;10.8;86.3;59.0;40.0;20.9;147.3;89.0;130.0;5.7;68.3
1454;52 Opslag, dienstverlening voor vervoer;1992;169.0;188.0;9.5;90.1;67.0;45.0;11.9;149.5;102.0;141.0;7.9;72.5
1455;52 Opslag, dienstverlening voor vervoer;1993;172.0;183.0;-2.4;93.9;66.0;41.0;-9.0;161.8;106.0;143.0;2.0;73.9
1456;52 Opslag, dienstverlening voor vervoer;1994;173.0;190.0;3.5;91.2;69.0;46.0;13.6;148.9;104.0;139.0;-2.8;74.7
1457;52 Opslag, dienstverlening voor vervoer;1995;200.0;227.0;19.7;88.2;75.0;54.0;17.4;137.8;125.0;169.0;21.2;74.1
1458;52 Opslag, dienstverlening voor vervoer;1996;187.0;219.0;-3.5;85.4;68.0;54.0;-1.3;126.7;119.0;161.0;-4.8;74.1
1459;52 Opslag, dienstverlening voor vervoer;1997;230.0;265.0;20.9;86.9;87.0;69.0;29.4;125.2;143.0;186.0;16.0;76.8
1460;52 Opslag, dienstverlening voor vervoer;1998;263.0;300.0;13.5;87.6;91.0;77.0;10.3;118.7;172.0;215.0;15.4;80.0
1461;52 Opslag, dienstverlening voor vervoer;1999;289.0;322.0;7.2;89.8;105.0;89.0;16.5;117.6;184.0;220.0;2.3;83.6
1462;52 Opslag, dienstverlening voor vervoer;2000;316.0;350.0;8.7;90.3;105.0;91.0;1.9;115.4;211.0;247.0;12.5;85.3
1463;52 Opslag, dienstverlening voor vervoer;2001;351.0;367.0;5.1;95.5;96.0;75.0;-17.1;127.3;255.0;287.0;16.1;88.7
1464;52 Opslag, dienstverlening voor vervoer;2002;444.0;452.0;23.1;98.2;111.0;90.0;19.8;122.9;333.0;357.0;24.3;93.2
1465;52 Opslag, dienstverlening voor vervoer;2003;463.0;459.0;1.6;100.8;93.0;81.0;-10.8;115.4;370.0;378.0;5.7;98.0
1466;52 Opslag, dienstverlening voor vervoer;2004;482.0;476.0;3.7;101.2;81.0;76.0;-5.4;106.3;401.0;400.0;5.9;100.2
1467;52 Opslag, dienstverlening voor vervoer;2005;501.0;501.0;5.2;100.0;80.0;80.0;4.9;100.0;421.0;421.0;5.2;100.0
1468;52 Opslag, dienstverlening voor vervoer;2006;516.0;506.0;1.0;102.0;96.0;96.0;20.0;100.0;420.0;410.0;-2.6;102.4
1469;52 Opslag, dienstverlening voor vervoer;2007;536.0;514.0;1.6;104.3;99.0;101.0;5.2;98.0;437.0;413.0;0.7;105.8
1470;52 Opslag, dienstverlening voor vervoer;2008;575.0;533.0;3.7;107.9;116.0;114.0;13.1;101.5;459.0;420.0;1.6;109.4
1471;52 Opslag, dienstverlening voor vervoer;2009;524.0;485.0;-9.0;108.1;77.0;83.0;-27.6;93.1;447.0;401.0;-4.4;111.4
1472;52 Opslag, dienstverlening voor vervoer;2010;589.0;533.0;9.9;110.5;92.0;96.0;15.6;96.2;497.0;437.0;8.9;113.7
1473;52 Opslag, dienstverlening voor vervoer;2011;630.0;562.0;5.4;112.1;97.0;98.0;2.2;99.3;533.0;464.0;6.0;115.0
1474;52 Opslag, dienstverlening voor vervoer;2012;671.0;605.0;7.6;111.0;101.0;104.0;6.2;97.3;570.0;500.0;7.9;114.0
1475;53 Post en koeriers;1988;269.0;366.0;;73.5;69.0;72.0;;96.4;200.0;281.0;;71.2
1476;53 Post en koeriers;1989;284.0;392.0;7.1;72.5;68.0;72.0;0.0;95.0;216.0;308.0;9.5;70.2
1477;53 Post en koeriers;1990;297.0;390.0;-0.4;76.1;66.0;71.0;-1.5;93.6;231.0;308.0;0.0;75.1
1478;53 Post en koeriers;1991;325.0;419.0;7.4;77.5;70.0;73.0;3.0;96.4;255.0;334.0;8.7;76.3
1479;53 Post en koeriers;1992;381.0;479.0;14.2;79.6;76.0;81.0;11.4;93.9;305.0;384.0;14.9;79.4
1480;53 Post en koeriers;1993;426.0;519.0;8.4;82.1;68.0;80.0;-1.3;85.1;358.0;426.0;10.8;84.1
1481;53 Post en koeriers;1994;483.0;536.0;3.3;90.1;92.0;74.0;-7.4;124.3;391.0;448.0;5.3;87.2
1482;53 Post en koeriers;1995;521.0;570.0;6.4;91.3;85.0;67.0;-9.8;127.3;436.0;494.0;10.2;88.2
1483;53 Post en koeriers;1996;597.0;644.0;12.9;92.7;91.0;71.0;5.9;128.7;506.0;565.0;14.2;89.6
1484;53 Post en koeriers;1997;637.0;669.0;3.9;95.3;87.0;70.0;-1.1;124.4;550.0;591.0;4.7;93.0
1485;53 Post en koeriers;1998;721.0;761.0;13.8;94.8;61.0;54.0;-23.0;113.3;660.0;707.0;19.6;93.3
1486;53 Post en koeriers;1999;703.0;743.0;-2.4;94.6;63.0;58.0;8.2;108.1;640.0;684.0;-3.3;93.6
1487;53 Post en koeriers;2000;772.0;808.0;8.8;95.5;65.0;60.0;3.2;108.1;707.0;748.0;9.4;94.5
1488;53 Post en koeriers;2001;805.0;827.0;2.3;97.3;60.0;51.0;-15.4;118.0;745.0;778.0;4.0;95.8
1489;53 Post en koeriers;2002;808.0;833.0;0.7;96.9;62.0;58.0;15.0;106.0;746.0;774.0;-0.4;96.3
1490;53 Post en koeriers;2003;803.0;820.0;-1.6;97.9;52.0;50.0;-14.5;104.0;751.0;770.0;-0.5;97.5
1491;53 Post en koeriers;2004;775.0;783.0;-4.5;98.9;53.0;51.0;1.9;104.0;722.0;732.0;-4.9;98.6
1492;53 Post en koeriers;2005;756.0;756.0;-3.5;100.0;50.0;50.0;-1.9;100.0;706.0;706.0;-3.6;100.0
1493;53 Post en koeriers;2006;816.0;807.0;6.7;101.1;56.0;61.0;22.0;91.8;760.0;746.0;5.7;101.9
1494;53 Post en koeriers;2007;808.0;778.0;-3.6;103.8;62.0;73.0;19.6;85.0;746.0;707.0;-5.3;105.6
1495;53 Post en koeriers;2008;794.0;763.0;-2.0;104.1;64.0;75.0;3.2;85.0;730.0;690.0;-2.4;105.8
1496;53 Post en koeriers;2009;770.0;741.0;-2.9;103.9;52.0;71.0;-6.2;73.6;718.0;672.0;-2.6;106.9
1497;53 Post en koeriers;2010;748.0;709.0;-4.3;105.5;58.0;77.0;9.6;74.9;690.0;636.0;-5.3;108.5
1498;53 Post en koeriers;2011;770.0;715.0;0.8;107.7;59.0;75.0;-3.4;78.9;711.0;644.0;1.2;110.5
1499;53 Post en koeriers;2012;787.0;716.0;0.1;110.0;63.0;82.0;10.2;76.5;724.0;639.0;-0.7;113.3
1500;I Horeca;1988;522.0;583.0;;89.5;451.0;483.0;;93.4;71.0;99.0;;71.7
1501;I Horeca;1989;620.0;672.0;15.3;92.2;535.0;555.0;14.9;96.5;85.0;117.0;18.3;72.5
1502;I Horeca;1990;629.0;695.0;3.4;90.5;551.0;588.0;6.0;93.7;78.0;102.0;-12.9;76.4
1503;I Horeca;1991;734.0;804.0;15.6;91.3;640.0;681.0;15.8;94.0;94.0;116.0;14.1;80.7
1504;I Horeca;1992;753.0;819.0;1.9;92.0;654.0;693.0;1.9;94.3;99.0;119.0;2.1;83.3
1505;I Horeca;1993;786.0;844.0;3.1;93.1;678.0;713.0;2.9;95.0;108.0;124.0;4.0;87.3
1506;I Horeca;1994;879.0;927.0;9.8;94.9;767.0;792.0;11.1;96.8;112.0;126.0;1.9;88.9
1507;I Horeca;1995;975.0;1030.0;11.1;94.7;864.0;891.0;12.4;97.0;111.0;129.0;2.7;85.8
1508;I Horeca;1996;1069.0;1087.0;5.5;98.4;945.0;937.0;5.2;100.9;124.0;140.0;8.1;88.7
1509;I Horeca;1997;1136.0;1127.0;3.6;100.8;993.0;949.0;1.3;104.7;143.0;170.0;21.8;84.0
1510;I Horeca;1998;1202.0;1161.0;3.1;103.5;1036.0;957.0;0.9;108.2;166.0;201.0;18.2;82.5
1511;I Horeca;1999;1337.0;1294.0;11.4;103.4;1157.0;1076.0;12.4;107.6;180.0;212.0;5.4;84.8
1512;I Horeca;2000;1500.0;1404.0;8.5;106.8;1298.0;1167.0;8.5;111.2;202.0;231.0;8.9;87.4
1513;I Horeca;2001;1633.0;1487.0;5.9;109.8;1394.0;1223.0;4.8;114.0;239.0;262.0;13.4;91.2
1514;I Horeca;2002;1678.0;1563.0;5.1;107.4;1416.0;1283.0;4.9;110.4;262.0;277.0;5.9;94.5
1515;I Horeca;2003;1562.0;1490.0;-4.6;104.8;1275.0;1201.0;-6.4;106.2;287.0;291.0;5.0;98.6
1516;I Horeca;2004;1597.0;1595.0;7.0;100.1;1307.0;1306.0;8.8;100.1;290.0;289.0;-0.7;100.3
1517;I Horeca;2005;1658.0;1658.0;3.9;100.0;1361.0;1361.0;4.2;100.0;297.0;297.0;2.8;100.0
1518;I Horeca;2006;1771.0;1723.0;3.9;102.8;1463.0;1421.0;4.4;103.0;308.0;302.0;1.7;102.0
1519;I Horeca;2007;1877.0;1815.0;5.4;103.4;1565.0;1508.0;6.2;103.8;312.0;307.0;1.6;101.7
1520;I Horeca;2008;1884.0;1727.0;-4.8;109.1;1581.0;1431.0;-5.1;110.5;303.0;296.0;-3.5;102.3
1521;I Horeca;2009;1765.0;1682.0;-2.6;104.9;1458.0;1393.0;-2.7;104.6;307.0;289.0;-2.3;106.1
1522;I Horeca;2010;1763.0;1632.0;-3.0;108.0;1443.0;1331.0;-4.5;108.4;320.0;301.0;3.9;106.5
1523;I Horeca;2011;1974.0;1739.0;6.6;113.5;1639.0;1423.0;6.9;115.1;335.0;316.0;5.0;106.2
1524;I Horeca;2012;2096.0;1763.0;1.4;118.9;1754.0;1441.0;1.2;121.7;342.0;322.0;2.1;106.2
1525;55 Logiesverstrekking;1988;110.0;88.0;;124.7;87.0;58.0;;150.4;23.0;32.0;;72.6
1526;55 Logiesverstrekking;1989;130.0;103.0;17.3;125.7;103.0;68.0;17.2;151.9;27.0;37.0;17.4;72.6
1527;55 Logiesverstrekking;1990;126.0;102.0;-1.5;123.7;100.0;69.0;1.9;144.7;26.0;32.0;-14.8;82.1
1528;55 Logiesverstrekking;1991;144.0;118.0;15.9;122.0;115.0;82.0;18.0;141.0;29.0;34.0;7.7;85.1
1529;55 Logiesverstrekking;1992;142.0;125.0;6.3;113.3;111.0;87.0;7.0;127.2;31.0;35.0;3.4;87.9
1530;55 Logiesverstrekking;1993;152.0;135.0;7.7;112.5;116.0;94.0;7.2;124.0;36.0;39.0;9.7;93.1
1531;55 Logiesverstrekking;1994;166.0;148.0;9.9;111.9;131.0;106.0;13.8;123.1;35.0;38.0;-2.8;93.1
1532;55 Logiesverstrekking;1995;178.0;162.0;9.0;110.0;142.0;115.0;7.6;124.0;36.0;43.0;14.3;83.8
1533;55 Logiesverstrekking;1996;197.0;180.0;11.2;109.4;156.0;127.0;11.3;122.4;41.0;48.0;11.1;85.9
1534;55 Logiesverstrekking;1997;200.0;186.0;3.6;107.3;151.0;125.0;-1.9;120.8;49.0;59.0;24.4;82.5
1535;55 Logiesverstrekking;1998;212.0;196.0;5.0;108.3;154.0;126.0;0.7;122.4;58.0;70.0;18.4;82.5
1536;55 Logiesverstrekking;1999;237.0;222.0;13.7;106.5;175.0;148.0;17.5;118.3;62.0;73.0;3.4;85.2
1537;55 Logiesverstrekking;2000;266.0;248.0;11.4;107.3;197.0;165.0;11.4;119.5;69.0;81.0;11.3;85.2
1538;55 Logiesverstrekking;2001;292.0;267.0;7.9;109.2;208.0;173.0;5.1;120.1;84.0;94.0;15.9;89.5
1539;55 Logiesverstrekking;2002;309.0;291.0;8.9;106.1;215.0;188.0;8.7;114.3;94.0;103.0;9.5;91.4
1540;55 Logiesverstrekking;2003;321.0;311.0;6.8;103.2;210.0;196.0;4.2;107.1;111.0;116.0;12.8;95.8
1541;55 Logiesverstrekking;2004;340.0;336.0;8.1;101.1;225.0;219.0;11.9;102.6;115.0;117.0;0.9;98.3
1542;55 Logiesverstrekking;2005;353.0;353.0;5.0;100.0;234.0;234.0;6.7;100.0;119.0;119.0;1.7;100.0
1543;55 Logiesverstrekking;2006;373.0;378.0;7.1;98.7;251.0;259.0;10.7;96.9;122.0;119.0;0.0;102.5
1544;55 Logiesverstrekking;2007;408.0;417.0;10.2;98.0;281.0;294.0;13.5;95.6;127.0;123.0;3.3;103.3
1545;55 Logiesverstrekking;2008;410.0;400.0;-3.9;102.5;287.0;282.0;-4.3;101.9;123.0;119.0;-3.1;103.3
1546;55 Logiesverstrekking;2009;387.0;394.0;-1.5;98.1;264.0;278.0;-1.4;95.1;123.0;117.0;-1.6;105.0
1547;55 Logiesverstrekking;2010;398.0;402.0;2.1;98.9;269.0;280.0;0.8;96.2;129.0;123.0;4.9;105.0
1548;55 Logiesverstrekking;2011;432.0;425.0;5.5;101.7;296.0;296.0;5.9;99.9;136.0;129.0;4.7;105.8
1549;55 Logiesverstrekking;2012;432.0;424.0;-0.2;102.0;293.0;292.0;-1.4;100.2;139.0;131.0;2.2;105.8
1550;56 Restaurants en cafés;1988;412.0;497.0;;82.9;364.0;430.0;;84.7;48.0;67.0;;71.5
1551;56 Restaurants en cafés;1989;490.0;571.0;14.8;85.8;432.0;491.0;14.3;88.0;58.0;80.0;18.8;72.7
1552;56 Restaurants en cafés;1990;503.0;598.0;4.7;84.2;451.0;525.0;6.9;85.9;52.0;70.0;-12.1;74.1
1553;56 Restaurants en cafés;1991;590.0;690.0;15.5;85.5;525.0;605.0;15.3;86.7;65.0;82.0;17.3;79.0
1554;56 Restaurants en cafés;1992;611.0;696.0;0.8;87.8;543.0;610.0;0.8;89.0;68.0;84.0;1.5;81.4
1555;56 Restaurants en cafés;1993;634.0;710.0;2.0;89.3;562.0;622.0;2.0;90.3;72.0;85.0;1.5;84.9
1556;56 Restaurants en cafés;1994;713.0;779.0;9.8;91.5;636.0;688.0;10.5;92.5;77.0;88.0;4.2;87.2
1557;56 Restaurants en cafés;1995;797.0;870.0;11.6;91.6;722.0;780.0;13.4;92.6;75.0;86.0;-2.6;87.2
1558;56 Restaurants en cafés;1996;872.0;907.0;4.3;96.1;789.0;811.0;4.0;97.3;83.0;92.0;6.7;90.5
1559;56 Restaurants en cafés;1997;936.0;940.0;3.7;99.5;842.0;826.0;1.9;101.9;94.0;111.0;20.5;85.1
1560;56 Restaurants en cafés;1998;990.0;966.0;2.7;102.5;882.0;834.0;1.0;105.7;108.0;131.0;18.1;82.8
1561;56 Restaurants en cafés;1999;1100.0;1071.0;10.9;102.7;982.0;930.0;11.5;105.6;118.0;139.0;6.5;84.9
1562;56 Restaurants en cafés;2000;1234.0;1156.0;7.9;106.8;1101.0;1003.0;7.9;109.7;133.0;150.0;7.6;88.9
1563;56 Restaurants en cafés;2001;1341.0;1219.0;5.5;110.0;1186.0;1051.0;4.7;112.9;155.0;168.0;12.0;92.5
1564;56 Restaurants en cafés;2002;1369.0;1271.0;4.3;107.7;1201.0;1096.0;4.3;109.6;168.0;174.0;3.9;96.5
1565;56 Restaurants en cafés;2003;1241.0;1179.0;-7.2;105.2;1065.0;1005.0;-8.3;106.0;176.0;175.0;0.6;100.5
1566;56 Restaurants en cafés;2004;1257.0;1259.0;6.8;99.8;1082.0;1087.0;8.2;99.6;175.0;172.0;-1.7;101.7
1567;56 Restaurants en cafés;2005;1305.0;1305.0;3.7;100.0;1127.0;1127.0;3.7;100.0;178.0;178.0;3.4;100.0
1568;56 Restaurants en cafés;2006;1398.0;1345.0;3.1;103.9;1212.0;1162.0;3.1;104.3;186.0;183.0;2.8;101.6
1569;56 Restaurants en cafés;2007;1469.0;1400.0;4.1;104.9;1284.0;1216.0;4.6;105.6;185.0;184.0;0.5;100.6
1570;56 Restaurants en cafés;2008;1474.0;1328.0;-5.1;111.0;1294.0;1151.0;-5.3;112.4;180.0;177.0;-3.8;101.7
1571;56 Restaurants en cafés;2009;1378.0;1290.0;-2.9;106.9;1194.0;1117.0;-2.9;106.8;184.0;172.0;-2.8;106.9
1572;56 Restaurants en cafés;2010;1365.0;1233.0;-4.4;110.7;1174.0;1055.0;-5.6;111.3;191.0;178.0;3.3;107.5
1573;56 Restaurants en cafés;2011;1542.0;1317.0;6.9;117.0;1343.0;1130.0;7.2;118.8;199.0;187.0;5.2;106.4
1574;56 Restaurants en cafés;2012;1664.0;1341.0;1.8;124.1;1461.0;1150.0;1.8;127.0;203.0;191.0;2.0;106.4
1575;J Informatie en communicatie;1988;1276.0;1137.0;;112.2;385.0;320.0;;120.3;891.0;812.0;;109.7
1576;J Informatie en communicatie;1989;1508.0;1318.0;15.9;114.4;423.0;351.0;9.6;120.6;1085.0;964.0;18.6;112.6
1577;J Informatie en communicatie;1990;1515.0;1313.0;-0.3;115.3;467.0;396.0;12.8;118.1;1048.0;911.0;-5.4;115.0
1578;J Informatie en communicatie;1991;1696.0;1446.0;10.1;117.3;478.0;408.0;3.2;117.1;1218.0;1031.0;13.2;118.1
1579;J Informatie en communicatie;1992;1774.0;1490.0;3.0;119.1;485.0;436.0;6.7;111.4;1289.0;1047.0;1.6;123.1
1580;J Informatie en communicatie;1993;1892.0;1605.0;7.7;117.9;493.0;481.0;10.5;102.4;1399.0;1117.0;6.7;125.2
1581;J Informatie en communicatie;1994;2035.0;1694.0;5.5;120.2;522.0;510.0;5.9;102.4;1513.0;1178.0;5.4;128.4
1582;J Informatie en communicatie;1995;2168.0;1779.0;5.0;121.9;542.0;514.0;0.8;105.5;1626.0;1254.0;6.5;129.6
1583;J Informatie en communicatie;1996;2370.0;1904.0;7.1;124.5;643.0;596.0;16.1;107.9;1727.0;1305.0;4.1;132.3
1584;J Informatie en communicatie;1997;2612.0;2180.0;14.5;119.8;763.0;674.0;13.1;113.2;1849.0;1501.0;15.0;123.2
1585;J Informatie en communicatie;1998;2853.0;2486.0;14.1;114.8;934.0;751.0;11.4;124.4;1919.0;1728.0;15.1;111.0
1586;J Informatie en communicatie;1999;3587.0;3261.0;31.2;110.0;1227.0;1037.0;38.1;118.3;2360.0;2208.0;27.8;106.9
