ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
352;Overheid (geconsolideerd);2004 2e kwartaal;75219.0;0.0;25857.0;4063.0;329.0;21465.0;0.0;0.0;0.0;0.0;0.0;15307.0;13971.0;8935.0;0.0;0.0;1336.0;-1784.0;-834.0;-950.0;3606.0;740.0;1766.0;0.0;0.0;0.0;0.0;1100.0;14061.0;0.0;0.0;17274.0;17274.0;16056.0;16056.0;0.0;0.0;1218.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;443.0;0.0;71.0;0.0;0.0;372.0;0.0;455.0;383.0;72.0;0.0;-1402.0;79427.0;0.0;8475.0;14298.0;0.0;0.0;143.0;0.0;143.0;-164.0;0.0;-164.0;3065.0;3060.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15652.0;0.0;0.0;0.0;0.0;0.0;0.0;15652.0;0.0;0.0;0.0;0.0;0.0;0.0;2408.0;71.0;0.0;0.0;0.0;2337.0;31572.0;13991.0;17581.0;17581.0;10107.0;1064.0;9043.0;7474.0;0.0;638.0;0.0;638.0;0.0;-1402.0;3826.0;3822.0;3105.0;717.0;4.0;0.0;0.0;-486.0
353;Overheid (geconsolideerd);2004 3e kwartaal;68327.0;0.0;22680.0;3996.0;319.0;18365.0;0.0;0.0;0.0;0.0;0.0;14375.0;13106.0;8102.0;0.0;0.0;1269.0;-1665.0;-757.0;-908.0;3043.0;682.0;962.0;0.0;0.0;0.0;0.0;1399.0;11668.0;0.0;0.0;17310.0;17310.0;16143.0;16143.0;0.0;0.0;1167.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;481.0;0.0;72.0;0.0;0.0;409.0;0.0;435.0;341.0;94.0;0.0;-1360.0;70238.0;0.0;8391.0;11216.0;0.0;0.0;134.0;0.0;134.0;-165.0;0.0;-165.0;2959.0;2955.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;13527.0;0.0;0.0;0.0;0.0;0.0;0.0;13527.0;0.0;0.0;0.0;0.0;0.0;0.0;2106.0;72.0;0.0;0.0;0.0;2034.0;28237.0;12347.0;15890.0;15890.0;9872.0;990.0;8882.0;6018.0;0.0;463.0;0.0;463.0;0.0;-1360.0;3770.0;3766.0;3104.0;662.0;4.0;0.0;0.0;-400.0
354;Overheid (geconsolideerd);2004 4e kwartaal;78270.0;0.0;25501.0;4266.0;313.0;20922.0;0.0;0.0;0.0;0.0;0.0;17109.0;15762.0;10582.0;0.0;0.0;1347.0;-1848.0;-816.0;-1032.0;1824.0;730.0;608.0;0.0;0.0;0.0;0.0;486.0;14810.0;0.0;0.0;19758.0;19758.0;18486.0;18486.0;0.0;0.0;1272.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;530.0;0.0;70.0;0.0;0.0;460.0;0.0;586.0;504.0;82.0;0.0;-1585.0;77780.0;0.0;10353.0;12068.0;0.0;0.0;130.0;0.0;130.0;-163.0;0.0;-163.0;3134.0;3130.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;13620.0;0.0;0.0;0.0;0.0;0.0;0.0;13620.0;0.0;0.0;0.0;0.0;0.0;0.0;2387.0;70.0;0.0;0.0;0.0;2317.0;31208.0;14151.0;17057.0;17057.0;10286.0;1113.0;9173.0;6771.0;0.0;829.0;0.0;829.0;0.0;-1585.0;4422.0;4417.0;3113.0;1304.0;5.0;0.0;0.0;-208.0
355;Overheid (geconsolideerd);2004;288995.0;0.0;96515.0;16399.0;1302.0;78814.0;0.0;0.0;0.0;0.0;0.0;60975.0;55748.0;35098.0;5261.0;15389.0;5227.0;-6881.0;-3112.0;-3769.0;10204.0;2845.0;3707.0;3459.0;248.0;0.0;0.0;3652.0;51173.0;45798.0;5375.0;73205.0;73205.0;68332.0;68332.0;0.0;0.0;4873.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1966.0;0.0;279.0;0.0;271.0;1416.0;0.0;1838.0;1513.0;325.0;190.0;135.0;297674.0;0.0;35292.0;48909.0;35979.0;12930.0;549.0;0.0;549.0;-662.0;0.0;-662.0;12217.0;12199.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;55972.0;0.0;0.0;0.0;0.0;0.0;0.0;55972.0;40179.0;0.0;0.0;0.0;4873.0;10920.0;9122.0;279.0;0.0;0.0;3074.0;5769.0;118942.0;52550.0;66392.0;66392.0;40128.0;4770.0;35358.0;26264.0;0.0;3208.0;0.0;3208.0;1563.0;1645.0;15833.0;15816.0;12427.0;3389.0;17.0;0.0;17.0;-1708.0
356;Overheid (geconsolideerd);2005 1e kwartaal;69860.0;0.0;22639.0;4041.0;335.0;18263.0;0.0;0.0;0.0;0.0;0.0;14390.0;13061.0;7431.0;1295.0;4335.0;1329.0;-1350.0;-672.0;-678.0;1825.0;660.0;436.0;368.0;68.0;0.0;0.0;729.0;12653.0;11239.0;1414.0;18755.0;18755.0;17415.0;17415.0;0.0;0.0;1340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;558.0;0.0;73.0;0.0;55.0;430.0;0.0;390.0;342.0;48.0;23.0;25.0;70730.0;0.0;8311.0;11173.0;8032.0;3141.0;132.0;0.0;132.0;-141.0;0.0;-141.0;3049.0;3042.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;13553.0;0.0;0.0;0.0;0.0;0.0;0.0;13553.0;9496.0;0.0;0.0;0.0;1340.0;2717.0;2583.0;73.0;0.0;0.0;940.0;1570.0;28435.0;12056.0;16379.0;16379.0;10172.0;1243.0;8929.0;6207.0;0.0;1257.0;0.0;1257.0;408.0;849.0;3911.0;3903.0;3164.0;739.0;8.0;0.0;8.0;-1533.0
357;Overheid (geconsolideerd);2005 2e kwartaal;77348.0;0.0;26629.0;4668.0;316.0;21645.0;0.0;0.0;0.0;0.0;0.0;15736.0;14288.0;8719.0;1283.0;4286.0;1448.0;-1565.0;-837.0;-728.0;2969.0;719.0;946.0;878.0;68.0;0.0;0.0;1304.0;14968.0;13450.0;1518.0;17627.0;17627.0;16339.0;16339.0;0.0;0.0;1288.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;482.0;0.0;73.0;0.0;60.0;349.0;0.0;502.0;447.0;55.0;21.0;34.0;80478.0;0.0;8910.0;14478.0;10514.0;3964.0;156.0;0.0;156.0;-156.0;0.0;-156.0;3026.0;3025.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16089.0;0.0;0.0;0.0;0.0;0.0;0.0;16089.0;11680.0;0.0;0.0;0.0;1288.0;3121.0;2211.0;73.0;0.0;0.0;628.0;1510.0;31956.0;13984.0;17972.0;17972.0;10311.0;1247.0;9064.0;7661.0;0.0;485.0;0.0;485.0;401.0;84.0;4125.0;4116.0;3241.0;875.0;9.0;0.0;9.0;-802.0
358;Overheid (geconsolideerd);2005 3e kwartaal;71082.0;0.0;23260.0;4312.0;304.0;18644.0;0.0;0.0;0.0;0.0;0.0;15698.0;14335.0;8825.0;1274.0;4236.0;1363.0;-1553.0;-802.0;-751.0;2575.0;720.0;956.0;888.0;68.0;0.0;0.0;899.0;13064.0;11702.0;1362.0;16921.0;16921.0;15825.0;15825.0;0.0;0.0;1096.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;566.0;0.0;73.0;0.0;56.0;437.0;0.0;551.0;488.0;63.0;24.0;39.0;71638.0;0.0;8875.0;11219.0;8186.0;3033.0;131.0;0.0;131.0;-141.0;0.0;-141.0;3075.0;3068.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;13165.0;0.0;0.0;0.0;0.0;0.0;0.0;13165.0;9416.0;0.0;0.0;0.0;1096.0;2653.0;2276.0;73.0;0.0;0.0;706.0;1497.0;29169.0;12339.0;16830.0;16830.0;10525.0;1242.0;9283.0;6305.0;0.0;265.0;0.0;265.0;413.0;-148.0;4138.0;4131.0;3176.0;955.0;7.0;0.0;7.0;-534.0
359;Overheid (geconsolideerd);2005 4e kwartaal;83697.0;0.0;26272.0;4235.0;334.0;21703.0;0.0;0.0;0.0;0.0;0.0;18051.0;16592.0;11241.0;1243.0;4108.0;1459.0;-1732.0;-824.0;-908.0;4138.0;621.0;1588.0;1522.0;66.0;0.0;0.0;1929.0;17772.0;16249.0;1523.0;18183.0;18183.0;16898.0;16898.0;0.0;0.0;1285.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;533.0;0.0;73.0;0.0;53.0;407.0;0.0;480.0;433.0;47.0;28.0;19.0;80590.0;0.0;10314.0;12673.0;9167.0;3506.0;140.0;0.0;140.0;-146.0;0.0;-146.0;2975.0;2968.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;13410.0;0.0;0.0;0.0;0.0;0.0;0.0;13410.0;9435.0;0.0;0.0;0.0;1285.0;2690.0;2517.0;73.0;0.0;0.0;879.0;1565.0;32125.0;14639.0;17486.0;17486.0;10422.0;1293.0;9129.0;7064.0;0.0;1006.0;0.0;1006.0;495.0;511.0;4742.0;4734.0;3291.0;1443.0;8.0;0.0;8.0;834.0
360;Overheid (geconsolideerd);2005;301987.0;0.0;98800.0;17256.0;1289.0;80255.0;0.0;0.0;0.0;0.0;0.0;63875.0;58276.0;36216.0;5095.0;16965.0;5599.0;-6200.0;-3135.0;-3065.0;11507.0;2720.0;3926.0;3656.0;270.0;0.0;0.0;4861.0;58457.0;52640.0;5817.0;71486.0;71486.0;66477.0;66477.0;0.0;0.0;5009.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2139.0;0.0;292.0;0.0;224.0;1623.0;0.0;1923.0;1710.0;213.0;96.0;117.0;303436.0;0.0;36410.0;49543.0;35899.0;13644.0;559.0;0.0;559.0;-584.0;0.0;-584.0;12125.0;12103.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;56217.0;0.0;0.0;0.0;0.0;0.0;0.0;56217.0;40027.0;0.0;0.0;0.0;5009.0;11181.0;9587.0;292.0;0.0;0.0;3153.0;6142.0;121685.0;53018.0;68667.0;68667.0;41430.0;5025.0;36405.0;27237.0;0.0;3013.0;0.0;3013.0;1717.0;1296.0;16916.0;16884.0;12872.0;4012.0;32.0;0.0;32.0;-2035.0
361;Overheid (geconsolideerd);2006 1e kwartaal;76097.0;0.0;23423.0;3994.0;356.0;19073.0;0.0;0.0;0.0;0.0;0.0;16516.0;15075.0;8583.0;1623.0;4869.0;1441.0;-1404.0;-724.0;-680.0;2259.0;857.0;485.0;422.0;63.0;0.0;0.0;917.0;13377.0;11999.0;1378.0;21008.0;21008.0;19969.0;19969.0;0.0;0.0;1039.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;506.0;0.0;73.0;0.0;56.0;377.0;0.0;412.0;360.0;52.0;18.0;34.0;76093.0;0.0;8914.0;11205.0;8247.0;2958.0;137.0;0.0;137.0;-154.0;0.0;-154.0;3086.0;3085.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14097.0;0.0;0.0;0.0;0.0;0.0;0.0;14097.0;9688.0;0.0;0.0;0.0;1039.0;3370.0;2212.0;73.0;0.0;0.0;815.0;1324.0;31791.0;12715.0;19076.0;19076.0;12718.0;1448.0;11270.0;6358.0;0.0;1218.0;0.0;1218.0;406.0;812.0;4093.0;4086.0;3321.0;765.0;7.0;0.0;7.0;-506.0
362;Overheid (geconsolideerd);2006 2e kwartaal;84822.0;0.0;27541.0;4630.0;341.0;22570.0;0.0;0.0;0.0;0.0;0.0;18190.0;16800.0;10998.0;1465.0;4337.0;1390.0;-1503.0;-810.0;-693.0;4994.0;755.0;2044.0;1983.0;61.0;0.0;0.0;2195.0;15125.0;14007.0;1118.0;19455.0;19455.0;18346.0;18346.0;0.0;0.0;1109.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;537.0;0.0;74.0;0.0;63.0;400.0;0.0;483.0;426.0;57.0;16.0;41.0;85646.0;0.0;9572.0;14582.0;10740.0;3842.0;161.0;0.0;161.0;-167.0;0.0;-167.0;2911.0;2910.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16530.0;0.0;0.0;0.0;0.0;0.0;0.0;16530.0;11699.0;0.0;0.0;0.0;1109.0;3722.0;2397.0;74.0;0.0;0.0;696.0;1627.0;35619.0;14813.0;20806.0;20806.0;13049.0;1438.0;11611.0;7757.0;0.0;398.0;0.0;398.0;426.0;-28.0;4443.0;4437.0;3393.0;1044.0;6.0;0.0;6.0;-800.0
363;Overheid (geconsolideerd);2006 3e kwartaal;76013.0;0.0;24198.0;4594.0;333.0;19271.0;0.0;0.0;0.0;0.0;0.0;15364.0;13960.0;8473.0;1375.0;4112.0;1404.0;-1526.0;-828.0;-698.0;3674.0;734.0;1158.0;1097.0;61.0;0.0;0.0;1782.0;13899.0;12628.0;1271.0;19510.0;19510.0;18531.0;18531.0;0.0;0.0;979.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;517.0;0.0;74.0;0.0;56.0;387.0;0.0;377.0;318.0;59.0;17.0;42.0;76296.0;0.0;9440.0;11458.0;8469.0;2989.0;134.0;0.0;134.0;-155.0;0.0;-155.0;3021.0;3020.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;13605.0;0.0;0.0;0.0;0.0;0.0;0.0;13605.0;9254.0;0.0;0.0;0.0;979.0;3372.0;2432.0;74.0;0.0;0.0;821.0;1537.0;32129.0;12713.0;19416.0;19416.0;12858.0;1415.0;11443.0;6558.0;0.0;387.0;0.0;387.0;373.0;14.0;4265.0;4258.0;3321.0;937.0;7.0;0.0;7.0;-420.0
364;Overheid (geconsolideerd);2006 4e kwartaal;88802.0;0.0;27483.0;4338.0;363.0;22782.0;0.0;0.0;0.0;0.0;0.0;18081.0;16674.0;10911.0;1356.0;4407.0;1407.0;-1716.0;-888.0;-828.0;3712.0;683.0;1396.0;1335.0;61.0;0.0;0.0;1633.0;19969.0;18755.0;1214.0;19877.0;19877.0;18764.0;18764.0;0.0;0.0;1113.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;600.0;0.0;73.0;0.0;50.0;477.0;0.0;796.0;707.0;89.0;41.0;48.0;84907.0;0.0;11098.0;12971.0;9426.0;3545.0;130.0;0.0;130.0;-157.0;0.0;-157.0;2878.0;2878.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13851.0;0.0;0.0;0.0;0.0;0.0;0.0;13851.0;9252.0;0.0;0.0;0.0;1113.0;3486.0;3311.0;73.0;0.0;0.0;1229.0;2009.0;35903.0;15359.0;20544.0;20544.0;13121.0;1327.0;11794.0;7423.0;0.0;605.0;0.0;605.0;454.0;151.0;5061.0;5056.0;3441.0;1615.0;5.0;0.0;5.0;-744.0
365;Overheid (geconsolideerd);2006;325734.0;0.0;102645.0;17556.0;1393.0;83696.0;0.0;0.0;0.0;0.0;0.0;68151.0;62509.0;38965.0;5819.0;17725.0;5642.0;-6149.0;-3250.0;-2899.0;14639.0;3029.0;5083.0;4837.0;246.0;0.0;0.0;6527.0;62370.0;57389.0;4981.0;79850.0;79850.0;75610.0;75610.0;0.0;0.0;4240.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2160.0;0.0;294.0;0.0;225.0;1641.0;0.0;2068.0;1811.0;257.0;92.0;165.0;322942.0;0.0;39024.0;50216.0;36882.0;13334.0;562.0;0.0;562.0;-633.0;0.0;-633.0;11896.0;11893.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;58083.0;0.0;0.0;0.0;0.0;0.0;0.0;58083.0;39893.0;0.0;0.0;0.0;4240.0;13950.0;10352.0;294.0;0.0;0.0;3561.0;6497.0;135442.0;55600.0;79842.0;79842.0;51746.0;5628.0;46118.0;28096.0;0.0;2608.0;0.0;2608.0;1659.0;949.0;17862.0;17837.0;13476.0;4361.0;25.0;0.0;25.0;-2470.0
366;Overheid (geconsolideerd);2007 1e kwartaal;81932.0;0.0;24846.0;4417.0;349.0;20080.0;0.0;0.0;0.0;0.0;0.0;17342.0;15918.0;9651.0;1542.0;4725.0;1424.0;-1450.0;-747.0;-703.0;4189.0;757.0;1129.0;1066.0;63.0;0.0;0.0;2303.0;14076.0;12812.0;1264.0;22010.0;22010.0;20920.0;20920.0;0.0;0.0;1090.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;492.0;0.0;76.0;0.0;33.0;383.0;0.0;427.0;374.0;53.0;16.0;37.0;80439.0;0.0;9701.0;11665.0;8463.0;3202.0;144.0;0.0;144.0;-138.0;0.0;-138.0;3014.0;3014.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14008.0;0.0;0.0;0.0;0.0;0.0;0.0;14008.0;9418.0;0.0;0.0;0.0;1090.0;3500.0;2690.0;76.0;0.0;0.0;594.0;2020.0;33808.0;13425.0;20383.0;20383.0;13728.0;1987.0;11741.0;6655.0;0.0;1552.0;0.0;1552.0;518.0;1034.0;4453.0;4452.0;3474.0;978.0;1.0;0.0;1.0;-458.0
367;Overheid (geconsolideerd);2007 2e kwartaal;85815.0;0.0;28442.0;4414.0;364.0;23664.0;0.0;0.0;0.0;0.0;0.0;17181.0;15726.0;9958.0;1383.0;4385.0;1455.0;-1739.0;-832.0;-907.0;3585.0;765.0;1944.0;1881.0;63.0;0.0;0.0;876.0;17808.0;16448.0;1360.0;19484.0;19484.0;18198.0;18198.0;0.0;0.0;1286.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;540.0;0.0;75.0;0.0;41.0;424.0;0.0;514.0;459.0;55.0;17.0;38.0;89557.0;0.0;9792.0;15053.0;11038.0;4015.0;154.0;0.0;154.0;-148.0;0.0;-148.0;3056.0;3055.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16912.0;0.0;0.0;0.0;0.0;0.0;0.0;16912.0;11759.0;0.0;0.0;0.0;1286.0;3867.0;2289.0;75.0;0.0;0.0;948.0;1266.0;37676.0;15549.0;22127.0;22127.0;14012.0;2045.0;11967.0;8115.0;0.0;550.0;0.0;550.0;494.0;56.0;4745.0;4740.0;3591.0;1149.0;5.0;0.0;5.0;-522.0
368;Overheid (geconsolideerd);2007 3e kwartaal;77798.0;0.0;25508.0;4509.0;347.0;20652.0;0.0;0.0;0.0;0.0;0.0;16275.0;14857.0;9429.0;1278.0;4150.0;1418.0;-1810.0;-880.0;-930.0;2566.0;833.0;972.0;910.0;62.0;0.0;0.0;761.0;14693.0;13267.0;1426.0;19620.0;19620.0;18683.0;18683.0;0.0;0.0;937.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;516.0;0.0;74.0;0.0;45.0;397.0;0.0;430.0;386.0;44.0;18.0;26.0;80738.0;0.0;10140.0;11866.0;8742.0;3124.0;135.0;0.0;135.0;-159.0;0.0;-159.0;3199.0;3198.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;13992.0;0.0;0.0;0.0;0.0;0.0;0.0;13992.0;9580.0;0.0;0.0;0.0;937.0;3475.0;2342.0;74.0;0.0;0.0;886.0;1382.0;34432.0;13840.0;20592.0;20592.0;13780.0;1934.0;11846.0;6812.0;0.0;727.0;0.0;727.0;451.0;276.0;4488.0;4485.0;3526.0;959.0;3.0;0.0;3.0;-424.0
369;Overheid (geconsolideerd);2007 4e kwartaal;94455.0;0.0;28628.0;4677.0;362.0;23589.0;0.0;0.0;0.0;0.0;0.0;20416.0;18885.0;12860.0;1404.0;4621.0;1531.0;-2128.0;-937.0;-1191.0;4489.0;905.0;1485.0;1422.0;63.0;0.0;0.0;2099.0;21367.0;19936.0;1431.0;20354.0;20354.0;19262.0;19262.0;0.0;0.0;1092.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;588.0;0.0;74.0;0.0;73.0;441.0;0.0;741.0;663.0;78.0;20.0;58.0;88337.0;0.0;11328.0;13689.0;9987.0;3702.0;136.0;0.0;136.0;-185.0;0.0;-185.0;3317.0;3316.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14038.0;0.0;0.0;0.0;0.0;0.0;0.0;14038.0;9471.0;0.0;0.0;0.0;1092.0;3475.0;2582.0;74.0;0.0;0.0;1252.0;1256.0;37956.0;15522.0;22434.0;22434.0;14367.0;2029.0;12338.0;8067.0;0.0;625.0;0.0;625.0;405.0;220.0;5310.0;5309.0;3660.0;1649.0;1.0;0.0;1.0;-459.0
370;Overheid (geconsolideerd);2007;340000.0;0.0;107424.0;18017.0;1422.0;87985.0;0.0;0.0;0.0;0.0;0.0;71214.0;65386.0;41898.0;5607.0;17881.0;5828.0;-7127.0;-3396.0;-3731.0;14829.0;3260.0;5530.0;5279.0;251.0;0.0;0.0;6039.0;67944.0;62463.0;5481.0;81468.0;81468.0;77063.0;77063.0;0.0;0.0;4405.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2136.0;0.0;299.0;0.0;192.0;1645.0;0.0;2112.0;1882.0;230.0;71.0;159.0;339071.0;0.0;40961.0;52273.0;38230.0;14043.0;569.0;0.0;569.0;-630.0;0.0;-630.0;12586.0;12583.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;58950.0;0.0;0.0;0.0;0.0;0.0;0.0;58950.0;40228.0;0.0;0.0;0.0;4405.0;14317.0;9903.0;299.0;0.0;0.0;3680.0;5924.0;143872.0;58336.0;85536.0;85536.0;55887.0;7995.0;47892.0;29649.0;0.0;3454.0;0.0;3454.0;1868.0;1586.0;18996.0;18986.0;14251.0;4735.0;10.0;0.0;10.0;-1863.0
371;Overheid (geconsolideerd);2008 1e kwartaal;87476.0;0.0;26098.0;4531.0;351.0;21216.0;0.0;0.0;0.0;0.0;0.0;16873.0;15307.0;8911.0;1583.0;4813.0;1566.0;-1549.0;-816.0;-733.0;5882.0;801.0;1302.0;1237.0;65.0;0.0;0.0;3779.0;15763.0;14193.0;1570.0;23538.0;23538.0;22462.0;22462.0;0.0;0.0;1076.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;551.0;0.0;76.0;0.0;36.0;439.0;0.0;320.0;222.0;98.0;17.0;81.0;85902.0;0.0;10329.0;12067.0;8787.0;3280.0;153.0;0.0;153.0;-130.0;0.0;-130.0;3254.0;3253.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14774.0;0.0;0.0;0.0;0.0;0.0;0.0;14774.0;9757.0;0.0;0.0;0.0;1076.0;3941.0;3001.0;76.0;0.0;0.0;715.0;2210.0;35827.0;14260.0;21567.0;21567.0;14611.0;2264.0;12347.0;6956.0;0.0;1697.0;0.0;1697.0;414.0;1283.0;5302.0;5297.0;3679.0;1618.0;5.0;0.0;5.0;-372.0
