ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
7147;Stein (L.);2015;11.3;8.6;1.0;42.9;0.6
7148;Stein (L.);1e halfjaar 2016;9.5;10.3;1.0;52.6;0.4
7149;Stein (L.);2e halfjaar 2016;10.2;10.7;0.8;58.8;0.4
7150;Stein (L.);2016;11.5;10.5;1.0;61.0;0.4
7151;Stein (L.);1e halfjaar 2017;10.1;9.8;0.7;50.0;
7152;Stein (L.);2e halfjaar 2017;10.2;9.6;0.7;33.3;
7153;Stein (L.);2017;11.7;9.5;0.9;40.5;
7154;Stein (L.);1e halfjaar 2018;11.4;8.8;0.9;44.1;
7155;Stein (L.);2e halfjaar 2018;11.6;10.8;1.0;51.3;
7156;Stein (L.);2018;13.3;11.4;1.1;58.1;
7157;Stein (L.);1e halfjaar 2019;11.9;11.0;0.9;60.6;
7158;Stein (L.);2e halfjaar 2019;12.8;10.2;1.0;52.6;
7159;Stein (L.);2019;13.8;10.3;1.0;59.5;0.4
7160;Stein (L.);1e halfjaar 2020;13.0;12.1;1.1;64.1;
7161;Stein (L.);2e halfjaar 2020;13.2;11.0;1.1;52.6;
7162;Stein (L.);2020;15.0;10.5;1.1;48.8;
7163;Stichtse Vecht;1e kwartaal 2015;6.1;8.7;0.5;55.4;0.2
7164;Stichtse Vecht;1e halfjaar 2015;7.3;8.0;0.6;57.1;0.2
7165;Stichtse Vecht;2e halfjaar 2015;7.9;7.2;0.5;58.3;0.2
7166;Stichtse Vecht;2015;9.1;6.8;0.6;54.3;0.2
7167;Stichtse Vecht;1e halfjaar 2016;8.0;7.8;0.7;51.1;0.1
7168;Stichtse Vecht;2e halfjaar 2016;8.3;7.6;0.7;50.0;0.3
7169;Stichtse Vecht;2016;9.7;6.8;0.7;44.6;0.3
7170;Stichtse Vecht;1e halfjaar 2017;7.8;8.0;0.7;38.5;0.2
7171;Stichtse Vecht;2e halfjaar 2017;8.0;7.4;0.6;41.7;0.2
7172;Stichtse Vecht;2017;9.6;6.5;0.7;35.7;0.2
7173;Stichtse Vecht;1e halfjaar 2018;7.6;7.3;0.7;38.0;0.2
7174;Stichtse Vecht;2e halfjaar 2018;8.2;7.7;0.7;40.8;0.2
7175;Stichtse Vecht;2018;9.6;6.9;0.8;43.7;0.3
7176;Stichtse Vecht;1e halfjaar 2019;8.5;8.4;0.8;45.5;0.2
7177;Stichtse Vecht;2e halfjaar 2019;8.2;8.7;0.8;44.6;0.2
7178;Stichtse Vecht;2019;10.3;7.7;0.8;45.5;0.3
7179;Stichtse Vecht;1e halfjaar 2020;7.3;7.7;0.7;38.5;0.2
7180;Stichtse Vecht;2e halfjaar 2020;7.7;8.3;0.8;38.1;0.2
7181;Stichtse Vecht;2020;9.3;7.7;0.8;41.3;0.3
7182;Strijen;1e kwartaal 2015;10.0;20.8;2.1;64.7;
7183;Strijen;1e halfjaar 2015;11.3;18.3;2.2;65.7;
7184;Strijen;2e halfjaar 2015;12.1;15.6;1.8;72.4;
7185;Strijen;2015;13.2;14.8;2.2;62.9;
7186;Strijen;1e halfjaar 2016;11.3;19.9;1.6;74.1;
7187;Strijen;2e halfjaar 2016;10.7;18.4;1.6;87.0;
7188;Strijen;2016;13.3;17.1;1.6;80.0;
7189;Strijen;1e halfjaar 2017;10.8;18.4;1.3;75.0;
7190;Strijen;2e halfjaar 2017;10.8;15.3;1.3;75.0;
7191;Strijen;2017;12.5;13.2;1.3;71.4;
7192;Strijen;1e halfjaar 2018;9.9;20.1;1.3;75.0;
7193;Strijen;2e halfjaar 2018;10.9;18.2;1.3;75.0;
7194;Strijen;2018;12.5;15.9;1.3;75.0;
7195;Strijen;1e halfjaar 2019;;;;;
7196;Strijen;2e halfjaar 2019;;;;;
7197;Strijen;2019;;;;;
7198;Strijen;1e halfjaar 2020;;;;;
7199;Strijen;2e halfjaar 2020;;;;;
7200;Strijen;2020;;;;;
7201;Súdwest-Fryslân;1e kwartaal 2015;6.3;13.0;0.9;47.7;0.2
7202;Súdwest-Fryslân;1e halfjaar 2015;7.5;12.3;1.0;50.0;0.3
7203;Súdwest-Fryslân;2e halfjaar 2015;7.6;12.1;1.0;52.5;0.2
7204;Súdwest-Fryslân;2015;8.9;11.1;1.1;50.0;0.3
7205;Súdwest-Fryslân;1e halfjaar 2016;7.0;13.5;1.0;52.0;0.3
7206;Súdwest-Fryslân;2e halfjaar 2016;6.6;14.6;0.9;55.2;0.3
7207;Súdwest-Fryslân;2016;8.0;12.7;1.1;49.7;0.3
7208;Súdwest-Fryslân;1e halfjaar 2017;8.1;11.4;0.9;55.2;0.3
7209;Súdwest-Fryslân;2e halfjaar 2017;8.3;11.1;0.9;53.1;0.2
7210;Súdwest-Fryslân;2017;9.4;11.0;1.0;50.6;0.3
7211;Súdwest-Fryslân;1e halfjaar 2018;7.9;12.1;1.0;48.4;0.2
7212;Súdwest-Fryslân;2e halfjaar 2018;8.2;12.0;1.0;47.2;0.2
7213;Súdwest-Fryslân;2018;9.4;12.1;1.1;49.0;0.3
7214;Súdwest-Fryslân;1e halfjaar 2019;8.8;12.4;1.1;41.0;0.2
7215;Súdwest-Fryslân;2e halfjaar 2019;8.8;12.3;1.1;41.3;0.2
7216;Súdwest-Fryslân;2019;10.6;12.3;1.2;45.3;0.2
7217;Súdwest-Fryslân;1e halfjaar 2020;8.8;12.2;1.3;40.9;0.2
7218;Súdwest-Fryslân;2e halfjaar 2020;9.1;11.6;1.2;42.0;0.2
7219;Súdwest-Fryslân;2020;10.7;11.9;1.4;45.1;0.2
7220;Terneuzen;1e kwartaal 2015;7.6;20.8;1.0;71.4;0.4
7221;Terneuzen;1e halfjaar 2015;8.6;18.9;1.1;70.8;0.5
7222;Terneuzen;2e halfjaar 2015;9.5;16.1;1.2;63.6;0.5
7223;Terneuzen;2015;10.3;16.7;1.3;63.6;0.6
7224;Terneuzen;1e halfjaar 2016;9.8;15.2;1.2;64.0;0.5
7225;Terneuzen;2e halfjaar 2016;10.3;15.4;1.4;61.6;0.4
7226;Terneuzen;2016;12.0;13.7;1.5;60.4;0.6
7227;Terneuzen;1e halfjaar 2017;10.8;16.7;1.3;65.0;0.5
7228;Terneuzen;2e halfjaar 2017;11.4;15.4;1.3;56.5;0.4
7229;Terneuzen;2017;13.3;14.7;1.5;55.6;0.5
7230;Terneuzen;1e halfjaar 2018;12.1;13.5;1.4;56.3;0.5
7231;Terneuzen;2e halfjaar 2018;12.7;12.4;1.4;52.2;0.5
7232;Terneuzen;2018;14.5;12.3;1.5;50.7;0.6
7233;Terneuzen;1e halfjaar 2019;13.3;14.5;1.5;51.7;0.4
7234;Terneuzen;2e halfjaar 2019;12.7;14.3;1.5;47.1;0.4
7235;Terneuzen;2019;15.2;13.3;1.7;46.6;0.5
7236;Terneuzen;1e halfjaar 2020;13.3;13.7;1.7;48.4;0.6
7237;Terneuzen;2e halfjaar 2020;14.1;12.8;1.5;40.8;0.5
7238;Terneuzen;2020;16.4;12.3;1.8;44.9;0.6
7239;Terschelling;1e kwartaal 2015;5.5;;;;
7240;Terschelling;1e halfjaar 2015;6.2;15.7;;;
7241;Terschelling;2e halfjaar 2015;7.1;19.0;;;
7242;Terschelling;2015;7.3;18.3;;;
7243;Terschelling;1e halfjaar 2016;5.7;21.3;;;
7244;Terschelling;2e halfjaar 2016;6.3;20.4;;;
7245;Terschelling;2016;7.0;17.9;;;
7246;Terschelling;1e halfjaar 2017;6.6;20.0;;;
7247;Terschelling;2e halfjaar 2017;7.3;;;;
7248;Terschelling;2017;7.9;16.1;;;
7249;Terschelling;1e halfjaar 2018;6.5;19.6;;;
7250;Terschelling;2e halfjaar 2018;8.5;;;;
7251;Terschelling;2018;8.5;15.9;;;
7252;Terschelling;1e halfjaar 2019;10.4;;;;
7253;Terschelling;2e halfjaar 2019;9.7;;;;
7254;Terschelling;2019;11.8;;;;
7255;Terschelling;1e halfjaar 2020;9.2;;;;
7256;Terschelling;2e halfjaar 2020;9.9;;;;
7257;Terschelling;2020;11.3;;;;
7258;Texel;1e kwartaal 2015;6.3;15.3;0.5;61.5;
7259;Texel;1e halfjaar 2015;7.3;14.8;0.5;61.5;
7260;Texel;2e halfjaar 2015;7.8;14.9;0.6;62.5;
7261;Texel;2015;9.2;13.4;0.6;62.5;
7262;Texel;1e halfjaar 2016;7.3;16.4;1.0;62.5;
7263;Texel;2e halfjaar 2016;8.1;14.8;1.0;62.5;
7264;Texel;2016;8.7;16.1;1.2;51.7;
7265;Texel;1e halfjaar 2017;7.9;15.5;1.0;55.6;
7266;Texel;2e halfjaar 2017;8.1;19.9;1.4;58.8;
7267;Texel;2017;9.3;19.6;1.4;58.8;
7268;Texel;1e halfjaar 2018;7.4;14.1;1.1;55.6;
7269;Texel;2e halfjaar 2018;8.7;12.3;1.5;42.9;
7270;Texel;2018;9.5;13.3;1.5;44.1;
7271;Texel;1e halfjaar 2019;8.8;12.4;1.3;32.3;
7272;Texel;2e halfjaar 2019;9.2;9.6;1.3;34.5;
7273;Texel;2019;10.1;10.9;1.3;31.3;
7274;Texel;1e halfjaar 2020;9.0;12.6;1.1;55.6;
7275;Texel;2e halfjaar 2020;9.5;14.4;1.1;55.6;
7276;Texel;2020;11.0;12.3;1.4;51.7;
7277;Teylingen;1e kwartaal 2015;9.5;6.2;0.6;54.2;0.3
7278;Teylingen;1e halfjaar 2015;10.7;6.0;0.6;56.9;0.3
7279;Teylingen;2e halfjaar 2015;12.3;6.2;0.6;72.3;0.3
7280;Teylingen;2015;13.7;6.3;0.8;61.3;0.3
7281;Teylingen;1e halfjaar 2016;12.0;7.4;0.6;71.4;0.3
7282;Teylingen;2e halfjaar 2016;12.1;6.8;0.6;71.4;0.3
7283;Teylingen;2016;14.1;6.7;0.8;67.8;0.4
7284;Teylingen;1e halfjaar 2017;12.1;6.4;0.5;47.6;0.3
7285;Teylingen;2e halfjaar 2017;12.4;5.7;0.4;50.0;0.4
7286;Teylingen;2017;14.3;5.9;0.5;48.8;0.4
7287;Teylingen;1e halfjaar 2018;11.4;4.0;0.5;45.5;0.2
7288;Teylingen;2e halfjaar 2018;12.7;4.1;0.4;48.4;0.2
7289;Teylingen;2018;14.1;3.7;0.5;42.9;0.3
7290;Teylingen;1e halfjaar 2019;12.9;4.6;0.7;37.7;0.3
7291;Teylingen;2e halfjaar 2019;13.5;4.4;0.7;46.3;0.3
7292;Teylingen;2019;15.4;4.7;0.8;47.6;0.4
7293;Teylingen;1e halfjaar 2020;12.1;4.4;0.7;27.3;0.4
7294;Teylingen;2e halfjaar 2020;12.1;4.9;0.7;39.2;0.4
7295;Teylingen;2020;14.5;4.6;0.9;31.7;0.5
7296;Tholen;1e kwartaal 2015;6.9;15.7;0.7;75.0;
7297;Tholen;1e halfjaar 2015;8.0;14.7;0.7;77.3;0.2
7298;Tholen;2e halfjaar 2015;8.9;12.3;0.7;70.0;
7299;Tholen;2015;9.8;12.3;0.8;69.6;0.2
7300;Tholen;1e halfjaar 2016;9.5;13.3;0.9;60.0;0.3
7301;Tholen;2e halfjaar 2016;10.7;15.1;1.0;59.3;
7302;Tholen;2016;11.8;14.3;1.1;62.5;0.3
7303;Tholen;1e halfjaar 2017;9.9;12.2;1.1;52.2;0.3
7304;Tholen;2e halfjaar 2017;10.8;12.0;1.4;50.0;0.4
7305;Tholen;2017;12.3;11.9;1.4;54.9;0.4
7306;Tholen;1e halfjaar 2018;11.2;12.4;1.5;52.3;0.3
7307;Tholen;2e halfjaar 2018;11.9;10.9;1.6;50.6;0.3
7308;Tholen;2018;13.0;11.3;1.6;54.3;0.4
7309;Tholen;1e halfjaar 2019;12.2;9.2;1.6;45.5;0.4
7310;Tholen;2e halfjaar 2019;12.5;7.6;1.5;42.2;0.4
7311;Tholen;2019;14.1;8.6;1.6;43.0;0.6
7312;Tholen;1e halfjaar 2020;10.2;9.5;1.2;48.6;0.4
7313;Tholen;2e halfjaar 2020;10.0;11.4;1.4;44.3;0.3
7314;Tholen;2020;12.0;9.6;1.4;48.8;0.4
7315;Tiel;1e kwartaal 2015;7.2;10.6;1.0;41.1;0.5
7316;Tiel;1e halfjaar 2015;9.3;9.1;1.0;41.1;0.5
7317;Tiel;2e halfjaar 2015;11.5;7.6;1.1;40.2;0.5
7318;Tiel;2015;12.7;7.9;1.2;41.3;0.6
7319;Tiel;1e halfjaar 2016;12.9;9.1;1.2;41.3;0.6
7320;Tiel;2e halfjaar 2016;13.7;8.6;1.2;42.1;0.6
7321;Tiel;2016;16.0;8.1;1.4;43.7;0.8
7322;Tiel;1e halfjaar 2017;12.3;7.4;1.0;34.5;0.6
7323;Tiel;2e halfjaar 2017;13.0;7.1;1.1;35.7;0.7
7324;Tiel;2017;15.2;7.2;1.3;36.7;0.8
7325;Tiel;1e halfjaar 2018;13.9;5.5;1.1;36.8;0.6
7326;Tiel;2e halfjaar 2018;14.8;5.9;1.1;42.6;0.6
7327;Tiel;2018;17.3;5.8;1.2;37.7;0.7
7328;Tiel;1e halfjaar 2019;14.5;5.8;1.2;39.6;0.5
7329;Tiel;2e halfjaar 2019;15.3;5.5;1.4;34.8;0.4
7330;Tiel;2019;17.6;5.4;1.4;37.8;0.6
7331;Tiel;1e halfjaar 2020;16.8;6.6;1.6;31.3;0.4
7332;Tiel;2e halfjaar 2020;18.1;6.8;1.7;37.3;0.4
7333;Tiel;2020;20.1;6.7;1.8;37.7;0.5
7334;Tilburg;1e kwartaal 2015;6.5;20.9;1.4;54.8;0.6
7335;Tilburg;1e halfjaar 2015;7.4;19.8;1.4;55.7;0.6
7336;Tilburg;2e halfjaar 2015;7.8;18.8;1.4;56.3;0.5
7337;Tilburg;2015;8.9;18.2;1.6;54.9;0.7
7338;Tilburg;1e halfjaar 2016;8.4;16.6;1.4;55.9;0.5
7339;Tilburg;2e halfjaar 2016;9.0;15.5;1.4;54.5;0.5
7340;Tilburg;2016;10.6;14.3;1.5;54.3;0.6
7341;Tilburg;1e halfjaar 2017;8.6;17.8;1.4;51.4;0.4
7342;Tilburg;2e halfjaar 2017;9.5;17.9;1.4;54.7;0.4
7343;Tilburg;2017;10.8;16.9;1.5;54.0;0.6
7344;Tilburg;1e halfjaar 2018;10.6;12.4;1.3;51.7;0.4
7345;Tilburg;2e halfjaar 2018;11.7;12.0;1.2;55.6;0.4
7346;Tilburg;2018;13.2;11.6;1.4;53.8;0.5
7347;Tilburg;1e halfjaar 2019;11.7;11.8;1.2;52.8;0.4
7348;Tilburg;2e halfjaar 2019;11.8;11.7;1.2;51.6;0.4
7349;Tilburg;2019;14.1;10.7;1.3;52.4;0.5
7350;Tilburg;1e halfjaar 2020;11.5;11.3;1.3;48.3;0.4
7351;Tilburg;2e halfjaar 2020;11.8;11.6;1.3;49.5;0.3
7352;Tilburg;2020;14.0;10.6;1.4;50.3;0.4
7353;Tubbergen;1e kwartaal 2015;3.7;9.1;0.3;50.0;
7354;Tubbergen;1e halfjaar 2015;4.5;8.9;0.3;52.9;
7355;Tubbergen;2e halfjaar 2015;5.0;10.1;0.4;57.9;
7356;Tubbergen;2015;5.5;9.1;0.4;57.9;
7357;Tubbergen;1e halfjaar 2016;4.9;12.6;0.5;62.5;
7358;Tubbergen;2e halfjaar 2016;5.2;13.8;0.7;41.7;
7359;Tubbergen;2016;6.1;11.7;0.8;39.5;
7360;Tubbergen;1e halfjaar 2017;5.6;16.6;0.9;54.3;
7361;Tubbergen;2e halfjaar 2017;5.8;16.2;0.9;45.5;
7362;Tubbergen;2017;6.9;15.1;0.9;54.3;
7363;Tubbergen;1e halfjaar 2018;5.2;14.2;1.2;37.7;
7364;Tubbergen;2e halfjaar 2018;5.6;13.5;1.3;32.8;
7365;Tubbergen;2018;6.5;13.1;1.3;32.3;
7366;Tubbergen;1e halfjaar 2019;6.2;8.7;1.1;30.0;
7367;Tubbergen;2e halfjaar 2019;6.4;12.2;1.1;30.0;
7368;Tubbergen;2019;7.3;11.9;1.2;36.4;
7369;Tubbergen;1e halfjaar 2020;6.1;14.8;1.3;37.7;
7370;Tubbergen;2e halfjaar 2020;7.2;14.2;1.3;35.1;
7371;Tubbergen;2020;8.3;13.7;1.4;33.3;
7372;Twenterand;1e kwartaal 2015;6.2;18.2;1.4;57.3;0.4
7373;Twenterand;1e halfjaar 2015;7.0;17.3;1.5;54.2;0.4
7374;Twenterand;2e halfjaar 2015;7.7;16.3;1.5;51.3;0.4
7375;Twenterand;2015;8.3;16.4;1.5;55.2;0.4
7376;Twenterand;1e halfjaar 2016;8.0;18.5;1.5;53.3;0.3
7377;Twenterand;2e halfjaar 2016;8.5;18.8;1.4;60.9;0.3
7378;Twenterand;2016;9.2;19.5;1.7;56.0;0.4
7379;Twenterand;1e halfjaar 2017;8.7;20.8;1.5;75.0;0.2
7380;Twenterand;2e halfjaar 2017;9.0;20.3;1.4;69.6;0.2
7381;Twenterand;2017;10.1;19.3;1.6;69.2;0.2
7382;Twenterand;1e halfjaar 2018;8.0;21.5;1.5;66.1;0.2
7383;Twenterand;2e halfjaar 2018;8.5;21.1;1.5;71.4;0.2
7384;Twenterand;2018;9.3;20.4;1.7;65.4;0.3
7385;Twenterand;1e halfjaar 2019;8.3;24.4;1.9;64.6;
7386;Twenterand;2e halfjaar 2019;9.1;23.1;2.1;62.9;
7387;Twenterand;2019;10.1;22.1;2.2;62.9;0.2
7388;Twenterand;1e halfjaar 2020;10.1;20.3;2.3;62.1;
7389;Twenterand;2e halfjaar 2020;10.7;21.6;2.4;63.9;
7390;Twenterand;2020;12.0;19.9;2.5;62.8;0.2
7391;Tynaarlo;1e kwartaal 2015;7.9;7.5;0.5;48.6;0.2
7392;Tynaarlo;1e halfjaar 2015;8.8;6.8;0.5;47.2;0.3
7393;Tynaarlo;2e halfjaar 2015;9.2;6.6;0.4;48.3;0.3
7394;Tynaarlo;2015;9.9;7.2;0.6;50.0;0.3
7395;Tynaarlo;1e halfjaar 2016;8.6;6.7;0.4;46.9;0.3
7396;Tynaarlo;2e halfjaar 2016;9.0;7.9;0.5;60.6;0.3
7397;Tynaarlo;2016;9.8;7.3;0.5;55.6;0.3
7398;Tynaarlo;1e halfjaar 2017;8.9;8.8;0.5;41.7;0.2
7399;Tynaarlo;2e halfjaar 2017;9.6;8.2;0.6;36.6;0.2
7400;Tynaarlo;2017;10.5;8.1;0.6;43.5;0.2
7401;Tynaarlo;1e halfjaar 2018;9.4;10.6;0.6;53.2;0.2
7402;Tynaarlo;2e halfjaar 2018;9.8;10.9;0.6;53.2;0.2
7403;Tynaarlo;2018;11.2;10.8;0.7;51.0;0.4
7404;Tynaarlo;1e halfjaar 2019;9.6;10.4;0.6;53.2;0.2
7405;Tynaarlo;2e halfjaar 2019;9.8;10.8;0.7;61.2;0.2
7406;Tynaarlo;2019;11.3;10.6;0.8;61.4;0.4
7407;Tynaarlo;1e halfjaar 2020;9.5;10.4;0.6;55.6;0.2
7408;Tynaarlo;2e halfjaar 2020;9.4;9.1;0.8;55.6;0.2
7409;Tynaarlo;2020;11.2;9.5;0.9;59.3;0.2
7410;Tytsjerksteradiel;1e kwartaal 2015;7.0;14.4;1.3;59.8;
7411;Tytsjerksteradiel;1e halfjaar 2015;8.6;13.2;1.3;63.3;
7412;Tytsjerksteradiel;2e halfjaar 2015;9.8;13.2;1.5;61.5;
7413;Tytsjerksteradiel;2015;10.8;12.7;1.6;62.7;
7414;Tytsjerksteradiel;1e halfjaar 2016;9.0;15.3;1.2;66.3;
7415;Tytsjerksteradiel;2e halfjaar 2016;9.5;13.8;1.2;68.8;
7416;Tytsjerksteradiel;2016;11.1;12.4;1.2;63.2;
7417;Tytsjerksteradiel;1e halfjaar 2017;10.8;13.7;1.3;67.4;
7418;Tytsjerksteradiel;2e halfjaar 2017;9.0;16.4;1.3;63.2;0.2
7419;Tytsjerksteradiel;2017;11.9;13.7;1.4;64.5;0.2
7420;Tytsjerksteradiel;1e halfjaar 2018;8.5;15.9;1.3;64.7;
7421;Tytsjerksteradiel;2e halfjaar 2018;9.4;14.6;1.2;67.1;
7422;Tytsjerksteradiel;2018;10.1;14.9;1.4;66.7;0.2
7423;Tytsjerksteradiel;1e halfjaar 2019;9.4;17.2;1.3;70.6;
7424;Tytsjerksteradiel;2e halfjaar 2019;9.2;18.3;1.5;63.7;
7425;Tytsjerksteradiel;2019;10.9;16.9;1.6;68.0;
7426;Tytsjerksteradiel;1e halfjaar 2020;8.9;16.6;1.6;61.9;
7427;Tytsjerksteradiel;2e halfjaar 2020;8.4;17.6;1.6;63.1;
7428;Tytsjerksteradiel;2020;10.2;15.3;1.6;61.9;
7429;Uden;1e kwartaal 2015;9.1;10.9;1.4;40.0;0.3
7430;Uden;1e halfjaar 2015;10.9;10.0;1.5;40.9;0.3
7431;Uden;2e halfjaar 2015;11.4;9.2;1.5;37.3;0.2
7432;Uden;2015;14.8;7.8;1.8;36.7;0.4
7433;Uden;1e halfjaar 2016;9.5;11.3;1.3;37.0;0.2
7434;Uden;2e halfjaar 2016;10.3;8.7;1.2;35.4;0.3
7435;Uden;2016;12.3;8.2;1.4;35.4;0.3
7436;Uden;1e halfjaar 2017;10.1;12.0;1.3;47.6;0.2
7437;Uden;2e halfjaar 2017;11.0;11.0;1.2;45.0;0.3
7438;Uden;2017;12.5;10.6;1.4;46.6;0.3
7439;Uden;1e halfjaar 2018;10.1;11.4;1.3;43.7;0.2
7440;Uden;2e halfjaar 2018;10.9;11.1;1.2;51.0;
7441;Uden;2018;12.9;10.3;1.4;48.7;0.2
7442;Uden;1e halfjaar 2019;11.0;11.8;1.2;44.6;0.2
7443;Uden;2e halfjaar 2019;10.8;11.5;1.2;35.7;0.2
7444;Uden;2019;12.8;10.6;1.4;41.7;0.2
7445;Uden;1e halfjaar 2020;9.9;10.8;1.2;37.6;0.2
7446;Uden;2e halfjaar 2020;10.1;10.5;1.2;41.2;
7447;Uden;2020;12.3;9.7;1.4;40.5;0.2
7448;Uitgeest;1e kwartaal 2015;6.5;8.2;0.5;;
7449;Uitgeest;1e halfjaar 2015;7.3;6.9;0.5;;
7450;Uitgeest;2e halfjaar 2015;7.4;6.8;0.5;;
7451;Uitgeest;2015;8.4;6.3;0.5;;
7452;Uitgeest;1e halfjaar 2016;7.6;6.6;0.5;;
7453;Uitgeest;2e halfjaar 2016;7.8;4.3;0.3;;
7454;Uitgeest;2016;9.0;5.6;0.7;;
7455;Uitgeest;1e halfjaar 2017;6.1;8.3;0.3;;
7456;Uitgeest;2e halfjaar 2017;6.1;8.4;0.5;;
7457;Uitgeest;2017;6.8;9.9;0.5;;
7458;Uitgeest;1e halfjaar 2018;7.0;7.5;0.7;;
7459;Uitgeest;2e halfjaar 2018;7.8;6.6;0.7;;
7460;Uitgeest;2018;8.5;8.1;0.9;;
7461;Uitgeest;1e halfjaar 2019;8.5;4.2;0.7;;
7462;Uitgeest;2e halfjaar 2019;8.3;4.2;0.9;;
7463;Uitgeest;2019;9.7;3.6;0.9;;
7464;Uitgeest;1e halfjaar 2020;7.9;4.5;0.9;;
7465;Uitgeest;2e halfjaar 2020;7.9;4.5;0.9;;
7466;Uitgeest;2020;9.4;3.8;0.9;;
7467;Uithoorn;1e kwartaal 2015;5.6;10.4;0.8;32.7;0.4
7468;Uithoorn;1e halfjaar 2015;6.5;8.7;0.8;32.7;0.4
7469;Uithoorn;2e halfjaar 2015;6.9;9.5;0.8;40.0;0.4
7470;Uithoorn;2015;7.8;9.0;0.9;36.8;0.4
7471;Uithoorn;1e halfjaar 2016;6.8;20.1;0.9;66.0;0.4
7472;Uithoorn;2e halfjaar 2016;7.2;22.4;0.8;68.6;0.3
7473;Uithoorn;2016;8.1;19.7;1.0;66.7;0.4
7474;Uithoorn;1e halfjaar 2017;7.2;12.4;0.9;47.2;
7475;Uithoorn;2e halfjaar 2017;7.8;12.5;0.9;54.5;
7476;Uithoorn;2017;9.2;11.5;1.1;47.6;
7477;Uithoorn;1e halfjaar 2018;7.5;10.8;0.6;54.1;
7478;Uithoorn;2e halfjaar 2018;8.6;9.5;0.6;58.8;
7479;Uithoorn;2018;9.6;9.4;0.7;61.0;
7480;Uithoorn;1e halfjaar 2019;8.4;7.9;0.5;62.5;0.3
7481;Uithoorn;2e halfjaar 2019;8.8;8.5;0.7;59.5;
7482;Uithoorn;2019;10.3;7.2;0.7;58.1;0.3
7483;Uithoorn;1e halfjaar 2020;8.5;7.8;0.7;52.6;
7484;Uithoorn;2e halfjaar 2020;9.0;7.4;0.7;39.5;0.3
7485;Uithoorn;2020;10.8;7.0;0.8;41.7;0.3
7486;Urk;1e kwartaal 2015;3.4;41.9;1.4;81.3;
7487;Urk;1e halfjaar 2015;3.8;38.8;1.5;80.2;
7488;Urk;2e halfjaar 2015;3.8;39.0;1.4;79.8;
7489;Urk;2015;4.3;34.6;1.5;79.8;
7490;Urk;1e halfjaar 2016;4.0;37.2;1.4;85.1;
7491;Urk;2e halfjaar 2016;5.0;34.9;1.4;84.2;
7492;Urk;2016;5.6;30.8;1.4;78.4;
7493;Urk;1e halfjaar 2017;6.1;30.8;1.7;75.2;
7494;Urk;2e halfjaar 2017;6.2;30.2;1.6;77.3;
7495;Urk;2017;7.1;27.7;1.7;77.6;
7496;Urk;1e halfjaar 2018;6.0;29.8;1.7;71.4;
7497;Urk;2e halfjaar 2018;5.9;29.2;1.7;74.6;
7498;Urk;2018;6.9;27.0;1.7;73.8;
7499;Urk;1e halfjaar 2019;6.0;28.8;1.5;81.7;
7500;Urk;2e halfjaar 2019;6.0;27.8;1.6;78.7;
7501;Urk;2019;6.8;25.4;1.7;78.9;
7502;Urk;1e halfjaar 2020;5.9;26.5;1.4;72.2;
7503;Urk;2e halfjaar 2020;6.2;24.4;1.3;70.7;
7504;Urk;2020;6.8;23.1;1.4;67.7;
7505;Utrecht (gemeente);1e kwartaal 2015;5.1;12.5;1.0;39.8;0.4
7506;Utrecht (gemeente);1e halfjaar 2015;6.0;11.6;1.0;40.7;0.5
7507;Utrecht (gemeente);2e halfjaar 2015;6.2;11.7;0.9;41.5;0.4
7508;Utrecht (gemeente);2015;7.3;11.0;1.1;40.1;0.5
7509;Utrecht (gemeente);1e halfjaar 2016;10.3;7.4;0.9;46.0;0.5
7510;Utrecht (gemeente);2e halfjaar 2016;12.2;6.8;0.9;47.1;0.4
7511;Utrecht (gemeente);2016;13.1;6.9;1.0;46.4;0.6
7512;Utrecht (gemeente);1e halfjaar 2017;12.2;5.5;0.9;42.6;0.4
7513;Utrecht (gemeente);2e halfjaar 2017;12.7;5.6;0.9;43.2;0.4
7514;Utrecht (gemeente);2017;15.0;5.3;1.0;41.6;0.5
7515;Utrecht (gemeente);1e halfjaar 2018;12.3;5.0;0.8;40.3;0.4
7516;Utrecht (gemeente);2e halfjaar 2018;12.8;4.9;0.8;40.8;0.4
7517;Utrecht (gemeente);2018;15.0;4.7;0.9;40.1;0.5
7518;Utrecht (gemeente);1e halfjaar 2019;13.4;4.3;0.8;41.0;0.4
7519;Utrecht (gemeente);2e halfjaar 2019;13.8;4.2;0.8;39.1;0.4
7520;Utrecht (gemeente);2019;16.5;4.0;0.9;39.2;0.5
7521;Utrecht (gemeente);1e halfjaar 2020;13.8;3.6;0.7;39.6;0.4
7522;Utrecht (gemeente);2e halfjaar 2020;13.4;3.3;0.7;34.8;0.4
7523;Utrecht (gemeente);2020;16.5;3.3;0.8;38.5;0.5
7524;Utrechtse Heuvelrug;1e kwartaal 2015;5.5;18.6;1.1;49.1;0.2
7525;Utrechtse Heuvelrug;1e halfjaar 2015;6.5;17.0;1.2;48.2;0.3
7526;Utrechtse Heuvelrug;2e halfjaar 2015;7.2;19.1;1.2;54.2;0.3
