ID;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
313;Camp sites;2006 September;319.0;259.2;59.9;58.7;36.1;5.0;5.5;4.3;;2.2;2.0;;;;1.6;;;;;1769.2;1481.8;287.4;284.3;195.6;18.2;23.9;14.5;;8.3;8.6;;;;8.0;;;;
314;Camp sites;2006 3rd Quarter;1984.3;1510.0;474.4;468.0;255.7;38.1;24.4;43.3;14.7;35.8;16.7;10.8;7.8;9.0;11.7;3.0;;2.1;;13076.6;10785.8;2290.8;2272.8;1489.2;150.3;105.7;143.4;65.4;116.3;61.5;41.5;30.6;27.2;41.7;9.9;;5.1;
315;Camp sites;2006 October;160.6;112.8;47.7;47.2;39.4;2.6;1.5;;;;;;;;;;;;;1010.0;724.1;285.9;284.3;251.4;13.9;5.5;;;;;;;;;;;;
316;Camp sites;2006 November;17.0;10.9;6.1;6.0;2.3;2.1;;;;;;;;;;;;;;77.6;49.4;28.3;27.9;12.1;10.1;;;;;;;;;;;;;
317;Camp sites;2006 December;12.7;9.7;3.0;2.9;1.3;;;;;;;;;;;;;;;59.9;47.2;12.7;12.4;6.8;;;;;;;;;;;;;;
318;Camp sites;2006 4th Quarter;190.2;133.4;56.9;56.1;43.1;5.3;2.2;1.7;;;;;;;;;;;;1147.5;820.6;326.9;324.6;270.4;26.3;8.2;4.5;;;;;;;;;;;
319;Camp sites;2006 Total;3521.1;2715.1;806.0;795.8;484.5;71.4;43.4;61.5;17.5;43.8;20.2;14.8;10.0;12.8;15.9;4.7;1.3;3.4;;21250.7;17397.4;3853.3;3824.6;2701.7;278.5;176.1;197.5;73.4;138.6;72.6;53.9;35.8;38.9;57.7;14.8;3.0;8.6;
320;Camp sites;2007 January;21.9;12.6;9.3;9.2;3.9;1.2;;1.1;;1.8;;;;;;;;;;96.0;54.7;41.2;40.6;22.7;5.5;;2.6;;5.6;;;;;;;;;
321;Camp sites;2007 February;14.7;9.8;4.9;4.9;3.7;1.0;;;;;;;;;;;;;;53.3;35.7;17.7;17.7;13.7;3.1;;;;;;;;;;;;;
322;Camp sites;2007 March;34.8;23.5;11.4;11.1;6.5;;;1.1;;;;;;;;;;;;161.9;115.9;46.0;45.3;31.3;;;2.5;;;;;;;;;;;
323;Camp sites;2007 1st Quarter;71.5;45.9;25.6;25.3;14.2;3.2;1.7;2.2;;2.4;;;;;;;;;;311.2;206.3;104.9;103.6;67.8;12.0;6.2;5.4;;7.4;;;;;;;;;
324;Camp sites;2007 April;288.4;198.7;89.7;88.7;53.9;11.0;6.4;7.5;;2.8;1.3;1.2;;1.9;1.6;;;;;1119.1;753.7;365.4;362.8;257.7;35.8;26.7;14.2;;6.4;3.6;4.1;;7.7;4.0;;;;
325;Camp sites;2007 May;647.5;528.4;119.1;117.7;81.1;13.6;5.5;7.2;1.2;1.9;1.8;;;1.5;2.8;;;;;3205.7;2738.4;467.3;462.8;342.9;47.8;20.4;18.1;5.0;5.8;8.0;;;4.4;6.8;;;;
326;Camp sites;2007 June;445.9;351.9;94.0;92.2;61.9;6.2;6.3;5.0;1.1;3.0;2.0;;1.2;2.2;2.4;1.1;;;;2565.3;2117.5;447.8;443.1;353.2;23.6;21.0;11.2;3.4;6.7;6.0;;3.0;5.9;7.3;3.0;;;
327;Camp sites;2007 2nd Quarter;1381.8;1079.0;302.8;298.6;196.9;30.9;18.2;19.8;3.0;7.6;5.2;2.7;1.9;5.6;6.8;2.5;;1.2;;6890.2;5609.7;1280.5;1268.8;953.8;107.2;68.1;43.4;10.1;18.9;17.6;8.5;5.1;18.0;18.1;7.2;;3.5;
328;Camp sites;2007 July;722.6;523.8;198.8;195.6;108.9;16.0;14.5;14.9;5.3;7.5;8.8;5.5;2.7;4.0;7.5;1.7;;;;4653.9;3606.6;1047.2;1039.0;731.1;70.6;61.0;40.3;20.2;20.5;36.6;19.3;7.8;11.2;20.4;4.7;;;
329;Camp sites;2007 August;904.1;703.5;200.6;197.6;94.5;21.9;13.1;21.0;2.4;21.1;10.5;1.8;1.1;3.4;6.9;1.3;;;;6207.4;5326.0;881.3;873.3;499.5;90.5;62.1;64.7;8.8;63.0;41.8;5.7;3.2;11.0;23.0;3.9;;;
330;Camp sites;2007 September;309.2;234.1;75.0;73.3;40.8;9.4;6.1;5.5;1.3;2.1;3.7;;;1.0;2.5;;;;;1633.9;1283.3;350.6;345.6;233.8;28.8;25.5;15.9;4.5;7.4;14.6;;;3.7;8.7;;;;
331;Camp sites;2007 3rd Quarter;1935.8;1461.5;474.4;466.6;244.1;47.3;33.7;41.3;8.9;30.7;23.0;8.0;4.1;8.4;16.9;3.7;;2.7;;12495.1;10216.0;2279.2;2257.9;1464.4;189.9;148.6;120.8;33.6;90.9;93.0;26.7;11.9;26.0;52.2;10.9;;7.5;
332;Camp sites;2007 October;168.0;123.1;44.9;43.9;32.7;3.5;2.3;1.2;;;;;;;;;;;;947.8;706.8;241.0;237.9;197.8;15.7;7.4;3.3;;;;;;;;;;;
333;Camp sites;2007 November;26.2;14.2;12.0;11.8;3.5;3.3;1.4;1.5;;;;;;;;;;;;106.0;61.4;44.6;43.4;14.1;13.3;6.0;4.0;;;;;;;;;;;
334;Camp sites;2007 December;19.9;12.2;7.6;7.5;1.9;1.8;1.5;;;;;;;;;;;;;73.2;47.2;26.0;25.6;7.9;5.5;6.1;;;;;;;;;;;;
335;Camp sites;2007 4th Quarter;214.1;149.5;64.6;63.1;38.1;8.6;5.2;3.4;;2.5;1.7;;;1.1;1.4;;;;;1127.0;815.4;311.6;306.9;219.8;34.5;19.6;8.9;;6.5;5.9;;;4.2;4.5;;;;
336;Camp sites;2007 Total;3603.2;2735.8;867.4;853.6;493.3;89.9;58.9;66.7;12.5;43.3;30.5;11.2;6.2;15.6;25.4;6.9;1.3;4.9;;20823.5;16847.3;3976.2;3937.2;2705.9;343.7;242.4;178.6;45.1;123.7;118.4;36.8;17.5;49.3;75.9;20.9;2.4;13.8;
337;Camp sites;2008 January;16.1;11.7;4.4;4.4;2.3;;;;;;;;;;;;;;;82.7;59.4;23.4;23.1;13.3;;;;;;;;;;;;;;
338;Camp sites;2008 February;16.7;13.9;2.8;2.8;1.6;1.1;;;;;;;;;;;;;;53.6;42.7;10.9;10.8;6.8;3.6;;;;;;;;;;;;;
339;Camp sites;2008 March;46.2;28.7;17.5;17.4;13.3;2.4;;;;;;;;;;;;;;213.9;126.8;87.1;86.9;73.0;7.7;;;;;;;;;;;;;
340;Camp sites;2008 1st Quarter;79.0;54.3;24.8;24.6;17.2;4.4;;;;;;;;;;;;;;350.3;228.8;121.4;120.9;93.1;17.7;;;;;;;;;;;;;
341;Camp sites;2008 April;163.9;128.7;35.1;34.8;16.7;6.0;3.8;3.9;;1.3;;;;;;;;;;705.9;579.0;126.9;126.0;70.4;22.7;13.4;8.5;;2.8;;;;;;;;;
342;Camp sites;2008 May;612.0;498.7;113.4;112.7;84.3;13.1;4.3;5.0;;1.5;;;;1.2;1.3;;;;;2923.9;2523.2;400.7;399.2;313.8;42.8;15.6;11.3;;3.7;;;;3.5;3.0;;;;
343;Camp sites;2008 June;408.7;340.3;68.4;67.5;42.5;7.9;4.8;2.6;;1.6;;1.5;;1.8;2.3;;;;;2389.4;2048.0;341.4;338.9;254.4;34.6;14.8;6.3;;3.3;;3.3;;8.1;8.4;;;;
344;Camp sites;2008 2nd Quarter;1184.6;967.7;216.9;214.9;143.4;27.0;12.9;11.5;1.8;4.4;1.6;3.0;1.5;3.6;4.3;1.0;;;;6019.2;5150.2;869.0;864.1;638.6;100.1;43.7;26.1;4.5;9.9;3.8;7.6;3.0;13.7;13.1;2.7;;;
345;Camp sites;2008 July;694.4;530.6;163.8;161.5;103.1;15.7;7.5;9.3;3.2;4.7;2.9;4.8;2.2;2.8;5.1;;;;;4651.6;3818.5;833.1;827.3;635.2;62.2;30.7;24.2;9.9;11.8;8.6;16.8;5.8;8.2;14.0;;;;
346;Camp sites;2008 August;808.8;628.6;180.2;178.2;100.7;19.5;11.6;12.7;2.0;14.6;6.5;1.9;;3.0;5.0;;;;;5607.9;4796.5;811.3;806.3;527.2;79.3;53.0;40.4;7.6;42.4;24.0;6.2;;10.1;14.3;;;;
347;Camp sites;2008 September;256.0;206.5;49.5;48.6;31.1;5.8;5.0;1.7;;;;;;;1.4;;;;;1286.9;1066.3;220.6;218.2;162.1;19.6;16.9;4.9;;;;;;;4.3;;;;
348;Camp sites;2008 3rd Quarter;1759.2;1365.7;393.5;388.3;234.9;41.0;24.0;23.7;5.9;20.3;10.1;7.1;3.3;6.5;11.5;1.9;1.0;1.9;;11546.3;9681.3;1865.0;1851.8;1324.5;161.1;100.5;69.4;19.0;57.3;34.8;24.0;8.4;20.3;32.6;4.9;2.3;5.0;
349;Camp sites;2008 October;141.2;102.6;38.6;38.1;30.8;2.6;1.5;;;;;;;;;;;;;777.6;559.6;218.0;216.6;188.0;11.7;5.8;;;;;;;;;;;;
350;Camp sites;2008 November;18.6;13.3;5.4;5.3;2.0;2.1;;;;;;;;;;;;;;66.7;46.9;19.8;19.6;8.8;6.7;;;;;;;;;;;;;
351;Camp sites;2008 December;14.8;12.3;2.5;2.5;;;;;;;;;;;;;;;;50.9;42.2;8.7;8.6;;;;;;;;;;;;;;;
352;Camp sites;2008 4th Quarter;174.6;128.2;46.5;45.9;33.8;5.4;2.1;1.1;;;;;;;;;;;;895.2;648.7;246.4;244.8;200.3;21.3;8.2;2.6;;;;;;;;;;;
353;Camp sites;2008 Total;3197.5;2515.8;681.7;673.7;429.3;77.9;39.9;36.7;8.3;26.0;12.4;10.7;5.0;10.9;16.6;3.1;1.4;2.9;;18810.9;15709.0;3101.9;3081.7;2256.5;300.3;155.6;99.2;26.1;70.7;41.1;33.6;12.8;37.7;48.0;8.5;2.8;7.4;
354;Camp sites;2009 January;10.6;6.9;3.6;3.6;1.8;;;;;;;;;;;;;;;61.7;42.1;19.6;19.5;11.2;;;;;;;;;;;;;;
355;Camp sites;2009 February;10.0;7.0;3.0;3.0;1.5;;;;;;;;;;;;;;;39.5;29.5;10.0;9.9;5.3;;;;;;;;;;;;;;
356;Camp sites;2009 March;31.8;26.4;5.4;5.4;2.7;;;;;;;;;;;;;;;132.2;108.2;24.0;23.9;14.1;;;;;;;;;;;;;;
357;Camp sites;2009 1st Quarter;52.4;40.3;12.1;11.9;6.1;2.3;1.1;;;;;;;;;;;;;233.4;179.7;53.7;53.4;30.6;9.9;5.0;;;;;;;;;;;;
358;Camp sites;2009 April;247.9;177.5;70.4;70.1;44.3;7.7;3.8;5.9;;;2.3;1.8;;1.2;1.1;;;;;988.1;713.0;275.1;274.4;191.9;26.3;19.3;12.5;;;3.2;8.4;;4.8;4.0;;;;
359;Camp sites;2009 May;594.3;503.8;90.4;90.0;61.2;12.9;4.1;4.0;;;;;;3.6;1.3;;;;;2635.4;2323.8;311.6;310.6;221.7;42.0;17.3;10.0;;;;;;7.7;3.8;;;;
360;Camp sites;2009 June;563.9;440.5;123.4;122.6;89.0;15.6;4.9;3.5;;1.8;;1.0;1.7;1.6;1.9;;;;;2994.2;2455.6;538.6;536.4;417.0;67.7;16.2;7.3;;4.4;;2.7;2.6;7.9;5.6;;;;
361;Camp sites;2009 2nd Quarter;1406.1;1121.9;284.3;282.7;194.5;36.2;12.8;13.5;2.0;3.5;3.5;3.5;2.6;6.4;4.2;;;;;6617.7;5492.4;1125.3;1121.4;830.7;136.0;52.9;29.8;5.6;7.9;6.7;13.7;4.3;20.4;13.5;;;;
362;Camp sites;2009 July;680.1;511.4;168.8;166.8;109.1;13.6;7.3;8.9;3.6;4.5;2.4;4.7;1.5;4.9;6.2;;;;;4647.2;3727.1;920.2;915.3;709.3;67.0;27.2;23.3;12.2;10.1;6.4;17.6;3.2;20.8;18.2;;;;
363;Camp sites;2009 August;888.2;707.7;180.4;178.6;111.0;20.2;9.5;10.8;1.8;10.9;4.4;2.0;;3.1;4.1;;;;;5904.9;5071.0;833.9;829.6;599.0;86.9;43.7;27.1;5.7;24.0;12.2;6.6;;11.4;11.4;;;;
364;Camp sites;2009 September;326.5;272.1;54.3;53.6;36.9;6.5;3.5;1.9;;;;;;1.3;1.2;;;;;1751.7;1501.9;249.8;248.1;190.5;26.4;11.9;4.7;;;;;;4.5;3.1;;;;
365;Camp sites;2009 3rd Quarter;1894.8;1491.2;403.6;399.0;257.0;40.3;20.3;21.6;5.9;16.1;7.5;7.1;2.5;9.3;11.5;1.9;;1.4;;12303.9;10300.0;2003.9;1992.9;1498.8;180.2;82.7;55.1;19.4;36.2;20.6;25.1;5.3;36.7;32.7;4.8;;3.3;
366;Camp sites;2009 October;165.7;118.2;47.5;47.1;39.8;2.7;1.1;1.1;;;;;;;;;;;;813.6;575.4;238.1;236.9;212.5;10.0;4.0;2.9;;;;;;;;;;;
367;Camp sites;2009 November;18.9;13.4;5.5;5.4;2.4;1.8;;;;;;;;;;;;;;72.8;52.2;20.6;20.3;10.4;6.4;;;;;;;;;;;;;
368;Camp sites;2009 December;10.8;8.1;2.8;2.7;1.2;;;;;;;;;;;;;;;43.4;31.6;11.8;11.6;6.4;;;;;;;;;;;;;;
369;Camp sites;2009 4th Quarter;195.4;139.7;55.7;55.1;43.4;5.2;1.5;1.7;;;;;;;;;;;;929.7;659.2;270.5;268.8;229.2;19.2;5.5;4.5;;;;;;;;;;;
370;Camp sites;2009 Total;3548.7;2793.1;755.6;748.8;500.9;84.1;35.7;37.6;8.4;21.1;12.0;11.0;5.2;16.2;16.6;2.9;1.3;2.2;;20084.7;16631.3;3453.3;3436.5;2589.2;345.3;146.1;92.1;27.0;48.2;30.5;39.7;9.9;59.2;49.4;7.6;2.7;5.6;
371;Camp sites;2010 January;18.4;13.4;5.0;4.9;2.8;1.0;;;;;;;;;;;;;;99.4;75.8;23.6;23.4;14.1;5.7;;;;;;;;;;;;;
372;Camp sites;2010 February;16.2;12.8;3.4;3.4;1.3;;;;;;;;;;;;;;;72.7;60.0;12.7;12.6;6.3;;;;;;;;;;;;;;
373;Camp sites;2010 March;21.5;14.4;7.2;7.1;4.8;;;;;;;;;;;;;;;84.5;56.0;28.5;28.3;20.2;;;;;;;;;;;;;;
374;Camp sites;2010 1st Quarter;56.1;40.6;15.6;15.4;8.9;2.7;;;;;;;;;;;;;;256.6;191.8;64.8;64.3;40.7;12.5;;;;;;;;;;;;;
375;Camp sites;2010 April;217.4;151.8;65.6;65.2;38.0;11.6;3.9;5.4;;1.4;;;;1.1;1.1;;;;;864.1;603.0;261.1;259.8;172.8;42.7;17.7;10.6;;2.9;;;;3.1;3.1;;;;
376;Camp sites;2010 May;629.1;528.4;100.7;99.9;75.9;11.3;3.1;4.4;;1.3;;;;;1.4;;;;;2892.9;2534.2;358.8;356.9;275.9;41.9;12.1;11.9;;3.8;;;;;4.3;;;;
377;Camp sites;2010 June;442.0;350.3;91.7;90.6;63.0;7.4;6.1;5.0;1.1;2.3;;;;1.4;2.1;;;;;2238.0;1855.6;382.3;379.9;290.7;33.5;20.2;12.1;2.5;5.8;;;;4.0;5.7;;;;
378;Camp sites;2010 2nd Quarter;1288.5;1030.5;258.1;255.7;176.9;30.3;13.2;14.7;2.7;5.1;1.6;2.2;1.3;3.2;4.7;;;;;5995.0;4992.8;1002.2;996.7;739.4;118.2;50.0;34.6;6.4;12.4;4.7;5.7;2.7;9.2;13.1;;;;
379;Camp sites;2010 July;758.3;588.1;170.3;168.2;99.9;18.6;7.5;13.2;3.2;6.6;2.9;4.7;1.7;4.6;5.3;;;;;4804.6;3962.8;841.8;836.1;589.6;90.6;31.9;37.7;11.0;15.3;8.4;16.3;4.0;17.5;13.9;;;;
380;Camp sites;2010 August;869.3;686.4;182.9;181.1;110.5;16.7;9.4;12.1;2.2;14.8;4.8;1.6;;3.3;4.9;;;;;5730.2;4892.2;837.9;833.2;619.0;65.7;40.2;29.9;7.3;31.1;13.0;4.6;;9.1;11.5;;;;
381;Camp sites;2010 September;306.0;255.5;50.5;49.6;30.4;6.6;4.4;2.4;;1.2;;;;1.1;1.3;;;;;1573.5;1337.3;236.2;234.0;167.1;27.4;15.8;5.8;;3.4;;;;4.4;3.5;;;;
382;Camp sites;2010 3rd Quarter;1933.6;1530.0;403.6;398.9;240.8;41.9;21.3;27.7;6.1;22.6;8.6;6.9;2.6;8.9;11.5;1.9;;1.6;;12108.2;10192.4;1915.9;1903.4;1375.6;183.7;87.9;73.4;20.0;49.8;24.5;22.1;6.4;31.0;28.9;5.0;;4.4;
383;Camp sites;2010 October;169.2;124.1;45.1;44.6;36.2;3.2;1.2;1.4;;;;;;;;;;;;804.2;576.5;227.7;226.1;197.0;12.4;4.2;3.4;;;;;;;;;;;
384;Camp sites;2010 November;20.5;12.3;8.2;8.0;3.0;3.1;;;;;;;;;;;;;;76.5;45.4;31.0;30.6;13.1;10.4;;;;;;;;;;;;;
385;Camp sites;2010 December;14.9;11.9;3.1;3.0;;1.1;;;;;;;;;;;;;;57.0;44.9;12.2;11.5;;3.3;;;;;;;;;;;;;
386;Camp sites;2010 4th Quarter;204.7;148.3;56.4;55.6;40.2;7.4;2.5;2.1;;1.1;;;;;;;;;;937.7;666.8;270.9;268.2;214.3;26.1;10.2;5.2;;2.7;;;;;;;;;
387;Camp sites;2010 Total;3482.9;2749.3;733.6;725.7;466.8;82.3;37.9;45.3;9.3;29.3;11.0;9.3;4.1;13.3;17.2;3.2;;2.9;;19297.4;16043.7;3253.7;3232.6;2370.0;340.5;152.1;115.3;28.0;66.6;31.5;28.5;9.4;43.3;47.2;9.1;;7.4;
388;Camp sites;2011 January;14.8;10.2;4.6;4.5;2.1;1.4;;;;;;;;;;;;;;65.8;46.5;19.4;19.1;10.0;5.7;;;;;;;;;;;;;
389;Camp sites;2011 February;14.7;11.7;2.9;2.9;1.3;;;;;;;;;;;;;;;49.7;40.8;8.9;8.8;3.9;;;;;;;;;;;;;;
390;Camp sites;2011 March;31.5;22.0;9.5;9.4;5.1;2.4;;;;;;;;;;;;;;117.9;81.4;36.5;36.3;19.2;10.4;;;;;;;;;;;;;
391;Camp sites;2011 1st Quarter;60.9;43.9;17.0;16.8;8.5;4.7;;1.1;;;;;;;;;;;;233.4;168.7;64.8;64.1;33.2;18.7;;2.9;;;;;;;;;;;
392;Camp sites;2011 April;308.2;214.5;93.7;93.0;60.9;15.6;3.3;6.7;;1.3;;1.1;;;1.4;;;;;1269.9;885.7;384.2;382.7;283.9;55.4;11.0;15.2;;2.3;;3.5;;;4.0;;;;
393;Camp sites;2011 May;394.4;337.7;56.7;55.6;32.1;8.9;3.8;5.2;;1.4;;;;;1.4;;;;;1841.7;1625.4;216.4;213.2;147.8;28.5;11.2;11.6;;2.9;;;;;3.1;;;;
394;Camp sites;2011 June;685.6;540.1;145.6;144.3;109.0;15.3;5.7;5.8;1.0;1.2;1.1;;;1.8;1.9;;;;;3343.8;2767.3;576.6;573.6;466.0;51.4;17.8;13.9;4.0;2.5;2.9;;;6.8;5.0;;;;
395;Camp sites;2011 2nd Quarter;1388.2;1092.2;296.0;293.0;201.9;39.7;12.8;17.7;2.7;3.9;2.1;2.5;1.3;3.7;4.7;1.4;;;;6455.5;5278.4;1177.2;1169.5;897.7;135.3;40.1;40.7;8.6;7.7;5.3;6.7;3.0;12.4;12.1;3.3;;;
396;Camp sites;2011 July;661.6;520.1;141.5;139.0;76.9;17.7;7.4;10.3;3.5;6.7;2.7;3.7;1.4;3.3;5.2;1.1;;;;4379.4;3667.1;712.3;706.8;490.2;83.2;27.9;29.2;11.3;18.0;6.1;14.0;3.0;10.4;13.4;2.6;;;
397;Camp sites;2011 August;787.3;614.8;172.5;170.0;101.0;19.2;8.6;10.9;1.9;14.3;4.8;1.4;;2.7;4.4;1.3;;;;5300.6;4443.0;857.6;851.2;619.3;83.7;36.8;28.2;7.5;35.2;14.8;3.9;;7.8;10.2;4.0;;;
398;Camp sites;2011 September;296.2;235.6;60.6;59.9;41.0;7.1;4.0;2.8;;1.1;;;;;1.3;;;;;1459.3;1177.9;281.4;279.4;219.0;22.8;14.0;7.6;;3.3;;;;;3.6;;;;
399;Camp sites;2011 3rd Quarter;1745.1;1370.5;374.6;368.9;218.9;43.9;20.1;24.0;5.9;22.1;8.2;5.3;2.6;6.9;11.0;2.7;;2.0;;11139.3;9288.0;1851.3;1837.4;1328.5;189.7;78.7;64.9;20.3;56.5;23.8;18.7;7.4;21.7;27.2;7.3;;4.3;
400;Camp sites;2011 October;191.9;142.9;49.0;48.4;36.0;6.0;1.6;2.1;;;;;;;;;;;;826.8;622.4;204.4;203.1;162.3;22.3;4.9;4.5;;;;;;;;;;;
401;Camp sites;2011 November;38.8;27.1;11.7;11.5;5.2;4.6;;;;;;;;;;;;;;130.1;85.7;44.3;43.9;24.4;14.2;;;;;;;;;;;;;
402;Holiday parks;2000 January;326.8;258.3;68.5;68.3;56.5;8.9;1.1;;;;;;;;1.1;;;;;1450.8;1140.6;310.2;308.3;255.7;36.7;5.9;;;;;;;;6.3;;;;
403;Holiday parks;2000 February;302.6;258.1;44.5;44.5;31.4;7.9;3.6;;;;;;;;;;;;;1238.5;1043.8;194.7;194.0;135.8;27.8;16.9;;;;;;;;;;;;
404;Holiday parks;2000 March;439.3;372.5;66.9;66.7;49.6;11.6;2.7;1.3;;;;;;;;;;;;1834.9;1541.3;293.6;291.4;213.9;45.6;15.2;8.6;;;;;;;;;;;
405;Holiday parks;2000 1st Quarter;1068.7;888.8;179.9;179.4;137.5;28.4;7.4;2.4;;;;;;;2.0;;;;;4524.2;3725.8;798.4;793.6;605.4;110.1;38.0;17.7;;;;;;;16.6;;;;
406;Holiday parks;2000 April;643.7;451.3;192.3;191.6;144.2;32.9;8.7;2.8;;;;;;;1.4;;;;;2874.8;1897.8;977.1;971.7;749.2;143.3;45.6;14.7;;;;;;;10.3;;;;
407;Holiday parks;2000 May;549.8;436.6;113.2;112.3;92.1;11.0;6.3;;;;;;;;1.3;;;;;2488.2;1953.1;535.1;523.9;437.8;42.6;27.4;;;;;;;;8.4;;;;
408;Holiday parks;2000 June;525.1;382.3;142.9;141.9;116.4;13.8;6.1;;;;;;;;3.6;;;;;2581.9;1840.6;741.4;732.4;610.5;51.8;34.0;;;;;;;;26.2;;;;
409;Holiday parks;2000 2nd Quarter;1718.6;1270.2;448.4;445.8;352.7;57.7;21.1;3.9;;;;2.0;;;6.3;1.3;;;;7945.0;5691.4;2253.6;2228.0;1797.5;237.7;107.0;20.4;;;;8.7;;;44.9;11.8;;;
410;Holiday parks;2000 July;482.4;347.6;134.8;133.0;104.5;18.3;4.1;1.6;;;;1.6;;;1.8;;;;;3305.8;2286.4;1019.4;1002.6;831.2;99.6;26.9;10.9;;;;8.7;;;14.6;;;;
411;Holiday parks;2000 August;483.0;370.6;112.4;109.7;74.6;14.4;11.6;3.3;;;2.6;;;;1.9;;1.7;;;3597.5;2697.0;900.5;880.9;630.3;91.8;85.6;26.2;;;22.7;;;;15.0;;11.9;;
412;Holiday parks;2000 September;535.9;413.4;122.5;121.8;92.2;19.5;6.9;;;;;;;;2.0;;;;;2829.2;2088.5;740.7;735.7;581.7;93.0;39.0;;;;;;;;15.6;;;;
413;Holiday parks;2000 3rd Quarter;1501.2;1131.6;369.7;364.5;271.2;52.2;22.6;5.5;1.3;;2.9;2.1;;;5.7;1.5;2.8;;;9732.5;7071.9;2660.6;2619.2;2043.1;284.4;151.5;40.3;12.3;;25.0;11.9;;;45.2;13.4;20.6;;
414;Holiday parks;2000 October;573.3;435.2;138.1;137.5;114.5;15.4;3.1;2.6;;;;;;;;;;;;2641.6;1917.1;724.5;720.7;627.2;54.9;16.7;11.8;;;;;;;;;;;
415;Holiday parks;2000 November;388.4;313.0;75.5;75.3;48.5;23.5;1.4;;;;;;;;;;;;;1659.6;1331.4;328.1;327.1;212.9;96.5;8.1;;;;;;;;;;;;
416;Holiday parks;2000 December;353.8;308.9;45.0;44.8;33.3;8.9;1.2;;;;;;;;;;;;;1701.3;1486.8;214.6;212.6;153.2;36.9;11.1;;;;;;;;;;;;
417;Holiday parks;2000 4th Quarter;1315.5;1057.0;258.5;257.6;196.3;47.8;5.7;3.5;;;;1.1;;;2.3;;;;;6002.5;4735.3;1267.2;1260.4;993.2;188.3;35.9;16.5;;;;4.8;;;15.8;;;;
418;Holiday parks;2000 Total;5604.1;4347.6;1256.5;1247.3;957.7;186.1;56.9;15.3;3.0;1.7;4.4;5.7;;;16.3;3.4;4.2;;;28204.1;21224.4;6979.7;6901.3;5439.2;820.6;332.4;94.9;22.6;9.2;32.5;27.5;;;122.5;31.2;31.8;;
419;Holiday parks;2001 January;330.8;261.7;69.1;68.9;58.4;8.1;1.2;;;;;;;;;;;;;1387.0;1100.4;286.7;284.7;236.4;28.7;7.6;;;;;;;;;;;;
420;Holiday parks;2001 February;326.7;269.5;57.2;57.1;41.4;8.2;4.4;1.2;;;;;;;1.5;;;;;1450.8;1186.5;264.3;263.5;193.9;31.4;22.6;5.9;;;;;;;6.5;;;;
421;Holiday parks;2001 March;434.7;375.8;58.9;58.7;46.3;9.8;1.1;;;;;;;;;;;;;1887.5;1618.1;269.4;267.9;208.8;37.8;9.1;;;;;;;;;;;;
422;Holiday parks;2001 1st Quarter;1092.2;906.9;185.2;184.7;146.0;26.1;6.7;2.1;;;;;;;2.7;;;;;4725.3;3905.0;820.3;816.2;639.1;97.9;39.3;12.4;;;;;;;20.9;;;;
423;Holiday parks;2001 April;599.6;402.5;197.0;196.4;156.2;24.5;9.8;3.1;;;;;;;1.5;;;;;2694.9;1707.5;987.4;983.2;790.4;109.6;48.6;17.0;;;;;;;10.7;;;;
424;Holiday parks;2001 May;565.1;463.4;101.7;101.1;81.3;10.7;6.8;;;;;;;;1.3;;;;;2505.9;2019.2;486.7;482.4;393.0;44.3;31.9;;;;;;;;8.1;;;;
425;Holiday parks;2001 June;506.2;378.8;127.4;126.6;108.1;9.8;5.1;;;;;;;;1.7;;;;;2615.2;1912.3;702.9;695.9;599.6;46.3;28.0;;;;;;;;11.0;;;;
426;Holiday parks;2001 2nd Quarter;1670.8;1244.8;426.1;424.1;345.7;45.0;21.8;4.0;;;;1.9;;;4.5;;;;;7816.0;5639.0;2177.0;2161.5;1783.0;200.3;108.4;22.4;;;;8.5;;;29.8;;;;
427;Holiday parks;2001 July;447.4;337.8;109.5;108.4;88.0;10.4;5.6;;;;;1.4;;;1.4;;;;;3178.8;2319.3;859.6;849.7;707.2;70.6;39.8;;;;;8.3;;;11.9;;;;
428;Holiday parks;2001 August;541.7;426.1;115.7;112.7;78.8;17.6;11.6;1.1;;;;;;;2.2;;2.3;;;3837.8;2984.4;853.4;832.0;619.3;102.4;75.7;8.3;;;;;;;16.7;;16.3;;
429;Holiday parks;2001 September;478.8;378.8;100.0;99.2;84.4;10.6;2.4;;;;;;;;;;;;;2368.4;1813.6;554.8;549.6;483.4;42.4;11.6;;;;;;;;;;;;
