ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
404;Totaal;Totaal personen;1022 Psychologen en sociologen;2017;70
405;Totaal;Totaal personen;103 Vakspecialisten gezondheidszorg;2015;225
406;Totaal;Totaal personen;103 Vakspecialisten gezondheidszorg;2016;232
407;Totaal;Totaal personen;103 Vakspecialisten gezondheidszorg;2017;243
408;Totaal;Totaal personen;1031 Laboranten;2015;23
409;Totaal;Totaal personen;1031 Laboranten;2016;20
410;Totaal;Totaal personen;1031 Laboranten;2017;27
411;Totaal;Totaal personen;1032 Apothekersassistenten;2015;19
412;Totaal;Totaal personen;1032 Apothekersassistenten;2016;22
413;Totaal;Totaal personen;1032 Apothekersassistenten;2017;22
414;Totaal;Totaal personen;1033 Verpleegkundigen (mbo);2015;57
415;Totaal;Totaal personen;1033 Verpleegkundigen (mbo);2016;68
416;Totaal;Totaal personen;1033 Verpleegkundigen (mbo);2017;66
417;Totaal;Totaal personen;1034 Medisch praktijkassistenten;2015;83
418;Totaal;Totaal personen;1034 Medisch praktijkassistenten;2016;76
419;Totaal;Totaal personen;1034 Medisch praktijkassistenten;2017;74
420;Totaal;Totaal personen;1035 Medisch vakspecialisten;2015;43
421;Totaal;Totaal personen;1035 Medisch vakspecialisten;2016;47
422;Totaal;Totaal personen;1035 Medisch vakspecialisten;2017;53
423;Totaal;Totaal personen;104 Sociaal werkers, groeps- en woonb...;2015;210
424;Totaal;Totaal personen;104 Sociaal werkers, groeps- en woonb...;2016;228
425;Totaal;Totaal personen;104 Sociaal werkers, groeps- en woonb...;2017;248
426;Totaal;Totaal personen;1041 Sociaal werkers, groeps- en woon.;2015;210
427;Totaal;Totaal personen;1041 Sociaal werkers, groeps- en woon.;2016;228
428;Totaal;Totaal personen;1041 Sociaal werkers, groeps- en woon.;2017;248
429;Totaal;Totaal personen;105 Verzorgenden;2015;257
430;Totaal;Totaal personen;105 Verzorgenden;2016;226
431;Totaal;Totaal personen;105 Verzorgenden;2017;258
432;Totaal;Totaal personen;1051 Verzorgenden;2015;257
433;Totaal;Totaal personen;1051 Verzorgenden;2016;226
434;Totaal;Totaal personen;1051 Verzorgenden;2017;258
435;Totaal;Totaal personen;11 Dienstverlenende beroepen;2015;751
436;Totaal;Totaal personen;11 Dienstverlenende beroepen;2016;767
437;Totaal;Totaal personen;11 Dienstverlenende beroepen;2017;794
438;Totaal;Totaal personen;111 Medewerkers persoonlijke dienstve...;2015;440
439;Totaal;Totaal personen;111 Medewerkers persoonlijke dienstve...;2016;450
440;Totaal;Totaal personen;111 Medewerkers persoonlijke dienstve...;2017;463
441;Totaal;Totaal personen;1111 Reisbegeleiders;2015;19
442;Totaal;Totaal personen;1111 Reisbegeleiders;2016;19
443;Totaal;Totaal personen;1111 Reisbegeleiders;2017;21
444;Totaal;Totaal personen;1112 Koks;2015;67
445;Totaal;Totaal personen;1112 Koks;2016;69
446;Totaal;Totaal personen;1112 Koks;2017;67
447;Totaal;Totaal personen;1113 Kelners en barpersoneel;2015;202
448;Totaal;Totaal personen;1113 Kelners en barpersoneel;2016;209
449;Totaal;Totaal personen;1113 Kelners en barpersoneel;2017;221
450;Totaal;Totaal personen;1114 Kappers en schoonheidsspecialisten;2015;74
451;Totaal;Totaal personen;1114 Kappers en schoonheidsspecialisten;2016;72
452;Totaal;Totaal personen;1114 Kappers en schoonheidsspecialisten;2017;74
453;Totaal;Totaal personen;1115 Conciërges en teamleiders schoon.;2015;41
454;Totaal;Totaal personen;1115 Conciërges en teamleiders schoon.;2016;49
455;Totaal;Totaal personen;1115 Conciërges en teamleiders schoon.;2017;41
456;Totaal;Totaal personen;1116 Verleners van overige persoonlij.;2015;38
457;Totaal;Totaal personen;1116 Verleners van overige persoonlij.;2016;32
458;Totaal;Totaal personen;1116 Verleners van overige persoonlij.;2017;39
459;Totaal;Totaal personen;112 Schoonmakers en keukenhulpen;2015;311
460;Totaal;Totaal personen;112 Schoonmakers en keukenhulpen;2016;317
461;Totaal;Totaal personen;112 Schoonmakers en keukenhulpen;2017;331
462;Totaal;Totaal personen;1121 Schoonmakers;2015;245
463;Totaal;Totaal personen;1121 Schoonmakers;2016;252
464;Totaal;Totaal personen;1121 Schoonmakers;2017;256
465;Totaal;Totaal personen;1122 Keukenhulpen;2015;66
466;Totaal;Totaal personen;1122 Keukenhulpen;2016;65
467;Totaal;Totaal personen;1122 Keukenhulpen;2017;75
468;Totaal;Totaal personen;12 Transport en logistiek beroepen;2015;544
469;Totaal;Totaal personen;12 Transport en logistiek beroepen;2016;573
470;Totaal;Totaal personen;12 Transport en logistiek beroepen;2017;610
471;Totaal;Totaal personen;121 Bestuurders voertuigen en bediene...;2015;250
472;Totaal;Totaal personen;121 Bestuurders voertuigen en bediene...;2016;273
473;Totaal;Totaal personen;121 Bestuurders voertuigen en bediene...;2017;300
474;Totaal;Totaal personen;1211 Dekofficieren en piloten;2015;22
475;Totaal;Totaal personen;1211 Dekofficieren en piloten;2016;26
476;Totaal;Totaal personen;1211 Dekofficieren en piloten;2017;25
477;Totaal;Totaal personen;1212 Chauffeurs auto's, taxi's en bes.;2015;50
478;Totaal;Totaal personen;1212 Chauffeurs auto's, taxi's en bes.;2016;61
479;Totaal;Totaal personen;1212 Chauffeurs auto's, taxi's en bes.;2017;69
480;Totaal;Totaal personen;1213 Buschauffeurs en trambestuurders;2015;19
481;Totaal;Totaal personen;1213 Buschauffeurs en trambestuurders;2016;16
482;Totaal;Totaal personen;1213 Buschauffeurs en trambestuurders;2017;21
483;Totaal;Totaal personen;1214 Vrachtwagenchauffeurs;2015;101
484;Totaal;Totaal personen;1214 Vrachtwagenchauffeurs;2016;98
485;Totaal;Totaal personen;1214 Vrachtwagenchauffeurs;2017;111
486;Totaal;Totaal personen;1215 Bedieners mobiele machines;2015;59
487;Totaal;Totaal personen;1215 Bedieners mobiele machines;2016;72
488;Totaal;Totaal personen;1215 Bedieners mobiele machines;2017;75
489;Totaal;Totaal personen;122 Hulpkrachten transport en logistiek;2015;295
490;Totaal;Totaal personen;122 Hulpkrachten transport en logistiek;2016;300
491;Totaal;Totaal personen;122 Hulpkrachten transport en logistiek;2017;310
492;Totaal;Totaal personen;1221 Laders, lossers en vakkenvullers;2015;205
493;Totaal;Totaal personen;1221 Laders, lossers en vakkenvullers;2016;215
494;Totaal;Totaal personen;1221 Laders, lossers en vakkenvullers;2017;234
495;Totaal;Totaal personen;1222 Vuilnisophalers en dagbladenbezo.;2015;89
496;Totaal;Totaal personen;1222 Vuilnisophalers en dagbladenbezo.;2016;85
497;Totaal;Totaal personen;1222 Vuilnisophalers en dagbladenbezo.;2017;76
498;Totaal;Totaal personen;13 Beroepsklasse overig;2015;115
499;Totaal;Totaal personen;13 Beroepsklasse overig;2016;137
500;Totaal;Totaal personen;13 Beroepsklasse overig;2017;160
501;Totaal;Totaal personen;131 Beroepssegment overig;2015;115
502;Totaal;Totaal personen;131 Beroepssegment overig;2016;137
503;Totaal;Totaal personen;131 Beroepssegment overig;2017;160
504;Totaal;Totaal personen;1311 Beroepsgroep overig;2015;115
505;Totaal;Totaal personen;1311 Beroepsgroep overig;2016;137
506;Totaal;Totaal personen;1311 Beroepsgroep overig;2017;160
507;Totaal;Totaal personen;Beroepsniveau 1 (ISCO 2008);2015;733
508;Totaal;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016;711
509;Totaal;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017;753
510;Totaal;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015;3569
511;Totaal;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016;3521
512;Totaal;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017;3614
513;Totaal;Totaal personen;Beroepsniveau 3 (ISCO 2008);2015;1332
514;Totaal;Totaal personen;Beroepsniveau 3 (ISCO 2008);2016;1424
515;Totaal;Totaal personen;Beroepsniveau 3 (ISCO 2008);2017;1425
516;Totaal;Totaal personen;Beroepsniveau 4 (ISCO 2008);2015;2574
517;Totaal;Totaal personen;Beroepsniveau 4 (ISCO 2008);2016;2650
518;Totaal;Totaal personen;Beroepsniveau 4 (ISCO 2008);2017;2659
519;Totaal;Totaal personen;Beroepsniveau onbekend (ISCO 2008);2015;84
520;Totaal;Totaal personen;Beroepsniveau onbekend (ISCO 2008);2016;97
521;Totaal;Totaal personen;Beroepsniveau onbekend (ISCO 2008);2017;129
522;Totaal;Arbeidsduur: deeltijd;Totaal;2015;4053
523;Totaal;Arbeidsduur: deeltijd;Totaal;2016;4077
524;Totaal;Arbeidsduur: deeltijd;Totaal;2017;4191
525;Totaal;Arbeidsduur: deeltijd;01 Pedagogische beroepen;2015;418
526;Totaal;Arbeidsduur: deeltijd;01 Pedagogische beroepen;2016;419
527;Totaal;Arbeidsduur: deeltijd;01 Pedagogische beroepen;2017;403
528;Totaal;Arbeidsduur: deeltijd;011 Docenten;2015;268
529;Totaal;Arbeidsduur: deeltijd;011 Docenten;2016;270
530;Totaal;Arbeidsduur: deeltijd;011 Docenten;2017;265
531;Totaal;Arbeidsduur: deeltijd;0111 Docenten hoger onderwijs en hoog...;2015;24
532;Totaal;Arbeidsduur: deeltijd;0111 Docenten hoger onderwijs en hoog...;2016;22
533;Totaal;Arbeidsduur: deeltijd;0111 Docenten hoger onderwijs en hoog...;2017;28
534;Totaal;Arbeidsduur: deeltijd;0112 Docenten beroepsgerichte vakken ...;2015;17
535;Totaal;Arbeidsduur: deeltijd;0112 Docenten beroepsgerichte vakken ...;2016;19
536;Totaal;Arbeidsduur: deeltijd;0112 Docenten beroepsgerichte vakken ...;2017;17
537;Totaal;Arbeidsduur: deeltijd;0113 Docenten algemene vakken secunda...;2015;66
538;Totaal;Arbeidsduur: deeltijd;0113 Docenten algemene vakken secunda...;2016;69
539;Totaal;Arbeidsduur: deeltijd;0113 Docenten algemene vakken secunda...;2017;68
540;Totaal;Arbeidsduur: deeltijd;0114 Leerkrachten basisonderwijs;2015;117
541;Totaal;Arbeidsduur: deeltijd;0114 Leerkrachten basisonderwijs;2016;120
542;Totaal;Arbeidsduur: deeltijd;0114 Leerkrachten basisonderwijs;2017;106
543;Totaal;Arbeidsduur: deeltijd;0115 Onderwijskundigen en overige doc...;2015;44
544;Totaal;Arbeidsduur: deeltijd;0115 Onderwijskundigen en overige doc...;2016;40
545;Totaal;Arbeidsduur: deeltijd;0115 Onderwijskundigen en overige doc...;2017;47
546;Totaal;Arbeidsduur: deeltijd;012 Sportinstructeurs;2015;28
547;Totaal;Arbeidsduur: deeltijd;012 Sportinstructeurs;2016;35
548;Totaal;Arbeidsduur: deeltijd;012 Sportinstructeurs;2017;29
549;Totaal;Arbeidsduur: deeltijd;0121 Beroepsgroep sportinstructeurs;2015;28
550;Totaal;Arbeidsduur: deeltijd;0121 Beroepsgroep sportinstructeurs;2016;35
551;Totaal;Arbeidsduur: deeltijd;0121 Beroepsgroep sportinstructeurs;2017;29
552;Totaal;Arbeidsduur: deeltijd;013 Leidsters kinderopvang en onderwi.;2015;123
553;Totaal;Arbeidsduur: deeltijd;013 Leidsters kinderopvang en onderwi.;2016;114
554;Totaal;Arbeidsduur: deeltijd;013 Leidsters kinderopvang en onderwi.;2017;108
555;Totaal;Arbeidsduur: deeltijd;0131 Leidsters kinderopvang en onderw...;2015;123
556;Totaal;Arbeidsduur: deeltijd;0131 Leidsters kinderopvang en onderw...;2016;114
557;Totaal;Arbeidsduur: deeltijd;0131 Leidsters kinderopvang en onderw...;2017;108
558;Totaal;Arbeidsduur: deeltijd;02 Creatieve en taalkundige beroepen;2015;94
559;Totaal;Arbeidsduur: deeltijd;02 Creatieve en taalkundige beroepen;2016;91
560;Totaal;Arbeidsduur: deeltijd;02 Creatieve en taalkundige beroepen;2017;93
561;Totaal;Arbeidsduur: deeltijd;021 Auteurs en kunstenaars;2015;67
562;Totaal;Arbeidsduur: deeltijd;021 Auteurs en kunstenaars;2016;57
563;Totaal;Arbeidsduur: deeltijd;021 Auteurs en kunstenaars;2017;64
564;Totaal;Arbeidsduur: deeltijd;0211 Bibliothecarissen en conservatoren;2015;5
565;Totaal;Arbeidsduur: deeltijd;0211 Bibliothecarissen en conservatoren;2016;5
566;Totaal;Arbeidsduur: deeltijd;0211 Bibliothecarissen en conservatoren;2017;4
567;Totaal;Arbeidsduur: deeltijd;0212 Auteurs en taalkundigen;2015;20
568;Totaal;Arbeidsduur: deeltijd;0212 Auteurs en taalkundigen;2016;16
569;Totaal;Arbeidsduur: deeltijd;0212 Auteurs en taalkundigen;2017;18
570;Totaal;Arbeidsduur: deeltijd;0213 Journalisten;2015;10
571;Totaal;Arbeidsduur: deeltijd;0213 Journalisten;2016;12
572;Totaal;Arbeidsduur: deeltijd;0213 Journalisten;2017;14
573;Totaal;Arbeidsduur: deeltijd;0214 Beeldend kunstenaars;2015;8
574;Totaal;Arbeidsduur: deeltijd;0214 Beeldend kunstenaars;2016;8
575;Totaal;Arbeidsduur: deeltijd;0214 Beeldend kunstenaars;2017;5
576;Totaal;Arbeidsduur: deeltijd;0215 Uitvoerend kunstenaars;2015;23
577;Totaal;Arbeidsduur: deeltijd;0215 Uitvoerend kunstenaars;2016;17
578;Totaal;Arbeidsduur: deeltijd;0215 Uitvoerend kunstenaars;2017;23
579;Totaal;Arbeidsduur: deeltijd;022 Vakspecialisten op artistiek en c.;2015;27
580;Totaal;Arbeidsduur: deeltijd;022 Vakspecialisten op artistiek en c.;2016;34
581;Totaal;Arbeidsduur: deeltijd;022 Vakspecialisten op artistiek en c.;2017;28
582;Totaal;Arbeidsduur: deeltijd;0221 Grafisch vormgevers en producton...;2015;16
583;Totaal;Arbeidsduur: deeltijd;0221 Grafisch vormgevers en producton...;2016;19
584;Totaal;Arbeidsduur: deeltijd;0221 Grafisch vormgevers en producton...;2017;19
585;Totaal;Arbeidsduur: deeltijd;0222 Fotografen en interieurontwerpers;2015;12
586;Totaal;Arbeidsduur: deeltijd;0222 Fotografen en interieurontwerpers;2016;15
587;Totaal;Arbeidsduur: deeltijd;0222 Fotografen en interieurontwerpers;2017;9
588;Totaal;Arbeidsduur: deeltijd;03 Commerciële beroepen;2015;552
589;Totaal;Arbeidsduur: deeltijd;03 Commerciële beroepen;2016;528
590;Totaal;Arbeidsduur: deeltijd;03 Commerciële beroepen;2017;527
591;Totaal;Arbeidsduur: deeltijd;031 Adviseurs marketing, public relat.;2015;47
592;Totaal;Arbeidsduur: deeltijd;031 Adviseurs marketing, public relat.;2016;41
593;Totaal;Arbeidsduur: deeltijd;031 Adviseurs marketing, public relat.;2017;47
594;Totaal;Arbeidsduur: deeltijd;0311 Adviseurs marketing, public rela...;2015;47
595;Totaal;Arbeidsduur: deeltijd;0311 Adviseurs marketing, public rela...;2016;41
596;Totaal;Arbeidsduur: deeltijd;0311 Adviseurs marketing, public rela...;2017;47
597;Totaal;Arbeidsduur: deeltijd;032 Vertegenwoordigers en inkopers;2015;30
598;Totaal;Arbeidsduur: deeltijd;032 Vertegenwoordigers en inkopers;2016;31
599;Totaal;Arbeidsduur: deeltijd;032 Vertegenwoordigers en inkopers;2017;35
600;Totaal;Arbeidsduur: deeltijd;0321 Vertegenwoordigers en inkopers;2015;30
601;Totaal;Arbeidsduur: deeltijd;0321 Vertegenwoordigers en inkopers;2016;31
602;Totaal;Arbeidsduur: deeltijd;0321 Vertegenwoordigers en inkopers;2017;35
603;Totaal;Arbeidsduur: deeltijd;033 Verkopers;2015;475
604;Totaal;Arbeidsduur: deeltijd;033 Verkopers;2016;456
605;Totaal;Arbeidsduur: deeltijd;033 Verkopers;2017;445
606;Totaal;Arbeidsduur: deeltijd;0331 Winkeliers en teamleiders detail...;2015;47
607;Totaal;Arbeidsduur: deeltijd;0331 Winkeliers en teamleiders detail...;2016;41
608;Totaal;Arbeidsduur: deeltijd;0331 Winkeliers en teamleiders detail...;2017;38
609;Totaal;Arbeidsduur: deeltijd;0332 Verkoopmedewerkers detailhandel;2015;267
610;Totaal;Arbeidsduur: deeltijd;0332 Verkoopmedewerkers detailhandel;2016;262
611;Totaal;Arbeidsduur: deeltijd;0332 Verkoopmedewerkers detailhandel;2017;242
612;Totaal;Arbeidsduur: deeltijd;0333 Kassamedewerkers;2015;85
613;Totaal;Arbeidsduur: deeltijd;0333 Kassamedewerkers;2016;80
614;Totaal;Arbeidsduur: deeltijd;0333 Kassamedewerkers;2017;81
615;Totaal;Arbeidsduur: deeltijd;0334 Callcentermedewerkers outbound e...;2015;77
616;Totaal;Arbeidsduur: deeltijd;0334 Callcentermedewerkers outbound e...;2016;74
617;Totaal;Arbeidsduur: deeltijd;0334 Callcentermedewerkers outbound e...;2017;83
618;Totaal;Arbeidsduur: deeltijd;04 Bedrijfseconomische en administrat...;2015;725
619;Totaal;Arbeidsduur: deeltijd;04 Bedrijfseconomische en administrat...;2016;726
620;Totaal;Arbeidsduur: deeltijd;04 Bedrijfseconomische en administrat...;2017;727
621;Totaal;Arbeidsduur: deeltijd;041 Specialisten bedrijfsbeheer en ad.;2015;136
622;Totaal;Arbeidsduur: deeltijd;041 Specialisten bedrijfsbeheer en ad.;2016;143
623;Totaal;Arbeidsduur: deeltijd;041 Specialisten bedrijfsbeheer en ad.;2017;148
624;Totaal;Arbeidsduur: deeltijd;0411 Accountants;2015;23
625;Totaal;Arbeidsduur: deeltijd;0411 Accountants;2016;20
626;Totaal;Arbeidsduur: deeltijd;0411 Accountants;2017;27
627;Totaal;Arbeidsduur: deeltijd;0412 Financieel specialisten en economen;2015;17
628;Totaal;Arbeidsduur: deeltijd;0412 Financieel specialisten en economen;2016;13
629;Totaal;Arbeidsduur: deeltijd;0412 Financieel specialisten en economen;2017;18
630;Totaal;Arbeidsduur: deeltijd;0413 Bedrijfskundigen en organisatiea.;2015;36
631;Totaal;Arbeidsduur: deeltijd;0413 Bedrijfskundigen en organisatiea.;2016;37
632;Totaal;Arbeidsduur: deeltijd;0413 Bedrijfskundigen en organisatiea.;2017;32
633;Totaal;Arbeidsduur: deeltijd;0414 Beleidsadviseurs;2015;27
634;Totaal;Arbeidsduur: deeltijd;0414 Beleidsadviseurs;2016;26
635;Totaal;Arbeidsduur: deeltijd;0414 Beleidsadviseurs;2017;22
636;Totaal;Arbeidsduur: deeltijd;0415 Specialisten personeels- en loop.;2015;34
637;Totaal;Arbeidsduur: deeltijd;0415 Specialisten personeels- en loop.;2016;47
638;Totaal;Arbeidsduur: deeltijd;0415 Specialisten personeels- en loop.;2017;49
639;Totaal;Arbeidsduur: deeltijd;042 Vakspecialisten bedrijfsbeheer en...;2015;134
640;Totaal;Arbeidsduur: deeltijd;042 Vakspecialisten bedrijfsbeheer en...;2016;140
641;Totaal;Arbeidsduur: deeltijd;042 Vakspecialisten bedrijfsbeheer en...;2017;147
642;Totaal;Arbeidsduur: deeltijd;0421 Boekhouders;2015;38
643;Totaal;Arbeidsduur: deeltijd;0421 Boekhouders;2016;46
644;Totaal;Arbeidsduur: deeltijd;0421 Boekhouders;2017;41
645;Totaal;Arbeidsduur: deeltijd;0422 Zakelijke dienstverleners;2015;29
646;Totaal;Arbeidsduur: deeltijd;0422 Zakelijke dienstverleners;2016;33
647;Totaal;Arbeidsduur: deeltijd;0422 Zakelijke dienstverleners;2017;36
648;Totaal;Arbeidsduur: deeltijd;0423 Directiesecretaresses;2015;67
649;Totaal;Arbeidsduur: deeltijd;0423 Directiesecretaresses;2016;62
650;Totaal;Arbeidsduur: deeltijd;0423 Directiesecretaresses;2017;70
651;Totaal;Arbeidsduur: deeltijd;043 Administratief personeel;2015;455
652;Totaal;Arbeidsduur: deeltijd;043 Administratief personeel;2016;442
653;Totaal;Arbeidsduur: deeltijd;043 Administratief personeel;2017;432
654;Totaal;Arbeidsduur: deeltijd;0431 Administratief medewerkers;2015;205
655;Totaal;Arbeidsduur: deeltijd;0431 Administratief medewerkers;2016;195
656;Totaal;Arbeidsduur: deeltijd;0431 Administratief medewerkers;2017;188
657;Totaal;Arbeidsduur: deeltijd;0432 Secretaresses;2015;37
658;Totaal;Arbeidsduur: deeltijd;0432 Secretaresses;2016;42
659;Totaal;Arbeidsduur: deeltijd;0432 Secretaresses;2017;34
660;Totaal;Arbeidsduur: deeltijd;0433 Receptionisten en telefonisten;2015;94
661;Totaal;Arbeidsduur: deeltijd;0433 Receptionisten en telefonisten;2016;96
662;Totaal;Arbeidsduur: deeltijd;0433 Receptionisten en telefonisten;2017;101
663;Totaal;Arbeidsduur: deeltijd;0434 Boekhoudkundig medewerkers;2015;79
664;Totaal;Arbeidsduur: deeltijd;0434 Boekhoudkundig medewerkers;2016;74
665;Totaal;Arbeidsduur: deeltijd;0434 Boekhoudkundig medewerkers;2017;67
666;Totaal;Arbeidsduur: deeltijd;0435 Transportplanners en logistiek m.;2015;40
667;Totaal;Arbeidsduur: deeltijd;0435 Transportplanners en logistiek m.;2016;35
