ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
5722;Totaal;Onderwijsniveau: 2 middelbaar;131 Beroepssegment overig;2016;51
5723;Totaal;Onderwijsniveau: 2 middelbaar;131 Beroepssegment overig;2017;69
5724;Totaal;Onderwijsniveau: 2 middelbaar;1311 Beroepsgroep overig;2015;46
5725;Totaal;Onderwijsniveau: 2 middelbaar;1311 Beroepsgroep overig;2016;51
5726;Totaal;Onderwijsniveau: 2 middelbaar;1311 Beroepsgroep overig;2017;69
5727;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 1 (ISCO 2008);2015;258
5728;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 1 (ISCO 2008);2016;238
5729;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 1 (ISCO 2008);2017;282
5730;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 2 (ISCO 2008);2015;1999
5731;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 2 (ISCO 2008);2016;2002
5732;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 2 (ISCO 2008);2017;2066
5733;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 3 (ISCO 2008);2015;680
5734;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 3 (ISCO 2008);2016;736
5735;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 3 (ISCO 2008);2017;706
5736;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 4 (ISCO 2008);2015;500
5737;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 4 (ISCO 2008);2016;488
5738;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau 4 (ISCO 2008);2017;504
5739;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau onbekend (ISCO 2008);2015;32
5740;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau onbekend (ISCO 2008);2016;36
5741;Totaal;Onderwijsniveau: 2 middelbaar;Beroepsniveau onbekend (ISCO 2008);2017;50
5742;Totaal;Onderwijsniveau: 3 hoog;Totaal;2015;3053
5743;Totaal;Onderwijsniveau: 3 hoog;Totaal;2016;3136
5744;Totaal;Onderwijsniveau: 3 hoog;Totaal;2017;3247
5745;Totaal;Onderwijsniveau: 3 hoog;01 Pedagogische beroepen;2015;406
5746;Totaal;Onderwijsniveau: 3 hoog;01 Pedagogische beroepen;2016;406
5747;Totaal;Onderwijsniveau: 3 hoog;01 Pedagogische beroepen;2017;409
5748;Totaal;Onderwijsniveau: 3 hoog;011 Docenten;2015;367
5749;Totaal;Onderwijsniveau: 3 hoog;011 Docenten;2016;366
5750;Totaal;Onderwijsniveau: 3 hoog;011 Docenten;2017;371
5751;Totaal;Onderwijsniveau: 3 hoog;0111 Docenten hoger onderwijs en hoog...;2015;43
5752;Totaal;Onderwijsniveau: 3 hoog;0111 Docenten hoger onderwijs en hoog...;2016;42
5753;Totaal;Onderwijsniveau: 3 hoog;0111 Docenten hoger onderwijs en hoog...;2017;50
5754;Totaal;Onderwijsniveau: 3 hoog;0112 Docenten beroepsgerichte vakken ...;2015;23
5755;Totaal;Onderwijsniveau: 3 hoog;0112 Docenten beroepsgerichte vakken ...;2016;25
5756;Totaal;Onderwijsniveau: 3 hoog;0112 Docenten beroepsgerichte vakken ...;2017;28
5757;Totaal;Onderwijsniveau: 3 hoog;0113 Docenten algemene vakken secunda...;2015;98
5758;Totaal;Onderwijsniveau: 3 hoog;0113 Docenten algemene vakken secunda...;2016;100
5759;Totaal;Onderwijsniveau: 3 hoog;0113 Docenten algemene vakken secunda...;2017;99
5760;Totaal;Onderwijsniveau: 3 hoog;0114 Leerkrachten basisonderwijs;2015;154
5761;Totaal;Onderwijsniveau: 3 hoog;0114 Leerkrachten basisonderwijs;2016;148
5762;Totaal;Onderwijsniveau: 3 hoog;0114 Leerkrachten basisonderwijs;2017;141
5763;Totaal;Onderwijsniveau: 3 hoog;0115 Onderwijskundigen en overige doc...;2015;49
5764;Totaal;Onderwijsniveau: 3 hoog;0115 Onderwijskundigen en overige doc...;2016;51
5765;Totaal;Onderwijsniveau: 3 hoog;0115 Onderwijskundigen en overige doc...;2017;52
5766;Totaal;Onderwijsniveau: 3 hoog;012 Sportinstructeurs;2015;9
5767;Totaal;Onderwijsniveau: 3 hoog;012 Sportinstructeurs;2016;14
5768;Totaal;Onderwijsniveau: 3 hoog;012 Sportinstructeurs;2017;9
5769;Totaal;Onderwijsniveau: 3 hoog;0121 Beroepsgroep sportinstructeurs;2015;9
5770;Totaal;Onderwijsniveau: 3 hoog;0121 Beroepsgroep sportinstructeurs;2016;14
5771;Totaal;Onderwijsniveau: 3 hoog;0121 Beroepsgroep sportinstructeurs;2017;9
5772;Totaal;Onderwijsniveau: 3 hoog;013 Leidsters kinderopvang en onderwi.;2015;30
5773;Totaal;Onderwijsniveau: 3 hoog;013 Leidsters kinderopvang en onderwi.;2016;26
5774;Totaal;Onderwijsniveau: 3 hoog;013 Leidsters kinderopvang en onderwi.;2017;29
5775;Totaal;Onderwijsniveau: 3 hoog;0131 Leidsters kinderopvang en onderw...;2015;30
5776;Totaal;Onderwijsniveau: 3 hoog;0131 Leidsters kinderopvang en onderw...;2016;26
5777;Totaal;Onderwijsniveau: 3 hoog;0131 Leidsters kinderopvang en onderw...;2017;29
5778;Totaal;Onderwijsniveau: 3 hoog;02 Creatieve en taalkundige beroepen;2015;128
5779;Totaal;Onderwijsniveau: 3 hoog;02 Creatieve en taalkundige beroepen;2016;134
5780;Totaal;Onderwijsniveau: 3 hoog;02 Creatieve en taalkundige beroepen;2017;134
5781;Totaal;Onderwijsniveau: 3 hoog;021 Auteurs en kunstenaars;2015;94
5782;Totaal;Onderwijsniveau: 3 hoog;021 Auteurs en kunstenaars;2016;91
5783;Totaal;Onderwijsniveau: 3 hoog;021 Auteurs en kunstenaars;2017;92
5784;Totaal;Onderwijsniveau: 3 hoog;0211 Bibliothecarissen en conservatoren;2015;5
5785;Totaal;Onderwijsniveau: 3 hoog;0211 Bibliothecarissen en conservatoren;2016;6
5786;Totaal;Onderwijsniveau: 3 hoog;0211 Bibliothecarissen en conservatoren;2017;4
5787;Totaal;Onderwijsniveau: 3 hoog;0212 Auteurs en taalkundigen;2015;29
5788;Totaal;Onderwijsniveau: 3 hoog;0212 Auteurs en taalkundigen;2016;24
5789;Totaal;Onderwijsniveau: 3 hoog;0212 Auteurs en taalkundigen;2017;23
5790;Totaal;Onderwijsniveau: 3 hoog;0213 Journalisten;2015;16
5791;Totaal;Onderwijsniveau: 3 hoog;0213 Journalisten;2016;19
5792;Totaal;Onderwijsniveau: 3 hoog;0213 Journalisten;2017;28
5793;Totaal;Onderwijsniveau: 3 hoog;0214 Beeldend kunstenaars;2015;14
5794;Totaal;Onderwijsniveau: 3 hoog;0214 Beeldend kunstenaars;2016;12
5795;Totaal;Onderwijsniveau: 3 hoog;0214 Beeldend kunstenaars;2017;7
5796;Totaal;Onderwijsniveau: 3 hoog;0215 Uitvoerend kunstenaars;2015;30
5797;Totaal;Onderwijsniveau: 3 hoog;0215 Uitvoerend kunstenaars;2016;30
5798;Totaal;Onderwijsniveau: 3 hoog;0215 Uitvoerend kunstenaars;2017;31
5799;Totaal;Onderwijsniveau: 3 hoog;022 Vakspecialisten op artistiek en c.;2015;34
5800;Totaal;Onderwijsniveau: 3 hoog;022 Vakspecialisten op artistiek en c.;2016;43
5801;Totaal;Onderwijsniveau: 3 hoog;022 Vakspecialisten op artistiek en c.;2017;42
5802;Totaal;Onderwijsniveau: 3 hoog;0221 Grafisch vormgevers en producton...;2015;23
5803;Totaal;Onderwijsniveau: 3 hoog;0221 Grafisch vormgevers en producton...;2016;33
5804;Totaal;Onderwijsniveau: 3 hoog;0221 Grafisch vormgevers en producton...;2017;34
5805;Totaal;Onderwijsniveau: 3 hoog;0222 Fotografen en interieurontwerpers;2015;11
5806;Totaal;Onderwijsniveau: 3 hoog;0222 Fotografen en interieurontwerpers;2016;10
5807;Totaal;Onderwijsniveau: 3 hoog;0222 Fotografen en interieurontwerpers;2017;8
5808;Totaal;Onderwijsniveau: 3 hoog;03 Commerciële beroepen;2015;267
5809;Totaal;Onderwijsniveau: 3 hoog;03 Commerciële beroepen;2016;252
5810;Totaal;Onderwijsniveau: 3 hoog;03 Commerciële beroepen;2017;282
5811;Totaal;Onderwijsniveau: 3 hoog;031 Adviseurs marketing, public relat.;2015;108
5812;Totaal;Onderwijsniveau: 3 hoog;031 Adviseurs marketing, public relat.;2016;99
5813;Totaal;Onderwijsniveau: 3 hoog;031 Adviseurs marketing, public relat.;2017;112
5814;Totaal;Onderwijsniveau: 3 hoog;0311 Adviseurs marketing, public rela...;2015;108
5815;Totaal;Onderwijsniveau: 3 hoog;0311 Adviseurs marketing, public rela...;2016;99
5816;Totaal;Onderwijsniveau: 3 hoog;0311 Adviseurs marketing, public rela...;2017;112
5817;Totaal;Onderwijsniveau: 3 hoog;032 Vertegenwoordigers en inkopers;2015;63
5818;Totaal;Onderwijsniveau: 3 hoog;032 Vertegenwoordigers en inkopers;2016;70
5819;Totaal;Onderwijsniveau: 3 hoog;032 Vertegenwoordigers en inkopers;2017;71
5820;Totaal;Onderwijsniveau: 3 hoog;0321 Vertegenwoordigers en inkopers;2015;63
5821;Totaal;Onderwijsniveau: 3 hoog;0321 Vertegenwoordigers en inkopers;2016;70
5822;Totaal;Onderwijsniveau: 3 hoog;0321 Vertegenwoordigers en inkopers;2017;71
5823;Totaal;Onderwijsniveau: 3 hoog;033 Verkopers;2015;97
5824;Totaal;Onderwijsniveau: 3 hoog;033 Verkopers;2016;83
5825;Totaal;Onderwijsniveau: 3 hoog;033 Verkopers;2017;99
5826;Totaal;Onderwijsniveau: 3 hoog;0331 Winkeliers en teamleiders detail...;2015;30
5827;Totaal;Onderwijsniveau: 3 hoog;0331 Winkeliers en teamleiders detail...;2016;27
5828;Totaal;Onderwijsniveau: 3 hoog;0331 Winkeliers en teamleiders detail...;2017;29
5829;Totaal;Onderwijsniveau: 3 hoog;0332 Verkoopmedewerkers detailhandel;2015;39
5830;Totaal;Onderwijsniveau: 3 hoog;0332 Verkoopmedewerkers detailhandel;2016;31
5831;Totaal;Onderwijsniveau: 3 hoog;0332 Verkoopmedewerkers detailhandel;2017;38
5832;Totaal;Onderwijsniveau: 3 hoog;0333 Kassamedewerkers;2015;3
5833;Totaal;Onderwijsniveau: 3 hoog;0333 Kassamedewerkers;2016;3
5834;Totaal;Onderwijsniveau: 3 hoog;0333 Kassamedewerkers;2017;4
5835;Totaal;Onderwijsniveau: 3 hoog;0334 Callcentermedewerkers outbound e...;2015;26
5836;Totaal;Onderwijsniveau: 3 hoog;0334 Callcentermedewerkers outbound e...;2016;22
5837;Totaal;Onderwijsniveau: 3 hoog;0334 Callcentermedewerkers outbound e...;2017;28
5838;Totaal;Onderwijsniveau: 3 hoog;04 Bedrijfseconomische en administrat...;2015;672
5839;Totaal;Onderwijsniveau: 3 hoog;04 Bedrijfseconomische en administrat...;2016;702
5840;Totaal;Onderwijsniveau: 3 hoog;04 Bedrijfseconomische en administrat...;2017;727
5841;Totaal;Onderwijsniveau: 3 hoog;041 Specialisten bedrijfsbeheer en ad.;2015;339
5842;Totaal;Onderwijsniveau: 3 hoog;041 Specialisten bedrijfsbeheer en ad.;2016;367
5843;Totaal;Onderwijsniveau: 3 hoog;041 Specialisten bedrijfsbeheer en ad.;2017;374
5844;Totaal;Onderwijsniveau: 3 hoog;0411 Accountants;2015;80
5845;Totaal;Onderwijsniveau: 3 hoog;0411 Accountants;2016;68
5846;Totaal;Onderwijsniveau: 3 hoog;0411 Accountants;2017;77
5847;Totaal;Onderwijsniveau: 3 hoog;0412 Financieel specialisten en economen;2015;47
5848;Totaal;Onderwijsniveau: 3 hoog;0412 Financieel specialisten en economen;2016;57
5849;Totaal;Onderwijsniveau: 3 hoog;0412 Financieel specialisten en economen;2017;59
5850;Totaal;Onderwijsniveau: 3 hoog;0413 Bedrijfskundigen en organisatiea.;2015;99
5851;Totaal;Onderwijsniveau: 3 hoog;0413 Bedrijfskundigen en organisatiea.;2016;111
5852;Totaal;Onderwijsniveau: 3 hoog;0413 Bedrijfskundigen en organisatiea.;2017;107
5853;Totaal;Onderwijsniveau: 3 hoog;0414 Beleidsadviseurs;2015;57
5854;Totaal;Onderwijsniveau: 3 hoog;0414 Beleidsadviseurs;2016;54
5855;Totaal;Onderwijsniveau: 3 hoog;0414 Beleidsadviseurs;2017;58
5856;Totaal;Onderwijsniveau: 3 hoog;0415 Specialisten personeels- en loop.;2015;57
5857;Totaal;Onderwijsniveau: 3 hoog;0415 Specialisten personeels- en loop.;2016;77
5858;Totaal;Onderwijsniveau: 3 hoog;0415 Specialisten personeels- en loop.;2017;73
5859;Totaal;Onderwijsniveau: 3 hoog;042 Vakspecialisten bedrijfsbeheer en...;2015;152
5860;Totaal;Onderwijsniveau: 3 hoog;042 Vakspecialisten bedrijfsbeheer en...;2016;156
5861;Totaal;Onderwijsniveau: 3 hoog;042 Vakspecialisten bedrijfsbeheer en...;2017;160
5862;Totaal;Onderwijsniveau: 3 hoog;0421 Boekhouders;2015;44
5863;Totaal;Onderwijsniveau: 3 hoog;0421 Boekhouders;2016;46
5864;Totaal;Onderwijsniveau: 3 hoog;0421 Boekhouders;2017;49
5865;Totaal;Onderwijsniveau: 3 hoog;0422 Zakelijke dienstverleners;2015;63
5866;Totaal;Onderwijsniveau: 3 hoog;0422 Zakelijke dienstverleners;2016;65
5867;Totaal;Onderwijsniveau: 3 hoog;0422 Zakelijke dienstverleners;2017;63
5868;Totaal;Onderwijsniveau: 3 hoog;0423 Directiesecretaresses;2015;45
5869;Totaal;Onderwijsniveau: 3 hoog;0423 Directiesecretaresses;2016;45
5870;Totaal;Onderwijsniveau: 3 hoog;0423 Directiesecretaresses;2017;48
5871;Totaal;Onderwijsniveau: 3 hoog;043 Administratief personeel;2015;181
5872;Totaal;Onderwijsniveau: 3 hoog;043 Administratief personeel;2016;180
5873;Totaal;Onderwijsniveau: 3 hoog;043 Administratief personeel;2017;193
5874;Totaal;Onderwijsniveau: 3 hoog;0431 Administratief medewerkers;2015;67
5875;Totaal;Onderwijsniveau: 3 hoog;0431 Administratief medewerkers;2016;63
5876;Totaal;Onderwijsniveau: 3 hoog;0431 Administratief medewerkers;2017;65
5877;Totaal;Onderwijsniveau: 3 hoog;0432 Secretaresses;2015;9
5878;Totaal;Onderwijsniveau: 3 hoog;0432 Secretaresses;2016;14
5879;Totaal;Onderwijsniveau: 3 hoog;0432 Secretaresses;2017;10
5880;Totaal;Onderwijsniveau: 3 hoog;0433 Receptionisten en telefonisten;2015;40
5881;Totaal;Onderwijsniveau: 3 hoog;0433 Receptionisten en telefonisten;2016;42
5882;Totaal;Onderwijsniveau: 3 hoog;0433 Receptionisten en telefonisten;2017;38
5883;Totaal;Onderwijsniveau: 3 hoog;0434 Boekhoudkundig medewerkers;2015;29
5884;Totaal;Onderwijsniveau: 3 hoog;0434 Boekhoudkundig medewerkers;2016;28
5885;Totaal;Onderwijsniveau: 3 hoog;0434 Boekhoudkundig medewerkers;2017;35
5886;Totaal;Onderwijsniveau: 3 hoog;0435 Transportplanners en logistiek m.;2015;36
5887;Totaal;Onderwijsniveau: 3 hoog;0435 Transportplanners en logistiek m.;2016;33
5888;Totaal;Onderwijsniveau: 3 hoog;0435 Transportplanners en logistiek m.;2017;44
5889;Totaal;Onderwijsniveau: 3 hoog;05 Managers;2015;304
5890;Totaal;Onderwijsniveau: 3 hoog;05 Managers;2016;278
5891;Totaal;Onderwijsniveau: 3 hoog;05 Managers;2017;269
5892;Totaal;Onderwijsniveau: 3 hoog;051 Algemeen directeuren;2015;42
5893;Totaal;Onderwijsniveau: 3 hoog;051 Algemeen directeuren;2016;43
5894;Totaal;Onderwijsniveau: 3 hoog;051 Algemeen directeuren;2017;46
5895;Totaal;Onderwijsniveau: 3 hoog;0511 Algemeen directeuren;2015;42
5896;Totaal;Onderwijsniveau: 3 hoog;0511 Algemeen directeuren;2016;43
5897;Totaal;Onderwijsniveau: 3 hoog;0511 Algemeen directeuren;2017;46
5898;Totaal;Onderwijsniveau: 3 hoog;052 Managers op administratief en com...;2015;106
5899;Totaal;Onderwijsniveau: 3 hoog;052 Managers op administratief en com...;2016;95
5900;Totaal;Onderwijsniveau: 3 hoog;052 Managers op administratief en com...;2017;89
5901;Totaal;Onderwijsniveau: 3 hoog;0521 Managers zakelijke en administra.;2015;65
5902;Totaal;Onderwijsniveau: 3 hoog;0521 Managers zakelijke en administra.;2016;59
5903;Totaal;Onderwijsniveau: 3 hoog;0521 Managers zakelijke en administra.;2017;55
5904;Totaal;Onderwijsniveau: 3 hoog;0522 Managers verkoop en marketing;2015;41
5905;Totaal;Onderwijsniveau: 3 hoog;0522 Managers verkoop en marketing;2016;35
5906;Totaal;Onderwijsniveau: 3 hoog;0522 Managers verkoop en marketing;2017;35
5907;Totaal;Onderwijsniveau: 3 hoog;053 Managers productie en gespecialis...;2015;110
5908;Totaal;Onderwijsniveau: 3 hoog;053 Managers productie en gespecialis...;2016;99
5909;Totaal;Onderwijsniveau: 3 hoog;053 Managers productie en gespecialis...;2017;98
5910;Totaal;Onderwijsniveau: 3 hoog;0531 Managers productie;2015;25
5911;Totaal;Onderwijsniveau: 3 hoog;0531 Managers productie;2016;23
5912;Totaal;Onderwijsniveau: 3 hoog;0531 Managers productie;2017;20
5913;Totaal;Onderwijsniveau: 3 hoog;0532 Managers logistiek;2015;10
5914;Totaal;Onderwijsniveau: 3 hoog;0532 Managers logistiek;2016;7
5915;Totaal;Onderwijsniveau: 3 hoog;0532 Managers logistiek;2017;6
5916;Totaal;Onderwijsniveau: 3 hoog;0533 Managers ICT;2015;18
5917;Totaal;Onderwijsniveau: 3 hoog;0533 Managers ICT;2016;12
5918;Totaal;Onderwijsniveau: 3 hoog;0533 Managers ICT;2017;14
5919;Totaal;Onderwijsniveau: 3 hoog;0534 Managers zorginstellingen;2015;18
5920;Totaal;Onderwijsniveau: 3 hoog;0534 Managers zorginstellingen;2016;19
5921;Totaal;Onderwijsniveau: 3 hoog;0534 Managers zorginstellingen;2017;22
5922;Totaal;Onderwijsniveau: 3 hoog;0535 Managers onderwijs;2015;18
5923;Totaal;Onderwijsniveau: 3 hoog;0535 Managers onderwijs;2016;15
5924;Totaal;Onderwijsniveau: 3 hoog;0535 Managers onderwijs;2017;19
5925;Totaal;Onderwijsniveau: 3 hoog;0536 Managers gespecialiseerde dienst.;2015;20
5926;Totaal;Onderwijsniveau: 3 hoog;0536 Managers gespecialiseerde dienst.;2016;23
5927;Totaal;Onderwijsniveau: 3 hoog;0536 Managers gespecialiseerde dienst.;2017;17
5928;Totaal;Onderwijsniveau: 3 hoog;054 Managers horeca, detailhandel en.;2015;24
5929;Totaal;Onderwijsniveau: 3 hoog;054 Managers horeca, detailhandel en.;2016;21
5930;Totaal;Onderwijsniveau: 3 hoog;054 Managers horeca, detailhandel en.;2017;23
5931;Totaal;Onderwijsniveau: 3 hoog;0541 Managers horeca;2015;4
5932;Totaal;Onderwijsniveau: 3 hoog;0541 Managers horeca;2016;4
5933;Totaal;Onderwijsniveau: 3 hoog;0541 Managers horeca;2017;5
5934;Totaal;Onderwijsniveau: 3 hoog;0542 Managers detail- en groothandel;2015;14
5935;Totaal;Onderwijsniveau: 3 hoog;0542 Managers detail- en groothandel;2016;13
5936;Totaal;Onderwijsniveau: 3 hoog;0542 Managers detail- en groothandel;2017;13
5937;Totaal;Onderwijsniveau: 3 hoog;0543 Managers commerciële en persoonl.;2015;6
5938;Totaal;Onderwijsniveau: 3 hoog;0543 Managers commerciële en persoonl.;2016;4
5939;Totaal;Onderwijsniveau: 3 hoog;0543 Managers commerciële en persoonl.;2017;5
5940;Totaal;Onderwijsniveau: 3 hoog;055 Managers z.n.d.;2015;22
5941;Totaal;Onderwijsniveau: 3 hoog;055 Managers z.n.d.;2016;21
5942;Totaal;Onderwijsniveau: 3 hoog;055 Managers z.n.d.;2017;12
5943;Totaal;Onderwijsniveau: 3 hoog;0551 Managers z.n.d.;2015;22
5944;Totaal;Onderwijsniveau: 3 hoog;0551 Managers z.n.d.;2016;21
5945;Totaal;Onderwijsniveau: 3 hoog;0551 Managers z.n.d.;2017;12
5946;Totaal;Onderwijsniveau: 3 hoog;06 Openbaar bestuur, veiligheid en ju.;2015;125
5947;Totaal;Onderwijsniveau: 3 hoog;06 Openbaar bestuur, veiligheid en ju.;2016;142
5948;Totaal;Onderwijsniveau: 3 hoog;06 Openbaar bestuur, veiligheid en ju.;2017;155
5949;Totaal;Onderwijsniveau: 3 hoog;061 Overheidsambtenaren en -bestuurders;2015;50
5950;Totaal;Onderwijsniveau: 3 hoog;061 Overheidsambtenaren en -bestuurders;2016;54
5951;Totaal;Onderwijsniveau: 3 hoog;061 Overheidsambtenaren en -bestuurders;2017;58
5952;Totaal;Onderwijsniveau: 3 hoog;0611 Overheidsbestuurders;2015;25
5953;Totaal;Onderwijsniveau: 3 hoog;0611 Overheidsbestuurders;2016;21
5954;Totaal;Onderwijsniveau: 3 hoog;0611 Overheidsbestuurders;2017;27
5955;Totaal;Onderwijsniveau: 3 hoog;0612 Overheidsambtenaren;2015;25
5956;Totaal;Onderwijsniveau: 3 hoog;0612 Overheidsambtenaren;2016;33
5957;Totaal;Onderwijsniveau: 3 hoog;0612 Overheidsambtenaren;2017;31
5958;Totaal;Onderwijsniveau: 3 hoog;062 Juristen;2015;52
5959;Totaal;Onderwijsniveau: 3 hoog;062 Juristen;2016;61
5960;Totaal;Onderwijsniveau: 3 hoog;062 Juristen;2017;68
5961;Totaal;Onderwijsniveau: 3 hoog;0621 Juristen;2015;52
5962;Totaal;Onderwijsniveau: 3 hoog;0621 Juristen;2016;61
5963;Totaal;Onderwijsniveau: 3 hoog;0621 Juristen;2017;68
5964;Totaal;Onderwijsniveau: 3 hoog;063 Beveiligingswerkers;2015;23
5965;Totaal;Onderwijsniveau: 3 hoog;063 Beveiligingswerkers;2016;27
5966;Totaal;Onderwijsniveau: 3 hoog;063 Beveiligingswerkers;2017;29
5967;Totaal;Onderwijsniveau: 3 hoog;0631 Politie-inspecteurs;2015;5
5968;Totaal;Onderwijsniveau: 3 hoog;0631 Politie-inspecteurs;2016;4
5969;Totaal;Onderwijsniveau: 3 hoog;0631 Politie-inspecteurs;2017;3
5970;Totaal;Onderwijsniveau: 3 hoog;0632 Politie en brandweer;2015;6
5971;Totaal;Onderwijsniveau: 3 hoog;0632 Politie en brandweer;2016;7
5972;Totaal;Onderwijsniveau: 3 hoog;0632 Politie en brandweer;2017;8
5973;Totaal;Onderwijsniveau: 3 hoog;0633 Beveiligingspersoneel;2015;5
5974;Totaal;Onderwijsniveau: 3 hoog;0633 Beveiligingspersoneel;2016;12
5975;Totaal;Onderwijsniveau: 3 hoog;0633 Beveiligingspersoneel;2017;11
5976;Totaal;Onderwijsniveau: 3 hoog;0634 Militaire beroepen;2015;6
5977;Totaal;Onderwijsniveau: 3 hoog;0634 Militaire beroepen;2016;4
5978;Totaal;Onderwijsniveau: 3 hoog;0634 Militaire beroepen;2017;6
5979;Totaal;Onderwijsniveau: 3 hoog;07 Technische beroepen;2015;257
5980;Totaal;Onderwijsniveau: 3 hoog;07 Technische beroepen;2016;277
5981;Totaal;Onderwijsniveau: 3 hoog;07 Technische beroepen;2017;264
5982;Totaal;Onderwijsniveau: 3 hoog;071 Ingenieurs en onderzoekers wis.;2015;166
5983;Totaal;Onderwijsniveau: 3 hoog;071 Ingenieurs en onderzoekers wis.;2016;179
5984;Totaal;Onderwijsniveau: 3 hoog;071 Ingenieurs en onderzoekers wis.;2017;160
5985;Totaal;Onderwijsniveau: 3 hoog;0711 Biologen en natuurwetenschappers;2015;29
5986;Totaal;Onderwijsniveau: 3 hoog;0711 Biologen en natuurwetenschappers;2016;24
5987;Totaal;Onderwijsniveau: 3 hoog;0711 Biologen en natuurwetenschappers;2017;32
5988;Totaal;Onderwijsniveau: 3 hoog;0712 Ingenieurs (geen elektrotechniek);2015;98
5989;Totaal;Onderwijsniveau: 3 hoog;0712 Ingenieurs (geen elektrotechniek);2016;115
5990;Totaal;Onderwijsniveau: 3 hoog;0712 Ingenieurs (geen elektrotechniek);2017;87
5991;Totaal;Onderwijsniveau: 3 hoog;0713 Elektrotechnisch ingenieurs;2015;11
5992;Totaal;Onderwijsniveau: 3 hoog;0713 Elektrotechnisch ingenieurs;2016;8
5993;Totaal;Onderwijsniveau: 3 hoog;0713 Elektrotechnisch ingenieurs;2017;9
5994;Totaal;Onderwijsniveau: 3 hoog;0714 Architecten;2015;28
5995;Totaal;Onderwijsniveau: 3 hoog;0714 Architecten;2016;31
5996;Totaal;Onderwijsniveau: 3 hoog;0714 Architecten;2017;32
5997;Totaal;Onderwijsniveau: 3 hoog;072 Vakspecialisten natuur en techniek;2015;45
5998;Totaal;Onderwijsniveau: 3 hoog;072 Vakspecialisten natuur en techniek;2016;55
5999;Totaal;Onderwijsniveau: 3 hoog;072 Vakspecialisten natuur en techniek;2017;56
6000;Totaal;Onderwijsniveau: 3 hoog;0721 Technici bouwkunde en natuur;2015;33
6001;Totaal;Onderwijsniveau: 3 hoog;0721 Technici bouwkunde en natuur;2016;40
6002;Totaal;Onderwijsniveau: 3 hoog;0721 Technici bouwkunde en natuur;2017;40
6003;Totaal;Onderwijsniveau: 3 hoog;0722 Productieleiders industrie en bouw;2015;10
6004;Totaal;Onderwijsniveau: 3 hoog;0722 Productieleiders industrie en bouw;2016;13
6005;Totaal;Onderwijsniveau: 3 hoog;0722 Productieleiders industrie en bouw;2017;13
6006;Totaal;Onderwijsniveau: 3 hoog;0723 Procesoperators;2015;2
6007;Totaal;Onderwijsniveau: 3 hoog;0723 Procesoperators;2016;2
6008;Totaal;Onderwijsniveau: 3 hoog;0723 Procesoperators;2017;3
6009;Totaal;Onderwijsniveau: 3 hoog;073 Bouwarbeiders;2015;13
6010;Totaal;Onderwijsniveau: 3 hoog;073 Bouwarbeiders;2016;11
6011;Totaal;Onderwijsniveau: 3 hoog;073 Bouwarbeiders;2017;13
6012;Totaal;Onderwijsniveau: 3 hoog;0731 Bouwarbeiders ruwbouw;2015;5
6013;Totaal;Onderwijsniveau: 3 hoog;0731 Bouwarbeiders ruwbouw;2016;3
6014;Totaal;Onderwijsniveau: 3 hoog;0731 Bouwarbeiders ruwbouw;2017;6
6015;Totaal;Onderwijsniveau: 3 hoog;0732 Timmerlieden;2015;3
6016;Totaal;Onderwijsniveau: 3 hoog;0732 Timmerlieden;2016;2
6017;Totaal;Onderwijsniveau: 3 hoog;0732 Timmerlieden;2017;2
6018;Totaal;Onderwijsniveau: 3 hoog;0733 Bouwarbeiders afbouw;2015;2
6019;Totaal;Onderwijsniveau: 3 hoog;0733 Bouwarbeiders afbouw;2016;1
6020;Totaal;Onderwijsniveau: 3 hoog;0733 Bouwarbeiders afbouw;2017;1
6021;Totaal;Onderwijsniveau: 3 hoog;0734 Loodgieters en pijpfitters;2015;2
6022;Totaal;Onderwijsniveau: 3 hoog;0734 Loodgieters en pijpfitters;2016;2
6023;Totaal;Onderwijsniveau: 3 hoog;0734 Loodgieters en pijpfitters;2017;1
6024;Totaal;Onderwijsniveau: 3 hoog;0735 Schilders en metaalspuiters;2015;2
6025;Totaal;Onderwijsniveau: 3 hoog;0735 Schilders en metaalspuiters;2016;3
6026;Totaal;Onderwijsniveau: 3 hoog;0735 Schilders en metaalspuiters;2017;2
6027;Totaal;Onderwijsniveau: 3 hoog;074 Metaalarbeiders, machinemonteurs;2015;6
