ID;RegioS;Perioden;Beginstand_1;Instroom_2;Uitstroom_3;Eindstand_4
6077;Oirschot;2e halfjaar 2011;30.0;10.0;10.0;40.0
6078;Oirschot;1e halfjaar 2012;40.0;10.0;0.0;40.0
6079;Oirschot;2e halfjaar 2012;40.0;10.0;0.0;50.0
6080;Oisterwijk;1e halfjaar 2005;260.0;30.0;40.0;250.0
6081;Oisterwijk;2e halfjaar 2005;230.0;30.0;30.0;240.0
6082;Oisterwijk;1e halfjaar 2006;220.0;40.0;40.0;230.0
6083;Oisterwijk;2e halfjaar 2006;210.0;60.0;60.0;210.0
6084;Oisterwijk;1e halfjaar 2007;200.0;40.0;40.0;190.0
6085;Oisterwijk;2e halfjaar 2007;180.0;40.0;30.0;200.0
6086;Oisterwijk;1e halfjaar 2008;190.0;40.0;30.0;200.0
6087;Oisterwijk;2e halfjaar 2008;190.0;40.0;30.0;200.0
6088;Oisterwijk;1e halfjaar 2009;150.0;50.0;30.0;170.0
6089;Oisterwijk;2e halfjaar 2009;160.0;30.0;20.0;170.0
6090;Oisterwijk;1e halfjaar 2010;130.0;40.0;20.0;150.0
6091;Oisterwijk;2e halfjaar 2010;150.0;40.0;20.0;170.0
6092;Oisterwijk;1e halfjaar 2011;160.0;50.0;40.0;170.0
6093;Oisterwijk;2e halfjaar 2011;160.0;40.0;20.0;170.0
6094;Oisterwijk;1e halfjaar 2012;170.0;20.0;10.0;180.0
6095;Oisterwijk;2e halfjaar 2012;150.0;40.0;40.0;160.0
6096;Oldambt;1e halfjaar 2005;;;;
6097;Oldambt;2e halfjaar 2005;;;;
6098;Oldambt;1e halfjaar 2006;;;;
6099;Oldambt;2e halfjaar 2006;;;;
6100;Oldambt;1e halfjaar 2007;;;;
6101;Oldambt;2e halfjaar 2007;;;;
6102;Oldambt;1e halfjaar 2008;;;;
6103;Oldambt;2e halfjaar 2008;;;;
6104;Oldambt;1e halfjaar 2009;;;;
6105;Oldambt;2e halfjaar 2009;;;;
6106;Oldambt;1e halfjaar 2010;950.0;410.0;230.0;1120.0
6107;Oldambt;2e halfjaar 2010;1100.0;320.0;210.0;1210.0
6108;Oldambt;1e halfjaar 2011;1210.0;270.0;230.0;1250.0
6109;Oldambt;2e halfjaar 2011;1160.0;300.0;210.0;1250.0
6110;Oldambt;1e halfjaar 2012;1150.0;240.0;210.0;1180.0
6111;Oldambt;2e halfjaar 2012;1180.0;200.0;180.0;1200.0
6112;Oldebroek;1e halfjaar 2005;50.0;20.0;10.0;60.0
6113;Oldebroek;2e halfjaar 2005;70.0;20.0;20.0;60.0
6114;Oldebroek;1e halfjaar 2006;60.0;20.0;10.0;60.0
6115;Oldebroek;2e halfjaar 2006;70.0;10.0;20.0;60.0
6116;Oldebroek;1e halfjaar 2007;60.0;10.0;10.0;60.0
6117;Oldebroek;2e halfjaar 2007;60.0;0.0;10.0;50.0
6118;Oldebroek;1e halfjaar 2008;40.0;10.0;0.0;50.0
6119;Oldebroek;2e halfjaar 2008;50.0;0.0;10.0;40.0
6120;Oldebroek;1e halfjaar 2009;60.0;10.0;20.0;50.0
6121;Oldebroek;2e halfjaar 2009;60.0;20.0;10.0;70.0
6122;Oldebroek;1e halfjaar 2010;70.0;20.0;10.0;80.0
6123;Oldebroek;2e halfjaar 2010;100.0;20.0;10.0;110.0
6124;Oldebroek;1e halfjaar 2011;110.0;10.0;10.0;110.0
6125;Oldebroek;2e halfjaar 2011;120.0;30.0;10.0;130.0
6126;Oldebroek;1e halfjaar 2012;120.0;30.0;20.0;130.0
6127;Oldebroek;2e halfjaar 2012;130.0;30.0;10.0;160.0
6128;Oldenzaal;1e halfjaar 2005;250.0;120.0;70.0;290.0
6129;Oldenzaal;2e halfjaar 2005;360.0;140.0;150.0;350.0
6130;Oldenzaal;1e halfjaar 2006;370.0;100.0;120.0;350.0
6131;Oldenzaal;2e halfjaar 2006;300.0;100.0;90.0;310.0
6132;Oldenzaal;1e halfjaar 2007;330.0;40.0;40.0;340.0
6133;Oldenzaal;2e halfjaar 2007;340.0;30.0;40.0;320.0
6134;Oldenzaal;1e halfjaar 2008;340.0;20.0;20.0;340.0
6135;Oldenzaal;2e halfjaar 2008;350.0;30.0;30.0;350.0
6136;Oldenzaal;1e halfjaar 2009;350.0;70.0;30.0;390.0
6137;Oldenzaal;2e halfjaar 2009;390.0;30.0;30.0;390.0
6138;Oldenzaal;1e halfjaar 2010;320.0;60.0;30.0;340.0
6139;Oldenzaal;2e halfjaar 2010;300.0;50.0;60.0;280.0
6140;Oldenzaal;1e halfjaar 2011;260.0;80.0;60.0;280.0
6141;Oldenzaal;2e halfjaar 2011;250.0;50.0;40.0;260.0
6142;Oldenzaal;1e halfjaar 2012;220.0;60.0;40.0;240.0
6143;Oldenzaal;2e halfjaar 2012;240.0;50.0;40.0;250.0
6144;Olst;1e halfjaar 2005;;;;
6145;Olst;2e halfjaar 2005;;;;
6146;Olst;1e halfjaar 2006;;;;
6147;Olst;2e halfjaar 2006;;;;
6148;Olst;1e halfjaar 2007;;;;
6149;Olst;2e halfjaar 2007;;;;
6150;Olst;1e halfjaar 2008;;;;
6151;Olst;2e halfjaar 2008;;;;
6152;Olst;1e halfjaar 2009;;;;
6153;Olst;2e halfjaar 2009;;;;
6154;Olst;1e halfjaar 2010;;;;
6155;Olst;2e halfjaar 2010;;;;
6156;Olst;1e halfjaar 2011;;;;
6157;Olst;2e halfjaar 2011;;;;
6158;Olst;1e halfjaar 2012;;;;
6159;Olst;2e halfjaar 2012;;;;
6160;Olst-Wijhe;1e halfjaar 2005;50.0;10.0;20.0;40.0
6161;Olst-Wijhe;2e halfjaar 2005;40.0;10.0;10.0;40.0
6162;Olst-Wijhe;1e halfjaar 2006;40.0;30.0;20.0;50.0
6163;Olst-Wijhe;2e halfjaar 2006;50.0;20.0;20.0;60.0
6164;Olst-Wijhe;1e halfjaar 2007;60.0;20.0;30.0;60.0
6165;Olst-Wijhe;2e halfjaar 2007;60.0;30.0;20.0;70.0
6166;Olst-Wijhe;1e halfjaar 2008;80.0;10.0;20.0;70.0
6167;Olst-Wijhe;2e halfjaar 2008;60.0;20.0;30.0;60.0
6168;Olst-Wijhe;1e halfjaar 2009;60.0;20.0;20.0;60.0
6169;Olst-Wijhe;2e halfjaar 2009;70.0;40.0;10.0;90.0
6170;Olst-Wijhe;1e halfjaar 2010;90.0;40.0;20.0;110.0
6171;Olst-Wijhe;2e halfjaar 2010;140.0;30.0;30.0;140.0
6172;Olst-Wijhe;1e halfjaar 2011;140.0;50.0;30.0;160.0
6173;Olst-Wijhe;2e halfjaar 2011;150.0;30.0;20.0;170.0
6174;Olst-Wijhe;1e halfjaar 2012;170.0;40.0;30.0;170.0
6175;Olst-Wijhe;2e halfjaar 2012;170.0;30.0;30.0;180.0
6176;Ommen;1e halfjaar 2005;40.0;10.0;10.0;30.0
6177;Ommen;2e halfjaar 2005;20.0;30.0;20.0;40.0
6178;Ommen;1e halfjaar 2006;30.0;30.0;10.0;60.0
6179;Ommen;2e halfjaar 2006;50.0;30.0;10.0;70.0
6180;Ommen;1e halfjaar 2007;70.0;40.0;20.0;90.0
6181;Ommen;2e halfjaar 2007;90.0;10.0;10.0;100.0
6182;Ommen;1e halfjaar 2008;100.0;10.0;10.0;100.0
6183;Ommen;2e halfjaar 2008;100.0;20.0;20.0;110.0
6184;Ommen;1e halfjaar 2009;100.0;20.0;10.0;110.0
6185;Ommen;2e halfjaar 2009;110.0;20.0;10.0;110.0
6186;Ommen;1e halfjaar 2010;110.0;20.0;10.0;130.0
6187;Ommen;2e halfjaar 2010;90.0;10.0;10.0;80.0
6188;Ommen;1e halfjaar 2011;80.0;10.0;10.0;80.0
6189;Ommen;2e halfjaar 2011;80.0;10.0;10.0;80.0
6190;Ommen;1e halfjaar 2012;80.0;10.0;10.0;80.0
6191;Ommen;2e halfjaar 2012;70.0;20.0;10.0;80.0
6192;Onderbanken;1e halfjaar 2005;20.0;20.0;0.0;30.0
6193;Onderbanken;2e halfjaar 2005;40.0;10.0;0.0;50.0
6194;Onderbanken;1e halfjaar 2006;60.0;10.0;0.0;70.0
6195;Onderbanken;2e halfjaar 2006;70.0;10.0;0.0;70.0
6196;Onderbanken;1e halfjaar 2007;;;;
6197;Onderbanken;2e halfjaar 2007;20.0;30.0;0.0;60.0
6198;Onderbanken;1e halfjaar 2008;60.0;30.0;0.0;80.0
6199;Onderbanken;2e halfjaar 2008;90.0;40.0;10.0;120.0
6200;Onderbanken;1e halfjaar 2009;120.0;30.0;10.0;130.0
6201;Onderbanken;2e halfjaar 2009;70.0;40.0;30.0;80.0
6202;Onderbanken;1e halfjaar 2010;60.0;30.0;20.0;80.0
6203;Onderbanken;2e halfjaar 2010;80.0;40.0;20.0;100.0
6204;Onderbanken;1e halfjaar 2011;70.0;40.0;30.0;80.0
6205;Onderbanken;2e halfjaar 2011;80.0;40.0;40.0;70.0
6206;Onderbanken;1e halfjaar 2012;60.0;30.0;40.0;50.0
6207;Onderbanken;2e halfjaar 2012;50.0;30.0;20.0;60.0
6208;Oost Gelre;1e halfjaar 2005;;;;
6209;Oost Gelre;2e halfjaar 2005;;;;
6210;Oost Gelre;1e halfjaar 2006;;;;
6211;Oost Gelre;2e halfjaar 2006;;;;
6212;Oost Gelre;1e halfjaar 2007;140.0;20.0;0.0;160.0
6213;Oost Gelre;2e halfjaar 2007;170.0;20.0;10.0;180.0
6214;Oost Gelre;1e halfjaar 2008;180.0;20.0;0.0;200.0
6215;Oost Gelre;2e halfjaar 2008;200.0;20.0;0.0;220.0
6216;Oost Gelre;1e halfjaar 2009;210.0;40.0;0.0;250.0
6217;Oost Gelre;2e halfjaar 2009;250.0;20.0;10.0;260.0
6218;Oost Gelre;1e halfjaar 2010;90.0;100.0;20.0;170.0
6219;Oost Gelre;2e halfjaar 2010;170.0;70.0;10.0;230.0
6220;Oost Gelre;1e halfjaar 2011;230.0;60.0;20.0;270.0
6221;Oost Gelre;2e halfjaar 2011;270.0;30.0;20.0;280.0
6222;Oost Gelre;1e halfjaar 2012;280.0;30.0;10.0;290.0
6223;Oost Gelre;2e halfjaar 2012;240.0;40.0;30.0;250.0
6224;Oostburg;1e halfjaar 2005;;;;
6225;Oostburg;2e halfjaar 2005;;;;
6226;Oostburg;1e halfjaar 2006;;;;
6227;Oostburg;2e halfjaar 2006;;;;
6228;Oostburg;1e halfjaar 2007;;;;
6229;Oostburg;2e halfjaar 2007;;;;
6230;Oostburg;1e halfjaar 2008;;;;
6231;Oostburg;2e halfjaar 2008;;;;
6232;Oostburg;1e halfjaar 2009;;;;
6233;Oostburg;2e halfjaar 2009;;;;
6234;Oostburg;1e halfjaar 2010;;;;
6235;Oostburg;2e halfjaar 2010;;;;
6236;Oostburg;1e halfjaar 2011;;;;
6237;Oostburg;2e halfjaar 2011;;;;
6238;Oostburg;1e halfjaar 2012;;;;
6239;Oostburg;2e halfjaar 2012;;;;
6240;Oosterhout;1e halfjaar 2005;370.0;120.0;100.0;390.0
6241;Oosterhout;2e halfjaar 2005;300.0;150.0;100.0;350.0
6242;Oosterhout;1e halfjaar 2006;410.0;120.0;70.0;460.0
6243;Oosterhout;2e halfjaar 2006;480.0;250.0;110.0;620.0
6244;Oosterhout;1e halfjaar 2007;540.0;170.0;110.0;600.0
6245;Oosterhout;2e halfjaar 2007;600.0;110.0;80.0;630.0
6246;Oosterhout;1e halfjaar 2008;590.0;120.0;60.0;650.0
6247;Oosterhout;2e halfjaar 2008;630.0;280.0;40.0;880.0
6248;Oosterhout;1e halfjaar 2009;860.0;180.0;120.0;930.0
6249;Oosterhout;2e halfjaar 2009;910.0;220.0;70.0;1050.0
6250;Oosterhout;1e halfjaar 2010;320.0;160.0;80.0;400.0
6251;Oosterhout;2e halfjaar 2010;560.0;170.0;200.0;530.0
6252;Oosterhout;1e halfjaar 2011;380.0;120.0;170.0;330.0
6253;Oosterhout;2e halfjaar 2011;320.0;100.0;70.0;350.0
6254;Oosterhout;1e halfjaar 2012;350.0;40.0;50.0;340.0
6255;Oosterhout;2e halfjaar 2012;340.0;80.0;40.0;380.0
6256;Oostflakkee;1e halfjaar 2005;20.0;10.0;0.0;30.0
6257;Oostflakkee;2e halfjaar 2005;30.0;0.0;10.0;20.0
6258;Oostflakkee;1e halfjaar 2006;20.0;10.0;0.0;20.0
6259;Oostflakkee;2e halfjaar 2006;20.0;0.0;0.0;20.0
6260;Oostflakkee;1e halfjaar 2007;20.0;0.0;0.0;20.0
6261;Oostflakkee;2e halfjaar 2007;30.0;10.0;0.0;30.0
6262;Oostflakkee;1e halfjaar 2008;30.0;0.0;0.0;30.0
6263;Oostflakkee;2e halfjaar 2008;30.0;0.0;10.0;20.0
6264;Oostflakkee;1e halfjaar 2009;20.0;0.0;0.0;20.0
6265;Oostflakkee;2e halfjaar 2009;20.0;0.0;0.0;20.0
6266;Oostflakkee;1e halfjaar 2010;20.0;10.0;0.0;30.0
6267;Oostflakkee;2e halfjaar 2010;30.0;0.0;0.0;30.0
6268;Oostflakkee;1e halfjaar 2011;30.0;0.0;0.0;30.0
6269;Oostflakkee;2e halfjaar 2011;30.0;10.0;10.0;30.0
6270;Oostflakkee;1e halfjaar 2012;20.0;10.0;0.0;30.0
6271;Oostflakkee;2e halfjaar 2012;30.0;0.0;0.0;30.0
6272;Ooststellingwerf;1e halfjaar 2005;130.0;40.0;20.0;140.0
6273;Ooststellingwerf;2e halfjaar 2005;170.0;50.0;20.0;190.0
6274;Ooststellingwerf;1e halfjaar 2006;240.0;70.0;50.0;260.0
6275;Ooststellingwerf;2e halfjaar 2006;250.0;60.0;40.0;280.0
6276;Ooststellingwerf;1e halfjaar 2007;250.0;40.0;20.0;270.0
6277;Ooststellingwerf;2e halfjaar 2007;240.0;30.0;40.0;220.0
6278;Ooststellingwerf;1e halfjaar 2008;160.0;130.0;20.0;270.0
6279;Ooststellingwerf;2e halfjaar 2008;270.0;50.0;60.0;270.0
6280;Ooststellingwerf;1e halfjaar 2009;180.0;40.0;0.0;210.0
6281;Ooststellingwerf;2e halfjaar 2009;210.0;30.0;20.0;220.0
6282;Ooststellingwerf;1e halfjaar 2010;210.0;70.0;50.0;230.0
6283;Ooststellingwerf;2e halfjaar 2010;250.0;70.0;40.0;270.0
6284;Ooststellingwerf;1e halfjaar 2011;270.0;40.0;50.0;260.0
6285;Ooststellingwerf;2e halfjaar 2011;260.0;40.0;50.0;240.0
6286;Ooststellingwerf;1e halfjaar 2012;240.0;30.0;30.0;240.0
6287;Ooststellingwerf;2e halfjaar 2012;230.0;30.0;30.0;220.0
6288;Oostzaan;1e halfjaar 2005;20.0;0.0;10.0;20.0
6289;Oostzaan;2e halfjaar 2005;20.0;0.0;0.0;20.0
6290;Oostzaan;1e halfjaar 2006;30.0;0.0;0.0;20.0
6291;Oostzaan;2e halfjaar 2006;50.0;10.0;10.0;50.0
6292;Oostzaan;1e halfjaar 2007;50.0;10.0;20.0;40.0
6293;Oostzaan;2e halfjaar 2007;50.0;0.0;10.0;40.0
6294;Oostzaan;1e halfjaar 2008;40.0;10.0;10.0;40.0
6295;Oostzaan;2e halfjaar 2008;40.0;10.0;10.0;40.0
6296;Oostzaan;1e halfjaar 2009;40.0;10.0;0.0;50.0
6297;Oostzaan;2e halfjaar 2009;40.0;10.0;10.0;40.0
6298;Oostzaan;1e halfjaar 2010;30.0;10.0;0.0;40.0
6299;Oostzaan;2e halfjaar 2010;40.0;10.0;10.0;40.0
6300;Oostzaan;1e halfjaar 2011;40.0;0.0;10.0;30.0
6301;Oostzaan;2e halfjaar 2011;30.0;0.0;0.0;30.0
6302;Oostzaan;1e halfjaar 2012;30.0;10.0;0.0;30.0
6303;Oostzaan;2e halfjaar 2012;30.0;10.0;20.0;20.0
6304;Ootmarsum;1e halfjaar 2005;;;;
6305;Ootmarsum;2e halfjaar 2005;;;;
6306;Ootmarsum;1e halfjaar 2006;;;;
6307;Ootmarsum;2e halfjaar 2006;;;;
6308;Ootmarsum;1e halfjaar 2007;;;;
6309;Ootmarsum;2e halfjaar 2007;;;;
6310;Ootmarsum;1e halfjaar 2008;;;;
6311;Ootmarsum;2e halfjaar 2008;;;;
6312;Ootmarsum;1e halfjaar 2009;;;;
6313;Ootmarsum;2e halfjaar 2009;;;;
6314;Ootmarsum;1e halfjaar 2010;;;;
6315;Ootmarsum;2e halfjaar 2010;;;;
6316;Ootmarsum;1e halfjaar 2011;;;;
6317;Ootmarsum;2e halfjaar 2011;;;;
6318;Ootmarsum;1e halfjaar 2012;;;;
6319;Ootmarsum;2e halfjaar 2012;;;;
6320;Opmeer;1e halfjaar 2005;20.0;10.0;0.0;30.0
6321;Opmeer;2e halfjaar 2005;20.0;10.0;0.0;30.0
6322;Opmeer;1e halfjaar 2006;30.0;10.0;0.0;30.0
6323;Opmeer;2e halfjaar 2006;20.0;10.0;10.0;20.0
6324;Opmeer;1e halfjaar 2007;20.0;10.0;10.0;20.0
6325;Opmeer;2e halfjaar 2007;20.0;10.0;10.0;20.0
6326;Opmeer;1e halfjaar 2008;20.0;10.0;0.0;20.0
6327;Opmeer;2e halfjaar 2008;20.0;10.0;10.0;20.0
6328;Opmeer;1e halfjaar 2009;20.0;20.0;0.0;40.0
6329;Opmeer;2e halfjaar 2009;30.0;10.0;10.0;30.0
6330;Opmeer;1e halfjaar 2010;30.0;10.0;10.0;40.0
6331;Opmeer;2e halfjaar 2010;30.0;10.0;10.0;30.0
6332;Opmeer;1e halfjaar 2011;30.0;10.0;10.0;40.0
6333;Opmeer;2e halfjaar 2011;40.0;10.0;20.0;20.0
6334;Opmeer;1e halfjaar 2012;20.0;0.0;0.0;20.0
6335;Opmeer;2e halfjaar 2012;20.0;10.0;0.0;20.0
6336;Opsterland;1e halfjaar 2005;210.0;50.0;60.0;200.0
6337;Opsterland;2e halfjaar 2005;220.0;40.0;60.0;200.0
6338;Opsterland;1e halfjaar 2006;190.0;50.0;50.0;190.0
6339;Opsterland;2e halfjaar 2006;180.0;50.0;50.0;180.0
6340;Opsterland;1e halfjaar 2007;160.0;40.0;40.0;160.0
6341;Opsterland;2e halfjaar 2007;150.0;50.0;40.0;160.0
6342;Opsterland;1e halfjaar 2008;150.0;30.0;40.0;150.0
6343;Opsterland;2e halfjaar 2008;140.0;10.0;60.0;90.0
6344;Opsterland;1e halfjaar 2009;;;;
6345;Opsterland;2e halfjaar 2009;;;;
6346;Opsterland;1e halfjaar 2010;0.0;390.0;80.0;320.0
6347;Opsterland;2e halfjaar 2010;350.0;100.0;40.0;420.0
6348;Opsterland;1e halfjaar 2011;420.0;50.0;40.0;430.0
6349;Opsterland;2e halfjaar 2011;470.0;70.0;60.0;480.0
6350;Opsterland;1e halfjaar 2012;480.0;60.0;50.0;490.0
6351;Opsterland;2e halfjaar 2012;490.0;30.0;40.0;490.0
6352;Oss;1e halfjaar 2005;1140.0;130.0;100.0;1170.0
6353;Oss;2e halfjaar 2005;1130.0;160.0;90.0;1200.0
6354;Oss;1e halfjaar 2006;1210.0;150.0;70.0;1290.0
6355;Oss;2e halfjaar 2006;1280.0;100.0;100.0;1280.0
6356;Oss;1e halfjaar 2007;1100.0;110.0;150.0;1060.0
6357;Oss;2e halfjaar 2007;660.0;60.0;80.0;630.0
6358;Oss;1e halfjaar 2008;660.0;110.0;40.0;720.0
6359;Oss;2e halfjaar 2008;860.0;130.0;140.0;850.0
6360;Oss;1e halfjaar 2009;830.0;140.0;70.0;900.0
6361;Oss;2e halfjaar 2009;870.0;120.0;180.0;820.0
6362;Oss;1e halfjaar 2010;830.0;200.0;150.0;880.0
6363;Oss;2e halfjaar 2010;880.0;320.0;180.0;1020.0
6364;Oss;1e halfjaar 2011;1050.0;340.0;210.0;1170.0
6365;Oss;2e halfjaar 2011;1110.0;220.0;350.0;980.0
6366;Oss;1e halfjaar 2012;970.0;150.0;410.0;720.0
6367;Oss;2e halfjaar 2012;690.0;180.0;190.0;670.0
6368;Oud-Beijerland;1e halfjaar 2005;20.0;20.0;20.0;20.0
6369;Oud-Beijerland;2e halfjaar 2005;30.0;40.0;30.0;40.0
6370;Oud-Beijerland;1e halfjaar 2006;30.0;50.0;50.0;30.0
6371;Oud-Beijerland;2e halfjaar 2006;30.0;90.0;70.0;50.0
6372;Oud-Beijerland;1e halfjaar 2007;50.0;60.0;60.0;60.0
6373;Oud-Beijerland;2e halfjaar 2007;50.0;50.0;50.0;40.0
6374;Oud-Beijerland;1e halfjaar 2008;40.0;50.0;60.0;40.0
6375;Oud-Beijerland;2e halfjaar 2008;40.0;50.0;20.0;80.0
6376;Oud-Beijerland;1e halfjaar 2009;90.0;60.0;10.0;140.0
6377;Oud-Beijerland;2e halfjaar 2009;110.0;40.0;20.0;130.0
6378;Oud-Beijerland;1e halfjaar 2010;120.0;30.0;0.0;150.0
6379;Oud-Beijerland;2e halfjaar 2010;150.0;10.0;0.0;160.0
6380;Oud-Beijerland;1e halfjaar 2011;140.0;10.0;0.0;150.0
6381;Oud-Beijerland;2e halfjaar 2011;130.0;0.0;0.0;130.0
6382;Oud-Beijerland;1e halfjaar 2012;120.0;0.0;0.0;120.0
6383;Oud-Beijerland;2e halfjaar 2012;100.0;10.0;0.0;110.0
6384;Ouder-Amstel;1e halfjaar 2005;20.0;10.0;0.0;30.0
6385;Ouder-Amstel;2e halfjaar 2005;30.0;10.0;0.0;40.0
6386;Ouder-Amstel;1e halfjaar 2006;40.0;10.0;0.0;40.0
6387;Ouder-Amstel;2e halfjaar 2006;40.0;10.0;10.0;30.0
6388;Ouder-Amstel;1e halfjaar 2007;30.0;0.0;10.0;30.0
6389;Ouder-Amstel;2e halfjaar 2007;30.0;10.0;0.0;30.0
6390;Ouder-Amstel;1e halfjaar 2008;30.0;10.0;0.0;40.0
6391;Ouder-Amstel;2e halfjaar 2008;40.0;0.0;0.0;40.0
6392;Ouder-Amstel;1e halfjaar 2009;40.0;10.0;0.0;40.0
6393;Ouder-Amstel;2e halfjaar 2009;40.0;10.0;0.0;50.0
6394;Ouder-Amstel;1e halfjaar 2010;40.0;10.0;10.0;40.0
6395;Ouder-Amstel;2e halfjaar 2010;40.0;10.0;10.0;40.0
6396;Ouder-Amstel;1e halfjaar 2011;40.0;30.0;0.0;60.0
6397;Ouder-Amstel;2e halfjaar 2011;60.0;10.0;0.0;60.0
6398;Ouder-Amstel;1e halfjaar 2012;60.0;20.0;10.0;60.0
6399;Ouder-Amstel;2e halfjaar 2012;60.0;10.0;10.0;60.0
6400;Oude IJsselstreek;1e halfjaar 2005;180.0;60.0;40.0;200.0
6401;Oude IJsselstreek;2e halfjaar 2005;270.0;50.0;40.0;280.0
6402;Oude IJsselstreek;1e halfjaar 2006;310.0;60.0;30.0;330.0
6403;Oude IJsselstreek;2e halfjaar 2006;330.0;30.0;20.0;340.0
6404;Oude IJsselstreek;1e halfjaar 2007;330.0;40.0;50.0;320.0
6405;Oude IJsselstreek;2e halfjaar 2007;220.0;50.0;40.0;230.0
6406;Oude IJsselstreek;1e halfjaar 2008;230.0;60.0;70.0;220.0
6407;Oude IJsselstreek;2e halfjaar 2008;220.0;90.0;50.0;270.0
6408;Oude IJsselstreek;1e halfjaar 2009;250.0;90.0;80.0;260.0
6409;Oude IJsselstreek;2e halfjaar 2009;260.0;90.0;70.0;280.0
6410;Oude IJsselstreek;1e halfjaar 2010;260.0;140.0;110.0;290.0
6411;Oude IJsselstreek;2e halfjaar 2010;290.0;160.0;100.0;360.0
6412;Oude IJsselstreek;1e halfjaar 2011;320.0;110.0;150.0;280.0
6413;Oude IJsselstreek;2e halfjaar 2011;280.0;110.0;120.0;270.0
6414;Oude IJsselstreek;1e halfjaar 2012;270.0;110.0;120.0;260.0
6415;Oude IJsselstreek;2e halfjaar 2012;260.0;140.0;110.0;290.0
6416;Ouderkerk;1e halfjaar 2005;;;;
6417;Ouderkerk;2e halfjaar 2005;;;;
6418;Ouderkerk;1e halfjaar 2006;;;;
6419;Ouderkerk;2e halfjaar 2006;;;;
6420;Ouderkerk;1e halfjaar 2007;;;;
6421;Ouderkerk;2e halfjaar 2007;;;;
6422;Ouderkerk;1e halfjaar 2008;;;;
6423;Ouderkerk;2e halfjaar 2008;0.0;10.0;0.0;10.0
6424;Ouderkerk;1e halfjaar 2009;0.0;10.0;0.0;10.0
6425;Ouderkerk;2e halfjaar 2009;10.0;0.0;0.0;10.0
6426;Ouderkerk;1e halfjaar 2010;10.0;0.0;0.0;20.0
6427;Ouderkerk;2e halfjaar 2010;20.0;10.0;0.0;20.0
6428;Ouderkerk;1e halfjaar 2011;20.0;0.0;0.0;30.0
6429;Ouderkerk;2e halfjaar 2011;30.0;10.0;0.0;30.0
6430;Ouderkerk;1e halfjaar 2012;30.0;0.0;0.0;30.0
6431;Ouderkerk;2e halfjaar 2012;30.0;0.0;0.0;30.0
6432;Oudewater;1e halfjaar 2005;10.0;0.0;0.0;10.0
6433;Oudewater;2e halfjaar 2005;0.0;0.0;0.0;0.0
6434;Oudewater;1e halfjaar 2006;;;;
6435;Oudewater;2e halfjaar 2006;0.0;10.0;0.0;10.0
6436;Oudewater;1e halfjaar 2007;10.0;0.0;0.0;10.0
6437;Oudewater;2e halfjaar 2007;10.0;0.0;0.0;10.0
6438;Oudewater;1e halfjaar 2008;0.0;0.0;0.0;0.0
6439;Oudewater;2e halfjaar 2008;0.0;10.0;0.0;10.0
6440;Oudewater;1e halfjaar 2009;10.0;0.0;0.0;10.0
6441;Oudewater;2e halfjaar 2009;10.0;10.0;0.0;10.0
6442;Oudewater;1e halfjaar 2010;10.0;10.0;0.0;20.0
6443;Oudewater;2e halfjaar 2010;20.0;20.0;0.0;30.0
6444;Oudewater;1e halfjaar 2011;30.0;10.0;10.0;30.0
6445;Oudewater;2e halfjaar 2011;20.0;20.0;0.0;40.0
6446;Oudewater;1e halfjaar 2012;50.0;20.0;10.0;50.0
6447;Oudewater;2e halfjaar 2012;50.0;20.0;20.0;40.0
6448;Overbetuwe;1e halfjaar 2005;120.0;60.0;20.0;170.0
6449;Overbetuwe;2e halfjaar 2005;160.0;50.0;30.0;180.0
6450;Overbetuwe;1e halfjaar 2006;160.0;20.0;10.0;170.0
6451;Overbetuwe;2e halfjaar 2006;180.0;60.0;30.0;220.0
6452;Overbetuwe;1e halfjaar 2007;190.0;30.0;10.0;210.0
6453;Overbetuwe;2e halfjaar 2007;180.0;50.0;20.0;210.0
6454;Overbetuwe;1e halfjaar 2008;210.0;50.0;30.0;230.0
6455;Overbetuwe;2e halfjaar 2008;230.0;20.0;20.0;240.0
6456;Overbetuwe;1e halfjaar 2009;230.0;50.0;30.0;250.0
6457;Overbetuwe;2e halfjaar 2009;250.0;140.0;60.0;330.0
6458;Overbetuwe;1e halfjaar 2010;210.0;170.0;140.0;230.0
6459;Overbetuwe;2e halfjaar 2010;300.0;130.0;120.0;310.0
6460;Overbetuwe;1e halfjaar 2011;240.0;140.0;70.0;310.0
6461;Overbetuwe;2e halfjaar 2011;300.0;110.0;110.0;300.0
6462;Overbetuwe;1e halfjaar 2012;290.0;90.0;60.0;320.0
6463;Overbetuwe;2e halfjaar 2012;310.0;140.0;120.0;320.0
6464;Papendrecht;1e halfjaar 2005;110.0;60.0;0.0;170.0
6465;Papendrecht;2e halfjaar 2005;190.0;150.0;10.0;340.0
6466;Papendrecht;1e halfjaar 2006;220.0;60.0;80.0;210.0
6467;Papendrecht;2e halfjaar 2006;140.0;70.0;80.0;130.0
6468;Papendrecht;1e halfjaar 2007;120.0;60.0;30.0;150.0
6469;Papendrecht;2e halfjaar 2007;140.0;80.0;40.0;180.0
6470;Papendrecht;1e halfjaar 2008;160.0;90.0;60.0;190.0
6471;Papendrecht;2e halfjaar 2008;180.0;120.0;60.0;230.0
