ID;Onderwijssoort;LevensbeschouwelijkeGrondslag;Schoolgrootte;Perioden;Onderwijsinstellingen_1;LeerlingenStudenten_2
296;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2006/'07;0;0
297;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2007/'08;0;0
298;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2008/'09;0;0
299;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2009/'10;0;0
300;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2010/'11;0;0
301;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2011/'12;0;0
302;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2012/'13;0;0
303;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2013/'14;0;0
304;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2014/'15;0;0
305;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2015/'16;0;0
306;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2016/'17;0;0
307;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2017/'18;0;0
308;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2018/'19;0;0
309;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2019/'20;0;0
310;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2020/'21;0;0
311;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2021/'22;0;0
312;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2022/'23;0;0
313;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2023/'24;0;0
314;Totaal primair onderwijs;Totaal;Meer dan 10 000 leerlingen/studenten;2024/'25;0;0
315;Totaal primair onderwijs;Openbare scholen;Totaal;1990/'91;3195;474953
316;Totaal primair onderwijs;Openbare scholen;Totaal;1991/'92;3195;464585
317;Totaal primair onderwijs;Openbare scholen;Totaal;1992/'93;3144;468208
318;Totaal primair onderwijs;Openbare scholen;Totaal;1993/'94;3050;473824
319;Totaal primair onderwijs;Openbare scholen;Totaal;1994/'95;2914;483197
320;Totaal primair onderwijs;Openbare scholen;Totaal;1995/'96;2713;493093
321;Totaal primair onderwijs;Openbare scholen;Totaal;1996/'97;2684;502008
322;Totaal primair onderwijs;Openbare scholen;Totaal;1997/'98;2570;507547
323;Totaal primair onderwijs;Openbare scholen;Totaal;1998/'99;2552;511143
324;Totaal primair onderwijs;Openbare scholen;Totaal;1999/'00;2537;513939
325;Totaal primair onderwijs;Openbare scholen;Totaal;2000/'01;2513;515181
326;Totaal primair onderwijs;Openbare scholen;Totaal;2001/'02;2504;516012
327;Totaal primair onderwijs;Openbare scholen;Totaal;2002/'03;2499;512327
328;Totaal primair onderwijs;Openbare scholen;Totaal;2003/'04;2490;508057
329;Totaal primair onderwijs;Openbare scholen;Totaal;2004/'05;2483;504731
330;Totaal primair onderwijs;Openbare scholen;Totaal;2005/'06;2470;501787
331;Totaal primair onderwijs;Openbare scholen;Totaal;2006/'07;2454;499151
332;Totaal primair onderwijs;Openbare scholen;Totaal;2007/'08;2438;499135
333;Totaal primair onderwijs;Openbare scholen;Totaal;2008/'09;2425;497981
334;Totaal primair onderwijs;Openbare scholen;Totaal;2009/'10;2416;496936
335;Totaal primair onderwijs;Openbare scholen;Totaal;2010/'11;2403;492896
336;Totaal primair onderwijs;Openbare scholen;Totaal;2011/'12;2380;488150
337;Totaal primair onderwijs;Openbare scholen;Totaal;2012/'13;2354;480307
338;Totaal primair onderwijs;Openbare scholen;Totaal;2013/'14;2310;470886
339;Totaal primair onderwijs;Openbare scholen;Totaal;2014/'15;2262;463096
340;Totaal primair onderwijs;Openbare scholen;Totaal;2015/'16;2205;457524
341;Totaal primair onderwijs;Openbare scholen;Totaal;2016/'17;2161;450889
342;Totaal primair onderwijs;Openbare scholen;Totaal;2017/'18;2124;445281
343;Totaal primair onderwijs;Openbare scholen;Totaal;2018/'19;2103;443112
344;Totaal primair onderwijs;Openbare scholen;Totaal;2019/'20;2080;440530
345;Totaal primair onderwijs;Openbare scholen;Totaal;2020/'21;2049;436145
346;Totaal primair onderwijs;Openbare scholen;Totaal;2021/'22;2026;430885
347;Totaal primair onderwijs;Openbare scholen;Totaal;2022/'23;2014;432378
348;Totaal primair onderwijs;Openbare scholen;Totaal;2023/'24;2001;428856
349;Totaal primair onderwijs;Openbare scholen;Totaal;2024/'25;1990;424889
350;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1990/'91;1095;70594
351;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1991/'92;1148;74271
352;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1992/'93;1086;70715
353;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1993/'94;1012;65684
354;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1994/'95;898;58736
355;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1995/'96;761;49863
356;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1996/'97;732;47905
357;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1997/'98;648;42747
358;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1998/'99;619;40769
359;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;1999/'00;616;40314
360;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2000/'01;593;39741
361;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2001/'02;580;39291
362;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2002/'03;574;38665
363;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2003/'04;580;39518
364;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2004/'05;575;38916
365;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2005/'06;579;39745
366;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2006/'07;584;40650
367;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2007/'08;565;38607
368;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2008/'09;574;39054
369;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2009/'10;588;39665
370;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2010/'11;604;40224
371;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2011/'12;590;39022
372;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2012/'13;595;38584
373;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2013/'14;579;37586
374;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2014/'15;566;36798
375;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2015/'16;539;36036
376;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2016/'17;522;34995
377;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2017/'18;493;32806
378;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2018/'19;478;32018
379;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2019/'20;482;32695
380;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2020/'21;471;31647
381;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2021/'22;450;30462
382;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2022/'23;445;30089
383;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2023/'24;437;29667
384;Totaal primair onderwijs;Openbare scholen;<= 100 leerlingen/studenten;2024/'25;439;29959
385;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1990/'91;1339;194779
386;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1991/'92;1322;191493
387;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1992/'93;1309;190297
388;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1993/'94;1221;178664
389;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1994/'95;1096;161158
390;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1995/'96;921;136074
391;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1996/'97;877;128937
392;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1997/'98;805;118297
393;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1998/'99;812;120421
394;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;1999/'00;802;120092
395;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2000/'01;810;122782
396;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2001/'02;800;120409
397;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2002/'03;821;123265
398;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2003/'04;836;125449
399;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2004/'05;861;128957
400;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2005/'06;856;128168
401;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2006/'07;842;126271
402;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2007/'08;841;125841
403;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2008/'09;817;121520
404;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2009/'10;808;120133
405;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2010/'11;786;116236
406;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2011/'12;792;116395
407;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2012/'13;773;113297
408;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2013/'14;760;110840
409;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2014/'15;748;109609
410;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2015/'16;721;105278
411;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2016/'17;716;105536
412;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2017/'18;721;106092
413;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2018/'19;722;106300
414;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2019/'20;708;105556
415;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2020/'21;686;102132
416;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2021/'22;687;101410
417;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2022/'23;664;98213
418;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2023/'24;665;99221
419;Totaal primair onderwijs;Openbare scholen;101 - 200 leerlingen/studenten;2024/'25;649;96381
420;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1990/'91;751;204010
421;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1991/'92;716;193741
422;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1992/'93;737;200372
423;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1993/'94;803;221454
424;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1994/'95;901;252175
425;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1995/'96;992;284620
426;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1996/'97;1031;299345
427;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1997/'98;1057;310666
428;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1998/'99;1062;314192
429;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;1999/'00;1059;316264
430;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2000/'01;1047;313590
431;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2001/'02;1057;315294
432;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2002/'03;1038;309830
433;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2003/'04;1008;303025
434;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2004/'05;980;296042
435;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2005/'06;964;290978
436;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2006/'07;952;286424
437;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2007/'08;958;289511
438;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2008/'09;954;288752
439;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2009/'10;935;285436
440;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2010/'11;932;286155
441;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2011/'12;907;276706
442;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2012/'13;896;272183
443;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2013/'14;886;268840
444;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2014/'15;857;259319
445;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2015/'16;850;256062
446;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2016/'17;826;248682
447;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2017/'18;814;245185
448;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2018/'19;802;240686
449;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2019/'20;789;238178
450;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2020/'21;790;237543
451;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2021/'22;790;236425
452;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2022/'23;804;240321
453;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2023/'24;810;243199
454;Totaal primair onderwijs;Openbare scholen;201 - 500 leerlingen/studenten;2024/'25;817;244740
455;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1990/'91;10;5570
456;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1991/'92;9;5080
457;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1992/'93;12;6824
458;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1993/'94;14;8022
459;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1994/'95;19;11128
460;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1995/'96;39;22536
461;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1996/'97;44;25821
462;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1997/'98;60;35837
463;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1998/'99;58;34726
464;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;1999/'00;59;36147
465;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2000/'01;61;36875
466;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2001/'02;65;38783
467;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2002/'03;64;38302
468;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2003/'04;65;38846
469;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2004/'05;66;39606
470;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2005/'06;70;41743
471;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2006/'07;75;44720
472;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2007/'08;73;44146
473;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2008/'09;80;48655
474;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2009/'10;85;51702
475;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2010/'11;81;50281
476;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2011/'12;91;56027
477;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2012/'13;90;56243
478;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2013/'14;84;52606
479;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2014/'15;90;56354
480;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2015/'16;94;59101
481;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2016/'17;95;59530
482;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2017/'18;94;58950
483;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2018/'19;99;61806
484;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2019/'20;99;61690
485;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2020/'21;100;62404
486;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2021/'22;97;60131
487;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2022/'23;99;61198
488;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2023/'24;87;54136
489;Totaal primair onderwijs;Openbare scholen;501 - 1 000 leerlingen/studenten;2024/'25;84;52667
490;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1990/'91;0;0
491;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1991/'92;0;0
492;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1992/'93;0;0
493;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1993/'94;0;0
494;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1994/'95;0;0
495;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1995/'96;0;0
496;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1996/'97;0;0
497;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1997/'98;0;0
498;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1998/'99;1;1035
499;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;1999/'00;1;1122
500;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2000/'01;2;2193
501;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2001/'02;2;2235
502;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2002/'03;2;2265
503;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2003/'04;1;1219
504;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2004/'05;1;1210
505;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2005/'06;1;1153
506;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2006/'07;1;1086
507;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2007/'08;1;1030
508;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2008/'09;0;0
509;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2009/'10;0;0
510;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2010/'11;0;0
511;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2011/'12;0;0
512;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2012/'13;0;0
513;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2013/'14;1;1014
514;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2014/'15;1;1016
515;Totaal primair onderwijs;Openbare scholen;1 001 - 2 000 leerlingen/studenten;2015/'16;1;1047
