ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
9760;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2004;83.0;82.6;1717.0;0.0;1717.0;142.0;0.0;142.0;;2.2;;
9761;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2005, 1e kwartaal;75.0;75.1;422.0;0.0;422.0;32.0;0.0;32.0;;0.4;;
9762;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2005, 2e kwartaal;75.0;75.4;422.0;0.0;422.0;32.0;0.0;32.0;;0.6;;
9763;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2005, 3e kwartaal;74.0;74.4;442.0;0.0;442.0;33.0;0.0;33.0;;0.5;;
9764;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2005, 4e kwartaal;75.0;74.6;429.0;0.0;429.0;32.0;0.0;32.0;;0.5;;
9765;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2005;75.0;74.9;1715.0;0.0;1716.0;128.0;0.0;128.0;;2.1;;
9766;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2006, 1e kwartaal;73.0;72.8;;;437.0;;;32.0;;;;
9767;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2006, 2e kwartaal;73.0;73.3;;;417.0;;;31.0;;;;
9768;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2006, 3e kwartaal;71.0;71.3;;;437.0;;;31.0;;;;
9769;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2006, 4e kwartaal;75.0;75.0;;;424.0;;;32.0;;;;
9770;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2006;73.0;73.1;;;1715.0;;;125.0;;;;
9771;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2007, 1e kwartaal;71.0;71.4;;;432.0;;;31.0;;;;
9772;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2007, 2e kwartaal;72.0;71.9;;;420.0;;;30.0;;;;
9773;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2007, 3e kwartaal;71.0;70.6;;;441.0;;;31.0;;;;
9774;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2007, 4e kwartaal;74.0;74.0;;;425.0;;;31.0;;;;
9775;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2007;72.0;72.0;;;1718.0;;;124.0;;;;
9776;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2008, 1e kwartaal*;70.0;69.7;;;428.0;;;30.0;;;;
9777;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2008, 2e kwartaal*;71.0;71.3;;;426.0;;;30.0;;;;
9778;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2008, 3e kwartaal*;70.0;70.4;;;439.0;;;31.0;;;;
9779;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2008, 4e kwartaal*;73.0;72.8;;;425.0;;;31.0;;;;
9780;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2008*;71.0;71.0;;;1717.0;;;122.0;;;;
9781;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2009, 1e kwartaal*;71.0;71.3;;;428.0;;;31.0;;;;
9782;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2009, 2e kwartaal*;73.0;72.8;;;419.0;;;31.0;;;;
9783;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2009, 3e kwartaal*;72.0;72.4;;;439.0;;;32.0;;;;
9784;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2009, 4e kwartaal*;74.0;73.7;;;432.0;;;32.0;;;;
9785;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2009*;73.0;72.6;;;1717.0;;;125.0;;;;
9786;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2010, 1e kwartaal*;;;;;;;;;;;;
9787;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2010, 2e kwartaal*;;;;;;;;;;;;
9788;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2010, 3e kwartaal*;;;;;;;;;;;;
9789;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2010, 4e kwartaal*;;;;;;;;;;;;
9790;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2010*;;;;;;;;;;;;
9791;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2011, 1e kwartaal*;;;;;;;;;;;;
9792;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2001, 1e kwartaal;159.0;87.6;237.0;0.0;237.0;38.0;0.0;38.0;;0.6;;
9793;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2001, 2e kwartaal;163.0;90.8;233.0;0.0;233.0;38.0;0.0;38.0;;0.8;;
9794;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2001, 3e kwartaal;163.0;89.7;241.0;0.0;241.0;39.0;0.0;39.0;;0.7;;
9795;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2001, 4e kwartaal;167.0;92.1;238.0;0.0;238.0;40.0;0.0;40.0;;0.7;;
9796;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2001;163.0;90.0;949.0;0.0;949.0;155.0;0.0;155.0;;2.9;;
9797;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2002, 1e kwartaal;170.0;93.9;235.0;0.0;235.0;40.0;0.0;40.0;;0.7;;
9798;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2002, 2e kwartaal;174.0;95.9;231.0;0.0;231.0;40.0;0.0;40.0;;0.9;;
9799;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2002, 3e kwartaal;174.0;96.4;246.0;0.0;246.0;43.0;0.0;43.0;;0.8;;
9800;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2002, 4e kwartaal;180.0;99.4;238.0;0.0;238.0;43.0;0.0;43.0;;0.9;;
9801;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2002;174.0;96.4;951.0;0.0;951.0;166.0;0.0;166.0;;3.3;;
9802;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2003, 1e kwartaal;173.0;93.9;231.0;0.0;231.0;40.0;0.0;40.0;;0.7;;
9803;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2003, 2e kwartaal;176.0;95.3;224.0;0.0;224.0;39.0;0.0;39.0;;1.0;;
9804;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2003, 3e kwartaal;175.0;95.0;242.0;0.0;243.0;42.0;0.0;42.0;;0.8;;
9805;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2003, 4e kwartaal;176.0;96.0;236.0;0.0;236.0;42.0;0.0;42.0;;0.9;;
9806;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2003;175.0;95.0;933.0;0.0;933.0;163.0;0.0;163.0;;3.4;;
9807;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2004, 1e kwartaal;173.0;94.2;233.0;0.0;233.0;40.0;0.0;40.0;;0.9;;
9808;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2004, 2e kwartaal;177.0;96.0;222.0;0.0;222.0;39.0;0.0;39.0;;1.1;;
9809;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2004, 3e kwartaal;177.0;96.3;241.0;0.0;241.0;42.0;0.0;42.0;;0.9;;
9810;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2004, 4e kwartaal;178.0;97.6;242.0;0.0;242.0;43.0;0.0;43.0;;1.0;;
9811;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2004;176.0;96.0;937.0;0.0;937.0;165.0;0.0;165.0;;3.9;;
9812;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2005, 1e kwartaal;184.0;101.5;233.0;0.0;233.0;43.0;0.0;43.0;;0.9;;
9813;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2005, 2e kwartaal;188.0;103.6;233.0;0.0;233.0;44.0;0.0;44.0;;1.2;;
9814;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2005, 3e kwartaal;187.0;103.2;245.0;0.0;245.0;46.0;0.0;46.0;;1.0;;
9815;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2005, 4e kwartaal;188.0;104.5;239.0;0.0;239.0;45.0;0.0;45.0;;1.1;;
9816;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2005;187.0;103.2;950.0;0.0;950.0;177.0;0.0;177.0;;4.2;;
9817;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2006, 1e kwartaal;184.0;101.3;;;241.0;;;44.0;;;;
9818;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2006, 2e kwartaal;185.0;102.0;;;230.0;;;43.0;;;;
9819;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2006, 3e kwartaal;180.0;99.4;;;241.0;;;44.0;;;;
9820;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2006, 4e kwartaal;189.0;104.3;;;234.0;;;44.0;;;;
9821;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2006;185.0;101.7;;;946.0;;;175.0;;;;
9822;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2007, 1e kwartaal;194.0;106.7;;;239.0;;;46.0;;;;
9823;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2007, 2e kwartaal;195.0;107.9;;;233.0;;;45.0;;;;
9824;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2007, 3e kwartaal;190.0;104.9;;;244.0;;;46.0;;;;
9825;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2007, 4e kwartaal;198.0;109.8;;;236.0;;;47.0;;;;
9826;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2007;194.0;107.3;;;950.0;;;185.0;;;;
9827;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2008, 1e kwartaal*;205.0;114.3;;;238.0;;;49.0;;;;
9828;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2008, 2e kwartaal*;205.0;113.7;;;237.0;;;49.0;;;;
9829;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2008, 3e kwartaal*;198.0;110.3;;;245.0;;;49.0;;;;
9830;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2008, 4e kwartaal*;206.0;116.4;;;240.0;;;50.0;;;;
9831;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2008*;204.0;113.7;;;961.0;;;196.0;;;;
9832;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2009, 1e kwartaal*;210.0;117.1;;;238.0;;;50.0;;;;
9833;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2009, 2e kwartaal*;210.0;116.3;;;233.0;;;49.0;;;;
9834;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2009, 3e kwartaal*;204.0;113.5;;;245.0;;;50.0;;;;
9835;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2009, 4e kwartaal*;209.0;118.1;;;244.0;;;51.0;;;;
9836;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2009*;208.0;116.2;;;961.0;;;200.0;;;;
9837;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2010, 1e kwartaal*;;;;;;;;;;;;
9838;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2010, 2e kwartaal*;;;;;;;;;;;;
9839;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2010, 3e kwartaal*;;;;;;;;;;;;
9840;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2010, 4e kwartaal*;;;;;;;;;;;;
9841;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2010*;;;;;;;;;;;;
9842;Gesubsidieerd onderwijs;Vrou_wen;Deeltijd;2011, 1e kwartaal*;;;;;;;;;;;;
9843;Gesubsidieerd onderwijs;Vrou_wen;Vast;2001, 1e kwartaal;221.0;153.6;299.0;0.0;299.0;66.0;0.0;66.0;;1.1;;
9844;Gesubsidieerd onderwijs;Vrou_wen;Vast;2001, 2e kwartaal;225.0;157.2;292.0;0.0;292.0;66.0;0.0;66.0;;1.4;;
9845;Gesubsidieerd onderwijs;Vrou_wen;Vast;2001, 3e kwartaal;226.0;156.6;303.0;0.0;303.0;69.0;0.0;69.0;;1.2;;
9846;Gesubsidieerd onderwijs;Vrou_wen;Vast;2001, 4e kwartaal;231.0;160.0;298.0;0.0;298.0;69.0;0.0;69.0;;1.3;;
9847;Gesubsidieerd onderwijs;Vrou_wen;Vast;2001;226.0;156.9;1192.0;0.0;1192.0;269.0;0.0;269.0;;4.9;;
9848;Gesubsidieerd onderwijs;Vrou_wen;Vast;2002, 1e kwartaal;235.0;162.6;294.0;0.0;294.0;69.0;0.0;69.0;;1.2;;
9849;Gesubsidieerd onderwijs;Vrou_wen;Vast;2002, 2e kwartaal;239.0;165.2;289.0;0.0;289.0;69.0;0.0;69.0;;1.6;;
9850;Gesubsidieerd onderwijs;Vrou_wen;Vast;2002, 3e kwartaal;241.0;166.6;308.0;0.0;308.0;74.0;0.0;74.0;;1.3;;
9851;Gesubsidieerd onderwijs;Vrou_wen;Vast;2002, 4e kwartaal;247.0;170.7;298.0;0.0;298.0;74.0;0.0;74.0;;1.4;;
9852;Gesubsidieerd onderwijs;Vrou_wen;Vast;2002;240.0;166.3;1188.0;0.0;1188.0;286.0;0.0;286.0;;5.4;;
9853;Gesubsidieerd onderwijs;Vrou_wen;Vast;2003, 1e kwartaal;245.0;171.3;297.0;0.0;297.0;73.0;0.0;73.0;;1.3;;
9854;Gesubsidieerd onderwijs;Vrou_wen;Vast;2003, 2e kwartaal;248.0;172.3;287.0;0.0;287.0;71.0;0.0;71.0;;1.7;;
9855;Gesubsidieerd onderwijs;Vrou_wen;Vast;2003, 3e kwartaal;245.0;169.9;310.0;0.0;310.0;76.0;0.0;76.0;;1.3;;
9856;Gesubsidieerd onderwijs;Vrou_wen;Vast;2003, 4e kwartaal;245.0;169.4;299.0;0.0;299.0;73.0;0.0;73.0;;1.5;;
9857;Gesubsidieerd onderwijs;Vrou_wen;Vast;2003;246.0;170.7;1193.0;0.0;1193.0;293.0;0.0;293.0;;5.8;;
9858;Gesubsidieerd onderwijs;Vrou_wen;Vast;2004, 1e kwartaal;249.0;176.0;303.0;0.0;303.0;75.0;0.0;75.0;;1.3;;
9859;Gesubsidieerd onderwijs;Vrou_wen;Vast;2004, 2e kwartaal;251.0;177.3;288.0;0.0;288.0;72.0;0.0;72.0;;1.8;;
9860;Gesubsidieerd onderwijs;Vrou_wen;Vast;2004, 3e kwartaal;252.0;177.3;311.0;0.0;311.0;78.0;0.0;78.0;;1.4;;
9861;Gesubsidieerd onderwijs;Vrou_wen;Vast;2004, 4e kwartaal;254.0;178.6;310.0;0.0;310.0;79.0;0.0;79.0;;1.6;;
9862;Gesubsidieerd onderwijs;Vrou_wen;Vast;2004;252.0;177.3;1211.0;0.0;1211.0;304.0;0.0;305.0;;6.1;;
9863;Gesubsidieerd onderwijs;Vrou_wen;Vast;2005, 1e kwartaal;251.0;175.0;295.0;0.0;295.0;74.0;0.0;74.0;;1.4;;
9864;Gesubsidieerd onderwijs;Vrou_wen;Vast;2005, 2e kwartaal;255.0;177.3;294.0;0.0;294.0;75.0;0.0;75.0;;1.8;;
9865;Gesubsidieerd onderwijs;Vrou_wen;Vast;2005, 3e kwartaal;254.0;176.1;307.0;0.0;307.0;78.0;0.0;78.0;;1.5;;
9866;Gesubsidieerd onderwijs;Vrou_wen;Vast;2005, 4e kwartaal;257.0;177.8;298.0;0.0;298.0;76.0;0.0;76.0;;1.6;;
9867;Gesubsidieerd onderwijs;Vrou_wen;Vast;2005;254.0;176.5;1193.0;0.0;1193.0;303.0;0.0;303.0;;6.3;;
9868;Gesubsidieerd onderwijs;Vrou_wen;Vast;2006, 1e kwartaal;;;;;;;;;;;;
9869;Gesubsidieerd onderwijs;Vrou_wen;Vast;2006, 2e kwartaal;;;;;;;;;;;;
9870;Gesubsidieerd onderwijs;Vrou_wen;Vast;2006, 3e kwartaal;;;;;;;;;;;;
9871;Gesubsidieerd onderwijs;Vrou_wen;Vast;2006, 4e kwartaal;;;;;;;;;;;;
9872;Gesubsidieerd onderwijs;Vrou_wen;Vast;2006;;;;;;;;;;;;
9873;Gesubsidieerd onderwijs;Vrou_wen;Vast;2007, 1e kwartaal;;;;;;;;;;;;
9874;Gesubsidieerd onderwijs;Vrou_wen;Vast;2007, 2e kwartaal;;;;;;;;;;;;
9875;Gesubsidieerd onderwijs;Vrou_wen;Vast;2007, 3e kwartaal;;;;;;;;;;;;
9876;Gesubsidieerd onderwijs;Vrou_wen;Vast;2007, 4e kwartaal;;;;;;;;;;;;
9877;Gesubsidieerd onderwijs;Vrou_wen;Vast;2007;;;;;;;;;;;;
9878;Gesubsidieerd onderwijs;Vrou_wen;Vast;2008, 1e kwartaal*;;;;;;;;;;;;
9879;Gesubsidieerd onderwijs;Vrou_wen;Vast;2008, 2e kwartaal*;;;;;;;;;;;;
9880;Gesubsidieerd onderwijs;Vrou_wen;Vast;2008, 3e kwartaal*;;;;;;;;;;;;
9881;Gesubsidieerd onderwijs;Vrou_wen;Vast;2008, 4e kwartaal*;;;;;;;;;;;;
9882;Gesubsidieerd onderwijs;Vrou_wen;Vast;2008*;;;;;;;;;;;;
9883;Gesubsidieerd onderwijs;Vrou_wen;Vast;2009, 1e kwartaal*;;;;;;;;;;;;
9884;Gesubsidieerd onderwijs;Vrou_wen;Vast;2009, 2e kwartaal*;;;;;;;;;;;;
9885;Gesubsidieerd onderwijs;Vrou_wen;Vast;2009, 3e kwartaal*;;;;;;;;;;;;
9886;Gesubsidieerd onderwijs;Vrou_wen;Vast;2009, 4e kwartaal*;;;;;;;;;;;;
9887;Gesubsidieerd onderwijs;Vrou_wen;Vast;2009*;;;;;;;;;;;;
9888;Gesubsidieerd onderwijs;Vrou_wen;Vast;2010, 1e kwartaal*;;;;;;;;;;;;
9889;Gesubsidieerd onderwijs;Vrou_wen;Vast;2010, 2e kwartaal*;;;;;;;;;;;;
9890;Gesubsidieerd onderwijs;Vrou_wen;Vast;2010, 3e kwartaal*;;;;;;;;;;;;
9891;Gesubsidieerd onderwijs;Vrou_wen;Vast;2010, 4e kwartaal*;;;;;;;;;;;;
9892;Gesubsidieerd onderwijs;Vrou_wen;Vast;2010*;;;;;;;;;;;;
9893;Gesubsidieerd onderwijs;Vrou_wen;Vast;2011, 1e kwartaal*;;;;;;;;;;;;
9894;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2001, 1e kwartaal;4.0;0.7;72.0;0.0;72.0;0.0;0.0;0.0;;0.0;;
9895;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2001, 2e kwartaal;5.0;0.8;69.0;0.0;69.0;0.0;0.0;0.0;;0.0;;
9896;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2001, 3e kwartaal;5.0;0.8;71.0;0.0;71.0;0.0;0.0;0.0;;0.0;;
9897;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2001, 4e kwartaal;5.0;0.8;70.0;0.0;70.0;0.0;0.0;0.0;;0.0;;
9898;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2001;5.0;0.8;282.0;0.0;282.0;1.0;0.0;1.0;;0.0;;
9899;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2002, 1e kwartaal;4.0;0.8;76.0;0.0;76.0;0.0;0.0;0.0;;0.0;;
9900;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2002, 2e kwartaal;5.0;0.8;74.0;0.0;74.0;0.0;0.0;0.0;;0.0;;
9901;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2002, 3e kwartaal;5.0;0.8;78.0;0.0;78.0;0.0;0.0;0.0;;0.0;;
9902;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2002, 4e kwartaal;5.0;0.9;76.0;0.0;76.0;0.0;0.0;0.0;;0.0;;
9903;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2002;5.0;0.8;304.0;0.0;304.0;1.0;0.0;1.0;;0.0;;
9904;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2003, 1e kwartaal;6.0;1.4;89.0;0.0;89.0;1.0;0.0;1.0;;0.0;;
9905;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2003, 2e kwartaal;7.0;1.4;85.0;0.0;85.0;1.0;0.0;1.0;;0.0;;
9906;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2003, 3e kwartaal;6.0;1.3;92.0;0.0;92.0;1.0;0.0;1.0;;0.0;;
9907;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2003, 4e kwartaal;6.0;1.2;91.0;0.0;91.0;1.0;0.0;1.0;;0.0;;
9908;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2003;6.0;1.3;357.0;0.0;357.0;2.0;0.0;2.0;;0.0;;
9909;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2004, 1e kwartaal;7.0;1.3;76.0;0.0;76.0;1.0;0.0;1.0;;0.0;;
9910;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2004, 2e kwartaal;8.0;1.4;73.0;0.0;73.0;1.0;0.0;1.0;;0.0;;
9911;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2004, 3e kwartaal;7.0;1.3;80.0;0.0;80.0;1.0;0.0;1.0;;0.0;;
9912;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2004, 4e kwartaal;6.0;1.1;82.0;0.0;82.0;0.0;0.0;0.0;;0.0;;
9913;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2004;7.0;1.3;310.0;0.0;310.0;2.0;0.0;2.0;;0.0;;
9914;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2005, 1e kwartaal;8.0;1.7;85.0;0.0;85.0;1.0;0.0;1.0;;0.0;;
9915;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2005, 2e kwartaal;9.0;1.7;84.0;0.0;84.0;1.0;0.0;1.0;;0.0;;
9916;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2005, 3e kwartaal;7.0;1.5;90.0;0.0;90.0;1.0;0.0;1.0;;0.0;;
9917;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2005, 4e kwartaal;6.0;1.3;90.0;0.0;90.0;1.0;0.0;1.0;;0.0;;
9918;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2005;8.0;1.5;348.0;0.0;348.0;3.0;0.0;3.0;;0.1;;
9919;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
9920;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
9921;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
9922;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
9923;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2006;;;;;;;;;;;;
9924;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
9925;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
9926;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
9927;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
9928;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2007;;;;;;;;;;;;
9929;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
9930;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
9931;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
9932;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
9933;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2008*;;;;;;;;;;;;
9934;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
9935;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
9936;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
9937;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
9938;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2009*;;;;;;;;;;;;
9939;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
9940;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
9941;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
9942;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
9943;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2010*;;;;;;;;;;;;
9944;Gesubsidieerd onderwijs;Vrou_wen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
9945;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;967.0;656.0;285.0;1.0;286.0;275.0;1.0;277.0;5.2;4.2;1.0;8.0
9946;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;989.0;668.4;275.0;1.0;276.0;272.0;1.0;273.0;6.6;5.3;1.2;9.8
9947;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;1018.0;683.2;286.0;1.0;288.0;291.0;1.0;293.0;5.4;4.4;0.9;7.9
9948;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;1024.0;689.1;282.0;1.0;284.0;289.0;1.0;291.0;5.8;4.7;1.1;8.5
9949;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;999.0;674.2;1128.0;5.0;1134.0;1127.0;5.0;1133.0;23.0;18.7;4.3;34.1
9950;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 1e kwartaal;1036.0;705.6;281.0;1.0;282.0;291.0;1.0;292.0;5.8;4.6;1.2;8.2
9951;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 2e kwartaal;1056.0;713.5;274.0;1.0;276.0;290.0;1.0;291.0;7.3;5.9;1.4;10.2
9952;Gezondheids- en welzijnszorg;To_taal man_nen en vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 3e kwartaal;1082.0;726.6;290.0;1.0;292.0;314.0;1.0;315.0;6.0;4.8;1.1;8.2
