ID;Regions;Periods;GDP_1;GDPPerCapita_2;RelationGDPBasicPrices_3;TotalValueAddedAtBasicPrices_4;CompensationOfEmployees_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;GrossOperatingSurplus_8;CorrectionOperatingSurplus_9;TotalGrossOperatingSurplus_10
451;Edam-Volendam e.o.;1998;1732.5;13.03;139.07;1593.43;823.14;20.93;13.4;762.76;43.91;718.85
452;Edam-Volendam e.o.;1999;1842.0;13.0;148.0;1694.0;887.0;23.0;13.0;798.0;55.0;743.0
453;Edam-Volendam e.o.;2000;1951.0;14.0;151.0;1800.0;949.0;24.0;13.0;840.0;63.0;777.0
454;Edam-Volendam e.o.;2001;2144.0;15.0;176.0;1968.0;1054.0;27.0;16.0;903.0;71.0;832.0
455;Haarlemmermeer e.o.;1995;6806.0;45.0;468.0;6338.0;3536.0;80.0;35.0;2757.0;174.0;2583.0
456;Haarlemmermeer e.o.;1996;6958.0;45.0;520.0;6438.0;3695.0;72.0;44.0;2715.0;176.0;2540.0
457;Haarlemmermeer e.o.;1997;8113.31;51.85;639.88;7473.43;4041.86;73.21;50.52;3408.88;204.36;3204.52
458;Haarlemmermeer e.o.;1998;8744.95;55.52;701.98;8042.97;4438.27;76.18;64.82;3593.34;221.64;3371.7
459;Haarlemmermeer e.o.;1999;9198.0;57.0;739.0;8459.0;4769.0;83.0;43.0;3651.0;276.0;3375.0
460;Haarlemmermeer e.o.;2000;10005.0;62.0;777.0;9228.0;5137.0;111.0;42.0;4023.0;324.0;3698.0
461;Haarlemmermeer e.o.;2001;10495.0;64.0;859.0;9636.0;5482.0;135.0;49.0;4067.0;350.0;3717.0
462;Agglomeratie 's-Gravenhage ex. Zoeterm.;1995;14035.0;23.0;964.0;13071.0;7885.0;126.0;55.0;5115.0;358.0;4757.0
463;Agglomeratie 's-Gravenhage ex. Zoeterm.;1996;14547.0;24.0;1087.0;13460.0;8010.0;129.0;87.0;5408.0;367.0;5041.0
464;Agglomeratie 's-Gravenhage ex. Zoeterm.;1997;15506.25;25.86;1222.94;14283.32;8504.81;129.1;113.09;5762.49;390.58;5371.92
465;Agglomeratie 's-Gravenhage ex. Zoeterm.;1998;16457.15;27.36;1321.05;15136.1;9102.6;134.91;158.19;6056.78;417.1;5639.67
466;Agglomeratie 's-Gravenhage ex. Zoeterm.;1999;17213.0;28.0;1383.0;15831.0;9694.0;157.0;237.0;6217.0;517.0;5700.0
467;Agglomeratie 's-Gravenhage ex. Zoeterm.;2000;18631.0;31.0;1447.0;17184.0;10429.0;166.0;246.0;6835.0;604.0;6231.0
468;Agglomeratie 's-Gravenhage ex. Zoeterm.;2001;19867.0;32.0;1627.0;18240.0;11212.0;179.0;273.0;7122.0;662.0;6460.0
469;Zoetermeer;1995;2051.0;19.0;141.0;1910.0;1136.0;21.0;5.0;757.0;52.0;705.0
470;Zoetermeer;1996;2181.0;20.0;163.0;2018.0;1211.0;22.0;9.0;795.0;55.0;740.0
471;Zoetermeer;1997;2317.08;21.47;182.74;2134.34;1321.98;21.41;13.25;804.2;58.36;745.84
472;Zoetermeer;1998;2489.02;22.93;199.8;2289.22;1436.02;22.04;20.3;851.45;63.08;788.37
473;Zoetermeer;1999;2732.0;25.0;219.0;2513.0;1571.0;25.0;16.0;933.0;82.0;851.0
474;Zoetermeer;2000;2935.0;27.0;228.0;2707.0;1701.0;26.0;17.0;996.0;95.0;901.0
475;Zoetermeer;2001;3158.0;29.0;259.0;2899.0;1850.0;29.0;17.0;1037.0;105.0;932.0
476;Rijnmond;1995;25486.0;22.0;1751.0;23735.0;12755.0;334.0;77.0;10723.0;650.0;10072.0
477;Rijnmond;1996;25998.0;23.0;1943.0;24055.0;13171.0;337.0;129.0;10676.0;656.0;10020.0
478;Rijnmond;1997;27427.19;23.85;2163.11;25264.08;13887.45;341.62;186.67;11221.68;690.85;10530.83
479;Rijnmond;1998;29113.82;25.19;2337.04;26776.79;14669.83;346.86;251.09;12011.19;737.89;11273.3
480;Rijnmond;1999;30055.0;26.0;2414.0;27641.0;15473.0;384.0;263.0;12046.0;903.0;11144.0
481;Rijnmond;2000;32260.0;28.0;2505.0;29755.0;16478.0;416.0;279.0;13140.0;1046.0;12094.0
482;Rijnmond;2001;34565.0;29.0;2830.0;31735.0;17612.0;452.0;297.0;13967.0;1151.0;12816.0
483;Overig Groot-Rijnmond;1995;1992.0;12.0;137.0;1855.0;934.0;29.0;9.0;901.0;51.0;850.0
484;Overig Groot-Rijnmond;1996;2071.0;13.0;155.0;1916.0;976.0;30.0;16.0;927.0;52.0;875.0
485;Overig Groot-Rijnmond;1997;2237.27;13.57;176.45;2060.82;1042.39;29.58;15.82;1004.67;56.35;948.32
486;Overig Groot-Rijnmond;1998;2362.3;14.21;189.63;2172.67;1119.49;30.03;20.95;1044.1;59.87;984.23
487;Overig Groot-Rijnmond;1999;2568.0;15.0;206.0;2362.0;1224.0;36.0;40.0;1142.0;77.0;1065.0
488;Overig Groot-Rijnmond;2000;2722.0;16.0;211.0;2510.0;1326.0;37.0;36.0;1183.0;88.0;1095.0
489;Overig Groot-Rijnmond;2001;2861.0;17.0;234.0;2627.0;1397.0;41.0;41.0;1230.0;95.0;1135.0
490;Drechtsteden;1995;4434.0;19.0;305.0;4130.0;2454.0;44.0;14.0;1645.0;113.0;1532.0
491;Drechtsteden;1996;4687.0;20.0;350.0;4337.0;2566.0;48.0;24.0;1746.0;118.0;1628.0
492;Drechtsteden;1997;5055.66;21.19;398.73;4656.94;2617.49;47.64;33.6;2025.4;127.34;1898.06
493;Drechtsteden;1998;5372.0;22.4;431.22;4940.78;2799.94;49.95;47.54;2138.42;136.15;2002.27
494;Drechtsteden;1999;5705.0;24.0;458.0;5247.0;2969.0;52.0;41.0;2267.0;171.0;2096.0
495;Drechtsteden;2000;6102.0;25.0;474.0;5628.0;3179.0;55.0;43.0;2438.0;198.0;2240.0
496;Drechtsteden;2001;6534.0;27.0;535.0;5999.0;3429.0;61.0;50.0;2559.0;218.0;2341.0
497;Overig Zuidoost-Zuid-Holland;1995;2697.0;16.0;185.0;2511.0;1363.0;34.0;9.0;1123.0;69.0;1055.0
498;Overig Zuidoost-Zuid-Holland;1996;2944.0;18.0;220.0;2724.0;1467.0;35.0;14.0;1236.0;74.0;1162.0
499;Overig Zuidoost-Zuid-Holland;1997;3150.55;18.85;248.48;2902.08;1591.99;35.29;19.13;1293.93;79.36;1214.57
500;Overig Zuidoost-Zuid-Holland;1998;3403.11;20.28;273.18;3129.94;1742.25;37.71;33.97;1383.95;86.25;1297.7
501;Overig Zuidoost-Zuid-Holland;1999;3590.0;21.0;288.0;3301.0;1844.0;41.0;54.0;1471.0;108.0;1363.0
502;Overig Zuidoost-Zuid-Holland;2000;3811.0;22.0;296.0;3515.0;1969.0;42.0;59.0;1562.0;124.0;1438.0
503;Overig Zuidoost-Zuid-Holland;2001;4051.0;24.0;332.0;3719.0;2125.0;47.0;70.0;1616.0;135.0;1481.0
504;Stadsgewest 's-Hertogenbosch;1995;5458.0;22.0;375.0;5083.0;2954.0;58.0;13.0;2084.0;139.0;1945.0
505;Stadsgewest 's-Hertogenbosch;1996;5716.0;22.0;427.0;5288.0;3087.0;63.0;27.0;2166.0;144.0;2022.0
506;Stadsgewest 's-Hertogenbosch;1997;6334.66;22.09;499.6;5835.06;3507.65;63.46;85.81;2349.75;159.56;2190.19
507;Stadsgewest 's-Hertogenbosch;1998;7036.12;24.43;564.81;6471.31;3894.51;71.02;60.26;2566.05;178.33;2387.72
508;Stadsgewest 's-Hertogenbosch;1999;7835.0;27.0;629.0;7206.0;4270.0;82.0;58.0;2912.0;235.0;2676.0
509;Stadsgewest 's-Hertogenbosch;2000;8500.0;29.0;660.0;7840.0;4656.0;90.0;60.0;3154.0;276.0;2878.0
510;Stadsgewest 's-Hertogenbosch;2001;8919.0;30.0;730.0;8189.0;4908.0;99.0;64.0;3247.0;297.0;2950.0
511;Overig Noordoost-Noord-Brabant;1995;5845.0;19.0;402.0;5444.0;2820.0;90.0;24.0;2558.0;149.0;2409.0
512;Overig Noordoost-Noord-Brabant;1996;6047.0;19.0;452.0;5595.0;2894.0;92.0;39.0;2647.0;153.0;2495.0
513;Overig Noordoost-Noord-Brabant;1997;5912.04;18.51;466.27;5445.77;3111.01;87.18;623.03;2870.61;148.91;2721.7
514;Overig Noordoost-Noord-Brabant;1998;6712.09;20.86;538.8;6173.29;3281.46;92.83;62.57;2861.57;170.12;2691.46
515;Overig Noordoost-Noord-Brabant;1999;7157.0;22.0;575.0;6582.0;3494.0;103.0;66.0;3051.0;215.0;2836.0
516;Overig Noordoost-Noord-Brabant;2000;7631.0;23.0;593.0;7039.0;3730.0;113.0;65.0;3261.0;247.0;3013.0
517;Overig Noordoost-Noord-Brabant;2001;8134.0;25.0;666.0;7468.0;4029.0;126.0;81.0;3394.0;271.0;3123.0
518;Almere;1995;1621.0;15.0;111.0;1510.0;667.0;29.0;4.0;817.0;41.0;776.0
519;Almere;1996;1667.0;14.0;125.0;1542.0;705.0;28.0;6.0;815.0;42.0;773.0
520;Almere;1997;1887.68;15.37;148.88;1738.81;807.98;26.16;8.79;913.45;47.55;865.91
521;Almere;1998;2105.8;16.02;169.04;1936.76;907.73;32.05;14.25;1011.23;53.37;957.86
522;Almere;1999;2410.0;16.0;194.0;2217.0;1039.0;35.0;14.0;1156.0;72.0;1084.0
523;Almere;2000;2689.0;18.0;209.0;2481.0;1159.0;40.0;15.0;1297.0;87.0;1210.0
524;Almere;2001;3042.0;20.0;249.0;2793.0;1308.0;46.0;16.0;1455.0;101.0;1354.0
525;Flevoland-Midden;1995;1423.0;14.0;98.0;1325.0;737.0;20.0;7.0;576.0;36.0;540.0
526;Flevoland-Midden;1996;1468.0;14.0;110.0;1358.0;771.0;20.0;16.0;582.0;37.0;545.0
527;Flevoland-Midden;1997;1614.74;14.94;127.35;1487.39;832.61;21.37;14.16;647.56;40.67;606.89
528;Flevoland-Midden;1998;1730.27;15.57;138.89;1591.38;893.96;22.17;19.51;694.76;43.85;650.9
529;Flevoland-Midden;1999;1904.0;16.0;153.0;1751.0;996.0;26.0;38.0;768.0;57.0;711.0
530;Flevoland-Midden;2000;2025.0;17.0;157.0;1868.0;1094.0;27.0;28.0;774.0;66.0;708.0
531;Flevoland-Midden;2001;2277.0;19.0;186.0;2091.0;1236.0;32.0;41.0;864.0;76.0;788.0
532;Noordoostpolder en Urk;1995;908.0;17.0;62.0;846.0;395.0;14.0;8.0;444.0;23.0;420.0
533;Noordoostpolder en Urk;1996;911.0;16.0;68.0;843.0;405.0;14.0;15.0;439.0;23.0;416.0
534;Noordoostpolder en Urk;1997;939.79;16.64;74.12;865.67;415.75;14.03;11.81;447.69;23.67;424.02
535;Noordoostpolder en Urk;1998;981.39;17.12;78.78;902.61;435.79;14.92;13.34;465.24;24.87;440.36
536;Noordoostpolder en Urk;1999;1070.0;18.0;86.0;984.0;483.0;16.0;25.0;509.0;32.0;477.0
537;Noordoostpolder en Urk;2000;1106.0;19.0;86.0;1020.0;514.0;17.0;15.0;504.0;36.0;468.0
538;Noordoostpolder en Urk;2001;1192.0;20.0;98.0;1094.0;552.0;21.0;18.0;539.0;40.0;499.0
