ID;Geslacht;Schooladvies;Herkomstland;GestandaardiseerdInkomen;Perioden;TotaalVoorlopigSchooladvies_1;ToetsadviesLagerOfGelijk_2;TotaalToetsadviesHoger_3;AdviesHerzienObvToets_4;AdviesNietHerzienObvToets_5;DefinitiefSchooladvies_6
1995;Mannen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2019/'20;2058;;;;;2058
1996;Mannen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2020/'21;1909;158.0;1385.0;259.0;1126.0;1669
1997;Mannen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2021/'22;1899;170.0;1366.0;284.0;1082.0;1619
1998;Mannen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2022/'23;1731;97.0;1293.0;297.0;996.0;1451
1999;Mannen;Advies: vso/pro/vmbo-b;Totaal;1e 20%-groep;2023/'24;1638;86.0;1130.0;770.0;360.0;841
2000;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2014/'15;2040;1070.0;497.0;61.0;436.0;1972
2001;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2015/'16;1796;648.0;903.0;104.0;799.0;1693
2002;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2016/'17;1501;751.0;534.0;74.0;460.0;1419
2003;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2017/'18;1480;620.0;591.0;86.0;505.0;1393
2004;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2018/'19;1521;20.0;1256.0;194.0;1062.0;1343
2005;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2019/'20;1488;;;;;1488
2006;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2020/'21;1287;113.0;994.0;153.0;841.0;1143
2007;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2021/'22;1345;115.0;1045.0;199.0;846.0;1149
2008;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2022/'23;1297;84.0;1021.0;199.0;822.0;1097
2009;Mannen;Advies: vso/pro/vmbo-b;Totaal;2e 20%-groep;2023/'24;1211;64.0;918.0;618.0;300.0;586
2010;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2014/'15;1828;996.0;453.0;44.0;409.0;1781
2011;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2015/'16;1739;694.0;858.0;118.0;740.0;1626
2012;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2016/'17;1542;823.0;522.0;80.0;442.0;1452
2013;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2017/'18;1435;579.0;614.0;88.0;526.0;1348
2014;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2018/'19;1527;21.0;1267.0;167.0;1100.0;1367
2015;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2019/'20;1514;;;;;1514
2016;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2020/'21;1427;131.0;1102.0;184.0;918.0;1243
2017;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2021/'22;1415;140.0;1097.0;172.0;925.0;1240
2018;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2022/'23;1330;94.0;1057.0;188.0;869.0;1131
2019;Mannen;Advies: vso/pro/vmbo-b;Totaal;3e 20%-groep;2023/'24;1319;76.0;1053.0;703.0;350.0;606
2020;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2014/'15;1072;595.0;265.0;28.0;237.0;1039
2021;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2015/'16;1063;428.0;521.0;67.0;454.0;992
2022;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2016/'17;881;472.0;303.0;59.0;244.0;821
2023;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2017/'18;923;409.0;370.0;66.0;304.0;857
2024;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2018/'19;844;12.0;693.0;96.0;597.0;755
2025;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2019/'20;949;;;;;949
2026;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2020/'21;840;79.0;658.0;90.0;568.0;750
2027;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2021/'22;776;63.0;623.0;127.0;496.0;651
2028;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2022/'23;852;69.0;661.0;111.0;550.0;738
2029;Mannen;Advies: vso/pro/vmbo-b;Totaal;4e 20%-groep;2023/'24;781;68.0;612.0;399.0;213.0;375
2030;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2014/'15;508;282.0;129.0;17.0;112.0;485
2031;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2015/'16;438;167.0;217.0;23.0;194.0;417
2032;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2016/'17;403;200.0;145.0;23.0;122.0;375
2033;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2017/'18;425;193.0;155.0;23.0;132.0;400
2034;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2018/'19;410;5.0;318.0;45.0;273.0;363
2035;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2019/'20;408;;;;;408
2036;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2020/'21;392;39.0;297.0;39.0;258.0;353
2037;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2021/'22;437;55.0;315.0;51.0;264.0;386
2038;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2022/'23;366;34.0;283.0;52.0;231.0;314
2039;Mannen;Advies: vso/pro/vmbo-b;Totaal;5e 20%-groep;2023/'24;324;23.0;239.0;147.0;92.0;170
2040;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2014/'15;5295;2923.0;1297.0;131.0;1166.0;5145
2041;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2015/'16;4979;1955.0;2478.0;287.0;2191.0;4692
2042;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2016/'17;4202;2169.0;1486.0;228.0;1258.0;3952
2043;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2017/'18;4175;1815.0;1712.0;209.0;1503.0;3964
2044;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2018/'19;4030;60.0;3324.0;401.0;2923.0;3651
2045;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2019/'20;4127;;;;;4127
2046;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2020/'21;3697;342.0;2902.0;354.0;2548.0;3352
2047;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2021/'22;3693;356.0;2891.0;446.0;2445.0;3254
2048;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2022/'23;3607;276.0;2869.0;486.0;2383.0;3120
2049;Mannen;Advies: vso/pro/vmbo-b;Nederland;Totaal inkomen;2023/'24;3158;217.0;2471.0;1535.0;936.0;1613
2050;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2014/'15;1147;661.0;242.0;23.0;219.0;1121
2051;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2015/'16;1123;451.0;540.0;63.0;477.0;1062
2052;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2016/'17;916;454.0;320.0;46.0;274.0;865
2053;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2017/'18;918;375.0;392.0;43.0;349.0;879
2054;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2018/'19;839;14.0;681.0;75.0;606.0;771
2055;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2019/'20;866;;;;;866
2056;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2020/'21;782;67.0;602.0;80.0;522.0;707
2057;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2021/'22;774;81.0;577.0;91.0;486.0;690
2058;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2022/'23;742;48.0;582.0;111.0;471.0;639
2059;Mannen;Advies: vso/pro/vmbo-b;Nederland;1e 20%-groep;2023/'24;585;47.0;437.0;267.0;170.0;315
2060;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2014/'15;1340;697.0;340.0;37.0;303.0;1300
2061;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2015/'16;1222;448.0;637.0;68.0;569.0;1154
2062;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2016/'17;985;515.0;353.0;47.0;306.0;931
2063;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2017/'18;963;432.0;380.0;45.0;335.0;918
2064;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2018/'19;972;15.0;807.0;96.0;711.0;881
2065;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2019/'20;955;;;;;955
2066;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2020/'21;816;73.0;660.0;73.0;587.0;746
2067;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2021/'22;833;69.0;670.0;101.0;569.0;732
2068;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2022/'23;850;62.0;690.0;116.0;574.0;732
2069;Mannen;Advies: vso/pro/vmbo-b;Nederland;2e 20%-groep;2023/'24;721;39.0;561.0;348.0;213.0;374
2070;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2014/'15;1423;793.0;367.0;31.0;336.0;1388
2071;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2015/'16;1333;531.0;667.0;85.0;582.0;1251
2072;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2016/'17;1184;630.0;406.0;65.0;341.0;1115
2073;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2017/'18;1101;457.0;476.0;52.0;424.0;1047
2074;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2018/'19;1178;15.0;991.0;113.0;878.0;1068
2075;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2019/'20;1159;;;;;1159
2076;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2020/'21;1090;103.0;851.0;112.0;739.0;979
2077;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2021/'22;1068;109.0;847.0;115.0;732.0;951
2078;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2022/'23;1001;76.0;805.0;126.0;679.0;869
2079;Mannen;Advies: vso/pro/vmbo-b;Nederland;3e 20%-groep;2023/'24;986;60.0;796.0;499.0;297.0;483
2080;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2014/'15;889;499.0;226.0;25.0;201.0;860
2081;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2015/'16;880;361.0;427.0;53.0;374.0;822
2082;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2016/'17;724;385.0;256.0;49.0;207.0;674
2083;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2017/'18;776;350.0;319.0;51.0;268.0;722
2084;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2018/'19;669;11.0;553.0;75.0;478.0;601
2085;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2019/'20;767;;;;;767
2086;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2020/'21;660;65.0;521.0;59.0;462.0;601
2087;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2021/'22;630;45.0;516.0;98.0;418.0;534
2088;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2022/'23;675;56.0;531.0;82.0;449.0;593
2089;Mannen;Advies: vso/pro/vmbo-b;Nederland;4e 20%-groep;2023/'24;608;52.0;482.0;308.0;174.0;296
2090;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2014/'15;456;260.0;110.0;14.0;96.0;437
2091;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2015/'16;374;146.0;182.0;18.0;164.0;356
2092;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2016/'17;340;166.0;127.0;20.0;107.0;316
2093;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2017/'18;364;170.0;132.0;15.0;117.0;347
2094;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2018/'19;341;4.0;266.0;38.0;228.0;303
2095;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2019/'20;341;;;;;341
2096;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2020/'21;318;32.0;244.0;27.0;217.0;291
2097;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2021/'22;362;50.0;261.0;38.0;223.0;324
2098;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2022/'23;297;27.0;232.0;45.0;187.0;252
2099;Mannen;Advies: vso/pro/vmbo-b;Nederland;5e 20%-groep;2023/'24;238;18.0;180.0;104.0;76.0;132
2100;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2014/'15;2972;1476.0;670.0;95.0;575.0;2864
2101;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2015/'16;2766;972.0;1266.0;186.0;1080.0;2596
2102;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2016/'17;2492;1156.0;773.0;122.0;651.0;2352
2103;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2017/'18;2456;894.0;897.0;207.0;690.0;2251
2104;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2018/'19;2541;32.0;1864.0;356.0;1508.0;2193
2105;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2019/'20;2454;;;;;2454
2106;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2020/'21;2285;183.0;1602.0;381.0;1221.0;1923
2107;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2021/'22;2295;192.0;1621.0;402.0;1219.0;1889
2108;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2022/'23;2148;113.0;1518.0;377.0;1141.0;1772
2109;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;Totaal inkomen;2023/'24;2280;106.0;1547.0;1150.0;397.0;1081
2110;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2014/'15;1536;758.0;355.0;51.0;304.0;1478
2111;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2015/'16;1446;498.0;654.0;95.0;559.0;1362
2112;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2016/'17;1284;573.0;390.0;65.0;325.0;1210
2113;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2017/'18;1280;478.0;455.0;102.0;353.0;1174
2114;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2018/'19;1299;17.0;902.0;167.0;735.0;1128
2115;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2019/'20;1192;;;;;1192
2116;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2020/'21;1127;91.0;783.0;179.0;604.0;962
2117;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2021/'22;1125;89.0;789.0;193.0;596.0;929
2118;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2022/'23;989;49.0;711.0;186.0;525.0;812
2119;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;1e 20%-groep;2023/'24;1053;39.0;693.0;503.0;190.0;526
2120;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2014/'15;700;373.0;157.0;24.0;133.0;672
2121;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2015/'16;574;200.0;266.0;36.0;230.0;539
2122;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2016/'17;516;236.0;181.0;27.0;154.0;488
2123;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2017/'18;517;188.0;211.0;41.0;170.0;475
2124;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2018/'19;549;5.0;449.0;98.0;351.0;462
2125;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2019/'20;533;;;;;533
2126;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2020/'21;471;40.0;334.0;80.0;254.0;397
2127;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2021/'22;512;46.0;375.0;98.0;277.0;417
2128;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2022/'23;447;22.0;331.0;83.0;248.0;365
2129;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;2e 20%-groep;2023/'24;490;25.0;357.0;270.0;87.0;212
2130;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2014/'15;405;203.0;86.0;13.0;73.0;393
2131;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2015/'16;406;163.0;191.0;33.0;158.0;375
2132;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2016/'17;358;193.0;116.0;15.0;101.0;337
2133;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2017/'18;334;122.0;138.0;36.0;102.0;301
2134;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2018/'19;349;6.0;276.0;54.0;222.0;299
2135;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2019/'20;355;;;;;355
2136;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2020/'21;337;28.0;251.0;72.0;179.0;264
2137;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2021/'22;347;31.0;250.0;57.0;193.0;289
2138;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2022/'23;329;18.0;252.0;62.0;190.0;262
2139;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;3e 20%-groep;2023/'24;333;16.0;257.0;204.0;53.0;123
2140;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2014/'15;183;96.0;39.0;3.0;36.0;179
2141;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2015/'16;183;67.0;94.0;14.0;80.0;170
2142;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2016/'17;157;87.0;47.0;10.0;37.0;147
2143;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2017/'18;147;59.0;51.0;15.0;36.0;135
2144;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2018/'19;175;1.0;140.0;21.0;119.0;154
2145;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2019/'20;182;;;;;182
2146;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2020/'21;180;14.0;137.0;31.0;106.0;149
2147;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2021/'22;146;18.0;107.0;29.0;78.0;117
2148;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2022/'23;177;13.0;130.0;29.0;101.0;145
2149;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;4e 20%-groep;2023/'24;173;16.0;130.0;91.0;39.0;79
2150;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2014/'15;52;22.0;19.0;3.0;16.0;48
2151;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2015/'16;64;21.0;35.0;5.0;30.0;61
2152;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2016/'17;63;34.0;18.0;3.0;15.0;59
2153;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2017/'18;61;23.0;23.0;8.0;15.0;53
2154;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2018/'19;69;1.0;52.0;7.0;45.0;60
2155;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2019/'20;67;;;;;67
2156;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2020/'21;74;7.0;53.0;12.0;41.0;62
2157;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2021/'22;75;5.0;54.0;13.0;41.0;62
2158;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2022/'23;69;7.0;51.0;7.0;44.0;62
2159;Mannen;Advies: vso/pro/vmbo-b;Buiten Nederland;5e 20%-groep;2023/'24;86;5.0;59.0;43.0;16.0;38
2160;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2014/'15;2384;1067.0;936.0;83.0;853.0;2344
2161;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2015/'16;2666;1621.0;938.0;216.0;722.0;2585
2162;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2016/'17;3170;2172.0;844.0;237.0;607.0;3044
2163;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2017/'18;3143;1915.0;1063.0;236.0;827.0;3076
2164;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2018/'19;3341;1749.0;1409.0;464.0;945.0;3160
2165;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2019/'20;3516;;;;;3516
2166;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2020/'21;3503;2143.0;1282.0;488.0;794.0;3385
2167;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2021/'22;3545;2131.0;1320.0;534.0;786.0;3444
2168;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2022/'23;3445;2212.0;1133.0;518.0;615.0;3410
2169;Mannen;Advies: vmbo-b/k;Totaal;Totaal inkomen;2023/'24;3887;2342.0;1405.0;1239.0;166.0;4322
2170;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2014/'15;562;246.0;223.0;22.0;201.0;558
2171;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2015/'16;706;443.0;235.0;73.0;162.0;674
2172;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2016/'17;834;573.0;208.0;69.0;139.0;812
2173;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2017/'18;851;506.0;275.0;73.0;202.0;838
2174;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2018/'19;898;450.0;375.0;145.0;230.0;859
2175;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2019/'20;933;;;;;933
2176;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2020/'21;931;579.0;324.0;142.0;182.0;910
2177;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2021/'22;918;539.0;343.0;149.0;194.0;931
2178;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2022/'23;868;535.0;296.0;151.0;145.0;882
2179;Mannen;Advies: vmbo-b/k;Totaal;1e 20%-groep;2023/'24;960;566.0;339.0;311.0;28.0;1143
2180;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2014/'15;555;260.0;217.0;18.0;199.0;545
2181;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2015/'16;615;382.0;211.0;42.0;169.0;605
2182;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2016/'17;687;455.0;202.0;54.0;148.0;651
2183;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2017/'18;694;421.0;241.0;48.0;193.0;686
2184;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2018/'19;758;386.0;339.0;106.0;233.0;719
2185;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2019/'20;754;;;;;754
2186;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2020/'21;780;475.0;285.0;111.0;174.0;752
2187;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2021/'22;785;460.0;311.0;138.0;173.0;747
2188;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2022/'23;727;471.0;235.0;109.0;126.0;733
2189;Mannen;Advies: vmbo-b/k;Totaal;2e 20%-groep;2023/'24;813;480.0;312.0;277.0;35.0;937
2190;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2014/'15;607;255.0;249.0;23.0;226.0;593
2191;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2015/'16;624;372.0;229.0;51.0;178.0;607
2192;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2016/'17;779;537.0;211.0;61.0;150.0;738
2193;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2017/'18;733;442.0;269.0;56.0;213.0;718
2194;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2018/'19;842;450.0;363.0;107.0;256.0;789
2195;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2019/'20;866;;;;;866
2196;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2020/'21;896;563.0;320.0;111.0;209.0;889
2197;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2021/'22;898;549.0;330.0;124.0;206.0;858
2198;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2022/'23;871;560.0;295.0;121.0;174.0;851
2199;Mannen;Advies: vmbo-b/k;Totaal;3e 20%-groep;2023/'24;1015;607.0;377.0;332.0;45.0;1125
2200;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2014/'15;409;196.0;144.0;7.0;137.0;406
2201;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2015/'16;474;275.0;184.0;38.0;146.0;461
2202;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2016/'17;581;403.0;155.0;38.0;117.0;557
2203;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2017/'18;545;345.0;178.0;41.0;137.0;526
2204;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2018/'19;556;311.0;220.0;71.0;149.0;516
2205;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2019/'20;599;;;;;599
2206;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2020/'21;551;340.0;205.0;79.0;126.0;513
2207;Mannen;Advies: vmbo-b/k;Totaal;4e 20%-groep;2021/'22;597;372.0;211.0;73.0;138.0;578
