ID;Geslacht;Leeftijd;Nationaliteit;CaribischNederland;Perioden;BevolkingOp1Januari_1
6105;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Bonaire;2019;2
6106;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Bonaire;2020;3
6107;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Bonaire;2021;5
6108;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Bonaire;2022;6
6109;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Bonaire;2023;12
6110;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2011;0
6111;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2012;1
6112;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2013;1
6113;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2014;0
6114;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2015;1
6115;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2016;2
6116;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2017;2
6117;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2018;1
6118;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2019;1
6119;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2020;2
6120;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2021;1
6121;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2022;2
6122;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Sint Eustatius;2023;1
6123;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2011;1
6124;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2012;0
6125;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2013;0
6126;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2014;0
6127;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2015;0
6128;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2016;2
6129;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2017;2
6130;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2018;2
6131;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2019;2
6132;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2020;0
6133;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2021;0
6134;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2022;0
6135;Totaal mannen en vrouwen;10 tot 15 jaar;Surinaams;Saba;2023;0
6136;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2011;0
6137;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2012;1
6138;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2013;1
6139;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2014;1
6140;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2015;1
6141;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2016;1
6142;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2017;1
6143;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2018;2
6144;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2019;2
6145;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2020;2
6146;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2021;2
6147;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2022;3
6148;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Caribisch Nederland;2023;2
6149;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2011;0
6150;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2012;0
6151;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2013;0
6152;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2014;0
6153;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2015;0
6154;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2016;0
6155;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2017;0
6156;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2018;0
6157;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2019;0
6158;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2020;0
6159;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2021;0
6160;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2022;0
6161;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Bonaire;2023;0
6162;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2011;0
6163;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2012;1
6164;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2013;1
6165;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2014;1
6166;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2015;1
6167;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2016;1
6168;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2017;1
6169;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2018;2
6170;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2019;2
6171;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2020;2
6172;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2021;1
6173;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2022;1
6174;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Sint Eustatius;2023;0
6175;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2011;0
6176;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2012;0
6177;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2013;0
6178;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2014;0
6179;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2015;0
6180;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2016;0
6181;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2017;0
6182;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2018;0
6183;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2019;0
6184;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2020;0
6185;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2021;1
6186;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2022;2
6187;Totaal mannen en vrouwen;10 tot 15 jaar;Burger van Trinidad en Tobago;Saba;2023;2
6188;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2011;15
6189;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2012;16
6190;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2013;15
6191;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2014;15
6192;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2015;15
6193;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2016;16
6194;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2017;11
6195;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2018;17
6196;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2019;23
6197;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2020;30
6198;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2021;37
6199;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2022;47
6200;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Caribisch Nederland;2023;50
6201;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2011;14
6202;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2012;15
6203;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2013;14
6204;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2014;14
6205;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2015;14
6206;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2016;16
6207;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2017;11
6208;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2018;17
6209;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2019;23
6210;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2020;29
6211;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2021;36
6212;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2022;45
6213;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Bonaire;2023;48
6214;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2011;0
6215;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2012;1
6216;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2013;1
6217;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2014;1
6218;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2015;1
6219;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2016;0
6220;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2017;0
6221;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2018;0
6222;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2019;0
6223;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2020;1
6224;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2021;1
6225;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2022;2
6226;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Sint Eustatius;2023;2
6227;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2011;1
6228;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2012;0
6229;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2013;0
6230;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2014;0
6231;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2015;0
6232;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2016;0
6233;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2017;0
6234;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2018;0
6235;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2019;0
6236;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2020;0
6237;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2021;0
6238;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2022;0
6239;Totaal mannen en vrouwen;10 tot 15 jaar;Venezolaans;Saba;2023;0
6240;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2011;2
6241;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2012;6
6242;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2013;5
6243;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2014;5
6244;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2015;4
6245;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2016;3
6246;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2017;2
6247;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2018;2
6248;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2019;1
6249;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2020;1
6250;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2021;1
6251;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2022;0
6252;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Caribisch Nederland;2023;4
6253;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2011;1
6254;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2012;2
6255;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2013;2
6256;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2014;2
6257;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2015;3
6258;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2016;2
6259;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2017;1
6260;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2018;1
6261;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2019;0
6262;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2020;0
6263;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2021;0
6264;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2022;0
6265;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Bonaire;2023;1
6266;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2011;1
6267;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2012;3
6268;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2013;3
6269;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2014;3
6270;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2015;1
6271;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2016;1
6272;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2017;0
6273;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2018;0
6274;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2019;0
6275;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2020;0
6276;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2021;0
6277;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2022;0
6278;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Sint Eustatius;2023;0
6279;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2011;0
6280;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2012;1
6281;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2013;0
6282;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2014;0
6283;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2015;0
6284;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2016;0
6285;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2017;1
6286;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2018;1
6287;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2019;1
6288;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2020;1
6289;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2021;1
6290;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2022;0
6291;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Azië;Saba;2023;3
6292;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2011;1
6293;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2012;2
6294;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2013;2
6295;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2014;2
6296;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2015;2
6297;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2016;1
6298;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2017;1
6299;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2018;1
6300;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2019;1
6301;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2020;2
6302;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2021;2
6303;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2022;0
6304;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Caribisch Nederland;2023;0
6305;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2011;1
6306;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2012;2
6307;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2013;2
6308;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2014;2
6309;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2015;2
6310;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2016;1
6311;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2017;1
6312;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2018;1
6313;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2019;1
6314;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2020;2
6315;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2021;2
6316;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2022;0
6317;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Bonaire;2023;0
6318;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2011;0
6319;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2012;0
6320;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2013;0
6321;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2014;0
6322;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2015;0
6323;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2016;0
6324;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2017;0
6325;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2018;0
6326;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2019;0
6327;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2020;0
6328;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2021;0
6329;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2022;0
6330;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Sint Eustatius;2023;0
6331;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2011;0
6332;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2012;0
6333;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2013;0
6334;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2014;0
6335;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2015;0
6336;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2016;0
6337;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2017;0
6338;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2018;0
6339;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2019;0
6340;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2020;0
6341;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2021;0
6342;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2022;0
6343;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Europa (exclusief Nederlands);Saba;2023;0
6344;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2011;6
6345;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2012;2
6346;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2013;6
6347;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2014;6
6348;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2015;6
6349;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2016;9
6350;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2017;12
6351;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2018;5
6352;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2019;6
6353;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2020;5
6354;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2021;5
6355;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2022;3
6356;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2023;2
6357;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2011;1
6358;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2012;0
6359;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2013;0
6360;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2014;0
6361;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2015;1
6362;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2016;1
6363;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2017;2
6364;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2018;0
6365;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2019;0
6366;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2020;2
6367;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2021;3
6368;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2022;2
6369;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Bonaire;2023;1
6370;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2011;4
6371;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2012;2
6372;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2013;3
6373;Totaal mannen en vrouwen;10 tot 15 jaar;Overig Midden- en Zuid-Amerika;Sint Eustatius;2014;3
