ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemers_1;BanenVanWerknemersMutatie_2
353;A-U Alle economische activiteiten;Achterhoek (CR);2009 december;162.2;-2.1
354;A-U Alle economische activiteiten;Achterhoek (CR);2010 december;161.7;-0.5
355;A-U Alle economische activiteiten;Achterhoek (CR);2010 december;163.4;
356;A-U Alle economische activiteiten;Achterhoek (CR);2011 december;165.9;2.5
357;A-U Alle economische activiteiten;Achterhoek (CR);2011 december;165.16;
358;A-U Alle economische activiteiten;Achterhoek (CR);2012 december;162.84;-2.32
359;A-U Alle economische activiteiten;Achterhoek (CR);2012 december;163.24;
360;A-U Alle economische activiteiten;Achterhoek (CR);2013 december;159.4;-3.83
361;A-U Alle economische activiteiten;Achterhoek (CR);2013 december;156.75;
362;A-U Alle economische activiteiten;Achterhoek (CR);2014 december;157.89;1.15
363;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2008 december;334.8;
364;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2009 december;329.6;-5.2
365;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2010 december;329.7;0.1
366;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2010 december;328.3;
367;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2011 december;329.1;0.8
368;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2011 december;332.05;
369;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2012 december;326.16;-5.9
370;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2012 december;325.38;
371;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2013 december;317.3;-8.08
372;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2013 december;314.15;
373;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2014 december;314.83;0.68
374;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2008 december;100.4;
375;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2009 december;100.4;0.0
376;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2010 december;103.0;2.6
377;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2010 december;100.3;
378;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2011 december;102.1;1.8
379;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2011 december;101.49;
380;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2012 december;100.01;-1.48
381;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2012 december;98.94;
382;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2013 december;97.07;-1.87
383;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2013 december;98.76;
384;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2014 december;100.43;1.68
385;A-U Alle economische activiteiten;Utrecht (CR);2008 december;668.4;
386;A-U Alle economische activiteiten;Utrecht (CR);2009 december;663.5;-4.9
387;A-U Alle economische activiteiten;Utrecht (CR);2010 december;665.6;2.1
388;A-U Alle economische activiteiten;Utrecht (CR);2010 december;666.0;
389;A-U Alle economische activiteiten;Utrecht (CR);2011 december;672.6;6.6
390;A-U Alle economische activiteiten;Utrecht (CR);2011 december;674.24;
391;A-U Alle economische activiteiten;Utrecht (CR);2012 december;669.5;-4.74
392;A-U Alle economische activiteiten;Utrecht (CR);2012 december;666.59;
393;A-U Alle economische activiteiten;Utrecht (CR);2013 december;659.32;-7.27
394;A-U Alle economische activiteiten;Utrecht (CR);2013 december;658.92;
395;A-U Alle economische activiteiten;Utrecht (CR);2014 december;660.33;1.41
396;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2008 december;142.6;
397;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2009 december;143.3;0.7
398;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2010 december;140.2;-3.1
399;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2010 december;140.9;
400;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2011 december;141.3;0.4
401;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2011 december;144.64;
402;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2012 december;140.99;-3.66
403;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2012 december;141.46;
404;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2013 december;141.16;-0.3
405;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2013 december;138.51;
406;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2014 december;138.72;0.21
407;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2008 december;97.4;
408;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2009 december;97.7;0.3
409;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2010 december;97.2;-0.5
410;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2010 december;98.0;
411;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2011 december;99.4;1.4
412;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2011 december;100.19;
413;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2012 december;98.33;-1.86
414;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2012 december;98.64;
415;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2013 december;95.29;-3.35
416;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2013 december;94.53;
417;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2014 december;94.44;-0.09
418;A-U Alle economische activiteiten;IJmond (CR);2008 december;74.2;
419;A-U Alle economische activiteiten;IJmond (CR);2009 december;73.0;-1.2
420;A-U Alle economische activiteiten;IJmond (CR);2010 december;72.8;-0.2
421;A-U Alle economische activiteiten;IJmond (CR);2010 december;73.4;
422;A-U Alle economische activiteiten;IJmond (CR);2011 december;73.2;-0.2
423;A-U Alle economische activiteiten;IJmond (CR);2011 december;73.86;
424;A-U Alle economische activiteiten;IJmond (CR);2012 december;72.98;-0.88
425;A-U Alle economische activiteiten;IJmond (CR);2012 december;73.04;
426;A-U Alle economische activiteiten;IJmond (CR);2013 december;71.23;-1.81
427;A-U Alle economische activiteiten;IJmond (CR);2013 december;71.78;
428;A-U Alle economische activiteiten;IJmond (CR);2014 december;71.46;-0.32
429;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2008 december;87.4;
430;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2009 december;85.8;-1.6
431;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2010 december;85.2;-0.6
432;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2010 december;86.6;
433;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2011 december;85.4;-1.2
434;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2011 december;85.31;
435;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2012 december;84.93;-0.38
436;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2012 december;84.09;
437;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2013 december;82.11;-1.98
438;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2013 december;82.23;
439;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2014 december;81.78;-0.44
440;A-U Alle economische activiteiten;Zaanstreek (CR);2008 december;55.5;
441;A-U Alle economische activiteiten;Zaanstreek (CR);2009 december;55.5;0.0
442;A-U Alle economische activiteiten;Zaanstreek (CR);2010 december;57.3;1.8
443;A-U Alle economische activiteiten;Zaanstreek (CR);2010 december;58.9;
444;A-U Alle economische activiteiten;Zaanstreek (CR);2011 december;58.1;-0.8
445;A-U Alle economische activiteiten;Zaanstreek (CR);2011 december;57.69;
446;A-U Alle economische activiteiten;Zaanstreek (CR);2012 december;57.43;-0.26
447;A-U Alle economische activiteiten;Zaanstreek (CR);2012 december;57.6;
448;A-U Alle economische activiteiten;Zaanstreek (CR);2013 december;57.5;-0.1
449;A-U Alle economische activiteiten;Zaanstreek (CR);2013 december;57.53;
450;A-U Alle economische activiteiten;Zaanstreek (CR);2014 december;57.86;0.33
451;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2008 december;831.0;
452;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2009 december;825.6;-5.4
453;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2010 december;830.2;4.6
454;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2010 december;836.1;
455;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2011 december;841.7;5.6
456;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2011 december;842.32;
457;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2012 december;837.38;-4.94
458;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2012 december;829.3;
459;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2013 december;826.14;-3.17
460;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2013 december;854.12;
461;A-U Alle economische activiteiten;Groot-Amsterdam (CR);2014 december;872.74;18.62
462;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2008 december;111.3;
463;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2009 december;106.9;-4.4
464;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2010 december;105.3;-1.6
465;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2010 december;106.8;
466;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2011 december;106.5;-0.3
467;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2011 december;107.82;
468;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2012 december;105.08;-2.74
469;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2012 december;104.12;
470;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2013 december;102.62;-1.5
471;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2013 december;102.04;
472;A-U Alle economische activiteiten;Het Gooi en Vechtstreek (CR);2014 december;102.6;0.55
473;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2008 december;173.7;
474;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2009 december;171.5;-2.2
475;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2010 december;172.9;1.4
476;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2010 december;172.5;
477;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2011 december;172.6;0.1
478;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2011 december;174.13;
479;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2012 december;173.83;-0.3
480;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2012 december;170.81;
481;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2013 december;170.45;-0.36
482;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2013 december;168.58;
483;A-U Alle economische activiteiten;Agglomeratie Leiden en Bollenstreek (CR);2014 december;166.84;-1.74
484;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2008 december;399.2;
485;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2009 december;400.1;0.9
486;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2010 december;404.4;4.3
487;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2010 december;406.0;
488;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2011 december;390.8;-15.2
489;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2011 december;398.26;
490;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2012 december;387.72;-10.54
491;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2012 december;392.04;
492;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2013 december;381.39;-10.65
493;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2013 december;378.37;
494;A-U Alle economische activiteiten;Agglomeratie 's-Gravenhage (CR);2014 december;382.22;3.85
495;A-U Alle economische activiteiten;Delft en Westland (CR);2008 december;117.8;
496;A-U Alle economische activiteiten;Delft en Westland (CR);2009 december;114.9;-2.9
497;A-U Alle economische activiteiten;Delft en Westland (CR);2010 december;116.1;1.2
498;A-U Alle economische activiteiten;Delft en Westland (CR);2010 december;116.8;
499;A-U Alle economische activiteiten;Delft en Westland (CR);2011 december;119.1;2.3
500;A-U Alle economische activiteiten;Delft en Westland (CR);2011 december;120.01;
501;A-U Alle economische activiteiten;Delft en Westland (CR);2012 december;119.22;-0.79
502;A-U Alle economische activiteiten;Delft en Westland (CR);2012 december;118.73;
503;A-U Alle economische activiteiten;Delft en Westland (CR);2013 december;117.67;-1.06
504;A-U Alle economische activiteiten;Delft en Westland (CR);2013 december;117.16;
505;A-U Alle economische activiteiten;Delft en Westland (CR);2014 december;118.64;1.47
506;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2008 december;135.9;
507;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2009 december;135.0;-0.9
508;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2010 december;124.5;-10.5
509;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2010 december;124.7;
510;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2011 december;123.7;-1.0
511;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2011 december;123.9;
512;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2012 december;121.78;-2.12
513;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2012 december;121.91;
514;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2013 december;118.83;-3.08
515;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2013 december;119.89;
516;A-U Alle economische activiteiten;Oost-Zuid-Holland (CR);2014 december;119.22;-0.66
517;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2008 december;661.9;
518;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2009 december;655.0;-6.9
519;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2010 december;668.3;13.3
520;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2010 december;668.7;
521;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2011 december;663.9;-4.8
522;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2011 december;663.18;
523;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2012 december;657.8;-5.38
524;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2012 december;653.14;
525;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2013 december;639.16;-13.98
526;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2013 december;637.17;
527;A-U Alle economische activiteiten;Groot-Rijnmond (CR);2014 december;642.94;5.77
528;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2008 december;178.3;
529;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2009 december;176.3;-2.0
530;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2010 december;174.7;-1.6
531;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2010 december;174.6;
532;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2011 december;176.7;2.1
533;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2011 december;177.81;
534;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2012 december;176.25;-1.57
535;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2012 december;175.62;
536;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2013 december;173.23;-2.38
537;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2013 december;170.63;
538;A-U Alle economische activiteiten;Zuidoost-Zuid-Holland (CR);2014 december;170.36;-0.27
539;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2008 december;42.7;
540;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2009 december;42.2;-0.5
541;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2010 december;41.8;-0.4
542;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2010 december;43.2;
543;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2011 december;43.5;0.3
544;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2011 december;43.54;
545;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2012 december;42.65;-0.89
546;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2012 december;42.69;
547;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2013 december;41.23;-1.45
548;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2013 december;41.07;
549;A-U Alle economische activiteiten;Zeeuwsch-Vlaanderen (CR);2014 december;41.08;0.01
550;A-U Alle economische activiteiten;Overig Zeeland (CR);2008 december;110.0;
