ID;GeslachtEnBedrijf;TypeEnOpleidendeInstantie;Perioden;GevolgdeCursussenOfOpleidingen_1;GevolgdeInterneOpleidingen_2;GevolgdeExterneOpleidingen_3;VerdelingCursussenOfOpleidingen_4;VerdelingInterneCursussenOpleidingen_5;VerdelingExterneCursussenOpleidingen_6;InterneEnExterneOpleidingsuren_7;GevolgdeInterneOpleidingsuren_8;GevolgdeExterneOpleidingsuren_9;VerdelingInterneEnExterneUren_10;VerdelingInterneOpleidingsuren_11;VerdelingExterneOpleidingsuren_12
489;I Vervoer, opslag en communicatie;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
490;I Vervoer, opslag en communicatie;Moeder- en zusterbedrijven;1999;6.0;;6.0;2.0;;5.0;253.0;;253.0;4.0;;8.0
491;I Vervoer, opslag en communicatie;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
492;I Vervoer, opslag en communicatie;Vakbonden;1999;0.0;;0.0;0.0;;0.0;3.0;;3.0;0.0;;0.0
493;I Vervoer, opslag en communicatie;Vakbonden;2005;;;;;;;;;21.0;;;1.0
494;I Vervoer, opslag en communicatie;KvK, branche- en werkgeversorg.;1999;5.0;;5.0;2.0;;4.0;141.0;;141.0;2.0;;5.0
495;I Vervoer, opslag en communicatie;KvK, branche- en werkgeversorg.;2005;;;;;;;;;6.0;;;0.0
496;I Vervoer, opslag en communicatie;Eigen bedrijf;1999;133.0;133.0;;52.0;;;3249.0;3249.0;;51.0;;
497;I Vervoer, opslag en communicatie;Eigen bedrijf;2005;;;;;;;;;;;;
498;I Vervoer, opslag en communicatie;Overige instanties;1999;1.0;;1.0;1.0;;1.0;47.0;;47.0;1.0;;2.0
499;I Vervoer, opslag en communicatie;Overige instanties;2005;;;;;;;;;260.0;;;13.0
500;J Financiële instellingen;Totaal van de opleidingen;1999;257.0;145.0;112.0;100.0;100.0;100.0;7819.0;5129.0;2690.0;100.0;100.0;100.0
501;J Financiële instellingen;Totaal van de opleidingen;2005;;;;;;;4918.0;;;100.0;;
502;J Financiële instellingen;Talen;1999;9.0;1.0;8.0;4.0;1.0;7.0;243.0;15.0;228.0;3.0;0.0;8.0
503;J Financiële instellingen;Talen;2005;;;;;;;103.0;;;2.0;;
504;J Financiële instellingen;Verkoop en marketing;1999;28.0;24.0;5.0;11.0;16.0;4.0;475.0;341.0;133.0;6.0;7.0;5.0
505;J Financiële instellingen;Verkoop en marketing;2005;;;;;;;324.0;;;7.0;;
506;J Financiële instellingen;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
507;J Financiële instellingen;Boekhouding/financiën/management/kantoor;2005;;;;;;;3040.0;;;62.0;;
508;J Financiële instellingen;Boekhouding en financiën;1999;116.0;71.0;45.0;45.0;49.0;40.0;5018.0;3713.0;1304.0;64.0;72.0;48.0
509;J Financiële instellingen;Boekhouding en financiën;2005;;;;;;;;;;;;
510;J Financiële instellingen;Management;1999;11.0;4.0;7.0;4.0;3.0;6.0;508.0;291.0;217.0;6.0;6.0;8.0
511;J Financiële instellingen;Management;2005;;;;;;;;;;;;
512;J Financiële instellingen;Kantoorwerk;1999;6.0;3.0;3.0;2.0;2.0;3.0;77.0;31.0;47.0;1.0;1.0;2.0
513;J Financiële instellingen;Kantoorwerk;2005;;;;;;;;;;;;
514;J Financiële instellingen;Persoonlijke vaardigheden;1999;41.0;24.0;18.0;16.0;16.0;16.0;694.0;341.0;353.0;9.0;7.0;13.0
515;J Financiële instellingen;Persoonlijke vaardigheden;2005;;;;;;;580.0;;;12.0;;
516;J Financiële instellingen;Informatica;1999;37.0;14.0;24.0;15.0;9.0;21.0;681.0;350.0;331.0;9.0;7.0;12.0
517;J Financiële instellingen;Informatica;2005;;;;;;;348.0;;;7.0;;
518;J Financiële instellingen;Techniek, bouw en productie;1999;5.0;4.0;1.0;2.0;3.0;1.0;45.0;31.0;15.0;1.0;1.0;1.0
519;J Financiële instellingen;Techniek, bouw en productie;2005;;;;;;;47.0;;;1.0;;
520;J Financiële instellingen;Milieu en arbeidsomstandigheden;1999;2.0;1.0;1.0;1.0;0.0;1.0;21.0;5.0;16.0;0.0;0.0;1.0
521;J Financiële instellingen;Milieu en arbeidsomstandigheden;2005;;;;;;;50.0;;;1.0;;
522;J Financiële instellingen;Diensten;1999;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;6.0;0.0;0.0;0.0
523;J Financiële instellingen;Diensten;2005;;;;;;;10.0;;;0.0;;
524;J Financiële instellingen;Overige typen;1999;1.0;0.0;1.0;0.0;0.0;1.0;50.0;10.0;40.0;1.0;0.0;1.0
525;J Financiële instellingen;Overige typen;2005;;;;;;;416.0;;;9.0;;
526;J Financiële instellingen;Hogescholen en universiteiten;1999;;;;;;;;;;;;
527;J Financiële instellingen;Hogescholen en universiteiten;2005;;;;;;;;;161.0;;;12.0
528;J Financiële instellingen;(Hoge-)scholen;1999;1.0;;1.0;1.0;;1.0;78.0;;78.0;1.0;;3.0
529;J Financiële instellingen;(Hoge-)scholen;2005;;;;;;;;;;;;
530;J Financiële instellingen;Universiteiten;1999;13.0;;13.0;5.0;;11.0;274.0;;274.0;4.0;;10.0
531;J Financiële instellingen;Universiteiten;2005;;;;;;;;;;;;
532;J Financiële instellingen;Opleidingsinstelling publieke sector;1999;7.0;;7.0;3.0;;6.0;268.0;;268.0;3.0;;10.0
533;J Financiële instellingen;Opleidingsinstelling publieke sector;2005;;;;;;;;;99.0;;;8.0
534;J Financiële instellingen;Particuliere opleidingsinstituten;1999;74.0;;74.0;29.0;;66.0;1694.0;;1694.0;22.0;;63.0
535;J Financiële instellingen;Particuliere opleidingsinstituten;2005;;;;;;;;;846.0;;;64.0
536;J Financiële instellingen;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
537;J Financiële instellingen;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;70.0;;;5.0
538;J Financiële instellingen;Leveranciers van apparatuur en software;1999;10.0;;10.0;4.0;;9.0;123.0;;123.0;2.0;;5.0
539;J Financiële instellingen;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
540;J Financiële instellingen;Moeder- en zusterbedrijven;1999;3.0;;3.0;1.0;;3.0;65.0;;65.0;1.0;;2.0
541;J Financiële instellingen;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
542;J Financiële instellingen;Vakbonden;1999;0.0;;0.0;0.0;;0.0;1.0;;1.0;0.0;;0.0
543;J Financiële instellingen;Vakbonden;2005;;;;;;;;;37.0;;;3.0
544;J Financiële instellingen;KvK, branche- en werkgeversorg.;1999;3.0;;3.0;1.0;;3.0;175.0;;175.0;2.0;;7.0
545;J Financiële instellingen;KvK, branche- en werkgeversorg.;2005;;;;;;;;;3.0;;;0.0
546;J Financiële instellingen;Eigen bedrijf;1999;145.0;145.0;;57.0;;;5129.0;5129.0;;66.0;;
547;J Financiële instellingen;Eigen bedrijf;2005;;;;;;;;;;;;
548;J Financiële instellingen;Overige instanties;1999;0.0;;0.0;0.0;;0.0;12.0;;12.0;0.0;;0.0
549;J Financiële instellingen;Overige instanties;2005;;;;;;;;;109.0;;;8.0
550;K VH en handel in onroerend goed, ..;Totaal van de opleidingen;1999;633.0;274.0;359.0;100.0;100.0;100.0;17796.0;5533.0;12262.0;100.0;100.0;100.0
551;K VH en handel in onroerend goed, ..;Totaal van de opleidingen;2005;;;;;;;12743.0;;;100.0;;
552;K VH en handel in onroerend goed, ..;Talen;1999;10.0;2.0;8.0;2.0;1.0;2.0;161.0;45.0;116.0;1.0;1.0;1.0
553;K VH en handel in onroerend goed, ..;Talen;2005;;;;;;;323.0;;;3.0;;
554;K VH en handel in onroerend goed, ..;Verkoop en marketing;1999;33.0;16.0;17.0;5.0;6.0;5.0;944.0;445.0;499.0;5.0;8.0;4.0
555;K VH en handel in onroerend goed, ..;Verkoop en marketing;2005;;;;;;;1111.0;;;9.0;;
556;K VH en handel in onroerend goed, ..;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
557;K VH en handel in onroerend goed, ..;Boekhouding/financiën/management/kantoor;2005;;;;;;;2377.0;;;19.0;;
558;K VH en handel in onroerend goed, ..;Boekhouding en financiën;1999;69.0;34.0;35.0;11.0;12.0;10.0;4691.0;1201.0;3491.0;26.0;22.0;28.0
559;K VH en handel in onroerend goed, ..;Boekhouding en financiën;2005;;;;;;;;;;;;
560;K VH en handel in onroerend goed, ..;Management;1999;48.0;25.0;23.0;8.0;9.0;7.0;1505.0;597.0;908.0;8.0;11.0;7.0
561;K VH en handel in onroerend goed, ..;Management;2005;;;;;;;;;;;;
562;K VH en handel in onroerend goed, ..;Kantoorwerk;1999;16.0;4.0;12.0;3.0;2.0;3.0;292.0;83.0;209.0;2.0;1.0;2.0
563;K VH en handel in onroerend goed, ..;Kantoorwerk;2005;;;;;;;;;;;;
564;K VH en handel in onroerend goed, ..;Persoonlijke vaardigheden;1999;110.0;56.0;55.0;17.0;20.0;15.0;2425.0;1196.0;1230.0;14.0;22.0;10.0
565;K VH en handel in onroerend goed, ..;Persoonlijke vaardigheden;2005;;;;;;;1676.0;;;13.0;;
566;K VH en handel in onroerend goed, ..;Informatica;1999;205.0;82.0;123.0;32.0;30.0;34.0;4109.0;1004.0;3106.0;23.0;18.0;25.0
567;K VH en handel in onroerend goed, ..;Informatica;2005;;;;;;;1835.0;;;14.0;;
568;K VH en handel in onroerend goed, ..;Techniek, bouw en productie;1999;24.0;5.0;19.0;4.0;2.0;5.0;958.0;285.0;674.0;5.0;5.0;5.0
569;K VH en handel in onroerend goed, ..;Techniek, bouw en productie;2005;;;;;;;1239.0;;;10.0;;
570;K VH en handel in onroerend goed, ..;Milieu en arbeidsomstandigheden;1999;40.0;13.0;27.0;6.0;5.0;8.0;920.0;365.0;555.0;5.0;7.0;5.0
571;K VH en handel in onroerend goed, ..;Milieu en arbeidsomstandigheden;2005;;;;;;;320.0;;;3.0;;
572;K VH en handel in onroerend goed, ..;Diensten;1999;45.0;26.0;18.0;7.0;10.0;5.0;1013.0;164.0;849.0;6.0;3.0;7.0
573;K VH en handel in onroerend goed, ..;Diensten;2005;;;;;;;466.0;;;4.0;;
574;K VH en handel in onroerend goed, ..;Overige typen;1999;33.0;12.0;21.0;5.0;4.0;6.0;776.0;150.0;626.0;4.0;3.0;5.0
575;K VH en handel in onroerend goed, ..;Overige typen;2005;;;;;;;3396.0;;;27.0;;
576;K VH en handel in onroerend goed, ..;Hogescholen en universiteiten;1999;;;;;;;;;;;;
577;K VH en handel in onroerend goed, ..;Hogescholen en universiteiten;2005;;;;;;;;;1995.0;;;24.0
578;K VH en handel in onroerend goed, ..;(Hoge-)scholen;1999;6.0;;6.0;1.0;;2.0;703.0;;703.0;4.0;;6.0
579;K VH en handel in onroerend goed, ..;(Hoge-)scholen;2005;;;;;;;;;;;;
580;K VH en handel in onroerend goed, ..;Universiteiten;1999;8.0;;8.0;1.0;;2.0;1344.0;;1344.0;8.0;;11.0
581;K VH en handel in onroerend goed, ..;Universiteiten;2005;;;;;;;;;;;;
582;K VH en handel in onroerend goed, ..;Opleidingsinstelling publieke sector;1999;47.0;;47.0;7.0;;13.0;1721.0;;1721.0;10.0;;14.0
583;K VH en handel in onroerend goed, ..;Opleidingsinstelling publieke sector;2005;;;;;;;;;1656.0;;;20.0
584;K VH en handel in onroerend goed, ..;Particuliere opleidingsinstituten;1999;212.0;;212.0;34.0;;59.0;5757.0;;5757.0;32.0;;47.0
585;K VH en handel in onroerend goed, ..;Particuliere opleidingsinstituten;2005;;;;;;;;;3560.0;;;43.0
586;K VH en handel in onroerend goed, ..;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
587;K VH en handel in onroerend goed, ..;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;408.0;;;5.0
588;K VH en handel in onroerend goed, ..;Leveranciers van apparatuur en software;1999;38.0;;38.0;6.0;;11.0;1099.0;;1099.0;6.0;;9.0
589;K VH en handel in onroerend goed, ..;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
590;K VH en handel in onroerend goed, ..;Moeder- en zusterbedrijven;1999;29.0;;29.0;5.0;;8.0;812.0;;812.0;5.0;;7.0
591;K VH en handel in onroerend goed, ..;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
592;K VH en handel in onroerend goed, ..;Vakbonden;1999;0.0;;0.0;0.0;;0.0;2.0;;2.0;0.0;;0.0
593;K VH en handel in onroerend goed, ..;Vakbonden;2005;;;;;;;;;81.0;;;1.0
594;K VH en handel in onroerend goed, ..;KvK, branche- en werkgeversorg.;1999;13.0;;13.0;2.0;;4.0;470.0;;470.0;3.0;;4.0
595;K VH en handel in onroerend goed, ..;KvK, branche- en werkgeversorg.;2005;;;;;;;;;14.0;;;0.0
596;K VH en handel in onroerend goed, ..;Eigen bedrijf;1999;274.0;274.0;;43.0;;;5533.0;5533.0;;31.0;;
597;K VH en handel in onroerend goed, ..;Eigen bedrijf;2005;;;;;;;;;;;;
598;K VH en handel in onroerend goed, ..;Overige instanties;1999;5.0;;5.0;1.0;;2.0;354.0;;354.0;2.0;;3.0
599;K VH en handel in onroerend goed, ..;Overige instanties;2005;;;;;;;;;627.0;;;8.0
600;O Milieudienstverlening, cultuur, ..;Totaal van de opleidingen;1999;126.0;55.0;71.0;100.0;100.0;100.0;2230.0;694.0;1536.0;100.0;100.0;100.0
601;O Milieudienstverlening, cultuur, ..;Totaal van de opleidingen;2005;;;;;;;1625.0;;;100.0;;
602;O Milieudienstverlening, cultuur, ..;Talen;1999;2.0;0.0;2.0;1.0;1.0;2.0;61.0;9.0;52.0;3.0;1.0;3.0
603;O Milieudienstverlening, cultuur, ..;Talen;2005;;;;;;;78.0;;;5.0;;
604;O Milieudienstverlening, cultuur, ..;Verkoop en marketing;1999;9.0;6.0;3.0;7.0;10.0;5.0;140.0;55.0;84.0;6.0;8.0;6.0
605;O Milieudienstverlening, cultuur, ..;Verkoop en marketing;2005;;;;;;;101.0;;;6.0;;
606;O Milieudienstverlening, cultuur, ..;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
607;O Milieudienstverlening, cultuur, ..;Boekhouding/financiën/management/kantoor;2005;;;;;;;76.0;;;5.0;;
608;O Milieudienstverlening, cultuur, ..;Boekhouding en financiën;1999;2.0;1.0;1.0;1.0;1.0;1.0;84.0;5.0;79.0;4.0;1.0;5.0
609;O Milieudienstverlening, cultuur, ..;Boekhouding en financiën;2005;;;;;;;;;;;;
610;O Milieudienstverlening, cultuur, ..;Management;1999;6.0;1.0;5.0;5.0;3.0;7.0;191.0;41.0;150.0;9.0;6.0;10.0
611;O Milieudienstverlening, cultuur, ..;Management;2005;;;;;;;;;;;;
612;O Milieudienstverlening, cultuur, ..;Kantoorwerk;1999;3.0;1.0;2.0;2.0;1.0;3.0;32.0;4.0;28.0;1.0;1.0;2.0
613;O Milieudienstverlening, cultuur, ..;Kantoorwerk;2005;;;;;;;;;;;;
614;O Milieudienstverlening, cultuur, ..;Persoonlijke vaardigheden;1999;25.0;16.0;9.0;20.0;30.0;13.0;440.0;260.0;180.0;20.0;37.0;12.0
615;O Milieudienstverlening, cultuur, ..;Persoonlijke vaardigheden;2005;;;;;;;519.0;;;32.0;;
616;O Milieudienstverlening, cultuur, ..;Informatica;1999;33.0;13.0;20.0;26.0;23.0;28.0;429.0;119.0;310.0;19.0;17.0;20.0
617;O Milieudienstverlening, cultuur, ..;Informatica;2005;;;;;;;108.0;;;7.0;;
618;O Milieudienstverlening, cultuur, ..;Techniek, bouw en productie;1999;4.0;2.0;2.0;3.0;3.0;3.0;143.0;56.0;88.0;6.0;8.0;6.0
619;O Milieudienstverlening, cultuur, ..;Techniek, bouw en productie;2005;;;;;;;78.0;;;5.0;;
620;O Milieudienstverlening, cultuur, ..;Milieu en arbeidsomstandigheden;1999;26.0;8.0;18.0;20.0;15.0;25.0;510.0;109.0;401.0;23.0;16.0;26.0
621;O Milieudienstverlening, cultuur, ..;Milieu en arbeidsomstandigheden;2005;;;;;;;95.0;;;6.0;;
622;O Milieudienstverlening, cultuur, ..;Diensten;1999;14.0;7.0;7.0;11.0;13.0;10.0;110.0;30.0;81.0;5.0;4.0;5.0
623;O Milieudienstverlening, cultuur, ..;Diensten;2005;;;;;;;36.0;;;2.0;;
624;O Milieudienstverlening, cultuur, ..;Overige typen;1999;2.0;0.0;2.0;2.0;1.0;3.0;91.0;7.0;84.0;4.0;1.0;5.0
625;O Milieudienstverlening, cultuur, ..;Overige typen;2005;;;;;;;534.0;;;33.0;;
626;O Milieudienstverlening, cultuur, ..;Hogescholen en universiteiten;1999;;;;;;;;;;;;
627;O Milieudienstverlening, cultuur, ..;Hogescholen en universiteiten;2005;;;;;;;;;101.0;;;11.0
628;O Milieudienstverlening, cultuur, ..;(Hoge-)scholen;1999;2.0;;2.0;2.0;;3.0;207.0;;207.0;9.0;;13.0
629;O Milieudienstverlening, cultuur, ..;(Hoge-)scholen;2005;;;;;;;;;;;;
630;O Milieudienstverlening, cultuur, ..;Universiteiten;1999;0.0;;0.0;0.0;;1.0;23.0;;23.0;1.0;;1.0
631;O Milieudienstverlening, cultuur, ..;Universiteiten;2005;;;;;;;;;;;;
632;O Milieudienstverlening, cultuur, ..;Opleidingsinstelling publieke sector;1999;15.0;;15.0;12.0;;21.0;340.0;;340.0;15.0;;22.0
633;O Milieudienstverlening, cultuur, ..;Opleidingsinstelling publieke sector;2005;;;;;;;;;140.0;;;16.0
634;O Milieudienstverlening, cultuur, ..;Particuliere opleidingsinstituten;1999;43.0;;43.0;34.0;;61.0;780.0;;780.0;35.0;;51.0
635;O Milieudienstverlening, cultuur, ..;Particuliere opleidingsinstituten;2005;;;;;;;;;388.0;;;43.0
636;O Milieudienstverlening, cultuur, ..;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
637;O Milieudienstverlening, cultuur, ..;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;56.0;;;6.0
638;O Milieudienstverlening, cultuur, ..;Leveranciers van apparatuur en software;1999;6.0;;6.0;4.0;;8.0;123.0;;123.0;6.0;;8.0
639;O Milieudienstverlening, cultuur, ..;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
640;O Milieudienstverlening, cultuur, ..;Moeder- en zusterbedrijven;1999;1.0;;1.0;1.0;;2.0;20.0;;20.0;1.0;;1.0
641;O Milieudienstverlening, cultuur, ..;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
642;O Milieudienstverlening, cultuur, ..;Vakbonden;1999;0.0;;0.0;0.0;;0.0;1.0;;1.0;0.0;;0.0
643;O Milieudienstverlening, cultuur, ..;Vakbonden;2005;;;;;;;;;17.0;;;2.0
644;O Milieudienstverlening, cultuur, ..;KvK, branche- en werkgeversorg.;1999;2.0;;2.0;2.0;;3.0;37.0;;37.0;2.0;;2.0
645;O Milieudienstverlening, cultuur, ..;KvK, branche- en werkgeversorg.;2005;;;;;;;;;6.0;;;1.0
646;O Milieudienstverlening, cultuur, ..;Eigen bedrijf;1999;55.0;55.0;;44.0;;;694.0;694.0;;31.0;;
647;O Milieudienstverlening, cultuur, ..;Eigen bedrijf;2005;;;;;;;;;;;;
648;O Milieudienstverlening, cultuur, ..;Overige instanties;1999;0.0;;0.0;0.0;;0.0;5.0;;5.0;0.0;;0.0
649;O Milieudienstverlening, cultuur, ..;Overige instanties;2005;;;;;;;;;184.0;;;21.0
650;0 tot 100 werknemers;Totaal van de opleidingen;1999;1005.0;319.0;686.0;100.0;100.0;100.0;25634.0;6852.0;18782.0;100.0;100.0;100.0
651;0 tot 100 werknemers;Totaal van de opleidingen;2005;;;;;;;13889.0;;;100.0;;
652;0 tot 100 werknemers;Talen;1999;13.0;2.0;11.0;1.0;1.0;2.0;488.0;64.0;424.0;2.0;1.0;2.0
653;0 tot 100 werknemers;Talen;2005;;;;;;;356.0;;;3.0;;
654;0 tot 100 werknemers;Verkoop en marketing;1999;86.0;13.0;48.0;9.0;4.0;7.0;2322.0;145.0;1422.0;9.0;2.0;8.0
655;0 tot 100 werknemers;Verkoop en marketing;2005;;;;;;;1341.0;;;10.0;;
656;0 tot 100 werknemers;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
657;0 tot 100 werknemers;Boekhouding/financiën/management/kantoor;2005;;;;;;;796.0;;;6.0;;
658;0 tot 100 werknemers;Boekhouding en financiën;1999;51.0;4.0;38.0;5.0;1.0;6.0;3568.0;106.0;2872.0;14.0;2.0;15.0
659;0 tot 100 werknemers;Boekhouding en financiën;2005;;;;;;;;;;;;
660;0 tot 100 werknemers;Management;1999;50.0;38.0;34.0;5.0;12.0;5.0;1970.0;900.0;1597.0;8.0;13.0;9.0
661;0 tot 100 werknemers;Management;2005;;;;;;;;;;;;
662;0 tot 100 werknemers;Kantoorwerk;1999;11.0;14.0;8.0;1.0;4.0;1.0;203.0;696.0;182.0;1.0;10.0;1.0
663;0 tot 100 werknemers;Kantoorwerk;2005;;;;;;;;;;;;
664;0 tot 100 werknemers;Persoonlijke vaardigheden;1999;121.0;16.0;66.0;12.0;5.0;10.0;2650.0;373.0;1497.0;10.0;5.0;8.0
665;0 tot 100 werknemers;Persoonlijke vaardigheden;2005;;;;;;;1939.0;;;14.0;;
666;0 tot 100 werknemers;Informatica;1999;193.0;3.0;137.0;19.0;1.0;20.0;3861.0;21.0;2651.0;15.0;0.0;14.0
667;0 tot 100 werknemers;Informatica;2005;;;;;;;1358.0;;;10.0;;
668;0 tot 100 werknemers;Techniek, bouw en productie;1999;198.0;55.0;135.0;20.0;17.0;20.0;5444.0;1154.0;4233.0;21.0;17.0;23.0
669;0 tot 100 werknemers;Techniek, bouw en productie;2005;;;;;;;3965.0;;;29.0;;
670;0 tot 100 werknemers;Milieu en arbeidsomstandigheden;1999;199.0;57.0;144.0;20.0;18.0;21.0;3409.0;1210.0;2436.0;13.0;18.0;13.0
671;0 tot 100 werknemers;Milieu en arbeidsomstandigheden;2005;;;;;;;620.0;;;5.0;;
672;0 tot 100 werknemers;Diensten;1999;58.0;63.0;45.0;6.0;20.0;7.0;1104.0;1211.0;959.0;4.0;18.0;5.0
673;0 tot 100 werknemers;Diensten;2005;;;;;;;639.0;;;5.0;;
674;0 tot 100 werknemers;Overige typen;1999;25.0;55.0;20.0;2.0;17.0;3.0;616.0;973.0;510.0;2.0;14.0;3.0
675;0 tot 100 werknemers;Overige typen;2005;;;;;;;2874.0;;;21.0;;
676;0 tot 100 werknemers;Hogescholen en universiteiten;1999;;;;;;;;;;;;
677;0 tot 100 werknemers;Hogescholen en universiteiten;2005;;;;;;;;;855.0;;;8.0
678;0 tot 100 werknemers;(Hoge-)scholen;1999;15.0;;15.0;1.0;;2.0;1505.0;;1505.0;6.0;;8.0
679;0 tot 100 werknemers;(Hoge-)scholen;2005;;;;;;;;;;;;
680;0 tot 100 werknemers;Universiteiten;1999;4.0;;4.0;0.0;;1.0;388.0;;388.0;2.0;;2.0
681;0 tot 100 werknemers;Universiteiten;2005;;;;;;;;;;;;
682;0 tot 100 werknemers;Opleidingsinstelling publieke sector;1999;159.0;;159.0;16.0;;23.0;4212.0;;4212.0;16.0;;22.0
683;0 tot 100 werknemers;Opleidingsinstelling publieke sector;2005;;;;;;;;;2481.0;;;25.0
684;0 tot 100 werknemers;Particuliere opleidingsinstituten;1999;347.0;;347.0;35.0;;51.0;8829.0;;8829.0;34.0;;47.0
685;0 tot 100 werknemers;Particuliere opleidingsinstituten;2005;;;;;;;;;3332.0;;;33.0
686;0 tot 100 werknemers;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
687;0 tot 100 werknemers;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;1326.0;;;13.0
688;0 tot 100 werknemers;Leveranciers van apparatuur en software;1999;64.0;;64.0;6.0;;9.0;1237.0;;1237.0;5.0;;7.0
689;0 tot 100 werknemers;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
690;0 tot 100 werknemers;Moeder- en zusterbedrijven;1999;15.0;;15.0;1.0;;2.0;477.0;;477.0;2.0;;3.0
691;0 tot 100 werknemers;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
692;0 tot 100 werknemers;Vakbonden;1999;0.0;;0.0;0.0;;0.0;10.0;;10.0;0.0;;0.0
693;0 tot 100 werknemers;Vakbonden;2005;;;;;;;;;318.0;;;3.0
694;0 tot 100 werknemers;KvK, branche- en werkgeversorg.;1999;69.0;;69.0;7.0;;10.0;1648.0;;1648.0;6.0;;9.0
695;0 tot 100 werknemers;KvK, branche- en werkgeversorg.;2005;;;;;;;;;27.0;;;0.0
696;0 tot 100 werknemers;Eigen bedrijf;1999;319.0;319.0;;32.0;;;6852.0;6852.0;;27.0;;
697;0 tot 100 werknemers;Eigen bedrijf;2005;;;;;;;;;;;;
698;0 tot 100 werknemers;Overige instanties;1999;13.0;;13.0;1.0;;2.0;476.0;;476.0;2.0;;3.0
699;0 tot 100 werknemers;Overige instanties;2005;;;;;;;;;1789.0;;;18.0
700;100 tot 500 werknemers;Totaal van de opleidingen;1999;664.0;292.0;371.0;100.0;100.0;100.0;15824.0;5297.0;10526.0;100.0;100.0;100.0
701;100 tot 500 werknemers;Totaal van de opleidingen;2005;;;;;;;9481.0;;;100.0;;
702;100 tot 500 werknemers;Talen;1999;14.0;3.0;11.0;2.0;1.0;3.0;453.0;107.0;345.0;3.0;2.0;3.0
703;100 tot 500 werknemers;Talen;2005;;;;;;;225.0;;;2.0;;
704;100 tot 500 werknemers;Verkoop en marketing;1999;58.0;13.0;24.0;9.0;4.0;6.0;1607.0;123.0;569.0;10.0;2.0;5.0
705;100 tot 500 werknemers;Verkoop en marketing;2005;;;;;;;978.0;;;10.0;;
706;100 tot 500 werknemers;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
707;100 tot 500 werknemers;Boekhouding/financiën/management/kantoor;2005;;;;;;;778.0;;;8.0;;
708;100 tot 500 werknemers;Boekhouding en financiën;1999;18.0;4.0;11.0;3.0;2.0;3.0;880.0;71.0;721.0;6.0;1.0;7.0
709;100 tot 500 werknemers;Boekhouding en financiën;2005;;;;;;;;;;;;
710;100 tot 500 werknemers;Management;1999;35.0;34.0;23.0;5.0;12.0;6.0;1206.0;1039.0;927.0;8.0;20.0;9.0
711;100 tot 500 werknemers;Management;2005;;;;;;;;;;;;
712;100 tot 500 werknemers;Kantoorwerk;1999;10.0;7.0;4.0;2.0;2.0;1.0;133.0;159.0;76.0;1.0;3.0;1.0
713;100 tot 500 werknemers;Kantoorwerk;2005;;;;;;;;;;;;
714;100 tot 500 werknemers;Persoonlijke vaardigheden;1999;104.0;12.0;43.0;16.0;4.0;12.0;1801.0;279.0;914.0;11.0;5.0;9.0
715;100 tot 500 werknemers;Persoonlijke vaardigheden;2005;;;;;;;1328.0;;;14.0;;
716;100 tot 500 werknemers;Informatica;1999;158.0;6.0;95.0;24.0;2.0;26.0;3316.0;57.0;2286.0;21.0;1.0;22.0
717;100 tot 500 werknemers;Informatica;2005;;;;;;;1046.0;;;11.0;;
718;100 tot 500 werknemers;Techniek, bouw en productie;1999;101.0;61.0;53.0;15.0;21.0;14.0;3323.0;887.0;2247.0;21.0;17.0;21.0
719;100 tot 500 werknemers;Techniek, bouw en productie;2005;;;;;;;1508.0;;;16.0;;
720;100 tot 500 werknemers;Milieu en arbeidsomstandigheden;1999;114.0;63.0;75.0;17.0;22.0;20.0;1880.0;1031.0;1411.0;12.0;19.0;13.0
721;100 tot 500 werknemers;Milieu en arbeidsomstandigheden;2005;;;;;;;563.0;;;6.0;;
722;100 tot 500 werknemers;Diensten;1999;40.0;49.0;27.0;6.0;17.0;7.0;802.0;1076.0;680.0;5.0;20.0;6.0
723;100 tot 500 werknemers;Diensten;2005;;;;;;;415.0;;;4.0;;
