ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersInternetomzet_1;OmzetontwikkelingTOVEenJaarEerder_2
788;Detailhandel in consumentenelektronica;2015 4e kwartaal;116.4;
789;Detailhandel in consumentenelektronica;2015;100.0;
790;Detailhandel in consumentenelektronica;2016 januari;133.0;25.9
791;Detailhandel in consumentenelektronica;2016 februari;112.6;32.4
792;Detailhandel in consumentenelektronica;2016 maart;110.0;27.7
793;Detailhandel in consumentenelektronica;2016 1e kwartaal;118.5;28.4
794;Detailhandel in consumentenelektronica;2016 april;98.1;11.3
795;Detailhandel in consumentenelektronica;2016 mei;116.1;35.2
796;Detailhandel in consumentenelektronica;2016 juni;129.0;33.3
797;Detailhandel in consumentenelektronica;2016 2e kwartaal;114.4;26.7
798;Detailhandel in consumentenelektronica;2016 juli;122.7;22.9
799;Detailhandel in consumentenelektronica;2016 augustus;126.0;22.4
800;Detailhandel in consumentenelektronica;2016 september;127.2;26.6
801;Detailhandel in consumentenelektronica;2016 3e kwartaal;125.3;23.9
802;Detailhandel in consumentenelektronica;2016 oktober;124.4;23.4
803;Detailhandel in consumentenelektronica;2016 november;139.8;29.0
804;Detailhandel in consumentenelektronica;2016 december;152.5;8.9
805;Detailhandel in consumentenelektronica;2016 4e kwartaal;138.9;19.3
806;Detailhandel in consumentenelektronica;2016;124.3;24.3
807;Detailhandel in consumentenelektronica;2017 januari;162.0;21.8
808;Detailhandel in consumentenelektronica;2017 februari;118.4;5.2
809;Detailhandel in consumentenelektronica;2017 maart;127.1;15.6
810;Detailhandel in consumentenelektronica;2017 1e kwartaal;135.9;14.6
811;Detailhandel in consumentenelektronica;2017 april;116.4;18.6
812;Detailhandel in consumentenelektronica;2017 mei;141.6;22.0
813;Detailhandel in consumentenelektronica;2017 juni;142.5;10.4
814;Detailhandel in consumentenelektronica;2017 2e kwartaal;133.5;16.6
815;Detailhandel in consumentenelektronica;2017 juli;151.8;23.8
816;Detailhandel in consumentenelektronica;2017 augustus;149.9;19.0
817;Detailhandel in consumentenelektronica;2017 september;144.6;13.7
818;Detailhandel in consumentenelektronica;2017 3e kwartaal;148.8;18.7
819;Detailhandel in consumentenelektronica;2017 oktober;143.9;15.6
820;Detailhandel in consumentenelektronica;2017 november;172.3;23.3
821;Detailhandel in consumentenelektronica;2017 december;178.5;17.1
822;Detailhandel in consumentenelektronica;2017 4e kwartaal;164.9;18.7
823;Detailhandel in consumentenelektronica;2017;145.7;17.3
824;Detailhandel in consumentenelektronica;2018  januari;194.1;19.8
825;Detailhandel in consumentenelektronica;2018 februari;131.1;10.7
826;Detailhandel in consumentenelektronica;2018 maart;153.8;21.0
827;Detailhandel in consumentenelektronica;2018 1e kwartaal;159.7;17.5
828;Detailhandel in consumentenelektronica;2018 april;139.1;19.6
829;Detailhandel in consumentenelektronica;2018 mei;166.8;17.8
830;Detailhandel in consumentenelektronica;2018 juni;175.4;23.1
831;Detailhandel in consumentenelektronica;2018 2e kwartaal;160.4;20.2
832;Detailhandel in consumentenelektronica;2018 juli;171.9;13.3
833;Detailhandel in consumentenelektronica;2018 augustus;182.4;21.7
834;Detailhandel in consumentenelektronica;2018 september;163.2;12.9
835;Detailhandel in consumentenelektronica;2018 3e kwartaal;172.5;16.0
836;Detailhandel in consumentenelektronica;2018 oktober;174.4;21.2
837;Detailhandel in consumentenelektronica;2018 november;227.8;32.2
838;Detailhandel in consumentenelektronica;2018 december;208.1;16.6
839;Detailhandel in consumentenelektronica;2018 4e kwartaal;203.5;23.4
840;Detailhandel in consumentenelektronica;2018;174.0;19.4
841;Detailhandel in consumentenelektronica;2019 januari;223.7;15.3
842;Detailhandel in consumentenelektronica;2019 februari;155.3;18.5
843;Detailhandel in consumentenelektronica;2019 maart;194.8;26.6
844;Detailhandel in consumentenelektronica;2019 1e kwartaal;191.3;19.8
845;Detailhandel in consumentenelektronica;2019 april;161.3;16.0
846;Detailhandel in consumentenelektronica;2019 mei;207.2;24.2
847;Detailhandel in consumentenelektronica;2019 juni;189.7;8.1
848;Detailhandel in consumentenelektronica;2019 2e kwartaal;186.1;16.0
849;Detailhandel in consumentenelektronica;2019 juli;202.3;17.6
850;Detailhandel in consumentenelektronica;2019 augustus;197.9;8.5
851;Detailhandel in consumentenelektronica;2019 september;190.5;16.7
852;Detailhandel in consumentenelektronica;2019 3e kwartaal;196.9;14.1
853;Detailhandel in consumentenelektronica;2019 oktober;206.7;18.5
854;Detailhandel in consumentenelektronica;2019 november;240.1;5.4
855;Detailhandel in consumentenelektronica;2019 december;275.8;32.5
856;Detailhandel in consumentenelektronica;2019 4e kwartaal;240.8;18.4
857;Detailhandel in consumentenelektronica;2019;203.8;17.1
858;Detailhandel in consumentenelektronica;2020 januari;241.7;8.0
859;Detailhandel in consumentenelektronica;2020 februari;175.5;13.1
860;Detailhandel in consumentenelektronica;2020 maart;251.9;29.4
861;Detailhandel in consumentenelektronica;2020 1e kwartaal;223.0;16.6
862;Detailhandel in consumentenelektronica;2020 april;290.8;80.3
863;Detailhandel in consumentenelektronica;2020 mei;298.5;44.0
864;Detailhandel in consumentenelektronica;2020 juni;283.8;49.6
865;Detailhandel in consumentenelektronica;2020 2e kwartaal;291.0;56.4
866;Detailhandel in consumentenelektronica;2020 juli;251.8;24.5
867;Detailhandel in consumentenelektronica;2020 augustus;258.0;30.4
868;Detailhandel in consumentenelektronica;2020 september;241.8;27.0
869;Detailhandel in consumentenelektronica;2020 3e kwartaal;250.6;27.3
870;Detailhandel in consumentenelektronica;2020 oktober;279.4;35.2
871;Detailhandel in consumentenelektronica;2020 november;380.6;58.6
872;Detailhandel in consumentenelektronica;2020 december;392.5;42.3
873;Detailhandel in consumentenelektronica;2020 4e kwartaal;350.8;45.7
874;Detailhandel in consumentenelektronica;2020;278.9;36.9
875;Detailhandel in consumentenelektronica;2021 januari;419.9;73.8
876;Detailhandel in consumentenelektronica;2021 februari;342.5;95.1
877;Detailhandel in consumentenelektronica;2021 maart;377.5;49.9
878;Detailhandel in consumentenelektronica;2021 1e kwartaal;380.0;70.4
879;Detailhandel in consumentenelektronica;2021 april;305.8;5.2
880;Detailhandel in consumentenelektronica;2021 mei;295.9;-0.8
881;Detailhandel in consumentenelektronica;2021 juni;286.7;1.0
882;Detailhandel in consumentenelektronica;2021 2e kwartaal;296.2;1.8
883;Detailhandel in consumentenelektronica;2021 juli;253.0;0.4
884;Detailhandel in consumentenelektronica;2021 augustus;254.1;-1.5
885;Detailhandel in consumentenelektronica;2021 september;254.0;5.1
886;Detailhandel in consumentenelektronica;2021 3e kwartaal;253.7;1.3
887;Detailhandel in consumentenelektronica;2021 oktober;257.0;-8.0
888;Detailhandel in consumentenelektronica;2021 november;375.7;-1.3
889;Detailhandel in consumentenelektronica;2021 december;356.4;-9.2
890;Detailhandel in consumentenelektronica;2021 4e kwartaal;329.7;-6.0
891;Detailhandel in consumentenelektronica;2021;314.9;12.9
892;Detailhandel in consumentenelektronica;2022 januari;365.4;-13.0
893;Detailhandel in consumentenelektronica;2022 februari;239.1;-30.2
894;Detailhandel in consumentenelektronica;2022 maart;257.6;-31.7
895;Detailhandel in consumentenelektronica;2022 1e kwartaal;287.4;-24.4
896;Detailhandel in consumentenelektronica;2022 april;236.5;-22.7
897;Detailhandel in consumentenelektronica;2022 mei;264.4;-10.7
898;Detailhandel in consumentenelektronica;2022 juni;269.2;-6.1
899;Detailhandel in consumentenelektronica;2022 2e kwartaal;256.7;-13.3
900;Detailhandel in consumentenelektronica;2022 juli;261.3;3.3
901;Detailhandel in consumentenelektronica;2022 augustus;266.0;4.7
902;Detailhandel in consumentenelektronica;2022 september;277.0;9.0
903;Detailhandel in consumentenelektronica;2022 3e kwartaal;268.1;5.7
904;Detailhandel in consumentenelektronica;2022 oktober;290.8;13.2
905;Detailhandel in consumentenelektronica;2022 november;397.1;5.7
906;Detailhandel in consumentenelektronica;2022 december;295.3;-17.1
907;Detailhandel in consumentenelektronica;2022 4e kwartaal;327.7;-0.6
908;Detailhandel in consumentenelektronica;2022;285.0;-9.5
909;Detailhandel in consumentenelektronica;2023 januari;308.3;-15.6
910;Detailhandel in consumentenelektronica;2023 februari;242.8;1.6
911;Detailhandel in consumentenelektronica;2023 maart;268.2;4.1
912;Detailhandel in consumentenelektronica;2023 1e kwartaal;273.1;-5.0
913;Detailhandel in consumentenelektronica;2023 april;222.2;-6.0
914;Detailhandel in consumentenelektronica;2023 mei ;270.3;2.3
915;Detailhandel in consumentenelektronica;2023 juni;267.8;-0.5
916;Detailhandel in consumentenelektronica;2023 2e kwartaal;253.4;-1.3
917;Detailhandel in consumentenelektronica;2023 juli;241.0;-7.8
918;Detailhandel in consumentenelektronica;2023 augustus;247.2;-7.1
919;Detailhandel in consumentenelektronica;2023 september;265.8;-4.0
920;Detailhandel in consumentenelektronica;2023 3e kwartaal ;251.3;-6.2
921;Detailhandel in consumentenelektronica;2023 oktober;271.8;-6.5
922;Detailhandel in consumentenelektronica;2023 november;380.4;-4.2
923;Detailhandel in consumentenelektronica;2023 december;286.9;-2.8
924;Detailhandel in consumentenelektronica;2023 4e kwartaal;313.0;-4.5
925;Detailhandel in consumentenelektronica;2023;272.7;-4.3
926;Detailhandel in consumentenelektronica;2024 januari;289.7;-6.0
927;Detailhandel in consumentenelektronica;2024 februari;235.0;-3.2
928;Detailhandel in consumentenelektronica;2024 maart;258.2;-3.7
929;Detailhandel in consumentenelektronica;2024 1e kwartaal;260.9;-4.5
930;Detailhandel in consumentenelektronica;2024 april;239.9;8.0
931;Detailhandel in consumentenelektronica;2024 mei;263.5;-2.5
932;Detailhandel in consumentenelektronica;2024 juni;263.5;-1.6
933;Detailhandel in consumentenelektronica;2024 2e kwartaal;255.6;0.9
934;Detailhandel in consumentenelektronica;2024 juli;271.2;12.5
935;Detailhandel in consumentenelektronica;2024 augustus;269.8;9.2
936;Detailhandel in consumentenelektronica;2024 september;279.5;5.2
937;Detailhandel in consumentenelektronica;2024 3e kwartaal;273.5;8.8
938;Detailhandel in consumentenelektronica;2024 oktober;280.0;3.0
939;Detailhandel in consumentenelektronica;2024 november;384.3;1.0
940;Detailhandel in consumentenelektronica;2024 december;346.9;20.9
941;Detailhandel in consumentenelektronica;2024 4e kwartaal;337.1;7.7
942;Detailhandel in consumentenelektronica;2024;281.8;3.3
943;Detailhandel in consumentenelektronica;2025 januari;304.9;5.3
944;Detailhandel in consumentenelektronica;2025 februari;247.1;5.2
945;Detailhandel in kleding en modeartikelen;2014 januari;;
946;Detailhandel in kleding en modeartikelen;2014 februari;;
947;Detailhandel in kleding en modeartikelen;2014 maart;;
948;Detailhandel in kleding en modeartikelen;2014 1e kwartaal;;
949;Detailhandel in kleding en modeartikelen;2014 april;;
950;Detailhandel in kleding en modeartikelen;2014 mei;;
951;Detailhandel in kleding en modeartikelen;2014 juni;;
952;Detailhandel in kleding en modeartikelen;2014 2e kwartaal;;
953;Detailhandel in kleding en modeartikelen;2014 juli;;
954;Detailhandel in kleding en modeartikelen;2014 augustus;;
955;Detailhandel in kleding en modeartikelen;2014 september;;
956;Detailhandel in kleding en modeartikelen;2014 3e kwartaal;;
957;Detailhandel in kleding en modeartikelen;2014 oktober;;
958;Detailhandel in kleding en modeartikelen;2014 november;;
959;Detailhandel in kleding en modeartikelen;2014 december;;
960;Detailhandel in kleding en modeartikelen;2014 4e kwartaal;;
961;Detailhandel in kleding en modeartikelen;2014;;
962;Detailhandel in kleding en modeartikelen;2015 januari;97.0;
963;Detailhandel in kleding en modeartikelen;2015 februari;73.8;
964;Detailhandel in kleding en modeartikelen;2015 maart;104.8;
965;Detailhandel in kleding en modeartikelen;2015 1e kwartaal;91.9;
966;Detailhandel in kleding en modeartikelen;2015 april;110.3;
967;Detailhandel in kleding en modeartikelen;2015 mei;96.6;
968;Detailhandel in kleding en modeartikelen;2015 juni;114.4;
969;Detailhandel in kleding en modeartikelen;2015 2e kwartaal;107.1;
970;Detailhandel in kleding en modeartikelen;2015 juli;85.5;
971;Detailhandel in kleding en modeartikelen;2015 augustus;83.3;
972;Detailhandel in kleding en modeartikelen;2015 september;109.9;
973;Detailhandel in kleding en modeartikelen;2015 3e kwartaal;92.9;
974;Detailhandel in kleding en modeartikelen;2015 oktober;108.0;
975;Detailhandel in kleding en modeartikelen;2015 november;106.8;
976;Detailhandel in kleding en modeartikelen;2015 december;109.7;
977;Detailhandel in kleding en modeartikelen;2015 4e kwartaal;108.1;
978;Detailhandel in kleding en modeartikelen;2015;100.0;
979;Detailhandel in kleding en modeartikelen;2016 januari;103.9;7.1
980;Detailhandel in kleding en modeartikelen;2016 februari;87.7;18.9
981;Detailhandel in kleding en modeartikelen;2016 maart;106.9;2.0
982;Detailhandel in kleding en modeartikelen;2016 1e kwartaal;99.5;8.3
983;Detailhandel in kleding en modeartikelen;2016 april;115.2;4.5
984;Detailhandel in kleding en modeartikelen;2016 mei;126.0;30.5
985;Detailhandel in kleding en modeartikelen;2016 juni;116.4;1.7
986;Detailhandel in kleding en modeartikelen;2016 2e kwartaal;119.2;11.3
987;Detailhandel in kleding en modeartikelen;2016 juli;100.1;17.1
988;Detailhandel in kleding en modeartikelen;2016 augustus;91.1;9.4
989;Detailhandel in kleding en modeartikelen;2016 september;119.0;8.3
990;Detailhandel in kleding en modeartikelen;2016 3e kwartaal;103.4;11.3
991;Detailhandel in kleding en modeartikelen;2016 oktober;146.5;35.7
992;Detailhandel in kleding en modeartikelen;2016 november;135.3;26.7
993;Detailhandel in kleding en modeartikelen;2016 december;129.9;18.4
994;Detailhandel in kleding en modeartikelen;2016 4e kwartaal;137.2;26.9
995;Detailhandel in kleding en modeartikelen;2016;114.8;14.8
996;Detailhandel in kleding en modeartikelen;2017 januari;111.0;6.8
997;Detailhandel in kleding en modeartikelen;2017 februari;92.1;5.0
998;Detailhandel in kleding en modeartikelen;2017 maart;114.0;6.7
999;Detailhandel in kleding en modeartikelen;2017 1e kwartaal;105.7;6.2
1000;Detailhandel in kleding en modeartikelen;2017 april;127.9;11.0
1001;Detailhandel in kleding en modeartikelen;2017 mei;144.1;14.4
1002;Detailhandel in kleding en modeartikelen;2017 juni;138.6;19.1
1003;Detailhandel in kleding en modeartikelen;2017 2e kwartaal;136.9;14.8
1004;Detailhandel in kleding en modeartikelen;2017 juli;104.6;4.5
1005;Detailhandel in kleding en modeartikelen;2017 augustus;104.7;14.9
1006;Detailhandel in kleding en modeartikelen;2017 september;141.5;18.9
1007;Detailhandel in kleding en modeartikelen;2017 3e kwartaal;117.0;13.1
1008;Detailhandel in kleding en modeartikelen;2017 oktober;127.7;-12.8
1009;Detailhandel in kleding en modeartikelen;2017 november;147.3;8.9
1010;Detailhandel in kleding en modeartikelen;2017 december;169.5;30.5
1011;Detailhandel in kleding en modeartikelen;2017 4e kwartaal;148.2;8.0
1012;Detailhandel in kleding en modeartikelen;2017;126.9;10.5
1013;Detailhandel in kleding en modeartikelen;2018  januari;130.2;17.3
1014;Detailhandel in kleding en modeartikelen;2018 februari;104.8;13.8
1015;Detailhandel in kleding en modeartikelen;2018 maart;134.5;17.9
1016;Detailhandel in kleding en modeartikelen;2018 1e kwartaal;123.1;16.5
1017;Detailhandel in kleding en modeartikelen;2018 april;164.0;28.2
1018;Detailhandel in kleding en modeartikelen;2018 mei;142.6;-1.0
1019;Detailhandel in kleding en modeartikelen;2018 juni;161.7;16.6
1020;Detailhandel in kleding en modeartikelen;2018 2e kwartaal;156.1;14.0
1021;Detailhandel in kleding en modeartikelen;2018 juli;140.1;33.9
1022;Detailhandel in kleding en modeartikelen;2018 augustus;126.4;20.7
1023;Detailhandel in kleding en modeartikelen;2018 september;156.2;10.4
1024;Detailhandel in kleding en modeartikelen;2018 3e kwartaal;140.9;20.5
1025;Detailhandel in kleding en modeartikelen;2018 oktober;161.4;26.4
1026;Detailhandel in kleding en modeartikelen;2018 november;188.0;27.6
1027;Detailhandel in kleding en modeartikelen;2018 december;177.2;4.5
1028;Detailhandel in kleding en modeartikelen;2018 4e kwartaal;175.5;18.5
1029;Detailhandel in kleding en modeartikelen;2018;148.9;17.3
1030;Detailhandel in kleding en modeartikelen;2019 januari;151.5;16.4
1031;Detailhandel in kleding en modeartikelen;2019 februari;115.8;10.6
1032;Detailhandel in kleding en modeartikelen;2019 maart;145.8;8.4
1033;Detailhandel in kleding en modeartikelen;2019 1e kwartaal;137.7;11.8
1034;Detailhandel in kleding en modeartikelen;2019 april;163.2;-0.5
1035;Detailhandel in kleding en modeartikelen;2019 mei;154.5;8.3
1036;Detailhandel in kleding en modeartikelen;2019 juni;190.6;17.9
1037;Detailhandel in kleding en modeartikelen;2019 2e kwartaal;169.4;8.6
1038;Detailhandel in kleding en modeartikelen;2019 juli;142.1;1.4
1039;Detailhandel in kleding en modeartikelen;2019 augustus;133.0;5.2
1040;Detailhandel in kleding en modeartikelen;2019 september;200.4;28.3
1041;Detailhandel in kleding en modeartikelen;2019 3e kwartaal;158.5;12.5
1042;Detailhandel in kleding en modeartikelen;2019 oktober;165.3;2.4
1043;Detailhandel in kleding en modeartikelen;2019 november;183.7;-2.3
1044;Detailhandel in kleding en modeartikelen;2019 december;222.4;25.5
1045;Detailhandel in kleding en modeartikelen;2019 4e kwartaal;190.5;8.5
1046;Detailhandel in kleding en modeartikelen;2019;164.0;10.1
1047;Detailhandel in kleding en modeartikelen;2020 januari;164.1;8.3
1048;Detailhandel in kleding en modeartikelen;2020 februari;125.6;8.4
1049;Detailhandel in kleding en modeartikelen;2020 maart;158.3;8.6
1050;Detailhandel in kleding en modeartikelen;2020 1e kwartaal;149.3;8.4
1051;Detailhandel in kleding en modeartikelen;2020 april;293.0;79.5
1052;Detailhandel in kleding en modeartikelen;2020 mei;236.0;52.8
1053;Detailhandel in kleding en modeartikelen;2020 juni;242.6;27.3
1054;Detailhandel in kleding en modeartikelen;2020 2e kwartaal;257.2;51.8
1055;Detailhandel in kleding en modeartikelen;2020 juli;192.8;35.7
1056;Detailhandel in kleding en modeartikelen;2020 augustus;188.1;41.4
1057;Detailhandel in kleding en modeartikelen;2020 september;236.1;17.8
1058;Detailhandel in kleding en modeartikelen;2020 3e kwartaal;205.6;29.8
1059;Detailhandel in kleding en modeartikelen;2020 oktober;223.3;35.1
1060;Detailhandel in kleding en modeartikelen;2020 november;287.7;56.6
1061;Detailhandel in kleding en modeartikelen;2020 december;340.3;53.0
1062;Detailhandel in kleding en modeartikelen;2020 4e kwartaal;283.8;49.0
1063;Detailhandel in kleding en modeartikelen;2020;224.0;36.6
1064;Detailhandel in kleding en modeartikelen;2021 januari;337.8;105.9
1065;Detailhandel in kleding en modeartikelen;2021 februari;354.0;181.9
1066;Detailhandel in kleding en modeartikelen;2021 maart;349.1;120.6
1067;Detailhandel in kleding en modeartikelen;2021 1e kwartaal;347.0;132.4
1068;Detailhandel in kleding en modeartikelen;2021 april;300.6;2.6
1069;Detailhandel in kleding en modeartikelen;2021 mei;267.8;13.5
1070;Detailhandel in kleding en modeartikelen;2021 juni;310.1;27.8
1071;Detailhandel in kleding en modeartikelen;2021 2e kwartaal;292.8;13.9
1072;Detailhandel in kleding en modeartikelen;2021 juli;211.0;9.5
1073;Detailhandel in kleding en modeartikelen;2021 augustus;223.1;18.6
1074;Detailhandel in kleding en modeartikelen;2021 september;274.2;16.2
1075;Detailhandel in kleding en modeartikelen;2021 3e kwartaal;236.1;14.8
1076;Detailhandel in kleding en modeartikelen;2021 oktober;278.4;24.7
1077;Detailhandel in kleding en modeartikelen;2021 november;297.9;3.6
1078;Detailhandel in kleding en modeartikelen;2021 december;372.0;9.3
1079;Detailhandel in kleding en modeartikelen;2021 4e kwartaal;316.1;11.4
1080;Detailhandel in kleding en modeartikelen;2021;298.0;33.1
1081;Detailhandel in kleding en modeartikelen;2022 januari;283.5;-16.1
1082;Detailhandel in kleding en modeartikelen;2022 februari;200.0;-43.5
1083;Detailhandel in kleding en modeartikelen;2022 maart;274.7;-21.3
1084;Detailhandel in kleding en modeartikelen;2022 1e kwartaal;252.7;-27.2
1085;Detailhandel in kleding en modeartikelen;2022 april;274.8;-8.6
1086;Detailhandel in kleding en modeartikelen;2022 mei;309.3;15.5
1087;Detailhandel in kleding en modeartikelen;2022 juni;295.0;-4.9
1088;Detailhandel in kleding en modeartikelen;2022 2e kwartaal;293.1;0.1
1089;Detailhandel in kleding en modeartikelen;2022 juli;265.7;25.9
1090;Detailhandel in kleding en modeartikelen;2022 augustus;221.6;-0.7
1091;Detailhandel in kleding en modeartikelen;2022 september;299.6;9.3
1092;Detailhandel in kleding en modeartikelen;2022 3e kwartaal;262.3;11.1
1093;Detailhandel in kleding en modeartikelen;2022 oktober;294.6;5.8
1094;Detailhandel in kleding en modeartikelen;2022 november;361.3;21.3
1095;Detailhandel in kleding en modeartikelen;2022 december;328.7;-11.6
1096;Detailhandel in kleding en modeartikelen;2022 4e kwartaal;328.2;3.8
1097;Detailhandel in kleding en modeartikelen;2022;284.1;-4.7
1098;Detailhandel in kleding en modeartikelen;2023 januari;250.0;-11.8
1099;Detailhandel in kleding en modeartikelen;2023 februari;203.1;1.5
1100;Detailhandel in kleding en modeartikelen;2023 maart;253.3;-7.8
1101;Detailhandel in kleding en modeartikelen;2023 1e kwartaal;235.4;-6.8
1102;Detailhandel in kleding en modeartikelen;2023 april;264.3;-3.8
1103;Detailhandel in kleding en modeartikelen;2023 mei ;292.3;-5.5
1104;Detailhandel in kleding en modeartikelen;2023 juni;310.5;5.3
1105;Detailhandel in kleding en modeartikelen;2023 2e kwartaal;289.0;-1.4
1106;Detailhandel in kleding en modeartikelen;2023 juli;227.4;-14.4
1107;Detailhandel in kleding en modeartikelen;2023 augustus;223.6;0.9
1108;Detailhandel in kleding en modeartikelen;2023 september;235.8;-21.3
1109;Detailhandel in kleding en modeartikelen;2023 3e kwartaal ;229.0;-12.7
1110;Detailhandel in kleding en modeartikelen;2023 oktober;293.0;-0.5
1111;Detailhandel in kleding en modeartikelen;2023 november;316.7;-12.3
1112;Detailhandel in kleding en modeartikelen;2023 december;281.0;-14.5
1113;Detailhandel in kleding en modeartikelen;2023 4e kwartaal;296.9;-9.5
1114;Detailhandel in kleding en modeartikelen;2023;262.6;-7.6
1115;Detailhandel in kleding en modeartikelen;2024 januari;254.9;2.0
1116;Detailhandel in kleding en modeartikelen;2024 februari;183.7;-9.6
1117;Detailhandel in kleding en modeartikelen;2024 maart;241.1;-4.8
1118;Detailhandel in kleding en modeartikelen;2024 1e kwartaal;226.6;-3.8
1119;Detailhandel in kleding en modeartikelen;2024 april;272.7;3.2
1120;Detailhandel in kleding en modeartikelen;2024 mei;271.8;-7.0
1121;Detailhandel in kleding en modeartikelen;2024 juni;262.4;-15.5
1122;Detailhandel in kleding en modeartikelen;2024 2e kwartaal;269.0;-6.9
1123;Detailhandel in kleding en modeartikelen;2024 juli;244.3;7.4
1124;Detailhandel in kleding en modeartikelen;2024 augustus;213.7;-4.4
1125;Detailhandel in kleding en modeartikelen;2024 september;277.1;17.5
1126;Detailhandel in kleding en modeartikelen;2024 3e kwartaal;245.0;7.0
1127;Detailhandel in kleding en modeartikelen;2024 oktober;282.4;-3.6
1128;Detailhandel in kleding en modeartikelen;2024 november;302.7;-4.4
1129;Detailhandel in kleding en modeartikelen;2024 december;300.7;7.0
1130;Detailhandel in kleding en modeartikelen;2024 4e kwartaal;295.3;-0.5
1131;Detailhandel in kleding en modeartikelen;2024;259.0;-1.4
1132;Detailhandel in kleding en modeartikelen;2025 januari;248.1;-2.7
1133;Detailhandel in kleding en modeartikelen;2025 februari;173.3;-5.6
1134;Detailhandel in overige non-food;2014 januari;;
1135;Detailhandel in overige non-food;2014 februari;;
1136;Detailhandel in overige non-food;2014 maart;;
1137;Detailhandel in overige non-food;2014 1e kwartaal;;
1138;Detailhandel in overige non-food;2014 april;;
1139;Detailhandel in overige non-food;2014 mei;;
1140;Detailhandel in overige non-food;2014 juni;;
1141;Detailhandel in overige non-food;2014 2e kwartaal;;
1142;Detailhandel in overige non-food;2014 juli;;
1143;Detailhandel in overige non-food;2014 augustus;;
1144;Detailhandel in overige non-food;2014 september;;
1145;Detailhandel in overige non-food;2014 3e kwartaal;;
1146;Detailhandel in overige non-food;2014 oktober;;
1147;Detailhandel in overige non-food;2014 november;;
1148;Detailhandel in overige non-food;2014 december;;
1149;Detailhandel in overige non-food;2014 4e kwartaal;;
1150;Detailhandel in overige non-food;2014;;
1151;Detailhandel in overige non-food;2015 januari;86.0;
1152;Detailhandel in overige non-food;2015 februari;76.6;
1153;Detailhandel in overige non-food;2015 maart;87.8;
1154;Detailhandel in overige non-food;2015 1e kwartaal;83.4;
1155;Detailhandel in overige non-food;2015 april;90.0;
1156;Detailhandel in overige non-food;2015 mei;90.0;
1157;Detailhandel in overige non-food;2015 juni;102.6;
1158;Detailhandel in overige non-food;2015 2e kwartaal;94.2;
1159;Detailhandel in overige non-food;2015 juli;99.9;
1160;Detailhandel in overige non-food;2015 augustus;92.4;
1161;Detailhandel in overige non-food;2015 september;101.8;
1162;Detailhandel in overige non-food;2015 3e kwartaal;98.0;
1163;Detailhandel in overige non-food;2015 oktober;103.2;
1164;Detailhandel in overige non-food;2015 november;121.7;
1165;Detailhandel in overige non-food;2015 december;148.1;
1166;Detailhandel in overige non-food;2015 4e kwartaal;124.3;
1167;Detailhandel in overige non-food;2015;100.0;
1168;Detailhandel in overige non-food;2016 januari;106.6;24.0
1169;Detailhandel in overige non-food;2016 februari;92.8;21.2
1170;Detailhandel in overige non-food;2016 maart;106.4;21.2
1171;Detailhandel in overige non-food;2016 1e kwartaal;101.9;22.2
1172;Detailhandel in overige non-food;2016 april;107.0;18.8
1173;Detailhandel in overige non-food;2016 mei;111.1;23.4
1174;Detailhandel in overige non-food;2016 juni;124.4;21.3
1175;Detailhandel in overige non-food;2016 2e kwartaal;114.1;21.2
1176;Detailhandel in overige non-food;2016 juli;113.5;13.6
1177;Detailhandel in overige non-food;2016 augustus;111.7;20.9
1178;Detailhandel in overige non-food;2016 september;112.2;10.2
1179;Detailhandel in overige non-food;2016 3e kwartaal;112.5;14.7
1180;Detailhandel in overige non-food;2016 oktober;119.2;15.5
1181;Detailhandel in overige non-food;2016 november;153.2;25.9
1182;Detailhandel in overige non-food;2016 december;165.7;11.9
1183;Detailhandel in overige non-food;2016 4e kwartaal;146.1;17.5
1184;Detailhandel in overige non-food;2016;118.7;18.7
1185;Detailhandel in overige non-food;2017 januari;125.8;18.0
1186;Detailhandel in overige non-food;2017 februari;111.9;20.6
1187;Detailhandel in overige non-food;2017 maart;121.3;14.0
1188;Detailhandel in overige non-food;2017 1e kwartaal;119.7;17.4
1189;Detailhandel in overige non-food;2017 april;125.0;16.9
1190;Detailhandel in overige non-food;2017 mei;138.0;24.2
1191;Detailhandel in overige non-food;2017 juni;145.1;16.6
1192;Detailhandel in overige non-food;2017 2e kwartaal;136.0;19.2
1193;Detailhandel in overige non-food;2017 juli;136.7;20.5
1194;Detailhandel in overige non-food;2017 augustus;126.3;13.1
1195;Detailhandel in overige non-food;2017 september;139.8;24.6
1196;Detailhandel in overige non-food;2017 3e kwartaal;134.3;19.4
1197;Detailhandel in overige non-food;2017 oktober;142.4;19.5
1198;Detailhandel in overige non-food;2017 november;185.7;21.2
1199;Detailhandel in overige non-food;2017 december;199.0;20.1
1200;Detailhandel in overige non-food;2017 4e kwartaal;175.7;20.3
1201;Detailhandel in overige non-food;2017;141.4;19.2
1202;Detailhandel in overige non-food;2018  januari;151.2;20.2
1203;Detailhandel in overige non-food;2018 februari;126.2;12.8
1204;Detailhandel in overige non-food;2018 maart;144.6;19.2
1205;Detailhandel in overige non-food;2018 1e kwartaal;140.7;17.5
1206;Detailhandel in overige non-food;2018 april;148.1;18.4
