ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
9045;Stadsgewest: Zwolle;Van en naar het werk;2000/2001;;;0.53;8.99;12.26
9046;Stadsgewest: Zwolle;Van en naar het werk;2001/2002;;;0.51;8.41;11.66
9047;Stadsgewest: Zwolle;Van en naar het werk;2002/2003;;;0.5;8.19;11.84
9048;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.93;4.82
9049;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;1996/1997;;;0.12;3.99;4.76
9050;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;1997/1998;;;0.12;3.65;4.32
9051;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;1998/1999;;;0.13;3.78;4.3
9052;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;1999/2000;;;0.12;3.73;4.07
9053;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;2000/2001;;;0.11;3.62;4.0
9054;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;2001/2002;;;0.13;4.47;5.03
9055;Stadsgewest: Zwolle;Zakelijk bezoek in werksfeer;2002/2003;;;0.12;3.91;4.53
9056;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;1995/1996;;;;;
9057;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;1996/1997;;;;;
9058;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;1997/1998;;;;;
9059;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;1998/1999;;;;;
9060;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;1999/2000;;;0.15;0.97;2.04
9061;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;2000/2001;;;0.14;1.0;1.94
9062;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;2001/2002;;;0.15;1.07;2.21
9063;Stadsgewest: Zwolle;Diensten/ persoonlijke verzorging;2002/2003;;;0.16;1.39;2.59
9064;Stadsgewest: Zwolle;Winkelen, boodschappen doen;1995/1996;;;0.68;2.72;8.45
9065;Stadsgewest: Zwolle;Winkelen, boodschappen doen;1996/1997;;;0.71;3.35;9.04
9066;Stadsgewest: Zwolle;Winkelen, boodschappen doen;1997/1998;;;0.72;3.65;8.99
9067;Stadsgewest: Zwolle;Winkelen, boodschappen doen;1998/1999;;;0.66;3.01;7.82
9068;Stadsgewest: Zwolle;Winkelen, boodschappen doen;1999/2000;;;0.66;2.77;7.46
9069;Stadsgewest: Zwolle;Winkelen, boodschappen doen;2000/2001;;;0.69;2.59;7.45
9070;Stadsgewest: Zwolle;Winkelen, boodschappen doen;2001/2002;;;0.67;2.56;7.13
9071;Stadsgewest: Zwolle;Winkelen, boodschappen doen;2002/2003;;;0.64;2.73;7.2
9072;Stadsgewest: Zwolle;Onderwijs, cursus volgen;1995/1996;;;0.3;1.52;4.68
9073;Stadsgewest: Zwolle;Onderwijs, cursus volgen;1996/1997;;;0.3;1.56;4.48
9074;Stadsgewest: Zwolle;Onderwijs, cursus volgen;1997/1998;;;0.3;2.05;5.4
9075;Stadsgewest: Zwolle;Onderwijs, cursus volgen;1998/1999;;;0.32;2.31;6.04
9076;Stadsgewest: Zwolle;Onderwijs, cursus volgen;1999/2000;;;0.31;1.97;5.47
9077;Stadsgewest: Zwolle;Onderwijs, cursus volgen;2000/2001;;;0.27;1.45;4.34
9078;Stadsgewest: Zwolle;Onderwijs, cursus volgen;2001/2002;;;0.27;1.55;4.29
9079;Stadsgewest: Zwolle;Onderwijs, cursus volgen;2002/2003;;;0.28;1.49;4.5
9080;Stadsgewest: Zwolle;Visite, logeren;1995/1996;;;0.51;8.17;11.15
9081;Stadsgewest: Zwolle;Visite, logeren;1996/1997;;;0.52;9.91;12.83
9082;Stadsgewest: Zwolle;Visite, logeren;1997/1998;;;0.49;8.46;11.14
9083;Stadsgewest: Zwolle;Visite, logeren;1998/1999;;;0.49;8.1;10.95
9084;Stadsgewest: Zwolle;Visite, logeren;1999/2000;;;0.51;8.3;11.0
9085;Stadsgewest: Zwolle;Visite, logeren;2000/2001;;;0.54;7.47;10.53
9086;Stadsgewest: Zwolle;Visite, logeren;2001/2002;;;0.57;9.44;12.09
9087;Stadsgewest: Zwolle;Visite, logeren;2002/2003;;;0.52;8.9;11.15
9088;Stadsgewest: Zwolle;Toeren, wandelen;1995/1996;;;;;
9089;Stadsgewest: Zwolle;Toeren, wandelen;1996/1997;;;;;
9090;Stadsgewest: Zwolle;Toeren, wandelen;1997/1998;;;;;
9091;Stadsgewest: Zwolle;Toeren, wandelen;1998/1999;;;;;
9092;Stadsgewest: Zwolle;Toeren, wandelen;1999/2000;;;0.22;1.97;6.59
9093;Stadsgewest: Zwolle;Toeren, wandelen;2000/2001;;;0.24;2.02;6.96
9094;Stadsgewest: Zwolle;Toeren, wandelen;2001/2002;;;0.26;1.76;6.74
9095;Stadsgewest: Zwolle;Toeren, wandelen;2002/2003;;;0.22;1.38;5.65
9096;Stadsgewest: Zwolle;Sociaal recreatief overig;1995/1996;;;;;
9097;Stadsgewest: Zwolle;Sociaal recreatief overig;1996/1997;;;;;
9098;Stadsgewest: Zwolle;Sociaal recreatief overig;1997/1998;;;;;
9099;Stadsgewest: Zwolle;Sociaal recreatief overig;1998/1999;;;;;
9100;Stadsgewest: Zwolle;Sociaal recreatief overig;1999/2000;;;0.39;3.39;6.55
9101;Stadsgewest: Zwolle;Sociaal recreatief overig;2000/2001;;;0.4;3.39;6.66
9102;Stadsgewest: Zwolle;Sociaal recreatief overig;2001/2002;;;0.4;2.95;6.11
9103;Stadsgewest: Zwolle;Sociaal recreatief overig;2002/2003;;;0.41;2.81;5.96
9104;Stadsgewest: Zwolle;Recreatief;1995/1996;;;0.62;5.19;12.46
9105;Stadsgewest: Zwolle;Recreatief;1996/1997;;;0.62;5.91;13.57
9106;Stadsgewest: Zwolle;Recreatief;1997/1998;;;0.64;6.37;14.88
9107;Stadsgewest: Zwolle;Recreatief;1998/1999;;;0.63;5.41;13.61
9108;Stadsgewest: Zwolle;Recreatief;1999/2000;;;0.61;5.36;13.14
9109;Stadsgewest: Zwolle;Recreatief;2000/2001;;;0.64;5.4;13.62
9110;Stadsgewest: Zwolle;Recreatief;2001/2002;;;0.66;4.7;12.85
9111;Stadsgewest: Zwolle;Recreatief;2002/2003;;;0.63;4.19;11.61
9112;Stadsgewest: Zwolle;Overige motieven;1995/1996;;;0.47;4.45;7.2
9113;Stadsgewest: Zwolle;Overige motieven;1996/1997;;;0.48;3.81;6.66
9114;Stadsgewest: Zwolle;Overige motieven;1997/1998;;;0.5;3.9;7.31
9115;Stadsgewest: Zwolle;Overige motieven;1998/1999;;;0.47;3.81;7.47
9116;Stadsgewest: Zwolle;Overige motieven;1999/2000;;;0.33;2.61;5.12
9117;Stadsgewest: Zwolle;Overige motieven;2000/2001;;;0.34;2.35;4.91
9118;Stadsgewest: Zwolle;Overige motieven;2001/2002;;;0.35;2.32;4.68
9119;Stadsgewest: Zwolle;Overige motieven;2002/2003;;;0.37;3.43;5.53
9120;Stadsgewest: Enschede;1;1995/1996;300578.0;6754.0;3.3;27.67;58.71
9121;Stadsgewest: Enschede;1;1996/1997;300903.0;6152.0;3.32;29.79;60.35
9122;Stadsgewest: Enschede;1;1997/1998;302109.0;5456.0;3.33;29.37;60.56
9123;Stadsgewest: Enschede;1;1998/1999;303205.0;5435.0;3.23;27.71;57.51
9124;Stadsgewest: Enschede;1;1999/2000;304913.0;5607.0;3.2;28.25;57.43
9125;Stadsgewest: Enschede;1;2000/2001;305467.0;5188.0;3.22;29.32;58.77
9126;Stadsgewest: Enschede;1;2001/2002;306868.0;4367.0;3.16;30.05;58.82
9127;Stadsgewest: Enschede;1;2002/2003;307895.0;3301.0;3.11;30.38;58.63
9128;Stadsgewest: Enschede;2;1995/1996;;;0.95;12.63;18.98
9129;Stadsgewest: Enschede;2;1996/1997;;;1.01;13.93;20.49
9130;Stadsgewest: Enschede;2;1997/1998;;;1.05;13.8;20.84
9131;Stadsgewest: Enschede;2;1998/1999;;;1.05;13.51;20.62
9132;Stadsgewest: Enschede;2;1999/2000;;;1.03;14.09;20.66
9133;Stadsgewest: Enschede;2;2000/2001;;;1.03;14.84;21.11
9134;Stadsgewest: Enschede;2;2001/2002;;;1.06;14.94;21.57
9135;Stadsgewest: Enschede;2;2002/2003;;;1.04;14.73;21.36
9136;Stadsgewest: Enschede;3;1995/1996;;;0.54;7.3;11.04
9137;Stadsgewest: Enschede;3;1996/1997;;;0.55;8.43;11.92
9138;Stadsgewest: Enschede;3;1997/1998;;;0.51;7.77;11.1
9139;Stadsgewest: Enschede;3;1998/1999;;;0.5;7.0;10.23
9140;Stadsgewest: Enschede;3;1999/2000;;;0.52;7.33;10.58
9141;Stadsgewest: Enschede;3;2000/2001;;;0.52;7.23;10.59
9142;Stadsgewest: Enschede;3;2001/2002;;;0.52;7.43;10.87
9143;Stadsgewest: Enschede;3;2002/2003;;;0.5;8.14;11.17
9144;Stadsgewest: Enschede;4;1995/1996;;;0.03;2.54;3.3
9145;Stadsgewest: Enschede;4;1996/1997;;;0.03;1.93;2.62
9146;Stadsgewest: Enschede;4;1997/1998;;;0.03;1.87;2.83
9147;Stadsgewest: Enschede;4;1998/1999;;;0.03;2.19;3.06
9148;Stadsgewest: Enschede;4;1999/2000;;;0.04;2.19;3.06
9149;Stadsgewest: Enschede;4;2000/2001;;;0.03;2.24;3.27
9150;Stadsgewest: Enschede;4;2001/2002;;;0.03;2.59;3.34
9151;Stadsgewest: Enschede;4;2002/2003;;;0.04;2.47;3.42
9152;Stadsgewest: Enschede;5;1995/1996;;;0.05;0.6;1.7
9153;Stadsgewest: Enschede;5;1996/1997;;;0.04;0.7;1.64
9154;Stadsgewest: Enschede;5;1997/1998;;;0.05;0.91;1.89
9155;Stadsgewest: Enschede;5;1998/1999;;;0.05;0.66;1.49
9156;Stadsgewest: Enschede;5;1999/2000;;;0.04;0.58;1.3
9157;Stadsgewest: Enschede;5;2000/2001;;;0.04;0.67;1.26
9158;Stadsgewest: Enschede;5;2001/2002;;;0.03;0.59;1.09
9159;Stadsgewest: Enschede;5;2002/2003;;;0.03;0.62;1.2
9160;Stadsgewest: Enschede;6;1995/1996;;;0.03;0.15;0.46
9161;Stadsgewest: Enschede;6;1996/1997;;;0.03;0.14;0.38
9162;Stadsgewest: Enschede;6;1997/1998;;;0.02;0.13;0.34
9163;Stadsgewest: Enschede;6;1998/1999;;;0.02;0.11;0.34
9164;Stadsgewest: Enschede;6;1999/2000;;;0.02;0.1;0.28
9165;Stadsgewest: Enschede;6;2000/2001;;;0.02;0.11;0.3
9166;Stadsgewest: Enschede;6;2001/2002;;;0.02;0.09;0.24
9167;Stadsgewest: Enschede;6;2002/2003;;;0.02;0.1;0.27
9168;Stadsgewest: Enschede;7;1995/1996;;;1.03;3.13;14.53
9169;Stadsgewest: Enschede;7;1996/1997;;;1.04;3.23;14.84
9170;Stadsgewest: Enschede;7;1997/1998;;;1.06;3.35;15.12
9171;Stadsgewest: Enschede;7;1998/1999;;;0.99;3.02;13.97
9172;Stadsgewest: Enschede;7;1999/2000;;;0.99;2.99;14.01
9173;Stadsgewest: Enschede;7;2000/2001;;;1.0;2.99;13.93
9174;Stadsgewest: Enschede;7;2001/2002;;;0.91;2.89;12.93
9175;Stadsgewest: Enschede;7;2002/2003;;;0.92;2.88;13.11
9176;Stadsgewest: Enschede;8;1995/1996;;;0.64;0.59;7.54
9177;Stadsgewest: Enschede;8;1996/1997;;;0.59;0.52;6.84
9178;Stadsgewest: Enschede;8;1997/1998;;;0.56;0.51;6.63
9179;Stadsgewest: Enschede;8;1998/1999;;;0.56;0.51;6.58
9180;Stadsgewest: Enschede;8;1999/2000;;;0.54;0.51;6.64
9181;Stadsgewest: Enschede;8;2000/2001;;;0.55;0.55;7.21
9182;Stadsgewest: Enschede;8;2001/2002;;;0.56;0.59;7.39
9183;Stadsgewest: Enschede;8;2002/2003;;;0.51;0.52;6.67
9184;Stadsgewest: Enschede;9;1995/1996;;;0.03;0.73;1.15
9185;Stadsgewest: Enschede;9;1996/1997;;;0.04;0.91;1.63
9186;Stadsgewest: Enschede;9;1997/1998;;;0.05;1.03;1.81
9187;Stadsgewest: Enschede;9;1998/1999;;;0.04;0.71;1.21
9188;Stadsgewest: Enschede;9;1999/2000;;;0.03;0.46;0.89
9189;Stadsgewest: Enschede;9;2000/2001;;;0.03;0.68;1.1
9190;Stadsgewest: Enschede;9;2001/2002;;;0.03;0.92;1.39
9191;Stadsgewest: Enschede;9;2002/2003;;;0.05;0.92;1.43
9192;Stadsgewest: Enschede;Van en naar het werk;1995/1996;;;0.46;5.02;9.25
9193;Stadsgewest: Enschede;Van en naar het werk;1996/1997;;;0.49;5.77;9.89
9194;Stadsgewest: Enschede;Van en naar het werk;1997/1998;;;0.55;6.65;11.23
9195;Stadsgewest: Enschede;Van en naar het werk;1998/1999;;;0.55;6.74;11.45
9196;Stadsgewest: Enschede;Van en naar het werk;1999/2000;;;0.5;6.29;10.62
9197;Stadsgewest: Enschede;Van en naar het werk;2000/2001;;;0.5;6.11;10.5
9198;Stadsgewest: Enschede;Van en naar het werk;2001/2002;;;0.49;6.06;10.5
9199;Stadsgewest: Enschede;Van en naar het werk;2002/2003;;;0.47;5.68;10.29
9200;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;1995/1996;;;0.1;2.57;3.4
9201;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;3.0;4.01
9202;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;1997/1998;;;0.12;2.82;3.91
9203;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;1998/1999;;;0.09;2.8;3.64
9204;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;1999/2000;;;0.09;2.88;3.5
9205;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;2000/2001;;;0.09;2.93;3.77
9206;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;2001/2002;;;0.11;3.51;4.56
9207;Stadsgewest: Enschede;Zakelijk bezoek in werksfeer;2002/2003;;;0.11;3.2;3.82
9208;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;1995/1996;;;;;
9209;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;1996/1997;;;;;
9210;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;1997/1998;;;;;
9211;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;1998/1999;;;;;
9212;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;1999/2000;;;0.15;1.14;2.36
9213;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;2000/2001;;;0.14;1.01;2.13
9214;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;2001/2002;;;0.14;0.75;1.89
9215;Stadsgewest: Enschede;Diensten/ persoonlijke verzorging;2002/2003;;;0.16;0.79;2.16
9216;Stadsgewest: Enschede;Winkelen, boodschappen doen;1995/1996;;;0.74;3.0;9.29
9217;Stadsgewest: Enschede;Winkelen, boodschappen doen;1996/1997;;;0.73;3.02;9.27
9218;Stadsgewest: Enschede;Winkelen, boodschappen doen;1997/1998;;;0.75;3.0;9.41
9219;Stadsgewest: Enschede;Winkelen, boodschappen doen;1998/1999;;;0.73;2.9;9.0
9220;Stadsgewest: Enschede;Winkelen, boodschappen doen;1999/2000;;;0.71;2.89;8.71
9221;Stadsgewest: Enschede;Winkelen, boodschappen doen;2000/2001;;;0.72;2.89;8.5
9222;Stadsgewest: Enschede;Winkelen, boodschappen doen;2001/2002;;;0.71;2.92;8.41
9223;Stadsgewest: Enschede;Winkelen, boodschappen doen;2002/2003;;;0.67;2.58;7.77
9224;Stadsgewest: Enschede;Onderwijs, cursus volgen;1995/1996;;;0.31;1.46;4.65
9225;Stadsgewest: Enschede;Onderwijs, cursus volgen;1996/1997;;;0.3;1.41;4.41
9226;Stadsgewest: Enschede;Onderwijs, cursus volgen;1997/1998;;;0.3;1.42;4.49
9227;Stadsgewest: Enschede;Onderwijs, cursus volgen;1998/1999;;;0.31;1.31;4.4
9228;Stadsgewest: Enschede;Onderwijs, cursus volgen;1999/2000;;;0.3;1.43;4.49
9229;Stadsgewest: Enschede;Onderwijs, cursus volgen;2000/2001;;;0.29;1.45;4.33
9230;Stadsgewest: Enschede;Onderwijs, cursus volgen;2001/2002;;;0.26;1.44;4.0
9231;Stadsgewest: Enschede;Onderwijs, cursus volgen;2002/2003;;;0.25;1.45;3.85
9232;Stadsgewest: Enschede;Visite, logeren;1995/1996;;;0.55;7.34;11.53
9233;Stadsgewest: Enschede;Visite, logeren;1996/1997;;;0.54;7.32;11.08
9234;Stadsgewest: Enschede;Visite, logeren;1997/1998;;;0.47;6.1;9.34
9235;Stadsgewest: Enschede;Visite, logeren;1998/1999;;;0.45;5.64;8.65
9236;Stadsgewest: Enschede;Visite, logeren;1999/2000;;;0.52;6.31;10.1
9237;Stadsgewest: Enschede;Visite, logeren;2000/2001;;;0.54;7.53;11.3
9238;Stadsgewest: Enschede;Visite, logeren;2001/2002;;;0.5;8.05;11.11
9239;Stadsgewest: Enschede;Visite, logeren;2002/2003;;;0.5;9.08;11.81
9240;Stadsgewest: Enschede;Toeren, wandelen;1995/1996;;;;;
9241;Stadsgewest: Enschede;Toeren, wandelen;1996/1997;;;;;
9242;Stadsgewest: Enschede;Toeren, wandelen;1997/1998;;;;;
9243;Stadsgewest: Enschede;Toeren, wandelen;1998/1999;;;;;
9244;Stadsgewest: Enschede;Toeren, wandelen;1999/2000;;;0.22;1.59;6.52
9245;Stadsgewest: Enschede;Toeren, wandelen;2000/2001;;;0.23;1.72;6.78
9246;Stadsgewest: Enschede;Toeren, wandelen;2001/2002;;;0.27;1.87;7.13
9247;Stadsgewest: Enschede;Toeren, wandelen;2002/2003;;;0.28;2.26;7.95
9248;Stadsgewest: Enschede;Sociaal recreatief overig;1995/1996;;;;;
9249;Stadsgewest: Enschede;Sociaal recreatief overig;1996/1997;;;;;
9250;Stadsgewest: Enschede;Sociaal recreatief overig;1997/1998;;;;;
9251;Stadsgewest: Enschede;Sociaal recreatief overig;1998/1999;;;;;
9252;Stadsgewest: Enschede;Sociaal recreatief overig;1999/2000;;;0.36;2.77;5.85
9253;Stadsgewest: Enschede;Sociaal recreatief overig;2000/2001;;;0.37;2.71;5.89
9254;Stadsgewest: Enschede;Sociaal recreatief overig;2001/2002;;;0.36;2.92;6.14
9255;Stadsgewest: Enschede;Sociaal recreatief overig;2002/2003;;;0.36;3.46;6.58
9256;Stadsgewest: Enschede;Recreatief;1995/1996;;;0.69;5.31;14.05
9257;Stadsgewest: Enschede;Recreatief;1996/1997;;;0.67;5.41;14.34
9258;Stadsgewest: Enschede;Recreatief;1997/1998;;;0.66;5.17;14.14
9259;Stadsgewest: Enschede;Recreatief;1998/1999;;;0.61;4.44;12.76
9260;Stadsgewest: Enschede;Recreatief;1999/2000;;;0.58;4.36;12.37
9261;Stadsgewest: Enschede;Recreatief;2000/2001;;;0.6;4.43;12.67
9262;Stadsgewest: Enschede;Recreatief;2001/2002;;;0.63;4.79;13.27
9263;Stadsgewest: Enschede;Recreatief;2002/2003;;;0.64;5.72;14.53
9264;Stadsgewest: Enschede;Overige motieven;1995/1996;;;0.46;2.97;6.53
9265;Stadsgewest: Enschede;Overige motieven;1996/1997;;;0.48;3.86;7.35
9266;Stadsgewest: Enschede;Overige motieven;1997/1998;;;0.48;4.21;8.03
9267;Stadsgewest: Enschede;Overige motieven;1998/1999;;;0.49;3.89;7.61
9268;Stadsgewest: Enschede;Overige motieven;1999/2000;;;0.35;2.96;5.29
9269;Stadsgewest: Enschede;Overige motieven;2000/2001;;;0.35;2.96;5.57
9270;Stadsgewest: Enschede;Overige motieven;2001/2002;;;0.32;2.52;5.09
9271;Stadsgewest: Enschede;Overige motieven;2002/2003;;;0.31;1.87;4.38
9272;Stadsgewest: Apeldoorn;1;1995/1996;208095.0;4624.0;3.11;33.26;60.96
9273;Stadsgewest: Apeldoorn;1;1996/1997;208765.0;4290.0;3.05;32.09;59.95
9274;Stadsgewest: Apeldoorn;1;1997/1998;209199.0;4281.0;3.11;31.56;59.55
9275;Stadsgewest: Apeldoorn;1;1998/1999;209742.0;3968.0;3.19;33.21;61.13
9276;Stadsgewest: Apeldoorn;1;1999/2000;210027.0;3829.0;3.17;33.75;60.89
9277;Stadsgewest: Apeldoorn;1;2000/2001;210552.0;3786.0;3.1;31.47;57.18
9278;Stadsgewest: Apeldoorn;1;2001/2002;211819.0;3225.0;3.18;33.24;58.83
9279;Stadsgewest: Apeldoorn;1;2002/2003;212576.0;2440.0;3.14;33.32;58.5
9280;Stadsgewest: Apeldoorn;2;1995/1996;;;0.99;15.86;21.43
9281;Stadsgewest: Apeldoorn;2;1996/1997;;;0.92;15.15;20.14
9282;Stadsgewest: Apeldoorn;2;1997/1998;;;0.95;15.51;20.44
9283;Stadsgewest: Apeldoorn;2;1998/1999;;;1.04;17.44;22.87
9284;Stadsgewest: Apeldoorn;2;1999/2000;;;1.05;18.09;23.42
9285;Stadsgewest: Apeldoorn;2;2000/2001;;;0.98;16.53;21.34
9286;Stadsgewest: Apeldoorn;2;2001/2002;;;1.0;16.57;21.65
9287;Stadsgewest: Apeldoorn;2;2002/2003;;;1.03;16.66;21.9
9288;Stadsgewest: Apeldoorn;3;1995/1996;;;0.55;9.98;12.65
9289;Stadsgewest: Apeldoorn;3;1996/1997;;;0.52;8.9;11.66
9290;Stadsgewest: Apeldoorn;3;1997/1998;;;0.53;8.7;11.61
9291;Stadsgewest: Apeldoorn;3;1998/1999;;;0.57;9.01;12.6
9292;Stadsgewest: Apeldoorn;3;1999/2000;;;0.54;8.57;12.2
9293;Stadsgewest: Apeldoorn;3;2000/2001;;;0.52;7.87;10.61
9294;Stadsgewest: Apeldoorn;3;2001/2002;;;0.54;9.56;11.69
9295;Stadsgewest: Apeldoorn;3;2002/2003;;;0.53;9.0;11.22
9296;Stadsgewest: Apeldoorn;4;1995/1996;;;0.03;1.84;2.75
9297;Stadsgewest: Apeldoorn;4;1996/1997;;;0.04;1.79;2.91
9298;Stadsgewest: Apeldoorn;4;1997/1998;;;0.02;1.2;2.02
9299;Stadsgewest: Apeldoorn;4;1998/1999;;;0.03;1.48;2.16
9300;Stadsgewest: Apeldoorn;4;1999/2000;;;0.04;1.92;2.78
9301;Stadsgewest: Apeldoorn;4;2000/2001;;;0.03;1.97;3.01
9302;Stadsgewest: Apeldoorn;4;2001/2002;;;0.03;2.06;2.9
9303;Stadsgewest: Apeldoorn;4;2002/2003;;;0.03;2.2;2.88
9304;Stadsgewest: Apeldoorn;5;1995/1996;;;0.07;1.03;2.62
9305;Stadsgewest: Apeldoorn;5;1996/1997;;;0.09;1.47;3.38
9306;Stadsgewest: Apeldoorn;5;1997/1998;;;0.08;1.46;3.3
9307;Stadsgewest: Apeldoorn;5;1998/1999;;;0.06;1.04;2.33
9308;Stadsgewest: Apeldoorn;5;1999/2000;;;0.06;0.94;2.05
9309;Stadsgewest: Apeldoorn;5;2000/2001;;;0.05;0.91;1.88
9310;Stadsgewest: Apeldoorn;5;2001/2002;;;0.05;0.76;1.65
9311;Stadsgewest: Apeldoorn;5;2002/2003;;;0.05;0.95;2.0
9312;Stadsgewest: Apeldoorn;6;1995/1996;;;0.04;0.23;0.59
9313;Stadsgewest: Apeldoorn;6;1996/1997;;;0.04;0.26;0.63
9314;Stadsgewest: Apeldoorn;6;1997/1998;;;0.04;0.24;0.66
9315;Stadsgewest: Apeldoorn;6;1998/1999;;;0.04;0.23;0.65
9316;Stadsgewest: Apeldoorn;6;1999/2000;;;0.04;0.17;0.48
9317;Stadsgewest: Apeldoorn;6;2000/2001;;;0.03;0.12;0.41
9318;Stadsgewest: Apeldoorn;6;2001/2002;;;0.03;0.16;0.42
9319;Stadsgewest: Apeldoorn;6;2002/2003;;;0.03;0.21;0.48
9320;Stadsgewest: Apeldoorn;7;1995/1996;;;0.93;2.84;12.95
9321;Stadsgewest: Apeldoorn;7;1996/1997;;;0.95;2.99;13.58
9322;Stadsgewest: Apeldoorn;7;1997/1998;;;0.97;3.07;13.83
9323;Stadsgewest: Apeldoorn;7;1998/1999;;;0.96;2.99;13.43
9324;Stadsgewest: Apeldoorn;7;1999/2000;;;0.94;2.93;13.23
9325;Stadsgewest: Apeldoorn;7;2000/2001;;;0.97;2.87;12.93
9326;Stadsgewest: Apeldoorn;7;2001/2002;;;0.98;2.87;12.83
9327;Stadsgewest: Apeldoorn;7;2002/2003;;;0.92;2.81;12.06
9328;Stadsgewest: Apeldoorn;8;1995/1996;;;0.46;0.53;6.45
9329;Stadsgewest: Apeldoorn;8;1996/1997;;;0.45;0.49;5.8
9330;Stadsgewest: Apeldoorn;8;1997/1998;;;0.47;0.46;5.76
9331;Stadsgewest: Apeldoorn;8;1998/1999;;;0.45;0.42;5.7
9332;Stadsgewest: Apeldoorn;8;1999/2000;;;0.46;0.43;5.42
9333;Stadsgewest: Apeldoorn;8;2000/2001;;;0.47;0.48;5.77
9334;Stadsgewest: Apeldoorn;8;2001/2002;;;0.5;0.52;6.25
9335;Stadsgewest: Apeldoorn;8;2002/2003;;;0.5;0.51;6.24
9336;Stadsgewest: Apeldoorn;9;1995/1996;;;0.04;0.96;1.53
9337;Stadsgewest: Apeldoorn;9;1996/1997;;;0.05;1.04;1.85
9338;Stadsgewest: Apeldoorn;9;1997/1998;;;0.04;0.92;1.92
9339;Stadsgewest: Apeldoorn;9;1998/1999;;;0.04;0.59;1.4
9340;Stadsgewest: Apeldoorn;9;1999/2000;;;0.04;0.7;1.31
9341;Stadsgewest: Apeldoorn;9;2000/2001;;;0.04;0.72;1.23
9342;Stadsgewest: Apeldoorn;9;2001/2002;;;0.04;0.76;1.45
9343;Stadsgewest: Apeldoorn;9;2002/2003;;;0.04;0.99;1.72
9344;Stadsgewest: Apeldoorn;Van en naar het werk;1995/1996;;;0.49;6.77;10.56
9345;Stadsgewest: Apeldoorn;Van en naar het werk;1996/1997;;;0.47;7.34;10.78
9346;Stadsgewest: Apeldoorn;Van en naar het werk;1997/1998;;;0.46;6.87;10.38
9347;Stadsgewest: Apeldoorn;Van en naar het werk;1998/1999;;;0.49;7.3;10.98
9348;Stadsgewest: Apeldoorn;Van en naar het werk;1999/2000;;;0.5;8.4;11.76
9349;Stadsgewest: Apeldoorn;Van en naar het werk;2000/2001;;;0.5;7.9;11.24
9350;Stadsgewest: Apeldoorn;Van en naar het werk;2001/2002;;;0.48;7.54;11.22
9351;Stadsgewest: Apeldoorn;Van en naar het werk;2002/2003;;;0.51;7.69;11.81
9352;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;1995/1996;;;0.13;3.91;4.92
9353;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;3.75;4.6
9354;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;4.21;4.88
9355;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;1998/1999;;;0.12;4.34;4.81
9356;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;1999/2000;;;0.1;4.06;4.44
9357;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;2000/2001;;;0.1;3.39;4.14
9358;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;2001/2002;;;0.11;3.05;4.0
9359;Stadsgewest: Apeldoorn;Zakelijk bezoek in werksfeer;2002/2003;;;0.1;2.9;3.64
