ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
5795;COROP: Zaanstreek;3;1998/1999;;;0.53;9.54;12.69
5796;COROP: Zaanstreek;3;1999/2000;;;0.5;8.95;11.88
5797;COROP: Zaanstreek;3;2000/2001;;;0.45;7.03;9.8
5798;COROP: Zaanstreek;3;2001/2002;;;0.47;7.33;9.64
5799;COROP: Zaanstreek;3;2002/2003;;;0.48;7.83;9.8
5800;COROP: Zaanstreek;4;1995/1996;;;0.11;2.02;5.95
5801;COROP: Zaanstreek;4;1996/1997;;;0.11;2.18;6.41
5802;COROP: Zaanstreek;4;1997/1998;;;0.11;2.36;6.54
5803;COROP: Zaanstreek;4;1998/1999;;;0.11;2.58;6.43
5804;COROP: Zaanstreek;4;1999/2000;;;0.13;3.26;7.14
5805;COROP: Zaanstreek;4;2000/2001;;;0.13;4.08;8.41
5806;COROP: Zaanstreek;4;2001/2002;;;0.11;3.08;6.84
5807;COROP: Zaanstreek;4;2002/2003;;;0.1;2.2;6.01
5808;COROP: Zaanstreek;5;1995/1996;;;0.05;1.08;2.19
5809;COROP: Zaanstreek;5;1996/1997;;;0.06;1.3;2.43
5810;COROP: Zaanstreek;5;1997/1998;;;0.06;1.34;2.72
5811;COROP: Zaanstreek;5;1998/1999;;;0.07;1.25;2.69
5812;COROP: Zaanstreek;5;1999/2000;;;0.08;1.21;2.89
5813;COROP: Zaanstreek;5;2000/2001;;;0.06;1.0;2.28
5814;COROP: Zaanstreek;5;2001/2002;;;0.04;0.79;1.7
5815;COROP: Zaanstreek;5;2002/2003;;;0.05;0.95;2.37
5816;COROP: Zaanstreek;6;1995/1996;;;0.04;0.29;0.86
5817;COROP: Zaanstreek;6;1996/1997;;;0.06;0.38;0.97
5818;COROP: Zaanstreek;6;1997/1998;;;0.06;0.3;0.84
5819;COROP: Zaanstreek;6;1998/1999;;;0.04;0.21;0.62
5820;COROP: Zaanstreek;6;1999/2000;;;0.03;0.2;0.55
5821;COROP: Zaanstreek;6;2000/2001;;;0.03;0.21;0.62
5822;COROP: Zaanstreek;6;2001/2002;;;0.03;0.15;0.51
5823;COROP: Zaanstreek;6;2002/2003;;;0.03;0.18;0.44
5824;COROP: Zaanstreek;7;1995/1996;;;0.85;2.97;13.2
5825;COROP: Zaanstreek;7;1996/1997;;;0.82;2.85;12.72
5826;COROP: Zaanstreek;7;1997/1998;;;0.83;2.67;12.16
5827;COROP: Zaanstreek;7;1998/1999;;;0.84;2.69;12.29
5828;COROP: Zaanstreek;7;1999/2000;;;0.81;2.6;12.06
5829;COROP: Zaanstreek;7;2000/2001;;;0.76;2.5;11.5
5830;COROP: Zaanstreek;7;2001/2002;;;0.8;2.3;11.16
5831;COROP: Zaanstreek;7;2002/2003;;;0.88;2.59;12.21
5832;COROP: Zaanstreek;8;1995/1996;;;0.58;0.65;7.42
5833;COROP: Zaanstreek;8;1996/1997;;;0.62;0.65;7.58
5834;COROP: Zaanstreek;8;1997/1998;;;0.61;0.63;7.63
5835;COROP: Zaanstreek;8;1998/1999;;;0.59;0.67;7.47
5836;COROP: Zaanstreek;8;1999/2000;;;0.57;0.69;7.49
5837;COROP: Zaanstreek;8;2000/2001;;;0.54;0.63;7.27
5838;COROP: Zaanstreek;8;2001/2002;;;0.53;0.61;7.61
5839;COROP: Zaanstreek;8;2002/2003;;;0.55;0.55;6.88
5840;COROP: Zaanstreek;9;1995/1996;;;0.04;0.62;1.34
5841;COROP: Zaanstreek;9;1996/1997;;;0.04;0.71;1.4
5842;COROP: Zaanstreek;9;1997/1998;;;0.04;0.57;1.16
5843;COROP: Zaanstreek;9;1998/1999;;;0.04;0.69;1.61
5844;COROP: Zaanstreek;9;1999/2000;;;0.04;0.7;1.68
5845;COROP: Zaanstreek;9;2000/2001;;;0.04;0.68;1.5
5846;COROP: Zaanstreek;9;2001/2002;;;0.05;1.24;2.52
5847;COROP: Zaanstreek;9;2002/2003;;;0.06;1.59;2.67
5848;COROP: Zaanstreek;Van en naar het werk;1995/1996;;;0.47;6.65;12.05
5849;COROP: Zaanstreek;Van en naar het werk;1996/1997;;;0.5;6.57;12.68
5850;COROP: Zaanstreek;Van en naar het werk;1997/1998;;;0.52;7.08;13.14
5851;COROP: Zaanstreek;Van en naar het werk;1998/1999;;;0.53;7.56;13.83
5852;COROP: Zaanstreek;Van en naar het werk;1999/2000;;;0.52;7.42;13.87
5853;COROP: Zaanstreek;Van en naar het werk;2000/2001;;;0.49;7.73;13.88
5854;COROP: Zaanstreek;Van en naar het werk;2001/2002;;;0.49;7.9;14.05
5855;COROP: Zaanstreek;Van en naar het werk;2002/2003;;;0.51;7.48;13.75
5856;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;1995/1996;;;0.1;3.5;4.56
5857;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;1996/1997;;;0.08;3.29;4.28
5858;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;1997/1998;;;0.08;2.92;3.79
5859;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;1998/1999;;;0.08;2.43;3.43
5860;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;1999/2000;;;0.09;1.98;3.12
5861;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;2000/2001;;;0.09;2.5;3.38
5862;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;2001/2002;;;0.08;2.56;3.77
5863;COROP: Zaanstreek;Zakelijk bezoek in werksfeer;2002/2003;;;0.07;2.03;3.76
5864;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;1995/1996;;;;;
5865;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;1996/1997;;;;;
5866;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;1997/1998;;;;;
5867;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;1998/1999;;;;;
5868;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;1999/2000;;;0.15;0.91;2.54
5869;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;2000/2001;;;0.13;0.92;2.17
5870;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;2001/2002;;;0.14;0.91;2.0
5871;COROP: Zaanstreek;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;0.78;1.96
5872;COROP: Zaanstreek;Winkelen, boodschappen doen;1995/1996;;;0.69;3.23;10.01
5873;COROP: Zaanstreek;Winkelen, boodschappen doen;1996/1997;;;0.71;3.54;10.22
5874;COROP: Zaanstreek;Winkelen, boodschappen doen;1997/1998;;;0.69;3.36;9.73
5875;COROP: Zaanstreek;Winkelen, boodschappen doen;1998/1999;;;0.71;3.38;9.89
5876;COROP: Zaanstreek;Winkelen, boodschappen doen;1999/2000;;;0.71;3.52;10.16
5877;COROP: Zaanstreek;Winkelen, boodschappen doen;2000/2001;;;0.69;3.35;9.51
5878;COROP: Zaanstreek;Winkelen, boodschappen doen;2001/2002;;;0.68;3.16;8.55
5879;COROP: Zaanstreek;Winkelen, boodschappen doen;2002/2003;;;0.67;3.21;8.3
5880;COROP: Zaanstreek;Onderwijs, cursus volgen;1995/1996;;;0.21;0.97;3.37
5881;COROP: Zaanstreek;Onderwijs, cursus volgen;1996/1997;;;0.23;0.93;3.5
5882;COROP: Zaanstreek;Onderwijs, cursus volgen;1997/1998;;;0.26;1.25;4.26
5883;COROP: Zaanstreek;Onderwijs, cursus volgen;1998/1999;;;0.27;1.92;5.01
5884;COROP: Zaanstreek;Onderwijs, cursus volgen;1999/2000;;;0.27;2.04;5.25
5885;COROP: Zaanstreek;Onderwijs, cursus volgen;2000/2001;;;0.25;1.65;4.73
5886;COROP: Zaanstreek;Onderwijs, cursus volgen;2001/2002;;;0.24;1.2;3.93
5887;COROP: Zaanstreek;Onderwijs, cursus volgen;2002/2003;;;0.22;1.01;3.5
5888;COROP: Zaanstreek;Visite, logeren;1995/1996;;;0.48;7.12;10.7
5889;COROP: Zaanstreek;Visite, logeren;1996/1997;;;0.47;6.33;10.11
5890;COROP: Zaanstreek;Visite, logeren;1997/1998;;;0.46;7.08;10.91
5891;COROP: Zaanstreek;Visite, logeren;1998/1999;;;0.45;6.84;10.12
5892;COROP: Zaanstreek;Visite, logeren;1999/2000;;;0.44;6.69;10.1
5893;COROP: Zaanstreek;Visite, logeren;2000/2001;;;0.43;6.88;10.69
5894;COROP: Zaanstreek;Visite, logeren;2001/2002;;;0.47;8.12;11.41
5895;COROP: Zaanstreek;Visite, logeren;2002/2003;;;0.48;8.15;11.39
5896;COROP: Zaanstreek;Toeren, wandelen;1995/1996;;;;;
5897;COROP: Zaanstreek;Toeren, wandelen;1996/1997;;;;;
5898;COROP: Zaanstreek;Toeren, wandelen;1997/1998;;;;;
5899;COROP: Zaanstreek;Toeren, wandelen;1998/1999;;;;;
5900;COROP: Zaanstreek;Toeren, wandelen;1999/2000;;;0.18;2.47;6.81
5901;COROP: Zaanstreek;Toeren, wandelen;2000/2001;;;0.17;1.57;5.81
5902;COROP: Zaanstreek;Toeren, wandelen;2001/2002;;;0.21;1.23;6.41
5903;COROP: Zaanstreek;Toeren, wandelen;2002/2003;;;0.23;1.78;7.1
5904;COROP: Zaanstreek;Sociaal recreatief overig;1995/1996;;;;;
5905;COROP: Zaanstreek;Sociaal recreatief overig;1996/1997;;;;;
5906;COROP: Zaanstreek;Sociaal recreatief overig;1997/1998;;;;;
5907;COROP: Zaanstreek;Sociaal recreatief overig;1998/1999;;;;;
5908;COROP: Zaanstreek;Sociaal recreatief overig;1999/2000;;;0.35;3.5;6.86
5909;COROP: Zaanstreek;Sociaal recreatief overig;2000/2001;;;0.33;3.4;6.5
5910;COROP: Zaanstreek;Sociaal recreatief overig;2001/2002;;;0.32;2.88;5.53
5911;COROP: Zaanstreek;Sociaal recreatief overig;2002/2003;;;0.35;2.71;5.63
5912;COROP: Zaanstreek;Recreatief;1995/1996;;;0.61;5.36;14.28
5913;COROP: Zaanstreek;Recreatief;1996/1997;;;0.63;6.46;15.0
5914;COROP: Zaanstreek;Recreatief;1997/1998;;;0.66;6.37;15.02
5915;COROP: Zaanstreek;Recreatief;1998/1999;;;0.61;6.28;14.9
5916;COROP: Zaanstreek;Recreatief;1999/2000;;;0.53;5.97;13.67
5917;COROP: Zaanstreek;Recreatief;2000/2001;;;0.5;4.97;12.31
5918;COROP: Zaanstreek;Recreatief;2001/2002;;;0.53;4.11;11.94
5919;COROP: Zaanstreek;Recreatief;2002/2003;;;0.58;4.49;12.72
5920;COROP: Zaanstreek;Overige motieven;1995/1996;;;0.43;3.71;7.9
5921;COROP: Zaanstreek;Overige motieven;1996/1997;;;0.44;3.46;6.78
5922;COROP: Zaanstreek;Overige motieven;1997/1998;;;0.45;3.45;7.24
5923;COROP: Zaanstreek;Overige motieven;1998/1999;;;0.5;4.24;8.27
5924;COROP: Zaanstreek;Overige motieven;1999/2000;;;0.35;3.01;5.26
5925;COROP: Zaanstreek;Overige motieven;2000/2001;;;0.31;2.01;4.66
5926;COROP: Zaanstreek;Overige motieven;2001/2002;;;0.32;1.81;4.58
5927;COROP: Zaanstreek;Overige motieven;2002/2003;;;0.36;2.88;5.19
5928;COROP: Groot-Amsterdam;1;1995/1996;1131029.0;14602.0;3.21;30.5;68.06
5929;COROP: Groot-Amsterdam;1;1996/1997;1132658.0;13568.0;3.16;31.39;68.33
5930;COROP: Groot-Amsterdam;1;1997/1998;1139976.0;12785.0;3.13;32.69;69.21
5931;COROP: Groot-Amsterdam;1;1998/1999;1151830.0;15175.0;3.08;32.15;69.05
5932;COROP: Groot-Amsterdam;1;1999/2000;1160578.0;17798.0;3.01;31.11;67.73
5933;COROP: Groot-Amsterdam;1;2000/2001;1168639.0;16554.0;3.0;31.49;67.53
5934;COROP: Groot-Amsterdam;1;2001/2002;1176682.0;13855.0;2.98;30.78;65.92
5935;COROP: Groot-Amsterdam;1;2002/2003;1184987.0;10816.0;2.95;29.73;64.98
5936;COROP: Groot-Amsterdam;2;1995/1996;;;0.77;12.67;18.07
5937;COROP: Groot-Amsterdam;2;1996/1997;;;0.76;12.53;17.86
5938;COROP: Groot-Amsterdam;2;1997/1998;;;0.77;12.89;18.31
5939;COROP: Groot-Amsterdam;2;1998/1999;;;0.78;12.74;18.62
5940;COROP: Groot-Amsterdam;2;1999/2000;;;0.77;12.86;18.8
5941;COROP: Groot-Amsterdam;2;2000/2001;;;0.76;13.37;18.92
5942;COROP: Groot-Amsterdam;2;2001/2002;;;0.75;12.86;18.21
5943;COROP: Groot-Amsterdam;2;2002/2003;;;0.73;12.22;17.66
5944;COROP: Groot-Amsterdam;3;1995/1996;;;0.45;7.43;10.12
5945;COROP: Groot-Amsterdam;3;1996/1997;;;0.46;7.98;10.6
5946;COROP: Groot-Amsterdam;3;1997/1998;;;0.46;8.32;10.96
5947;COROP: Groot-Amsterdam;3;1998/1999;;;0.45;7.87;11.09
5948;COROP: Groot-Amsterdam;3;1999/2000;;;0.43;7.25;10.49
5949;COROP: Groot-Amsterdam;3;2000/2001;;;0.42;7.57;10.24
5950;COROP: Groot-Amsterdam;3;2001/2002;;;0.41;7.38;9.88
5951;COROP: Groot-Amsterdam;3;2002/2003;;;0.4;6.97;9.59
5952;COROP: Groot-Amsterdam;4;1995/1996;;;0.08;2.98;5.62
5953;COROP: Groot-Amsterdam;4;1996/1997;;;0.08;3.37;6.22
5954;COROP: Groot-Amsterdam;4;1997/1998;;;0.09;3.96;7.27
5955;COROP: Groot-Amsterdam;4;1998/1999;;;0.1;3.96;7.17
5956;COROP: Groot-Amsterdam;4;1999/2000;;;0.09;3.5;6.3
5957;COROP: Groot-Amsterdam;4;2000/2001;;;0.08;3.28;5.95
5958;COROP: Groot-Amsterdam;4;2001/2002;;;0.08;3.38;6.12
5959;COROP: Groot-Amsterdam;4;2002/2003;;;0.08;3.36;6.19
5960;COROP: Groot-Amsterdam;5;1995/1996;;;0.31;3.13;10.67
5961;COROP: Groot-Amsterdam;5;1996/1997;;;0.29;3.01;10.2
5962;COROP: Groot-Amsterdam;5;1997/1998;;;0.28;3.05;10.12
5963;COROP: Groot-Amsterdam;5;1998/1999;;;0.3;3.31;10.67
5964;COROP: Groot-Amsterdam;5;1999/2000;;;0.29;3.44;10.71
5965;COROP: Groot-Amsterdam;5;2000/2001;;;0.28;3.36;10.47
5966;COROP: Groot-Amsterdam;5;2001/2002;;;0.27;3.19;9.84
5967;COROP: Groot-Amsterdam;5;2002/2003;;;0.26;3.06;9.45
5968;COROP: Groot-Amsterdam;6;1995/1996;;;0.02;0.13;0.34
5969;COROP: Groot-Amsterdam;6;1996/1997;;;0.03;0.16;0.41
5970;COROP: Groot-Amsterdam;6;1997/1998;;;0.03;0.18;0.48
5971;COROP: Groot-Amsterdam;6;1998/1999;;;0.03;0.14;0.42
5972;COROP: Groot-Amsterdam;6;1999/2000;;;0.02;0.13;0.37
5973;COROP: Groot-Amsterdam;6;2000/2001;;;0.02;0.13;0.36
5974;COROP: Groot-Amsterdam;6;2001/2002;;;0.02;0.13;0.33
5975;COROP: Groot-Amsterdam;6;2002/2003;;;0.02;0.15;0.51
5976;COROP: Groot-Amsterdam;7;1995/1996;;;0.76;2.46;11.45
5977;COROP: Groot-Amsterdam;7;1996/1997;;;0.77;2.55;11.73
5978;COROP: Groot-Amsterdam;7;1997/1998;;;0.76;2.42;11.28
5979;COROP: Groot-Amsterdam;7;1998/1999;;;0.71;2.29;10.69
5980;COROP: Groot-Amsterdam;7;1999/2000;;;0.69;2.31;10.73
5981;COROP: Groot-Amsterdam;7;2000/2001;;;0.71;2.27;10.85
5982;COROP: Groot-Amsterdam;7;2001/2002;;;0.73;2.29;11.0
5983;COROP: Groot-Amsterdam;7;2002/2003;;;0.76;2.38;11.3
5984;COROP: Groot-Amsterdam;8;1995/1996;;;0.79;0.84;10.21
5985;COROP: Groot-Amsterdam;8;1996/1997;;;0.72;0.78;9.32
5986;COROP: Groot-Amsterdam;8;1997/1998;;;0.69;0.74;8.92
5987;COROP: Groot-Amsterdam;8;1998/1999;;;0.69;0.75;8.95
5988;COROP: Groot-Amsterdam;8;1999/2000;;;0.67;0.78;8.95
5989;COROP: Groot-Amsterdam;8;2000/2001;;;0.68;0.79;9.23
5990;COROP: Groot-Amsterdam;8;2001/2002;;;0.68;0.78;8.93
5991;COROP: Groot-Amsterdam;8;2002/2003;;;0.65;0.75;8.44
5992;COROP: Groot-Amsterdam;9;1995/1996;;;0.04;0.87;1.58
5993;COROP: Groot-Amsterdam;9;1996/1997;;;0.05;1.01;1.99
5994;COROP: Groot-Amsterdam;9;1997/1998;;;0.05;1.13;1.86
5995;COROP: Groot-Amsterdam;9;1998/1999;;;0.04;1.08;1.43
5996;COROP: Groot-Amsterdam;9;1999/2000;;;0.04;0.84;1.38
5997;COROP: Groot-Amsterdam;9;2000/2001;;;0.05;0.72;1.51
5998;COROP: Groot-Amsterdam;9;2001/2002;;;0.05;0.78;1.62
5999;COROP: Groot-Amsterdam;9;2002/2003;;;0.04;0.85;1.83
6000;COROP: Groot-Amsterdam;Van en naar het werk;1995/1996;;;0.5;6.9;13.31
6001;COROP: Groot-Amsterdam;Van en naar het werk;1996/1997;;;0.53;7.45;14.26
6002;COROP: Groot-Amsterdam;Van en naar het werk;1997/1998;;;0.55;8.21;15.36
6003;COROP: Groot-Amsterdam;Van en naar het werk;1998/1999;;;0.53;7.95;15.35
6004;COROP: Groot-Amsterdam;Van en naar het werk;1999/2000;;;0.52;7.5;15.04
6005;COROP: Groot-Amsterdam;Van en naar het werk;2000/2001;;;0.54;7.73;15.38
6006;COROP: Groot-Amsterdam;Van en naar het werk;2001/2002;;;0.53;7.87;15.08
6007;COROP: Groot-Amsterdam;Van en naar het werk;2002/2003;;;0.51;7.55;14.5
6008;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;2.74;3.93
6009;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;2.73;3.96
6010;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;2.79;4.0
6011;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;1998/1999;;;0.11;2.88;3.92
6012;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;2.75;3.81
6013;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;2000/2001;;;0.1;2.62;3.83
6014;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;2001/2002;;;0.09;2.47;3.66
6015;COROP: Groot-Amsterdam;Zakelijk bezoek in werksfeer;2002/2003;;;0.09;2.15;3.34
6016;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;1995/1996;;;;;
6017;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;1996/1997;;;;;
6018;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;1997/1998;;;;;
6019;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;1998/1999;;;;;
6020;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;1999/2000;;;0.14;0.88;2.39
6021;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;2000/2001;;;0.14;0.88;2.3
6022;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;2001/2002;;;0.14;0.89;2.29
6023;COROP: Groot-Amsterdam;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;0.91;2.33
6024;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;1995/1996;;;0.77;3.09;10.64
6025;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;1996/1997;;;0.76;3.17;10.59
6026;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;1997/1998;;;0.75;3.2;10.49
6027;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;1998/1999;;;0.72;2.97;10.36
6028;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;1999/2000;;;0.67;2.75;9.54
6029;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;2000/2001;;;0.67;2.8;9.36
6030;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;2001/2002;;;0.69;2.77;9.55
6031;COROP: Groot-Amsterdam;Winkelen, boodschappen doen;2002/2003;;;0.69;2.72;9.46
6032;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;1995/1996;;;0.27;1.45;5.17
6033;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;1996/1997;;;0.25;1.38;4.89
6034;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;1997/1998;;;0.24;1.35;4.55
6035;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;1998/1999;;;0.24;1.44;4.62
6036;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;1999/2000;;;0.25;1.6;4.93
6037;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;2000/2001;;;0.25;1.78;5.14
6038;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;2001/2002;;;0.25;1.75;5.16
6039;COROP: Groot-Amsterdam;Onderwijs, cursus volgen;2002/2003;;;0.25;1.58;4.73
6040;COROP: Groot-Amsterdam;Visite, logeren;1995/1996;;;0.44;7.18;11.58
6041;COROP: Groot-Amsterdam;Visite, logeren;1996/1997;;;0.42;7.26;11.41
6042;COROP: Groot-Amsterdam;Visite, logeren;1997/1998;;;0.43;7.47;11.66
6043;COROP: Groot-Amsterdam;Visite, logeren;1998/1999;;;0.42;7.51;11.83
6044;COROP: Groot-Amsterdam;Visite, logeren;1999/2000;;;0.42;7.22;11.63
6045;COROP: Groot-Amsterdam;Visite, logeren;2000/2001;;;0.41;7.58;11.65
6046;COROP: Groot-Amsterdam;Visite, logeren;2001/2002;;;0.4;7.41;11.09
6047;COROP: Groot-Amsterdam;Visite, logeren;2002/2003;;;0.41;7.25;11.36
6048;COROP: Groot-Amsterdam;Toeren, wandelen;1995/1996;;;;;
6049;COROP: Groot-Amsterdam;Toeren, wandelen;1996/1997;;;;;
6050;COROP: Groot-Amsterdam;Toeren, wandelen;1997/1998;;;;;
6051;COROP: Groot-Amsterdam;Toeren, wandelen;1998/1999;;;;;
6052;COROP: Groot-Amsterdam;Toeren, wandelen;1999/2000;;;0.19;1.98;6.19
6053;COROP: Groot-Amsterdam;Toeren, wandelen;2000/2001;;;0.18;1.7;5.92
6054;COROP: Groot-Amsterdam;Toeren, wandelen;2001/2002;;;0.19;1.63;5.94
6055;COROP: Groot-Amsterdam;Toeren, wandelen;2002/2003;;;0.18;1.97;6.41
6056;COROP: Groot-Amsterdam;Sociaal recreatief overig;1995/1996;;;;;
6057;COROP: Groot-Amsterdam;Sociaal recreatief overig;1996/1997;;;;;
6058;COROP: Groot-Amsterdam;Sociaal recreatief overig;1997/1998;;;;;
6059;COROP: Groot-Amsterdam;Sociaal recreatief overig;1998/1999;;;;;
6060;COROP: Groot-Amsterdam;Sociaal recreatief overig;1999/2000;;;0.38;3.64;8.11
6061;COROP: Groot-Amsterdam;Sociaal recreatief overig;2000/2001;;;0.39;3.56;7.98
6062;COROP: Groot-Amsterdam;Sociaal recreatief overig;2001/2002;;;0.38;3.29;7.59
6063;COROP: Groot-Amsterdam;Sociaal recreatief overig;2002/2003;;;0.36;3.2;7.46
6064;COROP: Groot-Amsterdam;Recreatief;1995/1996;;;0.67;5.64;15.56
6065;COROP: Groot-Amsterdam;Recreatief;1996/1997;;;0.65;5.56;15.2
6066;COROP: Groot-Amsterdam;Recreatief;1997/1998;;;0.65;5.8;15.37
6067;COROP: Groot-Amsterdam;Recreatief;1998/1999;;;0.61;5.69;14.77
6068;COROP: Groot-Amsterdam;Recreatief;1999/2000;;;0.57;5.62;14.3
6069;COROP: Groot-Amsterdam;Recreatief;2000/2001;;;0.57;5.26;13.9
6070;COROP: Groot-Amsterdam;Recreatief;2001/2002;;;0.56;4.91;13.53
6071;COROP: Groot-Amsterdam;Recreatief;2002/2003;;;0.55;5.17;13.87
6072;COROP: Groot-Amsterdam;Overige motieven;1995/1996;;;0.44;3.51;7.88
6073;COROP: Groot-Amsterdam;Overige motieven;1996/1997;;;0.44;3.84;8.02
6074;COROP: Groot-Amsterdam;Overige motieven;1997/1998;;;0.41;3.86;7.78
6075;COROP: Groot-Amsterdam;Overige motieven;1998/1999;;;0.45;3.7;8.2
6076;COROP: Groot-Amsterdam;Overige motieven;1999/2000;;;0.34;2.81;6.1
6077;COROP: Groot-Amsterdam;Overige motieven;2000/2001;;;0.33;2.85;5.96
6078;COROP: Groot-Amsterdam;Overige motieven;2001/2002;;;0.32;2.71;5.55
6079;COROP: Groot-Amsterdam;Overige motieven;2002/2003;;;0.31;2.4;5.38
6080;COROP: Het Gooi en Vechtstreek;1;1995/1996;233359.0;4927.0;3.2;33.61;64.51
6081;COROP: Het Gooi en Vechtstreek;1;1996/1997;233034.0;4549.0;3.16;33.23;63.54
6082;COROP: Het Gooi en Vechtstreek;1;1997/1998;232624.0;4192.0;3.17;33.65;64.56
6083;COROP: Het Gooi en Vechtstreek;1;1998/1999;232755.0;4185.0;3.22;35.21;66.44
6084;COROP: Het Gooi en Vechtstreek;1;1999/2000;232669.0;4253.0;3.21;36.23;65.76
6085;COROP: Het Gooi en Vechtstreek;1;2000/2001;232884.0;3981.0;3.18;35.07;64.16
6086;COROP: Het Gooi en Vechtstreek;1;2001/2002;242520.0;3380.0;3.15;34.97;62.93
6087;COROP: Het Gooi en Vechtstreek;1;2002/2003;242397.0;2563.0;3.13;34.89;61.46
6088;COROP: Het Gooi en Vechtstreek;2;1995/1996;;;1.05;17.7;24.3
6089;COROP: Het Gooi en Vechtstreek;2;1996/1997;;;1.03;17.46;23.32
6090;COROP: Het Gooi en Vechtstreek;2;1997/1998;;;1.02;16.54;22.56
6091;COROP: Het Gooi en Vechtstreek;2;1998/1999;;;1.1;17.51;24.42
6092;COROP: Het Gooi en Vechtstreek;2;1999/2000;;;1.13;18.83;25.4
6093;COROP: Het Gooi en Vechtstreek;2;2000/2001;;;1.11;18.49;24.6
6094;COROP: Het Gooi en Vechtstreek;2;2001/2002;;;1.09;18.18;23.89
6095;COROP: Het Gooi en Vechtstreek;2;2002/2003;;;1.12;18.19;24.03
6096;COROP: Het Gooi en Vechtstreek;3;1995/1996;;;0.55;8.16;11.43
6097;COROP: Het Gooi en Vechtstreek;3;1996/1997;;;0.55;8.08;11.41
6098;COROP: Het Gooi en Vechtstreek;3;1997/1998;;;0.55;8.61;11.79
6099;COROP: Het Gooi en Vechtstreek;3;1998/1999;;;0.57;9.14;12.02
6100;COROP: Het Gooi en Vechtstreek;3;1999/2000;;;0.53;8.96;11.64
6101;COROP: Het Gooi en Vechtstreek;3;2000/2001;;;0.51;8.31;10.92
6102;COROP: Het Gooi en Vechtstreek;3;2001/2002;;;0.51;8.84;11.16
6103;COROP: Het Gooi en Vechtstreek;3;2002/2003;;;0.44;9.06;10.3
6104;COROP: Het Gooi en Vechtstreek;4;1995/1996;;;0.1;2.87;6.52
6105;COROP: Het Gooi en Vechtstreek;4;1996/1997;;;0.09;2.42;5.62
6106;COROP: Het Gooi en Vechtstreek;4;1997/1998;;;0.08;2.7;5.49
6107;COROP: Het Gooi en Vechtstreek;4;1998/1999;;;0.1;3.25;6.4
6108;COROP: Het Gooi en Vechtstreek;4;1999/2000;;;0.11;3.43;6.84
6109;COROP: Het Gooi en Vechtstreek;4;2000/2001;;;0.11;3.54;7.15
6110;COROP: Het Gooi en Vechtstreek;4;2001/2002;;;0.09;3.09;5.91
6111;COROP: Het Gooi en Vechtstreek;4;2002/2003;;;0.08;3.07;5.71
6112;COROP: Het Gooi en Vechtstreek;5;1995/1996;;;0.07;1.06;2.44
