ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
7602;Ringoevers;Hillegom                                ;Buurt     ;BU05340107;12;1;0;1;0;1;1;0;0;0;0;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7603;Noord;Hillegom                                ;Wijk      ;WK053402  ;106;4;0;4;0;91;57;0;0;0;34;3;0;0;0;0;3;0;3;0;3;0;0;0;3;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
7604;Weerestein;Hillegom                                ;Buurt     ;BU05340201;17;1;0;1;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7605;Patrimonium;Hillegom                                ;Buurt     ;BU05340202;9;0;0;0;0;5;3;0;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7606;Treslong;Hillegom                                ;Buurt     ;BU05340203;34;1;0;1;0;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7607;Bedrijventerrein Horst ten Daal;Hillegom                                ;Buurt     ;BU05340204;23;1;0;1;0;22;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7608;Bedrijventerrein Treslong;Hillegom                                ;Buurt     ;BU05340205;11;1;0;1;0;11;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7609;Vossepolder;Hillegom                                ;Buurt     ;BU05340206;12;1;0;1;0;6;6;0;0;0;0;3;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7610;Elsbroek;Hillegom                                ;Wijk      ;WK053403  ;92;2;0;2;0;77;68;0;0;2;6;0;0;0;0;0;0;0;11;11;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7611;Leidsestraat;Hillegom                                ;Buurt     ;BU05340301;20;1;0;1;0;17;9;0;0;2;6;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7612;Olympiakwartier;Hillegom                                ;Buurt     ;BU05340302;12;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7613;Schilderskwartier;Hillegom                                ;Buurt     ;BU05340303;19;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7614;Wendes;Hillegom                                ;Buurt     ;BU05340304;22;0;0;0;0;16;16;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7615;Hemen;Hillegom                                ;Buurt     ;BU05340305;18;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7616;Buitengebied;Hillegom                                ;Wijk      ;WK053404  ;913;35;11;23;0;91;15;4;0;4;68;0;0;0;0;0;0;0;12;0;2;9;0;0;709;11;698;18;18;0;0;48;0;0;0;0;0;0;0;0;48;0;0;0;0;0
7617;De Polders;Hillegom                                ;Buurt     ;BU05340401;211;5;0;5;0;15;1;3;0;0;11;0;0;0;0;0;0;0;7;0;2;5;0;0;178;4;174;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
7618;Buitengebied;Hillegom                                ;Buurt     ;BU05340402;629;26;11;15;0;53;13;1;0;4;35;0;0;0;0;0;0;0;4;0;0;4;0;0;486;7;479;18;18;0;0;40;0;0;0;0;0;0;0;0;40;0;0;0;0;0
7619;Elsbroekerpolder;Hillegom                                ;Buurt     ;BU05340403;47;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;45;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7620;Bedrijventerrein Hillegom-Zuid;Hillegom                                ;Buurt     ;BU05340404;26;3;0;3;0;22;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7621;Hilvarenbeek;Hilvarenbeek                            ;Gemeente  ;GM0798    ;9651;187;0;187;0;406;287;5;14;10;90;28;0;0;4;0;24;0;382;26;93;1;161;101;5658;2;5656;2826;2557;147;123;164;0;0;0;0;0;79;0;0;85;0;0;0;0;0
7622;Wijk 00 Hilvarenbeek;Hilvarenbeek                            ;Wijk      ;WK079800  ;3265;83;0;83;0;209;163;4;1;8;32;8;0;0;1;0;7;0;258;10;19;0;161;68;1583;0;1583;1000;975;23;2;125;0;0;0;0;0;79;0;0;45;0;0;0;0;0
7623;Hilvarenbeek;Hilvarenbeek                            ;Buurt     ;BU07980000;311;13;0;13;0;192;163;4;0;0;24;8;0;0;1;0;7;0;24;9;15;0;0;0;74;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7624;Verspreide huizen Hilvarenbeek;Hilvarenbeek                            ;Buurt     ;BU07980009;2955;70;0;70;0;17;0;0;1;8;8;0;0;0;0;0;0;0;234;1;5;0;161;68;1509;0;1509;1000;975;23;2;125;0;0;0;0;0;79;0;0;45;0;0;0;0;0
7625;Wijk 01 Esbeek;Hilvarenbeek                            ;Wijk      ;WK079801  ;2598;38;0;38;0;48;22;1;2;0;24;4;0;0;0;0;4;0;89;16;60;0;0;12;1036;0;1036;1372;1230;121;20;11;0;0;0;0;0;0;0;0;11;0;0;0;0;0
7626;Esbeek;Hilvarenbeek                            ;Buurt     ;BU07980100;94;4;0;4;0;38;20;0;0;0;18;2;0;0;0;0;2;0;4;0;2;0;0;2;46;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7627;Verspreide huizen Esbeek;Hilvarenbeek                            ;Buurt     ;BU07980109;2504;35;0;35;0;11;2;1;2;0;6;2;0;0;0;0;2;0;85;16;58;0;0;10;990;0;990;1372;1230;121;20;11;0;0;0;0;0;0;0;0;11;0;0;0;0;0
7628;Wijk 02 Biest-Houtakker;Hilvarenbeek                            ;Wijk      ;WK079802  ;636;12;0;12;0;28;13;0;10;0;5;5;0;0;0;0;5;0;4;0;4;0;0;0;550;2;548;28;7;0;21;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0
7629;Biest-Houtakker;Hilvarenbeek                            ;Buurt     ;BU07980200;94;3;0;3;0;14;13;0;0;0;1;2;0;0;0;0;2;0;4;0;4;0;0;0;71;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7630;Verspreide huizen Biest-Houtakker;Hilvarenbeek                            ;Buurt     ;BU07980209;542;9;0;9;0;14;0;0;10;0;4;3;0;0;0;0;3;0;0;0;0;0;0;0;479;2;477;28;7;0;21;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0
7631;Wijk 03 Diessen;Hilvarenbeek                            ;Wijk      ;WK079803  ;2129;34;0;34;0;94;73;0;0;1;20;9;0;0;2;0;6;0;28;0;6;0;0;21;1602;0;1602;356;327;2;27;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
7632;Diessen;Hilvarenbeek                            ;Buurt     ;BU07980300;209;5;0;5;0;91;71;0;0;1;18;3;0;0;0;0;3;0;5;0;5;0;0;0;101;0;101;3;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7633;Baarschot;Hilvarenbeek                            ;Buurt     ;BU07980301;30;2;0;2;0;2;2;0;0;0;0;4;0;0;0;0;4;0;2;0;0;0;0;2;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7634;Verspreide huizen Baarschot;Hilvarenbeek                            ;Buurt     ;BU07980309;1889;27;0;27;0;1;0;0;0;0;1;2;0;0;2;0;0;0;21;0;1;0;0;19;1480;0;1480;353;324;2;27;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0
7635;Wijk 04 Haghorst;Hilvarenbeek                            ;Wijk      ;WK079804  ;1023;21;0;21;0;26;16;0;1;0;10;2;0;0;0;0;2;0;4;0;4;0;0;0;887;0;887;70;17;0;53;14;0;0;0;0;0;0;0;0;14;0;0;0;0;0
7636;Haghorst;Hilvarenbeek                            ;Buurt     ;BU07980400;46;2;0;2;0;19;16;0;0;0;3;2;0;0;0;0;2;0;1;0;1;0;0;0;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7637;Verspreide huizen Haghorst;Hilvarenbeek                            ;Buurt     ;BU07980409;978;19;0;19;0;7;0;0;1;0;6;0;0;0;0;0;0;0;3;0;3;0;0;0;865;0;865;70;17;0;53;13;0;0;0;0;0;0;0;0;13;0;0;0;0;0
7638;Hilversum;Hilversum                               ;Gemeente  ;GM0402    ;4635;236;41;141;54;1514;1139;57;61;125;132;46;0;2;27;0;17;0;225;59;118;2;1;45;581;0;581;1955;1478;419;59;77;0;0;0;0;0;10;0;0;67;0;0;0;0;0
7639;Centrum;Hilversum                               ;Wijk      ;WK040201  ;103;5;2;3;0;97;54;36;0;4;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7640;Centrum;Hilversum                               ;Buurt     ;BU04020101;40;2;1;1;0;38;15;21;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7641;Havenstraatbuurt;Hilversum                               ;Buurt     ;BU04020102;23;0;0;0;0;21;18;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7642;Sint Vitusbuurt;Hilversum                               ;Buurt     ;BU04020103;20;2;1;1;0;18;13;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7643;Langgewenstbuurt;Hilversum                               ;Buurt     ;BU04020104;21;1;1;1;0;19;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7644;Noordwest;Hilversum                               ;Wijk      ;WK040202  ;385;16;2;14;0;313;256;0;2;45;9;0;0;0;0;0;0;0;17;17;1;0;0;0;4;0;4;33;33;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7645;Boomberg;Hilversum                               ;Buurt     ;BU04020201;93;4;0;4;0;82;75;0;0;4;3;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7646;Raadhuiskwartier;Hilversum                               ;Buurt     ;BU04020202;45;3;0;2;0;43;39;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7647;Trompenberg-Zuid;Hilversum                               ;Buurt     ;BU04020203;29;1;0;1;0;28;22;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7648;Villaparken;Hilversum                               ;Buurt     ;BU04020204;123;3;0;3;0;95;89;0;0;4;2;0;0;0;0;0;0;0;1;1;0;0;0;0;4;0;4;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7649;Trompenberg-Noord;Hilversum                               ;Buurt     ;BU04020205;37;0;0;0;0;29;29;0;0;0;0;0;0;0;0;0;0;0;9;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7650;Media Park;Hilversum                               ;Buurt     ;BU04020206;57;5;2;3;0;37;3;0;0;31;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7651;Zuidwest;Hilversum                               ;Wijk      ;WK040203  ;249;17;0;17;0;156;88;8;0;8;52;2;0;0;1;0;0;0;43;15;26;0;1;0;9;0;9;13;13;0;0;10;0;0;0;0;0;2;0;0;8;0;0;0;0;0
7652;Havenkwartier;Hilversum                               ;Buurt     ;BU04020301;67;4;0;4;0;26;0;3;0;0;23;0;0;0;0;0;0;0;26;0;26;0;0;0;5;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0
7653;Het Rode Dorp;Hilversum                               ;Buurt     ;BU04020302;13;1;0;1;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7654;Zeverijn;Hilversum                               ;Buurt     ;BU04020303;25;2;0;2;0;20;15;0;0;0;5;1;0;0;1;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7655;Kerkelanden;Hilversum                               ;Buurt     ;BU04020304;145;11;0;11;0;99;61;5;0;8;24;0;0;0;0;0;0;0;14;13;0;0;1;0;4;0;4;13;13;0;0;5;0;0;0;0;0;2;0;0;3;0;0;0;0;0
7656;Zuid;Hilversum                               ;Wijk      ;WK040204  ;215;6;0;6;0;198;191;3;0;3;1;6;0;0;6;0;0;0;1;1;0;0;0;0;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7657;Bloemenkwartier Noord;Hilversum                               ;Buurt     ;BU04020401;27;1;0;1;0;27;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7658;Bloemenkwartier Zuid;Hilversum                               ;Buurt     ;BU04020402;59;1;0;1;0;57;55;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7659;Schrijverskwartier;Hilversum                               ;Buurt     ;BU04020403;32;0;0;0;0;28;28;0;0;0;0;3;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7660;Staatsliedenkwartier;Hilversum                               ;Buurt     ;BU04020404;42;2;0;2;0;41;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7661;Zeeheldenkwartier;Hilversum                               ;Buurt     ;BU04020405;55;2;0;2;0;45;41;0;0;3;1;3;0;0;3;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7662;Zuidoost;Hilversum                               ;Wijk      ;WK040205  ;354;17;6;11;0;226;180;1;0;14;30;12;0;2;11;0;0;0;10;2;7;0;0;0;3;0;3;84;78;7;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7663;Schilderskwartier;Hilversum                               ;Buurt     ;BU04020501;87;4;1;2;0;80;67;1;0;7;5;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7664;'t Hoogt van 't Kruis;Hilversum                               ;Buurt     ;BU04020502;138;5;2;3;0;55;55;0;0;0;0;11;0;0;11;0;0;0;2;0;2;0;0;0;0;0;0;66;60;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7665;Arenaparkkwartier;Hilversum                               ;Buurt     ;BU04020503;50;5;2;3;0;36;13;0;0;3;21;0;0;0;0;0;0;0;6;0;6;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7666;West-Indiëkwartier;Hilversum                               ;Buurt     ;BU04020504;32;1;0;1;0;12;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7667;Van Riebeeckkwartier;Hilversum                               ;Buurt     ;BU04020505;42;2;1;1;0;40;32;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7668;Egelshoek;Hilversum                               ;Buurt     ;BU04020506;5;0;0;0;0;3;3;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7669;Oost;Hilversum                               ;Wijk      ;WK040206  ;241;12;4;7;0;213;177;6;0;2;28;10;0;0;0;0;10;0;3;3;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7670;Geuzenbuurt;Hilversum                               ;Buurt     ;BU04020601;28;1;1;1;0;26;20;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7671;Electrobuurt;Hilversum                               ;Buurt     ;BU04020602;23;1;0;1;0;23;16;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7672;Kleine Driftbuurt;Hilversum                               ;Buurt     ;BU04020603;47;5;3;2;0;41;31;0;0;0;9;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7673;Liebergen;Hilversum                               ;Buurt     ;BU04020604;49;3;1;2;0;45;40;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7674;Astronomische Buurt;Hilversum                               ;Buurt     ;BU04020605;76;2;0;2;0;72;65;2;0;0;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7675;Anna's Hoeve;Hilversum                               ;Buurt     ;BU04020606;18;0;0;0;0;6;6;0;0;0;0;10;0;0;0;0;10;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7676;Noordoost;Hilversum                               ;Wijk      ;WK040207  ;175;8;1;7;0;153;128;0;15;10;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7677;Johannes Geradtswegbuurt;Hilversum                               ;Buurt     ;BU04020701;33;2;0;2;0;31;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7678;Erfgooiersbuurt;Hilversum                               ;Buurt     ;BU04020702;23;1;0;1;0;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7679;Noord;Hilversum                               ;Buurt     ;BU04020703;94;3;1;2;0;79;75;0;0;4;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
7680;AZC Crailo;Hilversum                               ;Buurt     ;BU04020704;25;2;0;2;0;23;2;0;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7681;Hilversumse Meent;Hilversum                               ;Wijk      ;WK040208  ;109;4;0;4;0;62;58;2;0;0;1;0;0;0;0;0;0;0;20;20;0;0;0;0;11;0;11;6;0;0;6;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0
7682;Hilversumse Meent;Hilversum                               ;Buurt     ;BU04020801;109;4;0;4;0;62;58;2;0;0;1;0;0;0;0;0;0;0;20;20;0;0;0;0;11;0;11;6;0;0;6;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0
7683;Landelijk Gebied;Hilversum                               ;Wijk      ;WK040209  ;2803;149;24;71;54;96;6;0;43;39;7;7;0;0;0;0;7;0;130;1;82;2;0;45;553;0;553;1811;1346;412;53;57;0;0;0;0;0;0;0;0;57;0;0;0;0;0
7684;Landelijk Gebied 91;Hilversum                               ;Buurt     ;BU04020901;768;23;17;6;0;7;0;0;4;2;1;0;0;0;0;0;0;0;51;0;31;0;0;21;29;0;29;646;383;263;0;11;0;0;0;0;0;0;0;0;11;0;0;0;0;0
7685;Landelijk Gebied 92;Hilversum                               ;Buurt     ;BU04020902;75;2;1;1;0;3;0;0;3;0;0;7;0;0;0;0;7;0;6;0;6;0;0;0;0;0;0;52;42;8;1;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0
7686;Landelijk Gebied 93;Hilversum                               ;Buurt     ;BU04020903;624;51;4;47;0;26;0;0;0;25;1;0;0;0;0;0;0;0;24;0;24;0;0;0;25;0;25;494;463;32;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
7687;Landelijk Gebied 94;Hilversum                               ;Buurt     ;BU04020904;145;5;3;3;0;8;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;25;106;98;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7688;Landelijk Gebied 95;Hilversum                               ;Buurt     ;BU04020905;783;61;0;7;54;49;4;0;32;12;1;0;0;0;0;0;0;0;29;0;3;2;0;24;248;0;248;393;292;101;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
7689;Landelijk Gebied 96;Hilversum                               ;Buurt     ;BU04020906;96;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;25;0;25;58;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7690;Landelijk Gebied 97;Hilversum                               ;Buurt     ;BU04020907;313;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;9;0;0;0;200;0;200;61;9;0;51;36;0;0;0;0;0;0;0;0;36;0;0;0;0;0
7691;Hof van Twente;Hof van Twente                          ;Gemeente  ;GM1735    ;21541;649;50;599;0;951;632;33;36;27;224;117;28;0;18;34;36;0;403;63;174;8;5;154;15686;0;15686;3437;3083;272;82;298;0;0;0;0;0;4;83;0;210;0;0;0;0;0
7692;Wijk 00 Goor;Hof van Twente                          ;Wijk      ;WK173500  ;484;20;6;14;0;284;185;10;0;7;83;8;0;0;1;0;7;0;27;9;16;1;0;0;130;0;130;1;1;0;0;13;0;0;0;0;0;1;0;0;12;0;0;0;0;0
7693;Centrum-Goor;Hof van Twente                          ;Buurt     ;BU17350000;80;4;2;2;0;75;62;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7694;De Whee I;Hof van Twente                          ;Buurt     ;BU17350001;31;1;0;1;0;24;22;0;0;0;2;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7695;Bungalow-wijk;Hof van Twente                          ;Buurt     ;BU17350002;19;1;0;1;0;18;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7696;Heeckeren;Hof van Twente                          ;Buurt     ;BU17350003;52;1;0;1;0;29;25;0;0;4;1;0;0;0;0;0;0;0;12;0;12;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7697;Dr. Schaepmanbuurt;Hof van Twente                          ;Buurt     ;BU17350004;12;0;0;0;0;10;10;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7698;Gijmink;Hof van Twente                          ;Buurt     ;BU17350005;54;5;2;3;0;34;29;0;0;0;5;3;0;0;0;0;3;0;0;0;0;0;0;0;10;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
7699;Waterhoek;Hof van Twente                          ;Buurt     ;BU17350006;78;5;2;3;0;15;15;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;46;0;46;0;0;0;0;5;0;0;0;0;0;1;0;0;4;0;0;0;0;0
7700;Industriegebied Spechthorst I;Hof van Twente                          ;Buurt     ;BU17350007;81;2;0;2;0;51;0;0;0;0;50;2;0;0;0;0;2;0;4;2;2;0;0;0;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7701;De Meene;Hof van Twente                          ;Buurt     ;BU17350008;33;1;1;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22;0;22;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7702;Industriegebied Kevelhammerhoek;Hof van Twente                          ;Buurt     ;BU17350009;44;1;1;0;0;22;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
7703;Wijk 01 De Whee II;Hof van Twente                          ;Wijk      ;WK173501  ;469;27;3;24;0;135;66;1;19;0;50;19;0;0;5;0;14;0;18;5;14;0;0;0;244;0;244;15;15;0;0;11;0;0;0;0;0;0;0;0;11;0;0;0;0;0
7704;De Whee II-Noord;Hof van Twente                          ;Buurt     ;BU17350100;33;0;0;0;0;22;16;0;6;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
