ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
3230;Employees;G-I Trade, transport, hotels, catering;2011 1st quarter;1872.0;1890.0;1981.0;2003.0;623.0;605.0;31.0;37.0;11.0;17.0
3231;Employees;G-I Trade, transport, hotels, catering;2011 2nd quarter;1907.0;1900.0;2025.0;2015.0;570.0;604.0;37.0;43.0;10.0;12.0
3232;Employees;G-I Trade, transport, hotels, catering;2011 3rd quarter;1914.0;1903.0;2032.0;2018.0;594.0;615.0;32.0;36.0;4.0;3.0
3233;Employees;G-I Trade, transport, hotels, catering;2011 4th quarter;1906.0;1906.0;2017.0;2019.0;640.0;614.0;28.0;33.0;3.0;1.0
3234;Employees;G-I Trade, transport, hotels, catering;2011;1900.0;;2014.0;;2427.0;;32.0;37.0;;
3235;Employees;G-I Trade, transport, hotels, catering;2012 1st quarter;1892.0;1910.0;1999.0;2022.0;635.0;610.0;20.0;18.0;3.0;3.0
3236;Employees;G-I Trade, transport, hotels, catering;2012 2nd quarter;1915.0;1908.0;2031.0;2020.0;570.0;609.0;8.0;6.0;-2.0;-2.0
3237;Employees;G-I Trade, transport, hotels, catering;2012 3rd quarter;1914.0;1904.0;2031.0;2017.0;577.0;605.0;0.0;-1.0;-3.0;-3.0
3238;Employees;G-I Trade, transport, hotels, catering;2012 4th quarter;1902.0;1902.0;2012.0;2013.0;619.0;597.0;-4.0;-6.0;-2.0;-4.0
3239;Employees;G-I Trade, transport, hotels, catering;2012;1906.0;;2018.0;;2402.0;;6.0;4.0;;
3240;Employees;G-I Trade, transport, hotels, catering;2013 1st quarter;1877.0;1895.0;1981.0;2004.0;612.0;603.0;-15.0;-18.0;-7.0;-9.0
3241;Employees;G-I Trade, transport, hotels, catering;2013 2nd quarter;1896.0;1888.0;2007.0;1996.0;568.0;603.0;-19.0;-23.0;-7.0;-8.0
3242;Employees;G-I Trade, transport, hotels, catering;2013 3rd quarter;1896.0;1886.0;2007.0;1994.0;576.0;597.0;-18.0;-23.0;-2.0;-2.0
3243;Employees;G-I Trade, transport, hotels, catering;2013 4th quarter;1885.0;1884.0;1990.0;1991.0;619.0;598.0;-18.0;-22.0;-3.0;-3.0
3244;Employees;G-I Trade, transport, hotels, catering;2013;1888.0;;1996.0;;2375.0;;-17.0;-22.0;;
3245;Employees;G-I Trade, transport, hotels, catering;2014 1st quarter;1867.0;1885.0;1971.0;1994.0;608.0;599.0;-10.0;-10.0;1.0;3.0
3246;Employees;G-I Trade, transport, hotels, catering;2014 2nd quarter;1897.0;1889.0;2010.0;1999.0;564.0;588.0;2.0;3.0;4.0;5.0
3247;Employees;G-I Trade, transport, hotels, catering;2014 3rd quarter;1904.0;1895.0;2017.0;2004.0;582.0;606.0;8.0;9.0;6.0;5.0
3248;Employees;G-I Trade, transport, hotels, catering;2014 4th quarter;1905.0;1904.0;2012.0;2014.0;621.0;600.0;20.0;23.0;9.0;10.0
3249;Employees;G-I Trade, transport, hotels, catering;2014;1893.0;;2003.0;;2376.0;;5.0;6.0;;
3250;Employees;G-I Trade, transport, hotels, catering;2015 1st quarter;1889.0;1907.0;1994.0;2017.0;608.0;600.0;22.0;23.0;3.0;3.0
3251;Employees;G-I Trade, transport, hotels, catering;2015 2nd quarter;1925.0;1916.0;2040.0;2027.0;563.0;600.0;28.0;29.0;9.0;10.0
3252;Employees;G-I Trade, transport, hotels, catering;2015 3rd quarter;1934.0;1926.0;2049.0;2037.0;580.0;604.0;30.0;33.0;10.0;10.0
3253;Employees;G-I Trade, transport, hotels, catering;2015 4th quarter;1936.0;1935.0;2046.0;2048.0;640.0;610.0;31.0;33.0;9.0;11.0
3254;Employees;G-I Trade, transport, hotels, catering;2015;1921.0;;2032.0;;2391.0;;28.0;30.0;;
3255;Employees;G-I Trade, transport, hotels, catering;2016 1st quarter;1925.0;1943.0;2033.0;2055.0;623.0;617.0;37.0;39.0;7.0;7.0
3256;Employees;G-I Trade, transport, hotels, catering;2016 2nd quarter;1963.0;1954.0;2080.0;2067.0;603.0;624.0;39.0;41.0;11.0;11.0
3257;Employees;G-I Trade, transport, hotels, catering;2016 3rd quarter;1971.0;1964.0;2089.0;2078.0;595.0;621.0;37.0;40.0;11.0;11.0
3258;Employees;G-I Trade, transport, hotels, catering;2016 4th quarter;1976.0;1976.0;2087.0;2090.0;650.0;629.0;40.0;41.0;12.0;12.0
3259;Employees;G-I Trade, transport, hotels, catering;2016;1959.0;;2072.0;;2472.0;;38.0;40.0;;
3260;Employees;G-I Trade, transport, hotels, catering;2017 1st quarter;1973.0;1989.0;2083.0;2104.0;654.0;630.0;48.0;50.0;13.0;14.0
3261;Employees;G-I Trade, transport, hotels, catering;2017 2nd quarter;2013.0;2003.0;2132.0;2118.0;611.0;639.0;49.0;52.0;14.0;14.0
3262;Employees;G-I Trade, transport, hotels, catering;2017 3rd quarter;2025.0;2020.0;2146.0;2136.0;611.0;645.0;54.0;57.0;17.0;18.0
3263;Employees;G-I Trade, transport, hotels, catering;2017 4th quarter;2033.0;2033.0;2146.0;2150.0;657.0;646.0;57.0;59.0;14.0;14.0
3264;Employees;G-I Trade, transport, hotels, catering;2017;2011.0;;2127.0;;2534.0;;52.0;55.0;;
3265;Employees;G-I Trade, transport, hotels, catering;2018 1st quarter;2039.0;2054.0;2154.0;2174.0;667.0;651.0;66.0;71.0;20.0;24.0
3266;Employees;G-I Trade, transport, hotels, catering;2018 2nd quarter;2078.0;2068.0;2203.0;2188.0;629.0;658.0;66.0;70.0;15.0;13.0
3267;Employees;G-I Trade, transport, hotels, catering;2018 3rd quarter;2086.0;2082.0;2211.0;2202.0;629.0;664.0;61.0;65.0;14.0;15.0
3268;Employees;G-I Trade, transport, hotels, catering;2018 4th quarter;2096.0;2096.0;2214.0;2217.0;688.0;668.0;63.0;67.0;14.0;15.0
3269;Employees;G-I Trade, transport, hotels, catering;2018;2075.0;;2195.0;;2613.0;;64.0;68.0;;
3270;Employees;G-I Trade, transport, hotels, catering;2019 1st quarter;2096.0;2109.0;2214.0;2234.0;681.0;672.0;57.0;60.0;13.0;17.0
3271;Employees;G-I Trade, transport, hotels, catering;2019 2nd quarter;2126.0;2116.0;2253.0;2237.0;652.0;672.0;48.0;51.0;7.0;3.0
3272;Employees;G-I Trade, transport, hotels, catering;2019 3rd quarter;2125.0;2123.0;2250.0;2242.0;653.0;681.0;40.0;39.0;7.0;5.0
3273;Employees;G-I Trade, transport, hotels, catering;2019 4th quarter;2129.0;2128.0;2246.0;2249.0;695.0;675.0;32.0;32.0;5.0;7.0
3274;Employees;G-I Trade, transport, hotels, catering;2019;2119.0;;2241.0;;2681.0;;44.0;45.0;;
3275;Employees;G-I Trade, transport, hotels, catering;2020 1st quarter;2110.0;2122.0;2222.0;2242.0;643.0;626.0;14.0;8.0;-6.0;-7.0
3276;Employees;G-I Trade, transport, hotels, catering;2020 2nd quarter;2052.0;2041.0;2153.0;2137.0;581.0;614.0;-75.0;-101.0;-81.0;-105.0
3277;Employees;G-I Trade, transport, hotels, catering;2020 3rd quarter;2101.0;2101.0;2219.0;2213.0;590.0;619.0;-24.0;-30.0;60.0;76.0
3278;Employees;G-I Trade, transport, hotels, catering;2020 4th quarter;2058.0;2058.0;2161.0;2164.0;657.0;629.0;-71.0;-85.0;-43.0;-48.0
3279;Employees;G-I Trade, transport, hotels, catering;2020;2080.0;;2189.0;;2471.0;;-39.0;-52.0;;
3280;Employees;G-I Trade, transport, hotels, catering;2021 1st quarter;2002.0;2013.0;2107.0;2126.0;623.0;615.0;-108.0;-115.0;-45.0;-38.0
3281;Employees;G-I Trade, transport, hotels, catering;2021 2nd quarter;2063.0;2051.0;2189.0;2172.0;628.0;654.0;11.0;36.0;38.0;46.0
3282;Employees;G-I Trade, transport, hotels, catering;2021 3rd quarter;2122.0;2123.0;2261.0;2254.0;617.0;649.0;21.0;42.0;72.0;82.0
3283;Employees;G-I Trade, transport, hotels, catering;2021 4th quarter;2128.0;2129.0;2252.0;2257.0;711.0;670.0;71.0;92.0;5.0;3.0
3284;Employees;G-I Trade, transport, hotels, catering;2021;2079.0;;2203.0;;2580.0;;-1.0;14.0;;
3285;Employees;G-I Trade, transport, hotels, catering;2022 1st quarter;2134.0;2143.0;2250.0;2270.0;695.0;679.0;132.0;143.0;14.0;13.0
3286;Employees;G-I Trade, transport, hotels, catering;2022 2nd quarter;2187.0;2175.0;2326.0;2307.0;667.0;693.0;124.0;137.0;32.0;37.0
3287;Employees;G-I Trade, transport, hotels, catering;2022 3rd quarter;2183.0;2186.0;2327.0;2321.0;664.0;698.0;61.0;66.0;12.0;14.0
3288;Employees;G-I Trade, transport, hotels, catering;2022 4th quarter;2198.0;2199.0;2328.0;2333.0;727.0;703.0;70.0;76.0;13.0;12.0
3289;Employees;G-I Trade, transport, hotels, catering;2022;2176.0;;2308.0;;2753.0;;96.0;105.0;;
3290;Employees;G-I Trade, transport, hotels, catering;2023 1st quarter;2200.0;2207.0;2321.0;2341.0;722.0;697.0;66.0;72.0;8.0;8.0
3291;Employees;G-I Trade, transport, hotels, catering;2023 2nd quarter;2223.0;2210.0;2366.0;2346.0;673.0;699.0;36.0;40.0;3.0;4.0
3292;Employees;G-I Trade, transport, hotels, catering;2023 3rd quarter;2211.0;2216.0;2358.0;2353.0;660.0;704.0;28.0;30.0;6.0;7.0
3293;Employees;G-I Trade, transport, hotels, catering;2023 4th quarter;2223.0;2223.0;2355.0;2360.0;718.0;702.0;24.0;27.0;7.0;7.0
3294;Employees;G-I Trade, transport, hotels, catering;2023;2214.0;;2350.0;;2773.0;;38.0;42.0;;
3295;Employees;G-I Trade, transport, hotels, catering;2024 1st quarter;2221.0;2227.0;2344.0;2363.0;718.0;703.0;21.0;22.0;4.0;4.0
3296;Employees;G-I Trade, transport, hotels, catering;2024 2nd quarter;2240.0;2227.0;2384.0;2363.0;686.0;702.0;17.0;18.0;0.0;0.0
3297;Employees;G-I Trade, transport, hotels, catering;2024 3rd quarter;2218.0;2225.0;2366.0;2362.0;665.0;700.0;7.0;8.0;-2.0;-1.0
3298;Employees;G-I Trade, transport, hotels, catering;2024 4th quarter;2231.0;2231.0;2364.0;2368.0;727.0;701.0;8.0;9.0;6.0;6.0
3299;Employees;G-I Trade, transport, hotels, catering;2024;2227.0;;2364.0;;2796.0;;13.0;14.0;;
3300;Employees;J Information and communication;1995 1st quarter;122.0;122.0;130.0;130.0;53.0;50.0;;;;
3301;Employees;J Information and communication;1995 2nd quarter;122.0;125.0;131.0;134.0;49.0;52.0;;;3.0;3.0
3302;Employees;J Information and communication;1995 3rd quarter;129.0;129.0;137.0;137.0;49.0;54.0;;;4.0;4.0
3303;Employees;J Information and communication;1995 4th quarter;136.0;133.0;145.0;142.0;61.0;56.0;;;4.0;4.0
3304;Employees;J Information and communication;1995;127.0;;136.0;;211.0;;;;;
3305;Employees;J Information and communication;1996 1st quarter;135.0;135.0;145.0;145.0;60.0;58.0;13.0;14.0;2.0;3.0
3306;Employees;J Information and communication;1996 2nd quarter;136.0;139.0;146.0;149.0;55.0;59.0;14.0;15.0;4.0;4.0
3307;Employees;J Information and communication;1996 3rd quarter;144.0;144.0;154.0;154.0;56.0;61.0;15.0;16.0;5.0;5.0
3308;Employees;J Information and communication;1996 4th quarter;152.0;150.0;163.0;160.0;69.0;64.0;16.0;18.0;6.0;6.0
3309;Employees;J Information and communication;1996;142.0;;152.0;;240.0;;14.0;16.0;;
3310;Employees;J Information and communication;1997 1st quarter;153.0;153.0;163.0;164.0;66.0;65.0;18.0;19.0;3.0;4.0
3311;Employees;J Information and communication;1997 2nd quarter;152.0;155.0;163.0;165.0;63.0;67.0;16.0;17.0;2.0;2.0
3312;Employees;J Information and communication;1997 3rd quarter;159.0;159.0;170.0;170.0;62.0;68.0;15.0;16.0;4.0;4.0
3313;Employees;J Information and communication;1997 4th quarter;166.0;164.0;177.0;175.0;77.0;71.0;14.0;14.0;6.0;6.0
3314;Employees;J Information and communication;1997;158.0;;168.0;;268.0;;16.0;17.0;;
3315;Employees;J Information and communication;1998 1st quarter;173.0;173.0;182.0;182.0;77.0;74.0;20.0;19.0;9.0;7.0
3316;Employees;J Information and communication;1998 2nd quarter;180.0;181.0;189.0;191.0;73.0;77.0;27.0;26.0;8.0;9.0
3317;Employees;J Information and communication;1998 3rd quarter;189.0;189.0;199.0;199.0;73.0;81.0;30.0;30.0;8.0;8.0
3318;Employees;J Information and communication;1998 4th quarter;195.0;194.0;205.0;205.0;89.0;82.0;29.0;28.0;5.0;6.0
3319;Employees;J Information and communication;1998;184.0;;194.0;;311.0;;27.0;26.0;;
3320;Employees;J Information and communication;1999 1st quarter;197.0;197.0;210.0;210.0;88.0;85.0;24.0;28.0;3.0;5.0
3321;Employees;J Information and communication;1999 2nd quarter;202.0;203.0;215.0;216.0;83.0;87.0;22.0;26.0;6.0;6.0
3322;Employees;J Information and communication;1999 3rd quarter;206.0;206.0;220.0;220.0;80.0;89.0;17.0;20.0;3.0;4.0
3323;Employees;J Information and communication;1999 4th quarter;210.0;210.0;224.0;224.0;100.0;92.0;16.0;19.0;4.0;4.0
3324;Employees;J Information and communication;1999;204.0;;217.0;;351.0;;20.0;23.0;;
3325;Employees;J Information and communication;2000 1st quarter;219.0;218.0;233.0;232.0;100.0;95.0;22.0;22.0;8.0;8.0
3326;Employees;J Information and communication;2000 2nd quarter;222.0;222.0;236.0;236.0;93.0;97.0;20.0;21.0;4.0;4.0
3327;Employees;J Information and communication;2000 3rd quarter;226.0;226.0;240.0;240.0;85.0;96.0;20.0;21.0;4.0;4.0
3328;Employees;J Information and communication;2000 4th quarter;229.0;230.0;244.0;244.0;104.0;98.0;19.0;20.0;3.0;4.0
3329;Employees;J Information and communication;2000;224.0;;238.0;;382.0;;20.0;21.0;;
3330;Employees;J Information and communication;2001 1st quarter;240.0;239.0;251.0;250.0;106.0;101.0;21.0;18.0;10.0;7.0
3331;Employees;J Information and communication;2001 2nd quarter;242.0;242.0;253.0;253.0;97.0;102.0;20.0;17.0;3.0;3.0
3332;Employees;J Information and communication;2001 3rd quarter;241.0;242.0;252.0;253.0;91.0;102.0;15.0;12.0;0.0;0.0
3333;Employees;J Information and communication;2001 4th quarter;240.0;240.0;251.0;251.0;108.0;101.0;11.0;8.0;-2.0;-2.0
3334;Employees;J Information and communication;2001;241.0;;252.0;;402.0;;17.0;14.0;;
3335;Employees;J Information and communication;2002 1st quarter;229.0;229.0;240.0;240.0;99.0;96.0;-10.0;-11.0;-11.0;-11.0
3336;Employees;J Information and communication;2002 2nd quarter;226.0;226.0;237.0;237.0;90.0;95.0;-15.0;-16.0;-3.0;-3.0
3337;Employees;J Information and communication;2002 3rd quarter;221.0;222.0;232.0;232.0;84.0;93.0;-20.0;-21.0;-5.0;-5.0
3338;Employees;J Information and communication;2002 4th quarter;217.0;217.0;228.0;228.0;97.0;91.0;-23.0;-23.0;-5.0;-4.0
3339;Employees;J Information and communication;2002;223.0;;234.0;;370.0;;-17.0;-18.0;;
3340;Employees;J Information and communication;2003 1st quarter;214.0;214.0;224.0;224.0;92.0;89.0;-16.0;-16.0;-3.0;-3.0
3341;Employees;J Information and communication;2003 2nd quarter;212.0;212.0;223.0;222.0;83.0;88.0;-14.0;-14.0;-2.0;-2.0
3342;Employees;J Information and communication;2003 3rd quarter;209.0;210.0;220.0;220.0;79.0;87.0;-12.0;-12.0;-2.0;-2.0
3343;Employees;J Information and communication;2003 4th quarter;209.0;209.0;220.0;220.0;92.0;87.0;-8.0;-8.0;-1.0;0.0
3344;Employees;J Information and communication;2003;211.0;;222.0;;347.0;;-12.0;-13.0;;
3345;Employees;J Information and communication;2004 1st quarter;205.0;206.0;212.0;212.0;89.0;85.0;-8.0;-12.0;-3.0;-8.0
3346;Employees;J Information and communication;2004 2nd quarter;206.0;205.0;212.0;212.0;80.0;85.0;-6.0;-10.0;-1.0;0.0
3347;Employees;J Information and communication;2004 3rd quarter;205.0;206.0;212.0;212.0;77.0;85.0;-4.0;-8.0;1.0;0.0
3348;Employees;J Information and communication;2004 4th quarter;206.0;206.0;212.0;213.0;92.0;85.0;-3.0;-7.0;0.0;1.0
3349;Employees;J Information and communication;2004;205.0;;212.0;;338.0;;-6.0;-10.0;;
3350;Employees;J Information and communication;2005 1st quarter;210.0;210.0;217.0;216.0;89.0;86.0;5.0;5.0;4.0;4.0
3351;Employees;J Information and communication;2005 2nd quarter;212.0;211.0;218.0;218.0;83.0;86.0;6.0;6.0;1.0;1.0
3352;Employees;J Information and communication;2005 3rd quarter;211.0;212.0;218.0;219.0;80.0;87.0;6.0;6.0;1.0;1.0
3353;Employees;J Information and communication;2005 4th quarter;213.0;213.0;219.0;220.0;92.0;87.0;7.0;7.0;1.0;1.0
3354;Employees;J Information and communication;2005;211.0;;218.0;;345.0;;6.0;6.0;;
3355;Employees;J Information and communication;2006 1st quarter;217.0;217.0;224.0;223.0;95.0;89.0;7.0;7.0;4.0;3.0
3356;Employees;J Information and communication;2006 2nd quarter;219.0;218.0;226.0;225.0;85.0;89.0;8.0;8.0;1.0;2.0
3357;Employees;J Information and communication;2006 3rd quarter;218.0;219.0;225.0;226.0;82.0;90.0;7.0;7.0;1.0;1.0
3358;Employees;J Information and communication;2006 4th quarter;221.0;221.0;228.0;228.0;94.0;90.0;8.0;9.0;2.0;2.0
3359;Employees;J Information and communication;2006;219.0;;226.0;;355.0;;8.0;8.0;;
3360;Employees;J Information and communication;2007 1st quarter;224.0;224.0;232.0;231.0;97.0;92.0;7.0;7.0;3.0;2.0
3361;Employees;J Information and communication;2007 2nd quarter;228.0;227.0;235.0;234.0;88.0;93.0;9.0;9.0;3.0;3.0
3362;Employees;J Information and communication;2007 3rd quarter;229.0;230.0;236.0;237.0;85.0;94.0;10.0;10.0;3.0;3.0
3363;Employees;J Information and communication;2007 4th quarter;232.0;232.0;239.0;239.0;99.0;95.0;11.0;11.0;2.0;2.0
3364;Employees;J Information and communication;2007;228.0;;235.0;;369.0;;9.0;10.0;;
3365;Employees;J Information and communication;2008 1st quarter;233.0;233.0;241.0;240.0;99.0;95.0;9.0;9.0;1.0;1.0
3366;Employees;J Information and communication;2008 2nd quarter;235.0;234.0;243.0;242.0;91.0;96.0;7.0;7.0;1.0;1.0
3367;Employees;J Information and communication;2008 3rd quarter;235.0;236.0;242.0;244.0;89.0;96.0;6.0;6.0;2.0;2.0
3368;Employees;J Information and communication;2008 4th quarter;238.0;237.0;245.0;245.0;101.0;96.0;6.0;6.0;1.0;1.0
3369;Employees;J Information and communication;2008;235.0;;243.0;;381.0;;7.0;7.0;;
3370;Employees;J Information and communication;2009 1st quarter;235.0;235.0;243.0;243.0;100.0;96.0;2.0;3.0;-2.0;-2.0
3371;Employees;J Information and communication;2009 2nd quarter;233.0;232.0;241.0;240.0;89.0;95.0;-2.0;-2.0;-3.0;-3.0
3372;Employees;J Information and communication;2009 3rd quarter;228.0;229.0;235.0;237.0;87.0;93.0;-7.0;-7.0;-3.0;-3.0
3373;Employees;J Information and communication;2009 4th quarter;227.0;226.0;235.0;234.0;98.0;92.0;-11.0;-11.0;-3.0;-3.0
3374;Employees;J Information and communication;2009;231.0;;238.0;;374.0;;-5.0;-4.0;;
3375;Employees;J Information and communication;2010 1st quarter;223.0;223.0;230.0;230.0;93.0;90.0;-12.0;-13.0;-3.0;-3.0
3376;Employees;J Information and communication;2010 2nd quarter;222.0;222.0;230.0;229.0;83.0;89.0;-11.0;-11.0;-2.0;-2.0
3377;Employees;J Information and communication;2010 3rd quarter;220.0;221.0;227.0;228.0;86.0;92.0;-8.0;-8.0;-1.0;0.0
3378;Employees;J Information and communication;2010 4th quarter;220.0;220.0;227.0;227.0;97.0;90.0;-7.0;-7.0;-1.0;-2.0
3379;Employees;J Information and communication;2010;221.0;;229.0;;359.0;;-9.0;-10.0;;
3380;Employees;J Information and communication;2011 1st quarter;222.0;222.0;229.0;229.0;94.0;90.0;-2.0;-1.0;2.0;3.0
3381;Employees;J Information and communication;2011 2nd quarter;223.0;223.0;231.0;231.0;85.0;90.0;1.0;2.0;1.0;1.0
3382;Employees;J Information and communication;2011 3rd quarter;222.0;223.0;230.0;231.0;88.0;93.0;3.0;3.0;1.0;0.0
3383;Employees;J Information and communication;2011 4th quarter;225.0;224.0;232.0;232.0;96.0;92.0;5.0;5.0;1.0;1.0
3384;Employees;J Information and communication;2011;223.0;;231.0;;363.0;;2.0;2.0;;
3385;Employees;J Information and communication;2012 1st quarter;224.0;224.0;232.0;232.0;97.0;92.0;3.0;2.0;0.0;0.0
3386;Employees;J Information and communication;2012 2nd quarter;225.0;225.0;233.0;232.0;86.0;92.0;2.0;2.0;0.0;0.0
3387;Employees;J Information and communication;2012 3rd quarter;224.0;225.0;231.0;233.0;86.0;92.0;2.0;2.0;0.0;0.0
3388;Employees;J Information and communication;2012 4th quarter;225.0;224.0;232.0;232.0;95.0;91.0;0.0;0.0;-1.0;-1.0
3389;Employees;J Information and communication;2012;225.0;;232.0;;364.0;;2.0;1.0;;
3390;Employees;J Information and communication;2013 1st quarter;221.0;221.0;228.0;228.0;94.0;91.0;-3.0;-3.0;-3.0;-3.0
3391;Employees;J Information and communication;2013 2nd quarter;221.0;220.0;229.0;228.0;86.0;91.0;-5.0;-5.0;-1.0;-1.0
3392;Employees;J Information and communication;2013 3rd quarter;219.0;220.0;226.0;227.0;86.0;91.0;-5.0;-6.0;0.0;0.0
3393;Employees;J Information and communication;2013 4th quarter;220.0;220.0;227.0;227.0;94.0;91.0;-5.0;-5.0;0.0;0.0
3394;Employees;J Information and communication;2013;220.0;;228.0;;360.0;;-4.0;-5.0;;
3395;Employees;J Information and communication;2014 1st quarter;222.0;222.0;228.0;228.0;96.0;93.0;1.0;0.0;2.0;1.0
3396;Employees;J Information and communication;2014 2nd quarter;223.0;223.0;231.0;229.0;87.0;92.0;3.0;2.0;1.0;1.0
3397;Employees;J Information and communication;2014 3rd quarter;222.0;223.0;228.0;230.0;89.0;94.0;3.0;3.0;1.0;1.0
3398;Employees;J Information and communication;2014 4th quarter;225.0;225.0;232.0;232.0;97.0;94.0;5.0;5.0;1.0;2.0
3399;Employees;J Information and communication;2014;223.0;;230.0;;370.0;;3.0;2.0;;
3400;Employees;J Information and communication;2015 1st quarter;227.0;227.0;234.0;234.0;98.0;95.0;5.0;5.0;2.0;2.0
3401;Employees;J Information and communication;2015 2nd quarter;229.0;228.0;237.0;235.0;89.0;95.0;6.0;6.0;2.0;2.0
3402;Employees;J Information and communication;2015 3rd quarter;229.0;230.0;235.0;237.0;90.0;96.0;7.0;7.0;2.0;2.0
3403;Employees;J Information and communication;2015 4th quarter;233.0;232.0;240.0;240.0;102.0;98.0;8.0;8.0;2.0;3.0
3404;Employees;J Information and communication;2015;229.0;;237.0;;379.0;;6.0;7.0;;
3405;Employees;J Information and communication;2016 1st quarter;234.0;233.0;241.0;241.0;100.0;97.0;7.0;7.0;1.0;1.0
3406;Employees;J Information and communication;2016 2nd quarter;237.0;236.0;244.0;243.0;95.0;99.0;8.0;8.0;3.0;2.0
3407;Employees;J Information and communication;2016 3rd quarter;237.0;239.0;244.0;246.0;93.0;99.0;9.0;9.0;3.0;3.0
3408;Employees;J Information and communication;2016 4th quarter;243.0;242.0;250.0;250.0;104.0;101.0;10.0;10.0;3.0;4.0
3409;Employees;J Information and communication;2016;238.0;;245.0;;392.0;;8.0;8.0;;
3410;Employees;J Information and communication;2017 1st quarter;247.0;247.0;255.0;255.0;108.0;103.0;13.0;14.0;5.0;5.0
3411;Employees;J Information and communication;2017 2nd quarter;250.0;249.0;259.0;257.0;98.0;103.0;13.0;14.0;2.0;3.0
3412;Employees;J Information and communication;2017 3rd quarter;251.0;252.0;258.0;260.0;96.0;104.0;13.0;14.0;3.0;3.0
3413;Employees;J Information and communication;2017 4th quarter;256.0;255.0;264.0;263.0;107.0;105.0;13.0;14.0;3.0;3.0
3414;Employees;J Information and communication;2017;251.0;;259.0;;410.0;;13.0;14.0;;
3415;Employees;J Information and communication;2018 1st quarter;257.0;257.0;266.0;265.0;111.0;106.0;10.0;11.0;2.0;2.0
3416;Employees;J Information and communication;2018 2nd quarter;261.0;260.0;270.0;268.0;102.0;107.0;11.0;11.0;3.0;3.0
3417;Employees;J Information and communication;2018 3rd quarter;261.0;263.0;269.0;272.0;100.0;108.0;11.0;11.0;3.0;3.0
3418;Employees;J Information and communication;2018 4th quarter;266.0;266.0;275.0;274.0;114.0;110.0;11.0;11.0;3.0;3.0
3419;Employees;J Information and communication;2018;261.0;;270.0;;428.0;;10.0;11.0;;
3420;Employees;J Information and communication;2019 1st quarter;268.0;268.0;277.0;276.0;114.0;111.0;11.0;11.0;2.0;2.0
3421;Employees;J Information and communication;2019 2nd quarter;272.0;272.0;281.0;280.0;108.0;112.0;12.0;11.0;4.0;3.0
3422;Employees;J Information and communication;2019 3rd quarter;272.0;274.0;280.0;282.0;106.0;113.0;11.0;11.0;3.0;3.0
3423;Employees;J Information and communication;2019 4th quarter;276.0;275.0;284.0;284.0;117.0;113.0;10.0;10.0;1.0;1.0
3424;Employees;J Information and communication;2019;272.0;;281.0;;445.0;;11.0;11.0;;
3425;Employees;J Information and communication;2020 1st quarter;281.0;280.0;291.0;291.0;117.0;112.0;12.0;15.0;5.0;7.0
3426;Employees;J Information and communication;2020 2nd quarter;279.0;278.0;289.0;287.0;113.0;120.0;6.0;8.0;-2.0;-3.0
3427;Employees;J Information and communication;2020 3rd quarter;277.0;279.0;287.0;290.0;103.0;116.0;5.0;7.0;2.0;2.0
3428;Employees;J Information and communication;2020 4th quarter;282.0;281.0;292.0;291.0;124.0;117.0;6.0;8.0;2.0;2.0
3429;Employees;J Information and communication;2020;280.0;;290.0;;458.0;;7.0;9.0;;
3430;Employees;J Information and communication;2021 1st quarter;287.0;286.0;296.0;296.0;124.0;119.0;6.0;5.0;5.0;4.0
3431;Employees;J Information and communication;2021 2nd quarter;291.0;290.0;302.0;300.0;117.0;120.0;12.0;13.0;4.0;4.0
3432;Employees;J Information and communication;2021 3rd quarter;294.0;296.0;303.0;306.0;107.0;118.0;16.0;16.0;5.0;6.0
3433;Employees;J Information and communication;2021 4th quarter;302.0;301.0;312.0;311.0;131.0;122.0;20.0;20.0;5.0;5.0
3434;Employees;J Information and communication;2021;293.0;;303.0;;478.0;;14.0;13.0;;
3435;Employees;J Information and communication;2022 1st quarter;305.0;305.0;315.0;315.0;129.0;123.0;18.0;19.0;4.0;4.0
3436;Employees;J Information and communication;2022 2nd quarter;311.0;310.0;322.0;321.0;120.0;125.0;20.0;21.0;6.0;6.0
3437;Employees;J Information and communication;2022 3rd quarter;312.0;314.0;322.0;325.0;119.0;130.0;18.0;19.0;4.0;4.0
3438;Employees;J Information and communication;2022 4th quarter;319.0;318.0;330.0;329.0;135.0;129.0;17.0;18.0;4.0;4.0
3439;Employees;J Information and communication;2022;312.0;;322.0;;504.0;;18.0;19.0;;
3440;Employees;J Information and communication;2023 1st quarter;321.0;321.0;332.0;331.0;138.0;130.0;16.0;17.0;2.0;2.0
3441;Employees;J Information and communication;2023 2nd quarter;322.0;321.0;333.0;332.0;124.0;129.0;11.0;11.0;0.0;0.0
3442;Employees;J Information and communication;2023 3rd quarter;319.0;321.0;330.0;332.0;119.0;131.0;7.0;7.0;1.0;1.0
3443;Employees;J Information and communication;2023 4th quarter;322.0;322.0;333.0;332.0;134.0;130.0;3.0;3.0;0.0;0.0
3444;Employees;J Information and communication;2023;321.0;;332.0;;515.0;;9.0;10.0;;
