ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
2608;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 augustus;30;88
2609;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 september;23;91
2610;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 3e kwartaal;26;89
2611;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 oktober;22;90
2612;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 november;40;88
2613;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 december;18;86
2614;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004 4e kwartaal;28;87
2615;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2004;21;85
2616;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 januari;21;88
2617;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 februari;6;89
2618;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 maart;9;90
2619;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 1e kwartaal;12;89
2620;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 april;21;95
2621;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 mei;22;98
2622;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 juni;30;99
2623;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 2e kwartaal;25;96
2624;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 juli;22;98
2625;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 augustus;34;99
2626;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 september;34;99
2627;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 3e kwartaal;30;99
2628;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 oktober;34;99
2629;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 november;27;99
2630;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 december;39;99
2631;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005 4e kwartaal;33;99
2632;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2005;25;88
2633;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2006 januari;32;99
2634;2300b Aardolie/chemie/rubber/kunstofind.;Binnenland;2006 februari;35;93
2635;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 januari;15;99
2636;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 februari;9;99
2637;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 maart;8;98
2638;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 1e kwartaal;11;99
2639;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 april;13;98
2640;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 mei;9;98
2641;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 juni;18;98
2642;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 2e kwartaal;13;98
2643;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 juli;15;97
2644;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 augustus;13;97
2645;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 september;16;97
2646;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 3e kwartaal;15;97
2647;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 oktober;15;97
2648;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 november;8;97
2649;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 december;20;97
2650;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997 4e kwartaal;15;97
2651;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1997;14;96
2652;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 januari;5;98
2653;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 februari;6;98
2654;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 maart;12;98
2655;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 1e kwartaal;8;98
2656;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 april;1;97
2657;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 mei;-3;97
2658;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 juni;-2;98
2659;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 2e kwartaal;-1;97
2660;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 juli;-4;98
2661;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 augustus;-7;99
2662;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 september;-8;99
2663;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 3e kwartaal;-7;99
2664;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 oktober;-11;99
2665;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 november;-8;99
2666;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 december;-15;99
2667;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998 4e kwartaal;-11;99
2668;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1998;-3;97
2669;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 januari;-13;98
2670;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 februari;-10;97
2671;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 maart;-4;97
2672;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 1e kwartaal;-9;97
2673;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 april;-6;96
2674;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 mei;0;96
2675;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 juni;6;95
2676;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 2e kwartaal;0;96
2677;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 juli;7;96
2678;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 augustus;10;96
2679;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 september;12;95
2680;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 3e kwartaal;10;96
2681;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 oktober;12;96
2682;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 november;27;95
2683;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 december;39;95
2684;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999 4e kwartaal;26;95
2685;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;1999;6;95
2686;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 januari;32;97
2687;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 februari;39;97
2688;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 maart;36;97
2689;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 1e kwartaal;36;96
2690;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 april;24;99
2691;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 mei;47;99
2692;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 juni;33;99
2693;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 2e kwartaal;35;99
2694;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 juli;23;99
2695;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 augustus;40;100
2696;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 september;30;99
2697;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 3e kwartaal;31;99
2698;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 oktober;38;100
2699;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 november;31;100
2700;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 december;7;100
2701;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000 4e kwartaal;25;100
2702;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2000;32;97
2703;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 januari;14;100
2704;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 februari;5;100
2705;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 maart;-4;100
2706;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 1e kwartaal;5;100
2707;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 april;10;99
2708;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 mei;2;99
2709;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 juni;1;99
2710;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 2e kwartaal;4;99
2711;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 juli;3;99
2712;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 augustus;-4;99
2713;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 september;-7;99
2714;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 3e kwartaal;-3;99
2715;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 oktober;-14;99
2716;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 november;-20;99
2717;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 december;-10;99
2718;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001 4e kwartaal;-15;99
2719;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2001;-2;98
2720;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 januari;-9;98
2721;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 februari;-12;98
2722;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 maart;-6;98
2723;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 1e kwartaal;-9;98
2724;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 april;-1;98
2725;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 mei;-7;98
2726;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 juni;-9;98
2727;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 2e kwartaal;-5;98
2728;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 juli;-3;99
2729;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 augustus;-5;99
2730;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 september;-1;98
2731;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 3e kwartaal;-3;99
2732;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 oktober;6;98
2733;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 november;4;98
2734;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 december;8;98
2735;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002 4e kwartaal;6;98
2736;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2002;-3;98
2737;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 januari;7;98
2738;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 februari;14;98
2739;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 maart;11;97
2740;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 1e kwartaal;11;97
2741;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 april;2;98
2742;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 mei;-1;98
2743;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 juni;1;97
2744;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 2e kwartaal;1;97
2745;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 juli;2;97
2746;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 augustus;1;97
2747;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 september;-1;97
2748;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 3e kwartaal;1;97
2749;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 oktober;-3;96
2750;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 november;-1;96
2751;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 december;5;96
2752;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003 4e kwartaal;0;96
2753;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2003;3;95
2754;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 januari;1;97
2755;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 februari;-1;97
2756;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 maart;4;97
2757;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 1e kwartaal;2;96
2758;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 april;9;92
2759;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 mei;8;90
2760;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 juni;15;91
2761;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 2e kwartaal;11;90
2762;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 juli;10;91
2763;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 augustus;14;91
2764;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 september;20;91
2765;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 3e kwartaal;14;91
2766;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 oktober;11;93
2767;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 november;19;93
2768;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 december;13;93
2769;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004 4e kwartaal;14;93
2770;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2004;11;90
2771;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 januari;13;94
2772;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 februari;17;94
2773;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 maart;10;95
2774;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 1e kwartaal;13;94
2775;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 april;8;98
2776;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 mei;11;99
2777;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 juni;12;97
2778;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 2e kwartaal;10;96
2779;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 juli;9;98
2780;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 augustus;14;98
2781;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 september;17;97
2782;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 3e kwartaal;13;98
2783;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 oktober;10;97
2784;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 november;14;98
2785;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 december;13;98
2786;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005 4e kwartaal;12;97
2787;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2005;13;92
2788;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2006 januari;12;98
2789;2300b Aardolie/chemie/rubber/kunstofind.;Buitenland;2006 februari;9;96
2790;2700c Metalektro en overige industrie;Bestemming totaal;1997 januari;0;93
2791;2700c Metalektro en overige industrie;Bestemming totaal;1997 februari;7;93
2792;2700c Metalektro en overige industrie;Bestemming totaal;1997 maart;2;92
2793;2700c Metalektro en overige industrie;Bestemming totaal;1997 1e kwartaal;3;92
2794;2700c Metalektro en overige industrie;Bestemming totaal;1997 april;15;92
2795;2700c Metalektro en overige industrie;Bestemming totaal;1997 mei;4;92
2796;2700c Metalektro en overige industrie;Bestemming totaal;1997 juni;16;93
2797;2700c Metalektro en overige industrie;Bestemming totaal;1997 2e kwartaal;11;92
2798;2700c Metalektro en overige industrie;Bestemming totaal;1997 juli;16;92
2799;2700c Metalektro en overige industrie;Bestemming totaal;1997 augustus;6;91
2800;2700c Metalektro en overige industrie;Bestemming totaal;1997 september;14;93
2801;2700c Metalektro en overige industrie;Bestemming totaal;1997 3e kwartaal;12;92
2802;2700c Metalektro en overige industrie;Bestemming totaal;1997 oktober;13;93
2803;2700c Metalektro en overige industrie;Bestemming totaal;1997 november;9;93
2804;2700c Metalektro en overige industrie;Bestemming totaal;1997 december;21;92
2805;2700c Metalektro en overige industrie;Bestemming totaal;1997 4e kwartaal;14;92
2806;2700c Metalektro en overige industrie;Bestemming totaal;1997;11;91
2807;2700c Metalektro en overige industrie;Bestemming totaal;1998 januari;15;97
2808;2700c Metalektro en overige industrie;Bestemming totaal;1998 februari;15;97
2809;2700c Metalektro en overige industrie;Bestemming totaal;1998 maart;18;97
2810;2700c Metalektro en overige industrie;Bestemming totaal;1998 1e kwartaal;16;97
2811;2700c Metalektro en overige industrie;Bestemming totaal;1998 april;10;97
2812;2700c Metalektro en overige industrie;Bestemming totaal;1998 mei;7;97
2813;2700c Metalektro en overige industrie;Bestemming totaal;1998 juni;5;97
2814;2700c Metalektro en overige industrie;Bestemming totaal;1998 2e kwartaal;7;97
2815;2700c Metalektro en overige industrie;Bestemming totaal;1998 juli;13;97
2816;2700c Metalektro en overige industrie;Bestemming totaal;1998 augustus;3;97
2817;2700c Metalektro en overige industrie;Bestemming totaal;1998 september;3;97
2818;2700c Metalektro en overige industrie;Bestemming totaal;1998 3e kwartaal;6;97
2819;2700c Metalektro en overige industrie;Bestemming totaal;1998 oktober;0;98
2820;2700c Metalektro en overige industrie;Bestemming totaal;1998 november;1;98
2821;2700c Metalektro en overige industrie;Bestemming totaal;1998 december;-9;97
2822;2700c Metalektro en overige industrie;Bestemming totaal;1998 4e kwartaal;-3;97
2823;2700c Metalektro en overige industrie;Bestemming totaal;1998;6;96
2824;2700c Metalektro en overige industrie;Bestemming totaal;1999 januari;-2;97
2825;2700c Metalektro en overige industrie;Bestemming totaal;1999 februari;-9;97
2826;2700c Metalektro en overige industrie;Bestemming totaal;1999 maart;5;97
2827;2700c Metalektro en overige industrie;Bestemming totaal;1999 1e kwartaal;-1;97
2828;2700c Metalektro en overige industrie;Bestemming totaal;1999 april;-6;97
2829;2700c Metalektro en overige industrie;Bestemming totaal;1999 mei;-2;97
2830;2700c Metalektro en overige industrie;Bestemming totaal;1999 juni;5;98
2831;2700c Metalektro en overige industrie;Bestemming totaal;1999 2e kwartaal;-1;97
2832;2700c Metalektro en overige industrie;Bestemming totaal;1999 juli;-8;97
2833;2700c Metalektro en overige industrie;Bestemming totaal;1999 augustus;3;96
2834;2700c Metalektro en overige industrie;Bestemming totaal;1999 september;2;97
2835;2700c Metalektro en overige industrie;Bestemming totaal;1999 3e kwartaal;-1;96
2836;2700c Metalektro en overige industrie;Bestemming totaal;1999 oktober;-2;97
2837;2700c Metalektro en overige industrie;Bestemming totaal;1999 november;9;96
2838;2700c Metalektro en overige industrie;Bestemming totaal;1999 december;28;96
2839;2700c Metalektro en overige industrie;Bestemming totaal;1999 4e kwartaal;11;96
2840;2700c Metalektro en overige industrie;Bestemming totaal;1999;3;95
2841;2700c Metalektro en overige industrie;Bestemming totaal;2000 januari;4;97
2842;2700c Metalektro en overige industrie;Bestemming totaal;2000 februari;18;97
2843;2700c Metalektro en overige industrie;Bestemming totaal;2000 maart;5;97
2844;2700c Metalektro en overige industrie;Bestemming totaal;2000 1e kwartaal;9;97
2845;2700c Metalektro en overige industrie;Bestemming totaal;2000 april;6;97
2846;2700c Metalektro en overige industrie;Bestemming totaal;2000 mei;26;97
2847;2700c Metalektro en overige industrie;Bestemming totaal;2000 juni;0;97
2848;2700c Metalektro en overige industrie;Bestemming totaal;2000 2e kwartaal;10;97
2849;2700c Metalektro en overige industrie;Bestemming totaal;2000 juli;-1;97
2850;2700c Metalektro en overige industrie;Bestemming totaal;2000 augustus;24;97
2851;2700c Metalektro en overige industrie;Bestemming totaal;2000 september;9;97
2852;2700c Metalektro en overige industrie;Bestemming totaal;2000 3e kwartaal;10;97
2853;2700c Metalektro en overige industrie;Bestemming totaal;2000 oktober;11;97
2854;2700c Metalektro en overige industrie;Bestemming totaal;2000 november;16;97
2855;2700c Metalektro en overige industrie;Bestemming totaal;2000 december;3;98
2856;2700c Metalektro en overige industrie;Bestemming totaal;2000 4e kwartaal;10;97
2857;2700c Metalektro en overige industrie;Bestemming totaal;2000;10;95
2858;2700c Metalektro en overige industrie;Bestemming totaal;2001 januari;11;97
2859;2700c Metalektro en overige industrie;Bestemming totaal;2001 februari;2;98
2860;2700c Metalektro en overige industrie;Bestemming totaal;2001 maart;4;97
2861;2700c Metalektro en overige industrie;Bestemming totaal;2001 1e kwartaal;5;97
2862;2700c Metalektro en overige industrie;Bestemming totaal;2001 april;4;98
2863;2700c Metalektro en overige industrie;Bestemming totaal;2001 mei;-1;98
2864;2700c Metalektro en overige industrie;Bestemming totaal;2001 juni;5;98
2865;2700c Metalektro en overige industrie;Bestemming totaal;2001 2e kwartaal;2;97
2866;2700c Metalektro en overige industrie;Bestemming totaal;2001 juli;2;97
2867;2700c Metalektro en overige industrie;Bestemming totaal;2001 augustus;-1;98
2868;2700c Metalektro en overige industrie;Bestemming totaal;2001 september;-10;97
2869;2700c Metalektro en overige industrie;Bestemming totaal;2001 3e kwartaal;-3;97
2870;2700c Metalektro en overige industrie;Bestemming totaal;2001 oktober;-4;98
2871;2700c Metalektro en overige industrie;Bestemming totaal;2001 november;-11;98
2872;2700c Metalektro en overige industrie;Bestemming totaal;2001 december;-15;98
2873;2700c Metalektro en overige industrie;Bestemming totaal;2001 4e kwartaal;-10;97
2874;2700c Metalektro en overige industrie;Bestemming totaal;2001;-2;96
2875;2700c Metalektro en overige industrie;Bestemming totaal;2002 januari;-5;94
2876;2700c Metalektro en overige industrie;Bestemming totaal;2002 februari;-9;93
2877;2700c Metalektro en overige industrie;Bestemming totaal;2002 maart;-11;94
2878;2700c Metalektro en overige industrie;Bestemming totaal;2002 1e kwartaal;-8;94
2879;2700c Metalektro en overige industrie;Bestemming totaal;2002 april;0;94
2880;2700c Metalektro en overige industrie;Bestemming totaal;2002 mei;-10;93
2881;2700c Metalektro en overige industrie;Bestemming totaal;2002 juni;-5;93
2882;2700c Metalektro en overige industrie;Bestemming totaal;2002 2e kwartaal;-5;93
2883;2700c Metalektro en overige industrie;Bestemming totaal;2002 juli;0;94
2884;2700c Metalektro en overige industrie;Bestemming totaal;2002 augustus;-8;93
2885;2700c Metalektro en overige industrie;Bestemming totaal;2002 september;4;92
2886;2700c Metalektro en overige industrie;Bestemming totaal;2002 3e kwartaal;-1;93
2887;2700c Metalektro en overige industrie;Bestemming totaal;2002 oktober;1;91
2888;2700c Metalektro en overige industrie;Bestemming totaal;2002 november;-5;89
2889;2700c Metalektro en overige industrie;Bestemming totaal;2002 december;-2;89
2890;2700c Metalektro en overige industrie;Bestemming totaal;2002 4e kwartaal;-2;89
2891;2700c Metalektro en overige industrie;Bestemming totaal;2002;-3;91
2892;2700c Metalektro en overige industrie;Bestemming totaal;2003 januari;-3;95
2893;2700c Metalektro en overige industrie;Bestemming totaal;2003 februari;1;96
2894;2700c Metalektro en overige industrie;Bestemming totaal;2003 maart;-2;95
2895;2700c Metalektro en overige industrie;Bestemming totaal;2003 1e kwartaal;-1;95
2896;2700c Metalektro en overige industrie;Bestemming totaal;2003 april;-6;95
2897;2700c Metalektro en overige industrie;Bestemming totaal;2003 mei;-6;94
2898;2700c Metalektro en overige industrie;Bestemming totaal;2003 juni;-8;93
2899;2700c Metalektro en overige industrie;Bestemming totaal;2003 2e kwartaal;-7;93
2900;2700c Metalektro en overige industrie;Bestemming totaal;2003 juli;-4;93
2901;2700c Metalektro en overige industrie;Bestemming totaal;2003 augustus;-15;94
2902;2700c Metalektro en overige industrie;Bestemming totaal;2003 september;-2;93
2903;2700c Metalektro en overige industrie;Bestemming totaal;2003 3e kwartaal;-7;93
2904;2700c Metalektro en overige industrie;Bestemming totaal;2003 oktober;-3;94
2905;2700c Metalektro en overige industrie;Bestemming totaal;2003 november;-8;94
2906;2700c Metalektro en overige industrie;Bestemming totaal;2003 december;0;94
2907;2700c Metalektro en overige industrie;Bestemming totaal;2003 4e kwartaal;-3;94
2908;2700c Metalektro en overige industrie;Bestemming totaal;2003;-5;92
2909;2700c Metalektro en overige industrie;Bestemming totaal;2004 januari;-4;93
2910;2700c Metalektro en overige industrie;Bestemming totaal;2004 februari;0;93
2911;2700c Metalektro en overige industrie;Bestemming totaal;2004 maart;14;93
2912;2700c Metalektro en overige industrie;Bestemming totaal;2004 1e kwartaal;4;93
2913;2700c Metalektro en overige industrie;Bestemming totaal;2004 april;7;92
2914;2700c Metalektro en overige industrie;Bestemming totaal;2004 mei;-2;94
2915;2700c Metalektro en overige industrie;Bestemming totaal;2004 juni;18;95
2916;2700c Metalektro en overige industrie;Bestemming totaal;2004 2e kwartaal;8;93
2917;2700c Metalektro en overige industrie;Bestemming totaal;2004 juli;14;96
2918;2700c Metalektro en overige industrie;Bestemming totaal;2004 augustus;8;95
2919;2700c Metalektro en overige industrie;Bestemming totaal;2004 september;9;95
2920;2700c Metalektro en overige industrie;Bestemming totaal;2004 3e kwartaal;11;95
2921;2700c Metalektro en overige industrie;Bestemming totaal;2004 oktober;-3;96
2922;2700c Metalektro en overige industrie;Bestemming totaal;2004 november;17;96
2923;2700c Metalektro en overige industrie;Bestemming totaal;2004 december;16;95
2924;2700c Metalektro en overige industrie;Bestemming totaal;2004 4e kwartaal;10;95
2925;2700c Metalektro en overige industrie;Bestemming totaal;2004;8;90
2926;2700c Metalektro en overige industrie;Bestemming totaal;2005 januari;11;97
2927;2700c Metalektro en overige industrie;Bestemming totaal;2005 februari;7;96
2928;2700c Metalektro en overige industrie;Bestemming totaal;2005 maart;2;95
2929;2700c Metalektro en overige industrie;Bestemming totaal;2005 1e kwartaal;6;95
2930;2700c Metalektro en overige industrie;Bestemming totaal;2005 april;9;95
2931;2700c Metalektro en overige industrie;Bestemming totaal;2005 mei;8;96
2932;2700c Metalektro en overige industrie;Bestemming totaal;2005 juni;6;94
2933;2700c Metalektro en overige industrie;Bestemming totaal;2005 2e kwartaal;8;95
2934;2700c Metalektro en overige industrie;Bestemming totaal;2005 juli;-5;96
2935;2700c Metalektro en overige industrie;Bestemming totaal;2005 augustus;10;96
2936;2700c Metalektro en overige industrie;Bestemming totaal;2005 september;0;96
2937;2700c Metalektro en overige industrie;Bestemming totaal;2005 3e kwartaal;1;95
2938;2700c Metalektro en overige industrie;Bestemming totaal;2005 oktober;0;95
2939;2700c Metalektro en overige industrie;Bestemming totaal;2005 november;0;96
2940;2700c Metalektro en overige industrie;Bestemming totaal;2005 december;-5;96
2941;2700c Metalektro en overige industrie;Bestemming totaal;2005 4e kwartaal;-2;95
2942;2700c Metalektro en overige industrie;Bestemming totaal;2005;3;93
2943;2700c Metalektro en overige industrie;Bestemming totaal;2006 januari;3;97
2944;2700c Metalektro en overige industrie;Bestemming totaal;2006 februari;4;96
