ID;ArableCrops;Regions;Periods;AreaUnderCultivation_1;HarvestedArea_2;GrossYieldPerHa_3;GrossYieldTotal_4
4157;Grain maize;Oost-Nederland (LD);2011;3370.0;3370.0;11.9;39936.0
4158;Grain maize;Oost-Nederland (LD);2012;3191.0;3191.0;12.1;38494.0
4159;Grain maize;Oost-Nederland (LD);2013;3522.0;3522.0;12.3;43237.0
4160;Grain maize;Oost-Nederland (LD);2014;2677.0;2677.0;13.3;35540.0
4161;Grain maize;Oost-Nederland (LD);2015;2244.0;2244.0;11.6;25987.0
4162;Grain maize;Oost-Nederland (LD);2016;1911.0;1911.0;12.5;23961.0
4163;Grain maize;Oost-Nederland (LD);2017;1636.0;1628.0;13.9;22673.0
4164;Grain maize;Oost-Nederland (LD);2018;2048.0;2027.0;8.7;17655.0
4165;Grain maize;Oost-Nederland (LD);2019;2688.0;2682.0;9.1;24373.0
4166;Grain maize;Oost-Nederland (LD);2020;2776.0;2776.0;12.1;33691.0
4167;Grain maize;Oost-Nederland (LD);2021;2608.0;2608.0;11.2;29240.0
4168;Grain maize;Oost-Nederland (LD);2022;3265.0;3265.0;14.0;45655.0
4169;Grain maize;Oost-Nederland (LD);2023;2511.0;;;
4170;Grain maize;West-Nederland (LD);1994;775.0;;;
4171;Grain maize;West-Nederland (LD);1995;419.0;;;
4172;Grain maize;West-Nederland (LD);1996;594.0;;;
4173;Grain maize;West-Nederland (LD);1997;559.0;;;
4174;Grain maize;West-Nederland (LD);1998;606.0;;;
4175;Grain maize;West-Nederland (LD);1999;899.0;;;
4176;Grain maize;West-Nederland (LD);2000;817.0;;;
4177;Grain maize;West-Nederland (LD);2001;900.0;;;
4178;Grain maize;West-Nederland (LD);2002;595.0;;;
4179;Grain maize;West-Nederland (LD);2003;563.0;;;
4180;Grain maize;West-Nederland (LD);2004;584.0;;;
4181;Grain maize;West-Nederland (LD);2005;660.0;;;
4182;Grain maize;West-Nederland (LD);2006;748.0;;;
4183;Grain maize;West-Nederland (LD);2007;980.0;;;
4184;Grain maize;West-Nederland (LD);2008;1046.0;1046.0;10.7;11171.0
4185;Grain maize;West-Nederland (LD);2009;763.0;763.0;12.1;9265.0
4186;Grain maize;West-Nederland (LD);2010;725.0;725.0;11.6;8442.0
4187;Grain maize;West-Nederland (LD);2011;1106.0;1106.0;12.1;13421.0
4188;Grain maize;West-Nederland (LD);2012;909.0;909.0;11.1;10123.0
4189;Grain maize;West-Nederland (LD);2013;1084.0;1084.0;10.9;11853.0
4190;Grain maize;West-Nederland (LD);2014;783.0;783.0;13.2;10322.0
4191;Grain maize;West-Nederland (LD);2015;803.0;803.0;13.5;10856.0
4192;Grain maize;West-Nederland (LD);2016;668.0;668.0;10.5;6991.0
4193;Grain maize;West-Nederland (LD);2017;745.0;745.0;12.6;9403.0
4194;Grain maize;West-Nederland (LD);2018;872.0;862.0;11.2;9669.0
4195;Grain maize;West-Nederland (LD);2019;703.0;687.0;14.7;10091.0
4196;Grain maize;West-Nederland (LD);2020;853.0;853.0;6.7;5728.0
4197;Grain maize;West-Nederland (LD);2021;752.0;752.0;12.1;9110.0
4198;Grain maize;West-Nederland (LD);2022;942.0;942.0;11.7;11062.0
4199;Grain maize;West-Nederland (LD);2023;687.0;;;
4200;Grain maize;Zuid-Nederland (LD);1994;8476.0;;;
4201;Grain maize;Zuid-Nederland (LD);1995;6674.0;;;
4202;Grain maize;Zuid-Nederland (LD);1996;7510.0;;;
4203;Grain maize;Zuid-Nederland (LD);1997;9134.0;;;
4204;Grain maize;Zuid-Nederland (LD);1998;9531.0;;;
4205;Grain maize;Zuid-Nederland (LD);1999;11251.0;;;
4206;Grain maize;Zuid-Nederland (LD);2000;14549.0;;;
4207;Grain maize;Zuid-Nederland (LD);2001;20012.0;;;
4208;Grain maize;Zuid-Nederland (LD);2002;18222.0;;;
4209;Grain maize;Zuid-Nederland (LD);2003;18932.0;;;
4210;Grain maize;Zuid-Nederland (LD);2004;17098.0;;;
4211;Grain maize;Zuid-Nederland (LD);2005;15555.0;;;
4212;Grain maize;Zuid-Nederland (LD);2006;14327.0;;;
4213;Grain maize;Zuid-Nederland (LD);2007;12363.0;;;
4214;Grain maize;Zuid-Nederland (LD);2008;13452.0;13452.0;11.7;157085.0
4215;Grain maize;Zuid-Nederland (LD);2009;12464.0;12464.0;13.1;162665.0
4216;Grain maize;Zuid-Nederland (LD);2010;11059.0;11059.0;12.1;133580.0
4217;Grain maize;Zuid-Nederland (LD);2011;10599.0;10599.0;12.7;134331.0
4218;Grain maize;Zuid-Nederland (LD);2012;9829.0;9829.0;12.5;123062.0
4219;Grain maize;Zuid-Nederland (LD);2013;9584.0;9584.0;12.0;115421.0
4220;Grain maize;Zuid-Nederland (LD);2014;8124.0;8124.0;14.1;114520.0
4221;Grain maize;Zuid-Nederland (LD);2015;7134.0;7134.0;10.6;75764.0
4222;Grain maize;Zuid-Nederland (LD);2016;5887.0;5189.0;8.7;45263.0
4223;Grain maize;Zuid-Nederland (LD);2017;5570.0;5560.0;13.7;76107.0
4224;Grain maize;Zuid-Nederland (LD);2018;5879.0;5589.0;8.5;47516.0
4225;Grain maize;Zuid-Nederland (LD);2019;8329.0;8199.0;10.4;85261.0
4226;Grain maize;Zuid-Nederland (LD);2020;8202.0;8115.0;11.8;95973.0
4227;Grain maize;Zuid-Nederland (LD);2021;7387.0;7015.0;13.2;92633.0
4228;Grain maize;Zuid-Nederland (LD);2022;8400.0;8398.0;11.7;97919.0
4229;Grain maize;Zuid-Nederland (LD);2023;6343.0;;;
4230;Grain maize;Groningen (PV);1994;84.0;;;
4231;Grain maize;Groningen (PV);1995;6.0;;;
4232;Grain maize;Groningen (PV);1996;216.0;;;
4233;Grain maize;Groningen (PV);1997;151.0;;;
4234;Grain maize;Groningen (PV);1998;117.0;;;
4235;Grain maize;Groningen (PV);1999;125.0;;;
4236;Grain maize;Groningen (PV);2000;143.0;;;
4237;Grain maize;Groningen (PV);2001;121.0;;;
4238;Grain maize;Groningen (PV);2002;89.0;;;
4239;Grain maize;Groningen (PV);2003;56.0;;;
4240;Grain maize;Groningen (PV);2004;191.0;;;
4241;Grain maize;Groningen (PV);2005;88.0;;;
4242;Grain maize;Groningen (PV);2006;131.0;;;
4243;Grain maize;Groningen (PV);2007;373.0;;;
4244;Grain maize;Groningen (PV);2008;806.0;806.0;11.6;9333.0
4245;Grain maize;Groningen (PV);2009;424.0;424.0;12.7;5370.0
4246;Grain maize;Groningen (PV);2010;376.0;376.0;11.2;4223.0
4247;Grain maize;Groningen (PV);2011;343.0;343.0;11.1;3801.0
4248;Grain maize;Groningen (PV);2012;467.0;467.0;13.4;6281.0
4249;Grain maize;Groningen (PV);2013;224.0;224.0;11.1;2475.0
4250;Grain maize;Groningen (PV);2014;142.0;142.0;13.0;1835.0
4251;Grain maize;Groningen (PV);2015;196.0;196.0;11.7;2292.0
4252;Grain maize;Groningen (PV);2016;103.0;102.0;12.3;1255.0
4253;Grain maize;Groningen (PV);2017;115.0;115.0;11.5;1329.0
4254;Grain maize;Groningen (PV);2018;169.0;169.0;10.6;1797.0
4255;Grain maize;Groningen (PV);2019;172.0;156.0;9.0;1394.0
4256;Grain maize;Groningen (PV);2020;177.0;177.0;12.0;2119.0
4257;Grain maize;Groningen (PV);2021;145.0;145.0;15.0;2175.0
4258;Grain maize;Groningen (PV);2022;121.0;111.0;9.9;1091.0
4259;Grain maize;Groningen (PV);2023;73.0;;;
4260;Grain maize;Fryslân (PV);1994;;;;
4261;Grain maize;Fryslân (PV);1995;16.0;;;
4262;Grain maize;Fryslân (PV);1996;38.0;;;
4263;Grain maize;Fryslân (PV);1997;114.0;;;
4264;Grain maize;Fryslân (PV);1998;80.0;;;
4265;Grain maize;Fryslân (PV);1999;110.0;;;
4266;Grain maize;Fryslân (PV);2000;117.0;;;
4267;Grain maize;Fryslân (PV);2001;113.0;;;
4268;Grain maize;Fryslân (PV);2002;42.0;;;
4269;Grain maize;Fryslân (PV);2003;32.0;;;
4270;Grain maize;Fryslân (PV);2004;45.0;;;
4271;Grain maize;Fryslân (PV);2005;63.0;;;
4272;Grain maize;Fryslân (PV);2006;161.0;;;
4273;Grain maize;Fryslân (PV);2007;408.0;;;
4274;Grain maize;Fryslân (PV);2008;641.0;641.0;6.2;3978.0
4275;Grain maize;Fryslân (PV);2009;360.0;360.0;12.7;4564.0
4276;Grain maize;Fryslân (PV);2010;218.0;218.0;10.7;2333.0
4277;Grain maize;Fryslân (PV);2011;151.0;151.0;10.1;1520.0
4278;Grain maize;Fryslân (PV);2012;181.0;181.0;11.4;2063.0
4279;Grain maize;Fryslân (PV);2013;178.0;178.0;12.1;2165.0
4280;Grain maize;Fryslân (PV);2014;89.0;89.0;9.0;797.0
4281;Grain maize;Fryslân (PV);2015;27.0;27.0;10.4;285.0
4282;Grain maize;Fryslân (PV);2016;27.0;27.0;12.3;333.0
4283;Grain maize;Fryslân (PV);2017;17.0;17.0;11.5;192.0
4284;Grain maize;Fryslân (PV);2018;51.0;51.0;10.6;538.0
4285;Grain maize;Fryslân (PV);2019;70.0;63.0;9.0;563.0
4286;Grain maize;Fryslân (PV);2020;40.0;40.0;12.0;474.0
4287;Grain maize;Fryslân (PV);2021;14.0;14.0;15.0;204.0
4288;Grain maize;Fryslân (PV);2022;53.0;48.0;9.9;478.0
4289;Grain maize;Fryslân (PV);2023;40.0;;;
4290;Grain maize;Drenthe (PV);1994;207.0;;;
4291;Grain maize;Drenthe (PV);1995;165.0;;;
4292;Grain maize;Drenthe (PV);1996;148.0;;;
4293;Grain maize;Drenthe (PV);1997;181.0;;;
4294;Grain maize;Drenthe (PV);1998;214.0;;;
4295;Grain maize;Drenthe (PV);1999;291.0;;;
4296;Grain maize;Drenthe (PV);2000;243.0;;;
4297;Grain maize;Drenthe (PV);2001;327.0;;;
4298;Grain maize;Drenthe (PV);2002;383.0;;;
4299;Grain maize;Drenthe (PV);2003;427.0;;;
4300;Grain maize;Drenthe (PV);2004;490.0;;;
4301;Grain maize;Drenthe (PV);2005;531.0;;;
4302;Grain maize;Drenthe (PV);2006;626.0;;;
4303;Grain maize;Drenthe (PV);2007;1419.0;;;
4304;Grain maize;Drenthe (PV);2008;1768.0;1768.0;12.6;22249.0
4305;Grain maize;Drenthe (PV);2009;1291.0;1277.0;13.1;16711.0
4306;Grain maize;Drenthe (PV);2010;1161.0;1161.0;11.5;13352.0
4307;Grain maize;Drenthe (PV);2011;1001.0;1001.0;11.4;11392.0
4308;Grain maize;Drenthe (PV);2012;928.0;928.0;12.2;11340.0
4309;Grain maize;Drenthe (PV);2013;921.0;921.0;11.0;10134.0
4310;Grain maize;Drenthe (PV);2014;781.0;781.0;12.9;10053.0
4311;Grain maize;Drenthe (PV);2015;784.0;784.0;7.6;5930.0
4312;Grain maize;Drenthe (PV);2016;526.0;526.0;13.0;6838.0
4313;Grain maize;Drenthe (PV);2017;607.0;607.0;11.5;7007.0
4314;Grain maize;Drenthe (PV);2018;718.0;718.0;10.6;7613.0
4315;Grain maize;Drenthe (PV);2019;706.0;638.0;9.0;5713.0
4316;Grain maize;Drenthe (PV);2020;771.0;771.0;12.0;9222.0
4317;Grain maize;Drenthe (PV);2021;694.0;694.0;15.0;10418.0
4318;Grain maize;Drenthe (PV);2022;960.0;877.0;9.9;8652.0
4319;Grain maize;Drenthe (PV);2023;471.0;;;
4320;Grain maize;Overijssel (PV);1994;607.0;;;
4321;Grain maize;Overijssel (PV);1995;540.0;;;
4322;Grain maize;Overijssel (PV);1996;1018.0;;;
4323;Grain maize;Overijssel (PV);1997;840.0;;;
4324;Grain maize;Overijssel (PV);1998;1212.0;;;
4325;Grain maize;Overijssel (PV);1999;991.0;;;
4326;Grain maize;Overijssel (PV);2000;1443.0;;;
4327;Grain maize;Overijssel (PV);2001;2004.0;;;
4328;Grain maize;Overijssel (PV);2002;1368.0;;;
4329;Grain maize;Overijssel (PV);2003;1653.0;;;
4330;Grain maize;Overijssel (PV);2004;1259.0;;;
4331;Grain maize;Overijssel (PV);2005;1295.0;;;
4332;Grain maize;Overijssel (PV);2006;1189.0;;;
4333;Grain maize;Overijssel (PV);2007;1261.0;;;
4334;Grain maize;Overijssel (PV);2008;1338.0;1338.0;9.8;13116.0
4335;Grain maize;Overijssel (PV);2009;1081.0;1081.0;12.7;13687.0
4336;Grain maize;Overijssel (PV);2010;910.0;910.0;9.9;9037.0
4337;Grain maize;Overijssel (PV);2011;809.0;809.0;11.1;8953.0
4338;Grain maize;Overijssel (PV);2012;839.0;839.0;11.7;9840.0
4339;Grain maize;Overijssel (PV);2013;943.0;943.0;11.3;10679.0
4340;Grain maize;Overijssel (PV);2014;655.0;655.0;11.6;7617.0
4341;Grain maize;Overijssel (PV);2015;495.0;495.0;10.4;5152.0
4342;Grain maize;Overijssel (PV);2016;366.0;366.0;13.3;4849.0
4343;Grain maize;Overijssel (PV);2017;425.0;422.0;13.4;5662.0
4344;Grain maize;Overijssel (PV);2018;509.0;509.0;8.8;4478.0
4345;Grain maize;Overijssel (PV);2019;772.0;770.0;9.4;7223.0
4346;Grain maize;Overijssel (PV);2020;849.0;849.0;12.9;10964.0
4347;Grain maize;Overijssel (PV);2021;800.0;800.0;12.5;9969.0
4348;Grain maize;Overijssel (PV);2022;993.0;993.0;13.8;13718.0
4349;Grain maize;Overijssel (PV);2023;877.0;;;
4350;Grain maize;Flevoland (PV);1994;55.0;;;
4351;Grain maize;Flevoland (PV);1995;70.0;;;
4352;Grain maize;Flevoland (PV);1996;47.0;;;
4353;Grain maize;Flevoland (PV);1997;139.0;;;
4354;Grain maize;Flevoland (PV);1998;166.0;;;
4355;Grain maize;Flevoland (PV);1999;213.0;;;
4356;Grain maize;Flevoland (PV);2000;118.0;;;
4357;Grain maize;Flevoland (PV);2001;139.0;;;
4358;Grain maize;Flevoland (PV);2002;91.0;;;
4359;Grain maize;Flevoland (PV);2003;88.0;;;
4360;Grain maize;Flevoland (PV);2004;131.0;;;
4361;Grain maize;Flevoland (PV);2005;155.0;;;
4362;Grain maize;Flevoland (PV);2006;14.0;;;
4363;Grain maize;Flevoland (PV);2007;21.0;;;
4364;Grain maize;Flevoland (PV);2008;16.0;16.0;11.8;186.0
4365;Grain maize;Flevoland (PV);2009;42.0;42.0;12.7;535.0
4366;Grain maize;Flevoland (PV);2010;43.0;43.0;8.8;383.0
4367;Grain maize;Flevoland (PV);2011;47.0;47.0;12.4;584.0
4368;Grain maize;Flevoland (PV);2012;51.0;51.0;12.4;628.0
4369;Grain maize;Flevoland (PV);2013;61.0;61.0;12.2;746.0
4370;Grain maize;Flevoland (PV);2014;18.0;18.0;17.3;317.0
4371;Grain maize;Flevoland (PV);2015;31.0;31.0;13.4;409.0
4372;Grain maize;Flevoland (PV);2016;20.0;20.0;13.3;269.0
4373;Grain maize;Flevoland (PV);2017;12.0;12.0;13.8;162.0
4374;Grain maize;Flevoland (PV);2018;15.0;15.0;8.8;131.0
4375;Grain maize;Flevoland (PV);2019;12.0;12.0;9.4;110.0
4376;Grain maize;Flevoland (PV);2020;19.0;19.0;12.3;237.0
4377;Grain maize;Flevoland (PV);2021;3.0;3.0;11.1;31.0
4378;Grain maize;Flevoland (PV);2022;3.0;3.0;13.8;47.0
4379;Grain maize;Flevoland (PV);2023;12.0;;;
4380;Grain maize;Gelderland (PV);1994;1420.0;;;
4381;Grain maize;Gelderland (PV);1995;1115.0;;;
4382;Grain maize;Gelderland (PV);1996;1301.0;;;
4383;Grain maize;Gelderland (PV);1997;1564.0;;;
4384;Grain maize;Gelderland (PV);1998;1772.0;;;
4385;Grain maize;Gelderland (PV);1999;2156.0;;;
4386;Grain maize;Gelderland (PV);2000;2868.0;;;
4387;Grain maize;Gelderland (PV);2001;3556.0;;;
4388;Grain maize;Gelderland (PV);2002;2904.0;;;
4389;Grain maize;Gelderland (PV);2003;2797.0;;;
4390;Grain maize;Gelderland (PV);2004;2623.0;;;
4391;Grain maize;Gelderland (PV);2005;2401.0;;;
4392;Grain maize;Gelderland (PV);2006;2577.0;;;
4393;Grain maize;Gelderland (PV);2007;2516.0;;;
4394;Grain maize;Gelderland (PV);2008;3065.0;3065.0;11.5;35144.0
4395;Grain maize;Gelderland (PV);2009;2475.0;2435.0;13.2;32115.0
4396;Grain maize;Gelderland (PV);2010;2570.0;2240.0;11.4;25551.0
4397;Grain maize;Gelderland (PV);2011;2514.0;2514.0;12.1;30399.0
4398;Grain maize;Gelderland (PV);2012;2302.0;2302.0;12.2;28026.0
4399;Grain maize;Gelderland (PV);2013;2517.0;2517.0;12.6;31812.0
4400;Grain maize;Gelderland (PV);2014;2003.0;2003.0;13.8;27606.0
4401;Grain maize;Gelderland (PV);2015;1718.0;1718.0;11.9;20426.0
4402;Grain maize;Gelderland (PV);2016;1525.0;1525.0;12.4;18842.0
4403;Grain maize;Gelderland (PV);2017;1199.0;1194.0;14.1;16849.0
4404;Grain maize;Gelderland (PV);2018;1523.0;1503.0;8.7;13045.0
4405;Grain maize;Gelderland (PV);2019;1904.0;1900.0;9.0;17041.0
4406;Grain maize;Gelderland (PV);2020;1908.0;1908.0;11.8;22490.0
4407;Grain maize;Gelderland (PV);2021;1805.0;1805.0;10.7;19240.0
4408;Grain maize;Gelderland (PV);2022;2269.0;2269.0;14.1;31891.0
4409;Grain maize;Gelderland (PV);2023;1623.0;;;
4410;Grain maize;Utrecht (PV);1994;28.0;;;
4411;Grain maize;Utrecht (PV);1995;19.0;;;
4412;Grain maize;Utrecht (PV);1996;69.0;;;
4413;Grain maize;Utrecht (PV);1997;49.0;;;
4414;Grain maize;Utrecht (PV);1998;79.0;;;
4415;Grain maize;Utrecht (PV);1999;35.0;;;
4416;Grain maize;Utrecht (PV);2000;121.0;;;
4417;Grain maize;Utrecht (PV);2001;99.0;;;
4418;Grain maize;Utrecht (PV);2002;70.0;;;
4419;Grain maize;Utrecht (PV);2003;50.0;;;
4420;Grain maize;Utrecht (PV);2004;65.0;;;
4421;Grain maize;Utrecht (PV);2005;93.0;;;
4422;Grain maize;Utrecht (PV);2006;63.0;;;
4423;Grain maize;Utrecht (PV);2007;71.0;;;
4424;Grain maize;Utrecht (PV);2008;39.0;39.0;10.8;420.0
4425;Grain maize;Utrecht (PV);2009;15.0;15.0;12.9;193.0
4426;Grain maize;Utrecht (PV);2010;16.0;16.0;13.2;214.0
4427;Grain maize;Utrecht (PV);2011;20.0;20.0;12.1;239.0
4428;Grain maize;Utrecht (PV);2012;11.0;11.0;11.8;125.0
4429;Grain maize;Utrecht (PV);2013;46.0;46.0;12.0;549.0
4430;Grain maize;Utrecht (PV);2014;32.0;32.0;12.2;392.0
4431;Grain maize;Utrecht (PV);2015;13.0;13.0;10.4;139.0
4432;Grain maize;Utrecht (PV);2016;14.0;14.0;10.5;145.0
4433;Grain maize;Utrecht (PV);2017;12.0;12.0;12.6;149.0
4434;Grain maize;Utrecht (PV);2018;19.0;19.0;11.2;208.0
4435;Grain maize;Utrecht (PV);2019;30.0;30.0;14.5;432.0
4436;Grain maize;Utrecht (PV);2020;21.0;21.0;6.7;143.0
4437;Grain maize;Utrecht (PV);2021;13.0;13.0;12.1;161.0
4438;Grain maize;Utrecht (PV);2022;9.0;9.0;11.7;110.0
4439;Grain maize;Utrecht (PV);2023;38.0;;;
4440;Grain maize;Noord-Holland (PV);1994;21.0;;;
4441;Grain maize;Noord-Holland (PV);1995;10.0;;;
4442;Grain maize;Noord-Holland (PV);1996;32.0;;;
4443;Grain maize;Noord-Holland (PV);1997;61.0;;;
4444;Grain maize;Noord-Holland (PV);1998;55.0;;;
4445;Grain maize;Noord-Holland (PV);1999;103.0;;;
4446;Grain maize;Noord-Holland (PV);2000;53.0;;;
4447;Grain maize;Noord-Holland (PV);2001;36.0;;;
4448;Grain maize;Noord-Holland (PV);2002;53.0;;;
4449;Grain maize;Noord-Holland (PV);2003;45.0;;;
4450;Grain maize;Noord-Holland (PV);2004;36.0;;;
4451;Grain maize;Noord-Holland (PV);2005;45.0;;;
4452;Grain maize;Noord-Holland (PV);2006;41.0;;;
4453;Grain maize;Noord-Holland (PV);2007;78.0;;;
4454;Grain maize;Noord-Holland (PV);2008;66.0;66.0;9.6;638.0
4455;Grain maize;Noord-Holland (PV);2009;43.0;43.0;13.0;559.0
4456;Grain maize;Noord-Holland (PV);2010;56.0;56.0;12.0;673.0
4457;Grain maize;Noord-Holland (PV);2011;25.0;25.0;12.4;313.0
4458;Grain maize;Noord-Holland (PV);2012;5.0;5.0;12.4;59.0
4459;Grain maize;Noord-Holland (PV);2013;11.0;11.0;12.2;134.0
4460;Grain maize;Noord-Holland (PV);2014;9.0;9.0;13.3;120.0
4461;Grain maize;Noord-Holland (PV);2015;5.0;5.0;13.4;67.0
4462;Grain maize;Noord-Holland (PV);2016;9.0;9.0;10.5;91.0
4463;Grain maize;Noord-Holland (PV);2017;0.0;0.0;;0.0
4464;Grain maize;Noord-Holland (PV);2018;0.0;0.0;;0.0
4465;Grain maize;Noord-Holland (PV);2019;0.0;0.0;;0.0
4466;Grain maize;Noord-Holland (PV);2020;3.0;3.0;6.7;19.0
4467;Grain maize;Noord-Holland (PV);2021;0.0;0.0;;0.0
4468;Grain maize;Noord-Holland (PV);2022;38.0;38.0;11.7;445.0
4469;Grain maize;Noord-Holland (PV);2023;23.0;;;
4470;Grain maize;Zuid-Holland (PV);1994;145.0;;;
4471;Grain maize;Zuid-Holland (PV);1995;81.0;;;
4472;Grain maize;Zuid-Holland (PV);1996;138.0;;;
4473;Grain maize;Zuid-Holland (PV);1997;124.0;;;
4474;Grain maize;Zuid-Holland (PV);1998;102.0;;;
4475;Grain maize;Zuid-Holland (PV);1999;139.0;;;
4476;Grain maize;Zuid-Holland (PV);2000;137.0;;;
4477;Grain maize;Zuid-Holland (PV);2001;138.0;;;
4478;Grain maize;Zuid-Holland (PV);2002;29.0;;;
4479;Grain maize;Zuid-Holland (PV);2003;28.0;;;
4480;Grain maize;Zuid-Holland (PV);2004;105.0;;;
4481;Grain maize;Zuid-Holland (PV);2005;102.0;;;
4482;Grain maize;Zuid-Holland (PV);2006;139.0;;;
4483;Grain maize;Zuid-Holland (PV);2007;223.0;;;
4484;Grain maize;Zuid-Holland (PV);2008;201.0;201.0;10.9;2196.0
4485;Grain maize;Zuid-Holland (PV);2009;97.0;97.0;12.4;1203.0
4486;Grain maize;Zuid-Holland (PV);2010;115.0;115.0;12.7;1465.0
4487;Grain maize;Zuid-Holland (PV);2011;95.0;95.0;12.2;1151.0
4488;Grain maize;Zuid-Holland (PV);2012;12.0;12.0;11.2;136.0
4489;Grain maize;Zuid-Holland (PV);2013;25.0;25.0;11.2;278.0
4490;Grain maize;Zuid-Holland (PV);2014;44.0;44.0;13.1;584.0
4491;Grain maize;Zuid-Holland (PV);2015;13.0;13.0;14.3;187.0
4492;Grain maize;Zuid-Holland (PV);2016;4.0;4.0;10.5;37.0
4493;Grain maize;Zuid-Holland (PV);2017;19.0;19.0;12.6;245.0
4494;Grain maize;Zuid-Holland (PV);2018;9.0;9.0;11.2;98.0
4495;Grain maize;Zuid-Holland (PV);2019;0.0;0.0;14.5;6.0
4496;Grain maize;Zuid-Holland (PV);2020;3.0;3.0;6.7;20.0
4497;Grain maize;Zuid-Holland (PV);2021;11.0;11.0;12.1;132.0
4498;Grain maize;Zuid-Holland (PV);2022;10.0;10.0;11.7;118.0
4499;Grain maize;Zuid-Holland (PV);2023;2.0;;;
4500;Grain maize;Zeeland (PV);1994;581.0;;;
4501;Grain maize;Zeeland (PV);1995;309.0;;;
4502;Grain maize;Zeeland (PV);1996;355.0;;;
4503;Grain maize;Zeeland (PV);1997;325.0;;;
4504;Grain maize;Zeeland (PV);1998;371.0;;;
4505;Grain maize;Zeeland (PV);1999;622.0;;;
4506;Grain maize;Zeeland (PV);2000;506.0;;;
4507;Grain maize;Zeeland (PV);2001;627.0;;;
4508;Grain maize;Zeeland (PV);2002;442.0;;;
4509;Grain maize;Zeeland (PV);2003;439.0;;;
4510;Grain maize;Zeeland (PV);2004;378.0;;;
4511;Grain maize;Zeeland (PV);2005;420.0;;;
4512;Grain maize;Zeeland (PV);2006;505.0;;;
4513;Grain maize;Zeeland (PV);2007;607.0;;;
4514;Grain maize;Zeeland (PV);2008;740.0;740.0;10.7;7917.0
4515;Grain maize;Zeeland (PV);2009;608.0;608.0;12.0;7310.0
4516;Grain maize;Zeeland (PV);2010;538.0;538.0;11.3;6090.0
4517;Grain maize;Zeeland (PV);2011;966.0;966.0;12.1;11718.0
4518;Grain maize;Zeeland (PV);2012;882.0;882.0;11.1;9803.0
4519;Grain maize;Zeeland (PV);2013;1002.0;1002.0;10.9;10892.0
4520;Grain maize;Zeeland (PV);2014;697.0;697.0;13.2;9227.0
4521;Grain maize;Zeeland (PV);2015;771.0;771.0;13.6;10462.0
4522;Grain maize;Zeeland (PV);2016;642.0;642.0;10.5;6718.0
4523;Grain maize;Zeeland (PV);2017;713.0;713.0;12.6;9009.0
4524;Grain maize;Zeeland (PV);2018;844.0;834.0;11.2;9363.0
4525;Grain maize;Zeeland (PV);2019;672.0;657.0;14.7;9653.0
4526;Grain maize;Zeeland (PV);2020;826.0;826.0;6.7;5546.0
4527;Grain maize;Zeeland (PV);2021;728.0;728.0;12.1;8817.0
4528;Grain maize;Zeeland (PV);2022;885.0;885.0;11.7;10389.0
4529;Grain maize;Zeeland (PV);2023;625.0;;;
4530;Grain maize;Noord-Brabant (PV);1994;4672.0;;;
4531;Grain maize;Noord-Brabant (PV);1995;3937.0;;;
4532;Grain maize;Noord-Brabant (PV);1996;5018.0;;;
4533;Grain maize;Noord-Brabant (PV);1997;6291.0;;;
4534;Grain maize;Noord-Brabant (PV);1998;6652.0;;;
4535;Grain maize;Noord-Brabant (PV);1999;7407.0;;;
4536;Grain maize;Noord-Brabant (PV);2000;9551.0;;;
4537;Grain maize;Noord-Brabant (PV);2001;13131.0;;;
4538;Grain maize;Noord-Brabant (PV);2002;11693.0;;;
4539;Grain maize;Noord-Brabant (PV);2003;11948.0;;;
4540;Grain maize;Noord-Brabant (PV);2004;10709.0;;;
4541;Grain maize;Noord-Brabant (PV);2005;8985.0;;;
4542;Grain maize;Noord-Brabant (PV);2006;8441.0;;;
4543;Grain maize;Noord-Brabant (PV);2007;7591.0;;;
4544;Grain maize;Noord-Brabant (PV);2008;7611.0;7611.0;11.0;83446.0
4545;Grain maize;Noord-Brabant (PV);2009;6769.0;6769.0;13.0;88213.0
4546;Grain maize;Noord-Brabant (PV);2010;6044.0;6044.0;11.8;71418.0
4547;Grain maize;Noord-Brabant (PV);2011;5616.0;5616.0;12.0;67634.0
4548;Grain maize;Noord-Brabant (PV);2012;4994.0;4994.0;12.2;61101.0
4549;Grain maize;Noord-Brabant (PV);2013;4665.0;4665.0;12.0;55965.0
4550;Grain maize;Noord-Brabant (PV);2014;3795.0;3795.0;13.2;50033.0
4551;Grain maize;Noord-Brabant (PV);2015;3165.0;3165.0;9.9;31374.0
4552;Grain maize;Noord-Brabant (PV);2016;2686.0;2150.0;6.8;14538.0
4553;Grain maize;Noord-Brabant (PV);2017;2494.0;2492.0;13.8;34307.0
4554;Grain maize;Noord-Brabant (PV);2018;2685.0;2642.0;9.9;26226.0
4555;Grain maize;Noord-Brabant (PV);2019;4758.0;4697.0;10.6;49609.0
4556;Grain maize;Noord-Brabant (PV);2020;4553.0;4482.0;13.0;58220.0
4557;Grain maize;Noord-Brabant (PV);2021;4038.0;4011.0;13.1;52622.0
4558;Grain maize;Noord-Brabant (PV);2022;4689.0;4688.0;12.1;56925.0
4559;Grain maize;Noord-Brabant (PV);2023;3683.0;;;
4560;Grain maize;Limburg (PV);1994;3804.0;;;
4561;Grain maize;Limburg (PV);1995;2737.0;;;
