ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
2812;Tourist tax;Utrecht (PV);2022;10.0;7.0
2813;Tourist tax;Utrecht (PV);2023;14.0;10.0
2814;Tourist tax;Noord-Holland (PV);2017;115.0;41.0
2815;Tourist tax;Noord-Holland (PV);2018;140.0;50.0
2816;Tourist tax;Noord-Holland (PV);2019;176.0;62.0
2817;Tourist tax;Noord-Holland (PV);2020;84.0;29.0
2818;Tourist tax;Noord-Holland (PV);2021;76.0;26.0
2819;Tourist tax;Noord-Holland (PV);2022;186.0;64.0
2820;Tourist tax;Noord-Holland (PV);2023;293.0;99.0
2821;Tourist tax;Zuid-Holland (PV);2017;26.0;7.0
2822;Tourist tax;Zuid-Holland (PV);2018;28.0;8.0
2823;Tourist tax;Zuid-Holland (PV);2019;36.0;10.0
2824;Tourist tax;Zuid-Holland (PV);2020;20.0;5.0
2825;Tourist tax;Zuid-Holland (PV);2021;27.0;7.0
2826;Tourist tax;Zuid-Holland (PV);2022;42.0;11.0
2827;Tourist tax;Zuid-Holland (PV);2023;52.0;14.0
2828;Tourist tax;Zeeland (PV);2017;18.0;47.0
2829;Tourist tax;Zeeland (PV);2018;20.0;52.0
2830;Tourist tax;Zeeland (PV);2019;22.0;59.0
2831;Tourist tax;Zeeland (PV);2020;20.0;52.0
2832;Tourist tax;Zeeland (PV);2021;25.0;66.0
2833;Tourist tax;Zeeland (PV);2022;31.0;79.0
2834;Tourist tax;Zeeland (PV);2023;38.0;97.0
2835;Tourist tax;Noord-Brabant (PV);2017;18.0;7.0
2836;Tourist tax;Noord-Brabant (PV);2018;20.0;8.0
2837;Tourist tax;Noord-Brabant (PV);2019;21.0;8.0
2838;Tourist tax;Noord-Brabant (PV);2020;16.0;6.0
2839;Tourist tax;Noord-Brabant (PV);2021;20.0;8.0
2840;Tourist tax;Noord-Brabant (PV);2022;27.0;10.0
2841;Tourist tax;Noord-Brabant (PV);2023;29.0;11.0
2842;Tourist tax;Limburg (PV);2017;20.0;18.0
2843;Tourist tax;Limburg (PV);2018;22.0;19.0
2844;Tourist tax;Limburg (PV);2019;23.0;21.0
2845;Tourist tax;Limburg (PV);2020;20.0;18.0
2846;Tourist tax;Limburg (PV);2021;24.0;22.0
2847;Tourist tax;Limburg (PV);2022;31.0;28.0
2848;Tourist tax;Limburg (PV);2023;34.0;31.0
2849;Tourist tax;Oost-Groningen (CR);2017;1.0;3.0
2850;Tourist tax;Oost-Groningen (CR);2018;0.0;3.0
2851;Tourist tax;Oost-Groningen (CR);2019;0.0;3.0
2852;Tourist tax;Oost-Groningen (CR);2020;0.0;3.0
2853;Tourist tax;Oost-Groningen (CR);2021;1.0;4.0
2854;Tourist tax;Oost-Groningen (CR);2022;1.0;5.0
2855;Tourist tax;Oost-Groningen (CR);2023;1.0;6.0
2856;Tourist tax;Delfzijl en omgeving (CR);2017;0.0;2.0
2857;Tourist tax;Delfzijl en omgeving (CR);2018;0.0;2.0
2858;Tourist tax;Delfzijl en omgeving (CR);2019;0.0;3.0
2859;Tourist tax;Delfzijl en omgeving (CR);2020;0.0;2.0
2860;Tourist tax;Delfzijl en omgeving (CR);2021;0.0;3.0
2861;Tourist tax;Delfzijl en omgeving (CR);2022;0.0;5.0
2862;Tourist tax;Delfzijl en omgeving (CR);2023;0.0;5.0
2863;Tourist tax;Overig Groningen (CR);2017;2.0;6.0
2864;Tourist tax;Overig Groningen (CR);2018;3.0;6.0
2865;Tourist tax;Overig Groningen (CR);2019;3.0;7.0
2866;Tourist tax;Overig Groningen (CR);2020;2.0;6.0
2867;Tourist tax;Overig Groningen (CR);2021;1.0;3.0
2868;Tourist tax;Overig Groningen (CR);2022;3.0;7.0
2869;Tourist tax;Overig Groningen (CR);2023;4.0;9.0
2870;Tourist tax;Noord-Friesland (CR);2017;9.0;27.0
2871;Tourist tax;Noord-Friesland (CR);2018;10.0;31.0
2872;Tourist tax;Noord-Friesland (CR);2019;10.0;31.0
2873;Tourist tax;Noord-Friesland (CR);2020;8.0;26.0
2874;Tourist tax;Noord-Friesland (CR);2021;11.0;34.0
2875;Tourist tax;Noord-Friesland (CR);2022;12.0;37.0
2876;Tourist tax;Noord-Friesland (CR);2023;13.0;38.0
2877;Tourist tax;Zuidwest-Friesland (CR);2017;3.0;23.0
2878;Tourist tax;Zuidwest-Friesland (CR);2018;3.0;20.0
2879;Tourist tax;Zuidwest-Friesland (CR);2019;4.0;25.0
2880;Tourist tax;Zuidwest-Friesland (CR);2020;3.0;19.0
2881;Tourist tax;Zuidwest-Friesland (CR);2021;4.0;27.0
2882;Tourist tax;Zuidwest-Friesland (CR);2022;3.0;24.0
2883;Tourist tax;Zuidwest-Friesland (CR);2023;4.0;26.0
2884;Tourist tax;Zuidoost-Friesland (CR);2017;1.0;3.0
2885;Tourist tax;Zuidoost-Friesland (CR);2018;1.0;4.0
2886;Tourist tax;Zuidoost-Friesland (CR);2019;1.0;4.0
2887;Tourist tax;Zuidoost-Friesland (CR);2020;1.0;4.0
2888;Tourist tax;Zuidoost-Friesland (CR);2021;1.0;4.0
2889;Tourist tax;Zuidoost-Friesland (CR);2022;1.0;6.0
2890;Tourist tax;Zuidoost-Friesland (CR);2023;1.0;6.0
2891;Tourist tax;Noord-Drenthe (CR);2017;3.0;18.0
2892;Tourist tax;Noord-Drenthe (CR);2018;4.0;19.0
2893;Tourist tax;Noord-Drenthe (CR);2019;4.0;20.0
2894;Tourist tax;Noord-Drenthe (CR);2020;3.0;17.0
2895;Tourist tax;Noord-Drenthe (CR);2021;4.0;19.0
2896;Tourist tax;Noord-Drenthe (CR);2022;4.0;22.0
2897;Tourist tax;Noord-Drenthe (CR);2023;5.0;24.0
2898;Tourist tax;Zuidoost-Drenthe (CR);2017;4.0;22.0
2899;Tourist tax;Zuidoost-Drenthe (CR);2018;4.0;21.0
2900;Tourist tax;Zuidoost-Drenthe (CR);2019;4.0;22.0
2901;Tourist tax;Zuidoost-Drenthe (CR);2020;3.0;17.0
2902;Tourist tax;Zuidoost-Drenthe (CR);2021;4.0;23.0
2903;Tourist tax;Zuidoost-Drenthe (CR);2022;4.0;25.0
2904;Tourist tax;Zuidoost-Drenthe (CR);2023;5.0;31.0
2905;Tourist tax;Zuidwest-Drenthe (CR);2017;1.0;9.0
2906;Tourist tax;Zuidwest-Drenthe (CR);2018;1.0;10.0
2907;Tourist tax;Zuidwest-Drenthe (CR);2019;1.0;11.0
2908;Tourist tax;Zuidwest-Drenthe (CR);2020;1.0;10.0
2909;Tourist tax;Zuidwest-Drenthe (CR);2021;2.0;13.0
2910;Tourist tax;Zuidwest-Drenthe (CR);2022;2.0;13.0
2911;Tourist tax;Zuidwest-Drenthe (CR);2023;2.0;15.0
2912;Tourist tax;Noord-Overijssel (CR);2017;3.0;8.0
2913;Tourist tax;Noord-Overijssel (CR);2018;3.0;8.0
2914;Tourist tax;Noord-Overijssel (CR);2019;3.0;9.0
2915;Tourist tax;Noord-Overijssel (CR);2020;3.0;8.0
2916;Tourist tax;Noord-Overijssel (CR);2021;4.0;11.0
2917;Tourist tax;Noord-Overijssel (CR);2022;4.0;12.0
2918;Tourist tax;Noord-Overijssel (CR);2023;5.0;13.0
2919;Tourist tax;Zuidwest-Overijssel (CR);2017;0.0;3.0
2920;Tourist tax;Zuidwest-Overijssel (CR);2018;1.0;3.0
2921;Tourist tax;Zuidwest-Overijssel (CR);2019;1.0;3.0
2922;Tourist tax;Zuidwest-Overijssel (CR);2020;0.0;3.0
2923;Tourist tax;Zuidwest-Overijssel (CR);2021;1.0;5.0
2924;Tourist tax;Zuidwest-Overijssel (CR);2022;1.0;5.0
2925;Tourist tax;Zuidwest-Overijssel (CR);2023;1.0;5.0
2926;Tourist tax;Twente (CR);2017;3.0;5.0
2927;Tourist tax;Twente (CR);2018;3.0;5.0
2928;Tourist tax;Twente (CR);2019;3.0;5.0
2929;Tourist tax;Twente (CR);2020;3.0;4.0
2930;Tourist tax;Twente (CR);2021;4.0;6.0
2931;Tourist tax;Twente (CR);2022;4.0;6.0
2932;Tourist tax;Twente (CR);2023;5.0;8.0
2933;Tourist tax;Veluwe (CR);2017;6.0;9.0
2934;Tourist tax;Veluwe (CR);2018;8.0;11.0
2935;Tourist tax;Veluwe (CR);2019;9.0;13.0
2936;Tourist tax;Veluwe (CR);2020;7.0;10.0
2937;Tourist tax;Veluwe (CR);2021;11.0;15.0
2938;Tourist tax;Veluwe (CR);2022;12.0;17.0
2939;Tourist tax;Veluwe (CR);2023;12.0;17.0
2940;Tourist tax;Achterhoek (CR);2017;4.0;10.0
2941;Tourist tax;Achterhoek (CR);2018;4.0;11.0
2942;Tourist tax;Achterhoek (CR);2019;4.0;11.0
2943;Tourist tax;Achterhoek (CR);2020;4.0;10.0
2944;Tourist tax;Achterhoek (CR);2021;5.0;12.0
2945;Tourist tax;Achterhoek (CR);2022;6.0;14.0
2946;Tourist tax;Achterhoek (CR);2023;6.0;15.0
2947;Tourist tax;Arnhem/Nijmegen (CR);2017;3.0;4.0
2948;Tourist tax;Arnhem/Nijmegen (CR);2018;3.0;4.0
2949;Tourist tax;Arnhem/Nijmegen (CR);2019;4.0;5.0
2950;Tourist tax;Arnhem/Nijmegen (CR);2020;3.0;4.0
2951;Tourist tax;Arnhem/Nijmegen (CR);2021;3.0;5.0
2952;Tourist tax;Arnhem/Nijmegen (CR);2022;5.0;6.0
2953;Tourist tax;Arnhem/Nijmegen (CR);2023;6.0;8.0
2954;Tourist tax;Zuidwest-Gelderland (CR);2017;1.0;4.0
2955;Tourist tax;Zuidwest-Gelderland (CR);2018;1.0;4.0
2956;Tourist tax;Zuidwest-Gelderland (CR);2019;1.0;5.0
2957;Tourist tax;Zuidwest-Gelderland (CR);2020;1.0;4.0
2958;Tourist tax;Zuidwest-Gelderland (CR);2021;1.0;5.0
2959;Tourist tax;Zuidwest-Gelderland (CR);2022;1.0;5.0
2960;Tourist tax;Zuidwest-Gelderland (CR);2023;2.0;8.0
2961;Tourist tax;Utrecht (CR);2017;6.0;5.0
2962;Tourist tax;Utrecht (CR);2018;7.0;5.0
2963;Tourist tax;Utrecht (CR);2019;8.0;6.0
2964;Tourist tax;Utrecht (CR);2020;5.0;4.0
2965;Tourist tax;Utrecht (CR);2021;6.0;5.0
2966;Tourist tax;Utrecht (CR);2022;10.0;7.0
2967;Tourist tax;Utrecht (CR);2023;14.0;10.0
2968;Tourist tax;Kop van Noord-Holland (CR);2017;8.0;21.0
2969;Tourist tax;Kop van Noord-Holland (CR);2018;8.0;22.0
2970;Tourist tax;Kop van Noord-Holland (CR);2019;9.0;25.0
2971;Tourist tax;Kop van Noord-Holland (CR);2020;10.0;25.0
2972;Tourist tax;Kop van Noord-Holland (CR);2021;12.0;32.0
2973;Tourist tax;Kop van Noord-Holland (CR);2022;14.0;36.0
2974;Tourist tax;Kop van Noord-Holland (CR);2023;16.0;41.0
2975;Tourist tax;Alkmaar en omgeving (CR);2017;4.0;16.0
2976;Tourist tax;Alkmaar en omgeving (CR);2018;4.0;16.0
2977;Tourist tax;Alkmaar en omgeving (CR);2019;3.0;14.0
2978;Tourist tax;Alkmaar en omgeving (CR);2020;2.0;7.0
2979;Tourist tax;Alkmaar en omgeving (CR);2021;3.0;12.0
2980;Tourist tax;Alkmaar en omgeving (CR);2022;4.0;17.0
2981;Tourist tax;Alkmaar en omgeving (CR);2023;4.0;17.0
2982;Tourist tax;IJmond (CR);2017;2.0;8.0
2983;Tourist tax;IJmond (CR);2018;2.0;8.0
2984;Tourist tax;IJmond (CR);2019;2.0;8.0
2985;Tourist tax;IJmond (CR);2020;2.0;8.0
2986;Tourist tax;IJmond (CR);2021;2.0;11.0
2987;Tourist tax;IJmond (CR);2022;2.0;11.0
2988;Tourist tax;IJmond (CR);2023;2.0;12.0
2989;Tourist tax;Agglomeratie Haarlem (CR);2017;5.0;22.0
2990;Tourist tax;Agglomeratie Haarlem (CR);2018;5.0;23.0
2991;Tourist tax;Agglomeratie Haarlem (CR);2019;6.0;27.0
2992;Tourist tax;Agglomeratie Haarlem (CR);2020;5.0;20.0
2993;Tourist tax;Agglomeratie Haarlem (CR);2021;6.0;26.0
2994;Tourist tax;Agglomeratie Haarlem (CR);2022;8.0;36.0
2995;Tourist tax;Agglomeratie Haarlem (CR);2023;9.0;38.0
2996;Tourist tax;Zaanstreek (CR);2017;1.0;5.0
2997;Tourist tax;Zaanstreek (CR);2018;1.0;6.0
2998;Tourist tax;Zaanstreek (CR);2019;2.0;13.0
2999;Tourist tax;Zaanstreek (CR);2020;1.0;8.0
3000;Tourist tax;Zaanstreek (CR);2021;1.0;4.0
3001;Tourist tax;Zaanstreek (CR);2022;2.0;12.0
3002;Tourist tax;Zaanstreek (CR);2023;3.0;16.0
3003;Tourist tax;Groot-Amsterdam (CR);2017;95.0;71.0
3004;Tourist tax;Groot-Amsterdam (CR);2018;120.0;88.0
3005;Tourist tax;Groot-Amsterdam (CR);2019;152.0;111.0
3006;Tourist tax;Groot-Amsterdam (CR);2020;65.0;47.0
3007;Tourist tax;Groot-Amsterdam (CR);2021;52.0;37.0
3008;Tourist tax;Groot-Amsterdam (CR);2022;155.0;108.0
3009;Tourist tax;Groot-Amsterdam (CR);2023;257.0;176.0
3010;Tourist tax;Het Gooi en Vechtstreek (CR);2017;1.0;2.0
3011;Tourist tax;Het Gooi en Vechtstreek (CR);2018;1.0;2.0
3012;Tourist tax;Het Gooi en Vechtstreek (CR);2019;1.0;2.0
3013;Tourist tax;Het Gooi en Vechtstreek (CR);2020;0.0;1.0
3014;Tourist tax;Het Gooi en Vechtstreek (CR);2021;1.0;2.0
3015;Tourist tax;Het Gooi en Vechtstreek (CR);2022;1.0;3.0
3016;Tourist tax;Het Gooi en Vechtstreek (CR);2023;1.0;3.0
3017;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2017;4.0;10.0
3018;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2018;5.0;11.0
3019;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2019;5.0;13.0
3020;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2020;3.0;7.0
3021;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2021;4.0;9.0
3022;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2022;6.0;13.0
3023;Tourist tax;Agglomeratie Leiden en Bollenstreek (CR);2023;7.0;15.0
3024;Tourist tax;Agglomeratie 's-Gravenhage (CR);2017;10.0;12.0
3025;Tourist tax;Agglomeratie 's-Gravenhage (CR);2018;10.0;11.0
3026;Tourist tax;Agglomeratie 's-Gravenhage (CR);2019;13.0;15.0
3027;Tourist tax;Agglomeratie 's-Gravenhage (CR);2020;7.0;8.0
3028;Tourist tax;Agglomeratie 's-Gravenhage (CR);2021;11.0;12.0
3029;Tourist tax;Agglomeratie 's-Gravenhage (CR);2022;16.0;18.0
3030;Tourist tax;Agglomeratie 's-Gravenhage (CR);2023;18.0;20.0
3031;Tourist tax;Delft en Westland (CR);2017;1.0;5.0
3032;Tourist tax;Delft en Westland (CR);2018;1.0;5.0
3033;Tourist tax;Delft en Westland (CR);2019;1.0;5.0
3034;Tourist tax;Delft en Westland (CR);2020;1.0;3.0
3035;Tourist tax;Delft en Westland (CR);2021;1.0;2.0
3036;Tourist tax;Delft en Westland (CR);2022;1.0;6.0
3037;Tourist tax;Delft en Westland (CR);2023;2.0;6.0
3038;Tourist tax;Oost-Zuid-Holland (CR);2017;1.0;2.0
3039;Tourist tax;Oost-Zuid-Holland (CR);2018;1.0;2.0
3040;Tourist tax;Oost-Zuid-Holland (CR);2019;1.0;3.0
3041;Tourist tax;Oost-Zuid-Holland (CR);2020;1.0;2.0
3042;Tourist tax;Oost-Zuid-Holland (CR);2021;1.0;3.0
3043;Tourist tax;Oost-Zuid-Holland (CR);2022;1.0;4.0
3044;Tourist tax;Oost-Zuid-Holland (CR);2023;2.0;5.0
3045;Tourist tax;Groot-Rijnmond (CR);2017;10.0;7.0
3046;Tourist tax;Groot-Rijnmond (CR);2018;11.0;8.0
3047;Tourist tax;Groot-Rijnmond (CR);2019;15.0;10.0
3048;Tourist tax;Groot-Rijnmond (CR);2020;8.0;6.0
3049;Tourist tax;Groot-Rijnmond (CR);2021;11.0;7.0
3050;Tourist tax;Groot-Rijnmond (CR);2022;17.0;11.0
3051;Tourist tax;Groot-Rijnmond (CR);2023;23.0;16.0
3052;Tourist tax;Zuidoost-Zuid-Holland (CR);2017;0.0;0.0
3053;Tourist tax;Zuidoost-Zuid-Holland (CR);2018;0.0;0.0
3054;Tourist tax;Zuidoost-Zuid-Holland (CR);2019;0.0;0.0
3055;Tourist tax;Zuidoost-Zuid-Holland (CR);2020;0.0;1.0
3056;Tourist tax;Zuidoost-Zuid-Holland (CR);2021;1.0;2.0
3057;Tourist tax;Zuidoost-Zuid-Holland (CR);2022;1.0;2.0
3058;Tourist tax;Zuidoost-Zuid-Holland (CR);2023;1.0;3.0
3059;Tourist tax;Zeeuwsch-Vlaanderen (CR);2017;4.0;36.0
3060;Tourist tax;Zeeuwsch-Vlaanderen (CR);2018;4.0;42.0
3061;Tourist tax;Zeeuwsch-Vlaanderen (CR);2019;5.0;45.0
3062;Tourist tax;Zeeuwsch-Vlaanderen (CR);2020;4.0;43.0
3063;Tourist tax;Zeeuwsch-Vlaanderen (CR);2021;5.0;52.0
3064;Tourist tax;Zeeuwsch-Vlaanderen (CR);2022;6.0;60.0
3065;Tourist tax;Zeeuwsch-Vlaanderen (CR);2023;9.0;83.0
3066;Tourist tax;Overig Zeeland (CR);2017;14.0;51.0
3067;Tourist tax;Overig Zeeland (CR);2018;15.0;56.0
3068;Tourist tax;Overig Zeeland (CR);2019;18.0;64.0
3069;Tourist tax;Overig Zeeland (CR);2020;16.0;56.0
3070;Tourist tax;Overig Zeeland (CR);2021;20.0;71.0
3071;Tourist tax;Overig Zeeland (CR);2022;24.0;87.0
3072;Tourist tax;Overig Zeeland (CR);2023;29.0;102.0
3073;Tourist tax;West-Noord-Brabant (CR);2017;3.0;5.0
3074;Tourist tax;West-Noord-Brabant (CR);2018;4.0;6.0
3075;Tourist tax;West-Noord-Brabant (CR);2019;3.0;5.0
3076;Tourist tax;West-Noord-Brabant (CR);2020;2.0;3.0
3077;Tourist tax;West-Noord-Brabant (CR);2021;4.0;6.0
3078;Tourist tax;West-Noord-Brabant (CR);2022;4.0;7.0
3079;Tourist tax;West-Noord-Brabant (CR);2023;5.0;8.0
3080;Tourist tax;Midden-Noord-Brabant (CR);2017;3.0;7.0
3081;Tourist tax;Midden-Noord-Brabant (CR);2018;4.0;8.0
3082;Tourist tax;Midden-Noord-Brabant (CR);2019;4.0;9.0
3083;Tourist tax;Midden-Noord-Brabant (CR);2020;5.0;10.0
3084;Tourist tax;Midden-Noord-Brabant (CR);2021;6.0;12.0
3085;Tourist tax;Midden-Noord-Brabant (CR);2022;8.0;15.0
3086;Tourist tax;Midden-Noord-Brabant (CR);2023;8.0;16.0
3087;Tourist tax;Noordoost-Noord-Brabant (CR);2017;3.0;5.0
3088;Tourist tax;Noordoost-Noord-Brabant (CR);2018;3.0;5.0
3089;Tourist tax;Noordoost-Noord-Brabant (CR);2019;4.0;6.0
3090;Tourist tax;Noordoost-Noord-Brabant (CR);2020;2.0;4.0
3091;Tourist tax;Noordoost-Noord-Brabant (CR);2021;3.0;5.0
3092;Tourist tax;Noordoost-Noord-Brabant (CR);2022;5.0;7.0
3093;Tourist tax;Noordoost-Noord-Brabant (CR);2023;5.0;8.0
3094;Tourist tax;Zuidoost-Noord-Brabant (CR);2017;8.0;11.0
3095;Tourist tax;Zuidoost-Noord-Brabant (CR);2018;9.0;12.0
3096;Tourist tax;Zuidoost-Noord-Brabant (CR);2019;9.0;12.0
3097;Tourist tax;Zuidoost-Noord-Brabant (CR);2020;7.0;9.0
3098;Tourist tax;Zuidoost-Noord-Brabant (CR);2021;7.0;9.0
3099;Tourist tax;Zuidoost-Noord-Brabant (CR);2022;10.0;13.0
3100;Tourist tax;Zuidoost-Noord-Brabant (CR);2023;11.0;13.0
3101;Tourist tax;Noord-Limburg (CR);2017;8.0;27.0
3102;Tourist tax;Noord-Limburg (CR);2018;8.0;28.0
3103;Tourist tax;Noord-Limburg (CR);2019;8.0;29.0
3104;Tourist tax;Noord-Limburg (CR);2020;6.0;23.0
3105;Tourist tax;Noord-Limburg (CR);2021;9.0;32.0
3106;Tourist tax;Noord-Limburg (CR);2022;11.0;38.0
3107;Tourist tax;Noord-Limburg (CR);2023;12.0;43.0
3108;Tourist tax;Midden-Limburg (CR);2017;3.0;15.0
3109;Tourist tax;Midden-Limburg (CR);2018;4.0;16.0
3110;Tourist tax;Midden-Limburg (CR);2019;4.0;16.0
3111;Tourist tax;Midden-Limburg (CR);2020;4.0;16.0
3112;Tourist tax;Midden-Limburg (CR);2021;4.0;16.0
3113;Tourist tax;Midden-Limburg (CR);2022;5.0;20.0
3114;Tourist tax;Midden-Limburg (CR);2023;5.0;22.0
3115;Tourist tax;Zuid-Limburg (CR);2017;9.0;16.0
3116;Tourist tax;Zuid-Limburg (CR);2018;10.0;17.0
3117;Tourist tax;Zuid-Limburg (CR);2019;11.0;19.0
3118;Tourist tax;Zuid-Limburg (CR);2020;9.0;16.0
3119;Tourist tax;Zuid-Limburg (CR);2021;11.0;19.0
3120;Tourist tax;Zuid-Limburg (CR);2022;15.0;26.0
3121;Tourist tax;Zuid-Limburg (CR);2023;17.0;28.0
3122;Tourist tax;Flevoland (CR);2017;4.0;9.0
3123;Tourist tax;Flevoland (CR);2018;4.0;10.0
3124;Tourist tax;Flevoland (CR);2019;4.0;10.0
3125;Tourist tax;Flevoland (CR);2020;3.0;7.0
3126;Tourist tax;Flevoland (CR);2021;4.0;10.0
3127;Tourist tax;Flevoland (CR);2022;6.0;13.0
3128;Tourist tax;Flevoland (CR);2023;8.0;18.0
3129;Tourist tax;Fewer than 5,000 inhabitants;2017;8.0;669.0
3130;Tourist tax;Fewer than 5,000 inhabitants;2018;9.0;700.0
3131;Tourist tax;Fewer than 5,000 inhabitants;2019;9.0;693.0
3132;Tourist tax;Fewer than 5,000 inhabitants;2020;7.0;569.0
3133;Tourist tax;Fewer than 5,000 inhabitants;2021;9.0;746.0
3134;Tourist tax;Fewer than 5,000 inhabitants;2022;10.0;776.0
3135;Tourist tax;Fewer than 5,000 inhabitants;2023;10.0;806.0
3136;Tourist tax;5,000 to 9,999 inhabitants;2017;3.0;23.0
3137;Tourist tax;5,000 to 9,999 inhabitants;2018;3.0;25.0
3138;Tourist tax;5,000 to 9,999 inhabitants;2019;3.0;30.0
3139;Tourist tax;5,000 to 9,999 inhabitants;2020;2.0;32.0
3140;Tourist tax;5,000 to 9,999 inhabitants;2021;3.0;52.0
3141;Tourist tax;5,000 to 9,999 inhabitants;2022;3.0;51.0
3142;Tourist tax;5,000 to 9,999 inhabitants;2023;6.0;105.0
3143;Tourist tax;10,000 to 19,999 inhabitants;2017;25.0;18.0
3144;Tourist tax;10,000 to 19,999 inhabitants;2018;25.0;19.0
3145;Tourist tax;10,000 to 19,999 inhabitants;2019;26.0;26.0
3146;Tourist tax;10,000 to 19,999 inhabitants;2020;25.0;24.0
3147;Tourist tax;10,000 to 19,999 inhabitants;2021;31.0;31.0
3148;Tourist tax;10,000 to 19,999 inhabitants;2022;36.0;39.0
3149;Tourist tax;10,000 to 19,999 inhabitants;2023;34.0;41.0
3150;Tourist tax;20,000 to 49,999 inhabitants;2017;71.0;12.0
3151;Tourist tax;20,000 to 49,999 inhabitants;2018;76.0;13.0
3152;Tourist tax;20,000 to 49,999 inhabitants;2019;86.0;14.0
3153;Tourist tax;20,000 to 49,999 inhabitants;2020;68.0;11.0
3154;Tourist tax;20,000 to 49,999 inhabitants;2021;88.0;15.0
3155;Tourist tax;20,000 to 49,999 inhabitants;2022;107.0;18.0
3156;Tourist tax;20,000 to 49,999 inhabitants;2023;121.0;20.0
3157;Tourist tax;50,000 to 99,999 inhabitants;2017;13.0;4.0
3158;Tourist tax;50,000 to 99,999 inhabitants;2018;14.0;4.0
3159;Tourist tax;50,000 to 99,999 inhabitants;2019;17.0;5.0
3160;Tourist tax;50,000 to 99,999 inhabitants;2020;16.0;4.0
3161;Tourist tax;50,000 to 99,999 inhabitants;2021;20.0;5.0
3162;Tourist tax;50,000 to 99,999 inhabitants;2022;25.0;6.0
3163;Tourist tax;50,000 to 99,999 inhabitants;2023;35.0;9.0
3164;Tourist tax;100,000 to 149,999 inhabitants;2017;21.0;13.0
3165;Tourist tax;100,000 to 149,999 inhabitants;2018;24.0;15.0
3166;Tourist tax;100,000 to 149,999 inhabitants;2019;12.0;8.0
3167;Tourist tax;100,000 to 149,999 inhabitants;2020;9.0;6.0
3168;Tourist tax;100,000 to 149,999 inhabitants;2021;12.0;7.0
3169;Tourist tax;100,000 to 149,999 inhabitants;2022;17.0;11.0
3170;Tourist tax;100,000 to 149,999 inhabitants;2023;19.0;12.0
3171;Tourist tax;150,000 to 249,999 inhabitants;2017;11.0;5.0
3172;Tourist tax;150,000 to 249,999 inhabitants;2018;14.0;6.0
3173;Tourist tax;150,000 to 249,999 inhabitants;2019;32.0;13.0
3174;Tourist tax;150,000 to 249,999 inhabitants;2020;15.0;6.0
3175;Tourist tax;150,000 to 249,999 inhabitants;2021;16.0;6.0
3176;Tourist tax;150,000 to 249,999 inhabitants;2022;29.0;11.0
3177;Tourist tax;150,000 to 249,999 inhabitants;2023;44.0;17.0
3178;Tourist tax;250,000 inhabitants or more;2017;100.0;43.0
3179;Tourist tax;250,000 inhabitants or more;2018;123.0;52.0
3180;Tourist tax;250,000 inhabitants or more;2019;158.0;66.0
3181;Tourist tax;250,000 inhabitants or more;2020;69.0;29.0
3182;Tourist tax;250,000 inhabitants or more;2021;62.0;25.0
3183;Tourist tax;250,000 inhabitants or more;2022;168.0;68.0
3184;Tourist tax;250,000 inhabitants or more;2023;271.0;108.0
3185;Other taxes;The Netherlands;2017;135.0;8.0
3186;Other taxes;The Netherlands;2018;131.0;8.0
3187;Other taxes;The Netherlands;2019;128.0;7.0
3188;Other taxes;The Netherlands;2020;126.0;7.0
3189;Other taxes;The Netherlands;2021;127.0;7.0
3190;Other taxes;The Netherlands;2022;135.0;8.0
3191;Other taxes;The Netherlands;2023;136.0;8.0
3192;Other taxes;Noord-Nederland (LD);2017;13.0;7.0
3193;Other taxes;Noord-Nederland (LD);2018;13.0;7.0
3194;Other taxes;Noord-Nederland (LD);2019;13.0;8.0
3195;Other taxes;Noord-Nederland (LD);2020;13.0;8.0
3196;Other taxes;Noord-Nederland (LD);2021;13.0;8.0
3197;Other taxes;Noord-Nederland (LD);2022;14.0;8.0
3198;Other taxes;Noord-Nederland (LD);2023;14.0;8.0
3199;Other taxes;Oost-Nederland (LD);2017;32.0;9.0
3200;Other taxes;Oost-Nederland (LD);2018;31.0;8.0
3201;Other taxes;Oost-Nederland (LD);2019;28.0;8.0
3202;Other taxes;Oost-Nederland (LD);2020;28.0;8.0
3203;Other taxes;Oost-Nederland (LD);2021;28.0;8.0
3204;Other taxes;Oost-Nederland (LD);2022;28.0;7.0
3205;Other taxes;Oost-Nederland (LD);2023;28.0;7.0
3206;Other taxes;West-Nederland (LD);2017;63.0;8.0
3207;Other taxes;West-Nederland (LD);2018;60.0;7.0
3208;Other taxes;West-Nederland (LD);2019;59.0;7.0
3209;Other taxes;West-Nederland (LD);2020;59.0;7.0
3210;Other taxes;West-Nederland (LD);2021;61.0;7.0
3211;Other taxes;West-Nederland (LD);2022;69.0;8.0
3212;Other taxes;West-Nederland (LD);2023;68.0;8.0
3213;Other taxes;Zuid-Nederland (LD);2017;27.0;8.0
