ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
366;Totaal natuurlijke personen;Nederland;2014 mei;236
367;Totaal natuurlijke personen;Nederland;2014 juni;188
368;Totaal natuurlijke personen;Nederland;2014 2e kwartaal;744
369;Totaal natuurlijke personen;Nederland;2014 juli;227
370;Totaal natuurlijke personen;Nederland;2014 augustus;208
371;Totaal natuurlijke personen;Nederland;2014 september;255
372;Totaal natuurlijke personen;Nederland;2014 3e kwartaal;690
373;Totaal natuurlijke personen;Nederland;2014 oktober;219
374;Totaal natuurlijke personen;Nederland;2014 november;206
375;Totaal natuurlijke personen;Nederland;2014 december;236
376;Totaal natuurlijke personen;Nederland;2014 4e kwartaal;661
377;Totaal natuurlijke personen;Nederland;2014;2974
378;Totaal natuurlijke personen;Nederland;2015 januari;194
379;Totaal natuurlijke personen;Nederland;2015 februari;199
380;Totaal natuurlijke personen;Nederland;2015 maart;215
381;Totaal natuurlijke personen;Nederland;2015 1e kwartaal;608
382;Totaal natuurlijke personen;Nederland;2015 april;166
383;Totaal natuurlijke personen;Nederland;2015 mei;134
384;Totaal natuurlijke personen;Nederland;2015 juni;167
385;Totaal natuurlijke personen;Nederland;2015 2e kwartaal;467
386;Totaal natuurlijke personen;Nederland;2015 juli;157
387;Totaal natuurlijke personen;Nederland;2015 augustus;126
388;Totaal natuurlijke personen;Nederland;2015 september;180
389;Totaal natuurlijke personen;Nederland;2015 3e kwartaal;463
390;Totaal natuurlijke personen;Nederland;2015 oktober;158
391;Totaal natuurlijke personen;Nederland;2015 november;135
392;Totaal natuurlijke personen;Nederland;2015 december;208
393;Totaal natuurlijke personen;Nederland;2015 4e kwartaal;501
394;Totaal natuurlijke personen;Nederland;2015;2039
395;Totaal natuurlijke personen;Nederland;2016 januari;124
396;Totaal natuurlijke personen;Nederland;2016 februari;132
397;Totaal natuurlijke personen;Nederland;2016 maart;189
398;Totaal natuurlijke personen;Nederland;2016 1e kwartaal;445
399;Totaal natuurlijke personen;Nederland;2016 april;134
400;Totaal natuurlijke personen;Nederland;2016 mei;146
401;Totaal natuurlijke personen;Nederland;2016 juni;126
402;Totaal natuurlijke personen;Nederland;2016 2e kwartaal;406
403;Totaal natuurlijke personen;Nederland;2016 juli;117
404;Totaal natuurlijke personen;Nederland;2016 augustus;128
405;Totaal natuurlijke personen;Nederland;2016 september;109
406;Totaal natuurlijke personen;Nederland;2016 3e kwartaal;354
407;Totaal natuurlijke personen;Nederland;2016 oktober;107
408;Totaal natuurlijke personen;Nederland;2016 november;115
409;Totaal natuurlijke personen;Nederland;2016 december;94
410;Totaal natuurlijke personen;Nederland;2016 4e kwartaal;316
411;Totaal natuurlijke personen;Nederland;2016;1521
412;Totaal natuurlijke personen;Nederland;2017 januari;129
413;Totaal natuurlijke personen;Nederland;2017 februari;108
414;Totaal natuurlijke personen;Nederland;2017 maart;114
415;Totaal natuurlijke personen;Nederland;2017 1e kwartaal;351
416;Totaal natuurlijke personen;Nederland;2017 april;112
417;Totaal natuurlijke personen;Nederland;2017 mei;133
418;Totaal natuurlijke personen;Nederland;2017 juni;95
419;Totaal natuurlijke personen;Nederland;2017 2e kwartaal;340
420;Totaal natuurlijke personen;Nederland;2017 juli;94
421;Totaal natuurlijke personen;Nederland;2017 augustus;118
422;Totaal natuurlijke personen;Nederland;2017 september;109
423;Totaal natuurlijke personen;Nederland;2017 3e kwartaal;321
424;Totaal natuurlijke personen;Nederland;2017 oktober;109
425;Totaal natuurlijke personen;Nederland;2017 november;101
426;Totaal natuurlijke personen;Nederland;2017 december;72
427;Totaal natuurlijke personen;Nederland;2017 4e kwartaal;282
428;Totaal natuurlijke personen;Nederland;2017;1294
429;Totaal natuurlijke personen;Nederland;2018 januari;109
430;Totaal natuurlijke personen;Nederland;2018 februari;81
431;Totaal natuurlijke personen;Nederland;2018 maart;105
432;Totaal natuurlijke personen;Nederland;2018 1e kwartaal;295
433;Totaal natuurlijke personen;Nederland;2018 april;82
434;Totaal natuurlijke personen;Nederland;2018 mei;91
435;Totaal natuurlijke personen;Nederland;2018 juni;87
436;Totaal natuurlijke personen;Nederland;2018 2e kwartaal;260
437;Totaal natuurlijke personen;Nederland;2018 juli;82
438;Totaal natuurlijke personen;Nederland;2018 augustus;83
439;Totaal natuurlijke personen;Nederland;2018 september;92
440;Totaal natuurlijke personen;Nederland;2018 3e kwartaal;257
441;Totaal natuurlijke personen;Nederland;2018 oktober;93
442;Totaal natuurlijke personen;Nederland;2018 november;85
443;Totaal natuurlijke personen;Nederland;2018 december;68
444;Totaal natuurlijke personen;Nederland;2018 4e kwartaal;246
445;Totaal natuurlijke personen;Nederland;2018;1058
446;Totaal natuurlijke personen;Nederland;2019 januari;120
447;Totaal natuurlijke personen;Nederland;2019 februari;107
448;Totaal natuurlijke personen;Nederland;2019 maart;98
449;Totaal natuurlijke personen;Nederland;2019 1e kwartaal;325
450;Totaal natuurlijke personen;Nederland;2019 april;103
451;Totaal natuurlijke personen;Nederland;2019 mei;75
452;Totaal natuurlijke personen;Nederland;2019 juni;90
453;Totaal natuurlijke personen;Nederland;2019 2e kwartaal;268
454;Totaal natuurlijke personen;Nederland;2019 juli;94
455;Totaal natuurlijke personen;Nederland;2019 augustus;83
456;Totaal natuurlijke personen;Nederland;2019 september;101
457;Totaal natuurlijke personen;Nederland;2019 3e kwartaal;278
458;Totaal natuurlijke personen;Nederland;2019 oktober;101
459;Totaal natuurlijke personen;Nederland;2019 november;94
460;Totaal natuurlijke personen;Nederland;2019 december;84
461;Totaal natuurlijke personen;Nederland;2019 4e kwartaal;279
462;Totaal natuurlijke personen;Nederland;2019;1150
463;Totaal natuurlijke personen;Nederland;2020 januari;88
464;Totaal natuurlijke personen;Nederland;2020 februari;115
465;Totaal natuurlijke personen;Nederland;2020 maart;74
466;Totaal natuurlijke personen;Nederland;2020 1e kwartaal;277
467;Totaal natuurlijke personen;Nederland;2020 april;75
468;Totaal natuurlijke personen;Nederland;2020 mei;101
469;Totaal natuurlijke personen;Nederland;2020 juni;84
470;Totaal natuurlijke personen;Nederland;2020 2e kwartaal;260
471;Totaal natuurlijke personen;Nederland;2020 juli;58
472;Totaal natuurlijke personen;Nederland;2020 augustus;45
473;Totaal natuurlijke personen;Nederland;2020 september;78
474;Totaal natuurlijke personen;Nederland;2020 3e kwartaal;181
475;Totaal natuurlijke personen;Nederland;2020 oktober;59
476;Totaal natuurlijke personen;Nederland;2020 november;64
477;Totaal natuurlijke personen;Nederland;2020 december;75
478;Totaal natuurlijke personen;Nederland;2020 4e kwartaal;198
479;Totaal natuurlijke personen;Nederland;2020;916
480;Totaal natuurlijke personen;Nederland;2021 januari;59
481;Totaal natuurlijke personen;Nederland;2021 februari;54
482;Totaal natuurlijke personen;Nederland;2021 maart;54
483;Totaal natuurlijke personen;Nederland;2021 1e kwartaal;167
484;Totaal natuurlijke personen;Nederland;2021 april;61
485;Totaal natuurlijke personen;Nederland;2021 mei;52
486;Totaal natuurlijke personen;Nederland;2021 juni;47
487;Totaal natuurlijke personen;Nederland;2021 2e kwartaal;160
488;Totaal natuurlijke personen;Nederland;2021 juli;38
489;Totaal natuurlijke personen;Nederland;2021 augustus;40
490;Totaal natuurlijke personen;Nederland;2021 september;47
491;Totaal natuurlijke personen;Nederland;2021 3e kwartaal;125
492;Totaal natuurlijke personen;Nederland;2021 oktober;39
493;Totaal natuurlijke personen;Nederland;2021 november;46
494;Totaal natuurlijke personen;Nederland;2021 december;35
495;Totaal natuurlijke personen;Nederland;2021 4e kwartaal;120
496;Totaal natuurlijke personen;Nederland;2021;572
497;Totaal natuurlijke personen;Nederland;2022 januari;29
498;Totaal natuurlijke personen;Nederland;2022 februari;44
499;Totaal natuurlijke personen;Nederland;2022 maart;38
500;Totaal natuurlijke personen;Nederland;2022 1e kwartaal;111
501;Totaal natuurlijke personen;Nederland;2022 april;42
502;Totaal natuurlijke personen;Nederland;2022 mei;61
503;Totaal natuurlijke personen;Nederland;2022 juni;38
504;Totaal natuurlijke personen;Nederland;2022 2e kwartaal;141
505;Totaal natuurlijke personen;Nederland;2022 juli;43
506;Totaal natuurlijke personen;Nederland;2022 augustus;42
507;Totaal natuurlijke personen;Nederland;2022 september;37
508;Totaal natuurlijke personen;Nederland;2022 3e kwartaal;122
509;Totaal natuurlijke personen;Nederland;2022 oktober;57
510;Totaal natuurlijke personen;Nederland;2022 november;70
511;Totaal natuurlijke personen;Nederland;2022 december;51
512;Totaal natuurlijke personen;Nederland;2022 4e kwartaal;178
513;Totaal natuurlijke personen;Nederland;2022;552
514;Totaal natuurlijke personen;Nederland;2023 januari;55
515;Totaal natuurlijke personen;Nederland;2023 februari;57
516;Totaal natuurlijke personen;Nederland;2023 maart;54
517;Totaal natuurlijke personen;Nederland;2023 1e kwartaal;167
518;Totaal natuurlijke personen;Nederland;2023 april;49
519;Totaal natuurlijke personen;Nederland;2023 mei;65
520;Totaal natuurlijke personen;Nederland;2023 juni;51
521;Totaal natuurlijke personen;Nederland;2023 2e kwartaal;165
522;Totaal natuurlijke personen;Nederland;2023 juli;57
523;Totaal natuurlijke personen;Nederland;2023 augustus;65
524;Totaal natuurlijke personen;Nederland;2023 september;57
525;Totaal natuurlijke personen;Nederland;2023 3e kwartaal;179
526;Totaal natuurlijke personen;Nederland;2023 oktober;71
527;Totaal natuurlijke personen;Nederland;2023 november;53
528;Totaal natuurlijke personen;Nederland;2023 december;62
529;Totaal natuurlijke personen;Nederland;2023 4e kwartaal;186
530;Totaal natuurlijke personen;Nederland;2023;697
531;Totaal natuurlijke personen;Nederland;2024 januari;107
532;Totaal natuurlijke personen;Nederland;2024 februari;59
533;Totaal natuurlijke personen;Nederland;2024 maart;72
534;Totaal natuurlijke personen;Nederland;2024 1e kwartaal;238
535;Totaal natuurlijke personen;Nederland;2024 april;72
536;Totaal natuurlijke personen;Nederland;2024 mei;53
537;Totaal natuurlijke personen;Nederland;2024 juni;56
538;Totaal natuurlijke personen;Nederland;2024 2e kwartaal;181
539;Totaal natuurlijke personen;Nederland;2024 juli;93
540;Totaal natuurlijke personen;Nederland;2024 augustus;60
541;Totaal natuurlijke personen;Nederland;2024 september;77
542;Totaal natuurlijke personen;Nederland;2024 3e kwartaal;230
543;Totaal natuurlijke personen;Nederland;2024 oktober;78
544;Totaal natuurlijke personen;Nederland;2024 november;60
545;Totaal natuurlijke personen;Nederland;2024 december;64
546;Totaal natuurlijke personen;Nederland;2024 4e kwartaal;202
547;Totaal natuurlijke personen;Nederland;2024;851
548;Totaal natuurlijke personen;Nederland;2025 januari;88
549;Totaal natuurlijke personen;Nederland;2025 februari;57
550;Totaal natuurlijke personen;Nederland;2025 maart;69
551;Totaal natuurlijke personen;Nederland;2025 1e kwartaal;214
552;Totaal natuurlijke personen;Buitenland;2009 januari;0
553;Totaal natuurlijke personen;Buitenland;2009 februari;0
554;Totaal natuurlijke personen;Buitenland;2009 maart;0
555;Totaal natuurlijke personen;Buitenland;2009 1e kwartaal;0
556;Totaal natuurlijke personen;Buitenland;2009 april;0
557;Totaal natuurlijke personen;Buitenland;2009 mei;0
558;Totaal natuurlijke personen;Buitenland;2009 juni;0
559;Totaal natuurlijke personen;Buitenland;2009 2e kwartaal;0
560;Totaal natuurlijke personen;Buitenland;2009 juli;0
561;Totaal natuurlijke personen;Buitenland;2009 augustus;0
562;Totaal natuurlijke personen;Buitenland;2009 september;0
563;Totaal natuurlijke personen;Buitenland;2009 3e kwartaal;0
564;Totaal natuurlijke personen;Buitenland;2009 oktober;0
565;Totaal natuurlijke personen;Buitenland;2009 november;0
566;Totaal natuurlijke personen;Buitenland;2009 december;0
567;Totaal natuurlijke personen;Buitenland;2009 4e kwartaal;0
568;Totaal natuurlijke personen;Buitenland;2009;0
569;Totaal natuurlijke personen;Buitenland;2010 januari;0
570;Totaal natuurlijke personen;Buitenland;2010 februari;0
571;Totaal natuurlijke personen;Buitenland;2010 maart;0
572;Totaal natuurlijke personen;Buitenland;2010 1e kwartaal;0
573;Totaal natuurlijke personen;Buitenland;2010 april;0
574;Totaal natuurlijke personen;Buitenland;2010 mei;0
575;Totaal natuurlijke personen;Buitenland;2010 juni;0
576;Totaal natuurlijke personen;Buitenland;2010 2e kwartaal;0
577;Totaal natuurlijke personen;Buitenland;2010 juli;0
578;Totaal natuurlijke personen;Buitenland;2010 augustus;0
579;Totaal natuurlijke personen;Buitenland;2010 september;0
580;Totaal natuurlijke personen;Buitenland;2010 3e kwartaal;0
581;Totaal natuurlijke personen;Buitenland;2010 oktober;0
582;Totaal natuurlijke personen;Buitenland;2010 november;0
583;Totaal natuurlijke personen;Buitenland;2010 december;0
584;Totaal natuurlijke personen;Buitenland;2010 4e kwartaal;0
585;Totaal natuurlijke personen;Buitenland;2010;0
586;Totaal natuurlijke personen;Buitenland;2011 januari;0
587;Totaal natuurlijke personen;Buitenland;2011 februari;0
588;Totaal natuurlijke personen;Buitenland;2011 maart;0
589;Totaal natuurlijke personen;Buitenland;2011 1e kwartaal;0
590;Totaal natuurlijke personen;Buitenland;2011 april;0
591;Totaal natuurlijke personen;Buitenland;2011 mei;0
592;Totaal natuurlijke personen;Buitenland;2011 juni;0
593;Totaal natuurlijke personen;Buitenland;2011 2e kwartaal;0
594;Totaal natuurlijke personen;Buitenland;2011 juli;0
595;Totaal natuurlijke personen;Buitenland;2011 augustus;0
596;Totaal natuurlijke personen;Buitenland;2011 september;0
597;Totaal natuurlijke personen;Buitenland;2011 3e kwartaal;0
598;Totaal natuurlijke personen;Buitenland;2011 oktober;0
599;Totaal natuurlijke personen;Buitenland;2011 november;0
600;Totaal natuurlijke personen;Buitenland;2011 december;0
601;Totaal natuurlijke personen;Buitenland;2011 4e kwartaal;0
602;Totaal natuurlijke personen;Buitenland;2011;0
603;Totaal natuurlijke personen;Buitenland;2012 januari;0
604;Totaal natuurlijke personen;Buitenland;2012 februari;0
605;Totaal natuurlijke personen;Buitenland;2012 maart;0
606;Totaal natuurlijke personen;Buitenland;2012 1e kwartaal;0
607;Totaal natuurlijke personen;Buitenland;2012 april;0
608;Totaal natuurlijke personen;Buitenland;2012 mei;0
609;Totaal natuurlijke personen;Buitenland;2012 juni;0
610;Totaal natuurlijke personen;Buitenland;2012 2e kwartaal;0
611;Totaal natuurlijke personen;Buitenland;2012 juli;0
612;Totaal natuurlijke personen;Buitenland;2012 augustus;0
613;Totaal natuurlijke personen;Buitenland;2012 september;0
614;Totaal natuurlijke personen;Buitenland;2012 3e kwartaal;0
615;Totaal natuurlijke personen;Buitenland;2012 oktober;0
616;Totaal natuurlijke personen;Buitenland;2012 november;0
617;Totaal natuurlijke personen;Buitenland;2012 december;0
618;Totaal natuurlijke personen;Buitenland;2012 4e kwartaal;0
619;Totaal natuurlijke personen;Buitenland;2012;0
620;Totaal natuurlijke personen;Buitenland;2013 januari;0
621;Totaal natuurlijke personen;Buitenland;2013 februari;0
622;Totaal natuurlijke personen;Buitenland;2013 maart;0
623;Totaal natuurlijke personen;Buitenland;2013 1e kwartaal;0
624;Totaal natuurlijke personen;Buitenland;2013 april;0
625;Totaal natuurlijke personen;Buitenland;2013 mei;0
626;Totaal natuurlijke personen;Buitenland;2013 juni;0
