ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
135;Totaal mannen en vrouwen;70 tot 80 jaar;2003;640;62.2;125;12.2;9;51.0;47.0;18.0;46;21;7;21;17;11;2;57;20;3;17;28;11;1.1;1;3;0;1;2;1;3;3;0;4;0;0;1;3;4;2;1;1;3;0;106;10.3;14;46;15;0;29;0;1;1;6;6;2;8;4;9;9;18;19;3;18;3;0;1;0;1;0.1;0;0;0;0;1;0;0;0;0;0;1;0;367;35.7;0;14;8;15;3;23;87;217;313;1;6;11;20;4;12;140;47;10;9;12;149;30;2.9
136;Totaal mannen en vrouwen;70 tot 80 jaar;2004;619;59.9;100;9.7;16;48.0;25.0;11.0;46;18;7;17;8;4;0;46;24;4;16;10;5;0.5;1;2;0;1;0;0;1;3;0;1;0;0;0;1;3;1;0;0;0;1;97;9.4;13;35;15;0;33;1;0;0;5;5;5;11;3;10;6;14;11;2;16;9;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;381;36.9;1;12;4;10;2;27;104;221;308;5;10;8;24;7;19;134;59;11;15;21;141;36;3.5
137;Totaal mannen en vrouwen;70 tot 80 jaar;2005;649;62.3;115;11.0;12;49.0;42.0;12.0;56;18;9;16;8;7;1;38;26;9;16;26;7;0.7;1;0;0;2;1;0;3;3;0;0;0;0;0;4;7;0;0;0;0;0;107;10.3;15;44;13;2;32;0;0;1;1;11;3;9;2;12;6;13;17;4;18;11;0;0;0;5;0.5;3;0;0;2;0;0;1;0;0;1;3;0;378;36.3;1;18;15;19;1;26;107;191;308;4;12;10;33;5;6;139;60;13;11;8;147;37;3.5
138;Totaal mannen en vrouwen;70 tot 80 jaar;2006;647;61.4;116;11.0;14;43.0;36.0;23.0;54;18;2;21;12;9;0;43;24;7;16;26;4;0.4;0;0;0;1;0;1;2;1;0;1;0;0;0;2;2;1;0;0;1;0;97;9.2;9;43;15;0;29;1;0;0;5;3;6;16;1;23;4;12;7;4;8;8;0;0;0;2;0.2;0;0;2;0;0;0;0;0;2;0;0;0;393;37.3;0;18;13;19;0;24;115;204;325;2;12;10;23;5;16;164;61;5;13;14;136;35;3.3
139;Totaal mannen en vrouwen;70 tot 80 jaar;2007;619;58.0;99;9.3;11;36.0;39.0;13.0;40;22;5;15;7;9;1;51;20;3;11;14;2;0.2;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;101;9.5;16;45;7;0;29;3;0;1;3;8;1;9;0;16;3;11;16;3;18;12;0;1;0;2;0.2;1;1;0;0;0;0;0;0;1;1;0;0;360;33.7;0;10;13;21;1;24;111;180;312;0;4;8;23;4;9;139;52;12;5;27;125;55;5.2
140;Totaal mannen en vrouwen;70 tot 80 jaar;2008;689;63.6;112;10.3;20;52.0;27.0;13.0;44;19;5;21;10;11;2;45;23;8;17;19;3;0.3;1;2;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;1;0;99;9.1;11;45;11;0;31;0;0;1;6;3;6;8;0;17;6;12;8;0;23;10;0;0;0;5;0.5;3;0;0;1;1;0;0;0;1;0;4;0;408;37.7;0;15;12;22;1;37;123;198;322;3;12;7;38;5;21;173;57;6;9;19;144;62;5.7
141;Totaal mannen en vrouwen;70 tot 80 jaar;2009;687;62.2;126;11.4;22;53.0;32.0;19.0;54;17;8;22;7;17;1;57;24;6;10;29;4;0.4;0;1;0;1;0;2;0;1;0;0;0;1;0;2;1;1;0;1;0;1;91;8.2;10;44;9;1;27;0;0;0;1;6;2;10;0;8;3;18;14;1;23;5;0;0;0;5;0.5;4;0;0;0;1;0;1;0;1;0;3;0;404;36.6;0;12;9;16;3;25;124;215;333;4;4;7;31;8;17;160;62;11;10;27;134;57;5.2
142;Totaal mannen en vrouwen;70 tot 80 jaar;2010;665;59.1;109;9.7;13;51.0;32.0;13.0;46;14;11;20;10;8;0;57;11;3;9;29;6;0.5;0;1;1;3;0;0;1;4;0;0;0;0;0;2;6;0;0;0;0;0;81;7.2;10;40;5;1;20;1;1;3;2;5;3;7;1;10;7;13;8;5;16;3;0;1;0;5;0.4;5;0;0;0;0;0;0;1;0;0;3;1;393;34.9;0;5;9;25;2;16;71;265;315;4;2;6;35;4;27;147;64;7;11;25;139;71;6.3
143;Totaal mannen en vrouwen;70 tot 80 jaar;2011;726;63.3;130;11.3;18;61.0;39.0;12.0;56;23;13;14;8;16;0;48;23;9;18;32;1;0.1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;98;8.5;13;45;14;0;25;1;0;0;4;6;5;3;0;12;5;13;12;6;23;8;0;1;0;4;0.3;3;0;0;0;1;0;0;0;0;1;2;1;418;36.5;0;9;4;13;3;24;117;248;354;2;8;13;24;9;8;168;75;12;10;21;132;75;6.5
144;Totaal mannen en vrouwen;80 jaar of ouder;1996;1431;295.4;96;19.8;8;20.0;61.0;7.0;41;22;1;14;11;6;1;20;26;3;14;33;5;1.0;0;2;0;2;0;1;0;1;0;0;0;0;0;4;4;1;0;0;0;0;99;20.4;20;35;10;0;30;0;1;3;4;8;5;12;2;11;6;7;18;1;13;9;0;0;3;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1209;249.6;1;32;1;14;0;0;42;1119;1132;6;23;3;30;6;9;543;37;11;3;6;609;22;4.5
145;Totaal mannen en vrouwen;80 jaar of ouder;1997;1389;283.3;101;20.6;13;23.0;62.0;3.0;48;13;0;20;8;11;1;21;36;3;9;32;8;1.6;2;1;0;1;0;3;1;1;0;0;0;1;0;6;1;1;0;1;0;5;101;20.6;28;40;11;0;22;0;0;0;3;5;1;10;3;13;8;16;18;3;16;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1151;234.8;0;48;6;14;1;0;70;1012;1076;5;17;7;33;3;10;242;39;9;5;15;841;28;5.7
146;Totaal mannen en vrouwen;80 jaar of ouder;1998;1331;269.1;101;20.4;4;24.0;66.0;7.0;39;15;3;21;9;11;3;25;28;3;12;33;6;1.2;2;1;0;0;1;0;2;0;0;0;0;0;0;6;1;1;0;0;2;2;70;14.2;20;23;2;2;22;0;0;1;2;2;6;1;1;6;4;13;13;4;10;8;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1127;227.8;1;19;3;18;0;20;63;1003;1046;3;26;4;37;2;9;180;93;7;3;5;839;27;5.5
147;Totaal mannen en vrouwen;80 jaar of ouder;1999;1499;300.9;91;18.3;5;21.0;57.0;8.0;30;25;2;17;12;5;0;32;19;2;6;32;2;0.4;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;0;0;90;18.1;21;29;9;1;30;0;0;0;6;4;5;6;1;10;5;14;17;3;12;7;0;0;0;1;0.2;1;0;0;0;0;0;0;0;0;0;1;0;1292;259.3;0;29;0;18;0;23;76;1146;1233;2;22;2;26;1;6;192;91;15;0;7;987;23;4.6
148;Totaal mannen en vrouwen;80 jaar of ouder;2000;1423;279.8;90;17.7;8;18.0;58.0;6.0;32;20;5;16;7;10;0;31;21;1;6;31;2;0.4;0;0;0;0;0;0;2;0;0;0;0;0;0;2;1;1;0;0;0;0;73;14.4;16;28;10;0;18;0;0;1;4;4;2;6;4;9;2;12;11;1;13;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1225;240.9;1;34;1;19;0;47;76;1047;1131;1;17;8;49;4;15;226;101;12;11;10;865;33;6.5
149;Totaal mannen en vrouwen;80 jaar of ouder;2001;1733;330.6;78;14.9;1;21.0;48.0;8.0;31;16;5;12;8;6;0;25;23;4;7;19;3;0.6;1;0;1;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;1;0;87;16.6;28;28;8;0;21;1;0;1;0;5;6;7;1;12;8;16;16;1;10;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1541;294.0;2;26;5;30;0;34;133;1311;1458;5;17;8;32;4;17;263;148;11;9;9;1101;24;4.6
150;Totaal mannen en vrouwen;80 jaar of ouder;2002;1595;296.6;89;16.5;7;15.0;58.0;9.0;39;20;0;16;9;5;0;32;17;7;6;27;5;0.9;0;2;0;1;1;0;1;0;1;1;0;0;0;3;2;1;1;1;0;0;113;21.0;23;30;19;0;40;0;1;0;6;7;3;8;0;12;7;18;24;4;18;6;0;0;0;1;0.2;1;0;0;0;0;0;0;1;0;0;0;0;1368;254.4;1;25;3;25;2;34;156;1122;1293;4;9;9;23;5;25;267;169;21;8;14;889;19;3.5
151;Totaal mannen en vrouwen;80 jaar of ouder;2003;1682;305.2;92;16.7;6;19.0;62.0;5.0;34;25;2;7;14;10;0;33;30;0;7;22;8;1.5;1;2;0;2;0;1;2;2;0;1;0;0;0;5;3;1;0;1;3;0;101;18.3;22;37;15;0;26;1;0;0;3;2;6;11;2;13;5;18;21;2;11;7;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1438;260.9;0;41;0;48;0;72;185;1092;1371;5;14;6;31;5;6;280;274;13;6;13;852;43;7.8
152;Totaal mannen en vrouwen;80 jaar of ouder;2004;1632;288.4;88;15.5;5;21.0;52.0;10.0;35;18;2;13;12;8;0;28;28;3;10;19;7;1.2;0;2;1;0;1;1;2;1;1;1;0;1;0;3;4;1;0;1;1;0;102;18.0;20;30;18;0;34;0;0;0;2;8;2;12;1;17;2;13;14;2;24;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1357;239.8;0;28;7;47;0;74;260;941;1267;1;14;4;50;6;15;308;276;21;6;17;729;78;13.8
153;Totaal mannen en vrouwen;80 jaar of ouder;2005;1802;310.5;80;13.8;9;28.0;39.0;4.0;36;16;0;11;13;3;1;22;26;4;12;16;6;1.0;2;0;1;0;1;0;2;3;0;0;0;0;0;3;6;0;0;0;0;0;81;14.0;19;28;11;0;21;1;0;1;3;5;4;12;1;12;8;11;10;1;14;0;0;0;0;3;0.5;2;1;0;0;0;0;1;0;0;0;2;0;1457;251.1;0;53;4;46;0;100;320;934;1373;3;19;6;36;7;13;334;325;17;6;22;753;175;30.2
154;Totaal mannen en vrouwen;80 jaar of ouder;2006;1964;330.7;89;15.0;11;18.0;51.0;9.0;36;13;4;15;13;6;2;25;29;5;14;16;8;1.3;1;3;1;1;2;0;0;1;1;0;0;0;1;5;3;1;0;1;3;0;96;16.2;15;44;15;0;21;0;1;0;5;3;3;10;1;13;5;10;16;3;19;8;0;0;0;2;0.3;1;0;1;0;0;0;0;0;1;0;1;0;1540;259.3;0;45;15;50;1;79;394;956;1441;3;18;8;47;10;13;336;382;19;8;24;771;229;38.6
155;Totaal mannen en vrouwen;80 jaar of ouder;2007;1979;325.4;68;11.2;8;24.0;34.0;2.0;28;19;4;9;7;1;0;27;22;5;6;8;5;0.8;1;2;0;0;2;0;0;1;0;0;0;0;0;4;2;0;0;1;2;0;92;15.1;12;45;15;0;18;2;0;0;0;5;7;5;0;15;5;15;15;2;10;12;0;1;0;1;0.2;1;0;0;0;0;0;0;0;0;0;1;0;1519;249.8;0;41;9;65;0;102;397;905;1429;4;11;10;51;5;9;387;326;23;9;31;743;294;48.3
156;Totaal mannen en vrouwen;80 jaar of ouder;2008;2064;331.1;73;11.7;5;20.0;44.0;4.0;22;18;2;12;13;5;1;20;19;2;12;20;4;0.6;0;3;0;0;1;0;0;0;0;1;0;0;0;3;2;0;0;0;2;0;79;12.7;12;31;16;0;19;1;0;0;6;3;5;8;2;13;6;10;9;5;9;3;0;0;0;1;0.2;1;0;0;0;0;0;0;1;0;0;0;0;1595;255.9;0;45;6;58;1;110;409;966;1495;5;8;6;53;6;22;397;379;19;7;24;769;312;50.1
157;Totaal mannen en vrouwen;80 jaar of ouder;2009;2186;341.8;91;14.2;12;23.0;49.0;7.0;41;21;3;15;6;5;0;32;25;7;8;19;5;0.8;1;3;0;1;0;0;0;1;0;0;0;1;1;2;2;0;0;0;3;0;106;16.6;15;37;19;0;32;1;0;2;8;3;3;3;1;17;10;21;19;2;11;8;0;0;0;1;0.2;1;0;0;0;0;0;0;1;0;0;0;0;1670;261.1;0;36;13;52;0;118;398;1053;1564;2;9;9;55;11;20;411;397;21;12;42;787;313;48.9
158;Totaal mannen en vrouwen;80 jaar of ouder;2010;2326;353.6;84;12.8;4;18.0;52.0;10.0;28;23;2;17;10;4;0;27;17;2;4;34;3;0.5;0;0;0;2;1;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;93;14.1;18;37;15;0;23;0;0;0;1;1;4;13;3;15;5;13;17;1;15;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1812;275.5;0;33;8;78;0;89;299;1305;1675;2;12;9;50;8;56;462;451;21;9;47;822;334;50.8
159;Totaal mannen en vrouwen;80 jaar of ouder;2011;2389;353.0;84;12.4;5;32.0;39.0;8.0;29;25;1;10;14;5;0;24;23;4;8;25;5;0.7;1;1;2;0;0;0;1;1;0;1;0;0;0;3;1;0;2;0;2;0;123;18.2;19;57;19;0;28;0;0;0;5;6;3;11;4;18;8;12;23;3;19;11;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1838;271.6;0;35;3;76;0;79;390;1255;1742;4;8;7;36;7;34;477;476;28;8;44;805;339;50.1
160;Mannen;Totaal alle leeftijden;1996;3116;40.6;1043;13.6;438;359.0;79.0;167.0;502;137;111;58;82;143;10;361;93;114;158;317;145;1.9;6;10;58;52;4;3;12;6;5;12;5;6;4;107;36;18;13;31;5;42;850;11.1;65;145;81;85;427;23;6;18;36;50;29;77;18;113;57;103;119;25;160;55;0;0;8;76;1.0;18;18;21;12;6;1;12;3;10;17;24;10;829;10.8;20;23;22;26;10;0;114;614;569;22;47;51;60;59;21;394;22;26;56;45;286;173;2.3
161;Mannen;Totaal alle leeftijden;1997;3037;39.3;1042;13.5;436;357.0;79.0;170.0;484;132;112;72;76;156;10;419;70;122;116;315;145;1.9;12;8;52;39;8;6;20;3;5;16;8;2;8;103;21;9;9;42;9;55;805;10.4;67;155;71;81;396;28;4;3;37;36;41;74;18;123;51;87;103;34;146;53;0;2;0;91;1.2;17;23;35;9;5;2;16;1;14;18;23;19;852;11.0;35;28;15;41;10;0;152;571;546;23;38;75;52;82;36;287;24;34;73;40;394;102;1.3
162;Mannen;Totaal alle leeftijden;1998;2889;37.2;1002;12.9;440;299.0;90.0;173.0;497;113;117;74;61;132;8;394;75;134;136;263;129;1.7;8;6;48;37;10;5;15;2;1;13;6;7;1;99;26;12;7;32;11;41;741;9.5;69;124;67;72;385;17;1;6;27;37;38;57;15;88;46;92;125;22;128;64;1;1;0;80;1.0;15;20;20;9;15;1;10;1;18;26;20;5;803;10.3;26;17;22;31;10;18;136;543;553;17;33;71;58;58;13;290;36;35;62;37;343;134;1.7
163;Mannen;Totaal alle leeftijden;1999;3015;38.6;1015;13.0;444;324.0;71.0;176.0;468;129;115;70;82;148;3;456;57;124;107;271;144;1.8;4;13;65;47;5;3;7;6;5;35;12;8;5;73;35;24;8;42;8;27;810;10.4;77;152;78;73;392;34;1;3;25;54;27;80;22;115;51;98;120;25;133;56;1;3;0;68;0.9;14;8;27;12;4;3;10;1;17;13;26;1;870;11.1;28;18;17;39;11;21;162;574;579;24;38;69;56;78;26;320;33;31;60;36;390;108;1.4
164;Mannen;Totaal alle leeftijden;2000;3023;38.4;999;12.7;434;329.0;80.0;156.0;489;110;115;80;81;117;7;389;67;108;118;317;120;1.5;4;4;60;35;6;2;9;4;2;22;9;5;2;76;21;22;19;27;4;27;801;10.2;75;139;87;83;362;47;3;5;26;45;30;57;27;124;43;116;107;20;151;54;1;0;0;93;1.2;18;16;27;23;8;1;14;0;10;11;45;13;936;11.9;22;18;15;56;4;32;165;624;603;29;37;71;63;96;37;328;55;32;80;34;407;74;0.9
165;Mannen;Totaal alle leeftijden;2001;3119;39.3;1010;12.7;423;342.0;70.0;175.0;460;115;126;74;89;142;4;406;71;102;121;310;134;1.7;3;6;58;42;12;4;9;5;1;17;18;7;4;82;37;20;11;45;8;13;743;9.4;71;142;69;74;333;46;3;5;33;33;38;56;12;86;42;101;107;23;140;72;0;0;0;87;1.1;14;16;31;12;10;4;12;3;28;14;28;2;1055;13.3;29;22;18;38;8;39;241;660;736;17;38;67;65;94;38;382;81;41;80;40;431;90;1.1
166;Mannen;Totaal alle leeftijden;2002;3114;39.0;1062;13.3;475;358.0;62.0;167.0;520;126;114;64;95;140;3;446;71;136;145;264;134;1.7;0;13;54;41;8;8;10;8;8;18;14;3;9;74;35;29;9;43;11;7;738;9.2;54;121;81;91;348;38;2;3;34;31;36;47;15;100;40;94;128;21;135;55;0;2;0;71;0.9;15;10;29;7;8;2;10;11;17;7;24;2;997;12.5;25;20;18;57;11;32;227;607;652;11;39;88;54;95;58;368;86;27;89;37;390;112;1.4
167;Mannen;Totaal alle leeftijden;2003;3113;38.8;1016;12.7;426;338.0;55.0;197.0;527;105;104;54;95;124;7;436;63;118;98;301;129;1.6;4;10;44;42;8;8;13;16;1;44;21;2;4;41;27;22;16;45;17;2;761;9.5;56;132;78;87;354;45;2;7;34;46;39;62;26;100;44;88;109;14;142;54;0;3;0;82;1.0;11;23;24;7;14;3;12;19;24;11;14;2;986;12.3;24;20;18;65;8;51;248;552;700;17;29;64;64;93;19;378;109;37;77;33;352;139;1.7
168;Mannen;Totaal alle leeftijden;2004;3044;37.8;1022;12.7;459;315.0;65.0;183.0;504;127;112;65;76;134;4;414;84;143;142;239;138;1.7;8;10;43;56;7;6;8;18;5;30;22;4;15;44;48;14;13;50;9;4;593;7.4;49;106;66;80;274;15;0;3;31;27;23;50;10;96;28;75;83;15;113;40;0;2;0;68;0.8;14;11;24;7;11;1;16;8;19;11;12;2;1053;13.1;20;11;22;68;10;71;351;500;707;15;27;69;62;124;49;427;144;34;83;63;302;170;2.1
169;Mannen;Totaal alle leeftijden;2005;3070;38.0;1073;13.3;489;332.0;60.0;192.0;528;132;127;67;75;142;2;414;86;150;140;283;117;1.4;8;6;47;31;8;4;13;10;5;16;14;2;11;59;47;10;13;38;7;2;553;6.9;48;105;65;71;237;20;1;6;16;33;28;49;13;76;29;79;67;15;110;37;0;1;0;61;0.8;13;15;16;9;7;1;12;14;4;10;20;1;1121;13.9;23;29;30;66;8;81;379;505;799;17;34;76;78;94;23;434;147;48;84;58;350;145;1.8
170;Mannen;Totaal alle leeftijden;2006;3032;37.5;1046;12.9;458;326.0;81.0;181.0;532;125;117;59;92;113;8;447;100;163;133;203;79;1.0;6;4;25;27;6;2;9;6;4;8;9;0;7;45;25;17;7;18;9;3;528;6.5;40;123;71;51;216;22;2;3;20;30;29;46;8;85;28;78;74;17;85;28;0;0;0;64;0.8;9;6;24;12;13;0;6;21;16;5;15;1;1122;13.9;19;20;37;49;5;53;402;537;811;14;39;66;84;78;30;433;169;33;73;58;356;193;2.4
171;Mannen;Totaal alle leeftijden;2007;2933;36.2;943;11.6;398;315.0;63.0;167.0;433;136;143;51;61;112;7;399;66;149;131;198;96;1.2;4;10;32;30;10;7;3;9;7;20;9;3;9;39;27;16;12;28;12;1;555;6.9;53;119;67;63;212;36;1;4;14;25;24;38;10;88;45;72;77;15;97;45;0;5;0;64;0.8;13;8;23;7;6;7;11;7;12;10;18;6;1089;13.4;10;24;48;63;6;75;366;497;811;11;17;58;83;79;30;446;146;43;56;62;336;186;2.3
172;Mannen;Totaal alle leeftijden;2008;3012;37.0;988;12.1;455;306.0;59.0;168.0;503;147;99;60;68;108;3;433;67;154;155;179;103;1.3;4;7;30;39;10;7;6;2;3;14;7;1;11;65;29;14;6;39;9;6;511;6.3;25;110;62;60;214;34;1;5;24;26;29;39;9;79;35;65;63;20;91;31;0;0;0;74;0.9;18;10;29;6;4;7;11;9;18;10;20;6;1126;13.8;19;23;30;73;5;63;388;525;800;10;32;53;82;102;47;450;178;24;50;53;371;210;2.6
173;Mannen;Totaal alle leeftijden;2009;3172;38.8;1064;13.0;468;342.0;65.0;189.0;518;130;139;54;77;143;3;461;77;148;127;251;104;1.3;6;12;35;37;2;9;3;2;6;19;12;5;11;49;39;18;7;30;7;3;491;6.0;31;127;49;60;199;21;0;4;19;21;24;44;9;65;32;66;80;15;87;22;0;7;0;65;0.8;14;12;17;6;6;10;10;7;12;11;16;9;1237;15.1;20;18;39;53;7;78;427;595;892;14;21;57;95;121;37;498;184;34;76;70;375;211;2.6
174;Mannen;Totaal alle leeftijden;2010;3239;39.4;1124;13.7;485;375.0;80.0;184.0;569;134;129;63;85;141;3;444;51;116;92;421;90;1.1;4;7;27;41;3;6;2;7;6;16;8;3;2;48;36;7;6;30;8;3;436;5.3;36;106;46;52;171;18;2;5;18;18;20;35;12;62;25;57;63;17;79;24;0;6;0;55;0.7;16;7;13;6;7;6;9;8;12;5;12;9;1269;15.4;8;11;32;82;7;49;262;818;944;16;14;55;92;72;76;475;217;26;71;71;409;265;3.2
175;Mannen;Totaal alle leeftijden;2011;3222;39.0;1136;13.7;497;376.0;65.0;198.0;559;148;151;65;85;128;0;506;62;121;127;320;93;1.1;4;13;36;28;7;2;3;4;3;11;17;1;6;51;39;10;12;23;9;0;466;5.6;39;140;52;51;156;20;2;6;17;25;19;30;10;61;26;63;73;17;82;32;0;11;0;57;0.7;8;14;18;7;5;5;15;7;11;8;11;5;1246;15.1;5;15;23;55;5;59;365;719;962;16;17;59;58;89;45;470;202;47;63;71;393;224;2.7
176;Mannen;Jonger dan 15 jaar;1996;104;7.1;4;0.3;4;;;;3;0;1;0;0;0;0;0;0;2;0;2;10;0.7;2;0;0;4;0;2;2;0;3;0;0;1;0;6;6;4;0;0;0;0;41;2.8;8;16;2;0;10;0;1;4;1;3;1;7;0;6;3;8;3;1;7;1;0;0;0;2;0.1;2;0;0;0;0;0;0;0;0;0;2;0;36;2.5;16;0;0;3;2;0;6;9;3;2;4;19;8;0;0;17;0;1;7;10;1;11;0.8
177;Mannen;Jonger dan 15 jaar;1997;116;7.9;11;0.7;11;;;;6;0;1;0;2;1;1;2;0;4;0;5;15;1.0;4;0;2;2;0;1;6;0;4;0;0;0;0;11;4;1;0;1;3;6;30;2.0;8;18;1;0;3;0;0;0;1;0;3;3;1;7;2;3;2;0;7;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;58;3.9;30;0;0;3;4;0;9;12;9;4;4;30;6;0;5;20;0;3;24;6;5;2;0.1
178;Mannen;Jonger dan 15 jaar;1998;83;5.6;6;0.4;6;;;;5;0;1;0;0;0;0;1;0;2;1;2;8;0.5;2;0;0;3;0;0;3;0;0;2;0;1;0;5;4;0;0;0;1;3;25;1.7;4;13;0;0;8;0;0;0;1;3;2;3;1;2;2;3;2;0;4;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;38;2.6;16;0;0;2;1;0;1;18;3;3;2;20;10;0;0;15;0;2;10;9;2;6;0.4
179;Mannen;Jonger dan 15 jaar;1999;109;7.3;7;0.5;7;;;;7;0;0;0;0;0;0;1;0;2;1;3;8;0.5;2;1;0;0;2;0;3;0;2;4;0;0;0;2;5;0;0;1;2;0;47;3.1;12;23;1;1;10;0;0;0;4;5;2;6;1;7;2;6;5;1;5;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;43;2.9;20;0;0;4;1;0;1;17;8;3;2;20;9;1;0;23;0;2;10;5;3;4;0.3
180;Mannen;Jonger dan 15 jaar;2000;89;5.9;5;0.3;5;;;;5;0;0;0;0;0;0;0;0;2;0;3;4;0.3;1;0;0;0;0;1;2;0;1;0;0;1;0;2;1;1;0;0;0;2;36;2.4;9;17;2;0;5;3;0;0;1;0;1;4;1;12;1;2;6;0;4;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;41;2.7;17;0;0;7;0;0;2;15;6;7;5;15;6;0;2;17;1;2;14;3;4;3;0.2
181;Mannen;Jonger dan 15 jaar;2001;84;5.5;1;0.1;1;;;;1;0;0;0;0;0;0;0;0;0;0;1;3;0.2;0;0;0;0;1;0;2;0;0;0;0;0;1;2;1;0;0;0;2;0;35;2.3;12;13;1;1;8;0;0;0;1;1;2;3;1;7;2;4;7;0;5;2;0;0;0;1;0.1;0;0;1;0;0;0;0;0;0;1;0;0;38;2.5;24;0;0;5;1;0;0;8;4;4;2;16;11;0;1;23;0;1;8;6;0;6;0.4
182;Mannen;Jonger dan 15 jaar;2002;79;5.1;5;0.3;5;;;;5;0;0;0;0;0;0;1;0;1;0;3;9;0.6;0;0;0;0;0;4;5;0;4;0;0;0;1;4;6;1;0;0;1;1;26;1.7;8;14;0;1;3;0;0;0;0;0;2;1;1;3;1;5;5;0;6;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;34;2.2;18;1;0;5;1;0;2;7;4;1;3;18;7;0;1;15;1;1;15;1;1;5;0.3
