ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
330;Vrouwen;Totaal alle leeftijden;2006;2322;28.1;478;5.8;166;154.0;57.0;101.0;161;111;61;48;69;26;2;289;36;39;29;85;49;0.6;4;3;6;19;3;3;11;1;9;4;0;2;3;30;25;8;4;5;5;2;226;2.7;27;86;14;5;89;4;1;0;10;8;10;14;5;39;16;25;37;16;25;21;0;0;0;6;0.1;4;0;1;0;1;0;0;1;1;1;3;0;1347;16.3;4;58;8;52;1;81;331;812;1185;5;29;21;61;29;17;362;314;9;22;13;627;216;2.6
331;Vrouwen;Totaal alle leeftijden;2007;2274;27.5;410;5.0;149;113.0;54.0;94.0;144;107;45;35;53;22;4;237;29;28;41;75;47;0.6;11;4;8;14;5;1;4;1;11;2;0;1;8;24;31;7;3;2;3;1;215;2.6;35;70;14;3;85;6;0;2;9;8;14;10;3;24;9;33;38;4;35;26;0;2;0;2;0.0;2;0;0;0;0;0;0;0;1;0;0;1;1331;16.1;6;46;1;70;2;84;358;764;1181;7;17;14;63;30;19;383;267;20;16;41;604;269;3.2
332;Vrouwen;Totaal alle leeftijden;2008;2403;28.9;447;5.4;145;152.0;53.0;97.0;145;132;57;39;42;28;4;280;44;35;28;60;47;0.6;7;7;7;18;2;5;1;1;9;1;0;1;2;33;40;2;0;4;1;0;188;2.3;30;64;12;3;77;1;1;0;10;8;5;12;3;37;13;23;24;7;31;14;0;1;0;1;0.0;1;0;0;0;0;0;0;1;0;0;0;0;1431;17.2;7;52;1;71;3;106;373;818;1250;6;22;21;68;34;30;445;298;15;17;29;627;289;3.5
333;Vrouwen;Totaal alle leeftijden;2009;2446;29.3;461;5.5;145;146.0;57.0;113.0;159;129;48;50;46;26;3;289;32;24;25;91;50;0.6;8;6;6;16;5;5;4;4;9;1;1;4;4;27;30;6;3;5;6;0;192;2.3;33;54;18;5;78;2;1;1;10;6;9;18;4;26;6;28;31;4;34;15;0;1;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1475;17.7;4;42;2;52;1;96;380;898;1293;8;11;22;70;38;33;429;322;18;21;47;638;268;3.2
334;Vrouwen;Totaal alle leeftijden;2010;2509;29.9;476;5.7;153;165.0;56.0;102.0;175;124;53;40;54;27;3;275;32;22;27;120;54;0.6;8;10;6;20;7;2;1;3;11;3;0;1;4;32;47;3;1;2;1;0;161;1.9;31;49;15;6;54;3;2;1;7;9;6;16;4;17;10;17;26;9;28;9;0;3;0;2;0.0;0;1;0;0;1;0;0;0;0;0;2;0;1498;17.9;1;35;1;63;4;81;249;1064;1298;5;16;15;74;34;56;428;347;21;19;49;634;318;3.8
335;Vrouwen;Totaal alle leeftijden;2011;2622;31.1;511;6.1;193;148.0;64.0;106.0;182;155;54;41;48;31;0;291;33;30;33;124;50;0.6;8;5;13;15;5;3;1;0;10;2;0;0;8;30;35;4;7;1;3;0;187;2.2;29;57;22;1;73;1;1;3;8;4;9;17;4;20;10;32;23;4;30;17;0;9;0;2;0.0;1;0;0;0;1;0;0;0;0;0;2;0;1575;18.7;3;33;2;71;0;69;340;1057;1414;5;10;11;61;30;44;471;384;15;14;54;637;297;3.5
336;Vrouwen;Jonger dan 15 jaar;1996;65;4.7;1;0.1;1;;;;1;0;0;0;0;0;0;0;0;0;1;0;9;0.6;2;0;1;1;0;1;4;0;3;0;0;0;1;5;4;2;0;0;1;2;26;1.9;4;14;2;0;6;0;0;0;1;1;3;3;0;4;1;4;1;0;5;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;24;1.7;8;0;0;6;0;0;1;9;2;1;4;13;4;0;0;13;0;0;6;1;4;5;0.4
337;Vrouwen;Jonger dan 15 jaar;1997;70;5.0;0;0.0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;7;0.5;3;0;0;0;0;1;3;0;1;0;0;1;0;5;3;1;0;0;1;2;32;2.3;9;14;0;0;9;0;0;0;2;0;3;0;2;5;2;5;6;0;3;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;27;1.9;11;0;0;7;1;0;1;7;2;5;4;9;6;1;0;14;0;0;7;3;3;4;0.3
338;Vrouwen;Jonger dan 15 jaar;1998;48;3.4;3;0.2;3;;;;2;0;0;0;0;1;0;0;0;2;0;1;3;0.2;1;0;0;1;0;1;0;0;0;1;0;0;0;2;1;0;0;0;1;1;18;1.3;5;8;0;0;5;0;0;0;0;0;0;1;0;2;2;5;2;0;5;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;23;1.6;7;0;0;6;0;0;2;8;4;0;2;5;11;0;1;13;0;1;3;1;5;1;0.1
339;Vrouwen;Jonger dan 15 jaar;1999;63;4.4;5;0.3;5;;;;4;0;1;0;0;0;0;1;0;2;1;1;5;0.3;3;0;0;1;0;1;0;0;1;1;0;0;1;2;1;2;0;0;1;1;27;1.9;3;12;0;1;10;1;0;0;0;2;0;2;0;3;1;8;1;4;6;0;0;0;0;1;0.1;0;1;0;0;0;0;0;0;1;0;0;0;23;1.6;9;0;0;2;1;0;1;10;2;1;1;10;5;1;3;15;0;0;4;2;2;2;0.1
340;Vrouwen;Jonger dan 15 jaar;2000;55;3.8;0;0.0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;3;0.2;1;0;0;0;0;0;2;0;0;0;0;0;1;2;1;0;0;0;1;1;20;1.4;2;13;0;0;4;1;0;0;1;2;2;2;0;3;0;0;3;1;3;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;2.1;13;0;0;3;0;0;1;13;2;2;5;12;6;0;3;13;4;1;6;4;2;2;0.1
341;Vrouwen;Jonger dan 15 jaar;2001;47;3.2;2;0.1;2;;;;1;0;0;0;1;0;0;1;0;0;0;1;7;0.5;1;0;0;2;1;1;2;0;2;0;0;1;0;4;4;0;0;0;2;1;13;0.9;2;5;0;0;6;0;0;0;1;1;2;0;0;1;0;1;2;0;2;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;21;1.4;5;0;0;6;0;3;3;4;1;2;1;6;8;2;1;11;0;0;3;4;3;4;0.3
342;Vrouwen;Jonger dan 15 jaar;2002;47;3.2;2;0.1;2;;;;2;0;0;0;0;0;0;1;0;1;0;0;10;0.7;2;0;0;0;0;4;4;0;4;0;0;2;0;4;8;0;0;0;1;1;13;0.9;6;6;0;0;1;0;0;0;1;1;1;0;0;2;0;4;1;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.3;9;1;0;2;0;0;4;3;1;0;2;11;3;2;0;11;0;0;4;3;1;3;0.2
343;Vrouwen;Jonger dan 15 jaar;2003;50;3.4;1;0.1;1;;;;1;0;0;0;0;0;0;1;0;0;0;0;5;0.3;0;1;0;3;0;1;0;0;2;0;0;0;0;3;2;3;0;0;0;0;23;1.6;3;11;0;0;6;1;0;2;3;1;0;4;0;7;1;3;1;0;2;1;0;0;0;1;0.1;0;0;0;1;0;0;0;0;0;1;0;0;17;1.2;3;0;0;5;0;0;4;5;0;2;2;2;10;1;0;8;2;1;2;1;3;3;0.2
344;Vrouwen;Jonger dan 15 jaar;2004;52;3.5;2;0.1;2;;;;1;0;0;0;0;1;0;1;0;1;0;0;3;0.2;1;0;0;0;0;1;1;0;1;0;0;0;0;2;1;0;0;0;1;1;21;1.4;1;15;0;1;3;0;1;0;2;2;2;2;0;2;0;2;1;0;5;3;0;0;0;2;0.1;0;0;0;0;2;0;0;0;1;0;1;0;21;1.4;12;0;0;3;0;0;2;4;4;2;1;10;2;1;1;12;0;0;7;2;0;3;0.2
345;Vrouwen;Jonger dan 15 jaar;2005;47;3.2;2;0.1;2;;;;1;0;1;0;0;0;0;1;0;0;0;1;11;0.8;5;0;0;2;1;0;3;0;3;0;0;0;5;3;10;0;0;0;1;0;15;1.0;4;8;0;0;3;0;0;0;1;2;0;0;1;3;1;1;1;1;3;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.2;7;0;0;4;0;1;0;5;2;1;2;6;5;1;0;11;1;0;3;1;1;2;0.1
346;Vrouwen;Jonger dan 15 jaar;2006;49;3.4;3;0.2;3;;;;2;0;1;0;0;0;0;1;0;1;0;1;10;0.7;2;0;0;2;0;0;6;0;3;0;0;0;0;7;6;1;0;1;1;1;19;1.3;3;7;0;0;9;0;0;0;3;0;0;0;1;0;0;2;4;5;2;2;0;0;0;1;0.1;1;0;0;0;0;0;0;0;0;0;1;0;12;0.8;4;0;0;3;0;0;0;5;3;0;1;3;3;1;1;7;1;0;3;1;0;4;0.3
347;Vrouwen;Jonger dan 15 jaar;2007;42;2.9;4;0.3;4;;;;4;0;0;0;0;0;0;2;0;0;0;2;7;0.5;2;1;0;1;0;1;2;0;3;0;0;0;0;4;4;0;1;0;1;1;18;1.3;2;10;0;0;5;0;0;1;1;1;1;1;0;6;1;1;5;0;1;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;12;0.8;6;0;0;4;0;0;0;2;0;3;4;2;1;0;2;5;0;1;3;3;0;1;0.1
348;Vrouwen;Jonger dan 15 jaar;2008;39;2.7;0;0.0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;9;0.6;3;4;0;0;0;2;0;0;3;0;0;0;0;6;9;0;0;0;0;0;10;0.7;2;5;1;0;2;0;0;0;0;1;2;0;0;1;0;1;1;1;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.2;7;0;0;4;0;0;2;4;3;1;2;6;3;0;2;10;0;0;4;3;0;3;0.2
349;Vrouwen;Jonger dan 15 jaar;2009;34;2.4;2;0.1;2;;;;1;0;1;0;0;0;0;1;0;1;0;0;5;0.4;1;1;0;1;0;0;2;0;3;0;0;0;0;2;3;2;0;0;0;0;11;0.8;3;7;0;0;1;0;0;0;0;0;1;1;0;0;1;1;3;2;1;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.1;4;0;0;1;0;1;2;7;1;3;1;5;5;0;0;8;0;0;5;1;1;1;0.1
350;Vrouwen;Jonger dan 15 jaar;2010;30;2.1;1;0.1;1;;;;1;0;0;0;0;0;0;1;0;0;0;0;6;0.4;1;3;0;1;0;1;0;0;1;0;0;0;1;4;5;1;0;0;0;0;10;0.7;3;5;0;0;2;0;0;0;2;1;0;0;0;0;2;1;2;0;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0.7;1;0;0;1;1;0;2;5;1;1;0;3;5;0;0;6;0;0;0;2;2;3;0.2
351;Vrouwen;Jonger dan 15 jaar;2011;22;1.6;1;0.1;1;;;;0;0;1;0;0;0;0;0;0;0;0;1;6;0.4;3;1;0;0;0;2;0;0;2;0;0;0;0;4;3;1;2;0;0;0;5;0.4;2;3;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;9;0.6;3;0;0;2;0;1;0;3;0;1;0;1;4;1;2;7;0;0;0;2;0;1;0.1
352;Vrouwen;15 tot 20 jaar;1996;53;11.7;11;2.4;11;0.0;0.0;0.0;4;2;2;0;3;0;0;4;1;2;0;4;4;0.9;0;0;0;3;0;1;0;0;1;0;0;0;0;3;2;0;0;1;1;0;35;7.7;7;10;7;1;9;0;1;0;3;2;1;3;0;2;4;3;4;2;8;2;0;0;1;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.7;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0.0
353;Vrouwen;15 tot 20 jaar;1997;51;11.3;12;2.7;12;0.0;0.0;0.0;3;1;4;0;2;2;0;6;0;2;2;2;5;1.1;4;0;0;1;0;0;0;0;0;0;0;0;1;4;0;2;0;0;0;3;31;6.8;1;11;8;2;9;0;0;0;0;2;2;7;0;3;1;5;3;0;5;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.7;0;0;0;1;0;0;0;2;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0.0
354;Vrouwen;15 tot 20 jaar;1998;47;10.4;10;2.2;9;1.0;0.0;0.0;6;0;2;1;0;1;0;3;0;3;1;3;3;0.7;0;0;1;1;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;2;31;6.9;2;8;8;1;12;0;0;0;2;1;1;0;2;5;1;4;7;0;7;1;0;0;0;1;0.2;0;0;0;0;0;1;0;0;0;0;1;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4
355;Vrouwen;15 tot 20 jaar;1999;55;12.2;16;3.5;14;2.0;0.0;0.0;10;2;2;1;1;0;0;5;0;4;2;5;5;1.1;2;0;1;1;0;0;1;0;0;1;0;0;0;4;0;0;0;0;2;3;32;7.1;2;7;10;0;12;0;0;1;1;3;0;1;0;9;4;4;5;1;2;1;1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0.2
356;Vrouwen;15 tot 20 jaar;2000;54;11.9;8;1.8;8;0.0;0.0;0.0;6;0;0;0;2;0;0;1;1;3;0;3;9;2.0;2;0;0;4;1;1;1;0;1;1;0;1;1;5;3;1;0;2;1;2;32;7.1;1;5;7;0;18;0;1;0;1;2;0;2;1;4;2;5;8;0;6;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.7;0;0;0;1;0;0;0;2;0;1;1;0;1;0;0;3;0;0;0;0;0;2;0.4
357;Vrouwen;15 tot 20 jaar;2001;38;8.3;10;2.2;10;0.0;0.0;0.0;2;2;6;0;0;0;0;4;0;4;0;2;3;0.7;0;0;2;1;0;0;0;0;0;1;1;0;0;1;1;2;0;0;0;0;21;4.6;5;5;3;1;7;0;0;0;1;2;0;4;0;1;0;1;1;2;6;3;0;0;0;1;0.2;1;0;0;0;0;0;0;0;0;0;1;0;2;0.4;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0.2
358;Vrouwen;15 tot 20 jaar;2002;50;10.8;11;2.4;11;0.0;0.0;0.0;3;2;4;0;2;0;0;7;0;2;0;2;2;0.4;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;33;7.1;2;9;5;1;16;0;0;0;2;0;2;3;1;7;2;5;2;0;7;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;2;0.4
359;Vrouwen;15 tot 20 jaar;2003;50;10.6;11;2.3;11;0.0;0.0;0.0;3;0;5;1;2;0;0;6;0;0;0;5;1;0.2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;33;7.0;1;6;6;0;19;1;0;0;3;2;1;2;2;2;1;7;4;2;3;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;2;0;3;0.6
360;Vrouwen;15 tot 20 jaar;2004;35;7.3;9;1.9;9;0.0;0.0;0.0;6;0;2;0;1;0;0;1;0;3;1;4;1;0.2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;21;4.4;1;2;5;1;10;2;0;0;1;1;0;1;1;5;1;3;0;0;7;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0.6
361;Vrouwen;15 tot 20 jaar;2005;34;7.1;9;1.9;9;0.0;0.0;0.0;3;1;4;0;1;0;0;4;0;1;0;4;2;0.4;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;18;3.7;1;8;1;0;8;0;0;0;0;0;0;1;1;8;2;1;0;0;3;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;3;0.6
362;Vrouwen;15 tot 20 jaar;2006;28;5.8;14;2.9;14;0.0;0.0;0.0;5;1;2;0;4;2;0;9;1;2;0;2;2;0.4;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;1;10;2.1;2;5;0;0;2;1;0;0;0;0;0;0;1;1;0;3;3;1;1;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0.0
363;Vrouwen;15 tot 20 jaar;2007;32;6.5;7;1.4;7;0.0;0.0;0.0;3;0;1;1;2;0;0;4;0;1;0;2;2;0.4;1;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;21;4.3;2;7;4;0;7;1;0;0;1;0;0;0;0;6;0;2;4;0;5;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0.2
364;Vrouwen;15 tot 20 jaar;2008;30;6.1;9;1.8;9;0.0;0.0;0.0;5;0;3;0;0;1;0;8;0;0;0;1;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3.9;2;9;4;0;4;0;0;0;0;1;0;1;1;3;2;3;2;1;4;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0.0
365;Vrouwen;15 tot 20 jaar;2009;38;7.7;10;2.0;10;0.0;0.0;0.0;4;0;5;0;1;0;0;5;0;1;0;4;4;0.8;0;0;1;3;0;0;0;0;0;0;0;0;0;4;3;0;1;0;0;0;23;4.6;2;2;7;0;11;0;1;0;2;0;1;1;1;6;0;2;4;0;5;0;0;1;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.2
366;Vrouwen;15 tot 20 jaar;2010;28;5.7;12;2.4;12;0.0;0.0;0.0;7;0;4;1;0;0;0;4;0;3;0;5;2;0.4;0;0;1;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;9;1.8;1;3;2;0;2;1;0;0;0;1;0;1;1;2;0;0;3;0;1;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.8;0;0;0;2;0;0;1;1;0;0;1;0;1;2;0;3;0;0;0;0;1;1;0.2
367;Vrouwen;15 tot 20 jaar;2011;33;6.7;14;2.9;14;0.0;0.0;0.0;5;0;5;0;3;1;0;7;0;3;0;4;2;0.4;1;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;15;3.1;2;4;3;0;5;0;0;1;1;0;0;0;0;0;1;7;1;0;3;1;0;1;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.4
368;Vrouwen;20 tot 30 jaar;1996;156;13.5;67;5.8;51;10.0;0.0;6.0;28;12;12;2;9;2;2;42;3;5;2;15;15;1.3;5;0;5;4;0;0;1;0;1;0;1;1;4;8;5;3;0;1;0;6;53;4.6;3;4;2;3;37;2;0;2;2;3;3;6;2;3;4;4;7;1;10;5;1;1;1;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.1;0;0;0;2;0;0;3;8;3;0;2;0;0;4;4;8;0;1;0;1;3;8;0.7
369;Vrouwen;20 tot 30 jaar;1997;165;14.7;74;6.6;64;7.0;0.0;3.0;34;9;16;2;10;3;0;38;2;11;5;18;19;1.7;3;0;6;4;4;1;1;1;2;2;0;0;1;13;6;0;1;3;1;8;54;4.8;2;5;1;4;37;0;5;0;0;3;2;3;2;10;4;3;4;1;13;4;0;5;0;1;0.1;0;0;0;0;1;0;0;0;0;0;1;0;9;0.8;0;0;0;1;1;0;5;2;0;0;2;0;0;6;1;5;0;0;1;1;2;8;0.7
370;Vrouwen;20 tot 30 jaar;1998;109;9.9;42;3.8;29;9.0;0.0;4.0;14;6;13;0;6;2;1;24;1;2;5;10;9;0.8;2;0;2;4;0;0;1;0;0;2;0;1;0;6;5;0;0;0;0;4;43;3.9;4;4;2;1;30;0;2;0;0;2;1;8;0;1;2;10;7;3;4;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.6;0;0;0;1;0;0;2;4;3;0;2;0;0;2;0;6;0;1;0;0;0;8;0.7
371;Vrouwen;20 tot 30 jaar;1999;126;11.8;59;5.5;52;6.0;0.0;1.0;25;8;12;1;10;3;0;26;2;6;5;20;16;1.5;1;0;5;5;1;0;4;1;3;3;2;2;1;4;6;1;0;3;2;4;42;3.9;5;3;0;4;28;2;0;0;2;2;3;2;2;8;5;4;6;0;6;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.5;0;0;0;0;0;0;0;5;2;0;0;0;1;2;0;1;1;0;1;1;1;4;0.4
372;Vrouwen;20 tot 30 jaar;2000;105;10.1;36;3.5;29;4.0;0.0;3.0;9;10;8;2;5;2;0;17;0;5;5;9;19;1.8;7;0;2;8;0;1;1;0;3;2;0;1;1;12;8;4;1;2;1;3;39;3.7;0;3;2;2;30;1;0;1;0;3;0;2;1;2;3;7;5;3;9;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;1.0;0;1;0;1;1;0;2;5;2;2;0;0;0;5;1;5;1;1;0;0;3;1;0.1
373;Vrouwen;20 tot 30 jaar;2001;110;10.8;45;4.4;39;2.0;0.0;4.0;16;11;9;2;4;3;0;21;2;6;2;14;14;1.4;3;1;2;4;0;1;3;0;1;0;2;1;1;9;7;4;0;1;1;1;35;3.4;0;5;1;1;28;0;0;0;0;3;3;0;2;2;2;4;3;2;9;4;1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.4;0;0;0;2;0;0;4;8;4;0;1;0;0;7;2;8;1;1;0;0;4;2;0.2
374;Vrouwen;20 tot 30 jaar;2002;111;11.1;41;4.1;33;6.0;0.0;2.0;18;2;8;2;7;4;0;29;2;3;0;7;21;2.1;4;2;4;9;0;1;1;0;2;1;0;0;3;15;9;7;0;2;1;2;38;3.8;0;4;0;2;30;2;0;0;5;5;0;2;1;6;1;6;1;1;7;3;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.7;0;0;0;1;1;1;0;4;2;0;0;1;0;3;1;3;0;0;0;2;2;4;0.4
375;Vrouwen;20 tot 30 jaar;2003;111;11.2;48;4.9;40;6.0;1.0;1.0;26;6;5;1;5;5;0;24;0;4;1;19;16;1.6;1;0;2;7;2;1;3;0;2;4;0;0;2;8;7;5;0;1;2;1;38;3.8;2;4;5;2;23;2;0;0;2;1;3;6;1;4;2;4;7;2;5;1;0;0;0;2;0.2;1;0;0;0;0;1;1;1;0;0;0;0;4;0.4;0;0;0;1;0;1;2;0;0;0;0;0;1;3;0;3;1;0;0;0;0;3;0.3
376;Vrouwen;20 tot 30 jaar;2004;99;10.1;31;3.2;28;3.0;0.0;0.0;10;3;5;3;9;0;1;17;1;3;4;6;12;1.2;2;0;4;5;0;0;1;0;3;0;0;0;5;4;7;2;0;3;0;0;34;3.5;0;7;1;2;24;0;0;0;1;0;1;2;2;5;2;3;8;2;6;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.4;0;0;0;3;0;1;8;2;3;0;1;1;1;7;1;9;2;1;1;1;0;8;0.8
377;Vrouwen;20 tot 30 jaar;2005;84;8.6;41;4.2;36;4.0;0.0;1.0;22;5;5;0;5;4;0;19;1;3;3;15;8;0.8;0;0;1;4;0;1;2;1;1;0;0;0;0;6;3;0;1;1;2;1;24;2.5;1;6;0;0;17;0;0;0;0;0;0;1;2;6;1;6;1;0;6;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.7;0;0;0;0;0;1;4;2;2;0;0;0;2;3;0;5;1;0;0;0;1;4;0.4
378;Vrouwen;20 tot 30 jaar;2006;71;7.3;44;4.5;40;4.0;0.0;0.0;20;4;8;2;8;2;0;23;1;6;2;12;6;0.6;0;0;0;4;0;1;1;0;1;1;0;1;1;2;3;1;0;2;0;0;12;1.2;0;1;0;2;9;0;0;0;0;1;2;0;1;3;0;0;2;2;1;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.5;0;0;0;1;0;0;3;1;2;0;0;0;0;2;1;3;0;0;0;1;1;4;0.4
