ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
8643;Bebouwde kom Enumatil;Leek                          ;Buurt   ;BU00220700;1.0;265;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;11.0;4.0;0.0;4.0;4.0
8644;Buitengebied Enumatil;Leek                          ;Buurt   ;BU00220709;1.0;55;;;;;;;;;;;;;;;;;;;;;;;;;
8645;Leerdam;Leerdam                       ;Gemeente;GM0545    ;;21030;474.0;302.0;219.0;29.0;9.0;54.0;5.0;51.0;28.0;43.0;83.0;108.0;96.0;47.0;49.0;12.0;64.0;24.0;27.0;13.0;23.0;14.0;2.0;5.0;3.0
8646;Wijk 00 Leerdam;Leerdam                       ;Wijk    ;WK054500  ;1.0;21030;474.0;302.0;219.0;29.0;9.0;54.0;5.0;51.0;28.0;43.0;83.0;108.0;96.0;47.0;49.0;12.0;64.0;24.0;27.0;13.0;23.0;14.0;2.0;5.0;3.0
8647;Leerdam-Centrum;Leerdam                       ;Buurt   ;BU05450001;1.0;2115;92.0;56.0;48.0;13.0;2.0;6.0;5.0;3.0;8.0;11.0;8.0;26.0;21.0;12.0;9.0;5.0;10.0;6.0;3.0;1.0;43.0;26.0;1.0;10.0;5.0
8648;Leerdam-West;Leerdam                       ;Buurt   ;BU05450002;1.0;6270;146.0;81.0;52.0;4.0;4.0;10.0;0.0;12.0;9.0;13.0;29.0;36.0;31.0;18.0;13.0;5.0;29.0;9.0;18.0;2.0;23.0;13.0;2.0;5.0;5.0
8649;Leerdam-Oost;Leerdam                       ;Buurt   ;BU05450003;1.0;3060;48.0;34.0;26.0;2.0;0.0;11.0;0.0;5.0;2.0;6.0;8.0;7.0;7.0;3.0;4.0;0.0;7.0;2.0;3.0;2.0;16.0;11.0;2.0;2.0;2.0
8650;Leerdam-Noord;Leerdam                       ;Buurt   ;BU05450004;1.0;5855;128.0;82.0;64.0;8.0;2.0;18.0;0.0;24.0;3.0;9.0;18.0;33.0;32.0;13.0;19.0;1.0;13.0;5.0;3.0;5.0;22.0;14.0;4.0;5.0;2.0
8651;Verspreide huizen Leerdam;Leerdam                       ;Buurt   ;BU05450005;1.0;1020;28.0;22.0;13.0;1.0;0.0;2.0;0.0;3.0;5.0;2.0;9.0;3.0;3.0;1.0;2.0;0.0;3.0;1.0;0.0;2.0;27.0;22.0;3.0;3.0;3.0
8652;Kedichem;Leerdam                       ;Buurt   ;BU05450006;1.0;1070;15.0;14.0;9.0;0.0;1.0;5.0;0.0;1.0;0.0;2.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;13.0;1.0;0.0;0.0
8653;Schoonrewoerd;Leerdam                       ;Buurt   ;BU05450007;1.0;1620;17.0;13.0;7.0;1.0;0.0;2.0;0.0;3.0;1.0;0.0;6.0;2.0;2.0;0.0;2.0;0.0;2.0;1.0;0.0;1.0;10.0;8.0;2.0;1.0;1.0
8654;Leeuwarden;Leeuwarden                    ;Gemeente;GM0080    ;;122415;5806.0;4028.0;3238.0;691.0;174.0;196.0;55.0;658.0;687.0;777.0;790.0;969.0;641.0;252.0;389.0;328.0;809.0;417.0;217.0;175.0;47.0;33.0;5.0;5.0;7.0
8655;Binnenstad;Leeuwarden                    ;Wijk    ;WK008010  ;1.0;5265;1239.0;796.0;684.0;222.0;31.0;19.0;29.0;35.0;208.0;140.0;112.0;254.0;74.0;14.0;60.0;180.0;189.0;127.0;31.0;31.0;235.0;151.0;7.0;14.0;36.0
8656;De Waag;Leeuwarden                    ;Buurt   ;BU00801001;1.0;1035;244.0;175.0;148.0;38.0;3.0;3.0;4.0;7.0;71.0;22.0;27.0;36.0;11.0;4.0;7.0;25.0;33.0;18.0;4.0;11.0;236.0;169.0;7.0;11.0;32.0
8657;Nieuwestad;Leeuwarden                    ;Buurt   ;BU00801002;1.0;310;286.0;147.0;111.0;25.0;2.0;0.0;12.0;0.0;33.0;39.0;36.0;64.0;6.0;0.0;6.0;58.0;75.0;65.0;5.0;5.0;923.0;474.0;0.0;19.0;242.0
8658;Oldehove;Leeuwarden                    ;Buurt   ;BU00801003;1.0;500;86.0;60.0;51.0;13.0;7.0;8.0;2.0;2.0;5.0;14.0;9.0;17.0;11.0;3.0;8.0;6.0;9.0;6.0;3.0;0.0;172.0;120.0;4.0;22.0;18.0
8659;Grote Kerkbuurt;Leeuwarden                    ;Buurt   ;BU00801004;1.0;1245;97.0;71.0;60.0;21.0;3.0;2.0;2.0;15.0;10.0;7.0;11.0;16.0;10.0;1.0;9.0;6.0;10.0;6.0;3.0;1.0;78.0;57.0;12.0;8.0;8.0
8660;Hoek;Leeuwarden                    ;Buurt   ;BU00801005;1.0;1040;206.0;121.0;106.0;23.0;5.0;0.0;1.0;6.0;54.0;17.0;15.0;61.0;11.0;2.0;9.0;50.0;24.0;14.0;6.0;4.0;198.0;116.0;6.0;11.0;23.0
8661;Blokhuisplein;Leeuwarden                    ;Buurt   ;BU00801006;1.0;445;61.0;41.0;35.0;13.0;2.0;3.0;1.0;2.0;7.0;7.0;6.0;13.0;5.0;0.0;5.0;8.0;7.0;4.0;2.0;1.0;137.0;92.0;4.0;11.0;16.0
8662;Zaailand;Leeuwarden                    ;Buurt   ;BU00801007;1.0;450;115.0;74.0;69.0;25.0;2.0;0.0;4.0;2.0;20.0;16.0;5.0;28.0;13.0;2.0;11.0;15.0;13.0;7.0;4.0;2.0;256.0;164.0;4.0;29.0;29.0
8663;Stationskwartier;Leeuwarden                    ;Buurt   ;BU00801008;1.0;235;144.0;107.0;104.0;64.0;7.0;3.0;3.0;1.0;8.0;18.0;3.0;19.0;7.0;2.0;5.0;12.0;18.0;7.0;4.0;7.0;613.0;455.0;4.0;30.0;77.0
8664;Potmargezone;Leeuwarden                    ;Wijk    ;WK008011  ;3.0;8485;646.0;411.0;345.0;107.0;19.0;13.0;3.0;48.0;72.0;83.0;66.0;92.0;64.0;26.0;38.0;28.0;143.0;52.0;34.0;57.0;76.0;48.0;6.0;8.0;17.0
8665;Tulpenburg;Leeuwarden                    ;Buurt   ;BU00801101;2.0;545;45.0;26.0;22.0;10.0;2.0;0.0;0.0;2.0;0.0;8.0;4.0;10.0;3.0;1.0;2.0;7.0;9.0;4.0;5.0;0.0;83.0;48.0;4.0;6.0;17.0
8666;Oranjewijk;Leeuwarden                    ;Buurt   ;BU00801102;2.0;1195;64.0;46.0;37.0;15.0;2.0;2.0;1.0;7.0;6.0;4.0;9.0;13.0;11.0;8.0;3.0;2.0;5.0;2.0;0.0;3.0;54.0;38.0;6.0;9.0;4.0
8667;Achter de Hoven;Leeuwarden                    ;Buurt   ;BU00801103;2.0;2390;116.0;71.0;55.0;23.0;6.0;0.0;0.0;8.0;1.0;17.0;16.0;24.0;21.0;11.0;10.0;3.0;21.0;11.0;9.0;1.0;49.0;30.0;3.0;9.0;9.0
8668;Schepenbuurt;Leeuwarden                    ;Buurt   ;BU00801104;2.0;920;37.0;26.0;21.0;6.0;3.0;1.0;0.0;3.0;2.0;6.0;5.0;3.0;2.0;0.0;2.0;1.0;8.0;5.0;1.0;2.0;40.0;28.0;3.0;2.0;9.0
8669;Wielenpôlle;Leeuwarden                    ;Buurt   ;BU00801105;2.0;785;155.0;58.0;45.0;5.0;1.0;3.0;2.0;5.0;14.0;15.0;13.0;24.0;15.0;3.0;12.0;9.0;73.0;17.0;13.0;43.0;197.0;74.0;6.0;19.0;93.0
8670;Huizum-Dorp;Leeuwarden                    ;Buurt   ;BU00801106;2.0;1085;27.0;23.0;17.0;2.0;1.0;0.0;0.0;7.0;4.0;3.0;6.0;2.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;25.0;21.0;6.0;1.0;2.0
8671;Huizum-Sixma;Leeuwarden                    ;Buurt   ;BU00801107;2.0;120;91.0;81.0;80.0;27.0;3.0;3.0;0.0;2.0;35.0;10.0;1.0;3.0;3.0;1.0;2.0;0.0;7.0;4.0;3.0;0.0;758.0;675.0;17.0;25.0;58.0
8672;Huizum-Bornia;Leeuwarden                    ;Buurt   ;BU00801108;2.0;1220;74.0;54.0;47.0;10.0;1.0;3.0;0.0;11.0;8.0;14.0;7.0;7.0;5.0;1.0;4.0;2.0;13.0;5.0;2.0;6.0;61.0;44.0;9.0;4.0;11.0
8673;Huizum-Badweg;Leeuwarden                    ;Buurt   ;BU00801109;2.0;225;37.0;26.0;21.0;9.0;0.0;1.0;0.0;3.0;2.0;6.0;5.0;6.0;3.0;0.0;3.0;3.0;5.0;4.0;0.0;1.0;164.0;116.0;13.0;13.0;22.0
8674;Oud-Oost;Leeuwarden                    ;Wijk    ;WK008020  ;3.0;12195;882.0;615.0;551.0;121.0;24.0;30.0;5.0;126.0;119.0;126.0;64.0;153.0;107.0;39.0;68.0;46.0;114.0;58.0;39.0;17.0;72.0;50.0;10.0;9.0;9.0
8675;Oldegalieën;Leeuwarden                    ;Buurt   ;BU00802001;2.0;1820;109.0;71.0;65.0;23.0;2.0;2.0;1.0;21.0;3.0;13.0;6.0;20.0;15.0;7.0;8.0;5.0;18.0;11.0;5.0;2.0;60.0;39.0;12.0;8.0;10.0
8676;Bloemenbuurt;Leeuwarden                    ;Buurt   ;BU00802002;2.0;1395;68.0;45.0;36.0;3.0;3.0;1.0;0.0;17.0;1.0;11.0;9.0;12.0;8.0;0.0;8.0;4.0;11.0;8.0;2.0;1.0;49.0;32.0;12.0;6.0;8.0
8677;Cambuursterpad;Leeuwarden                    ;Buurt   ;BU00802003;2.0;2055;112.0;73.0;63.0;14.0;2.0;3.0;0.0;14.0;1.0;29.0;10.0;28.0;24.0;13.0;11.0;4.0;11.0;7.0;4.0;0.0;55.0;36.0;7.0;12.0;5.0
8678;Zamenhofpark;Leeuwarden                    ;Buurt   ;BU00802004;2.0;1590;83.0;60.0;49.0;8.0;6.0;4.0;1.0;17.0;5.0;8.0;11.0;12.0;10.0;3.0;7.0;2.0;11.0;2.0;7.0;2.0;52.0;38.0;11.0;6.0;7.0
8679;Cambuur;Leeuwarden                    ;Buurt   ;BU00802005;2.0;580;157.0;119.0;118.0;15.0;0.0;3.0;0.0;8.0;85.0;7.0;1.0;22.0;6.0;1.0;5.0;16.0;16.0;10.0;2.0;4.0;271.0;205.0;14.0;10.0;28.0
8680;Zeeheldenbuurt;Leeuwarden                    ;Buurt   ;BU00802006;2.0;755;64.0;43.0;39.0;7.0;2.0;3.0;2.0;4.0;13.0;8.0;4.0;13.0;10.0;2.0;8.0;3.0;8.0;2.0;5.0;1.0;85.0;57.0;5.0;13.0;11.0
8681;Indische buurt;Leeuwarden                    ;Buurt   ;BU00802007;2.0;1130;74.0;51.0;48.0;11.0;1.0;1.0;0.0;11.0;2.0;22.0;3.0;12.0;12.0;6.0;6.0;0.0;11.0;3.0;3.0;5.0;65.0;45.0;10.0;11.0;10.0
8682;Molenpad;Leeuwarden                    ;Buurt   ;BU00802008;2.0;1275;87.0;62.0;55.0;14.0;5.0;2.0;1.0;9.0;6.0;18.0;7.0;14.0;9.0;5.0;4.0;5.0;11.0;7.0;3.0;1.0;68.0;49.0;7.0;7.0;9.0
8683;Welgelegen;Leeuwarden                    ;Buurt   ;BU00802009;2.0;1580;128.0;91.0;78.0;26.0;3.0;11.0;0.0;25.0;3.0;10.0;13.0;20.0;13.0;2.0;11.0;7.0;17.0;8.0;8.0;1.0;81.0;58.0;16.0;8.0;11.0
8684;Sonnenborgh e.o.;Leeuwarden                    ;Wijk    ;WK008030  ;3.0;7870;357.0;252.0;209.0;46.0;23.0;16.0;2.0;65.0;25.0;32.0;43.0;63.0;52.0;16.0;36.0;11.0;42.0;19.0;13.0;10.0;45.0;32.0;8.0;7.0;5.0
8685;Transvaalwijk;Leeuwarden                    ;Buurt   ;BU00803001;2.0;1025;32.0;25.0;20.0;6.0;2.0;7.0;0.0;0.0;0.0;5.0;5.0;7.0;6.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;31.0;24.0;0.0;6.0;0.0
8686;Bonifatius;Leeuwarden                    ;Buurt   ;BU00803002;2.0;1355;34.0;22.0;15.0;0.0;2.0;2.0;0.0;8.0;1.0;2.0;7.0;10.0;6.0;2.0;4.0;4.0;2.0;0.0;2.0;0.0;25.0;16.0;6.0;4.0;1.0
8687;Rengerspark;Leeuwarden                    ;Buurt   ;BU00803003;2.0;825;55.0;43.0;39.0;17.0;4.0;1.0;1.0;6.0;3.0;7.0;4.0;3.0;2.0;1.0;1.0;1.0;9.0;6.0;2.0;1.0;67.0;52.0;7.0;2.0;11.0
8688;Vogelwijk;Leeuwarden                    ;Buurt   ;BU00803004;2.0;1505;54.0;44.0;37.0;5.0;3.0;0.0;0.0;14.0;9.0;6.0;7.0;6.0;5.0;3.0;2.0;1.0;4.0;2.0;2.0;0.0;36.0;29.0;9.0;3.0;3.0
8689;Sonnenborgh;Leeuwarden                    ;Buurt   ;BU00803005;2.0;1760;81.0;54.0;42.0;10.0;6.0;3.0;1.0;16.0;2.0;4.0;12.0;17.0;16.0;4.0;12.0;1.0;10.0;5.0;3.0;2.0;46.0;31.0;9.0;9.0;6.0
8690;Valeriuskwartier;Leeuwarden                    ;Buurt   ;BU00803006;2.0;1340;91.0;58.0;50.0;7.0;6.0;3.0;0.0;19.0;9.0;6.0;8.0;18.0;15.0;4.0;11.0;3.0;15.0;5.0;3.0;7.0;68.0;43.0;14.0;11.0;11.0
8691;Magere Weide;Leeuwarden                    ;Buurt   ;BU00803007;2.0;50;10.0;6.0;6.0;1.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;2.0;2.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;200.0;120.0;40.0;40.0;40.0
8692;Westeinde e.o.;Leeuwarden                    ;Wijk    ;WK008031  ;3.0;3930;78.0;56.0;41.0;3.0;0.0;2.0;0.0;16.0;7.0;13.0;15.0;13.0;12.0;6.0;6.0;1.0;9.0;5.0;1.0;3.0;20.0;14.0;4.0;3.0;2.0
8693;Westeinde;Leeuwarden                    ;Buurt   ;BU00803101;2.0;3885;76.0;55.0;40.0;2.0;0.0;2.0;0.0;16.0;7.0;13.0;15.0;13.0;12.0;6.0;6.0;1.0;8.0;5.0;0.0;3.0;20.0;14.0;4.0;3.0;2.0
8694;Buitengebied Noordwest;Leeuwarden                    ;Buurt   ;BU00803102;2.0;45;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;
8695;Vossepark & Helicon;Leeuwarden                    ;Wijk    ;WK008032  ;2.0;4240;294.0;224.0;83.0;14.0;5.0;13.0;0.0;19.0;6.0;26.0;141.0;56.0;50.0;38.0;12.0;6.0;14.0;4.0;5.0;5.0;69.0;53.0;4.0;12.0;3.0
8696;Vossepark;Leeuwarden                    ;Buurt   ;BU00803201;2.0;3665;128.0;72.0;58.0;11.0;5.0;11.0;0.0;10.0;6.0;15.0;14.0;44.0;40.0;33.0;7.0;4.0;12.0;4.0;4.0;4.0;35.0;20.0;3.0;11.0;3.0
8697;Helicon;Leeuwarden                    ;Buurt   ;BU00803202;2.0;475;29.0;20.0;20.0;2.0;0.0;0.0;0.0;9.0;0.0;9.0;0.0;8.0;7.0;5.0;2.0;1.0;1.0;0.0;0.0;1.0;61.0;42.0;19.0;15.0;2.0
8698;Harlingervaart Noord;Leeuwarden                    ;Buurt   ;BU00803203;2.0;95;137.0;132.0;5.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;127.0;4.0;3.0;0.0;3.0;1.0;1.0;0.0;1.0;0.0;1442.0;1389.0;0.0;32.0;11.0
8699;Huizum-West;Leeuwarden                    ;Wijk    ;WK008040  ;2.0;6570;271.0;201.0;171.0;45.0;9.0;10.0;3.0;31.0;32.0;41.0;30.0;43.0;35.0;21.0;14.0;8.0;27.0;20.0;5.0;2.0;41.0;31.0;5.0;5.0;4.0
8700;Hollanderwijk;Leeuwarden                    ;Buurt   ;BU00804001;2.0;1805;136.0;104.0;95.0;33.0;3.0;4.0;1.0;8.0;24.0;22.0;9.0;22.0;16.0;8.0;8.0;6.0;10.0;7.0;3.0;0.0;75.0;58.0;4.0;9.0;6.0
8701;Gerard Dou;Leeuwarden                    ;Buurt   ;BU00804002;2.0;1360;36.0;25.0;18.0;4.0;2.0;2.0;0.0;3.0;0.0;7.0;7.0;7.0;6.0;3.0;3.0;1.0;4.0;4.0;0.0;0.0;26.0;18.0;2.0;4.0;3.0
8702;Julianapark;Leeuwarden                    ;Buurt   ;BU00804003;2.0;1615;22.0;17.0;15.0;0.0;1.0;1.0;0.0;7.0;2.0;4.0;2.0;3.0;3.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;14.0;11.0;4.0;2.0;1.0
8703;Jan van Scorelbuurt;Leeuwarden                    ;Buurt   ;BU00804004;2.0;1785;77.0;55.0;43.0;8.0;3.0;3.0;2.0;13.0;6.0;8.0;12.0;11.0;10.0;8.0;2.0;1.0;11.0;7.0;2.0;2.0;43.0;31.0;7.0;6.0;6.0
8704;Nijlân & De Zwette;Leeuwarden                    ;Wijk    ;WK008041  ;3.0;3885;206.0;139.0;122.0;14.0;5.0;8.0;1.0;22.0;37.0;35.0;17.0;36.0;31.0;15.0;16.0;5.0;31.0;14.0;8.0;9.0;53.0;36.0;6.0;8.0;8.0
8705;Nijlân;Leeuwarden                    ;Buurt   ;BU00804101;2.0;3785;131.0;82.0;68.0;12.0;3.0;5.0;0.0;21.0;14.0;13.0;14.0;26.0;23.0;11.0;12.0;3.0;23.0;9.0;7.0;7.0;35.0;22.0;6.0;6.0;6.0
8706;De Zwette I Harlingervaart;Leeuwarden                    ;Buurt   ;BU00804102;2.0;40;37.0;29.0;28.0;2.0;1.0;2.0;1.0;1.0;12.0;9.0;1.0;6.0;5.0;3.0;2.0;1.0;2.0;2.0;0.0;0.0;;;;;
8707;De Zwette II Zwettehaven;Leeuwarden                    ;Buurt   ;BU00804103;2.0;5;11.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;2.0;2.0;1.0;1.0;0.0;3.0;2.0;0.0;1.0;;;;;
8708;De Zwette III Schenkenschans;Leeuwarden                    ;Buurt   ;BU00804104;2.0;0;12.0;11.0;10.0;0.0;1.0;0.0;0.0;0.0;5.0;4.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
8709;De Zwette IV Businesspark;Leeuwarden                    ;Buurt   ;BU00804105;2.0;15;11.0;8.0;8.0;0.0;0.0;1.0;0.0;0.0;3.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;;;;;
8710;De Zwette V Newton;Leeuwarden                    ;Buurt   ;BU00804106;2.0;0;4.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;
8711;De Zwette VI Deinumerpolder;Leeuwarden                    ;Buurt   ;BU00804107;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
8712;EnergieCampus Sylsterrak;Leeuwarden                    ;Buurt   ;BU00804108;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
8713;Buitengebied De Zwette;Leeuwarden                    ;Buurt   ;BU00804109;3.0;25;;;;;;;;;;;;;;;;;;;;;;;;;
8714;Buitengebied West;Leeuwarden                    ;Buurt   ;BU00804110;2.0;5;;;;;;;;;;;;;;;;;;;;;;;;;
8715;Heechterp & Schieringen;Leeuwarden                    ;Wijk    ;WK008050  ;3.0;3660;301.0;212.0;187.0;32.0;16.0;7.0;3.0;37.0;48.0;44.0;25.0;41.0;36.0;12.0;24.0;5.0;48.0;24.0;21.0;3.0;82.0;58.0;10.0;10.0;13.0
8716;Heechterp;Leeuwarden                    ;Buurt   ;BU00805001;2.0;1825;125.0;84.0;72.0;13.0;10.0;4.0;1.0;15.0;11.0;18.0;12.0;18.0;14.0;7.0;7.0;4.0;23.0;11.0;11.0;1.0;68.0;46.0;8.0;8.0;13.0
8717;Schieringen;Leeuwarden                    ;Buurt   ;BU00805002;2.0;1830;116.0;73.0;61.0;13.0;5.0;3.0;0.0;22.0;1.0;17.0;12.0;19.0;18.0;3.0;15.0;1.0;24.0;13.0;9.0;2.0;63.0;40.0;12.0;10.0;13.0
8718;De Centrale;Leeuwarden                    ;Buurt   ;BU00805003;2.0;5;60.0;55.0;54.0;6.0;1.0;0.0;2.0;0.0;36.0;9.0;1.0;4.0;4.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;;;;;
8719;Camminghaburen e.o.;Leeuwarden                    ;Wijk    ;WK008051  ;3.0;10710;310.0;229.0;194.0;20.0;5.0;9.0;5.0;90.0;18.0;47.0;35.0;41.0;35.0;18.0;17.0;6.0;40.0;20.0;12.0;8.0;29.0;21.0;8.0;3.0;4.0
8720;Camminghaburen-Noord;Leeuwarden                    ;Buurt   ;BU00805101;2.0;4125;125.0;86.0;69.0;6.0;2.0;4.0;1.0;38.0;1.0;17.0;17.0;16.0;14.0;8.0;6.0;2.0;23.0;15.0;3.0;5.0;30.0;21.0;9.0;3.0;6.0
8721;Camminghaburen-Midden;Leeuwarden                    ;Buurt   ;BU00805102;2.0;3760;89.0;67.0;58.0;4.0;1.0;1.0;1.0;28.0;13.0;10.0;9.0;12.0;11.0;6.0;5.0;1.0;10.0;5.0;4.0;1.0;24.0;18.0;7.0;3.0;3.0
8722;Camminghaburen-Zuid;Leeuwarden                    ;Buurt   ;BU00805103;2.0;2700;57.0;52.0;44.0;8.0;1.0;1.0;0.0;23.0;3.0;8.0;8.0;5.0;4.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;21.0;19.0;9.0;1.0;0.0
8723;Grote Wielen;Leeuwarden                    ;Buurt   ;BU00805104;2.0;0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;
8724;De Groene Ster;Leeuwarden                    ;Buurt   ;BU00805105;2.0;115;37.0;23.0;22.0;1.0;1.0;3.0;3.0;1.0;1.0;12.0;1.0;7.0;6.0;3.0;3.0;1.0;7.0;0.0;5.0;2.0;322.0;200.0;9.0;52.0;61.0
8725;Bilgaard & Havankpark e.o.;Leeuwarden                    ;Wijk    ;WK008060  ;2.0;6845;247.0;180.0;149.0;18.0;12.0;10.0;1.0;40.0;34.0;34.0;31.0;39.0;35.0;10.0;25.0;4.0;28.0;13.0;4.0;11.0;36.0;26.0;6.0;5.0;4.0
8726;Bilgaard;Leeuwarden                    ;Buurt   ;BU00806001;2.0;6235;235.0;172.0;143.0;18.0;12.0;10.0;1.0;36.0;33.0;33.0;29.0;38.0;34.0;10.0;24.0;4.0;25.0;12.0;3.0;10.0;38.0;28.0;6.0;5.0;4.0
8727;Havankpark;Leeuwarden                    ;Buurt   ;BU00806002;2.0;395;4.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0;8.0;5.0;0.0;3.0
8728;Vierhuisterweg e.o.;Leeuwarden                    ;Buurt   ;BU00806003;2.0;215;8.0;5.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;37.0;23.0;9.0;5.0;9.0
8729;Vrijheidswijk;Leeuwarden                    ;Wijk    ;WK008061  ;2.0;3440;155.0;117.0;104.0;17.0;9.0;4.0;0.0;14.0;25.0;35.0;13.0;17.0;12.0;3.0;9.0;5.0;21.0;12.0;9.0;0.0;45.0;34.0;4.0;3.0;6.0
8730;Vrijheidswijk-West;Leeuwarden                    ;Buurt   ;BU00806101;2.0;2125;118.0;84.0;76.0;12.0;7.0;1.0;0.0;9.0;24.0;23.0;8.0;14.0;10.0;3.0;7.0;4.0;20.0;11.0;9.0;0.0;56.0;40.0;4.0;5.0;9.0
8731;Vrijheidswijk-Oost;Leeuwarden                    ;Buurt   ;BU00806102;2.0;1320;37.0;33.0;28.0;5.0;2.0;3.0;0.0;5.0;1.0;12.0;5.0;3.0;2.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;28.0;25.0;4.0;2.0;1.0
8732;Dokkumer Ie e.o.;Leeuwarden                    ;Wijk    ;WK008062  ;3.0;2945;48.0;42.0;33.0;0.0;2.0;2.0;0.0;18.0;3.0;8.0;9.0;5.0;5.0;1.0;4.0;0.0;1.0;1.0;0.0;0.0;16.0;14.0;6.0;2.0;0.0
8733;Lekkum;Leeuwarden                    ;Buurt   ;BU00806201;2.0;380;6.0;5.0;4.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;16.0;13.0;5.0;3.0;0.0
8734;Snakkerburen;Leeuwarden                    ;Buurt   ;BU00806202;2.0;215;6.0;6.0;6.0;0.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;19.0;0.0;0.0
8735;Buitengebied Lekkum en Miedum;Leeuwarden                    ;Buurt   ;BU00806203;2.0;55;3.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;55.0;18.0;0.0;0.0
8736;Blitsaerd;Leeuwarden                    ;Buurt   ;BU00806204;2.0;590;11.0;10.0;6.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;17.0;3.0;2.0;0.0
8737;Jelsum;Leeuwarden                    ;Buurt   ;BU00806205;2.0;195;3.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;10.0;0.0;0.0
8738;Buitengebied Jelsum;Leeuwarden                    ;Buurt   ;BU00806206;2.0;125;6.0;6.0;5.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;48.0;24.0;0.0;0.0
8739;Koarnjum;Leeuwarden                    ;Buurt   ;BU00806207;2.0;365;6.0;6.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;16.0;5.0;0.0;0.0
