ID;SoortGezin;Regio;Gezinnen_1
794;Totaal gezinnen zonder echtpaar;Gelderland, gem. 501 - 1000 inw.;0
795;Totaal gezinnen zonder echtpaar;Gelderland, gem. 500 en minder inw.;0
796;Totaal gezinnen zonder echtpaar;Utrecht, gem. 100001 en meer inw.;15
797;Totaal gezinnen zonder echtpaar;Utrecht;15
798;Totaal gezinnen zonder echtpaar;Utrecht, gem. 20001 - 50000 inw.;9
799;Totaal gezinnen zonder echtpaar;Amersfoort;9
800;Totaal gezinnen zonder echtpaar;Zeist;0
801;Totaal gezinnen zonder echtpaar;Utrecht, gem. 10001 - 20000 inw.;1
802;Totaal gezinnen zonder echtpaar;Utrecht, gem. 5001 - 10000 inw.;0
803;Totaal gezinnen zonder echtpaar;Utrecht, gem. 2001 - 5000 inw.;12
804;Totaal gezinnen zonder echtpaar;Utrecht, gem. 1001 - 2000 inw.;1
805;Totaal gezinnen zonder echtpaar;Utrecht, gem. 501 - 1000 inw.;0
806;Totaal gezinnen zonder echtpaar;Utrecht, gem. 500 en minder inw.;0
807;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 100001 en meer inw.;162
808;Totaal gezinnen zonder echtpaar;Amsterdam;145
809;Totaal gezinnen zonder echtpaar;Haarlem;17
810;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 50001 - 100000 inw.;2
811;Totaal gezinnen zonder echtpaar;Hilversum;2
812;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 20001 - 50000 inw.;20
813;Totaal gezinnen zonder echtpaar;Alkmaar;4
814;Totaal gezinnen zonder echtpaar;Bussum;4
815;Totaal gezinnen zonder echtpaar;Haarlemmermeer;0
816;Totaal gezinnen zonder echtpaar;Helder (Den);3
817;Totaal gezinnen zonder echtpaar;Velsen;3
818;Totaal gezinnen zonder echtpaar;Zaandam;6
819;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 10001 - 20000 inw.;1
820;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 5001 - 10000 inw.;7
821;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 2001 - 5000 inw.;6
822;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 1001 - 2000 inw.;2
823;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 501 - 1000 inw.;1
824;Totaal gezinnen zonder echtpaar;Noord-Holland, gem. 500 en minder inw.;0
825;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 100001 en meer inw.;228
826;Totaal gezinnen zonder echtpaar;'s-Gravenhage;22
827;Totaal gezinnen zonder echtpaar;Rotterdam;206
828;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 50001 - 100000 inw.;29
829;Totaal gezinnen zonder echtpaar;Delft;2
830;Totaal gezinnen zonder echtpaar;Dordrecht;19
831;Totaal gezinnen zonder echtpaar;Leiden;6
832;Totaal gezinnen zonder echtpaar;Schiedam;2
833;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 20001 - 50000 inw.;7
834;Totaal gezinnen zonder echtpaar;Gouda;6
835;Totaal gezinnen zonder echtpaar;Vlaardingen;1
836;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 10001 - 20000 inw.;19
837;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 5001 - 10000 inw.;14
838;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 2001 - 5000 inw.;24
839;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 1001 - 2000 inw.;10
840;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 501 - 1000 inw.;3
841;Totaal gezinnen zonder echtpaar;Zuid-Holland, gem. 500 en minder inw.;1
842;Totaal gezinnen zonder echtpaar;Zeeland, gem. 20001 - 50000 inw.;0
843;Totaal gezinnen zonder echtpaar;Vlissingen;0
844;Totaal gezinnen zonder echtpaar;Zeeland, gem. 10001 - 20000 inw.;7
845;Totaal gezinnen zonder echtpaar;Zeeland, gem. 5001 - 10000 inw.;2
846;Totaal gezinnen zonder echtpaar;Zeeland, gem. 2001 - 5000 inw.;15
847;Totaal gezinnen zonder echtpaar;Zeeland, gem. 1001 - 2000 inw.;7
848;Totaal gezinnen zonder echtpaar;Zeeland, gem. 501 - 1000 inw.;1
849;Totaal gezinnen zonder echtpaar;Zeeland, gem. 500 en minder inw.;0
850;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 50001 - 100000 inw.;9
851;Totaal gezinnen zonder echtpaar;Eindhoven;7
852;Totaal gezinnen zonder echtpaar;Tilburg;2
853;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 20001 - 50000 inw.;27
854;Totaal gezinnen zonder echtpaar;Bergen op Zoom;3
855;Totaal gezinnen zonder echtpaar;Breda;6
856;Totaal gezinnen zonder echtpaar;Helmond;3
857;Totaal gezinnen zonder echtpaar;'s-Hertogenbosch;8
858;Totaal gezinnen zonder echtpaar;Roosendaal en Nispen;7
859;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 10001 - 20000 inw.;6
860;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 5001 - 10000 inw.;18
861;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 2001 - 5000 inw.;42
862;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 1001 - 2000 inw.;24
863;Totaal gezinnen zonder echtpaar;Noord-Brabant, gem. 501 - 1000 inw.;0
864;Totaal gezinnen zonder echtpaar;Limburg, gem. 50001 - 100000 inw.;3
865;Totaal gezinnen zonder echtpaar;Maastricht;3
866;Totaal gezinnen zonder echtpaar;Limburg, gem. 20001 - 50000 inw.;20
867;Totaal gezinnen zonder echtpaar;Heerlen;13
868;Totaal gezinnen zonder echtpaar;Kerkrade;0
869;Totaal gezinnen zonder echtpaar;Venlo;7
870;Totaal gezinnen zonder echtpaar;Limburg, gem. 10001 - 20000 inw.;19
871;Totaal gezinnen zonder echtpaar;Limburg, gem. 5001 - 10000 inw.;0
872;Totaal gezinnen zonder echtpaar;Limburg, gem. 2001 - 5000 inw.;0
873;Totaal gezinnen zonder echtpaar;Limburg, gem. 1001 - 2000 inw.;4
874;Totaal gezinnen zonder echtpaar;Limburg, gem. 501 - 1000 inw.;0
875;Totaal gezinnen zonder echtpaar;Limburg, gem. 500 en minder inw.;0
876;Gezinshoofd met eigen kinderen;Nederland;646
877;Gezinshoofd met eigen kinderen;Groningen (provincie);96
878;Gezinshoofd met eigen kinderen;Friesland;86
879;Gezinshoofd met eigen kinderen;Drenthe;38
880;Gezinshoofd met eigen kinderen;Overijssel;51
881;Gezinshoofd met eigen kinderen;Gelderland;50
882;Gezinshoofd met eigen kinderen;Utrecht (provincie);13
883;Gezinshoofd met eigen kinderen;Noord-Holland;66
884;Gezinshoofd met eigen kinderen;Zuid-Holland;155
885;Gezinshoofd met eigen kinderen;Zeeland;15
886;Gezinshoofd met eigen kinderen;Noord-Brabant;53
887;Gezinshoofd met eigen kinderen;Limburg;23
888;Gezinshoofd met eigen kinderen;Gemeenten met meer dan 100000 inwoners;203
889;Gezinshoofd met eigen kinderen;Gemeenten met 50001 - 100000 inwoners;32
890;Gezinshoofd met eigen kinderen;Gemeenten met 20001 - 50000 inwoners;86
891;Gezinshoofd met eigen kinderen;Gemeenten met 10001 - 20000 inwoners;128
892;Gezinshoofd met eigen kinderen;Gemeenten met 5001 - 10000 inwoners;92
893;Gezinshoofd met eigen kinderen;Gemeenten met 2001 - 5000 inwoners;81
894;Gezinshoofd met eigen kinderen;Gemeenten met 1001 - 2000 inwoners;18
895;Gezinshoofd met eigen kinderen;Gemeenten met 501 - 1000 inwoners;5
896;Gezinshoofd met eigen kinderen;Gemeenten met 500 of minder inwoners;1
897;Gezinshoofd met eigen kinderen;Groningen, gem. 100001 en meer inw.;45
898;Gezinshoofd met eigen kinderen;Groningen;45
899;Gezinshoofd met eigen kinderen;Groningen, gem. 10001 - 20000 inw.;29
900;Gezinshoofd met eigen kinderen;Groningen, gem. 5001 - 10000 inw.;10
901;Gezinshoofd met eigen kinderen;Groningen, gem. 2001 - 5000 inw.;11
902;Gezinshoofd met eigen kinderen;Groningen, gem. 1001 - 2000 inw.;1
903;Gezinshoofd met eigen kinderen;Friesland, gem. 20001 - 50000 inw.;20
904;Gezinshoofd met eigen kinderen;Leeuwarden;20
905;Gezinshoofd met eigen kinderen;Friesland, gem. 10001 - 20000 inw.;36
906;Gezinshoofd met eigen kinderen;Friesland, gem. 5001 - 10000 inw.;29
907;Gezinshoofd met eigen kinderen;Friesland, gem. 2001 - 5000 inw.;1
908;Gezinshoofd met eigen kinderen;Friesland, gem. 1001 - 2000 inw.;0
909;Gezinshoofd met eigen kinderen;Friesland, gem. 501 - 1000 inw.;0
910;Gezinshoofd met eigen kinderen;Drenthe, gem. 20001 - 50000 inw.;5
911;Gezinshoofd met eigen kinderen;Emmen;5
912;Gezinshoofd met eigen kinderen;Drenthe, gem. 10001 - 20000 inw.;26
913;Gezinshoofd met eigen kinderen;Drenthe, gem. 5001 - 10000 inw.;5
914;Gezinshoofd met eigen kinderen;Drenthe, gem. 2001 - 5000 inw.;2
915;Gezinshoofd met eigen kinderen;Drenthe, gem. 1001 - 2000 inw.;0
916;Gezinshoofd met eigen kinderen;Overijssel, gem. 50001 - 100000 inw.;5
917;Gezinshoofd met eigen kinderen;Enschede;5
918;Gezinshoofd met eigen kinderen;Overijssel, gem. 20001 - 50000 inw.;27
919;Gezinshoofd met eigen kinderen;Almelo;0
920;Gezinshoofd met eigen kinderen;Deventer;7
921;Gezinshoofd met eigen kinderen;Hengelo (O.);3
922;Gezinshoofd met eigen kinderen;Lonneker;0
923;Gezinshoofd met eigen kinderen;Zwolle;17
924;Gezinshoofd met eigen kinderen;Overijssel, gem. 10001 - 20000 inw.;4
925;Gezinshoofd met eigen kinderen;Overijssel, gem. 5001 - 10000 inw.;4
926;Gezinshoofd met eigen kinderen;Overijssel, gem. 2001 - 5000 inw.;7
927;Gezinshoofd met eigen kinderen;Overijssel, gem. 1001 - 2000 inw.;1
928;Gezinshoofd met eigen kinderen;Overijssel, gem. 501 - 1000 inw.;3
929;Gezinshoofd met eigen kinderen;Gelderland, gem. 50001 - 100000 inw.;8
930;Gezinshoofd met eigen kinderen;Apeldoorn;1
931;Gezinshoofd met eigen kinderen;Arnhem;5
932;Gezinshoofd met eigen kinderen;Nijmegen;2
933;Gezinshoofd met eigen kinderen;Gelderland, gem. 20001 - 50000 inw.;0
934;Gezinshoofd met eigen kinderen;Ede;0
935;Gezinshoofd met eigen kinderen;Rheden;0
936;Gezinshoofd met eigen kinderen;Gelderland, gem. 10001 - 20000 inw.;7
937;Gezinshoofd met eigen kinderen;Gelderland, gem. 5001 - 10000 inw.;17
938;Gezinshoofd met eigen kinderen;Gelderland, gem. 2001 - 5000 inw.;17
939;Gezinshoofd met eigen kinderen;Gelderland, gem. 1001 - 2000 inw.;1
940;Gezinshoofd met eigen kinderen;Gelderland, gem. 501 - 1000 inw.;0
941;Gezinshoofd met eigen kinderen;Gelderland, gem. 500 en minder inw.;0
942;Gezinshoofd met eigen kinderen;Utrecht, gem. 100001 en meer inw.;5
943;Gezinshoofd met eigen kinderen;Utrecht;5
944;Gezinshoofd met eigen kinderen;Utrecht, gem. 20001 - 50000 inw.;1
945;Gezinshoofd met eigen kinderen;Amersfoort;1
946;Gezinshoofd met eigen kinderen;Zeist;0
947;Gezinshoofd met eigen kinderen;Utrecht, gem. 10001 - 20000 inw.;0
948;Gezinshoofd met eigen kinderen;Utrecht, gem. 5001 - 10000 inw.;0
949;Gezinshoofd met eigen kinderen;Utrecht, gem. 2001 - 5000 inw.;6
950;Gezinshoofd met eigen kinderen;Utrecht, gem. 1001 - 2000 inw.;1
951;Gezinshoofd met eigen kinderen;Utrecht, gem. 501 - 1000 inw.;0
952;Gezinshoofd met eigen kinderen;Utrecht, gem. 500 en minder inw.;0
953;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 100001 en meer inw.;53
954;Gezinshoofd met eigen kinderen;Amsterdam;50
955;Gezinshoofd met eigen kinderen;Haarlem;3
956;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 50001 - 100000 inw.;0
957;Gezinshoofd met eigen kinderen;Hilversum;0
958;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 20001 - 50000 inw.;7
959;Gezinshoofd met eigen kinderen;Alkmaar;2
960;Gezinshoofd met eigen kinderen;Bussum;0
961;Gezinshoofd met eigen kinderen;Haarlemmermeer;0
962;Gezinshoofd met eigen kinderen;Helder (Den);1
963;Gezinshoofd met eigen kinderen;Velsen;1
964;Gezinshoofd met eigen kinderen;Zaandam;3
965;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
966;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 5001 - 10000 inw.;5
967;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 2001 - 5000 inw.;1
968;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
969;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
970;Gezinshoofd met eigen kinderen;Noord-Holland, gem. 500 en minder inw.;0
971;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 100001 en meer inw.;100
972;Gezinshoofd met eigen kinderen;'s-Gravenhage;7
973;Gezinshoofd met eigen kinderen;Rotterdam;93
974;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;15
975;Gezinshoofd met eigen kinderen;Delft;0
976;Gezinshoofd met eigen kinderen;Dordrecht;12
977;Gezinshoofd met eigen kinderen;Leiden;2
978;Gezinshoofd met eigen kinderen;Schiedam;1
979;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;3
980;Gezinshoofd met eigen kinderen;Gouda;2
981;Gezinshoofd met eigen kinderen;Vlaardingen;1
982;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;10
983;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;7
984;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;14
985;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;4
986;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 501 - 1000 inw.;1
987;Gezinshoofd met eigen kinderen;Zuid-Holland, gem. 500 en minder inw.;1
988;Gezinshoofd met eigen kinderen;Zeeland, gem. 20001 - 50000 inw.;0
989;Gezinshoofd met eigen kinderen;Vlissingen;0
990;Gezinshoofd met eigen kinderen;Zeeland, gem. 10001 - 20000 inw.;2
991;Gezinshoofd met eigen kinderen;Zeeland, gem. 5001 - 10000 inw.;2
992;Gezinshoofd met eigen kinderen;Zeeland, gem. 2001 - 5000 inw.;7
993;Gezinshoofd met eigen kinderen;Zeeland, gem. 1001 - 2000 inw.;3
994;Gezinshoofd met eigen kinderen;Zeeland, gem. 501 - 1000 inw.;1
995;Gezinshoofd met eigen kinderen;Zeeland, gem. 500 en minder inw.;0
996;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;3
997;Gezinshoofd met eigen kinderen;Eindhoven;2
998;Gezinshoofd met eigen kinderen;Tilburg;1
999;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;13
1000;Gezinshoofd met eigen kinderen;Bergen op Zoom;2
1001;Gezinshoofd met eigen kinderen;Breda;4
1002;Gezinshoofd met eigen kinderen;Helmond;1
1003;Gezinshoofd met eigen kinderen;'s-Hertogenbosch;6
1004;Gezinshoofd met eigen kinderen;Roosendaal en Nispen;0
1005;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;3
1006;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;13
1007;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;15
1008;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;6
1009;Gezinshoofd met eigen kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
1010;Gezinshoofd met eigen kinderen;Limburg, gem. 50001 - 100000 inw.;1
1011;Gezinshoofd met eigen kinderen;Maastricht;1
1012;Gezinshoofd met eigen kinderen;Limburg, gem. 20001 - 50000 inw.;10
1013;Gezinshoofd met eigen kinderen;Heerlen;7
1014;Gezinshoofd met eigen kinderen;Kerkrade;0
1015;Gezinshoofd met eigen kinderen;Venlo;3
1016;Gezinshoofd met eigen kinderen;Limburg, gem. 10001 - 20000 inw.;11
1017;Gezinshoofd met eigen kinderen;Limburg, gem. 5001 - 10000 inw.;0
1018;Gezinshoofd met eigen kinderen;Limburg, gem. 2001 - 5000 inw.;0
1019;Gezinshoofd met eigen kinderen;Limburg, gem. 1001 - 2000 inw.;1
1020;Gezinshoofd met eigen kinderen;Limburg, gem. 501 - 1000 inw.;0
1021;Gezinshoofd met eigen kinderen;Limburg, gem. 500 en minder inw.;0
1022;Gezinshoofd met andere personen;Nederland;720
1023;Gezinshoofd met andere personen;Groningen (provincie);89
1024;Gezinshoofd met andere personen;Friesland;91
1025;Gezinshoofd met andere personen;Drenthe;29
1026;Gezinshoofd met andere personen;Overijssel;57
1027;Gezinshoofd met andere personen;Gelderland;68
1028;Gezinshoofd met andere personen;Utrecht (provincie);20
1029;Gezinshoofd met andere personen;Noord-Holland;120
1030;Gezinshoofd met andere personen;Zuid-Holland;153
1031;Gezinshoofd met andere personen;Zeeland;14
1032;Gezinshoofd met andere personen;Noord-Brabant;62
1033;Gezinshoofd met andere personen;Limburg;17
1034;Gezinshoofd met andere personen;Gemeenten met meer dan 100000 inwoners;240
1035;Gezinshoofd met andere personen;Gemeenten met 50001 - 100000 inwoners;38
1036;Gezinshoofd met andere personen;Gemeenten met 20001 - 50000 inwoners;89
1037;Gezinshoofd met andere personen;Gemeenten met 10001 - 20000 inwoners;126
1038;Gezinshoofd met andere personen;Gemeenten met 5001 - 10000 inwoners;77
1039;Gezinshoofd met andere personen;Gemeenten met 2001 - 5000 inwoners;114
1040;Gezinshoofd met andere personen;Gemeenten met 1001 - 2000 inwoners;32
1041;Gezinshoofd met andere personen;Gemeenten met 501 - 1000 inwoners;4
1042;Gezinshoofd met andere personen;Gemeenten met 500 of minder inwoners;0
1043;Gezinshoofd met andere personen;Groningen, gem. 100001 en meer inw.;24
1044;Gezinshoofd met andere personen;Groningen;24
1045;Gezinshoofd met andere personen;Groningen, gem. 10001 - 20000 inw.;29
1046;Gezinshoofd met andere personen;Groningen, gem. 5001 - 10000 inw.;23
1047;Gezinshoofd met andere personen;Groningen, gem. 2001 - 5000 inw.;13
1048;Gezinshoofd met andere personen;Groningen, gem. 1001 - 2000 inw.;0
1049;Gezinshoofd met andere personen;Friesland, gem. 20001 - 50000 inw.;26
1050;Gezinshoofd met andere personen;Leeuwarden;26
1051;Gezinshoofd met andere personen;Friesland, gem. 10001 - 20000 inw.;37
1052;Gezinshoofd met andere personen;Friesland, gem. 5001 - 10000 inw.;24
1053;Gezinshoofd met andere personen;Friesland, gem. 2001 - 5000 inw.;3
1054;Gezinshoofd met andere personen;Friesland, gem. 1001 - 2000 inw.;0
1055;Gezinshoofd met andere personen;Friesland, gem. 501 - 1000 inw.;1
1056;Gezinshoofd met andere personen;Drenthe, gem. 20001 - 50000 inw.;2
1057;Gezinshoofd met andere personen;Emmen;2
1058;Gezinshoofd met andere personen;Drenthe, gem. 10001 - 20000 inw.;21
1059;Gezinshoofd met andere personen;Drenthe, gem. 5001 - 10000 inw.;4
1060;Gezinshoofd met andere personen;Drenthe, gem. 2001 - 5000 inw.;2
1061;Gezinshoofd met andere personen;Drenthe, gem. 1001 - 2000 inw.;0
1062;Gezinshoofd met andere personen;Overijssel, gem. 50001 - 100000 inw.;9
1063;Gezinshoofd met andere personen;Enschede;9
1064;Gezinshoofd met andere personen;Overijssel, gem. 20001 - 50000 inw.;22
1065;Gezinshoofd met andere personen;Almelo;2
1066;Gezinshoofd met andere personen;Deventer;8
1067;Gezinshoofd met andere personen;Hengelo (O.);0
1068;Gezinshoofd met andere personen;Lonneker;1
1069;Gezinshoofd met andere personen;Zwolle;11
1070;Gezinshoofd met andere personen;Overijssel, gem. 10001 - 20000 inw.;8
1071;Gezinshoofd met andere personen;Overijssel, gem. 5001 - 10000 inw.;0
1072;Gezinshoofd met andere personen;Overijssel, gem. 2001 - 5000 inw.;17
1073;Gezinshoofd met andere personen;Overijssel, gem. 1001 - 2000 inw.;0
1074;Gezinshoofd met andere personen;Overijssel, gem. 501 - 1000 inw.;1
1075;Gezinshoofd met andere personen;Gelderland, gem. 50001 - 100000 inw.;12
1076;Gezinshoofd met andere personen;Apeldoorn;1
1077;Gezinshoofd met andere personen;Arnhem;6
1078;Gezinshoofd met andere personen;Nijmegen;5
1079;Gezinshoofd met andere personen;Gelderland, gem. 20001 - 50000 inw.;0
1080;Gezinshoofd met andere personen;Ede;0
1081;Gezinshoofd met andere personen;Rheden;0
1082;Gezinshoofd met andere personen;Gelderland, gem. 10001 - 20000 inw.;10
1083;Gezinshoofd met andere personen;Gelderland, gem. 5001 - 10000 inw.;13
1084;Gezinshoofd met andere personen;Gelderland, gem. 2001 - 5000 inw.;28
1085;Gezinshoofd met andere personen;Gelderland, gem. 1001 - 2000 inw.;5
1086;Gezinshoofd met andere personen;Gelderland, gem. 501 - 1000 inw.;0
1087;Gezinshoofd met andere personen;Gelderland, gem. 500 en minder inw.;0
1088;Gezinshoofd met andere personen;Utrecht, gem. 100001 en meer inw.;8
1089;Gezinshoofd met andere personen;Utrecht;8
1090;Gezinshoofd met andere personen;Utrecht, gem. 20001 - 50000 inw.;5
1091;Gezinshoofd met andere personen;Amersfoort;5
1092;Gezinshoofd met andere personen;Zeist;0
1093;Gezinshoofd met andere personen;Utrecht, gem. 10001 - 20000 inw.;1
1094;Gezinshoofd met andere personen;Utrecht, gem. 5001 - 10000 inw.;0
1095;Gezinshoofd met andere personen;Utrecht, gem. 2001 - 5000 inw.;6
1096;Gezinshoofd met andere personen;Utrecht, gem. 1001 - 2000 inw.;0
1097;Gezinshoofd met andere personen;Utrecht, gem. 501 - 1000 inw.;0
1098;Gezinshoofd met andere personen;Utrecht, gem. 500 en minder inw.;0
1099;Gezinshoofd met andere personen;Noord-Holland, gem. 100001 en meer inw.;101
1100;Gezinshoofd met andere personen;Amsterdam;89
1101;Gezinshoofd met andere personen;Haarlem;12
1102;Gezinshoofd met andere personen;Noord-Holland, gem. 50001 - 100000 inw.;1
1103;Gezinshoofd met andere personen;Hilversum;1
1104;Gezinshoofd met andere personen;Noord-Holland, gem. 20001 - 50000 inw.;9
1105;Gezinshoofd met andere personen;Alkmaar;1
1106;Gezinshoofd met andere personen;Bussum;4
1107;Gezinshoofd met andere personen;Haarlemmermeer;0
1108;Gezinshoofd met andere personen;Helder (Den);2
1109;Gezinshoofd met andere personen;Velsen;0
1110;Gezinshoofd met andere personen;Zaandam;2
1111;Gezinshoofd met andere personen;Noord-Holland, gem. 10001 - 20000 inw.;0
1112;Gezinshoofd met andere personen;Noord-Holland, gem. 5001 - 10000 inw.;2
1113;Gezinshoofd met andere personen;Noord-Holland, gem. 2001 - 5000 inw.;5
1114;Gezinshoofd met andere personen;Noord-Holland, gem. 1001 - 2000 inw.;2
1115;Gezinshoofd met andere personen;Noord-Holland, gem. 501 - 1000 inw.;0
1116;Gezinshoofd met andere personen;Noord-Holland, gem. 500 en minder inw.;0
1117;Gezinshoofd met andere personen;Zuid-Holland, gem. 100001 en meer inw.;107
1118;Gezinshoofd met andere personen;'s-Gravenhage;10
1119;Gezinshoofd met andere personen;Rotterdam;97
1120;Gezinshoofd met andere personen;Zuid-Holland, gem. 50001 - 100000 inw.;12
1121;Gezinshoofd met andere personen;Delft;2
1122;Gezinshoofd met andere personen;Dordrecht;6
1123;Gezinshoofd met andere personen;Leiden;3
1124;Gezinshoofd met andere personen;Schiedam;1
1125;Gezinshoofd met andere personen;Zuid-Holland, gem. 20001 - 50000 inw.;4
1126;Gezinshoofd met andere personen;Gouda;4
1127;Gezinshoofd met andere personen;Vlaardingen;0
1128;Gezinshoofd met andere personen;Zuid-Holland, gem. 10001 - 20000 inw.;7
1129;Gezinshoofd met andere personen;Zuid-Holland, gem. 5001 - 10000 inw.;7
1130;Gezinshoofd met andere personen;Zuid-Holland, gem. 2001 - 5000 inw.;8
1131;Gezinshoofd met andere personen;Zuid-Holland, gem. 1001 - 2000 inw.;6
1132;Gezinshoofd met andere personen;Zuid-Holland, gem. 501 - 1000 inw.;2
1133;Gezinshoofd met andere personen;Zuid-Holland, gem. 500 en minder inw.;0
1134;Gezinshoofd met andere personen;Zeeland, gem. 20001 - 50000 inw.;0
1135;Gezinshoofd met andere personen;Vlissingen;0
1136;Gezinshoofd met andere personen;Zeeland, gem. 10001 - 20000 inw.;3
1137;Gezinshoofd met andere personen;Zeeland, gem. 5001 - 10000 inw.;0
1138;Gezinshoofd met andere personen;Zeeland, gem. 2001 - 5000 inw.;8
1139;Gezinshoofd met andere personen;Zeeland, gem. 1001 - 2000 inw.;3
1140;Gezinshoofd met andere personen;Zeeland, gem. 501 - 1000 inw.;0
1141;Gezinshoofd met andere personen;Zeeland, gem. 500 en minder inw.;0
1142;Gezinshoofd met andere personen;Noord-Brabant, gem. 50001 - 100000 inw.;2
1143;Gezinshoofd met andere personen;Eindhoven;2
1144;Gezinshoofd met andere personen;Tilburg;0
1145;Gezinshoofd met andere personen;Noord-Brabant, gem. 20001 - 50000 inw.;14
1146;Gezinshoofd met andere personen;Bergen op Zoom;1
1147;Gezinshoofd met andere personen;Breda;2
1148;Gezinshoofd met andere personen;Helmond;2
1149;Gezinshoofd met andere personen;'s-Hertogenbosch;2
1150;Gezinshoofd met andere personen;Roosendaal en Nispen;7
1151;Gezinshoofd met andere personen;Noord-Brabant, gem. 10001 - 20000 inw.;3
1152;Gezinshoofd met andere personen;Noord-Brabant, gem. 5001 - 10000 inw.;4
1153;Gezinshoofd met andere personen;Noord-Brabant, gem. 2001 - 5000 inw.;24
1154;Gezinshoofd met andere personen;Noord-Brabant, gem. 1001 - 2000 inw.;15
1155;Gezinshoofd met andere personen;Noord-Brabant, gem. 501 - 1000 inw.;0
1156;Gezinshoofd met andere personen;Limburg, gem. 50001 - 100000 inw.;2
1157;Gezinshoofd met andere personen;Maastricht;2
1158;Gezinshoofd met andere personen;Limburg, gem. 20001 - 50000 inw.;7
1159;Gezinshoofd met andere personen;Heerlen;5
1160;Gezinshoofd met andere personen;Kerkrade;0
1161;Gezinshoofd met andere personen;Venlo;2
1162;Gezinshoofd met andere personen;Limburg, gem. 10001 - 20000 inw.;7
1163;Gezinshoofd met andere personen;Limburg, gem. 5001 - 10000 inw.;0
1164;Gezinshoofd met andere personen;Limburg, gem. 2001 - 5000 inw.;0
1165;Gezinshoofd met andere personen;Limburg, gem. 1001 - 2000 inw.;1
1166;Gezinshoofd met andere personen;Limburg, gem. 501 - 1000 inw.;0
1167;Gezinshoofd met andere personen;Limburg, gem. 500 en minder inw.;0
1168;Gezinshoofd eigen kind. en andere pers.;Nederland;127
1169;Gezinshoofd eigen kind. en andere pers.;Groningen (provincie);22
1170;Gezinshoofd eigen kind. en andere pers.;Friesland;12
1171;Gezinshoofd eigen kind. en andere pers.;Drenthe;11
1172;Gezinshoofd eigen kind. en andere pers.;Overijssel;11
1173;Gezinshoofd eigen kind. en andere pers.;Gelderland;4
1174;Gezinshoofd eigen kind. en andere pers.;Utrecht (provincie);5
1175;Gezinshoofd eigen kind. en andere pers.;Noord-Holland;15
1176;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland;27
1177;Gezinshoofd eigen kind. en andere pers.;Zeeland;3
