ID;Vakantiekenmerken;Perioden;TotaalAantalVakanties_1;GemiddeldeVakantieduur_2;Belgie_3;Frankrijk_4;Spanje_5;Oostenrijk_6;GrootBrittannie_7;Duitsland_8;Italie_9;Griekenland_10;Turkije_11;OverigeLanden_12;TotaalSeizoenrecreatieveLogiesvormen_13;TotaalToeristischeLogiesvormen_14;WoningVanFamilieVriendenOfKennissen_15;WoningVanAndereParticulier_16;Hotel_17;Appartement_18;ZomerhuisjeVakantiebungalow_19;TentBungalowtent_20;CaravanVouwwagenCamper_21;OverigeToeristischeLogiesvormen_22;Auto_23;TreinAutoslaaptrein_24;Touringcar_25;Vliegtuig_26;OverigeVervoermiddelen_27;GeorganiseerdeReisPerAuto_28;GeorganiseerdeReisPerTouringcar_29;GeorganiseerdeReisPerVliegtuig_30;GeorganiseerdeReisMetOverigVervoer_31;NietGeorganiseerdeReizen_32;TotaleUitgavenVoorVakanties_33;TotaalGemUitgavenPerVakantieganger_34;MetEigenVervoer_35;MetOverigVervoer_36
219;Overige vervoermiddelen;2003;130.0;;9.0;20.0;26.0;20.0;5.0;19.0;10.0;0.0;0.0;21.0;10.0;120.0;8.0;8.0;61.0;17.0;6.0;8.0;2.0;10.0;;;;;;;;;;;;;;
220;Grootte reisgezelschap: 1 persoon;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Grootte reisgezelschap: 1 persoon;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Grootte reisgezelschap: 1 persoon;2002;1030.0;;;;;;;;;;;;51.0;979.0;264.0;28.0;308.0;75.0;50.0;74.0;87.0;91.0;;;;;;;;;;;;;;
223;Grootte reisgezelschap: 1 persoon;2003;;;;;;;;;;;;;71.0;944.0;246.0;21.0;356.0;71.0;52.0;63.0;83.0;52.0;;;;;;;;;;;;;;
224;Grootte reisgezelschap: 2 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Grootte reisgezelschap: 2 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;Grootte reisgezelschap: 2 personen;2002;4929.0;;;;;;;;;;;;267.0;4662.0;552.0;132.0;1815.0;750.0;325.0;399.0;408.0;279.0;;;;;;;;;;;;;;
227;Grootte reisgezelschap: 2 personen;2003;;;;;;;;;;;;;173.0;4690.0;454.0;108.0;1959.0;788.0;308.0;320.0;443.0;311.0;;;;;;;;;;;;;;
228;Grootte reisgezelschap: 3 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Grootte reisgezelschap: 3 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Grootte reisgezelschap: 3 personen;2002;1136.0;;;;;;;;;;;;74.0;1062.0;121.0;36.0;219.0;191.0;160.0;109.0;169.0;55.0;;;;;;;;;;;;;;
231;Grootte reisgezelschap: 3 personen;2003;;;;;;;;;;;;;54.0;1109.0;110.0;33.0;320.0;225.0;146.0;101.0;112.0;62.0;;;;;;;;;;;;;;
232;Grootte reisgezelschap: 4 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Grootte reisgezelschap: 4 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Grootte reisgezelschap: 4 personen;2002;2890.0;;;;;;;;;;;;160.0;2731.0;158.0;121.0;604.0;441.0;493.0;349.0;485.0;80.0;;;;;;;;;;;;;;
235;Grootte reisgezelschap: 4 personen;2003;;;;;;;;;;;;;99.0;2582.0;126.0;142.0;595.0;483.0;438.0;271.0;432.0;95.0;;;;;;;;;;;;;;
236;Grootte reisgezelschap: 5 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Grootte reisgezelschap: 5 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Grootte reisgezelschap: 5 personen;2002;1048.0;;;;;;;;;;;;27.0;1021.0;85.0;57.0;144.0;143.0;220.0;142.0;203.0;27.0;;;;;;;;;;;;;;
239;Grootte reisgezelschap: 5 personen;2003;;;;;;;;;;;;;23.0;1046.0;59.0;58.0;150.0;150.0;259.0;138.0;200.0;33.0;;;;;;;;;;;;;;
240;Grootte reisgezelschap: 6 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Grootte reisgezelschap: 6 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Grootte reisgezelschap: 6 personen;2002;583.0;;;;;;;;;;;;4.0;579.0;38.0;57.0;109.0;93.0;172.0;30.0;61.0;20.0;;;;;;;;;;;;;;
243;Grootte reisgezelschap: 6 personen;2003;;;;;;;;;;;;;9.0;575.0;21.0;68.0;103.0;113.0;144.0;50.0;49.0;27.0;;;;;;;;;;;;;;
244;Grootte reisgezelschap: 7 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Grootte reisgezelschap: 7 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;Grootte reisgezelschap: 7 personen;2002;330.0;;;;;;;;;;;;5.0;324.0;29.0;37.0;33.0;65.0;92.0;28.0;34.0;7.0;;;;;;;;;;;;;;
247;Grootte reisgezelschap: 7 personen;2003;;;;;;;;;;;;;9.0;312.0;25.0;38.0;48.0;60.0;86.0;15.0;21.0;20.0;;;;;;;;;;;;;;
248;Grootte reisgezelschap: >7 personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Grootte reisgezelschap: >7 personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Grootte reisgezelschap: >7 personen;2002;1227.0;;;;;;;;;;;;12.0;1215.0;28.0;82.0;357.0;177.0;220.0;135.0;70.0;146.0;;;;;;;;;;;;;;
251;Grootte reisgezelschap: >7 personen;2003;;;;;;;;;;;;;28.0;1283.0;45.0;133.0;372.0;201.0;178.0;84.0;109.0;161.0;;;;;;;;;;;;;;
252;Herfstperiode;2000;1127.0;10.2;71.0;70.0;182.0;21.0;51.0;170.0;43.0;55.0;108.0;355.0;27.0;1100.0;;60.0;573.0;233.0;162.0;17.0;31.0;23.0;345.0;8.0;96.0;666.0;12.0;96.0;96.0;644.0;9.0;282.0;;770.0;239.0;998.0
253;Herfstperiode;2001;1154.0;10.7;104.0;84.0;290.0;21.0;;129.0;26.0;43.0;96.0;;51.0;1103.0;;47.0;545.0;239.0;214.0;26.0;12.0;19.0;376.0;7.0;105.0;646.0;20.0;98.0;105.0;626.0;13.0;311.0;;762.0;286.0;994.0
254;Herfstperiode;2002;1293.0;10.4;112.0;112.0;228.0;19.0;74.0;202.0;44.0;43.0;96.0;364.0;71.0;1223.0;223.0;48.0;433.0;185.0;209.0;4.0;51.0;69.0;552.0;30.0;48.0;614.0;49.0;186.0;48.0;607.0;73.0;379.0;;908.0;318.0;1338.0
255;Herfstperiode;2003;1284.0;11.1;105.0;106.0;220.0;17.0;50.0;160.0;24.0;48.0;160.0;394.0;63.0;1221.0;144.0;63.0;519.0;218.0;147.0;19.0;44.0;67.0;449.0;26.0;60.0;724.0;25.0;179.0;60.0;720.0;47.0;278.0;1006.0;784.0;348.0;1017.0
256;Kerstperiode;2000;640.0;12.7;49.0;87.0;89.0;148.0;22.0;40.0;12.0;0.0;2.0;192.0;41.0;599.0;;64.0;226.0;186.0;86.0;11.0;9.0;17.0;305.0;24.0;66.0;231.0;14.0;102.0;66.0;223.0;22.0;227.0;;759.0;460.0;1034.0
257;Kerstperiode;2001;754.0;11.1;41.0;97.0;88.0;141.0;;87.0;13.0;4.0;13.0;;40.0;713.0;;67.0;316.0;173.0;137.0;0.0;3.0;18.0;321.0;63.0;82.0;273.0;15.0;120.0;82.0;247.0;55.0;250.0;;700.0;401.0;921.0
258;Kerstperiode;2002;864.0;10.8;47.0;133.0;106.0;124.0;47.0;123.0;19.0;5.0;16.0;244.0;39.0;825.0;183.0;52.0;263.0;163.0;93.0;7.0;14.0;49.0;451.0;31.0;65.0;282.0;34.0;183.0;65.0;282.0;59.0;274.0;;796.0;422.0;1179.0
259;Kerstperiode;2003;1051.0;11.5;76.0;136.0;114.0;158.0;74.0;141.0;32.0;2.0;21.0;296.0;38.0;1013.0;176.0;69.0;337.0;202.0;118.0;3.0;8.0;99.0;534.0;38.0;67.0;371.0;41.0;242.0;67.0;364.0;66.0;312.0;780.0;742.0;434.0;1017.0
260;Krokusperiode;2000;1305.0;10.1;71.0;163.0;135.0;368.0;22.0;131.0;44.0;7.0;11.0;353.0;51.0;1254.0;;63.0;561.0;429.0;182.0;0.0;1.0;17.0;706.0;34.0;137.0;405.0;24.0;272.0;137.0;379.0;34.0;482.0;;661.0;407.0;959.0
261;Krokusperiode;2001;1293.0;10.0;81.0;172.0;107.0;398.0;;121.0;36.0;6.0;44.0;;41.0;1252.0;;33.0;520.0;401.0;244.0;5.0;10.0;39.0;699.0;50.0;178.0;363.0;2.0;202.0;178.0;352.0;35.0;526.0;;677.0;413.0;984.0
262;Krokusperiode;2002;1576.0;10.8;84.0;188.0;150.0;478.0;40.0;125.0;60.0;1.0;15.0;435.0;41.0;1535.0;169.0;101.0;528.0;345.0;187.0;1.0;26.0;177.0;875.0;84.0;130.0;440.0;47.0;373.0;130.0;434.0;120.0;519.0;;722.0;518.0;972.0
263;Krokusperiode;2003;1407.0;10.6;73.0;161.0;139.0;457.0;16.0;123.0;40.0;3.0;15.0;379.0;49.0;1358.0;129.0;68.0;478.0;349.0;159.0;2.0;20.0;154.0;814.0;45.0;132.0;395.0;20.0;347.0;132.0;393.0;58.0;476.0;1016.0;723.0;496.0;1022.0
264;Paasperiode;2000;636.0;11.2;56.0;97.0;143.0;26.0;19.0;35.0;17.0;31.0;31.0;182.0;35.0;602.0;;26.0;298.0;140.0;99.0;0.0;39.0;0.0;265.0;7.0;57.0;305.0;3.0;76.0;57.0;305.0;9.0;189.0;;665.0;331.0;897.0
265;Paasperiode;2001;666.0;11.4;17.0;99.0;91.0;42.0;;65.0;38.0;38.0;32.0;;62.0;605.0;;46.0;315.0;131.0;47.0;5.0;27.0;33.0;250.0;14.0;74.0;317.0;12.0;68.0;74.0;311.0;13.0;201.0;;735.0;440.0;911.0
266;Paasperiode;2002;889.0;11.7;80.0;136.0;117.0;43.0;44.0;94.0;49.0;31.0;35.0;261.0;71.0;818.0;96.0;42.0;307.0;116.0;91.0;49.0;49.0;68.0;428.0;12.0;46.0;366.0;37.0;128.0;46.0;361.0;26.0;328.0;;698.0;420.0;938.0
267;Paasperiode;2003;752.0;11.1;60.0;106.0;130.0;43.0;36.0;83.0;36.0;23.0;28.0;208.0;60.0;692.0;121.0;25.0;246.0;106.0;81.0;23.0;46.0;44.0;356.0;17.0;51.0;308.0;20.0;117.0;51.0;308.0;33.0;243.0;488.0;649.0;382.0;881.0
268;Voorseizoen;2000;2111.0;13.2;139.0;355.0;294.0;43.0;50.0;235.0;128.0;223.0;56.0;587.0;107.0;2004.0;;59.0;795.0;424.0;280.0;130.0;228.0;87.0;956.0;27.0;258.0;840.0;30.0;272.0;258.0;828.0;31.0;721.0;;675.0;484.0;836.0
269;Voorseizoen;2001;2375.0;12.9;164.0;331.0;319.0;111.0;;272.0;154.0;224.0;142.0;;82.0;2293.0;;79.0;963.0;456.0;377.0;114.0;223.0;81.0;1028.0;80.0;231.0;959.0;77.0;326.0;231.0;911.0;90.0;817.0;;715.0;481.0;899.0
270;Voorseizoen;2002;3201.0;13.1;257.0;638.0;442.0;112.0;120.0;310.0;185.0;255.0;220.0;661.0;160.0;3042.0;210.0;126.0;1074.0;473.0;399.0;202.0;391.0;167.0;1612.0;69.0;266.0;1136.0;119.0;472.0;266.0;1130.0;131.0;1202.0;;722.0;513.0;943.0
271;Voorseizoen;2003;2973.0;12.7;246.0;527.0;406.0;93.0;106.0;317.0;217.0;212.0;184.0;665.0;66.0;2907.0;172.0;114.0;992.0;490.0;419.0;204.0;365.0;150.0;1543.0;45.0;214.0;1102.0;68.0;535.0;208.0;1095.0;103.0;1033.0;2110.0;710.0;499.0;930.0
272;Hoogseizoen;2000;4680.0;16.0;299.0;1343.0;449.0;260.0;131.0;525.0;305.0;166.0;100.0;1103.0;182.0;4498.0;;133.0;955.0;597.0;560.0;955.0;1094.0;204.0;3199.0;147.0;298.0;906.0;131.0;850.0;298.0;897.0;127.0;2509.0;;606.0;462.0;930.0
273;Hoogseizoen;2001;4466.0;16.1;291.0;1253.0;528.0;262.0;;452.0;313.0;152.0;127.0;;182.0;4284.0;;192.0;920.0;597.0;622.0;814.0;1013.0;127.0;3079.0;78.0;342.0;908.0;59.0;861.0;342.0;860.0;53.0;2350.0;;613.0;461.0;956.0
274;Hoogseizoen;2002;4183.0;15.6;316.0;1212.0;438.0;205.0;96.0;513.0;345.0;148.0;112.0;797.0;159.0;4024.0;308.0;154.0;586.0;458.0;587.0;930.0;888.0;112.0;3148.0;100.0;174.0;635.0;125.0;772.0;174.0;617.0;141.0;2479.0;;540.0;481.0;723.0
275;Hoogseizoen;2003;4306.0;15.3;377.0;1112.0;457.0;236.0;75.0;483.0;294.0;140.0;187.0;945.0;166.0;4140.0;236.0;199.0;845.0;503.0;552.0;744.0;882.0;179.0;3003.0;95.0;233.0;869.0;106.0;803.0;233.0;860.0;153.0;2257.0;2707.0;629.0;494.0;935.0
276;Naseizoen;2000;1005.0;12.6;34.0;110.0;125.0;33.0;52.0;123.0;59.0;99.0;66.0;303.0;39.0;966.0;;53.0;480.0;211.0;125.0;15.0;49.0;33.0;338.0;33.0;126.0;490.0;17.0;109.0;126.0;490.0;42.0;238.0;;856.0;473.0;1050.0
277;Naseizoen;2001;1079.0;13.1;52.0;134.0;186.0;22.0;;105.0;68.0;103.0;68.0;;40.0;1040.0;;55.0;510.0;186.0;116.0;37.0;75.0;60.0;377.0;24.0;123.0;528.0;28.0;140.0;123.0;501.0;35.0;280.0;;820.0;491.0;992.0
278;Naseizoen;2002;1167.0;11.6;67.0;228.0;160.0;52.0;36.0;140.0;63.0;77.0;118.0;225.0;60.0;1107.0;86.0;26.0;399.0;195.0;166.0;73.0;98.0;65.0;551.0;24.0;110.0;452.0;30.0;181.0;110.0;443.0;43.0;390.0;;577.0;437.0;701.0
279;Naseizoen;2003;1234.0;12.2;104.0;167.0;134.0;76.0;40.0;182.0;72.0;98.0;111.0;249.0;23.0;1211.0;109.0;61.0;486.0;223.0;134.0;47.0;84.0;67.0;553.0;41.0;86.0;522.0;32.0;176.0;86.0;517.0;67.0;388.0;919.0;745.0;492.0;951.0
280;Vakantieduur: 5 tot 9 dagen;2000;3895.0;;471.0;391.0;410.0;361.0;192.0;808.0;123.0;186.0;143.0;811.0;154.0;3741.0;;138.0;1700.0;820.0;744.0;145.0;98.0;96.0;;;;;;;;;;;;;;
281;Vakantieduur: 5 tot 9 dagen;2001;3790.0;;484.0;399.0;425.0;414.0;;740.0;114.0;142.0;195.0;;139.0;3651.0;;136.0;1757.0;748.0;742.0;96.0;75.0;96.0;;;;;;;;;;;;;;
282;Vakantieduur: 5 tot 9 dagen;2002;5019.0;;695.0;686.0;534.0;389.0;305.0;972.0;162.0;168.0;227.0;881.0;207.0;4812.0;532.0;217.0;1694.0;678.0;939.0;160.0;217.0;376.0;;;;;;;;;;;;;;
283;Vakantieduur: 5 tot 9 dagen;2003;4771.0;;704.0;671.0;430.0;425.0;220.0;992.0;141.0;130.0;265.0;793.0;133.0;4638.0;469.0;229.0;1724.0;678.0;828.0;149.0;176.0;385.0;;;;;;;;;;;;;;
284;Vakantieduur: 9 tot 12 dagen;2000;1873.0;;86.0;267.0;309.0;298.0;44.0;138.0;110.0;86.0;52.0;483.0;132.0;1740.0;;93.0;819.0;485.0;126.0;86.0;95.0;36.0;;;;;;;;;;;;;;
285;Vakantieduur: 9 tot 12 dagen;2001;1946.0;;77.0;284.0;357.0;323.0;;139.0;123.0;81.0;44.0;;113.0;1833.0;;96.0;823.0;445.0;260.0;82.0;75.0;53.0;;;;;;;;;;;;;;
286;Vakantieduur: 9 tot 12 dagen;2002;2200.0;;59.0;383.0;296.0;373.0;59.0;201.0;143.0;78.0;81.0;529.0;77.0;2123.0;251.0;81.0;763.0;439.0;150.0;167.0;131.0;141.0;;;;;;;;;;;;;;
287;Vakantieduur: 9 tot 12 dagen;2003;2313.0;;116.0;325.0;380.0;373.0;69.0;174.0;138.0;75.0;99.0;564.0;73.0;2240.0;210.0;118.0;860.0;487.0;197.0;105.0;94.0;169.0;;;;;;;;;;;;;;
288;Vakantieduur: 12 tot 16 dagen;2000;2089.0;;75.0;389.0;310.0;128.0;40.0;166.0;91.0;216.0;130.0;545.0;29.0;2061.0;;33.0;678.0;537.0;302.0;281.0;175.0;55.0;;;;;;;;;;;;;;
289;Vakantieduur: 12 tot 16 dagen;2001;2624.0;;112.0;517.0;425.0;108.0;;183.0;117.0;246.0;242.0;;58.0;2566.0;;85.0;812.0;659.0;414.0;245.0;257.0;94.0;;;;;;;;;;;;;;
290;Vakantieduur: 12 tot 16 dagen;2002;2424.0;;108.0;436.0;385.0;110.0;57.0;200.0;128.0;222.0;230.0;547.0;104.0;2319.0;183.0;100.0;648.0;482.0;341.0;214.0;273.0;79.0;;;;;;;;;;;;;;
291;Vakantieduur: 12 tot 16 dagen;2003;2423.0;;131.0;384.0;392.0;113.0;46.0;217.0;121.0;235.0;246.0;537.0;78.0;2345.0;132.0;109.0;673.0;595.0;289.0;216.0;244.0;88.0;;;;;;;;;;;;;;
292;Vakantieduur: 16 tot 23 dagen;2000;2471.0;;50.0;850.0;238.0;92.0;58.0;101.0;205.0;91.0;31.0;754.0;52.0;2419.0;;137.0;485.0;288.0;237.0;441.0;721.0;110.0;;;;;;;;;;;;;;
293;Vakantieduur: 16 tot 23 dagen;2001;2327.0;;40.0;674.0;282.0;104.0;;134.0;249.0;93.0;39.0;;86.0;2241.0;;128.0;499.0;260.0;268.0;424.0;604.0;57.0;;;;;;;;;;;;;;
294;Vakantieduur: 16 tot 23 dagen;2002;2281.0;;49.0;775.0;308.0;122.0;22.0;86.0;205.0;68.0;60.0;585.0;119.0;2162.0;157.0;101.0;313.0;278.0;232.0;486.0;524.0;71.0;;;;;;;;;;;;;;
295;Vakantieduur: 16 tot 23 dagen;2003;2235.0;;36.0;582.0;281.0;127.0;48.0;71.0;237.0;69.0;89.0;694.0;103.0;2132.0;127.0;97.0;438.0;249.0;212.0;394.0;541.0;73.0;;;;;;;;;;;;;;
296;Vakantieduur: 23 tot 30 dagen;2000;789.0;;16.0;237.0;84.0;17.0;10.0;38.0;68.0;2.0;13.0;304.0;54.0;736.0;;28.0;145.0;61.0;58.0;125.0;255.0;64.0;;;;;;;;;;;;;;
297;Vakantieduur: 23 tot 30 dagen;2001;759.0;;20.0;215.0;85.0;28.0;;22.0;34.0;0.0;0.0;;42.0;717.0;;49.0;127.0;36.0;59.0;139.0;267.0;40.0;;;;;;;;;;;;;;
298;Vakantieduur: 23 tot 30 dagen;2002;756.0;;14.0;259.0;68.0;18.0;8.0;24.0;90.0;3.0;6.0;267.0;54.0;702.0;85.0;31.0;92.0;22.0;42.0;173.0;229.0;28.0;;;;;;;;;;;;;;
299;Vakantieduur: 23 tot 30 dagen;2003;793.0;;18.0;249.0;76.0;23.0;6.0;15.0;56.0;12.0;7.0;332.0;58.0;735.0;82.0;33.0;120.0;29.0;63.0;146.0;229.0;33.0;;;;;;;;;;;;;;
300;Vakantieduur: 30 dagen of langer;2000;388.0;;21.0;92.0;65.0;3.0;2.0;8.0;10.0;2.0;5.0;180.0;62.0;326.0;;31.0;60.0;29.0;26.0;52.0;107.0;21.0;;;;;;;;;;;;;;
301;Vakantieduur: 30 dagen of langer;2001;339.0;;17.0;80.0;36.0;17.0;;15.0;11.0;8.0;0.0;;59.0;281.0;;25.0;70.0;35.0;15.0;15.0;85.0;35.0;;;;;;;;;;;;;;
302;Vakantieduur: 30 dagen of langer;2002;494.0;;39.0;108.0;52.0;20.0;6.0;23.0;37.0;22.0;8.0;177.0;40.0;454.0;66.0;20.0;79.0;36.0;29.0;67.0;143.0;13.0;;;;;;;;;;;;;;
303;Vakantieduur: 30 dagen of langer;2003;471.0;;36.0;103.0;40.0;18.0;11.0;19.0;23.0;4.0;1.0;217.0;20.0;451.0;67.0;17.0;88.0;52.0;22.0;29.0;164.0;12.0;;;;;;;;;;;;;;
