ID;KenmerkenLeasevoertuigen;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
1301;Personenauto's: Volledig elektrisch;2023 4e kwartaal;115.3;0.8;1.2;24.5;121.1;0.5;3.8;31.8
1302;Personenauto's: Volledig elektrisch;2023;115.0;;6.6;24.5;121.5;;11.2;31.8
1303;Personenauto's: Volledig elektrisch;2024 1e kwartaal;113.8;-1.2;-1.2;24.5;119.5;-1.3;-2.0;31.8
1304;Personenauto's: Volledig elektrisch;2024 2e kwartaal;114.6;0.6;-0.4;24.5;119.7;0.2;-2.3;31.8
1305;Personenauto's: Volledig elektrisch;2024 3e kwartaal;113.6;-0.9;-0.6;24.5;118.4;-1.1;-1.8;31.8
1306;Personenauto's: Volledig elektrisch;2024 4e kwartaal;112.8;-0.7;-2.1;24.5;117.5;-0.7;-3.0;31.8
1307;Personenauto's: Volledig elektrisch;2024;113.7;;-1.1;24.5;118.8;;-2.3;31.8
1308;Personenauto's: Volledig elektrisch;2025 1e kwartaal;116.8;3.6;2.6;24.5;121.4;3.3;1.5;31.8
1309;Elektrische auto's: A en B incl. MPV/SUV;2001 3e kwartaal;;;;;;;;
1310;Elektrische auto's: A en B incl. MPV/SUV;2001 4e kwartaal;;;;;;;;
1311;Elektrische auto's: A en B incl. MPV/SUV;2001;;;;;;;;
1312;Elektrische auto's: A en B incl. MPV/SUV;2002 1e kwartaal;;;;;;;;
1313;Elektrische auto's: A en B incl. MPV/SUV;2002 2e kwartaal;;;;;;;;
1314;Elektrische auto's: A en B incl. MPV/SUV;2002 3e kwartaal;;;;;;;;
1315;Elektrische auto's: A en B incl. MPV/SUV;2002 4e kwartaal;;;;;;;;
1316;Elektrische auto's: A en B incl. MPV/SUV;2002;;;;;;;;
1317;Elektrische auto's: A en B incl. MPV/SUV;2003 1e kwartaal;;;;;;;;
1318;Elektrische auto's: A en B incl. MPV/SUV;2003 2e kwartaal;;;;;;;;
1319;Elektrische auto's: A en B incl. MPV/SUV;2003 3e kwartaal;;;;;;;;
1320;Elektrische auto's: A en B incl. MPV/SUV;2003 4e kwartaal;;;;;;;;
1321;Elektrische auto's: A en B incl. MPV/SUV;2003 ;;;;;;;;
1322;Elektrische auto's: A en B incl. MPV/SUV;2004 1e kwartaal;;;;;;;;
1323;Elektrische auto's: A en B incl. MPV/SUV;2004 2e kwartaal;;;;;;;;
1324;Elektrische auto's: A en B incl. MPV/SUV;2004 3e kwartaal;;;;;;;;
1325;Elektrische auto's: A en B incl. MPV/SUV;2004 4e kwartaal;;;;;;;;
1326;Elektrische auto's: A en B incl. MPV/SUV;2004;;;;;;;;
1327;Elektrische auto's: A en B incl. MPV/SUV;2005 1e kwartaal;;;;;;;;
1328;Elektrische auto's: A en B incl. MPV/SUV;2005 2e kwartaal;;;;;;;;
1329;Elektrische auto's: A en B incl. MPV/SUV;2005 3e kwartaal;;;;;;;;
1330;Elektrische auto's: A en B incl. MPV/SUV;2005 4e kwartaal;;;;;;;;
1331;Elektrische auto's: A en B incl. MPV/SUV;2005;;;;;;;;
1332;Elektrische auto's: A en B incl. MPV/SUV;2006 1e kwartaal;;;;;;;;
1333;Elektrische auto's: A en B incl. MPV/SUV;2006 2e kwartaal;;;;;;;;
1334;Elektrische auto's: A en B incl. MPV/SUV;2006 3e kwartaal;;;;;;;;
1335;Elektrische auto's: A en B incl. MPV/SUV;2006 4e kwartaal;;;;;;;;
1336;Elektrische auto's: A en B incl. MPV/SUV;2006;;;;;;;;
1337;Elektrische auto's: A en B incl. MPV/SUV;2007 1e kwartaal;;;;;;;;
1338;Elektrische auto's: A en B incl. MPV/SUV;2007 2e kwartaal;;;;;;;;
1339;Elektrische auto's: A en B incl. MPV/SUV;2007 3e kwartaal;;;;;;;;
1340;Elektrische auto's: A en B incl. MPV/SUV;2007 4e kwartaal;;;;;;;;
1341;Elektrische auto's: A en B incl. MPV/SUV;2007;;;;;;;;
1342;Elektrische auto's: A en B incl. MPV/SUV;2008 1e kwartaal;;;;;;;;
1343;Elektrische auto's: A en B incl. MPV/SUV;2008 2e kwartaal;;;;;;;;
1344;Elektrische auto's: A en B incl. MPV/SUV;2008 3e kwartaal;;;;;;;;
1345;Elektrische auto's: A en B incl. MPV/SUV;2008 4e kwartaal;;;;;;;;
1346;Elektrische auto's: A en B incl. MPV/SUV;2008;;;;;;;;
1347;Elektrische auto's: A en B incl. MPV/SUV;2009 1e kwartaal;;;;;;;;
1348;Elektrische auto's: A en B incl. MPV/SUV;2009 2e kwartaal;;;;;;;;
1349;Elektrische auto's: A en B incl. MPV/SUV;2009 3e kwartaal;;;;;;;;
1350;Elektrische auto's: A en B incl. MPV/SUV;2009 4e kwartaal;;;;;;;;
1351;Elektrische auto's: A en B incl. MPV/SUV;2009;;;;;;;;
1352;Elektrische auto's: A en B incl. MPV/SUV;2010 1e kwartaal;;;;;;;;
1353;Elektrische auto's: A en B incl. MPV/SUV;2010 2e kwartaal;;;;;;;;
1354;Elektrische auto's: A en B incl. MPV/SUV;2010 3e kwartaal;;;;;;;;
1355;Elektrische auto's: A en B incl. MPV/SUV;2010 4e kwartaal;;;;;;;;
1356;Elektrische auto's: A en B incl. MPV/SUV;2010;;;;;;;;
1357;Elektrische auto's: A en B incl. MPV/SUV;2011 1e kwartaal;;;;;;;;
1358;Elektrische auto's: A en B incl. MPV/SUV;2011 2e kwartaal;;;;;;;;
1359;Elektrische auto's: A en B incl. MPV/SUV;2011 3e kwartaal;;;;;;;;
1360;Elektrische auto's: A en B incl. MPV/SUV;2011 4e kwartaal;;;;;;;;
1361;Elektrische auto's: A en B incl. MPV/SUV;2011;;;;;;;;
1362;Elektrische auto's: A en B incl. MPV/SUV;2012 1e kwartaal;;;;;;;;
1363;Elektrische auto's: A en B incl. MPV/SUV;2012 2e kwartaal;;;;;;;;
1364;Elektrische auto's: A en B incl. MPV/SUV;2012 3e kwartaal;;;;;;;;
1365;Elektrische auto's: A en B incl. MPV/SUV;2012 4e kwartaal;;;;;;;;
1366;Elektrische auto's: A en B incl. MPV/SUV;2012;;;;;;;;
1367;Elektrische auto's: A en B incl. MPV/SUV;2013 1e kwartaal;;;;;;;;
1368;Elektrische auto's: A en B incl. MPV/SUV;2013 2e kwartaal;;;;;;;;
1369;Elektrische auto's: A en B incl. MPV/SUV;2013 3e kwartaal;;;;;;;;
1370;Elektrische auto's: A en B incl. MPV/SUV;2013 4e kwartaal;;;;;;;;
1371;Elektrische auto's: A en B incl. MPV/SUV;2013;;;;;;;;
1372;Elektrische auto's: A en B incl. MPV/SUV;2014 1e kwartaal;;;;;;;;
1373;Elektrische auto's: A en B incl. MPV/SUV;2014 2e kwartaal;;;;;;;;
1374;Elektrische auto's: A en B incl. MPV/SUV;2014 3e kwartaal;;;;;;;;
1375;Elektrische auto's: A en B incl. MPV/SUV;2014 4e kwartaal;;;;;;;;
1376;Elektrische auto's: A en B incl. MPV/SUV;2014;;;;;;;;
1377;Elektrische auto's: A en B incl. MPV/SUV;2015 1e kwartaal;;;;;;;;
1378;Elektrische auto's: A en B incl. MPV/SUV;2015 2e kwartaal;;;;;;;;
1379;Elektrische auto's: A en B incl. MPV/SUV;2015 3e kwartaal;;;;;;;;
1380;Elektrische auto's: A en B incl. MPV/SUV;2015 4e kwartaal;;;;;;;;
1381;Elektrische auto's: A en B incl. MPV/SUV;2015;;;;;;;;
1382;Elektrische auto's: A en B incl. MPV/SUV;2016 1e kwartaal;;;;;;;;
1383;Elektrische auto's: A en B incl. MPV/SUV;2016 2e kwartaal;;;;;;;;
1384;Elektrische auto's: A en B incl. MPV/SUV;2016 3e kwartaal;;;;;;;;
1385;Elektrische auto's: A en B incl. MPV/SUV;2016 4e kwartaal;;;;;;;;
1386;Elektrische auto's: A en B incl. MPV/SUV;2016;;;;;;;;
1387;Elektrische auto's: A en B incl. MPV/SUV;2017 1e kwartaal;;;;;;;;
1388;Elektrische auto's: A en B incl. MPV/SUV;2017 2e kwartaal;;;;;;;;
1389;Elektrische auto's: A en B incl. MPV/SUV;2017 3e kwartaal;;;;;;;;
1390;Elektrische auto's: A en B incl. MPV/SUV;2017 4e kwartaal;;;;;;;;
1391;Elektrische auto's: A en B incl. MPV/SUV;2017;;;;;;;;
1392;Elektrische auto's: A en B incl. MPV/SUV;2018 1e kwartaal;;;;;;;;
1393;Elektrische auto's: A en B incl. MPV/SUV;2018 2e kwartaal;;;;;;;;
1394;Elektrische auto's: A en B incl. MPV/SUV;2018 3e kwartaal;;;;;;;;
1395;Elektrische auto's: A en B incl. MPV/SUV;2018 4e kwartaal;;;;;;;;
1396;Elektrische auto's: A en B incl. MPV/SUV;2018;;;;;;;;
1397;Elektrische auto's: A en B incl. MPV/SUV;2019 1e kwartaal;;;;;;;;
1398;Elektrische auto's: A en B incl. MPV/SUV;2019 2e kwartaal;;;;;;;;
1399;Elektrische auto's: A en B incl. MPV/SUV;2019 3e kwartaal;;;;;;;;
1400;Elektrische auto's: A en B incl. MPV/SUV;2019 4e kwartaal;;;;;;;;
1401;Elektrische auto's: A en B incl. MPV/SUV;2019;;;;;;;;
1402;Elektrische auto's: A en B incl. MPV/SUV;2020 1e kwartaal;;;;;;;;
1403;Elektrische auto's: A en B incl. MPV/SUV;2020 2e kwartaal;;;;;;;;
1404;Elektrische auto's: A en B incl. MPV/SUV;2020 3e kwartaal;;;;;;;;
1405;Elektrische auto's: A en B incl. MPV/SUV;2020 4e kwartaal;103.7;;;;102.6;;;
1406;Elektrische auto's: A en B incl. MPV/SUV;2020;;;;;;;;
1407;Elektrische auto's: A en B incl. MPV/SUV;2021 1e kwartaal;101.4;-2.2;;4.5;100.9;-1.6;;5.8
1408;Elektrische auto's: A en B incl. MPV/SUV;2021 2e kwartaal;99.8;-1.6;;4.5;99.7;-1.2;;5.8
1409;Elektrische auto's: A en B incl. MPV/SUV;2021 3e kwartaal;99.0;-0.8;;4.5;99.2;-0.5;;5.8
1410;Elektrische auto's: A en B incl. MPV/SUV;2021 4e kwartaal;99.8;0.8;-3.7;4.5;100.3;1.1;-2.2;5.8
1411;Elektrische auto's: A en B incl. MPV/SUV;2021;100.0;;;4.5;100.0;;;5.8
1412;Elektrische auto's: A en B incl. MPV/SUV;2022 1e kwartaal;101.0;1.2;-0.4;4.5;102.9;2.7;2.0;5.8
1413;Elektrische auto's: A en B incl. MPV/SUV;2022 2e kwartaal;107.0;5.9;7.2;4.5;108.0;4.9;8.4;5.8
1414;Elektrische auto's: A en B incl. MPV/SUV;2022 3e kwartaal;108.5;1.4;9.6;4.5;110.2;2.1;11.1;5.8
1415;Elektrische auto's: A en B incl. MPV/SUV;2022 4e kwartaal;112.8;4.0;13.0;4.5;117.0;6.1;16.7;5.8
1416;Elektrische auto's: A en B incl. MPV/SUV;2022;107.3;;7.3;4.5;109.5;;9.5;5.8
1417;Elektrische auto's: A en B incl. MPV/SUV;2023 1e kwartaal;117.3;4.0;16.2;4.5;126.7;8.3;23.1;5.8
1418;Elektrische auto's: A en B incl. MPV/SUV;2023 2e kwartaal;117.7;0.3;10.0;4.5;127.9;0.9;18.4;5.8
1419;Elektrische auto's: A en B incl. MPV/SUV;2023 3e kwartaal;117.4;-0.2;8.2;4.5;125.9;-1.6;14.2;5.8
1420;Elektrische auto's: A en B incl. MPV/SUV;2023 4e kwartaal;117.8;0.4;4.4;4.5;126.3;0.3;8.0;5.8
1421;Elektrische auto's: A en B incl. MPV/SUV;2023;117.5;;9.5;4.5;126.7;;15.7;5.8
1422;Elektrische auto's: A en B incl. MPV/SUV;2024 1e kwartaal;118.7;0.7;1.2;4.5;126.4;0.1;-0.3;5.8
1423;Elektrische auto's: A en B incl. MPV/SUV;2024 2e kwartaal;118.9;0.2;1.1;4.5;125.9;-0.4;-1.5;5.8
1424;Elektrische auto's: A en B incl. MPV/SUV;2024 3e kwartaal;120.5;1.3;2.6;4.5;126.7;0.6;0.7;5.8
1425;Elektrische auto's: A en B incl. MPV/SUV;2024 4e kwartaal;119.9;-0.5;1.7;4.5;125.6;-0.9;-0.5;5.8
1426;Elektrische auto's: A en B incl. MPV/SUV;2024;119.5;;1.6;4.5;126.2;;-0.4;5.8
1427;Elektrische auto's: A en B incl. MPV/SUV;2025 1e kwartaal;122.9;2.6;3.6;4.5;128.8;2.5;1.9;5.8
1428;Elektrische auto's: C inclusief MPV/SUV;2001 3e kwartaal;;;;;;;;
1429;Elektrische auto's: C inclusief MPV/SUV;2001 4e kwartaal;;;;;;;;
1430;Elektrische auto's: C inclusief MPV/SUV;2001;;;;;;;;
1431;Elektrische auto's: C inclusief MPV/SUV;2002 1e kwartaal;;;;;;;;
1432;Elektrische auto's: C inclusief MPV/SUV;2002 2e kwartaal;;;;;;;;
1433;Elektrische auto's: C inclusief MPV/SUV;2002 3e kwartaal;;;;;;;;
1434;Elektrische auto's: C inclusief MPV/SUV;2002 4e kwartaal;;;;;;;;
1435;Elektrische auto's: C inclusief MPV/SUV;2002;;;;;;;;
1436;Elektrische auto's: C inclusief MPV/SUV;2003 1e kwartaal;;;;;;;;
1437;Elektrische auto's: C inclusief MPV/SUV;2003 2e kwartaal;;;;;;;;
1438;Elektrische auto's: C inclusief MPV/SUV;2003 3e kwartaal;;;;;;;;
1439;Elektrische auto's: C inclusief MPV/SUV;2003 4e kwartaal;;;;;;;;
1440;Elektrische auto's: C inclusief MPV/SUV;2003 ;;;;;;;;
1441;Elektrische auto's: C inclusief MPV/SUV;2004 1e kwartaal;;;;;;;;
1442;Elektrische auto's: C inclusief MPV/SUV;2004 2e kwartaal;;;;;;;;
1443;Elektrische auto's: C inclusief MPV/SUV;2004 3e kwartaal;;;;;;;;
1444;Elektrische auto's: C inclusief MPV/SUV;2004 4e kwartaal;;;;;;;;
1445;Elektrische auto's: C inclusief MPV/SUV;2004;;;;;;;;
1446;Elektrische auto's: C inclusief MPV/SUV;2005 1e kwartaal;;;;;;;;
1447;Elektrische auto's: C inclusief MPV/SUV;2005 2e kwartaal;;;;;;;;
1448;Elektrische auto's: C inclusief MPV/SUV;2005 3e kwartaal;;;;;;;;
1449;Elektrische auto's: C inclusief MPV/SUV;2005 4e kwartaal;;;;;;;;
1450;Elektrische auto's: C inclusief MPV/SUV;2005;;;;;;;;
1451;Elektrische auto's: C inclusief MPV/SUV;2006 1e kwartaal;;;;;;;;
1452;Elektrische auto's: C inclusief MPV/SUV;2006 2e kwartaal;;;;;;;;
1453;Elektrische auto's: C inclusief MPV/SUV;2006 3e kwartaal;;;;;;;;
1454;Elektrische auto's: C inclusief MPV/SUV;2006 4e kwartaal;;;;;;;;
1455;Elektrische auto's: C inclusief MPV/SUV;2006;;;;;;;;
1456;Elektrische auto's: C inclusief MPV/SUV;2007 1e kwartaal;;;;;;;;
1457;Elektrische auto's: C inclusief MPV/SUV;2007 2e kwartaal;;;;;;;;
1458;Elektrische auto's: C inclusief MPV/SUV;2007 3e kwartaal;;;;;;;;
1459;Elektrische auto's: C inclusief MPV/SUV;2007 4e kwartaal;;;;;;;;
1460;Elektrische auto's: C inclusief MPV/SUV;2007;;;;;;;;
1461;Elektrische auto's: C inclusief MPV/SUV;2008 1e kwartaal;;;;;;;;
1462;Elektrische auto's: C inclusief MPV/SUV;2008 2e kwartaal;;;;;;;;
1463;Elektrische auto's: C inclusief MPV/SUV;2008 3e kwartaal;;;;;;;;
1464;Elektrische auto's: C inclusief MPV/SUV;2008 4e kwartaal;;;;;;;;
1465;Elektrische auto's: C inclusief MPV/SUV;2008;;;;;;;;
1466;Elektrische auto's: C inclusief MPV/SUV;2009 1e kwartaal;;;;;;;;
1467;Elektrische auto's: C inclusief MPV/SUV;2009 2e kwartaal;;;;;;;;
1468;Elektrische auto's: C inclusief MPV/SUV;2009 3e kwartaal;;;;;;;;
1469;Elektrische auto's: C inclusief MPV/SUV;2009 4e kwartaal;;;;;;;;
1470;Elektrische auto's: C inclusief MPV/SUV;2009;;;;;;;;
1471;Elektrische auto's: C inclusief MPV/SUV;2010 1e kwartaal;;;;;;;;
1472;Elektrische auto's: C inclusief MPV/SUV;2010 2e kwartaal;;;;;;;;
1473;Elektrische auto's: C inclusief MPV/SUV;2010 3e kwartaal;;;;;;;;
1474;Elektrische auto's: C inclusief MPV/SUV;2010 4e kwartaal;;;;;;;;
1475;Elektrische auto's: C inclusief MPV/SUV;2010;;;;;;;;
1476;Elektrische auto's: C inclusief MPV/SUV;2011 1e kwartaal;;;;;;;;
1477;Elektrische auto's: C inclusief MPV/SUV;2011 2e kwartaal;;;;;;;;
1478;Elektrische auto's: C inclusief MPV/SUV;2011 3e kwartaal;;;;;;;;
1479;Elektrische auto's: C inclusief MPV/SUV;2011 4e kwartaal;;;;;;;;
1480;Elektrische auto's: C inclusief MPV/SUV;2011;;;;;;;;
1481;Elektrische auto's: C inclusief MPV/SUV;2012 1e kwartaal;;;;;;;;
1482;Elektrische auto's: C inclusief MPV/SUV;2012 2e kwartaal;;;;;;;;
1483;Elektrische auto's: C inclusief MPV/SUV;2012 3e kwartaal;;;;;;;;
1484;Elektrische auto's: C inclusief MPV/SUV;2012 4e kwartaal;;;;;;;;
1485;Elektrische auto's: C inclusief MPV/SUV;2012;;;;;;;;
1486;Elektrische auto's: C inclusief MPV/SUV;2013 1e kwartaal;;;;;;;;
1487;Elektrische auto's: C inclusief MPV/SUV;2013 2e kwartaal;;;;;;;;
1488;Elektrische auto's: C inclusief MPV/SUV;2013 3e kwartaal;;;;;;;;
1489;Elektrische auto's: C inclusief MPV/SUV;2013 4e kwartaal;;;;;;;;
1490;Elektrische auto's: C inclusief MPV/SUV;2013;;;;;;;;
1491;Elektrische auto's: C inclusief MPV/SUV;2014 1e kwartaal;;;;;;;;
1492;Elektrische auto's: C inclusief MPV/SUV;2014 2e kwartaal;;;;;;;;
1493;Elektrische auto's: C inclusief MPV/SUV;2014 3e kwartaal;;;;;;;;
1494;Elektrische auto's: C inclusief MPV/SUV;2014 4e kwartaal;;;;;;;;
1495;Elektrische auto's: C inclusief MPV/SUV;2014;;;;;;;;
1496;Elektrische auto's: C inclusief MPV/SUV;2015 1e kwartaal;;;;;;;;
1497;Elektrische auto's: C inclusief MPV/SUV;2015 2e kwartaal;;;;;;;;
1498;Elektrische auto's: C inclusief MPV/SUV;2015 3e kwartaal;;;;;;;;
1499;Elektrische auto's: C inclusief MPV/SUV;2015 4e kwartaal;;;;;;;;
1500;Elektrische auto's: C inclusief MPV/SUV;2015;;;;;;;;
1501;Elektrische auto's: C inclusief MPV/SUV;2016 1e kwartaal;;;;;;;;
1502;Elektrische auto's: C inclusief MPV/SUV;2016 2e kwartaal;;;;;;;;
1503;Elektrische auto's: C inclusief MPV/SUV;2016 3e kwartaal;;;;;;;;
1504;Elektrische auto's: C inclusief MPV/SUV;2016 4e kwartaal;;;;;;;;
1505;Elektrische auto's: C inclusief MPV/SUV;2016;;;;;;;;
1506;Elektrische auto's: C inclusief MPV/SUV;2017 1e kwartaal;;;;;;;;
1507;Elektrische auto's: C inclusief MPV/SUV;2017 2e kwartaal;;;;;;;;
1508;Elektrische auto's: C inclusief MPV/SUV;2017 3e kwartaal;;;;;;;;
1509;Elektrische auto's: C inclusief MPV/SUV;2017 4e kwartaal;;;;;;;;
1510;Elektrische auto's: C inclusief MPV/SUV;2017;;;;;;;;
1511;Elektrische auto's: C inclusief MPV/SUV;2018 1e kwartaal;;;;;;;;
1512;Elektrische auto's: C inclusief MPV/SUV;2018 2e kwartaal;;;;;;;;
1513;Elektrische auto's: C inclusief MPV/SUV;2018 3e kwartaal;;;;;;;;
1514;Elektrische auto's: C inclusief MPV/SUV;2018 4e kwartaal;;;;;;;;
1515;Elektrische auto's: C inclusief MPV/SUV;2018;;;;;;;;
1516;Elektrische auto's: C inclusief MPV/SUV;2019 1e kwartaal;;;;;;;;
1517;Elektrische auto's: C inclusief MPV/SUV;2019 2e kwartaal;;;;;;;;
1518;Elektrische auto's: C inclusief MPV/SUV;2019 3e kwartaal;;;;;;;;
1519;Elektrische auto's: C inclusief MPV/SUV;2019 4e kwartaal;;;;;;;;
1520;Elektrische auto's: C inclusief MPV/SUV;2019;;;;;;;;
1521;Elektrische auto's: C inclusief MPV/SUV;2020 1e kwartaal;;;;;;;;
1522;Elektrische auto's: C inclusief MPV/SUV;2020 2e kwartaal;;;;;;;;
1523;Elektrische auto's: C inclusief MPV/SUV;2020 3e kwartaal;;;;;;;;
1524;Elektrische auto's: C inclusief MPV/SUV;2020 4e kwartaal;102.0;;;;101.4;;;
1525;Elektrische auto's: C inclusief MPV/SUV;2020;;;;;;;;
1526;Elektrische auto's: C inclusief MPV/SUV;2021 1e kwartaal;99.8;-2.1;;13.2;99.8;-1.6;;17.1
1527;Elektrische auto's: C inclusief MPV/SUV;2021 2e kwartaal;99.6;-0.2;;13.2;99.6;-0.1;;17.1
1528;Elektrische auto's: C inclusief MPV/SUV;2021 3e kwartaal;99.6;0.0;;13.2;99.7;0.0;;17.1
1529;Elektrische auto's: C inclusief MPV/SUV;2021 4e kwartaal;100.9;1.2;-1.1;13.2;100.9;1.2;-0.5;17.1
1530;Elektrische auto's: C inclusief MPV/SUV;2021;100.0;;;13.2;100.0;;;17.1
1531;Elektrische auto's: C inclusief MPV/SUV;2022 1e kwartaal;102.7;1.8;2.9;13.2;103.5;2.6;3.8;17.1
1532;Elektrische auto's: C inclusief MPV/SUV;2022 2e kwartaal;107.0;4.2;7.4;13.2;107.4;3.7;7.7;17.1
1533;Elektrische auto's: C inclusief MPV/SUV;2022 3e kwartaal;111.0;3.7;11.4;13.2;111.3;3.7;11.6;17.1
1534;Elektrische auto's: C inclusief MPV/SUV;2022 4e kwartaal;116.0;4.6;15.0;13.2;118.0;6.0;16.9;17.1
1535;Elektrische auto's: C inclusief MPV/SUV;2022;109.2;;9.2;13.2;110.0;;10.0;17.1
1536;Elektrische auto's: C inclusief MPV/SUV;2023 1e kwartaal;116.7;0.6;13.7;13.2;122.9;4.1;18.7;17.1
1537;Elektrische auto's: C inclusief MPV/SUV;2023 2e kwartaal;116.4;-0.3;8.7;13.2;123.4;0.4;14.9;17.1
1538;Elektrische auto's: C inclusief MPV/SUV;2023 3e kwartaal;115.4;-0.8;4.0;13.2;121.0;-1.9;8.7;17.1
1539;Elektrische auto's: C inclusief MPV/SUV;2023 4e kwartaal;116.2;0.8;0.2;13.2;121.5;0.4;3.0;17.1
1540;Elektrische auto's: C inclusief MPV/SUV;2023;116.2;;6.4;13.2;122.2;;11.0;17.1
1541;Elektrische auto's: C inclusief MPV/SUV;2024 1e kwartaal;114.2;-1.7;-2.2;13.2;119.4;-1.8;-2.9;17.1
1542;Elektrische auto's: C inclusief MPV/SUV;2024 2e kwartaal;114.9;0.6;-1.2;13.2;119.5;0.1;-3.1;17.1
1543;Elektrische auto's: C inclusief MPV/SUV;2024 3e kwartaal;112.8;-1.9;-2.3;13.2;117.3;-1.9;-3.0;17.1
1544;Elektrische auto's: C inclusief MPV/SUV;2024 4e kwartaal;112.1;-0.6;-3.6;13.2;116.6;-0.6;-4.0;17.1
1545;Elektrische auto's: C inclusief MPV/SUV;2024;113.5;;-2.3;13.2;118.2;;-3.2;17.1
1546;Elektrische auto's: C inclusief MPV/SUV;2025 1e kwartaal;115.5;3.0;1.1;13.2;119.9;2.8;0.5;17.1
1547;Elektrische auto's: D inclusief MPV/SUV;2001 3e kwartaal;;;;;;;;
1548;Elektrische auto's: D inclusief MPV/SUV;2001 4e kwartaal;;;;;;;;
1549;Elektrische auto's: D inclusief MPV/SUV;2001;;;;;;;;
1550;Elektrische auto's: D inclusief MPV/SUV;2002 1e kwartaal;;;;;;;;
1551;Elektrische auto's: D inclusief MPV/SUV;2002 2e kwartaal;;;;;;;;
1552;Elektrische auto's: D inclusief MPV/SUV;2002 3e kwartaal;;;;;;;;
1553;Elektrische auto's: D inclusief MPV/SUV;2002 4e kwartaal;;;;;;;;
1554;Elektrische auto's: D inclusief MPV/SUV;2002;;;;;;;;
1555;Elektrische auto's: D inclusief MPV/SUV;2003 1e kwartaal;;;;;;;;
1556;Elektrische auto's: D inclusief MPV/SUV;2003 2e kwartaal;;;;;;;;
1557;Elektrische auto's: D inclusief MPV/SUV;2003 3e kwartaal;;;;;;;;
1558;Elektrische auto's: D inclusief MPV/SUV;2003 4e kwartaal;;;;;;;;
1559;Elektrische auto's: D inclusief MPV/SUV;2003 ;;;;;;;;
1560;Elektrische auto's: D inclusief MPV/SUV;2004 1e kwartaal;;;;;;;;
1561;Elektrische auto's: D inclusief MPV/SUV;2004 2e kwartaal;;;;;;;;
1562;Elektrische auto's: D inclusief MPV/SUV;2004 3e kwartaal;;;;;;;;
1563;Elektrische auto's: D inclusief MPV/SUV;2004 4e kwartaal;;;;;;;;
1564;Elektrische auto's: D inclusief MPV/SUV;2004;;;;;;;;
1565;Elektrische auto's: D inclusief MPV/SUV;2005 1e kwartaal;;;;;;;;
1566;Elektrische auto's: D inclusief MPV/SUV;2005 2e kwartaal;;;;;;;;
1567;Elektrische auto's: D inclusief MPV/SUV;2005 3e kwartaal;;;;;;;;
1568;Elektrische auto's: D inclusief MPV/SUV;2005 4e kwartaal;;;;;;;;
1569;Elektrische auto's: D inclusief MPV/SUV;2005;;;;;;;;
1570;Elektrische auto's: D inclusief MPV/SUV;2006 1e kwartaal;;;;;;;;
1571;Elektrische auto's: D inclusief MPV/SUV;2006 2e kwartaal;;;;;;;;
1572;Elektrische auto's: D inclusief MPV/SUV;2006 3e kwartaal;;;;;;;;
1573;Elektrische auto's: D inclusief MPV/SUV;2006 4e kwartaal;;;;;;;;
1574;Elektrische auto's: D inclusief MPV/SUV;2006;;;;;;;;
1575;Elektrische auto's: D inclusief MPV/SUV;2007 1e kwartaal;;;;;;;;
1576;Elektrische auto's: D inclusief MPV/SUV;2007 2e kwartaal;;;;;;;;
1577;Elektrische auto's: D inclusief MPV/SUV;2007 3e kwartaal;;;;;;;;
1578;Elektrische auto's: D inclusief MPV/SUV;2007 4e kwartaal;;;;;;;;
1579;Elektrische auto's: D inclusief MPV/SUV;2007;;;;;;;;
1580;Elektrische auto's: D inclusief MPV/SUV;2008 1e kwartaal;;;;;;;;
1581;Elektrische auto's: D inclusief MPV/SUV;2008 2e kwartaal;;;;;;;;
1582;Elektrische auto's: D inclusief MPV/SUV;2008 3e kwartaal;;;;;;;;
1583;Elektrische auto's: D inclusief MPV/SUV;2008 4e kwartaal;;;;;;;;
1584;Elektrische auto's: D inclusief MPV/SUV;2008;;;;;;;;
1585;Elektrische auto's: D inclusief MPV/SUV;2009 1e kwartaal;;;;;;;;
1586;Elektrische auto's: D inclusief MPV/SUV;2009 2e kwartaal;;;;;;;;
1587;Elektrische auto's: D inclusief MPV/SUV;2009 3e kwartaal;;;;;;;;
1588;Elektrische auto's: D inclusief MPV/SUV;2009 4e kwartaal;;;;;;;;
1589;Elektrische auto's: D inclusief MPV/SUV;2009;;;;;;;;
1590;Elektrische auto's: D inclusief MPV/SUV;2010 1e kwartaal;;;;;;;;
1591;Elektrische auto's: D inclusief MPV/SUV;2010 2e kwartaal;;;;;;;;
1592;Elektrische auto's: D inclusief MPV/SUV;2010 3e kwartaal;;;;;;;;
1593;Elektrische auto's: D inclusief MPV/SUV;2010 4e kwartaal;;;;;;;;
1594;Elektrische auto's: D inclusief MPV/SUV;2010;;;;;;;;
1595;Elektrische auto's: D inclusief MPV/SUV;2011 1e kwartaal;;;;;;;;
1596;Elektrische auto's: D inclusief MPV/SUV;2011 2e kwartaal;;;;;;;;
1597;Elektrische auto's: D inclusief MPV/SUV;2011 3e kwartaal;;;;;;;;
1598;Elektrische auto's: D inclusief MPV/SUV;2011 4e kwartaal;;;;;;;;
