ID;Geslacht;Kenmerken;Perioden;TotaalWerknemers_1;WilMeerUrenWerken_2;WilGelijkAantalUrenWerken_3;WilMinderUrenWerkenStoppenMetWerk_4;TotaalWerknemers100_5;WilMeerUrenWerken_6;WilGelijkAantalUrenWerken_7;WilMinderUrenWerkenStoppenMetWerk_8
471;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1998;475.0;18.0;419.0;39.0;475.0;3.8;88.1;8.1
472;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1999;478.0;18.0;419.0;41.0;478.0;3.8;87.7;8.5
473;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2000;485.0;17.0;429.0;39.0;485.0;3.4;88.4;8.1
474;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2001;484.0;15.0;428.0;41.0;484.0;3.1;88.4;8.5
475;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2002;480.0;15.0;429.0;36.0;480.0;3.1;89.4;7.5
476;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2003;475.0;14.0;427.0;34.0;475.0;3.0;89.8;7.1
477;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2004;458.0;16.0;414.0;28.0;458.0;3.4;90.5;6.1
478;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2005;463.0;19.0;417.0;27.0;463.0;4.2;90.0;5.8
479;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;2006;461.0;19.0;421.0;21.0;461.0;4.2;91.3;4.5
480;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1992;;;;;;;;
481;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1993;;;;;;;;
482;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1994;;;;;;;;
483;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1995;;;;;;;;
484;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1996;256.0;7.0;225.0;23.0;256.0;2.9;88.0;9.1
485;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1997;247.0;8.0;216.0;23.0;247.0;3.2;87.5;9.2
486;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1998;245.0;7.0;216.0;22.0;245.0;2.8;88.2;9.0
487;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;1999;234.0;6.0;208.0;20.0;234.0;2.5;88.8;8.8
488;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2000;228.0;7.0;200.0;21.0;228.0;3.2;87.6;9.2
489;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2001;238.0;8.0;210.0;20.0;238.0;3.4;88.3;8.3
490;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2002;220.0;5.0;198.0;16.0;220.0;2.4;90.2;7.5
491;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2003;224.0;6.0;203.0;15.0;224.0;2.5;90.7;6.8
492;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2004;215.0;6.0;196.0;13.0;215.0;2.9;91.2;5.9
493;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2005;208.0;9.0;188.0;11.0;208.0;4.1;90.4;5.5
494;Mannen;25 tot 50 jarigen jongste kind 12-17 jr;2006;203.0;7.0;188.0;8.0;203.0;3.6;92.3;4.1
495;Mannen;25 tot 50 jarigen meerderjarige kinderen;1992;;;;;;;;
496;Mannen;25 tot 50 jarigen meerderjarige kinderen;1993;;;;;;;;
497;Mannen;25 tot 50 jarigen meerderjarige kinderen;1994;;;;;;;;
498;Mannen;25 tot 50 jarigen meerderjarige kinderen;1995;;;;;;;;
499;Mannen;25 tot 50 jarigen meerderjarige kinderen;1996;132.0;4.0;115.0;13.0;132.0;2.8;87.4;9.9
500;Mannen;25 tot 50 jarigen meerderjarige kinderen;1997;122.0;2.0;108.0;12.0;122.0;1.7;88.7;9.6
501;Mannen;25 tot 50 jarigen meerderjarige kinderen;1998;109.0;3.0;96.0;10.0;109.0;2.7;87.9;9.4
502;Mannen;25 tot 50 jarigen meerderjarige kinderen;1999;104.0;3.0;89.0;11.0;104.0;3.2;85.8;11.0
503;Mannen;25 tot 50 jarigen meerderjarige kinderen;2000;105.0;3.0;91.0;10.0;105.0;2.6;87.4;10.0
504;Mannen;25 tot 50 jarigen meerderjarige kinderen;2001;102.0;2.0;91.0;9.0;102.0;2.1;89.1;8.8
505;Mannen;25 tot 50 jarigen meerderjarige kinderen;2002;98.0;3.0;87.0;8.0;98.0;3.2;89.1;7.7
506;Mannen;25 tot 50 jarigen meerderjarige kinderen;2003;95.0;2.0;86.0;7.0;95.0;2.1;90.7;7.2
507;Mannen;25 tot 50 jarigen meerderjarige kinderen;2004;91.0;4.0;82.0;5.0;91.0;4.5;89.8;5.7
508;Mannen;25 tot 50 jarigen meerderjarige kinderen;2005;84.0;4.0;76.0;4.0;84.0;5.2;90.5;4.3
509;Mannen;25 tot 50 jarigen meerderjarige kinderen;2006;84.0;4.0;76.0;4.0;84.0;4.2;90.9;4.8
510;Mannen;25 tot 50 jarigen zonder kinderen;1992;;;;;;;;
511;Mannen;25 tot 50 jarigen zonder kinderen;1993;;;;;;;;
512;Mannen;25 tot 50 jarigen zonder kinderen;1994;;;;;;;;
513;Mannen;25 tot 50 jarigen zonder kinderen;1995;;;;;;;;
514;Mannen;25 tot 50 jarigen zonder kinderen;1996;1112.0;81.0;921.0;110.0;1112.0;7.3;82.8;9.9
515;Mannen;25 tot 50 jarigen zonder kinderen;1997;1135.0;77.0;955.0;103.0;1135.0;6.8;84.2;9.0
516;Mannen;25 tot 50 jarigen zonder kinderen;1998;1165.0;75.0;972.0;117.0;1165.0;6.5;83.4;10.1
517;Mannen;25 tot 50 jarigen zonder kinderen;1999;1184.0;79.0;985.0;121.0;1184.0;6.7;83.2;10.2
518;Mannen;25 tot 50 jarigen zonder kinderen;2000;1157.0;69.0;982.0;106.0;1157.0;6.0;84.9;9.1
519;Mannen;25 tot 50 jarigen zonder kinderen;2001;1145.0;61.0;976.0;108.0;1145.0;5.4;85.2;9.4
520;Mannen;25 tot 50 jarigen zonder kinderen;2002;1111.0;69.0;948.0;94.0;1111.0;6.2;85.3;8.5
521;Mannen;25 tot 50 jarigen zonder kinderen;2003;1061.0;65.0;913.0;82.0;1061.0;6.2;86.1;7.7
522;Mannen;25 tot 50 jarigen zonder kinderen;2004;1044.0;65.0;902.0;77.0;1044.0;6.2;86.4;7.3
523;Mannen;25 tot 50 jarigen zonder kinderen;2005;1016.0;76.0;863.0;77.0;1016.0;7.5;84.9;7.6
524;Mannen;25 tot 50 jarigen zonder kinderen;2006;1017.0;80.0;869.0;67.0;1017.0;7.9;85.5;6.6
525;Mannen;Arbeidsduur: 12 tot 24 uur;1992;;;;;;;;
526;Mannen;Arbeidsduur: 12 tot 24 uur;1993;;;;;;;;
527;Mannen;Arbeidsduur: 12 tot 24 uur;1994;;;;;;;;
528;Mannen;Arbeidsduur: 12 tot 24 uur;1995;;;;;;;;
529;Mannen;Arbeidsduur: 12 tot 24 uur;1996;927.0;61.0;747.0;118.0;927.0;6.6;80.7;12.8
530;Mannen;Arbeidsduur: 12 tot 24 uur;1997;973.0;56.0;789.0;127.0;973.0;5.8;81.1;13.1
531;Mannen;Arbeidsduur: 12 tot 24 uur;1998;1035.0;56.0;837.0;142.0;1035.0;5.4;80.8;13.7
532;Mannen;Arbeidsduur: 12 tot 24 uur;1999;1117.0;50.0;912.0;154.0;1117.0;4.5;81.7;13.8
533;Mannen;Arbeidsduur: 12 tot 24 uur;2000;1133.0;59.0;915.0;158.0;1133.0;5.2;80.8;14.0
534;Mannen;Arbeidsduur: 12 tot 24 uur;2001;1186.0;54.0;963.0;169.0;1186.0;4.6;81.2;14.2
535;Mannen;Arbeidsduur: 12 tot 24 uur;2002;1199.0;46.0;998.0;154.0;1199.0;3.8;83.3;12.9
536;Mannen;Arbeidsduur: 12 tot 24 uur;2003;1202.0;57.0;1000.0;145.0;1202.0;4.7;83.2;12.1
537;Mannen;Arbeidsduur: 12 tot 24 uur;2004;1168.0;64.0;962.0;143.0;1168.0;5.5;82.3;12.2
538;Mannen;Arbeidsduur: 12 tot 24 uur;2005;1168.0;62.0;960.0;147.0;1168.0;5.3;82.2;12.5
539;Mannen;Arbeidsduur: 12 tot 24 uur;2006;1210.0;65.0;1013.0;132.0;1210.0;5.3;83.8;10.9
540;Mannen;Arbeidsduur: 24 tot 35 uur per week;1992;93.0;26.0;62.0;5.0;93.0;27.7;66.7;5.5
541;Mannen;Arbeidsduur: 24 tot 35 uur per week;1993;92.0;27.0;57.0;7.0;92.0;29.7;62.7;7.5
542;Mannen;Arbeidsduur: 24 tot 35 uur per week;1994;110.0;37.0;67.0;6.0;110.0;33.8;60.9;5.3
543;Mannen;Arbeidsduur: 24 tot 35 uur per week;1995;121.0;39.0;75.0;7.0;121.0;32.2;62.1;5.7
544;Mannen;Arbeidsduur: 24 tot 35 uur per week;1996;118.0;39.0;72.0;7.0;118.0;33.0;61.0;6.0
545;Mannen;Arbeidsduur: 24 tot 35 uur per week;1997;117.0;34.0;76.0;7.0;117.0;28.9;65.2;5.8
546;Mannen;Arbeidsduur: 24 tot 35 uur per week;1998;140.0;34.0;99.0;8.0;140.0;23.9;70.6;5.5
547;Mannen;Arbeidsduur: 24 tot 35 uur per week;1999;139.0;29.0;98.0;12.0;139.0;21.0;70.5;8.6
548;Mannen;Arbeidsduur: 24 tot 35 uur per week;2000;150.0;34.0;103.0;13.0;150.0;23.0;68.7;8.3
549;Mannen;Arbeidsduur: 24 tot 35 uur per week;2001;152.0;27.0;113.0;12.0;152.0;18.0;74.4;7.6
550;Mannen;Arbeidsduur: 24 tot 35 uur per week;2002;153.0;28.0;113.0;12.0;153.0;18.1;74.0;7.9
551;Mannen;Arbeidsduur: 24 tot 35 uur per week;2003;160.0;37.0;113.0;10.0;160.0;23.1;70.6;6.3
552;Mannen;Arbeidsduur: 24 tot 35 uur per week;2004;155.0;38.0;105.0;12.0;155.0;24.3;68.2;7.5
553;Mannen;Arbeidsduur: 24 tot 35 uur per week;2005;156.0;45.0;99.0;12.0;156.0;28.9;63.6;7.5
554;Mannen;Arbeidsduur: 24 tot 35 uur per week;2006;158.0;39.0;108.0;11.0;158.0;24.5;68.2;7.2
555;Mannen;Arbeidsduur: 35 uur of meer;1992;189.0;27.0;149.0;13.0;189.0;14.5;78.7;6.8
556;Mannen;Arbeidsduur: 35 uur of meer;1993;201.0;30.0;156.0;15.0;201.0;14.7;77.9;7.4
557;Mannen;Arbeidsduur: 35 uur of meer;1994;201.0;36.0;151.0;14.0;201.0;18.1;75.1;6.8
558;Mannen;Arbeidsduur: 35 uur of meer;1995;222.0;41.0;166.0;14.0;222.0;18.5;75.0;6.5
559;Mannen;Arbeidsduur: 35 uur of meer;1996;238.0;49.0;172.0;17.0;238.0;20.4;72.4;7.2
560;Mannen;Arbeidsduur: 35 uur of meer;1997;252.0;44.0;191.0;17.0;252.0;17.6;75.7;6.7
561;Mannen;Arbeidsduur: 35 uur of meer;1998;266.0;41.0;204.0;22.0;266.0;15.3;76.6;8.2
562;Mannen;Arbeidsduur: 35 uur of meer;1999;293.0;40.0;227.0;26.0;293.0;13.6;77.4;9.0
563;Mannen;Arbeidsduur: 35 uur of meer;2000;304.0;39.0;233.0;32.0;304.0;12.9;76.6;10.5
564;Mannen;Arbeidsduur: 35 uur of meer;2001;308.0;37.0;241.0;29.0;308.0;12.2;78.3;9.5
565;Mannen;Arbeidsduur: 35 uur of meer;2002;340.0;41.0;272.0;28.0;340.0;11.9;79.9;8.2
566;Mannen;Arbeidsduur: 35 uur of meer;2003;348.0;40.0;283.0;25.0;348.0;11.4;81.4;7.3
567;Mannen;Arbeidsduur: 35 uur of meer;2004;339.0;51.0;262.0;25.0;339.0;15.1;77.5;7.4
568;Mannen;Arbeidsduur: 35 uur of meer;2005;349.0;51.0;273.0;25.0;349.0;14.5;78.3;7.2
569;Mannen;Arbeidsduur: 35 uur of meer;2006;352.0;52.0;275.0;25.0;352.0;14.9;78.0;7.2
570;Vrouwen;Totaal werknemers;1992;1923.0;163.0;1506.0;254.0;1923.0;8.5;78.3;13.2
571;Vrouwen;Totaal werknemers;1993;1960.0;179.0;1512.0;269.0;1960.0;9.1;77.1;13.7
572;Vrouwen;Totaal werknemers;1994;1963.0;199.0;1502.0;262.0;1963.0;10.1;76.5;13.4
573;Vrouwen;Totaal werknemers;1995;2035.0;220.0;1550.0;266.0;2035.0;10.8;76.1;13.1
574;Vrouwen;Totaal werknemers;1996;2093.0;223.0;1583.0;286.0;2093.0;10.7;75.7;13.7
575;Vrouwen;Totaal werknemers;1997;2211.0;231.0;1674.0;306.0;2211.0;10.5;75.7;13.8
576;Vrouwen;Totaal werknemers;1998;2324.0;224.0;1759.0;341.0;2324.0;9.6;75.7;14.7
577;Vrouwen;Totaal werknemers;1999;2429.0;200.0;1879.0;351.0;2429.0;8.2;77.3;14.5
578;Vrouwen;Totaal werknemers;2000;2499.0;214.0;1916.0;369.0;2499.0;8.6;76.7;14.8
579;Vrouwen;Totaal werknemers;2001;2594.0;189.0;2037.0;367.0;2594.0;7.3;78.5;14.2
580;Vrouwen;Totaal werknemers;2002;2640.0;195.0;2107.0;338.0;2640.0;7.4;79.8;12.8
581;Vrouwen;Totaal werknemers;2003;2662.0;215.0;2130.0;317.0;2662.0;8.1;80.0;11.9
582;Vrouwen;Totaal werknemers;2004;2652.0;246.0;2106.0;300.0;2652.0;9.3;79.4;11.3
583;Vrouwen;Totaal werknemers;2005;2692.0;295.0;2102.0;294.0;2692.0;11.0;78.1;10.9
584;Vrouwen;Totaal werknemers;2006;2763.0;309.0;2178.0;276.0;2763.0;11.2;78.8;10.0
585;Vrouwen;15 tot 20 jaar;1992;78.0;11.0;61.0;6.0;78.0;13.8;78.6;7.6
586;Vrouwen;15 tot 20 jaar;1993;61.0;9.0;43.0;9.0;61.0;15.2;70.6;14.2
587;Vrouwen;15 tot 20 jaar;1994;59.0;9.0;44.0;6.0;59.0;15.1;74.5;10.3
588;Vrouwen;15 tot 20 jaar;1995;55.0;12.0;38.0;6.0;55.0;22.1;67.8;10.1
589;Vrouwen;15 tot 20 jaar;1996;64.0;13.0;43.0;7.0;64.0;20.9;68.2;10.9
590;Vrouwen;15 tot 20 jaar;1997;79.0;14.0;57.0;7.0;79.0;17.9;72.7;9.4
591;Vrouwen;15 tot 20 jaar;1998;80.0;14.0;56.0;11.0;80.0;17.1;69.8;13.1
592;Vrouwen;15 tot 20 jaar;1999;94.0;13.0;68.0;13.0;94.0;14.3;72.4;13.4
593;Vrouwen;15 tot 20 jaar;2000;92.0;16.0;65.0;11.0;92.0;17.5;70.4;12.2
594;Vrouwen;15 tot 20 jaar;2001;101.0;14.0;74.0;12.0;101.0;14.3;73.6;12.1
595;Vrouwen;15 tot 20 jaar;2002;98.0;17.0;70.0;12.0;98.0;16.9;70.6;12.5
596;Vrouwen;15 tot 20 jaar;2003;89.0;15.0;63.0;10.0;89.0;16.7;71.5;11.9
597;Vrouwen;15 tot 20 jaar;2004;77.0;13.0;55.0;9.0;77.0;16.9;71.7;11.5
598;Vrouwen;15 tot 20 jaar;2005;79.0;14.0;55.0;11.0;79.0;17.4;68.8;13.8
599;Vrouwen;15 tot 20 jaar;2006;81.0;12.0;58.0;11.0;81.0;14.5;72.3;13.2
600;Vrouwen;20 tot 25 jaar;1992;366.0;36.0;288.0;42.0;366.0;9.7;78.9;11.4
601;Vrouwen;20 tot 25 jaar;1993;348.0;42.0;269.0;37.0;348.0;12.0;77.3;10.8
602;Vrouwen;20 tot 25 jaar;1994;331.0;47.0;253.0;31.0;331.0;14.3;76.3;9.5
603;Vrouwen;20 tot 25 jaar;1995;306.0;49.0;231.0;26.0;306.0;16.0;75.5;8.5
604;Vrouwen;20 tot 25 jaar;1996;290.0;49.0;215.0;26.0;290.0;17.0;74.0;8.9
605;Vrouwen;20 tot 25 jaar;1997;291.0;46.0;217.0;29.0;291.0;15.7;74.4;9.9
606;Vrouwen;20 tot 25 jaar;1998;281.0;48.0;212.0;21.0;281.0;17.0;75.6;7.5
607;Vrouwen;20 tot 25 jaar;1999;287.0;39.0;218.0;30.0;287.0;13.7;75.9;10.4
608;Vrouwen;20 tot 25 jaar;2000;284.0;38.0;211.0;35.0;284.0;13.3;74.3;12.4
609;Vrouwen;20 tot 25 jaar;2001;293.0;40.0;220.0;33.0;293.0;13.6;75.2;11.2
610;Vrouwen;20 tot 25 jaar;2002;292.0;40.0;224.0;29.0;292.0;13.7;76.5;9.8
611;Vrouwen;20 tot 25 jaar;2003;280.0;37.0;218.0;26.0;280.0;13.1;77.7;9.2
612;Vrouwen;20 tot 25 jaar;2004;273.0;44.0;199.0;30.0;273.0;16.2;73.0;10.9
613;Vrouwen;20 tot 25 jaar;2005;265.0;51.0;193.0;21.0;265.0;19.3;72.6;8.1
614;Vrouwen;20 tot 25 jaar;2006;263.0;52.0;187.0;24.0;263.0;19.6;71.2;9.2
615;Vrouwen;25 tot 30 jaar;1992;393.0;26.0;294.0;73.0;393.0;6.6;74.8;18.6
616;Vrouwen;25 tot 30 jaar;1993;405.0;30.0;302.0;73.0;405.0;7.3;74.7;17.9
617;Vrouwen;25 tot 30 jaar;1994;400.0;31.0;297.0;72.0;400.0;7.7;74.2;18.1
618;Vrouwen;25 tot 30 jaar;1995;407.0;37.0;301.0;68.0;407.0;9.2;74.0;16.8
619;Vrouwen;25 tot 30 jaar;1996;412.0;36.0;305.0;71.0;412.0;8.7;74.1;17.2
620;Vrouwen;25 tot 30 jaar;1997;429.0;41.0;312.0;76.0;429.0;9.6;72.7;17.7
621;Vrouwen;25 tot 30 jaar;1998;436.0;38.0;318.0;80.0;436.0;8.8;72.8;18.4
622;Vrouwen;25 tot 30 jaar;1999;428.0;33.0;321.0;75.0;428.0;7.6;74.9;17.5
623;Vrouwen;25 tot 30 jaar;2000;408.0;34.0;297.0;77.0;408.0;8.3;72.9;18.9
624;Vrouwen;25 tot 30 jaar;2001;395.0;22.0;301.0;72.0;395.0;5.5;76.2;18.2
625;Vrouwen;25 tot 30 jaar;2002;367.0;23.0;283.0;61.0;367.0;6.3;77.0;16.7
626;Vrouwen;25 tot 30 jaar;2003;369.0;27.0;285.0;56.0;369.0;7.4;77.3;15.3
627;Vrouwen;25 tot 30 jaar;2004;359.0;28.0;280.0;50.0;359.0;7.9;78.2;13.9
628;Vrouwen;25 tot 30 jaar;2005;361.0;43.0;270.0;48.0;361.0;11.9;74.7;13.4
629;Vrouwen;25 tot 30 jaar;2006;368.0;41.0;284.0;43.0;368.0;11.2;77.0;11.8
630;Vrouwen;30 tot 35 jaar;1992;283.0;22.0;213.0;49.0;283.0;7.7;75.1;17.2
631;Vrouwen;30 tot 35 jaar;1993;301.0;22.0;225.0;54.0;301.0;7.3;74.7;17.9
632;Vrouwen;30 tot 35 jaar;1994;300.0;27.0;223.0;51.0;300.0;9.0;74.1;16.9
633;Vrouwen;30 tot 35 jaar;1995;322.0;27.0;236.0;59.0;322.0;8.3;73.2;18.4
634;Vrouwen;30 tot 35 jaar;1996;342.0;29.0;250.0;64.0;342.0;8.3;73.0;18.6
635;Vrouwen;30 tot 35 jaar;1997;357.0;28.0;262.0;67.0;357.0;8.0;73.2;18.8
636;Vrouwen;30 tot 35 jaar;1998;376.0;26.0;273.0;77.0;376.0;6.8;72.6;20.6
637;Vrouwen;30 tot 35 jaar;1999;387.0;22.0;287.0;79.0;387.0;5.6;74.0;20.4
638;Vrouwen;30 tot 35 jaar;2000;405.0;25.0;301.0;80.0;405.0;6.1;74.2;19.7
639;Vrouwen;30 tot 35 jaar;2001;406.0;23.0;307.0;76.0;406.0;5.6;75.7;18.7
640;Vrouwen;30 tot 35 jaar;2002;408.0;18.0;319.0;71.0;408.0;4.4;78.1;17.4
641;Vrouwen;30 tot 35 jaar;2003;408.0;23.0;318.0;67.0;408.0;5.5;78.0;16.5
642;Vrouwen;30 tot 35 jaar;2004;392.0;28.0;304.0;60.0;392.0;7.2;77.6;15.2
643;Vrouwen;30 tot 35 jaar;2005;385.0;29.0;297.0;60.0;385.0;7.5;77.0;15.5
644;Vrouwen;30 tot 35 jaar;2006;372.0;32.0;290.0;49.0;372.0;8.6;78.1;13.3
645;Vrouwen;35 tot 40 jaar;1992;241.0;25.0;186.0;29.0;241.0;10.4;77.5;12.1
646;Vrouwen;35 tot 40 jaar;1993;246.0;29.0;186.0;31.0;246.0;11.6;75.7;12.7
647;Vrouwen;35 tot 40 jaar;1994;259.0;29.0;198.0;32.0;259.0;11.1;76.5;12.4
648;Vrouwen;35 tot 40 jaar;1995;269.0;33.0;201.0;35.0;269.0;12.1;74.8;13.0
649;Vrouwen;35 tot 40 jaar;1996;282.0;30.0;213.0;39.0;282.0;10.8;75.4;13.8
650;Vrouwen;35 tot 40 jaar;1997;297.0;31.0;231.0;36.0;297.0;10.4;77.6;12.1
651;Vrouwen;35 tot 40 jaar;1998;323.0;31.0;242.0;49.0;323.0;9.7;75.0;15.2
652;Vrouwen;35 tot 40 jaar;1999;336.0;29.0;260.0;47.0;336.0;8.6;77.4;13.9
653;Vrouwen;35 tot 40 jaar;2000;354.0;28.0;273.0;52.0;354.0;8.0;77.2;14.8
654;Vrouwen;35 tot 40 jaar;2001;369.0;28.0;288.0;54.0;369.0;7.6;77.9;14.6
655;Vrouwen;35 tot 40 jaar;2002;383.0;27.0;312.0;45.0;383.0;7.0;81.4;11.7
656;Vrouwen;35 tot 40 jaar;2003;376.0;30.0;299.0;47.0;376.0;8.0;79.5;12.5
657;Vrouwen;35 tot 40 jaar;2004;376.0;34.0;300.0;42.0;376.0;9.1;79.8;11.1
658;Vrouwen;35 tot 40 jaar;2005;388.0;41.0;304.0;42.0;388.0;10.7;78.4;11.0
659;Vrouwen;35 tot 40 jaar;2006;391.0;41.0;306.0;44.0;391.0;10.5;78.3;11.2
660;Vrouwen;40 tot 45 jaar;1992;230.0;23.0;185.0;22.0;230.0;9.9;80.5;9.6
661;Vrouwen;40 tot 45 jaar;1993;234.0;24.0;187.0;24.0;234.0;10.1;79.9;10.1
662;Vrouwen;40 tot 45 jaar;1994;227.0;27.0;177.0;23.0;227.0;11.7;78.0;10.3
663;Vrouwen;40 tot 45 jaar;1995;247.0;29.0;196.0;22.0;247.0;11.8;79.2;9.0
664;Vrouwen;40 tot 45 jaar;1996;257.0;29.0;202.0;26.0;257.0;11.3;78.6;10.2
665;Vrouwen;40 tot 45 jaar;1997;274.0;34.0;209.0;30.0;274.0;12.4;76.5;11.1
666;Vrouwen;40 tot 45 jaar;1998;291.0;32.0;225.0;34.0;291.0;10.9;77.3;11.8
667;Vrouwen;40 tot 45 jaar;1999;313.0;26.0;251.0;36.0;313.0;8.4;80.1;11.5
668;Vrouwen;40 tot 45 jaar;2000;332.0;32.0;263.0;36.0;332.0;9.8;79.4;10.8
669;Vrouwen;40 tot 45 jaar;2001;355.0;28.0;292.0;36.0;355.0;7.8;82.2;10.1
670;Vrouwen;40 tot 45 jaar;2002;356.0;27.0;293.0;37.0;356.0;7.5;82.1;10.4
671;Vrouwen;40 tot 45 jaar;2003;368.0;35.0;300.0;33.0;368.0;9.6;81.5;9.0
672;Vrouwen;40 tot 45 jaar;2004;368.0;41.0;295.0;32.0;368.0;11.2;80.2;8.6
673;Vrouwen;40 tot 45 jaar;2005;374.0;48.0;295.0;31.0;374.0;12.8;78.9;8.3
674;Vrouwen;40 tot 45 jaar;2006;387.0;47.0;313.0;26.0;387.0;12.3;80.9;6.8
675;Vrouwen;45 tot 50 jaar;1992;174.0;15.0;144.0;15.0;174.0;8.5;82.8;8.7
676;Vrouwen;45 tot 50 jaar;1993;203.0;17.0;166.0;20.0;203.0;8.5;81.5;10.0
677;Vrouwen;45 tot 50 jaar;1994;205.0;19.0;166.0;20.0;205.0;9.4;81.1;9.5
678;Vrouwen;45 tot 50 jaar;1995;230.0;21.0;184.0;25.0;230.0;9.3;80.1;10.7
679;Vrouwen;45 tot 50 jaar;1996;230.0;24.0;183.0;24.0;230.0;10.4;79.4;10.2
680;Vrouwen;45 tot 50 jaar;1997;244.0;25.0;193.0;26.0;244.0;10.2;79.1;10.7
681;Vrouwen;45 tot 50 jaar;1998;253.0;25.0;202.0;26.0;253.0;9.8;79.8;10.4
682;Vrouwen;45 tot 50 jaar;1999;273.0;24.0;222.0;27.0;273.0;8.9;81.4;9.7
683;Vrouwen;45 tot 50 jaar;2000;281.0;23.0;228.0;30.0;281.0;8.3;81.2;10.5
684;Vrouwen;45 tot 50 jaar;2001;301.0;20.0;252.0;30.0;301.0;6.6;83.6;9.8
685;Vrouwen;45 tot 50 jaar;2002;328.0;29.0;269.0;30.0;328.0;8.8;82.1;9.1
686;Vrouwen;45 tot 50 jaar;2003;342.0;29.0;287.0;26.0;342.0;8.5;83.8;7.7
687;Vrouwen;45 tot 50 jaar;2004;345.0;35.0;283.0;28.0;345.0;10.1;81.9;8.1
688;Vrouwen;45 tot 50 jaar;2005;349.0;40.0;282.0;27.0;349.0;11.4;80.8;7.8
689;Vrouwen;45 tot 50 jaar;2006;361.0;47.0;290.0;24.0;361.0;13.1;80.4;6.5
690;Vrouwen;50 tot 55 jaar;1992;101.0;5.0;85.0;11.0;101.0;4.7;84.1;11.1
691;Vrouwen;50 tot 55 jaar;1993;105.0;6.0;88.0;11.0;105.0;5.4;83.8;10.8
692;Vrouwen;50 tot 55 jaar;1994;112.0;7.0;92.0;13.0;112.0;6.4;82.0;11.6
693;Vrouwen;50 tot 55 jaar;1995;128.0;9.0;106.0;13.0;128.0;7.3;82.8;9.9
694;Vrouwen;50 tot 55 jaar;1996;142.0;11.0;115.0;16.0;142.0;7.5;81.1;11.4
695;Vrouwen;50 tot 55 jaar;1997;159.0;10.0;128.0;20.0;159.0;6.5;80.8;12.7
696;Vrouwen;50 tot 55 jaar;1998;195.0;9.0;162.0;25.0;195.0;4.4;83.1;12.6
697;Vrouwen;50 tot 55 jaar;1999;206.0;11.0;167.0;28.0;206.0;5.2;81.1;13.7
698;Vrouwen;50 tot 55 jaar;2000;221.0;14.0;180.0;27.0;221.0;6.5;81.1;12.4
699;Vrouwen;50 tot 55 jaar;2001;239.0;13.0;193.0;34.0;239.0;5.2;80.7;14.0
700;Vrouwen;50 tot 55 jaar;2002;247.0;11.0;206.0;30.0;247.0;4.3;83.4;12.3
701;Vrouwen;50 tot 55 jaar;2003;256.0;14.0;215.0;26.0;256.0;5.6;84.3;10.1
702;Vrouwen;50 tot 55 jaar;2004;265.0;17.0;225.0;23.0;265.0;6.4;85.1;8.5
703;Vrouwen;50 tot 55 jaar;2005;271.0;21.0;228.0;23.0;271.0;7.7;83.9;8.3
704;Vrouwen;50 tot 55 jaar;2006;292.0;26.0;240.0;25.0;292.0;9.0;82.4;8.6
705;Vrouwen;55 tot 60 jaar;1992;49.0;;42.0;6.0;49.0;;85.1;12.5
706;Vrouwen;55 tot 60 jaar;1993;51.0;;41.0;9.0;51.0;;80.0;17.5
707;Vrouwen;55 tot 60 jaar;1994;60.0;3.0;46.0;11.0;60.0;5.1;76.1;18.8
708;Vrouwen;55 tot 60 jaar;1995;59.0;2.0;47.0;10.0;59.0;3.1;80.3;16.6
709;Vrouwen;55 tot 60 jaar;1996;63.0;2.0;50.0;12.0;63.0;3.4;78.3;18.3
710;Vrouwen;55 tot 60 jaar;1997;72.0;;59.0;11.0;72.0;;82.0;15.9
711;Vrouwen;55 tot 60 jaar;1998;76.0;2.0;60.0;14.0;76.0;2.3;78.8;18.8
712;Vrouwen;55 tot 60 jaar;1999;92.0;2.0;77.0;13.0;92.0;2.2;83.4;14.5
713;Vrouwen;55 tot 60 jaar;2000;105.0;3.0;86.0;16.0;105.0;2.5;82.0;15.5
