ID;Bestedingscategorieen;Perioden;CPI_1;CPIAfgeleid_2;MaandmutatieCPI_3;MaandmutatieCPIAfgeleid_4;JaarmutatieCPI_5;JaarmutatieCPIAfgeleid_6;Wegingscoefficient_7
285;000000 Alle bestedingen;2017;101.7;101.62;;;1.4;1.4;100000.0
286;000000 Alle bestedingen;2018 januari;101.82;101.51;-0.1;-0.4;1.5;1.3;100000.0
287;000000 Alle bestedingen;2018 februari;102.31;102.01;0.5;0.5;1.2;1.0;100000.0
288;000000 Alle bestedingen;2018 maart;102.47;102.15;0.2;0.1;1.0;0.8;100000.0
289;000000 Alle bestedingen;2018 april;103.11;102.71;0.6;0.5;1.1;0.8;100000.0
290;000000 Alle bestedingen;2018 mei;103.42;102.99;0.3;0.3;1.7;1.4;100000.0
291;000000 Alle bestedingen;2018 juni;103.1;102.65;-0.3;-0.3;1.7;1.3;100000.0
292;000000 Alle bestedingen;2018 juli;104.28;103.82;1.1;1.1;2.1;1.7;100000.0
293;000000 Alle bestedingen;2018 augustus;104.4;103.91;0.1;0.1;2.1;1.7;100000.0
294;000000 Alle bestedingen;2018 september;103.95;103.47;-0.4;-0.4;1.9;1.5;100000.0
295;000000 Alle bestedingen;2018 oktober;104.32;103.83;0.4;0.3;2.1;1.7;100000.0
296;000000 Alle bestedingen;2018 november;104.07;103.57;-0.2;-0.3;2.0;1.6;100000.0
297;000000 Alle bestedingen;2018 december;103.97;103.47;-0.1;-0.1;2.0;1.5;100000.0
298;000000 Alle bestedingen;2018;103.44;103.01;;;1.7;1.4;100000.0
299;000000 Alle bestedingen;2019 januari;104.05;102.56;0.1;-0.9;2.2;1.0;100000.0
300;000000 Alle bestedingen;2019 februari;104.97;103.47;0.9;0.9;2.6;1.4;100000.0
301;000000 Alle bestedingen;2019 maart;105.37;103.86;0.4;0.4;2.8;1.7;100000.0
302;000000 Alle bestedingen;2019 april;106.08;104.55;0.7;0.7;2.9;1.8;100000.0
303;000000 Alle bestedingen;2019 mei;105.94;104.42;-0.1;-0.1;2.4;1.4;100000.0
304;000000 Alle bestedingen;2019 juni;105.84;104.32;-0.1;-0.1;2.7;1.6;100000.0
305;000000 Alle bestedingen;2019 juli;106.9;105.37;1.0;1.0;2.5;1.5;100000.0
306;000000 Alle bestedingen;2019 augustus;107.37;105.83;0.4;0.4;2.8;1.8;100000.0
307;000000 Alle bestedingen;2019 september;106.7;105.17;-0.6;-0.6;2.6;1.6;100000.0
308;000000 Alle bestedingen;2019 oktober;107.16;105.63;0.4;0.4;2.7;1.7;100000.0
309;000000 Alle bestedingen;2019 november;106.73;105.21;-0.4;-0.4;2.6;1.6;100000.0
310;000000 Alle bestedingen;2019 december;106.8;105.28;0.1;0.1;2.7;1.7;100000.0
311;000000 Alle bestedingen;2019;106.16;104.64;;;2.6;1.6;100000.0
312;000000 Alle bestedingen;2020 januari;105.97;104.58;-0.8;-0.7;1.8;2.0;100000.0
313;000000 Alle bestedingen;2020 februari;106.64;105.24;0.6;0.6;1.6;1.7;100000.0
314;000000 Alle bestedingen;2020 maart;106.85;105.44;0.2;0.2;1.4;1.5;100000.0
315;000000 Alle bestedingen;2020 april;107.34;105.91;0.5;0.4;1.2;1.3;100000.0
316;000000 Alle bestedingen;2020 mei;107.18;105.62;-0.1;-0.3;1.2;1.1;100000.0
317;000000 Alle bestedingen;2020 juni;107.51;105.83;0.3;0.2;1.6;1.4;100000.0
318;000000 Alle bestedingen;2020 juli;108.69;107.01;1.1;1.1;1.7;1.6;100000.0
319;000000 Alle bestedingen;2020 augustus;108.13;106.46;-0.5;-0.5;0.7;0.6;100000.0
320;000000 Alle bestedingen;2020 september;107.88;106.21;-0.2;-0.2;1.1;1.0;100000.0
321;000000 Alle bestedingen;2020 oktober;108.47;106.81;0.5;0.6;1.2;1.1;100000.0
322;000000 Alle bestedingen;2020 november;107.61;105.96;-0.8;-0.8;0.8;0.7;100000.0
323;000000 Alle bestedingen;2020 december;107.85;106.19;0.2;0.2;1.0;0.9;100000.0
324;000000 Alle bestedingen;2020;107.51;105.94;;;1.3;1.2;100000.0
325;000000 Alle bestedingen;2021 januari;107.62;105.85;-0.2;-0.3;1.6;1.2;100000.0
326;000000 Alle bestedingen;2021 februari;108.57;106.77;0.9;0.9;1.8;1.5;100000.0
327;000000 Alle bestedingen;2021 maart;108.87;107.05;0.3;0.3;1.9;1.5;100000.0
328;000000 Alle bestedingen;2021 april;109.36;107.53;0.5;0.4;1.9;1.5;100000.0
329;000000 Alle bestedingen;2021 mei;109.46;107.63;0.1;0.1;2.1;1.9;100000.0
330;000000 Alle bestedingen;2021 juni;109.67;107.84;0.2;0.2;2.0;1.9;100000.0
331;000000 Alle bestedingen;2021 juli;110.23;108.39;0.5;0.5;1.4;1.3;100000.0
332;000000 Alle bestedingen;2021 augustus;110.71;108.87;0.4;0.4;2.4;2.3;100000.0
333;000000 Alle bestedingen;2021 september;110.79;108.94;0.1;0.1;2.7;2.6;100000.0
334;000000 Alle bestedingen;2021 oktober;112.18;110.31;1.3;1.3;3.4;3.3;100000.0
335;000000 Alle bestedingen;2021 november;113.17;111.29;0.9;0.9;5.2;5.0;100000.0
336;000000 Alle bestedingen;2021 december;114.01;112.12;0.7;0.7;5.7;5.6;100000.0
337;000000 Alle bestedingen;2021;110.39;108.55;;;2.7;2.5;100000.0
338;000000 Alle bestedingen;2022 januari;114.53;113.64;0.5;1.4;6.4;7.4;100000.0
339;000000 Alle bestedingen;2022 februari;115.27;114.37;0.6;0.6;6.2;7.1;100000.0
340;000000 Alle bestedingen;2022 maart;119.46;118.49;3.6;3.6;9.7;10.7;100000.0
341;000000 Alle bestedingen;2022 april;119.81;119.21;0.3;0.6;9.6;10.9;100000.0
342;000000 Alle bestedingen;2022 mei;119.05;118.46;-0.6;-0.6;8.8;10.1;100000.0
343;000000 Alle bestedingen;2022 juni;119.05;118.47;0.0;0.0;8.6;9.9;100000.0
344;000000 Alle bestedingen;2022 juli;121.57;121.88;2.1;2.9;10.3;12.4;100000.0
345;000000 Alle bestedingen;2022 augustus;123.95;124.45;2.0;2.1;12.0;14.3;100000.0
346;000000 Alle bestedingen;2022 september;126.89;127.63;2.4;2.6;14.5;17.2;100000.0
347;000000 Alle bestedingen;2022 oktober;128.25;128.98;1.1;1.1;14.3;16.9;100000.0
348;000000 Alle bestedingen;2022 november;124.35;124.77;-3.0;-3.3;9.9;12.1;100000.0
349;000000 Alle bestedingen;2022 december;124.94;125.34;0.5;0.5;9.6;11.8;100000.0
350;000000 Alle bestedingen;2022;121.43;121.31;;;10.0;11.8;100000.0
351;000000 Alle bestedingen;2023 januari;123.21;122.28;-1.4;-2.4;7.6;7.6;100000.0
352;000000 Alle bestedingen;2023 februari;124.45;123.53;1.0;1.0;8.0;8.0;100000.0
353;000000 Alle bestedingen;2023 maart;124.72;123.82;0.2;0.2;4.4;4.5;100000.0
354;000000 Alle bestedingen;2023 april;126.01;125.12;1.0;1.0;5.2;5.0;100000.0
355;000000 Alle bestedingen;2023 mei;126.26;125.37;0.2;0.2;6.1;5.8;100000.0
356;000000 Alle bestedingen;2023 juni;125.83;124.88;-0.3;-0.4;5.7;5.4;100000.0
357;000000 Alle bestedingen;2023 juli;127.13;125.85;1.0;0.8;4.6;3.3;100000.0
358;000000 Alle bestedingen;2023 augustus;127.7;126.38;0.4;0.4;3.0;1.6;100000.0
359;000000 Alle bestedingen;2023 september;127.16;125.85;-0.4;-0.4;0.2;-1.4;100000.0
360;000000 Alle bestedingen;2023 oktober;127.73;126.42;0.4;0.5;-0.4;-2.0;100000.0
361;000000 Alle bestedingen;2023 november;126.4;125.08;-1.0;-1.1;1.6;0.2;100000.0
362;000000 Alle bestedingen;2023 december;126.45;125.13;0.0;0.0;1.2;-0.2;100000.0
363;000000 Alle bestedingen;2023;126.09;124.98;;;3.8;3.0;100000.0
364;000000 Alle bestedingen;2024 januari;127.11;125.25;0.5;0.1;3.2;2.4;100000.0
365;000000 Alle bestedingen;2024 februari;127.95;126.07;0.7;0.7;2.8;2.1;100000.0
366;000000 Alle bestedingen;2024 maart;128.58;126.69;0.5;0.5;3.1;2.3;100000.0
367;000000 Alle bestedingen;2024 april;129.42;127.52;0.7;0.7;2.7;1.9;100000.0
368;000000 Alle bestedingen;2024 mei;129.69;127.79;0.2;0.2;2.7;1.9;100000.0
369;000000 Alle bestedingen;2024 juni;129.91;127.53;0.2;-0.2;3.2;2.1;100000.0
370;000000 Alle bestedingen;2024 juli;131.82;129.26;1.5;1.4;3.7;2.7;100000.0
371;000000 Alle bestedingen;2024 augustus;132.24;129.67;0.3;0.3;3.6;2.6;100000.0
372;000000 Alle bestedingen;2024 september;131.61;129.05;-0.5;-0.5;3.5;2.5;100000.0
373;000000 Alle bestedingen;2024 oktober;132.26;129.68;0.5;0.5;3.5;2.6;100000.0
374;000000 Alle bestedingen;2024 november;131.48;128.91;-0.6;-0.6;4.0;3.1;100000.0
375;000000 Alle bestedingen;2024 december;131.63;129.06;0.1;0.1;4.1;3.1;100000.0
376;000000 Alle bestedingen;2024;130.31;128.04;;;3.3;2.4;100000.0
377;000000 Alle bestedingen;2025 januari;131.35;128.66;-0.2;-0.3;3.3;2.7;100000.0
378;000000 Alle bestedingen;2025 februari;132.8;130.08;1.1;1.1;3.8;3.2;100000.0
379;000000 Alle bestedingen;2025 maart;133.33;130.6;0.4;0.4;3.7;3.1;100000.0
380;010000 Voedingsmidd. en alc.vrije drank;1996 januari;75.8;75.71;;;;;13386.0
381;010000 Voedingsmidd. en alc.vrije drank;1996 februari;76.03;75.93;0.3;0.3;;;13386.0
382;010000 Voedingsmidd. en alc.vrije drank;1996 maart;77.34;77.24;1.7;1.7;;;13386.0
383;010000 Voedingsmidd. en alc.vrije drank;1996 april;77.22;77.13;-0.2;-0.1;;;13386.0
384;010000 Voedingsmidd. en alc.vrije drank;1996 mei;76.12;76.03;-1.4;-1.4;;;13386.0
385;010000 Voedingsmidd. en alc.vrije drank;1996 juni;75.62;75.53;-0.7;-0.7;;;13386.0
386;010000 Voedingsmidd. en alc.vrije drank;1996 juli;75.57;75.47;-0.1;-0.1;;;13386.0
387;010000 Voedingsmidd. en alc.vrije drank;1996 augustus;74.29;74.2;-1.7;-1.7;;;13386.0
388;010000 Voedingsmidd. en alc.vrije drank;1996 september;74.59;74.49;0.4;0.4;;;13386.0
389;010000 Voedingsmidd. en alc.vrije drank;1996 oktober;74.83;74.74;0.3;0.3;;;13386.0
390;010000 Voedingsmidd. en alc.vrije drank;1996 november;74.83;74.74;0.0;0.0;;;13386.0
391;010000 Voedingsmidd. en alc.vrije drank;1996 december;75.45;75.36;0.8;0.8;;;13386.0
392;010000 Voedingsmidd. en alc.vrije drank;1996;75.64;75.55;;;;;13386.0
393;010000 Voedingsmidd. en alc.vrije drank;1997 januari;77.14;77.04;2.2;2.2;1.8;1.8;13386.0
394;010000 Voedingsmidd. en alc.vrije drank;1997 februari;76.38;76.28;-1.0;-1.0;0.5;0.5;13386.0
395;010000 Voedingsmidd. en alc.vrije drank;1997 maart;75.9;75.8;-0.6;-0.6;-1.9;-1.9;13386.0
396;010000 Voedingsmidd. en alc.vrije drank;1997 april;75.97;75.88;0.1;0.1;-1.6;-1.6;13386.0
397;010000 Voedingsmidd. en alc.vrije drank;1997 mei;76.89;76.79;1.2;1.2;1.0;1.0;13386.0
398;010000 Voedingsmidd. en alc.vrije drank;1997 juni;76.97;76.87;0.1;0.1;1.8;1.8;13386.0
399;010000 Voedingsmidd. en alc.vrije drank;1997 juli;76.99;76.89;0.0;0.0;1.9;1.9;13386.0
400;010000 Voedingsmidd. en alc.vrije drank;1997 augustus;76.81;76.71;-0.2;-0.2;3.4;3.4;13386.0
401;010000 Voedingsmidd. en alc.vrije drank;1997 september;77.02;76.93;0.3;0.3;3.3;3.3;13386.0
402;010000 Voedingsmidd. en alc.vrije drank;1997 oktober;77.08;76.98;0.1;0.1;3.0;3.0;13386.0
403;010000 Voedingsmidd. en alc.vrije drank;1997 november;77.87;77.77;1.0;1.0;4.1;4.1;13386.0
404;010000 Voedingsmidd. en alc.vrije drank;1997 december;77.51;77.42;-0.5;-0.5;2.7;2.7;13386.0
405;010000 Voedingsmidd. en alc.vrije drank;1997;76.88;76.78;;;1.6;1.6;13386.0
406;010000 Voedingsmidd. en alc.vrije drank;1998 januari;77.87;77.77;0.5;0.5;0.9;0.9;13386.0
407;010000 Voedingsmidd. en alc.vrije drank;1998 februari;77.96;77.86;0.1;0.1;2.1;2.1;13386.0
408;010000 Voedingsmidd. en alc.vrije drank;1998 maart;78.49;78.39;0.7;0.7;3.4;3.4;13386.0
409;010000 Voedingsmidd. en alc.vrije drank;1998 april;78.96;78.87;0.6;0.6;3.9;3.9;13386.0
410;010000 Voedingsmidd. en alc.vrije drank;1998 mei;79.05;78.95;0.1;0.1;2.8;2.8;13386.0
411;010000 Voedingsmidd. en alc.vrije drank;1998 juni;78.62;78.52;-0.5;-0.5;2.1;2.1;13386.0
412;010000 Voedingsmidd. en alc.vrije drank;1998 juli;78.96;78.86;0.4;0.4;2.6;2.6;13386.0
413;010000 Voedingsmidd. en alc.vrije drank;1998 augustus;78.4;78.3;-0.7;-0.7;2.1;2.1;13386.0
414;010000 Voedingsmidd. en alc.vrije drank;1998 september;78.51;78.41;0.1;0.1;1.9;1.9;13386.0
415;010000 Voedingsmidd. en alc.vrije drank;1998 oktober;78.43;78.33;-0.1;-0.1;1.8;1.8;13386.0
416;010000 Voedingsmidd. en alc.vrije drank;1998 november;79.11;79.01;0.9;0.9;1.6;1.6;13386.0
417;010000 Voedingsmidd. en alc.vrije drank;1998 december;79.77;79.67;0.8;0.8;2.9;2.9;13386.0
418;010000 Voedingsmidd. en alc.vrije drank;1998;78.68;78.58;;;2.3;2.3;13386.0
419;010000 Voedingsmidd. en alc.vrije drank;1999 januari;80.25;80.15;0.6;0.6;3.1;3.1;13386.0
420;010000 Voedingsmidd. en alc.vrije drank;1999 februari;80.49;80.39;0.3;0.3;3.2;3.2;13386.0
421;010000 Voedingsmidd. en alc.vrije drank;1999 maart;80.9;80.8;0.5;0.5;3.1;3.1;13386.0
422;010000 Voedingsmidd. en alc.vrije drank;1999 april;80.52;80.42;-0.5;-0.5;2.0;2.0;13386.0
423;010000 Voedingsmidd. en alc.vrije drank;1999 mei;80.53;80.43;0.0;0.0;1.9;1.9;13386.0
424;010000 Voedingsmidd. en alc.vrije drank;1999 juni;79.95;79.85;-0.7;-0.7;1.7;1.7;13386.0
425;010000 Voedingsmidd. en alc.vrije drank;1999 juli;78.86;78.76;-1.4;-1.4;-0.1;-0.1;13386.0
426;010000 Voedingsmidd. en alc.vrije drank;1999 augustus;78.9;78.8;0.1;0.1;0.6;0.6;13386.0
427;010000 Voedingsmidd. en alc.vrije drank;1999 september;78.79;78.7;-0.1;-0.1;0.4;0.4;13386.0
428;010000 Voedingsmidd. en alc.vrije drank;1999 oktober;78.77;78.67;0.0;0.0;0.4;0.4;13386.0
429;010000 Voedingsmidd. en alc.vrije drank;1999 november;79.24;79.14;0.6;0.6;0.2;0.2;13386.0
430;010000 Voedingsmidd. en alc.vrije drank;1999 december;79.31;79.21;0.1;0.1;-0.6;-0.6;13386.0
431;010000 Voedingsmidd. en alc.vrije drank;1999;79.71;79.61;;;1.3;1.3;13386.0
432;010000 Voedingsmidd. en alc.vrije drank;2000 januari;79.55;79.45;0.3;0.3;-0.9;-0.9;11082.0
433;010000 Voedingsmidd. en alc.vrije drank;2000 februari;79.02;78.92;-0.7;-0.7;-1.8;-1.8;11082.0
434;010000 Voedingsmidd. en alc.vrije drank;2000 maart;79.12;79.02;0.1;0.1;-2.2;-2.2;11082.0
435;010000 Voedingsmidd. en alc.vrije drank;2000 april;79.21;79.11;0.1;0.1;-1.6;-1.6;11082.0
436;010000 Voedingsmidd. en alc.vrije drank;2000 mei;79.36;79.27;0.2;0.2;-1.5;-1.4;11082.0
437;010000 Voedingsmidd. en alc.vrije drank;2000 juni;79.57;79.47;0.3;0.3;-0.5;-0.5;11082.0
438;010000 Voedingsmidd. en alc.vrije drank;2000 juli;79.31;79.21;-0.3;-0.3;0.6;0.6;11082.0
439;010000 Voedingsmidd. en alc.vrije drank;2000 augustus;79.56;79.46;0.3;0.3;0.8;0.8;11082.0
440;010000 Voedingsmidd. en alc.vrije drank;2000 september;79.9;79.8;0.4;0.4;1.4;1.4;11082.0
441;010000 Voedingsmidd. en alc.vrije drank;2000 oktober;80.33;80.23;0.5;0.5;2.0;2.0;11082.0
442;010000 Voedingsmidd. en alc.vrije drank;2000 november;80.98;80.88;0.8;0.8;2.2;2.2;11082.0
443;010000 Voedingsmidd. en alc.vrije drank;2000 december;81.4;81.3;0.5;0.5;2.6;2.6;11082.0
444;010000 Voedingsmidd. en alc.vrije drank;2000;79.78;79.68;;;0.1;0.1;11082.0
445;010000 Voedingsmidd. en alc.vrije drank;2001 januari;82.36;82.26;1.2;1.2;3.5;3.5;11082.0
446;010000 Voedingsmidd. en alc.vrije drank;2001 februari;82.85;82.75;0.6;0.6;4.8;4.9;11082.0
447;010000 Voedingsmidd. en alc.vrije drank;2001 maart;84.35;84.24;1.8;1.8;6.6;6.6;11082.0
448;010000 Voedingsmidd. en alc.vrije drank;2001 april;85.53;85.42;1.4;1.4;8.0;8.0;11082.0
449;010000 Voedingsmidd. en alc.vrije drank;2001 mei;85.93;85.82;0.5;0.5;8.3;8.3;11082.0
450;010000 Voedingsmidd. en alc.vrije drank;2001 juni;85.82;85.71;-0.1;-0.1;7.9;7.9;11082.0
451;010000 Voedingsmidd. en alc.vrije drank;2001 juli;86.01;85.91;0.2;0.2;8.4;8.5;11082.0
452;010000 Voedingsmidd. en alc.vrije drank;2001 augustus;86.05;85.94;0.0;0.0;8.2;8.2;11082.0
453;010000 Voedingsmidd. en alc.vrije drank;2001 september;86.57;86.46;0.6;0.6;8.3;8.3;11082.0
454;010000 Voedingsmidd. en alc.vrije drank;2001 oktober;86.4;86.29;-0.2;-0.2;7.6;7.6;11082.0
455;010000 Voedingsmidd. en alc.vrije drank;2001 november;86.09;85.99;-0.4;-0.3;6.3;6.3;11082.0
456;010000 Voedingsmidd. en alc.vrije drank;2001 december;86.75;86.64;0.8;0.8;6.6;6.6;11082.0
457;010000 Voedingsmidd. en alc.vrije drank;2001;85.39;85.29;;;7.0;7.0;11082.0
458;010000 Voedingsmidd. en alc.vrije drank;2002 januari;88.56;88.45;2.1;2.1;7.5;7.5;11082.0
459;010000 Voedingsmidd. en alc.vrije drank;2002 februari;88.71;88.6;0.2;0.2;7.1;7.1;11082.0
460;010000 Voedingsmidd. en alc.vrije drank;2002 maart;88.84;88.73;0.1;0.1;5.3;5.3;11082.0
461;010000 Voedingsmidd. en alc.vrije drank;2002 april;88.41;88.53;-0.5;-0.2;3.4;3.6;11082.0
462;010000 Voedingsmidd. en alc.vrije drank;2002 mei;88.45;88.56;0.0;0.0;2.9;3.2;11082.0
463;010000 Voedingsmidd. en alc.vrije drank;2002 juni;88.12;88.23;-0.4;-0.4;2.7;2.9;11082.0
464;010000 Voedingsmidd. en alc.vrije drank;2002 juli;88.43;88.55;0.4;0.4;2.8;3.1;11082.0
465;010000 Voedingsmidd. en alc.vrije drank;2002 augustus;87.94;88.05;-0.6;-0.6;2.2;2.5;11082.0
466;010000 Voedingsmidd. en alc.vrije drank;2002 september;88.75;88.86;0.9;0.9;2.5;2.8;11082.0
467;010000 Voedingsmidd. en alc.vrije drank;2002 oktober;87.54;87.66;-1.4;-1.4;1.3;1.6;11082.0
468;010000 Voedingsmidd. en alc.vrije drank;2002 november;87.1;87.21;-0.5;-0.5;1.2;1.4;11082.0
469;010000 Voedingsmidd. en alc.vrije drank;2002 december;87.49;87.6;0.4;0.4;0.9;1.1;11082.0
470;010000 Voedingsmidd. en alc.vrije drank;2002;88.2;88.25;;;3.3;3.5;11082.0
471;010000 Voedingsmidd. en alc.vrije drank;2003 januari;87.91;88.03;0.5;0.5;-0.7;-0.5;11082.0
472;010000 Voedingsmidd. en alc.vrije drank;2003 februari;88.3;88.42;0.4;0.4;-0.5;-0.2;11082.0
473;010000 Voedingsmidd. en alc.vrije drank;2003 maart;89.09;89.21;0.9;0.9;0.3;0.5;11082.0
474;010000 Voedingsmidd. en alc.vrije drank;2003 april;89.68;89.8;0.7;0.7;1.4;1.4;11082.0
475;010000 Voedingsmidd. en alc.vrije drank;2003 mei;89.63;89.74;-0.1;-0.1;1.3;1.3;11082.0
476;010000 Voedingsmidd. en alc.vrije drank;2003 juni;89.93;90.04;0.3;0.3;2.1;2.1;11082.0
477;010000 Voedingsmidd. en alc.vrije drank;2003 juli;89.72;89.83;-0.2;-0.2;1.5;1.4;11082.0
478;010000 Voedingsmidd. en alc.vrije drank;2003 augustus;90.05;90.16;0.4;0.4;2.4;2.4;11082.0
479;010000 Voedingsmidd. en alc.vrije drank;2003 september;90.65;90.76;0.7;0.7;2.1;2.1;11082.0
480;010000 Voedingsmidd. en alc.vrije drank;2003 oktober;89.51;89.63;-1.3;-1.2;2.3;2.2;11082.0
481;010000 Voedingsmidd. en alc.vrije drank;2003 november;88.26;88.37;-1.4;-1.4;1.3;1.3;11082.0
482;010000 Voedingsmidd. en alc.vrije drank;2003 december;87.35;87.47;-1.0;-1.0;-0.2;-0.1;11082.0
483;010000 Voedingsmidd. en alc.vrije drank;2003;89.17;89.29;;;1.1;1.2;11082.0
484;010000 Voedingsmidd. en alc.vrije drank;2004 januari;87.54;87.66;0.2;0.2;-0.4;-0.4;11082.0
485;010000 Voedingsmidd. en alc.vrije drank;2004 februari;87.32;87.44;-0.3;-0.3;-1.1;-1.1;11082.0
486;010000 Voedingsmidd. en alc.vrije drank;2004 maart;86.92;87.04;-0.5;-0.5;-2.4;-2.4;11082.0
487;010000 Voedingsmidd. en alc.vrije drank;2004 april;86.75;86.86;-0.2;-0.2;-3.3;-3.3;11082.0
488;010000 Voedingsmidd. en alc.vrije drank;2004 mei;86.77;86.89;0.0;0.0;-3.2;-3.2;11082.0
489;010000 Voedingsmidd. en alc.vrije drank;2004 juni;86.58;86.7;-0.2;-0.2;-3.7;-3.7;11082.0
490;010000 Voedingsmidd. en alc.vrije drank;2004 juli;86.24;86.36;-0.4;-0.4;-3.9;-3.9;11082.0
491;010000 Voedingsmidd. en alc.vrije drank;2004 augustus;85.47;85.59;-0.9;-0.9;-5.1;-5.1;11082.0
492;010000 Voedingsmidd. en alc.vrije drank;2004 september;85.5;85.62;0.0;0.0;-5.7;-5.7;11082.0
493;010000 Voedingsmidd. en alc.vrije drank;2004 oktober;85.0;85.12;-0.6;-0.6;-5.0;-5.0;11082.0
494;010000 Voedingsmidd. en alc.vrije drank;2004 november;84.28;84.41;-0.8;-0.8;-4.5;-4.5;11082.0
495;010000 Voedingsmidd. en alc.vrije drank;2004 december;84.62;84.74;0.4;0.4;-3.1;-3.1;11082.0
496;010000 Voedingsmidd. en alc.vrije drank;2004;86.08;86.2;;;-3.5;-3.5;11082.0
497;010000 Voedingsmidd. en alc.vrije drank;2005 januari;84.58;84.7;0.0;0.0;-3.4;-3.4;11082.0
498;010000 Voedingsmidd. en alc.vrije drank;2005 februari;85.29;85.41;0.8;0.8;-2.3;-2.3;11082.0
499;010000 Voedingsmidd. en alc.vrije drank;2005 maart;85.73;85.85;0.5;0.5;-1.4;-1.4;11082.0
500;010000 Voedingsmidd. en alc.vrije drank;2005 april;84.89;85.01;-1.0;-1.0;-2.1;-2.1;11082.0
501;010000 Voedingsmidd. en alc.vrije drank;2005 mei;85.38;85.5;0.6;0.6;-1.6;-1.6;11082.0
502;010000 Voedingsmidd. en alc.vrije drank;2005 juni;85.35;85.47;0.0;0.0;-1.4;-1.4;11082.0
503;010000 Voedingsmidd. en alc.vrije drank;2005 juli;84.84;84.96;-0.6;-0.6;-1.6;-1.6;11082.0
504;010000 Voedingsmidd. en alc.vrije drank;2005 augustus;85.18;85.3;0.4;0.4;-0.3;-0.3;11082.0
505;010000 Voedingsmidd. en alc.vrije drank;2005 september;84.1;84.23;-1.3;-1.3;-1.6;-1.6;11082.0
506;010000 Voedingsmidd. en alc.vrije drank;2005 oktober;84.5;84.62;0.5;0.5;-0.6;-0.6;11082.0
507;010000 Voedingsmidd. en alc.vrije drank;2005 november;84.82;84.94;0.4;0.4;0.6;0.6;11082.0
508;010000 Voedingsmidd. en alc.vrije drank;2005 december;85.01;85.14;0.2;0.2;0.5;0.5;11082.0
509;010000 Voedingsmidd. en alc.vrije drank;2005;84.97;85.09;;;-1.3;-1.3;11082.0
510;010000 Voedingsmidd. en alc.vrije drank;2006 januari;85.76;85.88;0.9;0.9;1.4;1.4;10859.0
511;010000 Voedingsmidd. en alc.vrije drank;2006 februari;85.98;86.1;0.3;0.3;0.8;0.8;10859.0
512;010000 Voedingsmidd. en alc.vrije drank;2006 maart;86.23;86.35;0.3;0.3;0.6;0.6;10859.0
513;010000 Voedingsmidd. en alc.vrije drank;2006 april;86.56;86.68;0.4;0.4;2.0;2.0;10859.0
514;010000 Voedingsmidd. en alc.vrije drank;2006 mei;86.37;86.49;-0.2;-0.2;1.2;1.2;10859.0
515;010000 Voedingsmidd. en alc.vrije drank;2006 juni;86.72;86.84;0.4;0.4;1.6;1.6;10859.0
516;010000 Voedingsmidd. en alc.vrije drank;2006 juli;86.31;86.43;-0.5;-0.5;1.7;1.7;10859.0
517;010000 Voedingsmidd. en alc.vrije drank;2006 augustus;86.88;87.0;0.7;0.7;2.0;2.0;10859.0
518;010000 Voedingsmidd. en alc.vrije drank;2006 september;86.86;86.98;0.0;0.0;3.3;3.3;10859.0
519;010000 Voedingsmidd. en alc.vrije drank;2006 oktober;86.1;86.22;-0.9;-0.9;1.9;1.9;10859.0
520;010000 Voedingsmidd. en alc.vrije drank;2006 november;86.28;86.4;0.2;0.2;1.7;1.7;10859.0
521;010000 Voedingsmidd. en alc.vrije drank;2006 december;86.35;86.47;0.1;0.1;1.6;1.6;10859.0
522;010000 Voedingsmidd. en alc.vrije drank;2006;86.37;86.49;;;1.6;1.6;10859.0
523;010000 Voedingsmidd. en alc.vrije drank;2007 januari;86.71;86.84;0.4;0.4;1.1;1.1;10803.0
524;010000 Voedingsmidd. en alc.vrije drank;2007 februari;86.88;87.0;0.2;0.2;1.0;1.0;10803.0
525;010000 Voedingsmidd. en alc.vrije drank;2007 maart;86.77;86.9;-0.1;-0.1;0.6;0.6;10803.0
526;010000 Voedingsmidd. en alc.vrije drank;2007 april;87.14;87.26;0.4;0.4;0.7;0.7;10803.0
527;010000 Voedingsmidd. en alc.vrije drank;2007 mei;86.74;86.86;-0.5;-0.5;0.4;0.4;10803.0
528;010000 Voedingsmidd. en alc.vrije drank;2007 juni;86.87;86.99;0.1;0.1;0.2;0.2;10803.0
529;010000 Voedingsmidd. en alc.vrije drank;2007 juli;86.77;86.9;-0.1;-0.1;0.5;0.5;10803.0
530;010000 Voedingsmidd. en alc.vrije drank;2007 augustus;86.66;86.79;-0.1;-0.1;-0.3;-0.2;10803.0
531;010000 Voedingsmidd. en alc.vrije drank;2007 september;86.94;87.06;0.3;0.3;0.1;0.1;10803.0
532;010000 Voedingsmidd. en alc.vrije drank;2007 oktober;87.6;87.73;0.8;0.8;1.7;1.8;10803.0
533;010000 Voedingsmidd. en alc.vrije drank;2007 november;88.72;88.84;1.3;1.3;2.8;2.8;10803.0
534;010000 Voedingsmidd. en alc.vrije drank;2007 december;89.3;89.43;0.7;0.7;3.4;3.4;10803.0
535;010000 Voedingsmidd. en alc.vrije drank;2007;87.26;87.38;;;1.0;1.0;10803.0
536;010000 Voedingsmidd. en alc.vrije drank;2008 januari;90.09;90.22;0.9;0.9;3.9;3.9;11067.0
