ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
4867;Mannen;Totaal 18 jaar of ouder;9;Gelderland (PV);2006;11445;1.52;1046;91;1.39
4868;Mannen;Totaal 18 jaar of ouder;9;Gelderland (PV);2007;12020;1.59;1133;94;1.5
4869;Mannen;Totaal 18 jaar of ouder;9;Gelderland (PV);2008;13320;1.75;1323;99;1.74
4870;Mannen;Totaal 18 jaar of ouder;9;Gelderland (PV);2009;14085;1.84;1453;103;1.9
4871;Mannen;Totaal 18 jaar of ouder;9;Gelderland (PV);2010;15030;1.95;1580;105;2.05
4872;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2004;5545;1.27;523;94;1.2
4873;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2005;4945;1.13;466;94;1.06
4874;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2006;5195;1.18;418;81;0.95
4875;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2007;5490;1.23;450;82;1.01
4876;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2008;5985;1.32;503;84;1.11
4877;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2009;6145;1.35;563;92;1.23
4878;Mannen;Totaal 18 jaar of ouder;9;Utrecht (PV);2010;6645;1.44;636;96;1.38
4879;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2004;13585;1.37;1112;82;1.12
4880;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2005;12870;1.3;950;74;0.96
4881;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2006;11800;1.19;959;81;0.96
4882;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2007;12250;1.23;1049;86;1.06
4883;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2008;13060;1.3;1208;93;1.2
4884;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2009;13360;1.31;1269;95;1.24
4885;Mannen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2010;14125;1.37;1385;98;1.35
4886;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2004;20155;1.53;1685;84;1.28
4887;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2005;16595;1.26;1296;78;0.99
4888;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2006;16720;1.27;1392;83;1.06
4889;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2007;18040;1.38;1514;84;1.15
4890;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2008;19385;1.46;1758;91;1.32
4891;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2009;19735;1.47;1866;95;1.39
4892;Mannen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2010;20430;1.51;2021;99;1.5
4893;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2004;3250;2.22;242;75;1.65
4894;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2005;2740;1.87;186;68;1.27
4895;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2006;2490;1.69;209;84;1.42
4896;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2007;2765;1.88;222;80;1.51
4897;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2008;2995;2.02;252;84;1.7
4898;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2009;3200;2.14;297;93;1.99
4899;Mannen;Totaal 18 jaar of ouder;9;Zeeland (PV);2010;3305;2.21;318;96;2.12
4900;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2004;13040;1.39;910;70;0.97
4901;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2005;12515;1.33;849;68;0.9
4902;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2006;12950;1.38;915;71;0.97
4903;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2007;13800;1.46;1025;74;1.09
4904;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2008;14800;1.56;1166;79;1.23
4905;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2009;15425;1.61;1271;82;1.33
4906;Mannen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2010;16675;1.73;1433;86;1.49
4907;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2004;7005;1.56;583;83;1.3
4908;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2005;7000;1.56;485;69;1.08
4909;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2006;7020;1.57;537;76;1.2
4910;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2007;7425;1.66;594;80;1.33
4911;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2008;8030;1.79;662;82;1.48
4912;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2009;8410;1.86;717;85;1.59
4913;Mannen;Totaal 18 jaar of ouder;9;Limburg (PV);2010;9070;2.01;818;90;1.81
4914;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2004;96940;1.55;4369;45;0.7
4915;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2005;98345;1.57;3783;38;0.61
4916;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2006;100770;1.61;3816;38;0.61
4917;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2007;95160;1.52;3542;37;0.57
4918;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2008;85690;1.35;2781;32;0.44
4919;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2009;74520;1.17;2313;31;0.36
4920;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2010;69795;1.09;2174;31;0.34
4921;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2004;4525;1.99;163;36;0.72
4922;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2005;4715;2.07;156;33;0.69
4923;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2006;4805;2.12;177;37;0.78
4924;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2007;4600;2.03;175;38;0.77
4925;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2008;3665;1.6;141;39;0.62
4926;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2009;3150;1.37;117;37;0.51
4927;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2010;2945;1.28;109;37;0.47
4928;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2004;4530;1.83;206;46;0.83
4929;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2005;4500;1.81;203;45;0.82
4930;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2006;4955;1.99;223;45;0.9
4931;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2007;4465;1.79;203;45;0.82
4932;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2008;3795;1.52;151;40;0.6
4933;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2009;3355;1.33;125;37;0.49
4934;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2010;3170;1.25;110;35;0.43
4935;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2004;3545;1.91;122;34;0.65
4936;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2005;3880;2.08;119;31;0.64
4937;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2006;3635;1.94;123;34;0.66
4938;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2007;2945;1.57;118;40;0.63
4939;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2008;2630;1.39;92;35;0.49
4940;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2009;2535;1.33;82;32;0.43
4941;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2010;2710;1.42;87;32;0.45
4942;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2004;7745;1.82;332;43;0.78
4943;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2005;7855;1.84;311;40;0.73
4944;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2006;8085;1.89;306;38;0.72
4945;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2007;7640;1.78;277;36;0.65
4946;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2008;7060;1.63;215;30;0.5
4947;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2009;6320;1.45;188;30;0.43
4948;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2010;5775;1.32;185;32;0.42
4949;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2004;1765;1.36;77;44;0.59
4950;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2005;1835;1.39;54;29;0.41
4951;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2006;1850;1.38;57;31;0.42
4952;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2007;1740;1.28;53;31;0.39
4953;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2008;1540;1.11;44;29;0.32
4954;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2009;1635;1.15;40;25;0.28
4955;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2010;1560;1.08;38;24;0.27
4956;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2004;11825;1.58;563;48;0.75
4957;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2005;12210;1.63;465;38;0.62
4958;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2006;12375;1.64;500;40;0.66
4959;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2007;11670;1.55;467;40;0.62
4960;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2008;10800;1.42;384;36;0.51
4961;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2009;9800;1.28;344;35;0.45
4962;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2010;9245;1.2;314;34;0.41
4963;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2004;5280;1.21;278;53;0.64
4964;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2005;5360;1.22;231;43;0.53
4965;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2006;5475;1.24;214;39;0.48
4966;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2007;5265;1.18;213;41;0.48
4967;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2008;4965;1.1;176;35;0.39
4968;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2009;4535;0.99;157;35;0.34
4969;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2010;4625;1.0;162;35;0.35
4970;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2004;14095;1.42;662;47;0.67
4971;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2005;14375;1.45;591;41;0.6
4972;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2006;14790;1.49;609;41;0.61
4973;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2007;13915;1.4;529;38;0.53
4974;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2008;12855;1.28;426;33;0.42
4975;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2009;10505;1.03;343;33;0.34
4976;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2010;9840;0.96;317;32;0.31
4977;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2004;18565;1.41;845;46;0.64
4978;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2005;18505;1.41;789;43;0.6
4979;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2006;19120;1.46;771;40;0.59
4980;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2007;18395;1.4;722;39;0.55
4981;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2008;16305;1.23;534;33;0.4
4982;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2009;13565;1.01;408;30;0.3
4983;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2010;12425;0.92;376;30;0.28
4984;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2004;3460;2.36;124;36;0.84
4985;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2005;3490;2.38;107;31;0.73
4986;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2006;3360;2.28;98;29;0.67
4987;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2007;3265;2.22;104;32;0.71
4988;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2008;2890;1.95;79;27;0.53
4989;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2009;2520;1.69;68;27;0.46
4990;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2010;2350;1.57;63;27;0.42
4991;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2004;13320;1.42;576;43;0.62
4992;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2005;13655;1.46;454;33;0.48
4993;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2006;14175;1.51;454;32;0.48
4994;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2007;13645;1.45;421;31;0.45
4995;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2008;12140;1.28;331;27;0.35
4996;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2009;10345;1.08;274;26;0.29
4997;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2010;9220;0.96;247;27;0.26
4998;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2004;8290;1.85;421;51;0.94
4999;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2005;7970;1.78;302;38;0.67
5000;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2006;8150;1.82;286;35;0.64
5001;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2007;7610;1.71;259;34;0.58
5002;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2008;7045;1.57;208;29;0.46
5003;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2009;6260;1.39;167;27;0.37
5004;Mannen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2010;5935;1.31;166;28;0.37
5005;Mannen;18  tot 65 jaar;0;Nederland;2004;36670;0.7;3432;94;0.66
5006;Mannen;18  tot 65 jaar;0;Nederland;2005;36665;0.7;3421;93;0.66
5007;Mannen;18  tot 65 jaar;0;Nederland;2006;37875;0.73;3611;95;0.69
5008;Mannen;18  tot 65 jaar;0;Nederland;2007;38410;0.74;3689;96;0.71
5009;Mannen;18  tot 65 jaar;0;Nederland;2008;40235;0.77;3936;98;0.75
5010;Mannen;18  tot 65 jaar;0;Nederland;2009;39220;0.75;4077;104;0.78
5011;Mannen;18  tot 65 jaar;0;Nederland;2010;40515;0.77;4422;109;0.84
5012;Mannen;18  tot 65 jaar;0;Groningen (PV);2004;1630;0.86;116;71;0.61
5013;Mannen;18  tot 65 jaar;0;Groningen (PV);2005;1760;0.93;137;78;0.72
5014;Mannen;18  tot 65 jaar;0;Groningen (PV);2006;1835;0.97;157;86;0.83
5015;Mannen;18  tot 65 jaar;0;Groningen (PV);2007;1845;0.98;156;84;0.83
5016;Mannen;18  tot 65 jaar;0;Groningen (PV);2008;1820;0.97;171;94;0.91
5017;Mannen;18  tot 65 jaar;0;Groningen (PV);2009;1725;0.92;176;102;0.94
5018;Mannen;18  tot 65 jaar;0;Groningen (PV);2010;1815;0.96;186;103;0.99
5019;Mannen;18  tot 65 jaar;0;Friesland (PV);2004;1545;0.75;169;109;0.82
5020;Mannen;18  tot 65 jaar;0;Friesland (PV);2005;1545;0.76;167;108;0.82
5021;Mannen;18  tot 65 jaar;0;Friesland (PV);2006;1860;0.92;212;114;1.05
5022;Mannen;18  tot 65 jaar;0;Friesland (PV);2007;1965;0.97;226;115;1.12
5023;Mannen;18  tot 65 jaar;0;Friesland (PV);2008;2045;1.01;235;115;1.16
5024;Mannen;18  tot 65 jaar;0;Friesland (PV);2009;1990;0.98;231;116;1.14
5025;Mannen;18  tot 65 jaar;0;Friesland (PV);2010;1960;0.97;231;118;1.14
5026;Mannen;18  tot 65 jaar;0;Drenthe (PV);2004;1320;0.88;152;115;1.01
5027;Mannen;18  tot 65 jaar;0;Drenthe (PV);2005;1345;0.9;159;118;1.06
5028;Mannen;18  tot 65 jaar;0;Drenthe (PV);2006;1335;0.89;152;114;1.01
5029;Mannen;18  tot 65 jaar;0;Drenthe (PV);2007;1285;0.86;159;124;1.06
5030;Mannen;18  tot 65 jaar;0;Drenthe (PV);2008;1385;0.93;165;119;1.1
5031;Mannen;18  tot 65 jaar;0;Drenthe (PV);2009;1430;0.96;158;110;1.05
5032;Mannen;18  tot 65 jaar;0;Drenthe (PV);2010;1545;1.04;167;108;1.12
5033;Mannen;18  tot 65 jaar;0;Overijssel (PV);2004;3015;0.85;277;92;0.78
5034;Mannen;18  tot 65 jaar;0;Overijssel (PV);2005;2925;0.82;267;91;0.75
5035;Mannen;18  tot 65 jaar;0;Overijssel (PV);2006;2900;0.82;271;94;0.76
5036;Mannen;18  tot 65 jaar;0;Overijssel (PV);2007;2910;0.82;278;96;0.79
5037;Mannen;18  tot 65 jaar;0;Overijssel (PV);2008;3270;0.92;317;97;0.89
5038;Mannen;18  tot 65 jaar;0;Overijssel (PV);2009;3245;0.91;349;108;0.98
5039;Mannen;18  tot 65 jaar;0;Overijssel (PV);2010;3345;0.94;380;114;1.06
5040;Mannen;18  tot 65 jaar;0;Flevoland (PV);2004;770;0.67;58;76;0.51
5041;Mannen;18  tot 65 jaar;0;Flevoland (PV);2005;740;0.63;52;70;0.44
5042;Mannen;18  tot 65 jaar;0;Flevoland (PV);2006;755;0.63;54;72;0.45
5043;Mannen;18  tot 65 jaar;0;Flevoland (PV);2007;745;0.62;55;73;0.45
5044;Mannen;18  tot 65 jaar;0;Flevoland (PV);2008;780;0.64;61;78;0.5
5045;Mannen;18  tot 65 jaar;0;Flevoland (PV);2009;830;0.67;67;81;0.54
5046;Mannen;18  tot 65 jaar;0;Flevoland (PV);2010;845;0.67;68;81;0.54
5047;Mannen;18  tot 65 jaar;0;Gelderland (PV);2004;4475;0.72;424;95;0.68
5048;Mannen;18  tot 65 jaar;0;Gelderland (PV);2005;4445;0.71;434;98;0.69
5049;Mannen;18  tot 65 jaar;0;Gelderland (PV);2006;4655;0.75;463;99;0.74
5050;Mannen;18  tot 65 jaar;0;Gelderland (PV);2007;4810;0.77;478;99;0.77
5051;Mannen;18  tot 65 jaar;0;Gelderland (PV);2008;5045;0.81;506;100;0.81
5052;Mannen;18  tot 65 jaar;0;Gelderland (PV);2009;4955;0.79;520;105;0.83
5053;Mannen;18  tot 65 jaar;0;Gelderland (PV);2010;5050;0.81;577;114;0.93
5054;Mannen;18  tot 65 jaar;0;Utrecht (PV);2004;2015;0.54;202;100;0.54
5055;Mannen;18  tot 65 jaar;0;Utrecht (PV);2005;2010;0.54;187;93;0.5
5056;Mannen;18  tot 65 jaar;0;Utrecht (PV);2006;2190;0.58;204;93;0.55
5057;Mannen;18  tot 65 jaar;0;Utrecht (PV);2007;2215;0.59;208;94;0.55
5058;Mannen;18  tot 65 jaar;0;Utrecht (PV);2008;2340;0.61;211;90;0.55
5059;Mannen;18  tot 65 jaar;0;Utrecht (PV);2009;2285;0.6;233;102;0.61
5060;Mannen;18  tot 65 jaar;0;Utrecht (PV);2010;2500;0.65;269;107;0.7
5061;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2004;5270;0.63;517;98;0.62
5062;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2005;5450;0.65;522;96;0.63
5063;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2006;5535;0.67;546;99;0.66
5064;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2007;5500;0.66;539;98;0.65
5065;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2008;5840;0.7;627;107;0.75
5066;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2009;5830;0.69;637;109;0.76
5067;Mannen;18  tot 65 jaar;0;Noord-Holland (PV);2010;6145;0.73;690;112;0.81
5068;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2004;6860;0.62;675;98;0.61
5069;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2005;6830;0.62;673;99;0.61
5070;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2006;6970;0.64;703;101;0.64
5071;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2007;7120;0.65;727;102;0.67
5072;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2008;7155;0.65;736;103;0.67
5073;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2009;6810;0.62;747;110;0.68
5074;Mannen;18  tot 65 jaar;0;Zuid-Holland (PV);2010;7150;0.64;831;116;0.75
5075;Mannen;18  tot 65 jaar;0;Zeeland (PV);2004;1185;1.01;106;89;0.9
5076;Mannen;18  tot 65 jaar;0;Zeeland (PV);2005;1140;0.98;95;83;0.81
5077;Mannen;18  tot 65 jaar;0;Zeeland (PV);2006;1140;0.97;93;82;0.8
5078;Mannen;18  tot 65 jaar;0;Zeeland (PV);2007;1235;1.06;101;82;0.87
5079;Mannen;18  tot 65 jaar;0;Zeeland (PV);2008;1225;1.05;100;82;0.86
5080;Mannen;18  tot 65 jaar;0;Zeeland (PV);2009;1175;1.01;110;94;0.95
5081;Mannen;18  tot 65 jaar;0;Zeeland (PV);2010;1145;0.99;114;100;0.98
5082;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2004;5330;0.68;460;86;0.59
5083;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2005;5270;0.67;457;87;0.59
5084;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2006;5350;0.69;475;89;0.61
5085;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2007;5570;0.72;496;89;0.64
5086;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2008;5850;0.75;522;89;0.67
5087;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2009;5625;0.72;557;99;0.71
5088;Mannen;18  tot 65 jaar;0;Noord-Brabant (PV);2010;5715;0.73;590;103;0.76
5089;Mannen;18  tot 65 jaar;0;Limburg (PV);2004;3255;0.88;276;85;0.75
5090;Mannen;18  tot 65 jaar;0;Limburg (PV);2005;3205;0.88;272;85;0.75
5091;Mannen;18  tot 65 jaar;0;Limburg (PV);2006;3350;0.92;279;83;0.77
5092;Mannen;18  tot 65 jaar;0;Limburg (PV);2007;3205;0.89;266;83;0.74
5093;Mannen;18  tot 65 jaar;0;Limburg (PV);2008;3490;0.97;284;81;0.79
5094;Mannen;18  tot 65 jaar;0;Limburg (PV);2009;3320;0.93;294;88;0.82
5095;Mannen;18  tot 65 jaar;0;Limburg (PV);2010;3305;0.93;320;97;0.9
5096;Mannen;18  tot 65 jaar;1;Nederland;2004;6365;0.12;533;84;0.1
5097;Mannen;18  tot 65 jaar;1;Nederland;2005;9610;0.18;912;95;0.17
5098;Mannen;18  tot 65 jaar;1;Nederland;2006;10980;0.21;1060;96;0.2
5099;Mannen;18  tot 65 jaar;1;Nederland;2007;11620;0.22;1119;96;0.22
5100;Mannen;18  tot 65 jaar;1;Nederland;2008;12405;0.24;1251;101;0.24
5101;Mannen;18  tot 65 jaar;1;Nederland;2009;13715;0.26;1447;106;0.28
5102;Mannen;18  tot 65 jaar;1;Nederland;2010;15365;0.29;1658;108;0.32
5103;Mannen;18  tot 65 jaar;1;Groningen (PV);2004;260;0.14;21;80;0.11
5104;Mannen;18  tot 65 jaar;1;Groningen (PV);2005;410;0.22;37;90;0.2
5105;Mannen;18  tot 65 jaar;1;Groningen (PV);2006;445;0.23;41;93;0.22
5106;Mannen;18  tot 65 jaar;1;Groningen (PV);2007;465;0.25;45;96;0.24
5107;Mannen;18  tot 65 jaar;1;Groningen (PV);2008;505;0.27;53;106;0.28
5108;Mannen;18  tot 65 jaar;1;Groningen (PV);2009;580;0.31;66;113;0.35
5109;Mannen;18  tot 65 jaar;1;Groningen (PV);2010;610;0.32;68;112;0.36
5110;Mannen;18  tot 65 jaar;1;Friesland (PV);2004;265;0.13;21;81;0.1
5111;Mannen;18  tot 65 jaar;1;Friesland (PV);2005;330;0.16;30;91;0.15
5112;Mannen;18  tot 65 jaar;1;Friesland (PV);2006;515;0.25;52;102;0.26
5113;Mannen;18  tot 65 jaar;1;Friesland (PV);2007;620;0.31;64;104;0.32
5114;Mannen;18  tot 65 jaar;1;Friesland (PV);2008;710;0.35;72;102;0.36
5115;Mannen;18  tot 65 jaar;1;Friesland (PV);2009;745;0.37;79;105;0.39
5116;Mannen;18  tot 65 jaar;1;Friesland (PV);2010;820;0.41;91;111;0.45
5117;Mannen;18  tot 65 jaar;1;Drenthe (PV);2004;275;0.18;29;105;0.19
5118;Mannen;18  tot 65 jaar;1;Drenthe (PV);2005;340;0.23;37;110;0.25
5119;Mannen;18  tot 65 jaar;1;Drenthe (PV);2006;360;0.24;41;114;0.27
5120;Mannen;18  tot 65 jaar;1;Drenthe (PV);2007;405;0.27;44;107;0.29
5121;Mannen;18  tot 65 jaar;1;Drenthe (PV);2008;435;0.29;47;107;0.31
5122;Mannen;18  tot 65 jaar;1;Drenthe (PV);2009;475;0.32;52;110;0.35
5123;Mannen;18  tot 65 jaar;1;Drenthe (PV);2010;535;0.36;60;112;0.4
5124;Mannen;18  tot 65 jaar;1;Overijssel (PV);2004;660;0.19;61;93;0.17
5125;Mannen;18  tot 65 jaar;1;Overijssel (PV);2005;875;0.25;89;102;0.25
5126;Mannen;18  tot 65 jaar;1;Overijssel (PV);2006;915;0.26;92;101;0.26
5127;Mannen;18  tot 65 jaar;1;Overijssel (PV);2007;910;0.26;91;100;0.26
5128;Mannen;18  tot 65 jaar;1;Overijssel (PV);2008;995;0.28;102;102;0.29
5129;Mannen;18  tot 65 jaar;1;Overijssel (PV);2009;1115;0.31;128;115;0.36
