ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
7490;Mannen;80 jaar of ouder;5;Overijssel (PV);2004;145;1.08;18;122;1.31
7491;Mannen;80 jaar of ouder;5;Overijssel (PV);2005;205;1.45;29;144;2.08
7492;Mannen;80 jaar of ouder;5;Overijssel (PV);2006;235;1.64;35;148;2.44
7493;Mannen;80 jaar of ouder;5;Overijssel (PV);2007;165;1.12;26;156;1.75
7494;Mannen;80 jaar of ouder;5;Overijssel (PV);2008;115;0.73;19;167;1.23
7495;Mannen;80 jaar of ouder;5;Overijssel (PV);2009;110;0.67;18;164;1.09
7496;Mannen;80 jaar of ouder;5;Overijssel (PV);2010;55;0.33;9;156;0.51
7497;Mannen;80 jaar of ouder;5;Flevoland (PV);2004;25;0.88;3;99;0.87
7498;Mannen;80 jaar of ouder;5;Flevoland (PV);2005;30;0.89;3;109;0.97
7499;Mannen;80 jaar of ouder;5;Flevoland (PV);2006;40;1.2;5;116;1.38
7500;Mannen;80 jaar of ouder;5;Flevoland (PV);2007;30;0.96;5;151;1.45
7501;Mannen;80 jaar of ouder;5;Flevoland (PV);2008;15;0.49;2;116;0.57
7502;Mannen;80 jaar of ouder;5;Flevoland (PV);2009;20;0.6;3;142;0.85
7503;Mannen;80 jaar of ouder;5;Flevoland (PV);2010;15;0.42;2;128;0.54
7504;Mannen;80 jaar of ouder;5;Gelderland (PV);2004;180;0.74;26;141;1.05
7505;Mannen;80 jaar of ouder;5;Gelderland (PV);2005;300;1.17;42;140;1.64
7506;Mannen;80 jaar of ouder;5;Gelderland (PV);2006;290;1.1;44;150;1.65
7507;Mannen;80 jaar of ouder;5;Gelderland (PV);2007;235;0.85;37;160;1.37
7508;Mannen;80 jaar of ouder;5;Gelderland (PV);2008;135;0.47;24;179;0.83
7509;Mannen;80 jaar of ouder;5;Gelderland (PV);2009;120;0.4;21;176;0.7
7510;Mannen;80 jaar of ouder;5;Gelderland (PV);2010;85;0.28;14;156;0.44
7511;Mannen;80 jaar of ouder;5;Utrecht (PV);2004;120;0.9;14;119;1.07
7512;Mannen;80 jaar of ouder;5;Utrecht (PV);2005;135;0.99;17;122;1.21
7513;Mannen;80 jaar of ouder;5;Utrecht (PV);2006;125;0.88;17;132;1.16
7514;Mannen;80 jaar of ouder;5;Utrecht (PV);2007;105;0.7;16;151;1.06
7515;Mannen;80 jaar of ouder;5;Utrecht (PV);2008;80;0.52;10;123;0.64
7516;Mannen;80 jaar of ouder;5;Utrecht (PV);2009;60;0.38;9;144;0.55
7517;Mannen;80 jaar of ouder;5;Utrecht (PV);2010;65;0.38;9;140;0.54
7518;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2004;375;1.11;43;115;1.28
7519;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2005;450;1.29;50;112;1.45
7520;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2006;590;1.65;72;122;2.01
7521;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2007;475;1.3;61;128;1.65
7522;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2008;325;0.86;43;132;1.13
7523;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2009;225;0.57;32;142;0.82
7524;Mannen;80 jaar of ouder;5;Noord-Holland (PV);2010;175;0.44;27;152;0.66
7525;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2004;375;0.81;40;105;0.86
7526;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2005;595;1.26;81;136;1.72
7527;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2006;660;1.37;93;141;1.93
7528;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2007;455;0.92;64;140;1.28
7529;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2008;340;0.66;50;147;0.98
7530;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2009;215;0.41;33;151;0.62
7531;Mannen;80 jaar of ouder;5;Zuid-Holland (PV);2010;180;0.33;30;162;0.54
7532;Mannen;80 jaar of ouder;5;Zeeland (PV);2004;85;1.22;9;102;1.24
7533;Mannen;80 jaar of ouder;5;Zeeland (PV);2005;105;1.45;14;131;1.91
7534;Mannen;80 jaar of ouder;5;Zeeland (PV);2006;120;1.64;18;155;2.53
7535;Mannen;80 jaar of ouder;5;Zeeland (PV);2007;85;1.16;15;177;2.06
7536;Mannen;80 jaar of ouder;5;Zeeland (PV);2008;55;0.72;9;172;1.24
7537;Mannen;80 jaar of ouder;5;Zeeland (PV);2009;40;0.54;8;188;1.01
7538;Mannen;80 jaar of ouder;5;Zeeland (PV);2010;40;0.52;8;181;0.94
7539;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2004;240;0.91;28;117;1.07
7540;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2005;245;0.89;31;127;1.13
7541;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2006;285;0.99;36;125;1.23
7542;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2007;200;0.66;28;142;0.94
7543;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2008;135;0.42;21;153;0.64
7544;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2009;120;0.36;17;139;0.5
7545;Mannen;80 jaar of ouder;5;Noord-Brabant (PV);2010;95;0.27;14;146;0.39
7546;Mannen;80 jaar of ouder;5;Limburg (PV);2004;170;1.17;27;159;1.85
7547;Mannen;80 jaar of ouder;5;Limburg (PV);2005;185;1.22;25;136;1.66
7548;Mannen;80 jaar of ouder;5;Limburg (PV);2006;175;1.12;27;152;1.7
7549;Mannen;80 jaar of ouder;5;Limburg (PV);2007;135;0.82;24;182;1.49
7550;Mannen;80 jaar of ouder;5;Limburg (PV);2008;85;0.49;15;178;0.87
7551;Mannen;80 jaar of ouder;5;Limburg (PV);2009;70;0.4;13;179;0.72
7552;Mannen;80 jaar of ouder;5;Limburg (PV);2010;65;0.35;11;172;0.59
7553;Mannen;80 jaar of ouder;6;Nederland;2004;12515;6.04;1602;128;7.74
7554;Mannen;80 jaar of ouder;6;Nederland;2005;13340;6.24;1494;112;6.99
7555;Mannen;80 jaar of ouder;6;Nederland;2006;14075;6.38;1658;118;7.52
7556;Mannen;80 jaar of ouder;6;Nederland;2007;15905;6.98;2164;136;9.51
7557;Mannen;80 jaar of ouder;6;Nederland;2008;14580;6.17;2041;140;8.63
7558;Mannen;80 jaar of ouder;6;Nederland;2009;13620;5.56;1934;142;7.89
7559;Mannen;80 jaar of ouder;6;Nederland;2010;13510;5.28;1976;146;7.73
7560;Mannen;80 jaar of ouder;6;Groningen (PV);2004;475;5.73;49;103;5.9
7561;Mannen;80 jaar of ouder;6;Groningen (PV);2005;705;8.31;66;94;7.83
7562;Mannen;80 jaar of ouder;6;Groningen (PV);2006;715;8.35;74;104;8.65
7563;Mannen;80 jaar of ouder;6;Groningen (PV);2007;835;9.6;112;134;12.9
7564;Mannen;80 jaar of ouder;6;Groningen (PV);2008;630;7.05;100;159;11.2
7565;Mannen;80 jaar of ouder;6;Groningen (PV);2009;540;5.97;85;157;9.4
7566;Mannen;80 jaar of ouder;6;Groningen (PV);2010;505;5.41;82;162;8.75
7567;Mannen;80 jaar of ouder;6;Friesland (PV);2004;900;9.8;127;141;13.83
7568;Mannen;80 jaar of ouder;6;Friesland (PV);2005;805;8.55;116;144;12.35
7569;Mannen;80 jaar of ouder;6;Friesland (PV);2006;765;7.94;120;157;12.43
7570;Mannen;80 jaar of ouder;6;Friesland (PV);2007;770;7.83;125;163;12.76
7571;Mannen;80 jaar of ouder;6;Friesland (PV);2008;640;6.32;112;174;10.99
7572;Mannen;80 jaar of ouder;6;Friesland (PV);2009;640;6.11;101;158;9.65
7573;Mannen;80 jaar of ouder;6;Friesland (PV);2010;620;5.72;103;166;9.46
7574;Mannen;80 jaar of ouder;6;Drenthe (PV);2004;605;8.21;113;186;15.25
7575;Mannen;80 jaar of ouder;6;Drenthe (PV);2005;720;9.42;93;130;12.21
7576;Mannen;80 jaar of ouder;6;Drenthe (PV);2006;640;8.05;82;129;10.37
7577;Mannen;80 jaar of ouder;6;Drenthe (PV);2007;520;6.33;79;152;9.62
7578;Mannen;80 jaar of ouder;6;Drenthe (PV);2008;470;5.47;83;177;9.66
7579;Mannen;80 jaar of ouder;6;Drenthe (PV);2009;460;5.19;71;154;7.97
7580;Mannen;80 jaar of ouder;6;Drenthe (PV);2010;455;4.96;80;176;8.71
7581;Mannen;80 jaar of ouder;6;Overijssel (PV);2004;990;7.31;142;143;10.47
7582;Mannen;80 jaar of ouder;6;Overijssel (PV);2005;1010;7.19;121;120;8.62
7583;Mannen;80 jaar of ouder;6;Overijssel (PV);2006;1100;7.64;147;133;10.17
7584;Mannen;80 jaar of ouder;6;Overijssel (PV);2007;1250;8.39;204;163;13.66
7585;Mannen;80 jaar of ouder;6;Overijssel (PV);2008;1170;7.44;183;157;11.65
7586;Mannen;80 jaar of ouder;6;Overijssel (PV);2009;1150;7.04;184;160;11.23
7587;Mannen;80 jaar of ouder;6;Overijssel (PV);2010;1130;6.62;184;163;10.77
7588;Mannen;80 jaar of ouder;6;Flevoland (PV);2004;225;7.66;24;107;8.17
7589;Mannen;80 jaar of ouder;6;Flevoland (PV);2005;280;8.94;21;73;6.55
7590;Mannen;80 jaar of ouder;6;Flevoland (PV);2006;295;9.1;29;98;8.88
7591;Mannen;80 jaar of ouder;6;Flevoland (PV);2007;305;9.2;35;114;10.51
7592;Mannen;80 jaar of ouder;6;Flevoland (PV);2008;275;7.92;37;132;10.49
7593;Mannen;80 jaar of ouder;6;Flevoland (PV);2009;295;7.96;40;137;10.89
7594;Mannen;80 jaar of ouder;6;Flevoland (PV);2010;275;7.21;38;140;10.12
7595;Mannen;80 jaar of ouder;6;Gelderland (PV);2004;1500;6.1;194;129;7.89
7596;Mannen;80 jaar of ouder;6;Gelderland (PV);2005;1645;6.43;183;112;7.17
7597;Mannen;80 jaar of ouder;6;Gelderland (PV);2006;1820;6.88;232;127;8.76
7598;Mannen;80 jaar of ouder;6;Gelderland (PV);2007;2040;7.44;300;147;10.94
7599;Mannen;80 jaar of ouder;6;Gelderland (PV);2008;1905;6.67;289;152;10.13
7600;Mannen;80 jaar of ouder;6;Gelderland (PV);2009;1855;6.24;294;158;9.89
7601;Mannen;80 jaar of ouder;6;Gelderland (PV);2010;1910;6.17;310;162;9.99
7602;Mannen;80 jaar of ouder;6;Utrecht (PV);2004;700;5.32;91;130;6.93
7603;Mannen;80 jaar of ouder;6;Utrecht (PV);2005;700;5.13;93;132;6.79
7604;Mannen;80 jaar of ouder;6;Utrecht (PV);2006;790;5.55;87;110;6.12
7605;Mannen;80 jaar of ouder;6;Utrecht (PV);2007;890;6.02;126;141;8.51
7606;Mannen;80 jaar of ouder;6;Utrecht (PV);2008;940;6.1;125;133;8.1
7607;Mannen;80 jaar of ouder;6;Utrecht (PV);2009;945;5.93;136;143;8.51
7608;Mannen;80 jaar of ouder;6;Utrecht (PV);2010;965;5.79;142;147;8.51
7609;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2004;1670;4.93;210;125;6.19
7610;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2005;1785;5.13;206;115;5.92
7611;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2006;1925;5.38;222;115;6.21
7612;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2007;2210;6.0;292;132;7.93
7613;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2008;2095;5.55;276;132;7.31
7614;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2009;1830;4.69;247;135;6.33
7615;Mannen;80 jaar of ouder;6;Noord-Holland (PV);2010;1810;4.48;237;131;5.86
7616;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2004;2520;5.45;295;117;6.37
7617;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2005;2520;5.34;275;109;5.83
7618;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2006;2590;5.35;291;113;6.02
7619;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2007;3255;6.56;409;126;8.26
7620;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2008;3105;6.08;406;131;7.95
7621;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2009;2855;5.43;376;132;7.15
7622;Mannen;80 jaar of ouder;6;Zuid-Holland (PV);2010;2730;5.0;372;136;6.81
7623;Mannen;80 jaar of ouder;6;Zeeland (PV);2004;450;6.48;42;94;6.08
7624;Mannen;80 jaar of ouder;6;Zeeland (PV);2005;500;7.03;40;80;5.61
7625;Mannen;80 jaar of ouder;6;Zeeland (PV);2006;510;7.05;51;100;7.05
7626;Mannen;80 jaar of ouder;6;Zeeland (PV);2007;520;7.03;59;114;7.99
7627;Mannen;80 jaar of ouder;6;Zeeland (PV);2008;475;6.23;62;130;8.1
7628;Mannen;80 jaar of ouder;6;Zeeland (PV);2009;395;5.04;55;139;7.0
7629;Mannen;80 jaar of ouder;6;Zeeland (PV);2010;430;5.35;62;144;7.72
7630;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2004;1610;6.06;203;126;7.63
7631;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2005;1770;6.39;181;102;6.51
7632;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2006;1970;6.76;206;105;7.09
7633;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2007;2180;7.17;258;118;8.49
7634;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2008;1895;5.92;231;122;7.22
7635;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2009;1750;5.21;227;129;6.74
7636;Mannen;80 jaar of ouder;6;Noord-Brabant (PV);2010;1730;4.86;238;137;6.66
7637;Mannen;80 jaar of ouder;6;Limburg (PV);2004;875;6.08;114;130;7.92
7638;Mannen;80 jaar of ouder;6;Limburg (PV);2005;905;6.02;99;109;6.58
7639;Mannen;80 jaar of ouder;6;Limburg (PV);2006;960;6.14;117;122;7.46
7640;Mannen;80 jaar of ouder;6;Limburg (PV);2007;1125;6.91;165;146;10.11
7641;Mannen;80 jaar of ouder;6;Limburg (PV);2008;975;5.7;138;141;8.04
7642;Mannen;80 jaar of ouder;6;Limburg (PV);2009;900;5.03;120;133;6.69
7643;Mannen;80 jaar of ouder;6;Limburg (PV);2010;940;4.94;130;138;6.8
7644;Mannen;80 jaar of ouder;7;Nederland;2004;15215;7.35;4359;286;21.05
7645;Mannen;80 jaar of ouder;7;Nederland;2005;16065;7.52;4764;297;22.28
7646;Mannen;80 jaar of ouder;7;Nederland;2006;16435;7.45;5059;308;22.93
7647;Mannen;80 jaar of ouder;7;Nederland;2007;13565;5.96;4401;324;19.33
7648;Mannen;80 jaar of ouder;7;Nederland;2008;11240;4.75;3705;330;15.67
7649;Mannen;80 jaar of ouder;7;Nederland;2009;9375;3.82;3194;341;13.04
7650;Mannen;80 jaar of ouder;7;Nederland;2010;8490;3.32;2934;346;11.47
7651;Mannen;80 jaar of ouder;7;Groningen (PV);2004;730;8.81;212;291;25.59
7652;Mannen;80 jaar of ouder;7;Groningen (PV);2005;775;9.16;217;280;25.61
7653;Mannen;80 jaar of ouder;7;Groningen (PV);2006;820;9.57;245;298;28.53
7654;Mannen;80 jaar of ouder;7;Groningen (PV);2007;655;7.51;222;339;25.48
7655;Mannen;80 jaar of ouder;7;Groningen (PV);2008;470;5.24;167;355;18.62
7656;Mannen;80 jaar of ouder;7;Groningen (PV);2009;380;4.17;137;364;15.17
7657;Mannen;80 jaar of ouder;7;Groningen (PV);2010;290;3.13;107;367;11.47
7658;Mannen;80 jaar of ouder;7;Friesland (PV);2004;640;6.96;194;303;21.12
7659;Mannen;80 jaar of ouder;7;Friesland (PV);2005;685;7.28;232;340;24.75
7660;Mannen;80 jaar of ouder;7;Friesland (PV);2006;755;7.84;259;342;26.85
7661;Mannen;80 jaar of ouder;7;Friesland (PV);2007;640;6.54;245;382;25.01
7662;Mannen;80 jaar of ouder;7;Friesland (PV);2008;500;4.9;196;393;19.26
7663;Mannen;80 jaar of ouder;7;Friesland (PV);2009;440;4.19;173;394;16.51
7664;Mannen;80 jaar of ouder;7;Friesland (PV);2010;440;4.06;167;378;15.38
7665;Mannen;80 jaar of ouder;7;Drenthe (PV);2004;395;5.32;132;335;17.84
7666;Mannen;80 jaar of ouder;7;Drenthe (PV);2005;515;6.7;166;324;21.7
7667;Mannen;80 jaar of ouder;7;Drenthe (PV);2006;560;7.05;218;390;27.55
7668;Mannen;80 jaar of ouder;7;Drenthe (PV);2007;375;4.59;144;384;17.61
7669;Mannen;80 jaar of ouder;7;Drenthe (PV);2008;325;3.77;121;375;14.13
7670;Mannen;80 jaar of ouder;7;Drenthe (PV);2009;285;3.2;112;394;12.61
7671;Mannen;80 jaar of ouder;7;Drenthe (PV);2010;280;3.08;105;373;11.5
7672;Mannen;80 jaar of ouder;7;Overijssel (PV);2004;1100;8.14;340;308;25.12
7673;Mannen;80 jaar of ouder;7;Overijssel (PV);2005;1205;8.6;374;310;26.65
7674;Mannen;80 jaar of ouder;7;Overijssel (PV);2006;1270;8.81;408;321;28.28
7675;Mannen;80 jaar of ouder;7;Overijssel (PV);2007;1025;6.88;346;337;23.18
7676;Mannen;80 jaar of ouder;7;Overijssel (PV);2008;955;6.07;328;344;20.87
7677;Mannen;80 jaar of ouder;7;Overijssel (PV);2009;830;5.07;301;362;18.36
7678;Mannen;80 jaar of ouder;7;Overijssel (PV);2010;675;3.94;239;356;14.01
7679;Mannen;80 jaar of ouder;7;Flevoland (PV);2004;270;9.12;68;254;23.13
7680;Mannen;80 jaar of ouder;7;Flevoland (PV);2005;295;9.38;85;290;27.18
7681;Mannen;80 jaar of ouder;7;Flevoland (PV);2006;310;9.53;81;262;24.95
7682;Mannen;80 jaar of ouder;7;Flevoland (PV);2007;230;6.97;69;299;20.87
7683;Mannen;80 jaar of ouder;7;Flevoland (PV);2008;225;6.49;67;293;19.03
7684;Mannen;80 jaar of ouder;7;Flevoland (PV);2009;190;5.11;58;308;15.74
7685;Mannen;80 jaar of ouder;7;Flevoland (PV);2010;170;4.47;55;323;14.46
7686;Mannen;80 jaar of ouder;7;Gelderland (PV);2004;1725;7.01;528;307;21.48
7687;Mannen;80 jaar of ouder;7;Gelderland (PV);2005;2070;8.1;638;308;24.93
7688;Mannen;80 jaar of ouder;7;Gelderland (PV);2006;2030;7.67;673;331;25.43
7689;Mannen;80 jaar of ouder;7;Gelderland (PV);2007;1640;5.98;580;354;21.15
7690;Mannen;80 jaar of ouder;7;Gelderland (PV);2008;1330;4.65;495;373;17.34
7691;Mannen;80 jaar of ouder;7;Gelderland (PV);2009;1235;4.16;470;380;15.81
7692;Mannen;80 jaar of ouder;7;Gelderland (PV);2010;1155;3.73;437;378;14.09
7693;Mannen;80 jaar of ouder;7;Utrecht (PV);2004;860;6.57;267;310;20.32
7694;Mannen;80 jaar of ouder;7;Utrecht (PV);2005;915;6.68;294;322;21.53
7695;Mannen;80 jaar of ouder;7;Utrecht (PV);2006;985;6.93;301;307;21.24
7696;Mannen;80 jaar of ouder;7;Utrecht (PV);2007;800;5.4;254;318;17.19
7697;Mannen;80 jaar of ouder;7;Utrecht (PV);2008;665;4.33;217;325;14.06
7698;Mannen;80 jaar of ouder;7;Utrecht (PV);2009;565;3.55;183;323;11.46
7699;Mannen;80 jaar of ouder;7;Utrecht (PV);2010;545;3.28;180;330;10.82
7700;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2004;2485;7.33;690;278;20.37
7701;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2005;2460;7.08;703;285;20.19
7702;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2006;2420;6.75;713;295;19.89
7703;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2007;2125;5.78;635;299;17.26
7704;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2008;1790;4.74;539;301;14.26
7705;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2009;1415;3.64;449;317;11.51
7706;Mannen;80 jaar of ouder;7;Noord-Holland (PV);2010;1270;3.14;417;329;10.33
7707;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2004;3670;7.93;1025;279;22.17
7708;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2005;3530;7.47;1038;294;21.99
7709;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2006;3675;7.61;1103;300;22.82
7710;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2007;3040;6.13;960;316;19.37
7711;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2008;2440;4.78;773;317;15.13
7712;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2009;1975;3.76;650;329;12.37
7713;Mannen;80 jaar of ouder;7;Zuid-Holland (PV);2010;1770;3.24;589;333;10.79
7714;Mannen;80 jaar of ouder;7;Zeeland (PV);2004;715;10.22;184;259;26.43
7715;Mannen;80 jaar of ouder;7;Zeeland (PV);2005;695;9.81;190;273;26.77
7716;Mannen;80 jaar of ouder;7;Zeeland (PV);2006;570;7.89;175;308;24.29
7717;Mannen;80 jaar of ouder;7;Zeeland (PV);2007;475;6.42;160;336;21.6
7718;Mannen;80 jaar of ouder;7;Zeeland (PV);2008;435;5.73;135;308;17.65
7719;Mannen;80 jaar of ouder;7;Zeeland (PV);2009;360;4.63;120;331;15.36
7720;Mannen;80 jaar of ouder;7;Zeeland (PV);2010;335;4.17;114;340;14.19
7721;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2004;1730;6.52;430;248;16.2
7722;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2005;1925;6.94;515;268;18.58
7723;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2006;2015;6.92;567;281;19.47
7724;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2007;1765;5.81;523;296;17.18
7725;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2008;1420;4.43;429;302;13.4
7726;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2009;1120;3.34;347;309;10.32
7727;Mannen;80 jaar of ouder;7;Noord-Brabant (PV);2010;1000;2.81;332;331;9.3
7728;Mannen;80 jaar of ouder;7;Limburg (PV);2004;900;6.26;288;320;20.03
7729;Mannen;80 jaar of ouder;7;Limburg (PV);2005;995;6.64;311;312;20.76
7730;Mannen;80 jaar of ouder;7;Limburg (PV);2006;1025;6.56;316;308;20.18
7731;Mannen;80 jaar of ouder;7;Limburg (PV);2007;785;4.82;262;333;16.06
7732;Mannen;80 jaar of ouder;7;Limburg (PV);2008;685;3.99;240;351;14.0
7733;Mannen;80 jaar of ouder;7;Limburg (PV);2009;580;3.22;195;337;10.85
7734;Mannen;80 jaar of ouder;7;Limburg (PV);2010;555;2.9;190;344;9.97
7735;Mannen;80 jaar of ouder;8;Nederland;2004;38380;18.53;3465;90;16.73
7736;Mannen;80 jaar of ouder;8;Nederland;2005;40165;18.79;4415;110;20.65
7737;Mannen;80 jaar of ouder;8;Nederland;2006;41760;18.93;4824;116;21.87
7738;Mannen;80 jaar of ouder;8;Nederland;2007;39650;17.41;4820;122;21.17
7739;Mannen;80 jaar of ouder;8;Nederland;2008;39990;16.91;4959;124;20.97
7740;Mannen;80 jaar of ouder;8;Nederland;2009;40935;16.7;5293;129;21.6
7741;Mannen;80 jaar of ouder;8;Nederland;2010;41405;16.19;5512;133;21.55
7742;Mannen;80 jaar of ouder;8;Groningen (PV);2004;1635;19.7;160;98;19.36
7743;Mannen;80 jaar of ouder;8;Groningen (PV);2005;1555;18.4;157;101;18.53
7744;Mannen;80 jaar of ouder;8;Groningen (PV);2006;1605;18.73;171;107;19.96
7745;Mannen;80 jaar of ouder;8;Groningen (PV);2007;1495;17.15;176;118;20.2
7746;Mannen;80 jaar of ouder;8;Groningen (PV);2008;1470;16.45;183;125;20.49
7747;Mannen;80 jaar of ouder;8;Groningen (PV);2009;1475;16.3;199;135;21.97
7748;Mannen;80 jaar of ouder;8;Groningen (PV);2010;1520;16.28;202;133;21.64
7749;Mannen;80 jaar of ouder;8;Friesland (PV);2004;1510;16.5;134;89;14.62
7750;Mannen;80 jaar of ouder;8;Friesland (PV);2005;1605;17.1;169;105;17.99
7751;Mannen;80 jaar of ouder;8;Friesland (PV);2006;1755;18.21;213;121;22.12
7752;Mannen;80 jaar of ouder;8;Friesland (PV);2007;1755;17.87;228;130;23.19
7753;Mannen;80 jaar of ouder;8;Friesland (PV);2008;1785;17.58;231;129;22.76
7754;Mannen;80 jaar of ouder;8;Friesland (PV);2009;1755;16.79;239;136;22.88
7755;Mannen;80 jaar of ouder;8;Friesland (PV);2010;1785;16.41;232;130;21.33
7756;Mannen;80 jaar of ouder;8;Drenthe (PV);2004;1150;15.56;130;113;17.63
7757;Mannen;80 jaar of ouder;8;Drenthe (PV);2005;1225;15.99;160;131;20.96
7758;Mannen;80 jaar of ouder;8;Drenthe (PV);2006;1320;16.68;174;132;21.97
7759;Mannen;80 jaar of ouder;8;Drenthe (PV);2007;1340;16.37;187;140;22.86
7760;Mannen;80 jaar of ouder;8;Drenthe (PV);2008;1460;17.03;207;142;24.19
7761;Mannen;80 jaar of ouder;8;Drenthe (PV);2009;1515;17.06;216;143;24.35
7762;Mannen;80 jaar of ouder;8;Drenthe (PV);2010;1535;16.79;232;151;25.3
7763;Mannen;80 jaar of ouder;8;Overijssel (PV);2004;2730;20.16;268;98;19.77
7764;Mannen;80 jaar of ouder;8;Overijssel (PV);2005;2930;20.89;338;115;24.1
7765;Mannen;80 jaar of ouder;8;Overijssel (PV);2006;3040;21.06;372;122;25.75
7766;Mannen;80 jaar of ouder;8;Overijssel (PV);2007;2860;19.17;367;128;24.62
7767;Mannen;80 jaar of ouder;8;Overijssel (PV);2008;2975;18.93;393;132;25.03
7768;Mannen;80 jaar of ouder;8;Overijssel (PV);2009;3155;19.28;446;141;27.23
7769;Mannen;80 jaar of ouder;8;Overijssel (PV);2010;2900;16.97;418;144;24.44
7770;Mannen;80 jaar of ouder;8;Flevoland (PV);2004;590;20.08;51;87;17.42
7771;Mannen;80 jaar of ouder;8;Flevoland (PV);2005;640;20.32;69;109;22.07
7772;Mannen;80 jaar of ouder;8;Flevoland (PV);2006;665;20.42;71;106;21.69
7773;Mannen;80 jaar of ouder;8;Flevoland (PV);2007;615;18.49;72;116;21.49
7774;Mannen;80 jaar of ouder;8;Flevoland (PV);2008;660;18.84;75;114;21.54
7775;Mannen;80 jaar of ouder;8;Flevoland (PV);2009;690;18.77;84;121;22.75
7776;Mannen;80 jaar of ouder;8;Flevoland (PV);2010;655;17.23;82;126;21.68
7777;Mannen;80 jaar of ouder;8;Gelderland (PV);2004;4105;16.68;354;86;14.38
7778;Mannen;80 jaar of ouder;8;Gelderland (PV);2005;4845;18.95;561;116;21.95
7779;Mannen;80 jaar of ouder;8;Gelderland (PV);2006;4925;18.62;604;123;22.82
7780;Mannen;80 jaar of ouder;8;Gelderland (PV);2007;4690;17.09;611;130;22.27
7781;Mannen;80 jaar of ouder;8;Gelderland (PV);2008;4690;16.42;625;133;21.88
7782;Mannen;80 jaar of ouder;8;Gelderland (PV);2009;4905;16.5;676;138;22.73
7783;Mannen;80 jaar of ouder;8;Gelderland (PV);2010;4960;16.01;705;142;22.74
7784;Mannen;80 jaar of ouder;8;Utrecht (PV);2004;2165;16.51;182;84;13.88
7785;Mannen;80 jaar of ouder;8;Utrecht (PV);2005;2320;16.96;233;101;17.07
7786;Mannen;80 jaar of ouder;8;Utrecht (PV);2006;2480;17.47;273;110;19.27
