ID;EnergySourcesTechniques;Periods;NumberOfSystemsNewlyInstalled_1;NumberOfSystemsDecommissioned_2;NumberOfSystemsAtTheEndOfYear_3;ElectricalPowerNewlyInstalled_4;ElectricalPowerDecommissioned_5;ElectricalPowerAtTheEndOfTheYear_6;ThermalPowerNewlyInstalled_7;ThermalPowerDecommissioned_8;ThermalPowerAtTheEndOfTheYear_9;SolarPanelsNewlyInstalled_10;SolarPanelsDecommissioned_11;SolarPanelsAtTheEndOfTheYear_12;ElectricalInKWh_13;ElectricalInTotElectricityCons_14;Thermal_15;BiogasForUsefulFinalUse_16;ProductionOfBiogas_17;FlaredBiogas_18;EnergeticUseOfBiomass_19
536;Aerothermal heat, total;1998;1438.0;;4477.0;;;;6.0;;25.0;;;;;;73.0;;;;
537;Aerothermal heat, total;1999;1287.0;;5764.0;;;;15.0;;40.0;;;;;;107.0;;;;
538;Aerothermal heat, total;2000;1253.0;;7017.0;;;;17.0;;57.0;;;;;;142.0;;;;
539;Aerothermal heat, total;2001;1295.0;;8312.0;;;;14.0;;71.0;;;;;;175.0;;;;
540;Aerothermal heat, total;2002;3494.0;;11806.0;;;;14.0;;86.0;;;;;;222.0;;;;
541;Aerothermal heat, total;2003;3932.0;;15738.0;;;;43.0;;129.0;;;;;;325.0;;;;
542;Aerothermal heat, total;2004;6249.0;;21987.0;;;;69.0;;198.0;;;;;;477.0;;;;
543;Aerothermal heat, total;2005;5459.0;361.0;27085.0;;;;82.0;2.0;278.0;;;;;;644.0;;;;
544;Aerothermal heat, total;2006;8342.0;361.0;35065.0;;;;145.0;2.0;421.0;;;;;;938.0;;;;
545;Aerothermal heat, total;2007;11778.0;361.0;46482.0;;;;197.0;2.0;617.0;;;;;;1333.0;;;;
546;Aerothermal heat, total;2008;14151.0;361.0;60272.0;;;;263.0;2.0;878.0;;;;;;1907.0;;;;
547;Aerothermal heat, total;2009;13609.0;361.0;73520.0;;;;226.0;2.0;1102.0;;;;;;2436.0;;;;
548;Aerothermal heat, total;2010;12276.0;33.0;85763.0;;;;239.0;1.0;1340.0;;;;;;2971.0;;;;
549;Aerothermal heat, total;2011;32403.0;86.0;118080.0;;;;260.0;2.0;1599.0;;;;;;3618.0;;;;
550;Aerothermal heat, total;2012;30849.0;1114.0;147815.0;;;;230.0;8.0;1821.0;;;;;;4166.0;;;;
551;Aerothermal heat, total;2013;;;;;;;;;;;;;;;;;;;
552;Aerothermal heat, with heat pump, houses;1990;;;;;;;;;;;;;;;;;;;
553;Aerothermal heat, with heat pump, houses;1991;;;;;;;;;;;;;;;;;;;
554;Aerothermal heat, with heat pump, houses;1992;;;;;;;;;;;;;;;;;;;
555;Aerothermal heat, with heat pump, houses;1993;;;;;;;;;;;;;;;;;;;
556;Aerothermal heat, with heat pump, houses;1994;;0.0;1652.0;;;;;0.0;2.0;;;;;;15.0;;;;
557;Aerothermal heat, with heat pump, houses;1995;25.0;0.0;1677.0;;;;0.0;0.0;2.0;;;;;;15.0;;;;
558;Aerothermal heat, with heat pump, houses;1996;46.0;0.0;1723.0;;;;0.0;0.0;2.0;;;;;;15.0;;;;
559;Aerothermal heat, with heat pump, houses;1997;811.0;0.0;2534.0;;;;1.0;0.0;3.0;;;;;;23.0;;;;
560;Aerothermal heat, with heat pump, houses;1998;1169.0;0.0;3702.0;;;;2.0;0.0;5.0;;;;;;33.0;;;;
561;Aerothermal heat, with heat pump, houses;1999;482.0;0.0;4184.0;;;;1.0;0.0;6.0;;;;;;38.0;;;;
562;Aerothermal heat, with heat pump, houses;2000;287.0;0.0;4471.0;;;;1.0;0.0;7.0;;;;;;41.0;;;;
563;Aerothermal heat, with heat pump, houses;2001;962.0;0.0;5433.0;;;;2.0;0.0;8.0;;;;;;50.0;;;;
564;Aerothermal heat, with heat pump, houses;2002;3079.0;0.0;8512.0;;;;6.0;0.0;14.0;;;;;;80.0;;;;
565;Aerothermal heat, with heat pump, houses;2003;3135.0;0.0;11647.0;;;;11.0;0.0;25.0;;;;;;120.0;;;;
566;Aerothermal heat, with heat pump, houses;2004;2514.0;0.0;14161.0;;;;8.0;0.0;33.0;;;;;;149.0;;;;
567;Aerothermal heat, with heat pump, houses;2005;1848.0;330.0;15679.0;;;;3.0;0.0;35.0;;;;;;163.0;;;;
568;Aerothermal heat, with heat pump, houses;2006;2048.0;330.0;17397.0;;;;3.0;0.0;38.0;;;;;;178.0;;;;
569;Aerothermal heat, with heat pump, houses;2007;2506.0;330.0;19572.0;;;;14.0;0.0;51.0;;;;;;212.0;;;;
570;Aerothermal heat, with heat pump, houses;2008;4308.0;330.0;23550.0;;;;24.0;0.0;74.0;;;;;;281.0;;;;
571;Aerothermal heat, with heat pump, houses;2009;3698.0;330.0;26917.0;;;;13.0;0.0;87.0;;;;;;330.0;;;;
572;Aerothermal heat, with heat pump, houses;2010;3360.0;25.0;30252.0;;;;20.0;0.0;107.0;;;;;;412.0;;;;
573;Aerothermal heat, with heat pump, houses;2011;12449.0;46.0;42656.0;;;;61.0;0.0;167.0;;;;;;640.0;;;;
574;Aerothermal heat, with heat pump, houses;2012;13810.0;811.0;55655.0;;;;58.0;1.0;224.0;;;;;;807.0;;;;
575;Aerothermal heat, with heat pump, houses;2013;;;;;;;;;;;;;;;;;;;
576;Aeroth., with heat pumps, comm. build.;1990;;;;;;;;;;;;;;;;;;;
577;Aeroth., with heat pumps, comm. build.;1991;;;;;;;;;;;;;;;;;;;
578;Aeroth., with heat pumps, comm. build.;1992;;;;;;;;;;;;;;;;;;;
579;Aeroth., with heat pumps, comm. build.;1993;;;;;;;;;;;;;;;;;;;
580;Aeroth., with heat pumps, comm. build.;1994;;0.0;154.0;;;;;0.0;6.0;;;;;;12.0;;;;
581;Aeroth., with heat pumps, comm. build.;1995;8.0;0.0;162.0;;;;1.0;0.0;7.0;;;;;;14.0;;;;
582;Aeroth., with heat pumps, comm. build.;1996;40.0;0.0;202.0;;;;1.0;0.0;8.0;;;;;;17.0;;;;
583;Aeroth., with heat pumps, comm. build.;1997;303.0;0.0;505.0;;;;7.0;0.0;15.0;;;;;;31.0;;;;
584;Aeroth., with heat pumps, comm. build.;1998;269.0;0.0;775.0;;;;5.0;0.0;20.0;;;;;;40.0;;;;
585;Aeroth., with heat pumps, comm. build.;1999;805.0;0.0;1579.0;;;;14.0;0.0;35.0;;;;;;69.0;;;;
586;Aeroth., with heat pumps, comm. build.;2000;966.0;0.0;2545.0;;;;16.0;0.0;51.0;;;;;;101.0;;;;
587;Aeroth., with heat pumps, comm. build.;2001;333.0;0.0;2879.0;;;;12.0;0.0;63.0;;;;;;125.0;;;;
588;Aeroth., with heat pumps, comm. build.;2002;415.0;0.0;3294.0;;;;9.0;0.0;71.0;;;;;;142.0;;;;
589;Aeroth., with heat pumps, comm. build.;2003;797.0;0.0;4091.0;;;;32.0;0.0;104.0;;;;;;205.0;;;;
590;Aeroth., with heat pumps, comm. build.;2004;3735.0;0.0;7826.0;;;;62.0;0.0;165.0;;;;;;328.0;;;;
591;Aeroth., with heat pumps, comm. build.;2005;3611.0;31.0;11406.0;;;;79.0;1.0;243.0;;;;;;481.0;;;;
592;Aeroth., with heat pumps, comm. build.;2006;6294.0;31.0;17669.0;;;;142.0;1.0;383.0;;;;;;760.0;;;;
593;Aeroth., with heat pumps, comm. build.;2007;9272.0;31.0;26910.0;;;;184.0;1.0;566.0;;;;;;1121.0;;;;
594;Aeroth., with heat pumps, comm. build.;2008;9843.0;31.0;36722.0;;;;239.0;1.0;804.0;;;;;;1626.0;;;;
595;Aeroth., with heat pumps, comm. build.;2009;9911.0;31.0;46602.0;;;;213.0;1.0;1015.0;;;;;;2106.0;;;;
596;Aeroth., with heat pumps, comm. build.;2010;8916.0;8.0;55510.0;;;;219.0;1.0;1233.0;;;;;;2560.0;;;;
597;Aeroth., with heat pumps, comm. build.;2011;19954.0;40.0;75424.0;;;;200.0;1.0;1432.0;;;;;;2978.0;;;;
598;Aeroth., with heat pumps, comm. build.;2012;17039.0;303.0;92160.0;;;;172.0;7.0;1597.0;;;;;;3359.0;;;;
599;Aeroth., with heat pumps, comm. build.;2013;;;;;;;;;;;;;;;;;;;
600;Heat from just milked milk;1990;;;;;;;;;;;;;;;;;;;
601;Heat from just milked milk;1991;;;;;;;;;;;;;;;;;;;
602;Heat from just milked milk;1992;;;;;;;;;;;;;;;;;;;
603;Heat from just milked milk;1993;;;;;;;;;;;;;;;;;;;
604;Heat from just milked milk;1994;;;;;;;;;;;;;;;195.0;;;;
605;Heat from just milked milk;1995;;;;;;;;;;;;;;;200.0;;;;
606;Heat from just milked milk;1996;;;;;;;;;;;;;;;205.0;;;;
607;Heat from just milked milk;1997;;;;;;;;;;;;;;;209.0;;;;
608;Heat from just milked milk;1998;;;;;;;;;;;;;;;214.0;;;;
609;Heat from just milked milk;1999;;;;;;;;;;;;;;;218.0;;;;
610;Heat from just milked milk;2000;;;;;;;;;;;;;;;223.0;;;;
611;Heat from just milked milk;2001;;;;;;;;;;;;;;;227.0;;;;
612;Heat from just milked milk;2002;;;;;;;;;;;;;;;232.0;;;;
613;Heat from just milked milk;2003;;;;;;;;;;;;;;;236.0;;;;
614;Heat from just milked milk;2004;;;;;;;;;;;;;;;241.0;;;;
615;Heat from just milked milk;2005;;;;;;;;;;;;;;;245.0;;;;
616;Heat from just milked milk;2006;;;;;;;;;;;;;;;250.0;;;;
617;Heat from just milked milk;2007;;;;;;;;;;;;;;;274.0;;;;
618;Heat from just milked milk;2008;;;;;;;;;;;;;;;312.0;;;;
619;Heat from just milked milk;2009;;;;;;;;;;;;;;;344.0;;;;
620;Heat from just milked milk;2010;;;;;;;;;;;;;;;370.0;;;;
621;Heat from just milked milk;2011;;;;;;;;;;;;;;;395.0;;;;
622;Heat from just milked milk;2012;;;;;;;;;;;;;;;427.0;;;;
623;Heat from just milked milk;2013;;;;;;;;;;;;;;;;;;;
624;Biomass total;1990;;;;;;;;;;;;;579.0;0.74;7728.0;857.0;2916.0;;29869.0
625;Biomass total;1991;;;;;;;;;;;;;654.0;0.81;7946.0;1172.0;3482.0;;30267.0
626;Biomass total;1992;;;;;;;;;;;;;625.0;0.75;8162.0;1526.0;3997.0;;31047.0
627;Biomass total;1993;;;;;;;;;;;;;685.0;0.81;7806.0;1693.0;4954.0;;32553.0
628;Biomass total;1994;;;;;;;;;;;;;748.0;0.86;7588.0;1565.0;5247.0;;32456.0
629;Biomass total;1995;;;;;;;;;;;;;808.0;0.91;7993.0;1428.0;5596.0;;34952.0
630;Biomass total;1996;;;;;;;;;;;;;1057.0;1.14;7728.0;1439.0;5875.0;;37875.0
631;Biomass total;1997;;;;;;;;;;;;;1156.0;1.21;9681.0;1532.0;5789.0;;41516.0
632;Biomass total;1998;;;;;;;;;;;;;1262.0;1.27;10017.0;1547.0;5784.0;;43702.0
633;Biomass total;1999;;;;;;;;;;;;;1447.0;1.42;9614.0;1613.0;6074.0;;44689.0
634;Biomass total;2000;;;;;;;;;;;;;1671.0;1.59;9771.0;1630.0;6140.0;;47831.0
635;Biomass total;2001;;;;;;;;;;;;;2024.0;1.89;9856.0;1474.0;6339.0;;51097.0
636;Biomass total;2002;;;;;;;;;;;;;2547.0;2.35;11013.0;1336.0;6518.0;;56604.0
637;Biomass total;2003;;;;;;;;;;;;;2217.0;2.02;11320.0;1336.0;6608.0;;53711.0
638;Biomass total;2004;;;;;;;;;;;;;2947.0;2.57;12987.0;1547.0;6275.0;;63103.0
639;Biomass total;2005;;;;;;;;;;;;;4808.0;4.2;14223.0;1358.0;5867.0;;81176.0
640;Biomass total;2006;;;;;;;;;;;;;4691.0;4.04;15797.0;1331.0;6675.0;;84225.0
641;Biomass total;2007;;;;;;;;;;;;;3538.0;2.99;17008.0;1091.0;8040.0;;85517.0
642;Biomass total;2008;;;;;;;;;;;;;4531.0;3.79;17687.0;1006.0;10211.0;;99669.0
643;Biomass total;2009;;;;;;;;;;;;;5422.0;4.76;19073.0;1081.0;11921.0;;113250.0
644;Biomass total;2010;;;;;;;;;;;;;6284.0;5.37;18942.0;989.0;12886.0;;114433.0
645;Biomass total;2011;;;;;;;;;;;;;6276.0;5.32;20591.0;1017.0;12829.0;;117922.0
646;Biomass total;2012;;;;;;;;;;;;;6418.0;5.55;21954.0;1549.0;12932.0;;122168.0
647;Biomass total;2013;;;;;;;;;;;;;;;;;;;
648;"Municipal waste; renewable fraction";1990;;;;;;196.0;;;;;;;462.0;0.59;1806.0;;;;13205.0
649;"Municipal waste; renewable fraction";1991;;;;;;197.0;;;;;;;510.0;0.63;1869.0;;;;12929.0
650;"Municipal waste; renewable fraction";1992;;;;;;197.0;;;;;;;476.0;0.57;1879.0;;;;12915.0
651;"Municipal waste; renewable fraction";1993;;;;;;277.0;;;;;;;492.0;0.58;1789.0;;;;14528.0
652;"Municipal waste; renewable fraction";1994;;;;;;277.0;;;;;;;506.0;0.58;1324.0;;;;13667.0
653;"Municipal waste; renewable fraction";1995;;;;;;277.0;;;;;;;528.0;0.59;1358.0;;;;15450.0
654;"Municipal waste; renewable fraction";1996;;;;;;387.0;;;;;;;731.0;0.79;1687.0;;;;19559.0
655;"Municipal waste; renewable fraction";1997;;;;;;394.0;;;;;;;836.0;0.87;3287.0;;;;22981.0
656;"Municipal waste; renewable fraction";1998;;;;;;394.0;;;;;;;898.0;0.9;3315.0;;;;24465.0
657;"Municipal waste; renewable fraction";1999;;;;;;394.0;;;;;;;967.0;0.95;3290.0;;;;25417.0
658;"Municipal waste; renewable fraction";2000;;;;;;394.0;;;;;;;987.0;0.94;3126.0;;;;25512.0
659;"Municipal waste; renewable fraction";2001;;;;;;394.0;;;;;;;945.0;0.88;2800.0;;;;24637.0
660;"Municipal waste; renewable fraction";2002;;;;;;394.0;;;;;;;933.0;0.86;3261.0;;;;25510.0
661;"Municipal waste; renewable fraction";2003;;;;;;400.0;;;;;;;946.0;0.86;3332.0;;;;25059.0
662;"Municipal waste; renewable fraction";2004;;;;;;400.0;;;;;;;915.0;0.8;3432.0;;;;26066.0
663;"Municipal waste; renewable fraction";2005;;;;;;429.0;;;;;;;984.0;0.86;3520.0;;;;26659.0
664;"Municipal waste; renewable fraction";2006;;;;;;429.0;;;;;;;1013.0;0.87;3868.0;;;;26616.0
665;"Municipal waste; renewable fraction";2007;;;;;;506.0;;;;;;;1095.0;0.92;3839.0;;;;27845.0
666;"Municipal waste; renewable fraction";2008;;;;;;506.0;;;;;;;1070.0;0.89;4066.0;;;;30549.0
667;"Municipal waste; renewable fraction";2009;;;;;;546.0;;;;;;;1207.0;1.06;5007.0;;;;32441.0
668;"Municipal waste; renewable fraction";2010;;;;;;586.0;;;;;;;1397.0;1.19;4992.0;;;;34208.0
669;"Municipal waste; renewable fraction";2011;;;;;;649.0;;;;;;;1634.0;1.39;6610.0;;;;37361.0
670;"Municipal waste; renewable fraction";2012;;;;;;649.0;;;;;;;1800.0;1.56;7640.0;;;;39794.0
671;"Municipal waste; renewable fraction";2013;;;;;;;;;;;;;;;;;;;
672;Co-firing of biomass in electr. plants;1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;0.0
673;Co-firing of biomass in electr. plants;1991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;0.0
674;Co-firing of biomass in electr. plants;1992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;0.0
675;Co-firing of biomass in electr. plants;1993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;0.0
676;Co-firing of biomass in electr. plants;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;0.0
677;Co-firing of biomass in electr. plants;1995;;;;;;;0.0;0.0;0.0;;;;4.0;0.0;1.0;;;;33.0
678;Co-firing of biomass in electr. plants;1996;;;;;;;0.0;0.0;0.0;;;;40.0;0.04;6.0;;;;376.0
679;Co-firing of biomass in electr. plants;1997;;;;;;;0.0;0.0;0.0;;;;38.0;0.04;6.0;;;;357.0
680;Co-firing of biomass in electr. plants;1998;;;;;;;0.0;0.0;0.0;;;;96.0;0.1;31.0;;;;906.0
681;Co-firing of biomass in electr. plants;1999;;;;;;;0.0;0.0;0.0;;;;157.0;0.15;15.0;;;;1403.0
682;Co-firing of biomass in electr. plants;2000;;;;;;;0.0;0.0;0.0;;;;198.0;0.19;15.0;;;;1755.0
683;Co-firing of biomass in electr. plants;2001;;;;;;;;;;;;;563.0;0.53;58.0;;;;5408.0
684;Co-firing of biomass in electr. plants;2002;;;;;;;;;;;;;1082.0;1.0;222.0;;;;9866.0
685;Co-firing of biomass in electr. plants;2003;;;;;;;;;;;;;757.0;0.69;81.0;;;;7127.0
686;Co-firing of biomass in electr. plants;2004;;;;;;;;;;;;;1539.0;1.34;325.0;;;;14123.0
687;Co-firing of biomass in electr. plants;2005;;;;;;;;;;;;;3310.0;2.89;693.0;;;;30522.0
688;Co-firing of biomass in electr. plants;2006;;;;;;;;;;;;;3103.0;2.67;552.0;;;;29445.0
689;Co-firing of biomass in electr. plants;2007;;;;;;;;;;;;;1711.0;1.44;821.0;;;;15702.0
690;Co-firing of biomass in electr. plants;2008;;;;;;;;;;;;;2116.0;1.77;789.0;;;;19692.0
691;Co-firing of biomass in electr. plants;2009;;;;;;;;;;;;;2472.0;2.17;939.0;;;;22788.0
692;Co-firing of biomass in electr. plants;2010;;;;;;;;;;;;;3043.0;2.6;1267.0;;;;28545.0
693;Co-firing of biomass in electr. plants;2011;;;;;;;;;;;;;2979.0;2.53;920.0;;;;27855.0
694;Co-firing of biomass in electr. plants;2012;;;;;;;;;;;;;2802.0;2.42;658.0;;;;26295.0
695;Co-firing of biomass in electr. plants;2013;;;;;;;;;;;;;;;;;;;
696;Wood boilers for heat in companies;1990;;;;;;;;;218.0;;;;;;1177.0;;;;1682.0
697;Wood boilers for heat in companies;1991;;;;;;;;;218.0;;;;;;1177.0;;;;1682.0
698;Wood boilers for heat in companies;1992;;;;;;;;;232.0;;;;;;1251.0;;;;1787.0
699;Wood boilers for heat in companies;1993;;;;;;;;;245.0;;;;;;1325.0;;;;1893.0
700;Wood boilers for heat in companies;1994;;;;;;;;;259.0;;;;;;1399.0;;;;1998.0
701;Wood boilers for heat in companies;1995;;;;;;;;;273.0;;;;;;1472.0;;;;2103.0
702;Wood boilers for heat in companies;1996;;;;;;;;;286.0;;;;;;1546.0;;;;2209.0
703;Wood boilers for heat in companies;1997;;;;;;;;;300.0;;;;;;1620.0;;;;2314.0
704;Wood boilers for heat in companies;1998;;;;;;;;;300.0;;;;;;1622.0;;;;2255.0
705;Wood boilers for heat in companies;1999;;;;;;;;;301.0;;;;;;1623.0;;;;2203.0
706;Wood boilers for heat in companies;2000;;;;;;;;;301.0;;;;;;1625.0;;;;2150.0
707;Wood boilers for heat in companies;2001;;;;;;;;;301.0;;;;;;1627.0;;;;2102.0
708;Wood boilers for heat in companies;2002;;;;;;;;;302.0;;;;;;1628.0;;;;2054.0
709;Wood boilers for heat in companies;2003;;;;;;;;;302.0;;;;;;1630.0;;;;2010.0
710;Wood boilers for heat in companies;2004;31.0;;552.0;;;;11.0;;302.0;;;;;;1632.0;;;;1966.0
711;Wood boilers for heat in companies;2005;209.0;21.0;740.0;;;;21.0;4.0;319.0;;;;;;1723.0;;;;2068.0
712;Wood boilers for heat in companies;2006;516.0;31.0;1225.0;;;;57.0;18.0;357.0;;;;;;1930.0;;;;2306.0
713;Wood boilers for heat in companies;2007;417.0;7.0;1635.0;;;;46.0;7.0;397.0;;;;;;2144.0;;;;2552.0
714;Wood boilers for heat in companies;2008;274.0;39.0;1870.0;;;;31.0;9.0;419.0;;;;;;2264.0;;;;2686.0
715;Wood boilers for heat in companies;2009;125.0;16.0;1979.0;;;;21.0;3.0;438.0;;;;;;2365.0;;;;2792.0
716;Wood boilers for heat in companies;2010;177.0;21.0;2135.0;;;;17.0;19.0;435.0;;;;;;2351.0;;;;2766.0
717;Wood boilers for heat in companies;2011;198.0;23.0;2310.0;;;;19.0;17.0;437.0;;;;;;2362.0;;;;2778.0
718;Wood boilers for heat in companies;2012;191.0;24.0;2477.0;;;;23.0;2.0;458.0;;;;;;2475.0;;;;2912.0
719;Wood boilers for heat in companies;2013;;;;;;;;;;;;;;;;;;;
720;Wood stoves in houses, total;1990;;;928047.0;;;;;;;;;;;;4410.0;;;;12167.0
721;Wood stoves in houses, total;1991;;;933403.0;;;;;;;;;;;;4498.0;;;;12272.0
722;Wood stoves in houses, total;1992;;;938388.0;;;;;;;;;;;;4593.0;;;;12387.0
723;Wood stoves in houses, total;1993;;;942864.0;;;;;;;;;;;;4313.0;;;;11659.0
724;Wood stoves in houses, total;1994;;;946823.0;;;;;;;;;;;;4411.0;;;;11773.0
725;Wood stoves in houses, total;1995;;;950230.0;;;;;;;;;;;;4513.0;;;;11891.0
726;Wood stoves in houses, total;1996;;;953151.0;;;;;;;;;;;;3835.0;;;;10054.0
727;Wood stoves in houses, total;1997;;;955690.0;;;;;;;;;;;;4126.0;;;;10303.0
728;Wood stoves in houses, total;1998;;;957836.0;;;;;;;;;;;;4423.0;;;;10557.0
729;Wood stoves in houses, total;1999;;;959780.0;;;;;;;;;;;;3951.0;;;;9295.0
730;Wood stoves in houses, total;2000;;;961708.0;;;;;;;;;;;;4208.0;;;;9508.0
731;Wood stoves in houses, total;2001;;;960777.0;;;;;;;;;;;;4404.0;;;;9646.0
732;Wood stoves in houses, total;2002;;;959656.0;;;;;;;;;;;;4603.0;;;;9787.0
733;Wood stoves in houses, total;2003;;;958438.0;;;;;;;;;;;;4803.0;;;;9929.0
734;Wood stoves in houses, total;2004;;;957173.0;;;;;;;;;;;;5245.0;;;;10536.0
735;Wood stoves in houses, total;2005;;;955899.0;;;;;;;;;;;;5724.0;;;;11103.0
736;Wood stoves in houses, total;2006;;;951624.0;;;;;;;;;;;;6129.0;;;;11561.0
737;Wood stoves in houses, total;2007;;;947312.0;;;;;;;;;;;;6560.0;;;;12056.0
738;Wood stoves in houses, total;2008;;;943311.0;;;;;;;;;;;;6741.0;;;;12174.0
739;Wood stoves in houses, total;2009;;;939911.0;;;;;;;;;;;;6851.0;;;;12232.0
740;Wood stoves in houses, total;2010;;;936161.0;;;;;;;;;;;;7025.0;;;;12347.0
741;Wood stoves in houses, total;2011;;;933022.0;;;;;;;;;;;;7262.0;;;;12503.0
742;Wood stoves in houses, total;2012;;;930561.0;;;;;;;;;;;;7495.0;;;;12663.0
743;Wood stoves in houses, total;2013;;;;;;;;;;;;;;;;;;;
744;Wood stoves, houses, open fireplaces;1990;;;605113.0;;;;;;;;;;;;436.0;;;;4361.0
745;Wood stoves, houses, open fireplaces;1991;;;594093.0;;;;;;;;;;;;428.0;;;;4282.0
746;Wood stoves, houses, open fireplaces;1992;;;582191.0;;;;;;;;;;;;420.0;;;;4196.0
747;Wood stoves, houses, open fireplaces;1993;;;569419.0;;;;;;;;;;;;397.0;;;;3972.0
748;Wood stoves, houses, open fireplaces;1994;;;555802.0;;;;;;;;;;;;388.0;;;;3877.0
749;Wood stoves, houses, open fireplaces;1995;;;541373.0;;;;;;;;;;;;378.0;;;;3776.0
750;Wood stoves, houses, open fireplaces;1996;;;529553.0;;;;;;;;;;;;345.0;;;;3447.0
751;Wood stoves, houses, open fireplaces;1997;;;517101.0;;;;;;;;;;;;337.0;;;;3366.0
752;Wood stoves, houses, open fireplaces;1998;;;504066.0;;;;;;;;;;;;328.0;;;;3281.0
753;Wood stoves, houses, open fireplaces;1999;;;490539.0;;;;;;;;;;;;297.0;;;;2965.0
754;Wood stoves, houses, open fireplaces;2000;;;476616.0;;;;;;;;;;;;288.0;;;;2881.0
755;Wood stoves, houses, open fireplaces;2001;;;465436.0;;;;;;;;;;;;281.0;;;;2814.0
756;Wood stoves, houses, open fireplaces;2002;;;454043.0;;;;;;;;;;;;274.0;;;;2745.0
757;Wood stoves, houses, open fireplaces;2003;;;442532.0;;;;;;;;;;;;268.0;;;;2675.0
758;Wood stoves, houses, open fireplaces;2004;;;430989.0;;;;;;;;;;;;271.0;;;;2706.0
759;Wood stoves, houses, open fireplaces;2005;;;419499.0;;;;;;;;;;;;263.0;;;;2633.0
760;Wood stoves, houses, open fireplaces;2006;;;410834.0;;;;;;;;;;;;258.0;;;;2579.0
761;Wood stoves, houses, open fireplaces;2007;;;402380.0;;;;;;;;;;;;253.0;;;;2526.0
762;Wood stoves, houses, open fireplaces;2008;;;394314.0;;;;;;;;;;;;248.0;;;;2475.0
763;Wood stoves, houses, open fireplaces;2009;;;391346.0;;;;;;;;;;;;246.0;;;;2457.0
764;Wood stoves, houses, open fireplaces;2010;;;383833.0;;;;;;;;;;;;241.0;;;;2410.0
765;Wood stoves, houses, open fireplaces;2011;;;369704.0;;;;;;;;;;;;232.0;;;;2321.0
766;Wood stoves, houses, open fireplaces;2012;;;356195.0;;;;;;;;;;;;224.0;;;;2236.0
767;Wood stoves, houses, open fireplaces;2013;;;;;;;;;;;;;;;;;;;
768;Wood stoves, households, put in;1990;;;144517.0;;;;;;;;;;;;1097.0;;;;2330.0
769;Wood stoves, households, put in;1991;;;166313.0;;;;;;;;;;;;1267.0;;;;2681.0
770;Wood stoves, households, put in;1992;;;188142.0;;;;;;;;;;;;1436.0;;;;3033.0
771;Wood stoves, households, put in;1993;;;209869.0;;;;;;;;;;;;1482.0;;;;3123.0
772;Wood stoves, households, put in;1994;;;231464.0;;;;;;;;;;;;1637.0;;;;3445.0
773;Wood stoves, households, put in;1995;;;252870.0;;;;;;;;;;;;1791.0;;;;3763.0
774;Wood stoves, households, put in;1996;;;252180.0;;;;;;;;;;;;1427.0;;;;2971.0
775;Wood stoves, households, put in;1997;;;250913.0;;;;;;;;;;;;1434.0;;;;2956.0
776;Wood stoves, households, put in;1998;;;249099.0;;;;;;;;;;;;1438.0;;;;2935.0
777;Wood stoves, households, put in;1999;;;246802.0;;;;;;;;;;;;1212.0;;;;2449.0
778;Wood stoves, households, put in;2000;;;244087.0;;;;;;;;;;;;1211.0;;;;2422.0
779;Wood stoves, households, put in;2001;;;240568.0;;;;;;;;;;;;1206.0;;;;2387.0
780;Wood stoves, households, put in;2002;;;236686.0;;;;;;;;;;;;1199.0;;;;2348.0
781;Wood stoves, households, put in;2003;;;232498.0;;;;;;;;;;;;1190.0;;;;2307.0
782;Wood stoves, households, put in;2004;;;228054.0;;;;;;;;;;;;1240.0;;;;2376.0
783;Wood stoves, households, put in;2005;;;223403.0;;;;;;;;;;;;1287.0;;;;2438.0
784;Wood stoves, households, put in;2006;;;214693.0;;;;;;;;;;;;1286.0;;;;2424.0
785;Wood stoves, households, put in;2007;;;205841.0;;;;;;;;;;;;1295.0;;;;2426.0
786;Wood stoves, households, put in;2008;;;196930.0;;;;;;;;;;;;1246.0;;;;2321.0
787;Wood stoves, households, put in;2009;;;187601.0;;;;;;;;;;;;1192.0;;;;2211.0
788;Wood stoves, households, put in;2010;;;178711.0;;;;;;;;;;;;1143.0;;;;2106.0
789;Wood stoves, households, put in;2011;;;177182.0;;;;;;;;;;;;1160.0;;;;2088.0
790;Wood stoves, households, put in;2012;;;175875.0;;;;;;;;;;;;1179.0;;;;2072.0
791;Wood stoves, households, put in;2013;;;;;;;;;;;;;;;;;;;
792;Wood stoves, houses, free standing;1990;;;178417.0;;;;;;;;;;;;2877.0;;;;5476.0
793;Wood stoves, houses, free standing;1991;;;172997.0;;;;;;;;;;;;2803.0;;;;5309.0
794;Wood stoves, houses, free standing;1992;;;168055.0;;;;;;;;;;;;2737.0;;;;5158.0
795;Wood stoves, houses, free standing;1993;;;163576.0;;;;;;;;;;;;2434.0;;;;4564.0
