ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
4008;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;12 jaar;2022;1
4009;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;12 jaar;2023;0
4010;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;12 jaar;2024;1
4011;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;13 jaar;2022;0
4012;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;13 jaar;2023;1
4013;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;13 jaar;2024;0
4014;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;14 jaar;2022;0
4015;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;14 jaar;2023;0
4016;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;14 jaar;2024;1
4017;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;15 jaar;2022;0
4018;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;15 jaar;2023;0
4019;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;15 jaar;2024;0
4020;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;16 jaar;2022;0
4021;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;16 jaar;2023;0
4022;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;16 jaar;2024;0
4023;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;17 jaar;2022;0
4024;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;17 jaar;2023;0
4025;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;17 jaar;2024;0
4026;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;18 jaar;2022;0
4027;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;18 jaar;2023;0
4028;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;18 jaar;2024;0
4029;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;19 jaar;2022;0
4030;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;19 jaar;2023;0
4031;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;19 jaar;2024;0
4032;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;20 jaar;2022;1
4033;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;20 jaar;2023;0
4034;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;20 jaar;2024;0
4035;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;21 jaar;2022;0
4036;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;21 jaar;2023;1
4037;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;21 jaar;2024;0
4038;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;22 jaar;2022;1
4039;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;22 jaar;2023;0
4040;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;22 jaar;2024;1
4041;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;23 jaar;2022;0
4042;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;23 jaar;2023;1
4043;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;23 jaar;2024;0
4044;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;24 jaar;2022;1
4045;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;24 jaar;2023;0
4046;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;24 jaar;2024;1
4047;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;25 jaar;2022;0
4048;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;25 jaar;2023;1
4049;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;25 jaar;2024;0
4050;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;26 jaar;2022;0
4051;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;26 jaar;2023;0
4052;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;26 jaar;2024;1
4053;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;27 jaar;2022;0
4054;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;27 jaar;2023;0
4055;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;27 jaar;2024;0
4056;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;28 jaar;2022;0
4057;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;28 jaar;2023;0
4058;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;28 jaar;2024;0
4059;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;29 jaar;2022;0
4060;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;29 jaar;2023;0
4061;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;29 jaar;2024;0
4062;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;30 jaar;2022;0
4063;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;30 jaar;2023;0
4064;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;30 jaar;2024;0
4065;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;31 jaar;2022;1
4066;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;31 jaar;2023;0
4067;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;31 jaar;2024;0
4068;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;32 jaar;2022;2
4069;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;32 jaar;2023;1
4070;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;32 jaar;2024;0
4071;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;33 jaar;2022;0
4072;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;33 jaar;2023;2
4073;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;33 jaar;2024;1
4074;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;34 jaar;2022;0
4075;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;34 jaar;2023;0
4076;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;34 jaar;2024;2
4077;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;35 jaar;2022;0
4078;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;35 jaar;2023;0
4079;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;35 jaar;2024;0
4080;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;36 jaar;2022;0
4081;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;36 jaar;2023;0
4082;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;36 jaar;2024;0
4083;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;37 jaar;2022;0
4084;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;37 jaar;2023;0
4085;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;37 jaar;2024;0
4086;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;38 jaar;2022;0
4087;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;38 jaar;2023;0
4088;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;38 jaar;2024;0
4089;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;39 jaar;2022;0
4090;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;39 jaar;2023;0
4091;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;39 jaar;2024;0
4092;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;40 jaar;2022;0
4093;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;40 jaar;2023;0
4094;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;40 jaar;2024;0
4095;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;41 jaar;2022;0
4096;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;41 jaar;2023;0
4097;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;41 jaar;2024;0
4098;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;42 jaar;2022;0
4099;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;42 jaar;2023;0
4100;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;42 jaar;2024;0
4101;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;43 jaar;2022;1
4102;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;43 jaar;2023;0
4103;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;43 jaar;2024;0
4104;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;44 jaar;2022;0
4105;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;44 jaar;2023;1
4106;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;44 jaar;2024;0
4107;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;45 jaar;2022;1
4108;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;45 jaar;2023;0
4109;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;45 jaar;2024;1
4110;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;46 jaar;2022;0
4111;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;46 jaar;2023;1
4112;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;46 jaar;2024;0
4113;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;47 jaar;2022;0
4114;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;47 jaar;2023;0
4115;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;47 jaar;2024;1
4116;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;48 jaar;2022;0
4117;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;48 jaar;2023;0
4118;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;48 jaar;2024;0
4119;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;49 jaar;2022;0
4120;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;49 jaar;2023;0
4121;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;49 jaar;2024;0
4122;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;50 jaar;2022;0
4123;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;50 jaar;2023;0
4124;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;50 jaar;2024;0
4125;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;51 jaar;2022;0
4126;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;51 jaar;2023;0
4127;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;51 jaar;2024;0
4128;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;52 jaar;2022;0
4129;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;52 jaar;2023;0
4130;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;52 jaar;2024;0
4131;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;53 jaar;2022;0
4132;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;53 jaar;2023;0
4133;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;53 jaar;2024;0
4134;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;54 jaar;2022;0
4135;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;54 jaar;2023;0
4136;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;54 jaar;2024;0
4137;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;55 jaar;2022;0
4138;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;55 jaar;2023;0
4139;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;55 jaar;2024;0
4140;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;56 jaar;2022;0
4141;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;56 jaar;2023;0
4142;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;56 jaar;2024;0
4143;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;57 jaar;2022;0
4144;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;57 jaar;2023;0
4145;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;57 jaar;2024;0
4146;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;58 jaar;2022;0
4147;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;58 jaar;2023;0
4148;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;58 jaar;2024;0
4149;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;59 jaar;2022;0
4150;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;59 jaar;2023;0
4151;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;59 jaar;2024;0
4152;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;60 jaar of meer;2022;0
4153;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;60 jaar of meer;2023;0
4154;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;60 jaar of meer;2024;0
4155;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Onbekend;2022;0
4156;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Onbekend;2023;0
4157;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Onbekend;2024;0
4158;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;Totaal;2022;2
4159;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;Totaal;2023;2
4160;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;Totaal;2024;2
4161;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;Minder dan 1 jaar;2022;0
4162;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;Minder dan 1 jaar;2023;0
4163;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;Minder dan 1 jaar;2024;0
4164;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;1 jaar;2022;0
4165;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;1 jaar;2023;0
4166;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;1 jaar;2024;0
4167;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;2 jaar;2022;0
4168;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;2 jaar;2023;0
4169;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;2 jaar;2024;0
4170;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;3 jaar;2022;1
4171;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;3 jaar;2023;0
4172;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;3 jaar;2024;0
4173;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;4 jaar;2022;0
4174;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;4 jaar;2023;1
4175;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;4 jaar;2024;0
4176;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;5 jaar;2022;0
4177;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;5 jaar;2023;0
4178;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;5 jaar;2024;1
4179;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;6 jaar;2022;0
4180;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;6 jaar;2023;0
4181;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;6 jaar;2024;0
4182;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;7 jaar;2022;0
4183;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;7 jaar;2023;0
4184;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;7 jaar;2024;0
4185;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;8 jaar;2022;0
4186;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;8 jaar;2023;0
4187;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;8 jaar;2024;0
4188;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;9 jaar;2022;0
4189;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;9 jaar;2023;0
4190;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;9 jaar;2024;0
4191;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;10 jaar;2022;0
4192;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;10 jaar;2023;0
4193;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;10 jaar;2024;0
4194;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;11 jaar;2022;0
4195;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;11 jaar;2023;0
4196;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;11 jaar;2024;0
4197;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;12 jaar;2022;0
4198;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;12 jaar;2023;0
4199;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;12 jaar;2024;0
4200;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;13 jaar;2022;0
4201;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;13 jaar;2023;0
4202;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;13 jaar;2024;0
4203;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;14 jaar;2022;0
4204;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;14 jaar;2023;0
4205;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;14 jaar;2024;0
4206;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;15 jaar;2022;0
4207;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;15 jaar;2023;0
4208;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;15 jaar;2024;0
4209;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;16 jaar;2022;0
4210;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;16 jaar;2023;0
4211;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;16 jaar;2024;0
4212;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;17 jaar;2022;0
4213;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;17 jaar;2023;0
4214;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;17 jaar;2024;0
4215;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;18 jaar;2022;0
4216;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;18 jaar;2023;0
4217;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;18 jaar;2024;0
4218;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;19 jaar;2022;1
4219;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;19 jaar;2023;0
4220;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;19 jaar;2024;0
4221;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;20 jaar;2022;0
4222;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;20 jaar;2023;1
4223;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;20 jaar;2024;0
4224;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;21 jaar;2022;0
4225;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;21 jaar;2023;0
4226;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;21 jaar;2024;1
4227;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;22 jaar;2022;0
4228;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;22 jaar;2023;0
4229;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;22 jaar;2024;0
4230;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;23 jaar;2022;0
4231;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;23 jaar;2023;0
4232;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;23 jaar;2024;0
4233;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;24 jaar;2022;0
4234;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;24 jaar;2023;0
4235;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;24 jaar;2024;0
4236;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;25 jaar;2022;0
4237;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;25 jaar;2023;0
4238;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;25 jaar;2024;0
4239;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;26 jaar;2022;0
4240;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;26 jaar;2023;0
4241;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;26 jaar;2024;0
4242;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;27 jaar;2022;0
4243;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;27 jaar;2023;0
4244;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;27 jaar;2024;0
4245;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;28 jaar;2022;0
4246;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;28 jaar;2023;0
4247;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;28 jaar;2024;0
4248;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;29 jaar;2022;0
4249;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;29 jaar;2023;0
4250;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;29 jaar;2024;0
4251;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;30 jaar;2022;0
4252;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;30 jaar;2023;0
4253;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;30 jaar;2024;0
4254;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;31 jaar;2022;0
4255;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;31 jaar;2023;0
4256;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;31 jaar;2024;0
4257;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;32 jaar;2022;0
4258;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;32 jaar;2023;0
4259;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;32 jaar;2024;0
4260;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;33 jaar;2022;0
4261;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;33 jaar;2023;0
4262;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;33 jaar;2024;0
4263;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;34 jaar;2022;0
4264;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;34 jaar;2023;0
4265;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;34 jaar;2024;0
4266;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;35 jaar;2022;0
4267;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;35 jaar;2023;0
4268;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;35 jaar;2024;0
4269;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;36 jaar;2022;0
4270;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;36 jaar;2023;0
4271;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;36 jaar;2024;0
4272;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;37 jaar;2022;0
4273;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;37 jaar;2023;0
4274;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;37 jaar;2024;0
4275;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;38 jaar;2022;0
4276;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;38 jaar;2023;0
4277;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;38 jaar;2024;0
4278;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;39 jaar;2022;0
4279;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;39 jaar;2023;0
4280;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;39 jaar;2024;0
4281;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;40 jaar;2022;0
4282;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;40 jaar;2023;0
4283;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;40 jaar;2024;0
4284;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;41 jaar;2022;0
4285;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;41 jaar;2023;0
4286;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;41 jaar;2024;0
4287;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;42 jaar;2022;0
4288;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;42 jaar;2023;0
4289;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;42 jaar;2024;0
4290;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;43 jaar;2022;0
4291;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;43 jaar;2023;0
4292;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;43 jaar;2024;0
4293;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;44 jaar;2022;0
4294;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;44 jaar;2023;0
4295;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;44 jaar;2024;0
4296;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;45 jaar;2022;0
4297;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;45 jaar;2023;0
4298;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;45 jaar;2024;0
4299;Totaal mannen en vrouwen;Totaal;Amerikaans-Samoa;46 jaar;2022;0
