ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
3656;Totaal mannen en vrouwen;Totaal;Albanië;20 jaar;2024;27
3657;Totaal mannen en vrouwen;Totaal;Albanië;21 jaar;2022;57
3658;Totaal mannen en vrouwen;Totaal;Albanië;21 jaar;2023;44
3659;Totaal mannen en vrouwen;Totaal;Albanië;21 jaar;2024;53
3660;Totaal mannen en vrouwen;Totaal;Albanië;22 jaar;2022;36
3661;Totaal mannen en vrouwen;Totaal;Albanië;22 jaar;2023;57
3662;Totaal mannen en vrouwen;Totaal;Albanië;22 jaar;2024;44
3663;Totaal mannen en vrouwen;Totaal;Albanië;23 jaar;2022;51
3664;Totaal mannen en vrouwen;Totaal;Albanië;23 jaar;2023;36
3665;Totaal mannen en vrouwen;Totaal;Albanië;23 jaar;2024;54
3666;Totaal mannen en vrouwen;Totaal;Albanië;24 jaar;2022;12
3667;Totaal mannen en vrouwen;Totaal;Albanië;24 jaar;2023;49
3668;Totaal mannen en vrouwen;Totaal;Albanië;24 jaar;2024;36
3669;Totaal mannen en vrouwen;Totaal;Albanië;25 jaar;2022;20
3670;Totaal mannen en vrouwen;Totaal;Albanië;25 jaar;2023;12
3671;Totaal mannen en vrouwen;Totaal;Albanië;25 jaar;2024;49
3672;Totaal mannen en vrouwen;Totaal;Albanië;26 jaar;2022;20
3673;Totaal mannen en vrouwen;Totaal;Albanië;26 jaar;2023;20
3674;Totaal mannen en vrouwen;Totaal;Albanië;26 jaar;2024;12
3675;Totaal mannen en vrouwen;Totaal;Albanië;27 jaar;2022;18
3676;Totaal mannen en vrouwen;Totaal;Albanië;27 jaar;2023;20
3677;Totaal mannen en vrouwen;Totaal;Albanië;27 jaar;2024;20
3678;Totaal mannen en vrouwen;Totaal;Albanië;28 jaar;2022;5
3679;Totaal mannen en vrouwen;Totaal;Albanië;28 jaar;2023;18
3680;Totaal mannen en vrouwen;Totaal;Albanië;28 jaar;2024;20
3681;Totaal mannen en vrouwen;Totaal;Albanië;29 jaar;2022;6
3682;Totaal mannen en vrouwen;Totaal;Albanië;29 jaar;2023;5
3683;Totaal mannen en vrouwen;Totaal;Albanië;29 jaar;2024;17
3684;Totaal mannen en vrouwen;Totaal;Albanië;30 jaar;2022;5
3685;Totaal mannen en vrouwen;Totaal;Albanië;30 jaar;2023;4
3686;Totaal mannen en vrouwen;Totaal;Albanië;30 jaar;2024;5
3687;Totaal mannen en vrouwen;Totaal;Albanië;31 jaar;2022;8
3688;Totaal mannen en vrouwen;Totaal;Albanië;31 jaar;2023;5
3689;Totaal mannen en vrouwen;Totaal;Albanië;31 jaar;2024;4
3690;Totaal mannen en vrouwen;Totaal;Albanië;32 jaar;2022;5
3691;Totaal mannen en vrouwen;Totaal;Albanië;32 jaar;2023;8
3692;Totaal mannen en vrouwen;Totaal;Albanië;32 jaar;2024;5
3693;Totaal mannen en vrouwen;Totaal;Albanië;33 jaar;2022;0
3694;Totaal mannen en vrouwen;Totaal;Albanië;33 jaar;2023;5
3695;Totaal mannen en vrouwen;Totaal;Albanië;33 jaar;2024;8
3696;Totaal mannen en vrouwen;Totaal;Albanië;34 jaar;2022;1
3697;Totaal mannen en vrouwen;Totaal;Albanië;34 jaar;2023;0
3698;Totaal mannen en vrouwen;Totaal;Albanië;34 jaar;2024;5
3699;Totaal mannen en vrouwen;Totaal;Albanië;35 jaar;2022;4
3700;Totaal mannen en vrouwen;Totaal;Albanië;35 jaar;2023;1
3701;Totaal mannen en vrouwen;Totaal;Albanië;35 jaar;2024;0
3702;Totaal mannen en vrouwen;Totaal;Albanië;36 jaar;2022;0
3703;Totaal mannen en vrouwen;Totaal;Albanië;36 jaar;2023;4
3704;Totaal mannen en vrouwen;Totaal;Albanië;36 jaar;2024;1
3705;Totaal mannen en vrouwen;Totaal;Albanië;37 jaar;2022;0
3706;Totaal mannen en vrouwen;Totaal;Albanië;37 jaar;2023;0
3707;Totaal mannen en vrouwen;Totaal;Albanië;37 jaar;2024;4
3708;Totaal mannen en vrouwen;Totaal;Albanië;38 jaar;2022;3
3709;Totaal mannen en vrouwen;Totaal;Albanië;38 jaar;2023;0
3710;Totaal mannen en vrouwen;Totaal;Albanië;38 jaar;2024;0
3711;Totaal mannen en vrouwen;Totaal;Albanië;39 jaar;2022;0
3712;Totaal mannen en vrouwen;Totaal;Albanië;39 jaar;2023;3
3713;Totaal mannen en vrouwen;Totaal;Albanië;39 jaar;2024;0
3714;Totaal mannen en vrouwen;Totaal;Albanië;40 jaar;2022;0
3715;Totaal mannen en vrouwen;Totaal;Albanië;40 jaar;2023;0
3716;Totaal mannen en vrouwen;Totaal;Albanië;40 jaar;2024;3
3717;Totaal mannen en vrouwen;Totaal;Albanië;41 jaar;2022;1
3718;Totaal mannen en vrouwen;Totaal;Albanië;41 jaar;2023;0
3719;Totaal mannen en vrouwen;Totaal;Albanië;41 jaar;2024;0
3720;Totaal mannen en vrouwen;Totaal;Albanië;42 jaar;2022;0
3721;Totaal mannen en vrouwen;Totaal;Albanië;42 jaar;2023;0
3722;Totaal mannen en vrouwen;Totaal;Albanië;42 jaar;2024;0
3723;Totaal mannen en vrouwen;Totaal;Albanië;43 jaar;2022;0
3724;Totaal mannen en vrouwen;Totaal;Albanië;43 jaar;2023;0
3725;Totaal mannen en vrouwen;Totaal;Albanië;43 jaar;2024;0
3726;Totaal mannen en vrouwen;Totaal;Albanië;44 jaar;2022;1
3727;Totaal mannen en vrouwen;Totaal;Albanië;44 jaar;2023;0
3728;Totaal mannen en vrouwen;Totaal;Albanië;44 jaar;2024;0
3729;Totaal mannen en vrouwen;Totaal;Albanië;45 jaar;2022;0
3730;Totaal mannen en vrouwen;Totaal;Albanië;45 jaar;2023;1
3731;Totaal mannen en vrouwen;Totaal;Albanië;45 jaar;2024;0
3732;Totaal mannen en vrouwen;Totaal;Albanië;46 jaar;2022;0
3733;Totaal mannen en vrouwen;Totaal;Albanië;46 jaar;2023;0
3734;Totaal mannen en vrouwen;Totaal;Albanië;46 jaar;2024;1
3735;Totaal mannen en vrouwen;Totaal;Albanië;47 jaar;2022;0
3736;Totaal mannen en vrouwen;Totaal;Albanië;47 jaar;2023;0
3737;Totaal mannen en vrouwen;Totaal;Albanië;47 jaar;2024;0
3738;Totaal mannen en vrouwen;Totaal;Albanië;48 jaar;2022;0
3739;Totaal mannen en vrouwen;Totaal;Albanië;48 jaar;2023;0
3740;Totaal mannen en vrouwen;Totaal;Albanië;48 jaar;2024;0
3741;Totaal mannen en vrouwen;Totaal;Albanië;49 jaar;2022;0
3742;Totaal mannen en vrouwen;Totaal;Albanië;49 jaar;2023;0
3743;Totaal mannen en vrouwen;Totaal;Albanië;49 jaar;2024;0
3744;Totaal mannen en vrouwen;Totaal;Albanië;50 jaar;2022;0
3745;Totaal mannen en vrouwen;Totaal;Albanië;50 jaar;2023;0
3746;Totaal mannen en vrouwen;Totaal;Albanië;50 jaar;2024;0
3747;Totaal mannen en vrouwen;Totaal;Albanië;51 jaar;2022;0
3748;Totaal mannen en vrouwen;Totaal;Albanië;51 jaar;2023;0
3749;Totaal mannen en vrouwen;Totaal;Albanië;51 jaar;2024;0
3750;Totaal mannen en vrouwen;Totaal;Albanië;52 jaar;2022;1
3751;Totaal mannen en vrouwen;Totaal;Albanië;52 jaar;2023;0
3752;Totaal mannen en vrouwen;Totaal;Albanië;52 jaar;2024;0
3753;Totaal mannen en vrouwen;Totaal;Albanië;53 jaar;2022;0
3754;Totaal mannen en vrouwen;Totaal;Albanië;53 jaar;2023;1
3755;Totaal mannen en vrouwen;Totaal;Albanië;53 jaar;2024;0
3756;Totaal mannen en vrouwen;Totaal;Albanië;54 jaar;2022;0
3757;Totaal mannen en vrouwen;Totaal;Albanië;54 jaar;2023;0
3758;Totaal mannen en vrouwen;Totaal;Albanië;54 jaar;2024;1
3759;Totaal mannen en vrouwen;Totaal;Albanië;55 jaar;2022;0
3760;Totaal mannen en vrouwen;Totaal;Albanië;55 jaar;2023;0
3761;Totaal mannen en vrouwen;Totaal;Albanië;55 jaar;2024;0
3762;Totaal mannen en vrouwen;Totaal;Albanië;56 jaar;2022;0
3763;Totaal mannen en vrouwen;Totaal;Albanië;56 jaar;2023;0
3764;Totaal mannen en vrouwen;Totaal;Albanië;56 jaar;2024;0
3765;Totaal mannen en vrouwen;Totaal;Albanië;57 jaar;2022;0
3766;Totaal mannen en vrouwen;Totaal;Albanië;57 jaar;2023;0
3767;Totaal mannen en vrouwen;Totaal;Albanië;57 jaar;2024;0
3768;Totaal mannen en vrouwen;Totaal;Albanië;58 jaar;2022;0
3769;Totaal mannen en vrouwen;Totaal;Albanië;58 jaar;2023;0
3770;Totaal mannen en vrouwen;Totaal;Albanië;58 jaar;2024;0
3771;Totaal mannen en vrouwen;Totaal;Albanië;59 jaar;2022;0
3772;Totaal mannen en vrouwen;Totaal;Albanië;59 jaar;2023;0
3773;Totaal mannen en vrouwen;Totaal;Albanië;59 jaar;2024;0
3774;Totaal mannen en vrouwen;Totaal;Albanië;60 jaar of meer;2022;0
3775;Totaal mannen en vrouwen;Totaal;Albanië;60 jaar of meer;2023;0
3776;Totaal mannen en vrouwen;Totaal;Albanië;60 jaar of meer;2024;0
3777;Totaal mannen en vrouwen;Totaal;Albanië;Onbekend;2022;0
3778;Totaal mannen en vrouwen;Totaal;Albanië;Onbekend;2023;0
3779;Totaal mannen en vrouwen;Totaal;Albanië;Onbekend;2024;0
3780;Totaal mannen en vrouwen;Totaal;Algerije;Totaal;2022;4344
3781;Totaal mannen en vrouwen;Totaal;Algerije;Totaal;2023;4839
3782;Totaal mannen en vrouwen;Totaal;Algerije;Totaal;2024;4953
3783;Totaal mannen en vrouwen;Totaal;Algerije;Minder dan 1 jaar;2022;190
3784;Totaal mannen en vrouwen;Totaal;Algerije;Minder dan 1 jaar;2023;603
3785;Totaal mannen en vrouwen;Totaal;Algerije;Minder dan 1 jaar;2024;318
3786;Totaal mannen en vrouwen;Totaal;Algerije;1 jaar;2022;153
3787;Totaal mannen en vrouwen;Totaal;Algerije;1 jaar;2023;173
3788;Totaal mannen en vrouwen;Totaal;Algerije;1 jaar;2024;480
3789;Totaal mannen en vrouwen;Totaal;Algerije;2 jaar;2022;161
3790;Totaal mannen en vrouwen;Totaal;Algerije;2 jaar;2023;143
3791;Totaal mannen en vrouwen;Totaal;Algerije;2 jaar;2024;162
3792;Totaal mannen en vrouwen;Totaal;Algerije;3 jaar;2022;156
3793;Totaal mannen en vrouwen;Totaal;Algerije;3 jaar;2023;152
3794;Totaal mannen en vrouwen;Totaal;Algerije;3 jaar;2024;133
3795;Totaal mannen en vrouwen;Totaal;Algerije;4 jaar;2022;104
3796;Totaal mannen en vrouwen;Totaal;Algerije;4 jaar;2023;147
3797;Totaal mannen en vrouwen;Totaal;Algerije;4 jaar;2024;148
3798;Totaal mannen en vrouwen;Totaal;Algerije;5 jaar;2022;99
3799;Totaal mannen en vrouwen;Totaal;Algerije;5 jaar;2023;93
3800;Totaal mannen en vrouwen;Totaal;Algerije;5 jaar;2024;141
3801;Totaal mannen en vrouwen;Totaal;Algerije;6 jaar;2022;98
3802;Totaal mannen en vrouwen;Totaal;Algerije;6 jaar;2023;96
3803;Totaal mannen en vrouwen;Totaal;Algerije;6 jaar;2024;91
3804;Totaal mannen en vrouwen;Totaal;Algerije;7 jaar;2022;88
3805;Totaal mannen en vrouwen;Totaal;Algerije;7 jaar;2023;96
3806;Totaal mannen en vrouwen;Totaal;Algerije;7 jaar;2024;92
3807;Totaal mannen en vrouwen;Totaal;Algerije;8 jaar;2022;76
3808;Totaal mannen en vrouwen;Totaal;Algerije;8 jaar;2023;86
3809;Totaal mannen en vrouwen;Totaal;Algerije;8 jaar;2024;94
3810;Totaal mannen en vrouwen;Totaal;Algerije;9 jaar;2022;54
3811;Totaal mannen en vrouwen;Totaal;Algerije;9 jaar;2023;74
3812;Totaal mannen en vrouwen;Totaal;Algerije;9 jaar;2024;83
3813;Totaal mannen en vrouwen;Totaal;Algerije;10 jaar;2022;75
3814;Totaal mannen en vrouwen;Totaal;Algerije;10 jaar;2023;51
3815;Totaal mannen en vrouwen;Totaal;Algerije;10 jaar;2024;70
3816;Totaal mannen en vrouwen;Totaal;Algerije;11 jaar;2022;63
3817;Totaal mannen en vrouwen;Totaal;Algerije;11 jaar;2023;75
3818;Totaal mannen en vrouwen;Totaal;Algerije;11 jaar;2024;50
3819;Totaal mannen en vrouwen;Totaal;Algerije;12 jaar;2022;80
3820;Totaal mannen en vrouwen;Totaal;Algerije;12 jaar;2023;61
3821;Totaal mannen en vrouwen;Totaal;Algerije;12 jaar;2024;75
3822;Totaal mannen en vrouwen;Totaal;Algerije;13 jaar;2022;138
3823;Totaal mannen en vrouwen;Totaal;Algerije;13 jaar;2023;80
3824;Totaal mannen en vrouwen;Totaal;Algerije;13 jaar;2024;61
3825;Totaal mannen en vrouwen;Totaal;Algerije;14 jaar;2022;78
3826;Totaal mannen en vrouwen;Totaal;Algerije;14 jaar;2023;136
3827;Totaal mannen en vrouwen;Totaal;Algerije;14 jaar;2024;79
3828;Totaal mannen en vrouwen;Totaal;Algerije;15 jaar;2022;70
3829;Totaal mannen en vrouwen;Totaal;Algerije;15 jaar;2023;77
3830;Totaal mannen en vrouwen;Totaal;Algerije;15 jaar;2024;133
3831;Totaal mannen en vrouwen;Totaal;Algerije;16 jaar;2022;50
3832;Totaal mannen en vrouwen;Totaal;Algerije;16 jaar;2023;70
3833;Totaal mannen en vrouwen;Totaal;Algerije;16 jaar;2024;77
3834;Totaal mannen en vrouwen;Totaal;Algerije;17 jaar;2022;76
3835;Totaal mannen en vrouwen;Totaal;Algerije;17 jaar;2023;50
3836;Totaal mannen en vrouwen;Totaal;Algerije;17 jaar;2024;70
3837;Totaal mannen en vrouwen;Totaal;Algerije;18 jaar;2022;89
3838;Totaal mannen en vrouwen;Totaal;Algerije;18 jaar;2023;76
3839;Totaal mannen en vrouwen;Totaal;Algerije;18 jaar;2024;49
3840;Totaal mannen en vrouwen;Totaal;Algerije;19 jaar;2022;99
3841;Totaal mannen en vrouwen;Totaal;Algerije;19 jaar;2023;87
3842;Totaal mannen en vrouwen;Totaal;Algerije;19 jaar;2024;76
3843;Totaal mannen en vrouwen;Totaal;Algerije;20 jaar;2022;99
3844;Totaal mannen en vrouwen;Totaal;Algerije;20 jaar;2023;95
3845;Totaal mannen en vrouwen;Totaal;Algerije;20 jaar;2024;87
3846;Totaal mannen en vrouwen;Totaal;Algerije;21 jaar;2022;99
3847;Totaal mannen en vrouwen;Totaal;Algerije;21 jaar;2023;98
3848;Totaal mannen en vrouwen;Totaal;Algerije;21 jaar;2024;94
3849;Totaal mannen en vrouwen;Totaal;Algerije;22 jaar;2022;107
3850;Totaal mannen en vrouwen;Totaal;Algerije;22 jaar;2023;98
3851;Totaal mannen en vrouwen;Totaal;Algerije;22 jaar;2024;98
3852;Totaal mannen en vrouwen;Totaal;Algerije;23 jaar;2022;133
3853;Totaal mannen en vrouwen;Totaal;Algerije;23 jaar;2023;106
3854;Totaal mannen en vrouwen;Totaal;Algerije;23 jaar;2024;97
3855;Totaal mannen en vrouwen;Totaal;Algerije;24 jaar;2022;122
3856;Totaal mannen en vrouwen;Totaal;Algerije;24 jaar;2023;133
3857;Totaal mannen en vrouwen;Totaal;Algerije;24 jaar;2024;104
3858;Totaal mannen en vrouwen;Totaal;Algerije;25 jaar;2022;124
3859;Totaal mannen en vrouwen;Totaal;Algerije;25 jaar;2023;122
3860;Totaal mannen en vrouwen;Totaal;Algerije;25 jaar;2024;131
3861;Totaal mannen en vrouwen;Totaal;Algerije;26 jaar;2022;156
3862;Totaal mannen en vrouwen;Totaal;Algerije;26 jaar;2023;122
3863;Totaal mannen en vrouwen;Totaal;Algerije;26 jaar;2024;120
3864;Totaal mannen en vrouwen;Totaal;Algerije;27 jaar;2022;92
3865;Totaal mannen en vrouwen;Totaal;Algerije;27 jaar;2023;154
3866;Totaal mannen en vrouwen;Totaal;Algerije;27 jaar;2024;121
3867;Totaal mannen en vrouwen;Totaal;Algerije;28 jaar;2022;87
3868;Totaal mannen en vrouwen;Totaal;Algerije;28 jaar;2023;91
3869;Totaal mannen en vrouwen;Totaal;Algerije;28 jaar;2024;151
3870;Totaal mannen en vrouwen;Totaal;Algerije;29 jaar;2022;76
3871;Totaal mannen en vrouwen;Totaal;Algerije;29 jaar;2023;87
3872;Totaal mannen en vrouwen;Totaal;Algerije;29 jaar;2024;91
3873;Totaal mannen en vrouwen;Totaal;Algerije;30 jaar;2022;99
3874;Totaal mannen en vrouwen;Totaal;Algerije;30 jaar;2023;76
3875;Totaal mannen en vrouwen;Totaal;Algerije;30 jaar;2024;87
3876;Totaal mannen en vrouwen;Totaal;Algerije;31 jaar;2022;125
3877;Totaal mannen en vrouwen;Totaal;Algerije;31 jaar;2023;99
3878;Totaal mannen en vrouwen;Totaal;Algerije;31 jaar;2024;76
3879;Totaal mannen en vrouwen;Totaal;Algerije;32 jaar;2022;77
3880;Totaal mannen en vrouwen;Totaal;Algerije;32 jaar;2023;123
3881;Totaal mannen en vrouwen;Totaal;Algerije;32 jaar;2024;99
3882;Totaal mannen en vrouwen;Totaal;Algerije;33 jaar;2022;61
3883;Totaal mannen en vrouwen;Totaal;Algerije;33 jaar;2023;76
3884;Totaal mannen en vrouwen;Totaal;Algerije;33 jaar;2024;123
3885;Totaal mannen en vrouwen;Totaal;Algerije;34 jaar;2022;36
3886;Totaal mannen en vrouwen;Totaal;Algerije;34 jaar;2023;60
3887;Totaal mannen en vrouwen;Totaal;Algerije;34 jaar;2024;75
3888;Totaal mannen en vrouwen;Totaal;Algerije;35 jaar;2022;36
3889;Totaal mannen en vrouwen;Totaal;Algerije;35 jaar;2023;36
3890;Totaal mannen en vrouwen;Totaal;Algerije;35 jaar;2024;60
3891;Totaal mannen en vrouwen;Totaal;Algerije;36 jaar;2022;34
3892;Totaal mannen en vrouwen;Totaal;Algerije;36 jaar;2023;36
3893;Totaal mannen en vrouwen;Totaal;Algerije;36 jaar;2024;36
3894;Totaal mannen en vrouwen;Totaal;Algerije;37 jaar;2022;35
3895;Totaal mannen en vrouwen;Totaal;Algerije;37 jaar;2023;33
3896;Totaal mannen en vrouwen;Totaal;Algerije;37 jaar;2024;35
3897;Totaal mannen en vrouwen;Totaal;Algerije;38 jaar;2022;34
3898;Totaal mannen en vrouwen;Totaal;Algerije;38 jaar;2023;35
3899;Totaal mannen en vrouwen;Totaal;Algerije;38 jaar;2024;33
3900;Totaal mannen en vrouwen;Totaal;Algerije;39 jaar;2022;37
3901;Totaal mannen en vrouwen;Totaal;Algerije;39 jaar;2023;33
3902;Totaal mannen en vrouwen;Totaal;Algerije;39 jaar;2024;34
3903;Totaal mannen en vrouwen;Totaal;Algerije;40 jaar;2022;54
3904;Totaal mannen en vrouwen;Totaal;Algerije;40 jaar;2023;37
3905;Totaal mannen en vrouwen;Totaal;Algerije;40 jaar;2024;33
3906;Totaal mannen en vrouwen;Totaal;Algerije;41 jaar;2022;62
3907;Totaal mannen en vrouwen;Totaal;Algerije;41 jaar;2023;54
3908;Totaal mannen en vrouwen;Totaal;Algerije;41 jaar;2024;37
3909;Totaal mannen en vrouwen;Totaal;Algerije;42 jaar;2022;58
3910;Totaal mannen en vrouwen;Totaal;Algerije;42 jaar;2023;61
3911;Totaal mannen en vrouwen;Totaal;Algerije;42 jaar;2024;54
3912;Totaal mannen en vrouwen;Totaal;Algerije;43 jaar;2022;45
3913;Totaal mannen en vrouwen;Totaal;Algerije;43 jaar;2023;57
3914;Totaal mannen en vrouwen;Totaal;Algerije;43 jaar;2024;58
3915;Totaal mannen en vrouwen;Totaal;Algerije;44 jaar;2022;63
3916;Totaal mannen en vrouwen;Totaal;Algerije;44 jaar;2023;42
3917;Totaal mannen en vrouwen;Totaal;Algerije;44 jaar;2024;57
3918;Totaal mannen en vrouwen;Totaal;Algerije;45 jaar;2022;51
3919;Totaal mannen en vrouwen;Totaal;Algerije;45 jaar;2023;62
3920;Totaal mannen en vrouwen;Totaal;Algerije;45 jaar;2024;41
3921;Totaal mannen en vrouwen;Totaal;Algerije;46 jaar;2022;74
3922;Totaal mannen en vrouwen;Totaal;Algerije;46 jaar;2023;50
3923;Totaal mannen en vrouwen;Totaal;Algerije;46 jaar;2024;62
3924;Totaal mannen en vrouwen;Totaal;Algerije;47 jaar;2022;58
3925;Totaal mannen en vrouwen;Totaal;Algerije;47 jaar;2023;72
3926;Totaal mannen en vrouwen;Totaal;Algerije;47 jaar;2024;50
3927;Totaal mannen en vrouwen;Totaal;Algerije;48 jaar;2022;36
3928;Totaal mannen en vrouwen;Totaal;Algerije;48 jaar;2023;58
3929;Totaal mannen en vrouwen;Totaal;Algerije;48 jaar;2024;71
3930;Totaal mannen en vrouwen;Totaal;Algerije;49 jaar;2022;33
3931;Totaal mannen en vrouwen;Totaal;Algerije;49 jaar;2023;35
3932;Totaal mannen en vrouwen;Totaal;Algerije;49 jaar;2024;57
3933;Totaal mannen en vrouwen;Totaal;Algerije;50 jaar;2022;25
3934;Totaal mannen en vrouwen;Totaal;Algerije;50 jaar;2023;33
3935;Totaal mannen en vrouwen;Totaal;Algerije;50 jaar;2024;35
3936;Totaal mannen en vrouwen;Totaal;Algerije;51 jaar;2022;22
3937;Totaal mannen en vrouwen;Totaal;Algerije;51 jaar;2023;25
3938;Totaal mannen en vrouwen;Totaal;Algerije;51 jaar;2024;33
3939;Totaal mannen en vrouwen;Totaal;Algerije;52 jaar;2022;28
3940;Totaal mannen en vrouwen;Totaal;Algerije;52 jaar;2023;22
3941;Totaal mannen en vrouwen;Totaal;Algerije;52 jaar;2024;22
3942;Totaal mannen en vrouwen;Totaal;Algerije;53 jaar;2022;20
3943;Totaal mannen en vrouwen;Totaal;Algerije;53 jaar;2023;26
3944;Totaal mannen en vrouwen;Totaal;Algerije;53 jaar;2024;21
3945;Totaal mannen en vrouwen;Totaal;Algerije;54 jaar;2022;4
3946;Totaal mannen en vrouwen;Totaal;Algerije;54 jaar;2023;20
3947;Totaal mannen en vrouwen;Totaal;Algerije;54 jaar;2024;25
3948;Totaal mannen en vrouwen;Totaal;Algerije;55 jaar;2022;16
3949;Totaal mannen en vrouwen;Totaal;Algerije;55 jaar;2023;4
3950;Totaal mannen en vrouwen;Totaal;Algerije;55 jaar;2024;19
3951;Totaal mannen en vrouwen;Totaal;Algerije;56 jaar;2022;8
3952;Totaal mannen en vrouwen;Totaal;Algerije;56 jaar;2023;15
3953;Totaal mannen en vrouwen;Totaal;Algerije;56 jaar;2024;4
3954;Totaal mannen en vrouwen;Totaal;Algerije;57 jaar;2022;3
3955;Totaal mannen en vrouwen;Totaal;Algerije;57 jaar;2023;7
3956;Totaal mannen en vrouwen;Totaal;Algerije;57 jaar;2024;14
3957;Totaal mannen en vrouwen;Totaal;Algerije;58 jaar;2022;1
3958;Totaal mannen en vrouwen;Totaal;Algerije;58 jaar;2023;3
3959;Totaal mannen en vrouwen;Totaal;Algerije;58 jaar;2024;6
3960;Totaal mannen en vrouwen;Totaal;Algerije;59 jaar;2022;6
3961;Totaal mannen en vrouwen;Totaal;Algerije;59 jaar;2023;1
3962;Totaal mannen en vrouwen;Totaal;Algerije;59 jaar;2024;3
3963;Totaal mannen en vrouwen;Totaal;Algerije;60 jaar of meer;2022;10
3964;Totaal mannen en vrouwen;Totaal;Algerije;60 jaar of meer;2023;15
3965;Totaal mannen en vrouwen;Totaal;Algerije;60 jaar of meer;2024;16
3966;Totaal mannen en vrouwen;Totaal;Algerije;Onbekend;2022;1
3967;Totaal mannen en vrouwen;Totaal;Algerije;Onbekend;2023;1
3968;Totaal mannen en vrouwen;Totaal;Algerije;Onbekend;2024;1
3969;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Totaal;2022;27
3970;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Totaal;2023;25
3971;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Totaal;2024;29
3972;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Minder dan 1 jaar;2022;4
3973;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Minder dan 1 jaar;2023;1
3974;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;Minder dan 1 jaar;2024;4
3975;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;1 jaar;2022;0
3976;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;1 jaar;2023;3
3977;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;1 jaar;2024;1
3978;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;2 jaar;2022;6
3979;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;2 jaar;2023;0
3980;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;2 jaar;2024;3
3981;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;3 jaar;2022;0
3982;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;3 jaar;2023;5
3983;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;3 jaar;2024;0
3984;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;4 jaar;2022;1
3985;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;4 jaar;2023;0
3986;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;4 jaar;2024;5
3987;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;5 jaar;2022;3
3988;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;5 jaar;2023;0
3989;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;5 jaar;2024;0
3990;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;6 jaar;2022;1
3991;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;6 jaar;2023;3
3992;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;6 jaar;2024;0
3993;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;7 jaar;2022;0
3994;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;7 jaar;2023;1
3995;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;7 jaar;2024;3
3996;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;8 jaar;2022;0
3997;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;8 jaar;2023;0
3998;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;8 jaar;2024;1
3999;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;9 jaar;2022;2
4000;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;9 jaar;2023;0
4001;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;9 jaar;2024;0
4002;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;10 jaar;2022;1
4003;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;10 jaar;2023;2
4004;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;10 jaar;2024;0
4005;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;11 jaar;2022;0
4006;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;11 jaar;2023;1
4007;Totaal mannen en vrouwen;Totaal;Amerikaanse Maagdeneilanden;11 jaar;2024;2
