ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
432;1 or more employed persons;412-439 Construction (no development);2017 2nd quarter;113.9;6.3
433;1 or more employed persons;412-439 Construction (no development);2017 July;118.6;3.6
434;1 or more employed persons;412-439 Construction (no development);2017 August;81.0;5.8
435;1 or more employed persons;412-439 Construction (no development);2017 September;117.6;2.2
436;1 or more employed persons;412-439 Construction (no development);2017 3rd quarter;105.7;3.6
437;1 or more employed persons;412-439 Construction (no development);2017 October;127.5;8.2
438;1 or more employed persons;412-439 Construction (no development);2017 November;135.3;8.9
439;1 or more employed persons;412-439 Construction (no development);2017 December;143.2;3.3
440;1 or more employed persons;412-439 Construction (no development);2017 4th quarter;135.3;6.7
441;1 or more employed persons;412-439 Construction (no development);2017;111.9;5.7
442;1 or more employed persons;41 Construction buildings, development;2005 January;66.2;-2.9
443;1 or more employed persons;41 Construction buildings, development;2005 February;77.3;-4.3
444;1 or more employed persons;41 Construction buildings, development;2005 March;93.8;-5.7
445;1 or more employed persons;41 Construction buildings, development;2005 1st quarter;79.1;-4.5
446;1 or more employed persons;41 Construction buildings, development;2005 April;101.4;3.4
447;1 or more employed persons;41 Construction buildings, development;2005 May;95.5;7.2
448;1 or more employed persons;41 Construction buildings, development;2005 June;115.6;8.3
449;1 or more employed persons;41 Construction buildings, development;2005 2nd quarter;104.2;6.4
450;1 or more employed persons;41 Construction buildings, development;2005 July;93.8;0.7
451;1 or more employed persons;41 Construction buildings, development;2005 August;60.7;8.2
452;1 or more employed persons;41 Construction buildings, development;2005 September;107.6;6.3
453;1 or more employed persons;41 Construction buildings, development;2005 3rd quarter;87.4;4.7
454;1 or more employed persons;41 Construction buildings, development;2005 October;106.0;2.6
455;1 or more employed persons;41 Construction buildings, development;2005 November;109.2;2.1
456;1 or more employed persons;41 Construction buildings, development;2005 December;127.9;8.2
457;1 or more employed persons;41 Construction buildings, development;2005 4th quarter;114.4;4.5
458;1 or more employed persons;41 Construction buildings, development;2005;96.3;3.0
459;1 or more employed persons;41 Construction buildings, development;2006 January;68.6;3.6
460;1 or more employed persons;41 Construction buildings, development;2006 February;85.1;10.0
461;1 or more employed persons;41 Construction buildings, development;2006 March;110.2;17.5
462;1 or more employed persons;41 Construction buildings, development;2006 1st quarter;88.0;11.2
463;1 or more employed persons;41 Construction buildings, development;2006 April;101.5;0.1
464;1 or more employed persons;41 Construction buildings, development;2006 May;110.8;16.1
465;1 or more employed persons;41 Construction buildings, development;2006 June;120.6;4.3
466;1 or more employed persons;41 Construction buildings, development;2006 2nd quarter;111.0;6.5
467;1 or more employed persons;41 Construction buildings, development;2006 July;94.8;1.0
468;1 or more employed persons;41 Construction buildings, development;2006 August;64.7;6.7
469;1 or more employed persons;41 Construction buildings, development;2006 September;115.7;7.5
470;1 or more employed persons;41 Construction buildings, development;2006 3rd quarter;91.7;5.0
471;1 or more employed persons;41 Construction buildings, development;2006 October;114.6;8.1
472;1 or more employed persons;41 Construction buildings, development;2006 November;120.9;10.7
473;1 or more employed persons;41 Construction buildings, development;2006 December;136.3;6.6
474;1 or more employed persons;41 Construction buildings, development;2006 4th quarter;124.0;8.4
475;1 or more employed persons;41 Construction buildings, development;2006;103.7;7.7
476;1 or more employed persons;41 Construction buildings, development;2007 January;77.8;13.4
477;1 or more employed persons;41 Construction buildings, development;2007 February;97.9;15.0
478;1 or more employed persons;41 Construction buildings, development;2007 March;125.3;13.7
479;1 or more employed persons;41 Construction buildings, development;2007 1st quarter;100.3;14.0
480;1 or more employed persons;41 Construction buildings, development;2007 April;114.9;13.2
481;1 or more employed persons;41 Construction buildings, development;2007 May;117.8;6.3
482;1 or more employed persons;41 Construction buildings, development;2007 June;135.8;12.6
483;1 or more employed persons;41 Construction buildings, development;2007 2nd quarter;122.8;10.7
484;1 or more employed persons;41 Construction buildings, development;2007 July;109.5;15.5
485;1 or more employed persons;41 Construction buildings, development;2007 August;76.0;17.5
486;1 or more employed persons;41 Construction buildings, development;2007 September;123.2;6.4
487;1 or more employed persons;41 Construction buildings, development;2007 3rd quarter;102.9;12.2
488;1 or more employed persons;41 Construction buildings, development;2007 October;130.5;13.8
489;1 or more employed persons;41 Construction buildings, development;2007 November;133.8;10.7
490;1 or more employed persons;41 Construction buildings, development;2007 December;143.3;5.1
491;1 or more employed persons;41 Construction buildings, development;2007 4th quarter;135.9;9.6
492;1 or more employed persons;41 Construction buildings, development;2007;115.5;11.4
493;1 or more employed persons;41 Construction buildings, development;2008 January;94.0;20.9
494;1 or more employed persons;41 Construction buildings, development;2008 February;119.2;21.8
495;1 or more employed persons;41 Construction buildings, development;2008 March;134.5;7.4
496;1 or more employed persons;41 Construction buildings, development;2008 1st quarter;115.9;15.6
497;1 or more employed persons;41 Construction buildings, development;2008 April;137.5;19.7
498;1 or more employed persons;41 Construction buildings, development;2008 May;129.9;10.3
499;1 or more employed persons;41 Construction buildings, development;2008 June;147.8;8.8
500;1 or more employed persons;41 Construction buildings, development;2008 2nd quarter;138.4;12.7
501;1 or more employed persons;41 Construction buildings, development;2008 July;120.6;10.1
502;1 or more employed persons;41 Construction buildings, development;2008 August;85.6;12.5
503;1 or more employed persons;41 Construction buildings, development;2008 September;141.4;14.8
504;1 or more employed persons;41 Construction buildings, development;2008 3rd quarter;115.9;12.6
505;1 or more employed persons;41 Construction buildings, development;2008 October;149.6;14.6
506;1 or more employed persons;41 Construction buildings, development;2008 November;137.5;2.8
507;1 or more employed persons;41 Construction buildings, development;2008 December;155.5;8.5
508;1 or more employed persons;41 Construction buildings, development;2008 4th quarter;147.5;8.6
509;1 or more employed persons;41 Construction buildings, development;2008;129.4;12.1
510;1 or more employed persons;41 Construction buildings, development;2009 January;86.9;-7.6
511;1 or more employed persons;41 Construction buildings, development;2009 February;110.9;-7.0
512;1 or more employed persons;41 Construction buildings, development;2009 March;128.4;-4.6
513;1 or more employed persons;41 Construction buildings, development;2009 1st quarter;108.7;-6.2
514;1 or more employed persons;41 Construction buildings, development;2009 April;126.1;-8.3
515;1 or more employed persons;41 Construction buildings, development;2009 May;118.7;-8.6
516;1 or more employed persons;41 Construction buildings, development;2009 June;130.6;-11.7
517;1 or more employed persons;41 Construction buildings, development;2009 2nd quarter;125.1;-9.6
518;1 or more employed persons;41 Construction buildings, development;2009 July;119.3;-1.0
519;1 or more employed persons;41 Construction buildings, development;2009 August;69.3;-19.0
520;1 or more employed persons;41 Construction buildings, development;2009 September;124.9;-11.7
521;1 or more employed persons;41 Construction buildings, development;2009 3rd quarter;104.5;-9.8
522;1 or more employed persons;41 Construction buildings, development;2009 October;125.9;-15.8
523;1 or more employed persons;41 Construction buildings, development;2009 November;117.1;-14.8
524;1 or more employed persons;41 Construction buildings, development;2009 December;134.0;-13.8
525;1 or more employed persons;41 Construction buildings, development;2009 4th quarter;125.7;-14.8
526;1 or more employed persons;41 Construction buildings, development;2009;116.0;-10.4
527;1 or more employed persons;41 Construction buildings, development;2010 January;66.0;-24.1
528;1 or more employed persons;41 Construction buildings, development;2010 February;78.0;-29.7
529;1 or more employed persons;41 Construction buildings, development;2010 March;109.0;-15.0
530;1 or more employed persons;41 Construction buildings, development;2010 1st quarter;84.3;-22.4
531;1 or more employed persons;41 Construction buildings, development;2010 April;106.4;-15.6
532;1 or more employed persons;41 Construction buildings, development;2010 May;100.0;-15.8
533;1 or more employed persons;41 Construction buildings, development;2010 June;118.5;-9.2
534;1 or more employed persons;41 Construction buildings, development;2010 2nd quarter;108.3;-13.4
535;1 or more employed persons;41 Construction buildings, development;2010 July;108.6;-9.0
536;1 or more employed persons;41 Construction buildings, development;2010 August;62.8;-9.5
537;1 or more employed persons;41 Construction buildings, development;2010 September;107.7;-13.8
538;1 or more employed persons;41 Construction buildings, development;2010 3rd quarter;93.0;-11.0
539;1 or more employed persons;41 Construction buildings, development;2010 October;113.0;-10.3
540;1 or more employed persons;41 Construction buildings, development;2010 November;116.5;-0.6
541;1 or more employed persons;41 Construction buildings, development;2010 December;113.5;-15.3
542;1 or more employed persons;41 Construction buildings, development;2010 4th quarter;114.3;-9.0
543;1 or more employed persons;41 Construction buildings, development;2010;100.0;-13.8
544;1 or more employed persons;41 Construction buildings, development;2011 January;73.0;10.7
545;1 or more employed persons;41 Construction buildings, development;2011 February;94.6;21.2
546;1 or more employed persons;41 Construction buildings, development;2011 March;111.1;1.9
547;1 or more employed persons;41 Construction buildings, development;2011 1st quarter;92.9;10.1
548;1 or more employed persons;41 Construction buildings, development;2011 April;105.9;-0.5
549;1 or more employed persons;41 Construction buildings, development;2011 May;113.3;13.4
